🔴 Przed jamnikiem uderz czołem, jamnik górą chociaż dołem | LIVE #2
🔗 https://www.youtube.com/watch?v=n62fW7lX9yc

1:  Witajcie serdecznie na drugim livestreamie w trybie Q&A.
8081:  Zajęcia do późna 17 czy poniedziałek 7-10, ale to chyba nie było do mnie pytanie, więc na wszelki wypadek i tak odpowiem na nie, to znaczy ja w ogóle ustawiam swój grafik zawsze w godzinach popołudniowych, bo uważam, że zajęcia przed godziną 10 to jest zbrodnia.
8095:  Ilu już wspierających jest?
8096:  Bardzo dużo.
8097:  Nie sprawdzałem jeszcze.
8098:  Mogę to szybko zrobić na drugim ekranie.
8101:  Mam nadzieję, że mi się to uda.
8103:  Zaraz sprawdzimy, czy on mi pokaże jakoś, bo jeżeli mi nie pokaże jakiejś liczby, to ja nie zamierzam absolutnie tego liczyć.
8109:  Oczywiście, że nie pokazał mi żadnej liczby.
8111:  Nie, pokazał mi.
8112:  34 osoby.
8113:  Jesteście absolutnie szaleni.
8115:  Bardzo, bardzo za to dziękuję.
8118:  Jest trailer nowego Dextera.
8121:  Wspaniale.
8122:  Kurs pierwszej przemocy.
8123:  Naprawdę to powiedziałem?
8128:  Czy próbowałem własnych sił w pisaniu opowiadania fantasy?
8131:  No dobrze, pytacie mnie o to tyle razy, że odpowiem tak, próbowałem, ale nie jestem zadowolony z tych prób i stwierdzam, że powrócę do nich, jak będę lepiej wykształcony, także pod względem warsztatu pisarskiego i będę mieć mniej na głowie, bo do pisania trzeba mieć wolną głowę.
8146:  Sądzę o Agnieszce Graff.
8149:  Inaczej.
8151:  Niektóre z jej tekstów w krytyce mi odpowiadają, ale generalnie rzecz biorąc, jeżeli bym miał powiedzieć o feministce, która mnie imponuje, będzie to profesor Krystyna Kłosińska.
8159:  Też jej książkę Feministyczna krytyka literacka zawsze polecam na zajęciach.
8165:  Znakomita rzecz, absolutnie
8167:  Przewspaniała kobieta i druga osoba, o której mógłbym powiedzieć, to będzie Katarzyna Szopa.
8173:  I widzicie, też nie są to znane nazwiska, właśnie dlatego, że to są prawdziwe feministki.
8178:  Natomiast te, które się udzielają medialnie, to
8183:  Kaja Godek, Jezus Maria, nawet mi nie mówcie.
8186:  Będzie zapis live?
8187:  Zawsze jest.
8188:  Sądzę o Kasi Babi z jej ogólnym rancie na polskich autorów fantasy.
8191:  Zgadzam się z wszystkimi tezami tego randu.
8194:  Natomiast zawsze będę to powtarzał, że bardzo chętnie bym zobaczył poszerzenie tego katalogu o różnych plugawych samców, szowinistów z mainstreamu, a wierzcie mi, wierzcie mi, jest ich tam znacznie więcej.
8207:  Po prostu mniej są wyraźni medialnie, mniej się udzielają w tym aspekcie.
8215:  Środa sensownie gada, tak, ale...
8219:  Ma pewne takie momenty, które sprawiają, że mówi tylko i wyłącznie do tych ludzi, którzy już ją popierają.
8228:  A ja uważam, że istota feminizmu zawsze się wyrażała w rewolucji społecznej i w pozyskiwaniu dla sprawy tych ludzi, którzy się nie zgadzają.
8239:  To jest sztuka.
8241:  Używać takiego języka.
8243:  w którym przekonamy ludzi, którzy nie zgadzają się z nami, którzy są nieprzekonani, a nie do przekonywania przekonany.
8249:  To jest błąd, który robi moim zdaniem polska lewica en bloc, to znaczy używa języka takiego, który jest zrozumiały tylko dla ludzi popierających lewicę.
8257:  A polska prawica robi coś absolutnie odwrotnego i nie tylko polska zresztą.
8264:  Stąd właśnie na prawicy się bardzo często pojawiają argumenty o zdrowym rozsądku, nie?
8269:  Eee...
8272:  O, Taral miał zajęcia z Kasią Szopą, super sprawa, cieszę się bardzo.
8277:  No właśnie, jeszcze przecież ja ograniczyłem to tylko i wyłącznie do akademiczek, bo mówiłem o feminizmie akademickim, ale absolutnie Zwierz Pop Kulturalny czy Martyna Kaczmarek, o której się sam zresztą odwoływałem on dziś, są godne wymienienia, to znaczy właśnie z takiego poziomu aktywizmu społecznego.
8296:  To jest właśnie ten pierwszy front feminizmu, najważniejszy.
8304:  Czy oglądałem Krowę i Kurczaka i Harcera Żala?
8306:  No oczywiście, że tak.
8307:  Tak samo jak Chojraka Tchórzliwego Psa, z którego pochodzi jedna z najbardziej traumatycznych fabuł, jakie znam, to znaczy odcinek z jajecznicą.
8315:  Każdy, kto kogo straumatizował odcinek z jajecznicą w Chojraku Tchórzliwym Psie wie, o czym mówię i nie położysz się dzisiaj spokojny spać.
8328:  Feminizm czy egalitaryzm?
8332:  Nie, ja nie jestem egalitarystą w ogóle, więc ja zdecydowanie bym się określił prędzej jako feminista niż jako egalitarysta.
8339:  Zwłaszcza, że ja raczej uważam, że przedefiniowanie pojęcia elitarności byłoby bardzo fajne i dobre.
8347:  To znaczy, to jest właśnie czerpanie przyjemności z tego, że się robi coś, czego nikt inny nie robi, a nie wywyższanie się, tak?
8355:  To byłoby fajny przykład elitarności.
8358:  A przykład, nie będę oszukiwał.
8360:  Nie podoba mi się pomysł taki, że w Polsce zmusza się wszystkich do tego, żeby szli na studia.
8364:  Nie.
8365:  Studia powinny być dla ludzi, którzy tego chcą.
8368:  A nie oszukujmy się, chcieć będzie zawsze chciała pewna mała grupa ludzi pójść na studia.
8373:  Tak autentycznie chcieć.
8375:  Nie chcieć dlatego, że muszę zostać lekarzem, więc muszę się uczyć na szkole medycznej.
8379:  Albo, nie wiem, muszę zrobić coś, więc coś.
8381:  Nie.
8382:  Chcę pójść, nie wiem, co będę robił zawodowo, a i tak chcę.
8386:  O takich ludziach mowa, nie?
8388:  Więc dobrze zrozumiana elitarność nie jest zła, ale niestety ani w Polsce, ani na świecie elitarność dobrze rozumiana nie jest.
8396:  Ulubiona bajka z dzieciństwa?
8398:  Muminki.
8400:  Albo smerfy.
8403:  Maja Staśko też mi się wydaje robi dużo dobrego, ma czasem lepsze, gorsze take'i, ale dalej robi świetną robotę.
8409:  Myślę, że bym się zgodził z tą tezą.
8411:  Dzięki, a jutro do pracy.
8412:  No tak, tak.
8415:  Czy znam jakieś książki, filmy z motywem technomancja albo ogólnie fantazja w połączeniu z technologią?
8420:  Myślę, że gra Technomancer będzie najlepszą odpowiedzią na to, powiedział Krzysztof, prymitywnie używając tego samego pojęcia, które padło na czacie, tak?
8429:  Akurat się pojawia w tytule tej gry i dlatego pamiętam.
8435:  Czy Korwin czy Jerzy Urban?
8436:  Oczywiście, że inteligentniejszy z nich dwóch, czyli Jerzy Urban.
8441:  Naturalnie, że tak.
8442:  Poza tym, nie oszukujmy się, Korwin mówi rzeczy, pod którymi większość inteligentnych ludzi... Nie, nie inteligentnych, właśnie.
8450:  Ludzie inteligentnych empatycznych by się nie podpisało.
8455:  Co mówię jako człowiek, który kiedyś się z częścią jego poglądów zgadzał.
8459:  To było wprawdzie bardzo dawno, ale nie będę tego udawał.
8463:  I nie ukrywam znowu, dlaczego się zaznaczyłem o tych inteligentnych ludziach.
8467:  Mnie on imponował zawsze właśnie jako retor.
8471:  A retorzy mają taką właściwość właśnie, że przyciągają do siebie.
8474:  Ja na przykład nigdy korzystając ze swoich umiejętności retorycznych nie chciałbym wywierać na was presji, że musicie przyjąć mój światopogląd jako własny.
8483:  Moja idea jest raczej zupełnie inna, to znaczy chcę krzewić chaos i zobaczyć, co z tego chaosu wyjdzie.
8489:  Dlatego właśnie tyle razy mnie pytacie w komentarzach, Krzysztof,
8493:  Abyś powiedział coś konstruktywnego, jak zmienić ten system edukacji.
8497:  I tak, i później ludzie, którzy oglądają Krzysztofa na YouTube, powiedzą, że nasz guru nam powiedział, że tak trzeba zrobić i tak zmieńmy to, bo on tak powiedział.
8506:  Gówno.
8507:  Trzeba zrobić to, co samemu się uważa za stosowne.
8510:  Przemodelować to, co słyszymy.
8512:  Nie traktować kogoś, kto wam coś mówi jako...
8515:  krynicę mądrości wyrocznie, tylko zawsze ufać wpierw samemu sobie.
8519:  Moja rola jest taka, i tak ją widzę też tutaj, żeby zdenerwować, żeby zabełtać trochę.
8526:  Dlatego też lubię rantować, lubię polemikę, lubię krytykę.
8530:  Krytyka jest kastrowana z naszego społeczeństwa z niewiadomych względów, bo wielu osobom się nie podoba, część jej nie umie przyjmować i skutek tego jest taki, że 90% recenzji, jakie czytacie, to są recenzje pozytywne.
8542:  Albo neutralne, a coraz mniej jest tych negatywnych, coraz mniej jest żarliwych polemik, złośliwych, które nie certolą się z przeciwnikiem.
8553:  Więc dlatego też ja nie robię żadnego pozytywnego programu naprawczego polskiej edukacji czy kanonu.
8559:  Tego są ludzie, którzy, mam nadzieję, pedagogowie na przykład, którzy mogą mnie posłuchać i sobie pomyśleć, okej, może ja robię błąd, tak?
8567:  Albo ktoś, kto pracuje w ministerstwie.
8569:  On ma realną władzę, ja nie mam żadnej władzy, ja nic nie mogę zrobić.
8573:  I my też nie możemy, nie oszukujmy się, nie ma czegoś takiego jak demokracja w Polsce, ani na świecie.
8578:  Większość systemów jest ademokratyczna raczej niż demokratyczna.
8582:  Gdyby była demokratyczna, to te zmiany, o których wszyscy mówimy, dawno by zostały wprowadzone.
8587:  Już dawno gry wideo byłyby we wszystkich programach edukacyjnych na całym świecie, gdyby demokracja działała.
8594:  Zdenerwował się Krzysztof.
8597:  Tak, Arcymagos kiedyś był kucem, no wtedy, kiedy się zwykle nim bywa, to znaczy jakieś, wiem, 9-10 lat, tak?
8606:  Nie lubię takich określeń.
8608:  Dobra.
8610:  Jesteśmy wolni, tak?
8611:  Jesteśmy wolni.
8612:  Macie własne zdanie, tak?
8613:  Mamy własne zdanie.
8615:  Czy grałem w Divinity Original Sin 2?
8617:  Kocham.
8618:  Kocham cały Rivellon, czyli i Divinity Ego Draconis, i Divine Divinity, i Divinity Original Sin, i Divinity Original Sin 2.
8627:  Uwielbiam postać Maga Belegara, który się pojawia wszędzie.
8630:  Dziękuję Baczusc60 za dołączenie do grona Trybutariuszy.
8636:  Solo leveling.
8637:  Nie czytałem pierwszą pomoc...
8640:  Kiedyś mnie ktoś uczył, ale nie wiem, czy bym umiał komuś pomóc.
8643:  Ja bardzo bym się bał tego jednak.
8646:  Bałbym się, że zrobię coś źle.
8654:  Red Angel.
8654:  Lubię Cię słuchać, ale Cię nie wyznaję.
8655:  Mam nadzieję, że odbierzesz to jako komplement.
8657:  Tak, bardzo się cieszę.
8658:  To jest reakcja, której oczekuję i bardzo się z tego cieszę.
8661:  Moja rola jest taka, zresztą ja taką samą postrzegam wykłady.
8664:  Wykład to ma być show.
8665:  Samo na YouTubie się robi show.
8667:  I jeśli ktoś z tego show coś wyciągnie konstruktywnego i powie, nie wiem, że zmieniamy na przykład godziny pracy w robocie, jak będzie
8674:  Senior Product Managerem albo C Financial Officerem to super, świetnie, zajebiście, ale to nie jest moja rola.
8685:  Tą muzyką w tle magowska przemowa zabrzmiała epicko, cieszę się.
8689:  Nie oszukujmy się, Jeremy Soule to jest Jeremy Soule jednak.
8695:  Czy według mnie polscy minister edukacji zawsze jest politykiem?
8699:  Tak, dlatego nigdy nie zostanę ministrem edukacji.
8701:  Nawet gdyby mi ktoś to zaproponował, to bym nie zostanę, bo dobrze wiem, jak to będzie wyglądało.
8705:  Wiecie, kiedyś myślałem, że będę na uczelni, to zmienię program nauczania.
8709:  I to tak się myśli.
8710:  I potem się okazuje, że nie, nawet będąc w Radzie Dyscypliny mam nikły na to wpływ.
8714:  Będę dziekanem, też będę mieć inne problemy, jeśli będę kiedykolwiek.
8717:  Jeśli będę prodziekanem, to samo.
8718:  Jeśli będę prorektorem, to samo.
8720:  To nie jest tak...
8721:  Mamy taką tendencję patrzeć, że o, o, że więcej, lepsze stanowisko, to będę mieć więcej wpływu, więcej zrobię.
8729:  Nie, będziesz mieć więcej problemów, będzie więcej grup nacisku, będzie więcej innych kwestii do zrobienia i zostaniecie tylko i wyłącznie z grupą ludzi, którzy was wierzyli na samym początku, że no tak, no przecież on się nie sprzeda, on na pewno coś zrobi, po czym się okaże, że tak, on się sprzeda, będzie mieć hipotekę.
8746:  żonę i dwójkę dzieci.
8748:  Z czego jedno z tych dzieci będzie mieć, nie daj Boże, raka, tak?
8751:  I co wtedy będzie ważniejsze?
8752:  Ideę, czy będzie ważniejsze zapewnienie bytu w rodzinie, które też jest ideał?
8756:  Oczywiście, że to.
8757:  Więc to nie jest tak, że należy patrzeć na to, o, minister, to na pewno...
8762:  że minister będzie politykować, tylko że chciałbym, żeby minister edukacji był politykiem, który przynajmniej ma doktorat, tak?
8768:  I to tak z porządnej nauki, dyscypliny, uczelni, który coś potrafi, a ministrami edukacji w Polsce zostają prawnicy.
8776:  Przepraszam wszystkich prawników na czatach, ale naprawdę nauki prawne są bardzo specyficzne.
8782:  I tak samo jak nauki medyczne.
8786:  fizyk czy nawet kulturoznawca, by bardziej rozumiał problemy, czyli przedstawiciel nauk podstawowych edukacji, niż przedstawiciel nauk stosowanych albo wąskiej, bardzo specyficznej dyscypliny, taką jaką jest prawo.
8799:  Więc połączenie, zresztą Barbara Kudrycka też była fatalnym ministrem edukacji i też miała to samo połączenie, też była prawniczką.
8809:  Co myślą o reformie edukacji i likwidowaniu gimnazjum?
8811:  Wiecie co, te reformy edukacji to wyglądają w ten sposób, jakbyśmy mieli... Stanówmy się... O, zrobię wam taką wizualizację.
8820:  Wyobraźcie sobie, że wasze mieszkanie do połowy, czyli tak mniej więcej tutaj dotąd, nie?
8827:  Wypełnia gówno.
8830:  Nie wnikamy, jak się tam znalazło, może pękła rura, znaczy jest gówno.
8834:  Toniemy w morzu ekskrementów.
8836:  I teraz przychodzi do was ktoś i mówi, ja mam teraz bardzo dobry plan, trzeba zmienić przepustowość rur, które odprowadzają ekskrementy w bloku z fi 60 na...
8850:  Pięćdziesiąt pięć.
8851:  Nie, ja mam inny pomysł.
8853:  Słuchajcie, zmieńmy zawory, bo one są produkowane przez firmę Henkel, a powinny być produkowane przez, nie wiem, Nestle.
8859:  Akurat w temacie gówna zły pomysł.
8862:  Chociaż kiedyś moja znajoma mi powiedziała, że płatki czokapik wyglądają jak bobki królika przez to... Nie, przepraszam, płatki Nesquik wyglądają jak bobki królika, przez co przestałem jeść płatki Nesquik.
8872:  Koniec dygresji w dygresji.
8874:  No, a trzecia osoba mówi, że nie, słuchajcie, to trzeba wprowadzić teraz inną osobę do rady nadzorczej bloku.
8881:  Trzeba wypompować z domu gówno.
8885:  Trzeba posprzątać go, a potem zastanowić się nad firury, producentem rur i ewentualnie osobą w Radzie Nadzorczej.
8894:  Polskie reformy edukacji podchodzą do tego w tym pierwszym scenariuszu.
8899:  i nie wypompowują gówna.
8901:  Dlatego ja zawsze mówię, że zacznijmy od tego, żeby zaorać system, posypać solą, żeby nic nie wyrosło, po czym zbudować to od zera.
8908:  To jest jedyny sposób.
8910:  I te reformy, o, zlikwidujemy gimnazjum, a nie, wprowadzimy gimnazjum, o, mundurki wprowadzimy, wszystko się zmieni, wprowadzimy mundurki, ludzie będą grzeczni, nikt nie powie kurwa, bo będzie miał mundurek, o, jestem w ślicznym mundurku, nie będę mówił brzydko.
8922:  Przecież to była jedyna logika Giertycha, tak?
8924:  A jeszcze inni... Och, to teraz prowadzimy lekcję wychowania patriotycznego.
8929:  Jezu, ile będzie patriotów!
8931:  Wszyscy zagłosują na PiS!
8935:  Bez sensu.
8940:  Już więcej Nesquików nie włączę do ust.
8944:  Przepraszam.
8945:  Nie chciałem tego zrobić.
8948:  Referenda są kosztowne i w sumie nikt nie bierze ich pod uwagę, więc się ich nie robi.
8952:  No dokładnie tak.
8953:  Poza tym referenda są po to, żeby mieć argument polityczny, prawda?
8957:  Niestety.
8959:  Poszedłem sobie zrobić herbatę, wracam i słyszę jak arcymałkowiec mówi, że trzeba wypompować gówno.
8964:  No przepraszam, ale to jest, wiecie, no ja wiem, rozumiem, że to jest radykalny przykład, ale on jest radykalny, haha, ale mimo wszystko mam wrażenie, że obrazuje tę patologię, z którą się zmagamy.
8979:  Kontrowersyjne pytanie, co sądzisz o wszelakopojętym sexworkingu?
8983:  Dokładnie to samo, co o wszystkich pozostałych pracach.
8986:  Nie widzę w tym nikogo kontrowersyjnego.
8989:  Nie bez powodu najstarszy zawód świata.
8992:  I uważam, że fakt, że do dzisiaj nie jest trudność z oprocentowaniem, opodatkowaniem, z ZUS-ami i innymi tego typu rzeczami,
