🔴 Studzimy nasz zapał, dmuchając na zimne | LIVE #14
🔗 https://www.youtube.com/watch?v=WL6pr7S-N1I

90:  Dziękujemy.
8386:  To są wszystko działania, które niby są poza moim wydziałem na przykład, ale i tak je wykonuję na rzecz uczelni na przykład.
8394:  Więc dużo jest takich rzeczy.
8395:  W zależności od tego, gdzie jesteś, na jakim wydziale, możesz robić zupełnie różne rzeczy.
8399:  W zależności też od tego, jaką masz pozycję na uczelni, możesz sobie negocjować inne warunki.
8403:  Możesz na przykład mieć zajęcia, które ktoś ci zleca i mówi ci, masz poprowadzić to i nie interesuje mnie, czy chcesz, czy nie chcesz.
8409:  A możesz się też tak dogadać, ja na przykład, że prowadzisz wszystkie zajęcia autorskie.
8414:  Więc sam sobie wymyślasz zajęcia, sam sobie wymyślasz temat, sam sobie wymyślasz sylabus, wszystko robisz sam praktycznie i w napięciu z tym, czego potrzebują studenci, dostosowujesz co roku.
8423:  Zróbcie na tym polega.
8425:  Fajna robota.
8427:  Trudno mi sobie wyobrazić siebie niemającego tego w jakiejkolwiek postaci.
8432:  Lisek pozdrowia z treningu rzucania mieczem świetlnym.
8434:  A, to jest jeden z tych chwytów, których nie umieją ludzie w obecnej instancji Uniwersum Gwiezdno-Wojennego, kiedy wiedza z zakresu różnych technik walk mieczem świetlnym, a było ich z tego, co pamiętam, 8 do 9, została zapomniana.
8449:  Całkowicie moja ulubiona technika walki mieczem świetlnym to oczywiście Soresu, bo Obi-Wan oraz Vaapad, ponieważ Darth Maul.
8456:  Polecajki książkowe dla osoby, która nigdy nie siedziała w fantazji, a lubi raczej obyczajowe i historyczne.
8461:  Przepraszam, poprawiaj się.
8462:  Spokojnie, spokojnie.
8463:  Jeżeli obyczajowe lubisz, to myślę, że to, co już mówiłem wcześniej o Chakraborty jest dobrym pomysłem.
8468:  Trudy Canavan nieśmiertelnie będę polecał i niezmiennie.
8472:  Trylogia Czarnego Maga.
8473:  Myślę, że nawet najbardziej, w największym stopniu, jeżeli lubisz obyczajówki.
8477:  Powiem, że chciałbym czytany.
8478:  O, Julka Opaczewska też podbija Trudy Canavan.
8483:  przygotować się do edukacji domowej, wbij na tę stronę, którą pokazywaliśmy na początku streamu dotyczącą edukacji w chmurze.
8490:  Masz tam wszystkie informacje dotyczące tego, które są jeszcze w dodatku przystosowane zarówno do potrzeb poszukującego ucznia, jak i poszukującego informacji rodzica.
8499:  Odin is with me dzięki za wsparcie od 10 miesięcy.
8502:  Dobry wieczór, ależ tu niedawno nie było.
8504:  Tak?
8505:  Stęskniliśmy się Odin is with me.
8508:  Nikt inny, oprócz Ciebie, nie promował tutaj tego szlachetnego bóstwa.
8514:  Czy będę czekał do trzeciej na odcinek?
8516:  Zawsze czekam do trzeciej na odcinek, zwłaszcza, że mam naprawdę fajną robotę.
8519:  Chcecie zobaczyć mój fragment artykułu?
8522:  Nigdy czegoś takiego jeszcze nie robiłem na live'ie, ale tak jak mówiłem, nigdy nie wiem w ostatecznym rozrachunku.
8528:  Nigdy nie wiem, co ja wam powiem i co ja wam pokażę.
8531:  Nigdy nie wiem.
8533:  Nigdy nie wiem.
8535:  Zawsze jest to zaskakujące i ja nigdy nie jestem w stanie tego przewidzieć.
8540:  Ludzie krzyczą, że tak.
8542:  Dobrze.
8545:  Gdzie ja to mam?
8547:  Oczywiście to może nie przejść, wiecie, bo z artykułami naukowymi jest tak,
8551:  że one czasem mogą nie przejść, to znaczy zostać zrecenzowane negatywnie i to bardzo dobrze, że są recenzowane negatywnie.
8559:  Pokażę wam szalone moje rysunki, które robiłem.
8562:  Mianowicie... Dobra, to już pokazuję.
8565:  To tak, będziemy mieli Worda.
8567:  Wielkie nieba.
8568:  Word na czatach.
8570:  Mianowicie to jest taki fajny rysunek z książki Tima Ingolda, krótka historia linii, w której analizował on różnicę pomiędzy...
8580:  błądzeniem bez kierunkowskazów, a chodzeniem sobie niezależnie.
8584:  Krótko mówiąc, jak macie sytuację taką, że idziecie sobie w świat, nie?
8589:  I do nowego miasta, którego nigdy wcześniej nie odwiedziliście.
8593:  Jaka jest strategia?
8594:  Ciekawy jestem.
8595:  O, nawet zadam to pytanie w formie ankiety.
8598:  Mianowicie, tylko muszę to inteligentnie zrobić.
8602:  Jak zwiedzacie...
8606:  Pierwsza kwestia to po prostu idziecie przed siebie, a druga to korzystacie z apek rekomendacji przewodników.
8619:  No dobra, APEC i przewodników napiszemy.
8621:  APEC w sensie Google Maps, prawda?
8623:  Ciekawe jest to, jak to się nam rozkłada.
8625:  No i dlaczego to jest ważne?
8626:  Dlatego, że ta strategia, którą teraz macie tak ładnie narysowaną, to jest nie mniej, nie więcej, a sytuacja, w której sobie idziecie gdzieś przez jakiś, nie wiem, powiedzmy, że to jest Stambuł i zobaczcie, ooo, Ajasofia, jakie ładne, widziałem to w Assassin's Creed Revelation, ja tak miałem na przykład, i wbijacie tam.
8645:  A w momencie, w którym to zwiedzicie, nie wyciągacie telefonu, nie czytacie, nie idziecie na wycieczkę z przewodnikiem i tak dalej, tylko o, a tu jest niedaleko cysterna Jerebatan.
8653:  Ja tak zbiłem sobie do cysterny Jerebatan, puściłem sobie Jespera Kyda, ten fajny bit z cysterny Jerebatan, och, coś wspaniałego.
8662:  I po prostu, a potem stwierdziłem, że pójdę na herbatę i taki był mój dzień.
8666:  A są ludzie, którzy mają dokładnie odwrotnie i oni chcą podróżować w inny sposób.
8670:  Czekajcie, nawet wyciągnę tę krótką historię linii, tylko muszę ją znaleźć.
8673:  Lines a brief history.
8678:  Jest.
8679:  I gdzie jest to?
8680:  Zaraz Wam pokażę.
8682:  Trail following.
8685:  Druga strategia.
8687:  Oczywiście znalazłem to w taki sposób, że nie widzę rysunku.
8692:  Dobrze, inaczej zrobimy.
8694:  Wayfaring.
8696:  Gdzie to jest?
8697:  Teraz pytanie, czy ja to kiedykolwiek znajdę, czy ja tego nie znajdę.
8701:  Właśnie w ten sposób Krzysztof czyta książki naukowe za każdym razem, to znaczy przeglądam.
8706:  No powiedzmy, że to jest coś podobnego, tak?
8708:  To znaczy mamy szereg punktów, tak?
8711:  Od punktu A do punktu B, do punktu C, do punktu D, do punktu F i to mniej więcej odpowiada temu, jak sobie na Google Mapsie widzę, że dużo spośród Was to robi, 51%, odpalamy, że będziemy szli od punktu do punktu i to troszeczkę zmienia sytuację.
8725:  No ja starałem się to przeszczepić na sytuację w grach wideo.
8727:  Tak, to jest mój rysunek,
8729:  tego, jak to wygląda w Elden Ringu, tak, że Elden Ring nie daje nam informacji, że mamy iść na wprost 50 metrów jeszcze, 49, 48, 47, 46, 45, 44 i tak aż do jednego metra i już macie informację, czyli wiecie, tak, tak, wstawiłem mem w artykule naukowym, czyli tak, na tej memie dotyczącym tego, jakby wyglądał Elden Ring, jakby to zaprojektował Ubisoft,
8754:  tylko raczej zakładamy, że człowiek będzie błądził, bo się zainteresuje jakimś point of interest.
8759:  I o to chodziło Ingoldowi w tym takim krążącym ruchu, że to jest jakaś fajna rzecz, człowiek se krąży wokół niej, a potem idzie do następnej, bo mu się skojarzy.
8766:  O, no to o tym pisze teraz artykuł.
8769:  Tak w dużym skrócie.
8772:  A przy okazji nam się ciekawa dyskusja wywiązała, bo mamy 50-50.
8777:  Absolutnie.
8777:  Bez mapy na czuja, pisze tu, patrz.
8779:  No właśnie, ja zawsze, znaczy od jakiegoś czasu zacząłem tak robić, bo na początku się bardzo bałem, że będzie tak, jak zawsze jest i kiedy ja nie mam minimapy, bo ja nawet w Krakowie, jeżeli potrzebuję właśnie efektywnie i szybko się gdzieś dostać, to odpalam Google Mapsy, ale jak jadę gdzieś do jakiegoś fajnego miejsca turystycznego, to właśnie staram się tego nie robić,
8797:  mimo że się gubię i jest bardzo zabawnie, ale mam taką świadomość, że okej, jak się zgubię, wyjmę sobie telefon, włączę lokalizację i będę wiedział, gdzie jestem.
8804:  Ale jak mam telefon albo przez aparat, robię zdjęcia, filmy i tak dalej, to wtedy mam takie poczucie, jakbym tam nie był.
8812:  Nie wiem, czy rozumiecie, do czego zmierzam.
8814:  Chodzi mi o to, że mógłbym zostać przed kompem i też przez ekran oglądać sobie tak Istanbul albo, nie wiem, Kuala Lumpur czy cokolwiek innego, więc jak jestem już tam na miejscu, to chcę po prostu być tam.
8826:  To się nazywa mindfulness, nawiasem mówiąc, być świadomym tego, że jestem w innym miejscu i cieszyć się z tego przez moment i nie korzystać z żadnej technologii, która mnie wprowadza pewien dystans między tym, co sobie oglądam.
8843:  I tak zawsze wszystko prowadzi do Skellige.
8846:  Podobno najlepiej się poznaje miasto, jak się człowiek zgubi.
8848:  Dlatego ja bardzo dobrze poznałem Kraków.
8852:  Wiele razy się tu zgubiłem.
8853:  Ale jak zostało wprowadzone Google Maps, to stałem się człowiekiem szczęśliwszym.
8858:  Można też nie zwiedzać.
8859:  To jest trzecia opcja.
8860:  Tak, to jest trzecia opcja, moi drodzy.
8866:  Ingoldowskie ilustracje czy...
8869:  Czy ingoldowskie ilustracje?
8871:  O Jezus, to jest bardzo trudne pytanie, Jacku.
8873:  Nie wiem, czy ja dobrze czytam, ale ingoldowskie ilustracje, tak.
8879:  To znaczy, piszemy wielką literą, jeżeli jest do autora, się odnosimy.
8882:  Przynajmniej ja tak robię, bo reguła ortograficzna jest nieczytelna.
8889:  W tym, co narysowałeś, wyszedł powyginany jamnik.
8892:  Zawsze jest jakiś isterek w moim artykule.
8895:  W każdym artykule naukowym mam isterek i w każdym artykule naukowym staram się od jakiegoś czasu, żeby pojawiało się słowo jamnik.
8901:  Jako przykład, to się bardzo prosto robi, to znaczy wystarczy dać absurdalne zestawienie, że wyobraźmy sobie w takim razie, że
8908:  w światach fantastycznych, które zwiedzamy, nie ma żadnego znaczenia, jeżeli narracja jest skierowana i ukierunkowana na konkretną postać, czy nasz James Bond będzie w Kuala Lumpur, czy będzie w Stambule, czy też będzie jamnikiem w Gomułce Sera.
8920:  Jest jamnik, jest jamnik, jest naukowo, jest naukowo, jest wyliczenie, jest wyliczenie.
8924:  Jest spełniona zasada?
8925:  Jest spełniona zasada.
8927:  Death Stranding chciałbym ograć na streamie, ale chyba wcześniej będzie Nier Automata, tak mi się wydaje.
8932:  O, Pokemon Go jest też ciekawym przykładem na te dwie strategie, którą mamy, tzn.
8936:  jedna to jest to błądzenie, a druga to jest podążanie za poszczególnymi znacznikami.
8941:  No bo jak grałem z Pokemon Go zasadniczo, idziemy w miejsca, w którym będą życzone Pokemony, prawda?
8948:  Okazało się, że koleżanka przez Zuzłę, która codziennie siedzi obok mnie w autobusie, jest również widzką Krzysztofa.
8952:  O proszę, pozdrów ją następnym razem, jak ją zobaczysz.
8955:  A dowiedziałem się, bo zauważyłem własnoręcznie wykonaną przypinkę z sad jamnikiem.
8959:  Ojej!
8960:  Czyli jamniki już zaczynają krążyć.
8962:  To dobrze, dobrze.
8963:  Dobrze, mam pewne plany w tym wymiarze z Dominiką.
8967:  Chytre.
8968:  Jak wszystkie plany z Dominiką Jamnikotwórczynią.
8971:  Kinga pisze, że ostatnio jak się zgubiła w Katowicach, to trafiła na rozczłonkowane płody i głościa krzyczącego przez megafon.
8978:  Wolę minimapę.
8979:  Tak, zawsze mnie fascynowało to, że w Polsce utrzymywał się taki konsensus pośród konserwatystów, że o pewnych rzeczach się nie mówi i pewnych rzeczy się nie pokazuje publicznie.
8994:  No chyba, że to zdjęcia krwawych płodów.
8999:  Nie daj Boże, żeby dziecko zobaczyło, jak się dwóch facetów całuje.
9003:  Ale krwawe płody!
9006:  Spoko!
9007:  Jak jeszcze będzie taki przyduszony pępowiną.
9010:  Aż się chce zjeść tego kebaba, jak się na to patrzy.
9014:  To jest takie apetyczne i przyjemne.
9020:  Fuck logic, no cóż mogę powiedzieć.
9023:  Fuck logic.
9028:  Nie czaję, pisze ziemianka.
9029:  Raz mapa z lewej strony, raz stół i łóżko w pokoju.
9033:  Ziemianko po prostu w międzyczasie doszło u mnie do zmiany czasoprzestrzennej określanej przez ludzi mianem przeprowadzki.
9043:  Ta zmiana czasoprzestrzenna była długotrwała, bardzo męcząca i chciałbym, żeby była ostatnią w moim życiu.
9048:  Jamniki powoli podbijają świat, czy to na pewno jest bezpieczne?
9052:  Tak, oczywiście, tak długo, jak długo przygotowujemy ten świat na nadejście jamników, żeby żyło im się lepiej, żeby więcej było mediów im poświęconych, żeby były jamniki w serialach, żeby były jamniki w grach wideo, żeby były jamniki w książkach, a nie tylko w uchodynia 125 Marie Krieger, gdzie jest jamnik, oczywiście ten jamnik jest prześladowany, tak samo jak w Reksiu był prześladowany i to już dowiodłem tego na jednym z ostatnich streamów, nie będę wam nawet tego pokazywał po raz drugi, ponieważ to jest drastyczny content.
9078:  Natomiast uchodynia 125 jest przynajmniej morał, to znaczy chłopak, który obrzucał żółtego jamnika kamieniami, bo oczywiście nie wiem z jakiego powodu, ale za każdym razem czy czytałem, jak czytałem kiedykolwiek o dręczeniu zwierząt, to było obrzucanie ich kamieniami.
9091:  No więc obrzucał kamieniami jamnika i jakieś zrządzenie losu czy interwencja straszliwego bóstwa, nie pamiętam, sprawiła, że się w jamnika zmienił.
9101:  To znaczy, ktoś do niego podszedł i powiedział, że będzie jamnikiem tak długo, jak długo nikt nie powie nad nim uchodynia 125.
9110:  Dlaczego ja pamiętam takie rzeczy, a nie pamiętam innych?
9118:  Nigdy nie zrozumiem swojego mózgu.
9121:  Nigdy.
9124:  Artuditum pisze, że zaczął je czytać nigdzie, bądź przyśnił mu się Gaiman.
9128:  Spytałem go, jak radzić sobie z pisaniem, kiedy miał mi odpowiedzieć, nagle zniknął.
9131:  To jest najbardziej Gaimanowska rzecz ever.
9135:  Przyśnił ci się Gaiman, który działa i zachowuje się dokładnie jak Neil Gaiman.
9140:  Michał Kędzierski pyta o mapę.
9142:  To jest mapa z uniwersum Warhammera Fantasy.
9144:  Niestety nie widzicie najlepszej jej części, to znaczy nie widzicie Ulfuanu, ale za to widać Arabię na dole.
9151:  Jamnicze naklejki z Dni Fantastyki to cudowne jamnicze naklejki, pisze Magda M1.
9155:  Kupiłam trzy, została mi jedna i nie wiem gdzie reszta.
9156:  Nawet ja jedną dostałem.
9158:  To była wspaniała jamnicza naklejka.
9162:  GQ&A nie miała być nastojąca.
9164:  Usiadłem sobie na... No raz sobie usiadłem.
9167:  Człowieka do... Coś przerażającego.
9171:  Ale macie rację, ja powinienem stać więcej niż siedzieć.
9175:  Czy oglądałem jakiś film Cronenberga?
9177:  Widziałem Metropolis, to jest chyba Cronenberga, prawda?
9180:  Tak mi się przynajmniej wydaje.
9181:  Tam gra, niestety, niestety, niestety, nie wiem, jak on się nazywa, ten człowiek, który grał w Lighthouse i grał jeszcze w Batmana, Emo Batmana grał i grał w Twilightzie, jak już ja go nie znoszę, i grał tam w tym filmie.
9202:  Nie było to, nie było to dobry...
9204:  Nie.
9206:  Tak, Pattinson.
9207:  Tak, on właśnie.
9208:  On właśnie.
9210:  Więc nie.
9212:  Nie.
9213:  Nie.
9215:  Silny Krzysztof podniósł biurko jedną ręką.
9217:  Tak jest!
9219:  Tak jest.
9221:  Sam jeden, sam jeden, moi drodzy.
9225:  Jak zawsze powtarzam, work smart, not hard.
9227:  Dlatego biurka podnoszone winny być elektrycznie.
9230:  Szymon B. mi pisze, że nigdy nie miał styczności, zaciekawiałeś uniwersum Warhammera.
9234:  W jaki sposób zacząć przygodę z czterdziestką?
9236:  Od Warhammera Mechanicus i masz dobry pretekst, bo dzisiaj na czatach zaczęliśmy od tego rozmowę, że wychodzi Mechanicus właśnie za darmo na Epic Games to około czwartku chyba.
9247:  Tak mi się przynajmniej wydaje.
9249:  Nie, nie.
9251:  Jeżeli coś recenzuję, to staram się, żeby to były rzeczy na bieżąco.
9255:  Rzadko bardzo się zdarza, żebym sięgał do czegoś, kiedy chyba jeszcze się nigdy nie zdarzyło, żebym zrecenzował coś z tak zwanej zamieszkłej przeszłości.
9262:  O, Jakub pisze i banuj, że czytali Uchodynia 125.
9265:  No proszę.
9267:  Co myślisz o programie Maturium Międzynarodowej?
9269:  Chyba nigdy nie liceczywałem tego tematu.
9271:  Tak.
9273:  Tak to była nazwa niku.
9274:  To nie jest tak, że ja zwariowałem już.
9277:  W porze na przygodzie jest królewna jamnik?
9281:  Ale jako hot dog to się nie liczy.
9283:  Jak można tak represjonować jamniki?
9286:  Uchodynia 125, najgorsza lektura dzieciństwa.
9289:  Przepraszam, dlaczego, że tam jest jamnik?
9291:  Mam nadzieję, że nie.
9293:  Obraz jest trochę prześwietlony.
