Błędne ognie w Ringed City — DARK SOULS 3 livestream #7
🔗 https://www.youtube.com/watch?v=E-h4kmG4OcA

4:  Wracamy.
17766:  Nie widziałem serialu Andromeda, ale teraz oglądam... ...Ekspans.
17770:  Ostatni odcinek będzie w przyszłym tygodniu, dajcie spokój, tragedia.
17773:  I jestem zachwycony tym, co się dzieje, ale nie jestem zachwycony tym, że atakują mnie postaci zza winkla.
17784:  Jaki chytry!
17802:  Tak, opanowywanie emocji w dyskusji to jest dobra rzecz, ale pamiętajcie, opanowanie emocji nie polega na tym, że nie wyrażacie żadnych emocji.
17810:  Nie, nie, nie, o nie.
17812:  Polega na tym, że używacie ich wtedy, kiedy trzeba.
17816:  Bo tak, emocjonalne argumenty też działają.
17824:  Co to za guano, które nas przykleło?
17828:  Bruxa... Bruxa Wiryna ma problem, że pamięta fabuły gier, a chciałaby zapomnieć.
17833:  No tak, to tutaj ci nie poradzę, bo jesteśmy antytezami pod tym względem.
17844:  Nie podoba mi się w tym miejscu.
17845:  Dobranoc Filipie, dobranoc.
17847:  Widziałem też, że Eluwina Hero szła spać.
17851:  To także dobranoc.
17852:  Jamniki dla was.
17854:  Ja rozpiszę, że jest gorsza sprawa, gość nie zmienia tematu, ten, z którym polemizuję.
17858:  Wierzę, że nie możesz mu powiedzieć, że nie ma racji, na przykład w historii, bo on naczytał się UFO, a kosmos jest wszystkich.
17862:  A w tym sensie, no to chciałbym jakąś książkę, przycytował coś w trakcie dyskusji, nie żartuję.
17871:  No i w ten sposób masz sojusznika.
17875:  Nie mówisz tylko ty, prawda, czegoś.
17879:  Ale wiem, że to jest coś, co zawsze trzeba indywidualnie wypróbować.
17883:  No mnie... W moich polemikach działało zawsze dokładnie to, czego nie robię w tej chwili.
17897:  ma to jak się rolować w ścianę.
17900:  Nie w polemika, działało dokładnie to, co robię dla każdego, coś przykrego, więc wiecie, jeżeli do kogoś to nie trafia, to no może, zdarza się.
17909:  To było aż przykre, to prawda samie, to prawda.
17912:  To prawda.
17914:  Potwierdzam, to było przykre.
17917:  To są nowi przeciwnicy, którzy bardzo mnie zaskakują.
17924:  Na szczęście, stary dobry ser
17929:  W polemice działa nieumieranie, to prawda, to prawda, to prawda, bardzo.
17935:  Aaa!
17940:  Nasz trebusz nie działa.
17942:  Mój Panie, do obsługi tego urządzenia potrzeba kilku wyszkolonych inżynierów.
17946:  Czy są jakieś spotkania hebrajskie od 5 o'clock?
17948:  Tak, wszystkie gunpowder i jeszcze jest taka, która się nazywa sorbet porzeczkowy.
17954:  Bardzo ją lubię.
17956:  Czy zrobił kiedyś Steam Heroes 3?
17958:  Niewykluczone.
17965:  Nie było mnie przez godzinę, a Krzysztof zdążył zostać papieżem.
17967:  Tak.
17969:  Magos, który został papieżem.
17975:  O, co to za ogień?!
17976:  Pójdę sprawdzić!
17977:  Don!
17985:  Ale patrzcie, dają dużo dusz!
17987:  1100 dusz!
17991:  Piękne sprawy są piękne.
17995:  Mówcie co chcecie, ale Ringed City jest prześliczne.
18010:  Niepokoi mnie dźwięk, który słyszę.
18015:  Oj i słusznie.
18023:  Bardzo niedobra, bardzo niedobrze, bardzo niedobrze.
18032:  Bojo boj.
18033:  Dlaczego on miał taki ślad na piersiach?
18036:  Loremistrzowie na czatach, ratujcie.
18039:  Skąd się według mnie bierze brak zaufania do naukowców?
18042:  O, wiecie, z tej blokady językowej myślę.
18044:  To jest dokładnie ten sam problem, który jest w przypadku lektur.
18051:  Naukowcy po prostu pokazali, że są taką osobną grupą społeczną trochę, zamkniętą w sobie i... no niestety.
18059:  Ciężko będzie to naprawić, ale ja bardzo nad tym boleję.
18065:  Teraz spróbuj na klawiaturze i myszy znaleźć 16 przycisków poza WSAD, z których każdy byłby intuicyjny.
18070:  Mat bardziej do RedDeda, bo tam bardziej to widzę.
18072:  Doskonale rozumiem twoją niechęć do nauki kontrolera, kontroluje Matyaks.
18075:  Często jednak przy tym narzekasz na dziwne rozwiązania w sterowaniu.
18078:  Więc pragnę zaznaczyć, że pad ma ergonomiczny sposób przygotowania 16 przycisków plus 2 analogii, z czego jeden zastępuje 4 przyciski WSAD.
18083:  Tak, to jest prawda, zdaję sobie z tego sprawę.
18088:  Zdaję sobie z tego sprawę, moi drodzy.
18091:  Ten znak, który był na piersiach czarnego rycerza, to jest Dark Sign.
18094:  Mroczny znak.
18096:  Mors Mordre!
18101:  Który zamyka w sobie moc ludzkości i ciemności.
18111:  Shuru buru tup tup tup.
18113:  Na cokole stoi trup.
18121:  Ktoś znowu rzyga i rzęzi.
18122:  Już się zaczynam przyzwyczajać do tego.
18124:  Powoli, bo powoli.
18130:  Ten moment, kiedy rzężenie i rzygi stają się przyjacielem, ponieważ informują o zasadce.
18137:  Dobranoc, Natalio.
18139:  Haha!
18139:  Wi-wi-witaj, Filip.
18141:  Podoba mi się, że arcybiskup Głódz sprawia się w swojej nowej roli sołtysa, ściskając wielkie, ogniste sfery chaosu w przypadkowych przekodniów.
18148:  Prawda?
18148:  Od razu się czujemy jak w domu.
18151:  Ale jesteśmy w stroju arcybiskupa Głodzia, tudzież Papaja, z tego względu, że tylko on był w stanie pokona- pomóc nam w pokonaniu króla demonów.
18163:  CO?!
18164:  CO?!
18164:  CO?!
18165:  CO?!
18166:  CO?!
18167:  CO?!
18170:  MAMUSIA NIE DAŁA JEŚĆ?!
18176:  Co tu się dzieje się?
18180:  Ten dark sign to jest to samo, co widziałem na niebie w Stercie Mętów?
18183:  A. Nad końcem epok mroczny znak przyświeca zamiast słońca.
18187:  Morsmordre!
18191:  Dobranoc, Alkun, dobranoc.
18198:  Piwo stygnie?
18199:  Jak piwo może stygnąć, Wolf?
18202:  Znaczy, masz na myśli, że się ociepla?
18205:  Chyba, że to jest grzane piwo.
18208:  Boże, nie piłem nigdy grzanego piwa.
18212:  Nieproszony jeden z naszych lormistrzów pisze, że mroczny znak MORSMORDRE to jest tak naprawdę pieczęć ognia nałożona na pierwszych... Założona.
18221:  Nie, nałożona.
18222:  Pierwszych ludzkich rycerzy przez Głyna.
18223:  Bona powstrzymać pierwotny mrok człowieczeństwa.
18226:  A. Grzaniec marznie.
18235:  Macie rację.
18237:  Czy czeka na nas jeszcze coś strasznego tutaj?
18241:  Oh boy.
18245:  Dlaczego on... To jest żółw.
18250:  To jest żółw.
18260:  Dlaczego nad nami jest gigantyczny lodowiec?
18264:  Muszę przyznać, że... O, znowu, znowu są trupy dźwigające obręcz.
18272:  Kojarzę kanał Templin Institute.
18273:  Tak!
18274:  Kocham ten kanał.
18275:  Boże, to są ludzie, którzy robią materiały o światotwórstwie.
18279:  Templin Institute trudni się wyszukiwaniem zagadek na temat różnych światów i wysyła swoich agentów w różne strony multiwersum, skąd przybywają z informacjami dotyczącymi fikcyjnych światów.
18291:  I mean, how cool is that?
18292:  Krótko mówiąc, sam kanał jest stworzony tak, jakby był częścią fikcyjnego świata.
18298:  Ten Templin Institute.
18299:  Coś wspaniałego, genialny pomysł.
18300:  Żałuję, że sam na to nie wpadłem.
18302:  Miasto jest ukryte między górami w kształcie pierścienia.
18304:  No tak, no bo to są pierścienice wielkie, pamiętajmy.
18313:  O nie.
18318:  Znowu ktoś... On rzęzi i tupta.
18321:  Czy możemy go nazwać żółwiem?
18324:  Jego ulubiona pozycja seksualna to na żółwia.
18340:  Przestań czarować!
18342:  Tylko ja mogę czarować!
18344:  Co za skandal!
18348:  Jak to jest na żółwia?
18349:  Twardo.
18356:  Czym skorupka za błoto nasiąknie?
18364:  Mam bardzo złe przypuszczenia i przeczucia.
18366:  Wiecie dlaczego mam bardzo złe przeczucia?
18369:  Oczywiście, że wiecie dlaczego mam bardzo złe przeczucia, ponieważ zginiemy.
18384:  Zobaczyłem, że ktoś mówi o parowaniu.
18388:  Jak śmiecie mówić coś o parowaniu?
18393:  Nie wolno.
18395:  Na żyrandol.
18398:  Już to widzę.
18400:  Już to widzę, jak to się uda.
18403:  Papaj mocą świętej wiary i, nie zapominajmy, Kremówczanu Pawlanu utrzymuje się w powietrzu.
18417:  Schody.
18418:  Tu są schody?
18419:  Dlaczego ja nie zauważyłem schodów?
18421:  Schody brzmią bardziej intuicyjnie niż zeskakiwanie na żerandol.
18425:  Tu są schody!
18429:  Ale tam... Uuu, tam coś jest.
18433:  Tam jest przeciwnik.
18434:  On będzie nas atakować.
18436:  Przyjadłem kiedyś... Oh, boi!
18440:  Przyjadłem kiedyś szubeniem.
18444:  Okej, zużyjmy tutaj całą manę.
18449:  Może znowu?
18450:  Iii, mana, mana, nie mam mana.
18452:  Nie!
18458:  Jak to jest spaść?
18460:  Śmiesznie, prawda?
18469:  Proszę, spadnij jeszcze raz.
18472:  Co to?
18473:  Jak śmiesz używać ognia?
18476:  Jakiś biedny Nazgul.
18478:  Pijeta Nazgul!
18479:  Jesteś śmiesznym Nazgulem!
18481:  Zostałeś wyklęty nawet przez innych Nazgul i oni powiedziecie, eee, patrzcie, ten lamer ma tarczę!
18488:  I po co wspominacie o Scottach?
18489:  Tak by upadł i głupi ryj sobie rozwalił.
18491:  Nie ma to jak wsparcie na czatach!
18497:  Nie ma to jak wsparcie na czatach, absolutnie.
18502:  Nie, ale wiecie co, z tego żyrandola tam można się dostać gdzieś i przeskoczyć.
18507:  Zaraz to ogarniemy.
18510:  Ale do tego będziemy potrzebowali żaru.
18512:  Krzysztof, człowiek, który używa żaru nie po to, żeby walczyć z bossem, tylko po to, żeby nie spaść.
18520:  Dobra, może tutaj będzie jakiś... Oh boy, to nie wygląda dobrze.
18533:  Żółwie bardzo mają dziwne... bardzo dziwne zwyczaje.
18542:  Okej.
18544:  Test obrażeń wypadł pomyślnie.
18547:  Wcale nie jest tak, że spadłem ze schodów.
18552:  Nie było tak.
18558:  A zatem...
18590:  Żar za grzechy!
18594:  Geronimo!
18602:  Spieprzaj ty i twoje klątwy.
18612:  O nie, oni znów.
18620:  Bardzo tego będę żałował.
18649:  Mów o imię Boga, Twojego własnego Boga, jeśli nie pamiętasz.
18655:  Eee, eee, zaraz, zaraz, zaraz, zaraz... Moi drodzy, czy to jest bezpieczne?
18669:  Zaraz, zaraz, zaraz, zaraz...
18689:  Przecież... przy otwieraniu drzwi byliśmy nieśmiertelni!
18696:  Jak to się stało? !
18706:  Dobrze, czas znaleźć ognisko.
18716:  Przebiegamy dlatego, że tych przeciwników już pokonaliśmy raz.
18728:  Potrzebujemy więcej Kremówczanu Pawlanu.
18732:  Jeno Kremówczan Pawlanu nas uratuje.
18748:  Musimy znaleźć sobie lepsze miejsce do przeczekania tych patrolujących rycerzy.
18754:  Są niezwykle niebezpieczni.
18780:  Przecież się...
18782:  Co?!
18784:  A Boże, to jest to, że on 2 sekundy opóźnienia ma.
18787:  Boże, to jest ten sam... Droga Unijska, tam Cię zatłukł Cię Pan na lewo w dół do Bagna... Co?
18802:  Nie kojarzę.
18802:  Właśnie chcę poeksplorować miasto i otworzyć skróty, ale nie chcę walczyć po raz 780 z nimi.
18815:  Ciężka sprawa.
18816:  Nie, nie, nie umie rolować, ponieważ teraz musimy rolować na 1,5 sekundy, a nie na 3 sekundy.
18822:  Nie ma żadnego znaczenia.
18828:  Bierać się będę przy tym akurat, że rolowanie jest za każdym razem inne, za każdym razem jest inny timing i za każdym razem trzeba się uczyć.
18836:  Więc tego się nie da nauczyć, znaczy można jak się przegra całą grę i pozna wszystkich przeciwników, to pewnie tak.
18841:  I zapamięta następnie ich movesety, pewnie tak.
18865:  To strzela.
18873:  CZO?!
18873:  CZO?!
18878:  JA NIC NIE WIDZĘ!
18883:  BOŻE DROGI!
18895:  Boże, ile tu ich jest!
18915:  Tu się nie da iść w prawo!
18921:  Boże, tu jest ten starzec!
18923:  On przyzwie łuczników!
18943:  Gdzie jest mój jamnik?
18946:  Gdzie jest mój jam... Gdzie jest mój jam...
18949:  Nie ma jam... Jest jamnik!
18967:  Krzysztof pisze, jako że również jestem Krzysztofem, to ciekawi mnie jedna kwestia.
18971:  Jaki masz stosunek do form Krzysiek?
18974:  Krzysiu, ja nie przeprowadzam za formą Krzysiek.
18978:  Chyba żaden Krzysztof nie przeprowadza za formą Krzysiek.
18983:  To jest jamnik, moi kochani.
18984:  Popatrzcie, jaki piękny jamnik.
18986:  Śliczny, wspaniały i smukły.
18997:  Nie jest tak, że ja nie jestem odważny, po prostu ja nie mam zielonego pojęcia, gdzie iść.
19005:  Chciałbym to wszystko wybić, ale musimy wpierw znaleźć ognisko.
19008:  Mówicie, że jest niedaleko.
19014:  Do budynku tutaj.
19016:  To jest budynek.
19022:  Co to kuźwa jest?
19028:  Strasznie silne.
19032:  No Boże, tak!
19034:  Boże, tak!
19035:  Tak!
19036:  Tak!
19043:  Papież, człowiek, który wpadł po uszy w bagno.
19047:  O, Krzysztof lubi Krzyśka akurat.
19048:  No proszę, wyją... Ty chyba pierwszym kształtowem jesteś, który lubi.
19053:  którego znam.
19054:  Witamy proroka Kaczk.
19056:  Proroku Kaczk, spóźniłeś się z błogosławieństwem.
19059:  Jak to nie można otworzyć z tej strony, jak przed chwilą byłem z tamtej strony i to jeszcze nie dało otworzyć?
19069:  To nie jest tak, że nie jestem odważny, po prostu się boję robali i innych nowych istot, no ale absolutnie, tak właśnie jest.
19081:  Dobrze, teraz powoli, spokojnie, niszczymy wszystkich.
19086:  Psychopatów z maczetami, wszystkich wybijemy.
19090:  Wybijemy wszystkich!
19095:  Głowa białego kręznodziei, was is das?
19101:  Oczywiście, że tego nigdzie nie ma.
19104:  Oczywiście, że tego nigdzie nie ma.
19106:  Oczywiście, że tego nigdzie nie ma.
19112:  Czy to jest tu?
19115:  Tak!
19117:  Łee!
19118:  Pusty łeb białoszczękiej szarańczy, która powstała z otkłani bagien.
19122:  To jest nakrycie głowy?
19123:  Świetnie.
19124:  Szarańcze o białych szczękach miały zwodzić ludzi ku mrokowi, lecz większość nie widzi świata poza kolejnym posiłkiem.
19129:  Ktoś musi uderzyć pięścią w stół i przywrócić prawowity stan rzeczy.
19134:  Może to właśnie ty?
19136:  Czyż nie przybywasz z otchłani?
19138:  I czyż nie udało ci się zatonąć w epoce ognia?
19140:  Ogień.
19141:  Szarańcze i ludzie to pokrewne dusze.
19143:  Aha.
19144:  Czemu nie przywdziać tej głowy nie... przyjąć ich wizerunku?
19148:  Nie chcę tak.
19155:  Nie chcę tak zrobić.
19160:  Macie rację.
19162:  To są nowochuciarze.
19164:  Ci z maczetami.
19164:  To są nowochuciarze.
19171:  Nie to!
19171:  Mana, tłompie!
19220:  Nowochuciarze są problematyczni.
19224:  Mam zasadnicze pytanie.
19226:  Dlaczego nagle nasze czary zadają mniej obrażeń?
19242:  Pozwólmy się tego wszystkiego, zanim zaczniemy atakować tamtych.
19251:  Ty nie widziałeś, ile ja im tu mieczem zadaję?
19253:  Kurna, denerwuje się sam Wit.
19257:  Dobrze.
19259:  Dlaczego ich teraz tutaj nie ma?
19262:  Ach, bo oni się wynurzają.
19265:  No dobrze, ale jak ja tu spadnę, to mam przerąbane.
19271:  Dobrze, inny plan.
19277:  Inny plan.
19277:  Dobrze.
19283:  Będziemy zabijać słabsze istoty.
19286:  To jest nasz plan.
19299:  Nie wiem, co jest z nowochuciarzami, ale rzeczy dziwne się dzieją.
19308:  Przestań, przestań używać magii, tylko ja mogę.
19311:  Dobrze.
19314:  Dusza przygnębionego rycerza, świetnie.
19319:  Nie mają dużej odporności, co nierazliwie na czary.
19321:  Świetnie.
19322:  Czarnym ogniem przysmożyć, mówicie?
19324:  Mmm.
19325:  Ja niestety nie mam takiego wyekwipowanego.
19328:  Smuteczek.
19333:  Tych grudek tytanitu jest tak dużo, że za chwilę sobie zrobimy arcygródkę tytanitu z nit.
19339:  Posługując... Świetnie.
19341:  Posługując się logiką heroesów.
19345:  Nie, nie, nie wiem co tu się dzieje.
19348:  Drabina?
19349:  Gdzie?
19349:  Dlaczego ja nie zauważyłem drabiny?
19351:  Gdzie macie drabinę?
19353:  Nie, nie umiem eksplorować tej gry.
19355:  Drabina!
19368:  Drabina przy żółwiach.
19370:  Doceniam, że przyjmujecie moją dziwną terminologię.
19375:  To jest na pewno niebezpieczne.
19377:  Masz ładne skrzydła, a poza tym nie wiem co tutaj robisz, dziwna istota.
19384:  Okej.
19414:  Okej, już żuczka nie ścigam, bo zaprowadzi mnie do jakiegoś traumatyzującego miejsca.
19425:  Interesting.
19427:  Ale jak tutaj zeskoczę, to nie będę w stanie tutaj z powrotem wskoczyć.
19431:  Taka prawda.
19434:  W tej grze brakuje drabin mimików?
19437:  Tak, zdecydowanie.
19437:  To jest pierwsza rzecz, o której pomyślałem.
19439:  Zdecydowanie za mało rzeczy, które mogą nas zabić.
19444:  Aaaa!
19446:  Aaaa!
19447:  Aaaa!
19447:  Aaaa!
19448:  Aaaa!
19448:  Aaaa!
19448:  Aaaa!
19448:  Aaaa!
19448:  Aaaa!
19449:  Aaaa!
19475:  Ser dobry, ale mały zasięg.
19479:  Domagam się pająków mimików?
19481:  Uuuu, istota żyjąca, co straszne.
19484:  W early concept artach były drabiny mimiki, naprawdę?
19487:  Naprawdę?
19491:  Dobra.
19495:  Nie ma to tamto, atakujemy rycerza.
19501:  Jest ich tu dużo.
19502:  Jest ich tu więcej niż myślałem.
19504:  Dobrze, poczekamy aż odsłoni gardę.
19506:  To na pewno się źle nie skończy.
19518:  O, to chodziło.
19521:  Co?
19531:  Ha, ha, ha...
19563:  Co?
19565:  Co tu się dzieje?
19568:  Ja nic już nie mówię.
19573:  Dobrze.
19573:  Wróćmy do zabijania postaci, które są od nas słabsze.
19577:  To szło nam dobrze.
19585:  Czy to nam zada jakieś obrażenia, czy nie?
19587:  Ale mam pewien pomysł.
19590:  Pomysł brzmi.
19593:  Bronić się.
19596:  Co to jest?
19617:  To jest szarańcza.
19620:  I noted.
19625:  Władca mógł by się przydał.
19647:  Czemu trebusz nie działa? !
19656:  Witamy Patryka w broni Trybutariuszy!
19658:  Trybutariusze, zgotujcie Patrykowi jamnicze powitanie!
19662:  Nie, nie, nie, nie.
19667:  O boi, my jesteśmy tak f*****!
19689:  Ja mam zielonego pojęcia, jak się go pozbyć.
19692:  Ale wiem jedno.
19696:  A, mamy wielki zapłon.
