🔴 Detroit. Detroit never changes | DEUS EX: HUMAN REVOLUTION Livestream #5
🔗 https://www.youtube.com/watch?v=GjLx3KIstuk

268:  Witam wszystkich niedzielnie!
9697:  I dlatego proszę każdego z moich służb, każdego męża i kobiety, który jest dedykowany do prawdziwej misji frontu ludzkiego, żeby zrobić to samo.
9707:  Ja mówię tak.
9710:  Jeśli oglądasz to, błagam.
9713:  Nie pozwalajmy nieprzyjemnemu wdzięcznieniu zniszczyć wszystko, czego staraliśmy się osiągnąć.
9718:  To już koniec.
9720:  On wie, że nie mogę się od tego powrócić.
9723:  Wszyscy wiedzą, Sandoval.
9725:  Nie możesz uciekać od tego, co zrobiłeś.
9729:  Co ja zrobiłem, panie Jensen?
9732:  Spędziłem lata wytłumaczeniem ludzi z powrotem, ze względu na obniżone pracownie i systemiczną rejelekcję organów, wprowadzonego przez implanty?
9742:  A teraz, z powodu zniszczenia Bill'a, nigdy nie będę praktykował medycyny!
9746:  Naprawdę chcesz pomóc ktokolwiek?
9750:  Powiedz mi, gdzie są naukowcy Sarefa.
9752:  Chciałbym, panie Jansson, ale moje wsparcie zakończyło się, po tym jak przesunąłem ich GPL-y.
9758:  Przeszło Ci się?
9759:  Wygląda na to, że moje zdolności chirurgiczne nie były wystarczające, by przesunąć Policję Bezpieczeństwa Dawida Sarefa.
9769:  Tak więc zresztą wiem, że te małe implanty teraz się rozświetlają.
9773:  Na frekwencji tak niskiej, że twój specjalista nie pomyślałby o niej szukać.
9778:  Zmieniłeś frekwencje.
9779:  Masz odpowiedzi, panie Jensen.
9792:  I straciłem wszystko moje.
9795:  Korytarze mogą myśleć, że mam dużo na co wstąpić, ale moje korytarze będą wyższe.
9809:  Jak będę wziął tą bronię, kiedy pójdę?
9811:  Znalazłeś wszystko, na co przyjechałeś.
9813:  Proszę, wychodź.
9815:  Wierzę czy nie, ale bym chciał, żebyś się nie uderzył.
9818:  To dlatego, że nie masz pojęcia, jakie krzywdy przeżyłem.
9821:  Żałobą, szkodą.
9822:  Powiedziałem, że naukowcy będą musieli znaleźć spokojną rozwiązanie do kryzysu ograniczonego.
9826:  Zamiast tego byłem zaangażowany w zabójstwo i zabójstwo.
9828:  Moja życie zakończyło się w tamtej nocy.
9830:  Czas, żeby się o tym dowiedzieć.
9831:  Pomyśl o tym.
9834:  Czy naprawdę jesteś w tak dużym prędkości, by wywołać ten twój najwyższy kłód?
9840:  Przynajmniej nie ma zła przed Bogiem!
9841:  Widziałeś tę zaskakującą konferencję prasową?
9850:  William Taggert wciąż mnie akcyzmował o terroryzmie.
9853:  Mówił, że w imieniu naszego powodu wytrzymał się cała wina.
9857:  To wynik mojego wpływu.
9858:  Więc pozostajesz żywy na tyle, by opowiedzieć mu twoją stronę historii.
9862:  On już wiedział, że to nie prawda.
9865:  Ufałem temu człowiekowi.
9867:  Za lata dałem mu lojalną służbę, a on mnie stracił.
9870:  Zakrywał moją wolność i dobry imię, by uratować reputację swojego organizacji.
9874:  Nie ma sensu walczyć z nim.
9876:  Po prostu powstrzymał go.
9879:  Przynajmniej jeśli umrę, to nigdy nie będzie mógł mnie używać!
9890:  To jest twój plan położyć się i umrzeć, żeby nikt nie mógł cię już wykorzystać.
9893:  Opamiętaj się i staw czoła rzeczywistości.
9896:  Nie lubię takich tekstów.
9898:  Słuchaj, rozumiem twoją sytuację lepiej niż się wydaje.
9899:  Ci u władzy zawsze poświęcają swoich podwładnych, żeby się ratować, ale uwierz mi, możesz przez to przebrnąć.
9903:  Lepiej.
9904:  Więc opowiedz mi swoją wersję wydarzeń.
9906:  A, opowiedz swoją wersję wydarzeń mediom.
9908:  Przysięgnij na procesie, że jesteś bardziej prawym człowiekiem niż on.
9911:  Przekonaj ludzi.
9915:  Waham się między empatią a inspiracją.
9917:  A w tle bajku... Give it up, Mr. Jansen.
9921:  Zobacz, rozumiem twoją sytuację lepiej niż myślisz.
9926:  Zabrałem siłę, bo nie mogłem zrozumieć, co ludzie, które zajmują się tym, robią.
9931:  Ale oni poszli do pras i powiedzieli im, że ja byłem problemem przez cały czas.
9936:  Władza zawsze skarbuje swojego subordynta, by się uratować, ale ty masz moje słowo.
9940:  Możesz to przejść.
9944:  Uwielbiam twojej wierności w mnie, panie Jensen.
9945:  I pamiętanie, że inni przeżyli podobne wydarzenia, może być pomocne.
9951:  Ok, poziom perswazji poszedł do góry.
9954:  Nie.
9984:  Idziemy dalej.
9986:  Idziemy dalej drogą empatii.
9988:  Ha!
9988:  Gdzie opcja, idź pobiegaj, to ci ta depresja przejdzie.
9990:  Ta opcja jest w gabinecie psychologa szkolnego.
9993:  Słyszę to, co mówisz.
9994:  Będziesz się za bardzo zainteresował.
9997:  Wiem, jak to wygląda.
9999:  Zbyt dobrze.
9999:  Bo tam byłem.
10000:  Chcesz zarządzać wszystko od razu.
10002:  Chcesz to tak bardzo, że zaczynasz się zbyt ciężko próbować.
10005:  Ufaj mi, jeśli zajmujesz się najmniejszymi, łatwiejszymi rzeczami najpierw, wielkie rzeczy nie wyglądają tak wielkie.
10013:  Z drugiej strony, jeśli zniszczyłeś wielokrotne problemy w małych kawałkach, to wciąż masz wielokrotne liczby kawałków, z którymi możesz się zaskoczyć.
10020:  Od czasu, kiedy zostałem zablokowany, wiedziałem, że jestem częściowo odpowiedzialny za to, że inocencje stracą swoje życie.
10030:  Czuję szkodę, żałosność.
10032:  Jestem wielokrotnym morderem.
10034:  Nie mogę nawet spojrzeć w oczy mojej żony, wiedząc o tym.
10040:  Zniszczyłem wszystko.
10048:  Wszyscy mają problemy samodowalne, każdy z nas musi sobie z nimi jakoś radzić, ty, ja, nawet Taggart.
10052:  Twoja żona to zrozumie, tak samo jak reszta twojej rodziny.
10055:  Wydaje ci się, że przegrałeś, ale to nieprawda.
10057:  Wciąż możesz przekuć swój żonę na coś pozytywnego.
10058:  Stań się przykładem, pokaż ludziom, że przemoc nie stanowi rozwiązania.
10061:  Myślisz, że to jest moment, kiedy trzeba pójść w inspirację.
10066:  Ciągniesz, szukasz uzasadnienia dla własnego samobójstwa, ale prawda jest taka, że jesteś po prostu przerażny i leniwy.
10070:  Wiecie, co jest straszne?
10071:  Że te wszystkie opcje, które są w twardej gadce, to są teksty, które my słyszymy na co dzień.
10077:  Give it up, Mr. Jansen.
10080:  Wszystkie powody, które przedstawiłeś, są główną wartę.
10082:  Samobójstwo to takt tłuszczostwa.
10087:  Myślisz, że jesteś przeszkodnikiem, ale nie jesteś.
10090:  Jesteś tylko człowiekiem, który jeszcze nie rozumie swojego potencjału.
10094:  Wciąż możesz przesunąć twoje przeszkody w coś pozytywnym.
10097:  Bądź przykładem, naucz ludziom, dlaczego nienawidzianie nie jest odpowiedzią.
10102:  Przeżyłeś zbyt dużo, żeby to wszystko przeszkodzić.
10107:  Nie rozumiem.
10109:  To jest rewolwer.
10138:  Miesięcznik praktyczny strzelec!
10139:  Punkt pierwszy, potrzebujesz amunicji!
10140:  Recenzujemy najnowszą od strony klasyki, kuszę kompozytową...
10170:  Kusza kompozytowa Stasiuka!
10174:  Już wiemy!
10176:  Już wiemy, z czego strzelał Andrzej!
10181:  Już wszystko wiadomo!
10183:  Kusza kompozytowa Stasiuka!
10185:  Ale pamiętajmy, teraz już jej nie używa, bo już się napatrzył w gasnące oczy zwierząt, więc nie musi.
10193:  O, kusza kompozytowa Stasiuka, otóż.
10197:  Zadajemy pytanie, czy cicha eliminacja faktycznie jest najlepszą drogą.
10200:  Nie, nie, nie, nie, nie, nie.
10203:  Używanie kuszy kompozytowej Stasiuka zakłada jedną ważną rzecz.
10208:  Koniecznie trzeba przechwalać się różnymi naszymi zbrodniczymi działaniami na oficjalnych festiwalach organizowanych z pieniędzy podatników i powiedzieć o tym jak największej liczbie ludzi.
10220:  Przydatne i pomocne jest także opublikowanie tego na łamach tygodnika, który zowie się katolickim.
10226:  Jakkolwiek nie ma problemu z publikowaniem artykułów,
10229:  wysławiających przemoc względem zwierząt.
10231:  To jest pomocne, ale nie jest obowiązkowe.
10234:  Ważny jest tylko ten element, żeby to nie była cika eliminacja, bo taka eliminacja, o której nie mówią w mediach, to niefajne.
10241:  Analiza bojowa nowego, zmodyfikowanego SMG.
10246:  Nigdy nie wiedziałem, co to jest ten skrót SMG.
10250:  Przepraszam, nigdy.
10252:  Na pewno machine gun, ale...
10254:  silent, slow, whatever, tworzonego przez niemiecką dywizję Bundespolizei.
10262:  Dziewiąty felietonista Rick Tiplany omawia historię dzieła sztuki, jakim jest Python 357, Submachine Gun mówicie, kontrola broni, zwalczanie odrzutu przez wspomagane cyberkończyny przy kalibrach 50 i większych.
10274:  Nasz konsultant technologiczny przygląda się następującej generacji broni obezwładniających, łącznie z nową bronią, prosto z Colonel Technologies z Hongkongu, systemowi emisji energii pulsacyjnej w ogniu akcji.
10286:  W tym miesiącu dołączymy do akcji ratunkowej jednostki antyterrorystycznej Departamentu Policji Austin.
10291:  Sprawdzamy najnowsze postępy w rozwoju kamizelki ciekłomacierzowej, spluwa czaszkowa i inne implementowane bronie.
10296:  Prawda, bajka czy senny koszmar?
10299:  Opinie.
10300:  Czy jest rzeczą złą mieć miotacz ognia?
10305:  Skąd?
10307:  Plus wszystkie stałe działy i kolumny.
10312:  Cieszę się, że wreszcie się dowiedzieliśmy, w jaki sposób Andrzej Stasiuk realizował swoje chore fiksacje za młodu.
10333:  O, wątroba go boli.
10336:  Jak ja to dobrze rozumiem.
10338:  Wiecie co?
10339:  Spróbujmy zrobić tak.
10347:  Tu był e-book!
10351:  Jak to brak miejsca w ekwipunku?
10353:  Mamy mnóstwo miejsca w ekwipunku!
10370:  Nie powinniśmy właśnie pozwalać mówić o naszych błędach, jak u Stasiuka, oczywiście poza obowiązkiem potymieniem takich zachowań, ku przestroce, nie chwaląc agresji.
10380:  Nie rozumiem.
10383:  Jeżeli chodzi o przyznawanie się do błędów w młodości, no to jasna sprawa, natomiast pamiętajmy, że zawsze ważny jest kontekst, no jeżeli ktoś wam na przykład zaproponuje, że macie się udać na
10396:  konferencję branżową Nokii, tak?
10399:  I wy na konferencji branżowej Nokii mówicie, no, dzień dobry, dzień dobry, witam wszystkich zgromadzonych, witam prezesa zarządu, witam marketing, o, przy okazji, jak byłem mały, to zabiłem cztery jelenie.
10413:  No, a wracając do naszego tematu, to dzisiaj chcielibyśmy porozmawiać o nowym modelu, no nie, tak?
10426:  Wyborczy jest wywiad z nimi i artykuł, nie polecam, on tam się jeszcze bardziej wkopuje.
10430:  O, dlaczego mi nie poleca?
10430:  Ja się bardzo chętnie zrobię follow-up.
10432:  Co to jest?
10435:  Powiększenie magazynka.
10436:  Wiecie, do czego potrzebujemy powiększenie magazynka?
10439:  Do wszystkiego!
10443:  Jezu, nieszczęśliwy, nie mam amunicji.
10448:  Ej, myśmy tu już byli.
10449:  Myśmy tu już ewidentnie kiedyś byli.
10451:  Wszystko, wszystkie kanały wyglądają tak samo.
10455:  Każdy z klan braci, każdy.
10465:  Absolutnie nic cię nie ominęło, witam.
10468:  Nie ominęły cię na pewno kluczowe dla zrozumienia całej fabuły gry informacje o dzieciństwie Adama Jensena oraz cały wątek,
10477:  O starszej pani, która musiała zniknąć.
10481:  Ale na szczęście dostała całą ofertę cateringu dietetycznego prosto w lodówce.
10489:  Myślę, że jest bardzo z tego powodu zadowolona.
10495:  Dobrze czy to... Okej, okej, ten...
10500:  Ooo, Bear pisze, że oglądał drugi raz Arkane, jakie to jest dobre.
10503:  No, jak się ogląda coś po raz drugi i się to docenia, to no, tak.
10508:  Spotkaj się z Malik.
10510:  Ojej, to my już wybywamy z Detroit, moi drodzy.
10514:  Czy jesteśmy blisko stacji benzynowej?
10515:  Powiedział, nigdy.
10517:  Tak, jesteśmy relatywnie blisko stacji benzynowej.
10521:  Kopnijmy się... Co?
10524:  Jesteśmy na wymarłym blokowisku?
10526:  A tego to bym się w ogóle nie spodziewał.
10528:  O, ci jacy sprytni się zabunkrowali, nie?
10533:  Nie rozmawiamy tutaj, moi drodzy, o zabijaniu jamników.
10535:  Co to w ogóle za pomysły?
10537:  Nawet hipotetycznie nie rozważamy takiej sytuacji, że ktoś mógł być tak okrutny.
10543:  Najbardziej traumatyczną sceną samobójstwa w grach jest ta z Detroit.
10546:  Tak, no Detroit Become Human mnie rozsmarowało wiele razy po podłodze.
10553:  To był jeden z tych momentów.
10555:  Ale to ciekawe, myślałem, że tutaj będziemy mieli konfrontację z Williamem Taggartem, ale jeszcze nie.
10559:  Czy oglądamy Wednesday?
10561:  O, strasznie cieszę się, że wy widzicie to na streamach, ponieważ nie miałem okazji i czasu i sił wtedy, żeby zrobić recenzję, a teraz już po tygodniu to trochę nie ma sensu, zresztą jest zajebista recenzja na kanale Na Gałęzi, więc mogę rzec tyle, że strasznie mi się to podobało.
10575:  Właśnie nie znam na horrorze za bardzo, ale...
10579:  Ale tak, mimo że jest to niewątpliwie miejscami horror, raczej taki młodzieżowy, to klimat burtonowski aż wyciekał z tego.
10593:  Jeden z seriali, który mnie autentycznie wziął z zaskoczenia, nie sądziłem, że jest aż tak dobry.
10601:  Co bym zrobił, gdybym zobaczył scenę krzywdzenia jamnika w jakiejś grze?
10604:  Bez przerwy są sceny krzywdzenia jamników wszędzie.
10608:  Czy są jumpscare'y w Wednesday?
10610:  Wydaje mi się, że jest.
10611:  Czy dwa?
10612:  Może jeden?
10613:  Pamiętam, bo wtedy miałem poduszkę na głowie.
10617:  Dobrze, moi drodzy, o ile pamiętam... Jezus, po pierwsze, tu jest przepiękna muzyka, po drugie...
10628:  Tak, to jest mieszkanie, w którym mieszkać.
10632:  Aha, nie ma amunicji już.
10634:  Czyli musieliśmy wziąć amunicję.
10636:  Bardzo niedobrze, bardzo niedobrze.
10639:  Zobaczymy, jak jest z pocztą.
10645:  Radzę wrócić i kupić amunicję.
10648:  Jezu, wiem dlaczego, Robson.
10653:  Wiem dlaczego.
10655:  Tak, musimy mieć amunicję.
10659:  Musimy mieć amunicję w wielkiej liczbie.
10670:  Minigana wyrzuć, bo tylko miejsce niepotrzebnie zajmuje.
10672:  Chyba tak zrobię.
10673:  Sprzedamy tego minigana, bo on jest beznadziejny i tak.
10676:  Sprzedamy go na stacji benzynowej.
10678:  I kupimy sobie mnóstwo amunicji.
10683:  Tak, teraz będzie walka, którą ja wczytywałem chyba...
10687:  Największą liczbę razy.
10690:  Okej, yy... Coś mi mówi, że tędy jest, to... Fuck.
10697:  Wiecie co, w sumie policja ma tutaj dużo... ...amunicji.
10707:  Przedałem minigana na stacji benzynowej, prawda?
10710:  Tu zapiszę, że ostatnie dwa odcinki Wednesday wbiły w ziemię.
10713:  No, były dobre, mocne bardzo.
10719:  Chyba idę w dobrym kierunku.
10722:  Ale jest we mnie wciąż dużo niepewności.
10728:  Za dużo jest tutaj skrętów.
10730:  Skręty są problematyczne.
10732:  Dobrze jest stacja.
10733:  O Jezu, tak.
10736:  Świetnie.
10739:  Dzień dobry.
10741:  Sprzedaj.
10744:  Ciężki karabin.
10745:  Tysiąc.
10746:  Świetnie.
10747:  Sprzedany.
10749:  Kup.
10751:  Granat EMP.
10752:  Tak.
10755:  Amunicja.
10763:  Dlaczego tutaj nie ma amunicji do karabinu?
10770:  Dlaczego tutaj nie ma amunicji do karabinu?
10771:  Pytam ja się.
10774:  To jest skandal.
10779:  Ciekawi mnie jedna rzecz.
10781:  Testowo.
10785:  Sprawdźmy, czy... czy dostaniemy za to jakieś punkty, czy nie.
10794:  Nie.
10797:  Tak, z ciekawości.
10798:  Gdzieś był drugi sklep?
10799:  Chyba już nie ma.
10807:  Ale...
10809:  Wiem gdzie jeszcze była, bo nawet mi o tym mówiliście w tym sekretnym mieszkaniu.
10814:  Tak, tu dostaliśmy punkty HP.
10818:  O. Tu już nie ma pana, który był.
10823:  Groźny woźny się wyniósł.
10827:  Robot ma super głos, a nie wiem, udźwiękowienie w tej grze jest wybitne.
10838:  Jakiś fajny wątek był na czatach, a mi umknął.
10840:  Jaka dzisiaj herbatka?
10842:  Dzisiaj jest gunpowder, ale truskawkowo-porzeczkowy.
10850:  Idziemy do... Idziemy do punktu.
10853:  Mamy dużo amunicji pistoletu.
10856:  I tyle musi nam wystarczyć.
10857:  Ale jest jedna rzecz, która mnie bardzo denerwuje.
10862:  Nie mamy amunicji do rakiet.
10866:  Dlaczego... Dlaczego w...
10868:  Dlaczego wódka jest?
10869:  Co?
10874:  Nie chcę wódki.
10877:  Ale chcę pakiet energetyczny cyberblasta.
10882:  Dobrze.
10884:  Granat EMP pod szóstką.
10885:  Tak jest ładnie.
10886:  I słój... Nie, nie, nie.
10889:  Słój będzie pod siódemką.
10891:  Granat będzie pod piąteczką.
10893:  O. Pod piąteczką powiedziałem.
10895:  Pięknie.
10899:  Wiecie co?
10899:  Ja nigdy nie lubiłem wódki, co ciekawe.
10901:  Zawsze wolałem whisky.
10903:  Zawsze.
10905:  I generalnie alkohol, który ma smak, wyjątek jeden jedyny, to było do tatara.
10912:  Przyznaję szczerze, że tatara dobrze jest, tak?
10916:  Z ogóreczkiem, z wódką.
10918:  Tak, to wtedy można.
10919:  Ale tylko jeden kieliszek byłem w stanie.
10922:  Nigdy nie miałem takiej potrzeby, żeby się uchlać wódką na przykład w życiu.
10931:  Dla mnie zawsze alkohol był przyjemnością, która ma trwać długo, a z wódką jest problem taki, że bierze się to na raz.
10941:  Cydr rządzi.
10945:  Cydr chyba piłem.
10946:  Tak, piłem.
10949:  Okej.
10954:  Tak, tak.
10955:  Malik.
10956:  Boże drogi, tak.
10958:  Miód pitny, pyszna sprawa.
10959:  Winogrzane.
10960:  Ojoj, jakie winogrzane potrafimy mieć na Kazimierzu.
10963:  Jest tak wiele dobrych miejsc.
10967:  Tak, ja też, klaro, nie rozumiałem nigdy potrzeby uklania.
10970:  To jest coś, co się powinno zdarzać przez przypadek, ewentualnie.
10974:  Ale jako cel nie rozumiem.
10979:  Też ma strzelbę, więc go nie zabijemy.
10982:  Ej, Mr. Jensen.
10988:  Tatar jest najlepszy z cebulką i ogórkiem oraz surowym jajkiem.
10992:  No ja cebulki nie mogę.
10994:  Na cebulkę i czosnek miałem alergie pokarmowe od lat.
11013:  Historycznie Maryjkę tak, tak, bym pita była, chociaż nie, to jest profanacja wina, Boże drogi, straszne.
11021:  Ja najbardziej lubię wina, które są czerwone, głębokie, jakieś ciężkie burgundy i tego typu rzeczy, bo wiecie, do steków.
11030:  O rany boskie, jakie to jest pyszne.
11032:  Uwielbiam.
11037:  Alergie pokarmowe to piekło tej ziemi.
11038:  Dziękuję niebiosom, że nie mam żadnej przytomności.
11040:  To dziękuję i zaiste dziękuję.
11044:  Dobra robota, detektorze Jensen.
11046:  Jesteś gotowy do powrotu do HQ?
11051:  Tak.
11051:  Zobaczymy, czy Pritchard znalazł tę frekwencję.
11054:  Mówiłeś o tym.
11058:  Ta muzyka, och tak, tak.
11075:  O Jezu i ku na kała, absolutnie, Syrach to są jedne z moich ukochanych szczepów.
11080:  O, obok, tak.
11081:  Nie, chyba nie ma żadnego obok.
11086:  Okej, to jeszcze nie jest ten moment.
11089:  Już się bałem.
11105:  Zobowiązuje się, że jeżeli kiedykolwiek będę idiotycznie bogaty, to napiszę do Michaela McCona i zamówię u niego muzykę.
11118:  A jak będę bardzo idiotycznie bogaty, napiszę do Hansa Zimmera i zamówię u niego napisanie ekskluzywnego ambientu, który będzie na takim samym poziomie jak One Simple Idea.
11132:  Taki jest plan.
