🔴 Strategiczna środa — THE ALTERS oraz MECHABELLUM Livestream
🔗 https://www.youtube.com/watch?v=R_tSku77Wq8

201:  Dzięki.
10833:  Mamy jakieś szanse dzięki temu.
10836:  Przejmij teraz wielki spodek.
10839:  Natychmiast przejmij wielki spodek!
10843:  Rozkazuję ci przejąć wielki spodek!
10847:  Nie przejmuj, kretynie, obszaru zaopatrzenia, tylko spodek!
10852:  O nie... Nie zdążył przejąć spodka.
10858:  Stara gra Sacrifice, takie połączenie, no ja znam Sacrifice'a, zajmę w 3D, ale to bardzo stara.
10865:  Hacker jest ground only?
10866:  Nope.
10867:  Hacker jest i na powietrzne, i na ziemne.
10875:  Spellforce 3?
10876:  W sumie tak.
10878:  Ale w ogóle ja bym chciał wrócić do Heroesów jeszcze, to byłoby wspaniałe.
10881:  Dobra, przyspieszmy to.
10886:  No jest kolernie potężny ten samolot, mówiłem wam.
10889:  On jest to eksperymentalny.
10891:  Jednostki eksperymentalne pojawiały się tylko w tym trybie.
10895:  Ale mamy najwięcej pieniądza.
10897:  W sprawie jestem pewien, że ground only.
10899:  To zostało w takim razie spatchowane, dewilek, bo w tym momencie jest i to, i to.
10903:  Zresztą zaraz wam pokażę.
10905:  Wzmacniający rdzeń.
10906:  Dobrze, idziemy w to.
10907:  Wzmacniający rdzeń można dać właśnie jakieś jednostce.
10910:  Zobaczcie.
10911:  Powietrze i ziemia.
10912:  Strzelec.
10914:  I teraz tych strzelców weźmiemy sobie więcej.
10917:  Mniej są generalnie OP.
10919:  I jeszcze dodamy sobie... Bariera to jest za dużo pieniądza.
10925:  Dobrze, upgrade, jak najbardziej, zwiększenie zasięgu, no i to tyle w temacie.
10934:  Za dużo wydaję pieniędzy, no!
10938:  I co możemy jeszcze?
10939:  Co możemy jeszcze?
10940:  Zwiększmy prędkość, tyle możemy.
10944:  Czym się różni jednostka eksperymentalna od normalnej?
10946:  Eksperymentalna jest niedostępna dla gracza generalnie, na razie przynajmniej.
10950:  Może jak gra wyjdzie w pełni, to wtedy będzie dostępna.
10952:  To na przykład nie jest eksperymentalna.
10954:  Będziemy ją mieć za moment.
10955:  Natomiast eksperymentalne niszczeją na polu bitwy.
10959:  Battle for Middle-Earth 2.
10960:  Łooo, ale ja bardzo chętnie wiem, co zagrał Alfred Flack.
10963:  Musimy sobie... Strategie zawsze wracają na kanał w okolicach wakacji.
10976:  Wspaniała strategia, swoją drogą.
10982:  Heroes 3 się mogła pojawić na struminku z 8.
10983:  Mogło, ale graliśmy w Heroesów wraz z Rysławem, wiecie?
10987:  Tak było.
10992:  Dobrze, eliminuję hakerów.
10995:  Haker niebezpieczny.
11000:  Eliminuj hakera!
11002:  Dobrze, przejmuj, przejmuj!
11004:  Jesteś przejmujący!
11007:  Przejmij mi wszystkich, przejmij mi hakera.
11009:  Dobrze, bardzo dobrze.
11011:  Teraz zaopatrzenie.
11013:  Każde zaopatrzenie daje nam więcej w danej turze.
11016:  W tym momencie jest to jakieś koło 80, dobrze pamiętam, czy 90 nawet zapasów.
11023:  Proszę bardzo, jak niszczymy, wszystko niszczeje.
11025:  Niestety nasz przeciwnik ma twierdzę i to jeszcze z barierą, a jak wiecie, tarce są piękne.
11033:  Czy będzie live z szachów?
11035:  Mogę kiedyś dla żartu zrobić, ja już nie umiem grać w szachy.
11038:  Niestety przegramy tę turę.
11041:  Ale to nie jest problem, to jest piękne w tej grze.
11042:  Przegrasz tę turę, ale zawsze możesz jeszcze wygrać ostatnią.
11046:  Warcraft 3 miał być połączeniem RTSa i RPGa.
11048:  Blizzard nawet wykuł określenie RPS , ale się nie przyjęło.
11052:  No przede wszystkim nie przyjęło się Warcraft Reforged, które było taką ostatnią zapowiedzią Blizzarda.
11058:  Mam wrażenie, że jest trochę za głośno.
11059:  Zapowiedzią Blizzarda, że zrobią faktycznie jakąś sensowną kampanię fabularną.
11063:  Ale przypominam, że a propos sensownych kampanii fabularnych, to mieliśmy to przecież w Heroes 5.
11070:  Heroes 5 ma moim zdaniem najlepszą kampanię fabularną ever.
11074:  Oj, musimy mieć tę twierdzę.
11077:  Ta twierdza wygrała Odinaremu Haremu całą turę.
11082:  Może też dlatego, że jego nie atakowali wszyscy.
11085:  Uuuu.
11090:  Widmo.
11092:  Idziemy w to.
11095:  Idziemy w tą... Jeszcze weźmiemy regenerację w terenie.
11099:  Dobra.
11100:  Możemy nosorożca mieć.
11102:  Świetnie.
11103:  Nosorożca zrzucimy w tym miejscu.
11104:  A może wiecie co?
11106:  Skoro już wiemy, że przeciwnik nie ma nosorożca, zrzucimy go na środek.
11110:  Dobrze.
11111:  Nie ma nosorożca?
11111:  Czy ma nosorożca?
11115:  Nie ma.
11116:  A!
11116:  Jest jeszcze taka mobilna latarnia nawigacyjna.
11118:  W ten sposób możecie ustawić... ...wektor ataku.
11122:  To jest jedyny sposób na sterowanie jednostkami.
11126:  Okej, hacker.
11129:  Możemy te crawlery w sumie... Czemu by nie?
11134:  Ale jakoś czuję się bezpieczniej ze snajperami.
11140:  Tutaj znowu zrobimy to.
11143:  Crawlerom damy replikacje.
11144:  Myślę, że to jest dobry pomysł.
11148:  Teraz będą potężniejsze troszeczkę.
11152:  Dobrze.
11154:  Czy wszystko?
11156:  Ulepszymy jeszcze atak.
11158:  Myślę, że jest git.
11160:  Moja ciotka właśnie napisała, że 8 września zbiera się na Krakowa do Marsz Jamników.
11163:  Jest?
11165:  Jest w tym roku Marsz Jamników?
11167:  Co wy mówicie?
11169:  Naprawdę?
11172:  Bo to organizowało Radio Kraków i przez jakiś czas nie było.
11180:  Przejmij mi ten statek!
11182:  Przejmij mi ten... Opuścić statek!
11186:  No nasz... Nasze widmo jest potężne, mówiłem wam.
11190:  Ale niestety nie przejęliśmy tego statku.
11193:  Bardzo mnie to martwi.
11194:  A to jest ten nasz przeciwnik, który bez przerwy atakuje na mnie z tarczą i to mnie denerwuje.
11198:  Ojo, o!
11199:  Jezus Maria, ile on napluł tych Feniksów.
11203:  Life's Marszu.
11204:  No to wtedy muszę kupić kamerę,
11207:  z gimbalem, bo wtedy idę na marsz z kamerą, nie żartuję.
11213:  No dobrze.
11216:  Obawiam się, że strategia pójścia w masowe Fenixy jest dobra, ale musiał ewidentnie dostać taki dylemat, zauważcie, bo są awansowane wysoko.
11226:  Dużo zależy właśnie od tych dylematów rogu lajkowych.
11229:  Z Twojego polecenia kupię mikrofon Wave 3.
11231:  Czy masz jakieś porady do konfiguracji, na przykład do EQ?
11234:  EQ Raven of Cynch musisz dopasować pod siebie.
11236:  Generalnie zawsze w EQ dobry jest high pass filter, czyli ucięcie wszystkiego, co jest poniżej
11245:  50 bodajże herców, coś takiego.
11247:  I low-cut tak zwany.
11249:  Więc te dwie rzeczy na pewno.
11251:  Cała reszta to już jest, wiesz, według twojej preferencji.
11253:  Na pewno warto jest nasłuchiwać siebie.
11257:  Zejście temperatury topnienia.
11258:  Czy ja to chcę?
11264:  Nie wiem.
11267:  Pominę.
11268:  Można pominąć dylemat zawsze.
11271:  Okej.
11274:  Co?!
11274:  Ile?!
11275:  Ile tego?!
11277:  Dobra, dobra, dobra, dobra.
11278:  Twierdza.
11281:  Potrzebujemy tutaj twierdzę z tarczą.
11285:  Bo to jest jakaś paranoja to, co tu się dzieje.
11288:  Więcej was matka nie miała?!
11293:  Jego awansujemy dalej, bo nam wygrał sporo.
11296:  Tego awansujemy, tego awansujemy i jeszcze co możemy dać?
11300:  Tutaj możemy dać... Jezus Maria!
11305:  Marsz Jamników, muszę to sprawdzić.
11307:  Marsz Jamników, Kraków 2024.
11309:  Marsz Jamników wraca do Krakowa!
11328:  Okej, rezerwuję wtedy czas.
11330:  Nie obchodzi mnie, jaka gra wychodzi.
11331:  Nawet jeżeli wyjdzie Space Marine 2, ja wychodzę z domu i wychodzę z kamery.
11337:  Ja muszę kupić kamerę do tego czasu i robię relacje.
11344:  Wreszcie.
11345:  Tyle czekałem.
11346:  After all these years.
11353:  Bardzo, bardzo silne AI nas zaatakowało, moi drodzy.
11356:  Bardzo silne AI.
11357:  Niestety.
11362:  Może nam nie wyjść.
11365:  O, tak u nas cholerne osy trzeciopoziomowe.
11368:  Jak ja mam z tym walczyć w ogóle?
11371:  Ale przynajmniej za każdego zabitego przeciwnika dostajemy.
11375:  Punkcik!
11377:  I surowce.
11379:  Widać dobrze po tym, ile zebraliśmy, jak dużo nas zaatakowało.
11383:  Jak bardzo jest to niesprawiedliwe.
11384:  Wydaje mi się, że pójdziemy w więcej tych samolotów ciężkich, bo dobrze się sprawdzają.
11390:  O, ta flanka przetrwała, to ciekawe.
11392:  Przecież masz dwie kamery podłączone do komputera.
11393:  No tak, ale one są podłączone do komputera.
11397:  Ten kadr jest stały, tak?
11400:  I ten też.
11401:  Ja tego nie zmieniam.
11409:  Oho.
11409:  No tak, najlepiej wszyscy naraz na mój jeden samolot.
11414:  Cztery godziny autem dziś, oby Pyrkon dowiózł.
11416:  Co tu się w ogóle dzieje?
11418:  Tu macie jednostkę eksperymentalną, która jeszcze wypluwa z siebie jednostki niesprawiedliwe.
11425:  Możesz pożyczyć zestaw IRL od Dominika Bossa.
11427:  Może pożyczy.
11427:  Mówi, że nie po to kupił, żeby leżało.
11429:  Co to jest zestaw IRL?
11431:  Ja kupię lepszy.
11435:  FX3, moi drodzy, kamera za... ja może nie będę mówił za ile, ale pełnogladkowa.
11442:  Do tego mam już bateryjkę, która wystarczy na 6 godzin minimum nagrywania 4K, 6-godzinnego, więc się przydaje.
11452:  Sennheiser MKH 416 już też kupiony, więc wystarczy go podłączyć, a właśnie FX3 wchodzi od razu z takim donglem do podpięcia kamery.
11462:  Czego jeszcze potrzebuję?
11463:  Tylko gimbala potrzebuję do tego, czyli potrzebuję kamery, gimbala, no i obiektyw jakiś sensowny.
11469:  To nie będzie proste.
11470:  Weźmieś analyzing.
11474:  Zresztą nie po to się pierdzielił z kabelkami, żeby teraz rozłączać kabelki kabelkami, ale ustawienie tego kadru.
11479:  Boże, żeby jamnik tutaj nie chował się, żebym ja nie wyglądał tak.
11483:  Na początku, nie wiem czy pamiętacie, jak był ten kadr ustawiony, to ja byłem tak.
11488:  Więc to było bardzo głupie.
11489:  O, o, o, mamy osy, mamy... Jezus, temperatura topnienia razy trzy.
11498:  Dobrze, wezmę to, bo jestem chciwy.
11501:  Trudno.
11503:  Temperatura topnienia też ma absorpcję energii, moi drodzy.
11506:  No i jest to gigapotężna rzecz.
11510:  I jeszcze jakąś jedną twierdzę weźmiemy.
11514:  Bo ma tarczkę.
11515:  Ulepszamy rife, czyli widmo.
11518:  Ulepszamy strzelca.
11520:  Już się robi armia, już się robi armia.
11524:  Obiekty 50 milimetrów.
11525:  Ani za szeroki, ani zoom.
11527:  Ale myślę o taki filmowy, nie?
11530:  Ładny.
11530:  Wiecie co?
11530:  Możemy to już zacząć sprzedać, bo się nam nie przyda.
11533:  I co jeszcze można zrobić?
11535:  Co jeszcze można zrobić?
11536:  Komuś zwiększyć zasięg jakiś.
11537:  O!
11538:  Zwiększmy zasięg temperaturze topnienia.
11540:  Boże, jak to jest głupia nazwa, ta temperatura topnienia.
11543:  Czy ta gra jest na Steamie?
11544:  Jak najbardziej.
11548:  Krzysztof na ARL-u marzenia.
11549:  Ale wiecie co?
11550:  Czy dałoby się zrobić taki strumyk?
11553:  Nie no, chyba nie da rady, nie?
11556:  Nie wiem, jak to by... Bo...
11560:  Ja troszeczkę nie ufam tym połączeniom komórkowym.
11567:  Zróbmy sobie tak.
11571:  Widzicie, w ten sposób można troszeczkę sterować ich ruchem.
11574:  Nie wszystkich, ale część.
11578:  Kocham ognisko o 50 milimetrów.
11579:  Ja nawet nie wiem, jak to wygląda.
11584:  O, wszystko w nas strzela, wiedziałem co zrobić, wiedziałem co zrobić.
11587:  Widzicie, temperatura topnienia ma taki gigantyczny promień.
11591:  Boże, ta gra jest cudowna.
11593:  Ten tryb ma jakiś koniec po jakiejś rundzie, czy jak to wygląda?
11595:  Tu jest w sumie dziewięć rund.
11597:  Kraków w sumie całe w pięć, no dobra, ale taki Pyrkon to nie wiem, nie wiem czy w Poznaniu będzie w ten sposób.
11602:  Po prostu ciągnij za sobą włókno światłowodowe.
11605:  Wiecie, że ja byłbym do tego zdolny.
11609:  Ej, naprawdę wytrzymuje długo ten nasz.
11612:  Musimy mu zwiększyć pancerz i będzie lep... i będzie jeszcze lepiej.
11616:  Oj, oj, oj, panocku!
11618:  Temperatura topnienia!
11621:  Oj, oj, oj, jak mi przykro!
11623:  Przestań mnie atakować!
11624:  Zacznij przegrywać!
11627:  O rany boskie, tu są te Feniksy.
11629:  Trzeba więcej, zdecydowanie wie... Wszystkiego trzeba więcej, a nie ma pieniędzy.
11634:  No i to jest ten problem, że w którymś momencie atakują was z dwóch flanek i nic nie możecie zrobić.
11640:  W historii zreguluje ilość ponad jakość.
11641:  Czerwona plaga zalewa wrogów, pisze Raven of the Singed.
11644:  I gdzie, i gdzie, i gdzie teraz wylądowała?
11647:  Nimo.
11649:  Jaka idealna gra na ciebie?
11650:  Planujesz wszystko, a potem możesz z nami spokojnie pogadać.
11652:  No dokładnie!
11653:  To jest genialne.
11656:  czy to w zakręcie, żeby jakąś strategię pograć, może masz jakąś nieoczywistą polecajkę RTS-a z dobrą kampanią StarCraft, tylko mamy Conqueror Dawn, to było dawno ograne.
11662:  Anomaly.
11663:  Anomaly od Eleven Beach Studios.
11665:  To jest tak zwany Reverse Tower Defense, czyli atakujesz, a nie stawiasz wieżyczki.
11669:  I wokół tego jest całkiem fajnie poprowadzona kampania, ale jeżeli chodzi o klasyczne RTS-y, to bardzo polecam Supreme Commander.
11676:  O Jezu, to jest też gra, z którą bym strasznie chciał zagrać.
11680:  Musimy sobie... ale w Supreme Commandera, to wiecie, to się tak gra na 6 godzin.
11684:  Jedną mapę.
11686:  Zaawansowany system kontroli ognia.
11688:  A taka jednostka jest... Wiecie, co ja zrobię?
11690:  Ja zrobię rzecz... Ja zrobię rzecz niegodną i obrzydliwą.
11697:  Dałem to jemu!
11699:  Teraz będzie tak potężny, że wszyscy będą przed tym spieprzać.
11704:  I weźmiemy sobie jeszcze jeden na widmo, bo czemu by nie.
11708:  I tutaj mi się coś nie podoba, więc tutaj możemy... Więcej mieć... Tak.
11718:  Więcej tych strzelców.
11721:  Możemy sobie zwiększyć rekrutację i teraz wybrać jeszcze jedno widmo.
11726:  Widmo wolności.
11728:  Won mi z tymi.
11729:  Jesteście beznadziejni.
11731:  Rozczarowaliście mnie.
11733:  Okej.
11734:  To jest przepiękne kółko.
11738:  Czemu nie można tego rekrutować?
11739:  Boże, ja bym wszystko oddał, żeby móc to rekrutować.
11742:  Zapłaciłbym 200 zł, żeby to móc, jak ktoś żartuje.
11744:  To jest normalna gra, nie ma tu mikrotransakcji.
11749:  Ale tak, ja byłbym do tego zdolny.
11753:  Tyle, nic nie mogę więcej zrobić, ale wiecie, co mogę zrobić?
11756:  Ten kretyn bez przerwy mnie atakuje.
11758:  W związku z powyższym zgromadzimy tutaj mnóstwo pocisków strażniczych w jednym i w drugim miejscu.
11764:  Proszę bardzo, atakujcie, nie ma sprawy.
11769:  Bel się cieszy, że wygrał pierwszą rundę.
11770:  Gratulacje.
11771:  Supreme Commander'a bym zobaczył niesamowite, że gra może żyć tyle lat, prawda?
11774:  I ona się nie starzeje jakoś specjalnie graficznie, bo graficznie to wygląda tak samo jak to.
11777:  Nie oszukujmy się.
11779:  Czy warto w tych czasach czytać Connana R. Howarda?
11782:  Pyta Agnieszka Ori.
11783:  Wiesz co, jeżeli lubisz tego typu opowieści, to pewnie.
11788:  Ale to jest kwestia preferencji osobistych.
11790:  Ja na przykład nie za bardzo lubię heroic fantasy.
11794:  Znaczy, z tym nie wygramy, nie?
11795:  To nie ma szans.
11797:  Nie muszę wam mówić.
11799:  Oj, oj, oj, oj, oj.
11801:  Zobaczymy, jak sobie poradzą teraz z tym widmem.
11806:  Czy w ogóle będą w stanie to zniszczyć.
11812:  Oj, oj, oj, będzie ciężko.
11817:  Panie, kto panu to tak spierdolił?
11821:  Łoj oj oj oj oj, nie mamy dość siły ognia.
11827:  By przynajmniej stankował dużo obrażeń.
11834:  Ooo, przejęliśmy wulkana, bardzo dobrze.
11837:  No jest dobrze teraz, teraz jest lepsza sytuacja.
11843:  He, he, he.
11844:  Kur... Mówiłem wam.
11845:  W którymś momencie się odwraca szczęście.
11848:  Kiedy mamy wystarczająco dobre możliwości, bo to wszystko zależy od tego, że dostajecie na przykład takie widmo.
11854:  Niestety fajnie.
11855:  Ej, nie niszcz mi kółka!
11858:  Znaczy temperatury topnienia.
11860:  To jest moje wannabe kółko.
11861:  Jezus Maria, co tu się... Co tu się dzieje?!
11865:  Ile? !
11869:  Okej, trzeba jeszcze bardziej ulepszyć widma, żebyśmy mieli więcej artylerii.
11874:  Ale to jest OP, że to się regeneruje.
11876:  Uwielbiam jednostki regenerujące, to jest najlepsze rzecz, jaką wynaleziono kiedykolwiek.
11880:  Regeneracja i tarcze.
11883:  Wspaniałe.
11890:  Trzy takie czołgi.
11896:  To ma tarczę.
11898:  Bierzemy tajfuny z tarczą.
11902:  Daj mu tarczę ładną.
11905:  Dobrze.
11908:  Tak, chroń się, chroń się naszego hakera, który się całkiem sprawdził, powiem wam.
11916:  Dobrze, tu mieliśmy pływającą artylerię zrobić i tak zrobimy.
11923:  Za mało pieniędzy, mój panie!
11927:  Mmm... No niedobrze, niedobrze.
11932:  Natomiast sprawiedliwe jest to, że te jednostki atakują co innego gracza.
11936:  Jak działa przyspieszenie w tej grze?
11937:  Każdy gracz może przyspieszyć o jeden ten pasek?
11939:  Tak.
11939:  I wtedy, jeżeli wszyscy zadecydują, to leci.
11942:  W normalnym trybie sam decydujesz.
11946:  Co to za kilka przesunęło mi się?
11947:  8 godzin monitoringu to idealny usypiec, pisze Kajot.
11950:  To jest mechabellum.
11952:  Jak ludzie pouczyli mnie, oto battler.
11955:  Zakończ wdrożenie.
11958:  Wszystko wziąłem?
11959:  Wszystko wziąłem, dobrze.
11960:  No niestety nie udało się nam wszystkich awansować.
11963:  Taki ból.
11964:  Którego Supreme Commandera kupić?
11965:  Dwójeczkę.
11968:  Mmm.
11969:  A Forge Alliance coś mi się też kojarzy.
11971:  Nie wiem czy dwójeczka to nie jest po prostu dodatkiem Forge Alliance.
11974:  Nie, na pewno Supreme Commander 2.
11976:  Tego uwielbiam.
11980:  Dune Awakening.
11981:  Niemal grałem w uniwersum Duny.
11982:  Szczerze bym wolał, żeby to była strategia.
11984:  Mmm.
11986:  Zobaczymy.
11987:  Może będzie.
11990:  Bardzo jestem ciekaw, jak sobie poradzą nasze widma.
11994:  Tym razem.
11995:  O, ktoś sobie kupił zaporę przeciwpowietrzną.
11998:  Ładna.
12001:  Ale nic mu nie da.
12002:  Przejmij!
12004:  Przejmij!
12004:  Dzielny haker!
12006:  Bądź dzielnym hakerem!
12008:  Rozkazuję ci przejąć wszystkie jednostki!
12011:  Nasza twierdza ginie.
12014:  O, dobrze, przejmuj go, przejmuj, przejmuj!
12017:  Cholera jasna!
12020:  Jak tu sytuacja?
12021:  Ta flanka umarła.
12023:  Czyli generalnie nasze widma... Tak, widma OP.
12033:  Pew zakończył bitwę.
12034:  O, ktoś się zdenerwował.
12036:  Tylko nie to.
12038:  Tu niestety nie ma jeszcze Raven of Cynch misji, bo to jest alfa, wiesz.
