Krowi poziom — BEASTMEN livestream (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=hjdWJ1H_3BU

2:  Witam wszystkich na streamie.
13522:  Na dzisiejszych zajęciach będziemy czytać z kartki, ponieważ przez 40 lat nie nauczyłem się własnej dyscypliny naukowej.
13535:  I na tych zajęciach będziemy mówić o tym, o czym będziemy mówić na tych zajęciach.
13540:  Po czym jest egzamin i profesor wymaga, żeby student przyszedł.
13544:  i piękną polszczyzną w 15 minut z pamięci wszystko powiedział, co jest najważniejsze.
13550:  Na przykład jak jest egzamin ustny, nie?
13552:  Nie szanuję tego strasznie.
13557:  Więc dlatego gdybym miał problemy na przykład z wysławianiem się, to stanowczo bym wybrał inną ścieżkę kariery, o tak.
13570:  Jacek Bończyk to kudłaty ze Scooby-Doo, naprawdę?!
13573:  O Boże!
13575:  Widzę Blob, myślę Doom Rocket.
13576:  More Warpstone.
13577:  Ja też!
13579:  Ja też!
13580:  To jest... To jest ten moment, w którym w nas już siedzi wewnętrzny Skaven i nie chce wyjść.
13591:  Włączam się na dziś, dziękuję za wieczór, czacie Jarcymagu.
13593:  Ja też dziękuję, bardzo.
13595:  Czas dziś coś zacząć, jednak Malazańska, a Wegner potem.
13599:  O, jakie wspaniałe plany, bardzo je popieram.
13608:  AI zwariowało, z tego co widzę.
13612:  Nie do końca wie co robić, a to co robi nie jest zbyt mądre.
13616:  Nie żebym narzekał, wręcz przeciwnie.
13623:  My za kwadransik kończymy, jeszcze jakaś jedna, dwie bitwy spokojnie będą.
13630:  Jak skomentuję pięcioprocentową inflację, nie umiem komentować zjawisk ekonomicznych, nie znam się na tym kompletnie.
13639:  Jest to oczywiście niepokojące, ale nauczyłem się już traktować ekonomię jako coś, co jest całkowicie niezrozumiałe, z tego względu, że ilekroć coś usiłuję zrozumieć, tylekroć się okazuje, że jest jakiś mały wybieg i nagle ludzie mogą stosować się do zupełnie innych zasad niż te, o których się mówi, że na przykład funkcjonują, czyli
13659:  Patrz, wolny rynek i giełda, po czym nagle się okazuje, że jeżeli na giełdzie grają nie najbogatsi biznesmeni, tylko zwykli ludzie, jak było w przypadku chociażby GameStopu i tej afery, to nagle nie, nie ma wolnego rynku, ten rynek nie jest wolny, on jest wolny tylko wtedy, kiedy my zarabiamy, nie wtedy, kiedy wy zarabiacie, no.
13679:  Więc ja nie próbuję od tego czasu zrozumieć meandrów ekonomii współczesnej.
13683:  Poza tym, że jeśli ktoś nie jest mną i jest w rządzie, to najprawdopodobniej chce mnie okraść.
13689:  A to o podnoszeniu wypłat od polityków słyszałem i to, że jest to o 100% to jest faktycznie interesujący ruch.
13698:  Myślę, że ktoś już czuje, że wybory następne mogą się nie potoczyć zgodnie z myślą obozu rządzącego, więc standardowa taktyka, nachapać się.
13708:  Póki jeszcze można.
13714:  Spektakularna wygrana.
13718:  Numer jeden.
13721:  Potrzebujemy jeszcze takich paru.
13727:  Aura dyscypliny.
13731:  Odporność na magię na pewno się przyda jeszcze.
13736:  Nie mam już czego wybierać!
13738:  Nasz mag jest tak potężny!
13740:  Czy mamy jeszcze jakichś innych magów na Podorędziu?
13744:  Nie, a możemy mieć?
13746:  Tak!
13750:  Bardzo możemy mieć.
13755:  Szaman!
13759:  Pragnienie trunku, czy ja dobrze widzę?
13762:  Nie podobają mi się te cechy.
13765:  Zrobimy sobie mały trade farming, żeby zyskać jednak jakiegoś interesującego.
13772:  Spryt nie jest zły, ale nie jest też rewelacyjny.
13779:  Na pierwszym semestrze licencjatu pewna wykładoczyni czytała z kartki na każdym wykładzie i gruziła policję, jak dowiedziała się, że ktoś zrobił zdjęcie jej biednej prezentacji.
13786:  Co?
13787:  Halo, policja, proszę przyjechać na wykład.
13790:  Moje zajęcia są prawnie chronione.
13794:  Strasznie je to bawi zawsze.
13796:  To jest żenujące.
13797:  Należy na uczelni czy w szkole pracować tak, jakby ktoś miał nagrywać 24 na 7.
13802:  Czy czytałem książkę Gwiezdne wojny, a filozofia polityki?
13806:  Nie, ale dzięki za rekomendacje.
13810:  Czy są jakieś sprawdzone ćwiczenia, aby nauczyć się władania głosem?
13816:  Tak, jest parę.
13818:  Mogę na sam początek polecić to, co na kanale Na Gałęzi mówił prowadzący, czyli Marcin Łukański.
13825:  To znaczy próba...
13828:  rozćwiczenia się w taki idiotyczny sposób, mówienia bardzo wyraźnego, karykaturalnie, to jest przed samym mówieniem.
13837:  Natomiast oprócz tego trenowanie się, jeżeli chodzi o mówienie do audytorium.
13843:  Kilkanaście osób, kilkadziesiąt osób, kilka osób nie ma żadnego znaczenia.
13846:  Ważne, żeby było audytorium i żeby ono też grało rolę tego audytorium.
13851:  To już jest ważne, żeby przełamać się w mówieniu do ludzi, bo cała kwestia w rozćwiczeniu mówienia właśnie polega na tym, żebyśmy byli w stanie naturalnie przemawiać do dowolnej liczby słuchaczy.
13862:  I to już jest połowa sukcesu, moim zdaniem.
13865:  Natomiast nie bawiłbym się w takie cuda, jak na przykład, nie wiem, pakowanie sobie jak Demostenes kamieni do ust, bo jedyne, co może to zrobić, to wywołać obrzęk i rany.
13876:  Na pewno w niczym nie pomoże.
13880:  Natomiast ćwiczenia z emisji głosu jako takie też są często prowadzone, tylko że ja mam względem ćwiczeń z emisji głosu bardzo złe zdanie, bo akurat miałem je bardzo źle prowadzone, więc trzeba też trafić na kogoś, kto umie to zrobić sensownie.
13900:  Zamiast żeby, uświadomiłem sobie, zużywać nasze jednostki, które są prawdziwe, przywołajmy sobie jakąś.
13908:  Zniszczmy ten Rydvan na pewno.
13920:  Taurox się regeneruje czy nie?
13923:  Czemu się Taurox nie regeneruje?
13924:  To ciekawe.
13928:  O.
13929:  Byczek się regeneruje, a Taurox się nie regeneruje.
13932:  Co to się dzieje?!
13934:  Gorgon jest dostępny tylko w tym dodatku?
13936:  Tak.
13939:  Tylko w tym dodatku.
13946:  Nasz czarodziej robi z siebie kretyna.
13953:  Dobra, trzeba wszystkie Minotaury przekierować na tego maga, bo on nam nie da spokoju.
13966:  Raz się spytaliśmy prowadzącego, czy nie mógłby nam udostępnić prezentacji parę powiedzeń z wykładu, odmówił ze względu na prawa autorskie i polecał robić zdjęcia, żeby nieobecni nie dostali pliku.
13974:  To jest złośliwe i głupie.
13977:  Osobiście robię, za każdym razem udostępniam prezentacje, nie umarłem, a zasłanianie się prawami autorskimi jest świadectwem tego, że ktoś nie wie, jak działają prawa autorskie.
13986:  Bo to nie ma nic wspólnego z prawami autorskimi, ale to tak kompletnie nic wspólnego.
14008:  Okej.
14012:  Powinniśmy przy minimalnych stratach to wygrać.
14025:  Okej.
14030:  Jest.
14030:  Ja tak czytam, mojemu synowi faktycznie atencja wzrasta drastycznie.
14034:  Chodzi o wyraźne i wolne czytanie, tak?
14041:  Jakbym miał kiedyś do wyboru zostać ministrem edukacji lub kultury, to co bym wybrał?
14045:  Bycie tym, kim jestem cały czas.
14047:  Nie mam żadnych ambicji.
14049:  Ponad bycie na uczelni, uczenie studentów.
14052:  To jest to, gdzie można wbrew pozorom wpłynąć najbardziej, tylko że długofalowo na to, co się dzieje w kraju.
14064:  To jest kwestia tego, jak wielu ludzi się zainspiruje.
14068:  Jeżeli zainspiruje się kilkadziesiąt osób do tego, żeby myślały sensowniej, to per saldo można naprawdę zmienić więcej w świecie.
14079:  Tak myślę.
14083:  Czemu nie mamy możliwości już odnowienia tej zdolności?
14085:  Jaka przykra sprawa.
14086:  Skończyła się nam ona.
14088:  No nic.
14089:  Nic to.
14090:  Pozostaje nam dołączyć kolejnego z naszych chwackich... Minotaury z wielką bronią.
14099:  Minotaury z tarczami.
14100:  Minotaury z wielką bronią bez przerwy giną, więc są nam niepotrzebne.
14104:  Za to kolejny Magus jest nam bardzo potrzebny.
14109:  Pakowanie kamieni do ust kojarzy mi się z filmem The King's Speech, który został przetłumaczony na jak zostać królem, nawiasem mówiąc fatalnie.
14115:  Według mnie warto obejrzenia dramat o osobie uczącej się przemawiać pomimo jąkania.
14118:  Tak, znakomity absolutnie film.
14120:  Poruszający.
14121:  Świetny.
14124:  Tam były bardzo już brutalne metody radzenia sobie ze stresem, bo to jest najczęściej kwestia psychologiczna.
14131:  Oczywiście jest też kwestia taka, że no bardzo często niestety uczy się nas tego, że jeżeli przemawiamy, to mamy mieć jakąś kartkę, a ja zawsze zadaję wtedy podstawowe pytanie, przemawiasz dla siebie, żeby sobie zrobić dobrze, że pięknie, pięknie powiedziałeś, ślicznie, czy przemawiasz do ludzi?
14149:  Moim zdaniem lepiej mówić wolniej, zastanawiać się nad czymś, ale patrzeć komuś w oczy.
14161:  Nie wiem, który raz już to wznosimy, ale przy okazji, skoro już się zatrzymaliśmy, ulepszymy sobie naszą hordę.
14174:  Czy rozwinę temat praw autorskich?
14176:  Ciekawe to jest i ważne zagadnienie.
14178:  To jest temat na dłuższą wypowiedź zdecydowanie, ale chętnie to zrobię.
14183:  Tak, pokój.
14185:  Dobrze.
14186:  Szczury, pokój, radość.
14188:  Tak, tak!
14195:  U nas mówili na przekazywanie notatek, kradzież wartości intelektualnych, albo ja na to poświęciłem czas, of course, jedna prezentacja od 10 lat.
14203:  No, dokładnie.
14204:  Kiedy kolejny Mass Effect?
14205:  Myślę, że do tygodnia, dwóch max wrócimy, bo musiałem sobie zrobić chwilę odpoczynku.
14212:  O, to jest niezłe.
14215:  I wrócimy.
14218:  Dobra, to moi drodzy, ostatnia bitwa w takim razie w Hull Caldra i zrobimy sobie małe podsumowanie tego, co myślę o tym dodatku od strony Beastmenów, no bo on wiadomo był reklamowany tymi dwiema frakcjami, a przede wszystkim frakcją Beastmenów, nie oszukujmy się.
14237:  Ale już mogę wam powiedzieć wstępnie, że nie żałuję, że zacząłem zapoznawanie się z tym dodatkiem akurat od Toreka, który nawiasem mówiąc jest darmowym legendarnym lordem i można go pobrać bez żadnego problemu.
14248:  Nie trzeba mieć tego dodatku, żeby go pobrać.
14252:  No i zdecydowanie mi się lepiej nim grało.
14254:  Aczkolwiek, to powiedziawszy, stwierdzam, że z wszystkich frakcji chaosyckich zdecydowanie Beastmeni są w tym momencie najbardziej atrakcyjni.
14271:  Z przemawianiem mam podziw, pisze Phantores, dla wszystkich ludzi oprowadzających np.
14274:  podzamka, którzy są charyzmatyczni.
14277:  Mimo robienia tego po raz enty.
14279:  Absolutnie tak.
14285:  Nasze siły nie są dość potężne.
14290:  Potrzebujemy jeszcze jednego Saigora.
14295:  Okej.
14310:  Dobrze.
14312:  Magia w tej grze zdecydowanie wygląda najbardziej zachęcająco.
14326:  Grimgor i zielonoskórze a propos rozwałki.
14328:  To nie jest zły pomysł.
14337:  To nie jest zły pomysł, zwłaszcza, że będzie trzeba po krasnoludach coś zrobić.
14341:  Dzięki Pawle za trybut.
14342:  Już raz któryś namawia mnie, Paweł, do zrobienia vloga na temat opłaty reprograficznej i ma nadzieję, że się doczeka.
14348:  Ja też!
14353:  To, tak jak wspominałem, będzie raczej kwestia instruktażowa dla też ludzi, którzy piszą.
14361:  Należy jednak rzecz zrobić porządnie.
14366:  Już się bałem, że ten Saigor, który ginie, to jest Saigor... Ten, który ma nie ginąć!
14375:  Powiedział elokwentnie Krzysztof.
14377:  Potrzebujemy tutaj gigantycznego wybuchu.
14383:  I teraz flankujemy.
14386:  O tak, o tak.
14389:  Takie sytuacje chcę widzieć.
14393:  Gdy mówisz wykład enty raz, trzeba się naprawdę postarać, żeby przynieść ładunek emocjonalny, to prawda?
14399:  To prawda, potwierdzam.
14402:  Ja, szczerze wam powiem, mam tak, że ja mam kilka wykładów.
14407:  Wygłoszę.
14409:  to po tym wykładzie ja padam, po prostu legnę przed Netflixem momentalnie i ja nie jestem w stanie nic danego dnia zrobić, jeżeli rzeczywiście było ich parę, bo ja wychodzę z założenia, że podczas wykładu robi się show.
14420:  Jestem tak wyczerpany po tym psychicznie, ale równocześnie zachwycony,
14425:  I ja bym nie był w stanie wytrzymać tego, że któryś kolejny rok robię to samo.
14430:  Zawsze, oczywiście, że bazowo pewne rzeczy zostają, bo muszą, ponieważ sylabusy generalnie rzecz biorąc są niezmienne.
14437:  Zmiana sylabusu na uczelni wiąże się z dużymi problemami.
14440:  Często musi być przegłosowana na Senacie całej uczelni, a czasem tylko zaakceptowany przez dziekana.
14446:  Zależy od skali zmian.
14447:  Ale poza tym nikt nie powiedział, że nie można tego aktualizować.
14453:  I to jest właśnie coś, co ja zawsze robię.
14455:  W przypadku gier wideo jest to tym bardziej pożądane, że to jest aktualny temat, umówmy się.
14462:  Każdego roku coś się zmienia.
14465:  Zobaczymy, jak overcasting tego zakończy.
14470:  Oj!
14471:  Oj!
14473:  Lubię.
14475:  Piękna sprawa.
14478:  Zakończ bitwę.
14479:  Moi drodzy...
14482:  Kończymy na mocnym akcencie zdecydowanym zwycięstwie kampanii Jaszczuro Ludzi, aczkolwiek na samym początku było bardzo źle.
14489:  Od razu widzę, że najsilniejszą częścią tej frakcji, akurat Tauroxa, jest to, że możemy odnawiać ten nasz ruch, chociaż trzeba dobrze ogarnąć mechanikę, żeby zrozumieć, jak to wszystko działa.
14502:  Zniszcz i rusz naprzód.
14504:  Dobrze.
14505:  I to powiedziawszy, bardzo Wam dziękuję za dzisiaj.
14509:  Dziękuję Wam, że byliście ze mną po tej przerwie, którą mieliśmy, nieintencjonalnej, i że poznawaliśmy wspólnie rykie dziki i dzikie ryki Beastmenów.
14519:  Mam nadzieję, że ci z was, którzy jeszcze rozważali, czy ten dodatek jest wart zakupu, rozważą go tym bardziej, zwłaszcza, że wprowadza nam jeszcze jednego lorda jaszczur ludzi mianowicie i kto wie właśnie, czy też będziemy mu przyglądać w którejś kolejności.
14532:  Jutro o 18 wracamy do Toreka Ironbrow i będziemy rekrutować gigantyczną liczbę artylerii, roznosić w drabiezgi najprawdopodobniej właśnie twardzieli Grimgora.
14543:  pisanych przez F, bo pamiętajmy, że to jest uniwersum Warhammera.
14546:  Jutro stream o godzinie 18.
14548:  Trzymajcie się w takim razie.
14550:  Dziękuję serdecznie raz jeszcze za rozmowy, za gawędzenie, za wspieranie mnie na duchu tej trudnej, no nie ukrywajmy, tego kampanii.
14559:  I do następnego.
14560:  Trzymajcie się.
