Zamek Drakenhof w drugiej turze — ISABELLA & VLAD VON CARSTEIN Livestream
🔗 https://www.youtube.com/watch?v=kDWWzVNoauY

2:  Witam czaty!
9961:  Moi drodzy, moi drodzy.
9965:  Bo bez sensu nie dostajemy leveli dla naszej Yennefer z Wengerbergu, a tymczasem ona ich pilnie potrzebuje.
9976:  I tak samo potrzebuje ich nasz nekromanta, który jest całkowicie tymczasowo.
9987:  Okej, świetnie.
9989:  I plądrujemy.
9992:  Czy Creative Assembly zrobi Lord of the Rings Total War?
9996:  Trudno powiedzieć, dużo zależy od Tolkien Estate i Tolkien Estate niestety ma takie potworne i zaporowe ceny, że może nie być stać zwyczajnie Creative Assembly na to.
10009:  Tego się obawiam.
10012:  Tego się obawiam, moi drodzy.
10015:  Ale ja bym bardzo chciał, o jak ja bym tego bardzo chciał.
10018:  Bardzo, bardzo, bardzo, bardzo.
10021:  Wlad von Kasztan cały czas tutaj stoi, ale za to nie ma już w Grinstadt nikogo.
10030:  Dobrze.
10031:  Tutaj macie ładną rzecz związaną z lore.
10033:  Jest rzeka i wampiry nie mogą przez nią przekroczyć bez całkowitej utraty punktów.
10039:  Podoba mi się to, nie ukrywam.
10045:  Illusive Man niedawno ograł zakończenie Bioshock Infinite, zakończenie było cudne.
10049:  Ja, jak grałem w Bioshock Infinite, to jest końcówka gry, siedziałem w ten sposób.
10055:  Przez długi czas.
10057:  Znakomita rzecz.
10060:  Absolutnie znakomita.
10062:  Witamy, Tokio, witamy.
10063:  Okej.
10074:  Hej, zwróćcie mi, proszę, pieniądze za kupienie rzeczy na zajęcia.
10076:  Wbrew pozorom, Klaro, tak powinno być?
10078:  To znaczy, studenci nie powinni musieć nic kupować na zajęcia, skoro edukacja jest darmowa, nie?
10085:  Wódz Fisk z Kaweni.
10088:  Tak, tak!
10090:  Atakuje Olgię von Dracarczuk.
10094:  Która ma kolejny level, świetnie.
10098:  Czy mamy możliwość zrekrutowania... Nie.
10106:  Okej, weźmy go.
10110:  Bo nekromanci jeszcze zwiększają przychody, więc się opłacają naprawdę.
10119:  Na wszelki wypadek.
10122:  Nie wiem, jak tutaj jest z garnizonem.
10124:  Jest kiepsko z garnizonem, więc na wszelki wypadek sobie... ...dorekrutujmy.
10130:  Coś niecoś.
10132:  O!
10133:  O nie!
10137:  Generyczny... Generyczna rebelia wampirza.
10141:  Zapomniałem, że musi być... Tak, żeby była frakcja konkretna tutaj, musiałaby być tutaj spaczenie poniżej 96%, więc kompletnie się nam nie opłaca to.
10151:  Dobra, dobrze wiem, przypomniałem sobie to, bo nie w czasie.
10156:  Ale chyba nie oczekiwaliście, że ja będę wszystko pamiętał, prawda?
10159:  Na pewno tego nie oczekiwaliście.
10162:  Okej, zatem...
10168:  Znam drogę.
10192:  Okej, zrobimy tak.
10193:  Izabela jest już na tyle potężna, żeby chronić Eshen.
10198:  I w Eshen...
10203:  Podejrzewam, że może być atak ze strony, niestety, krasnoludów.
10209:  Bardzo tego nie chcemy.
10210:  Wejrzenie Nagasha, okej.
10213:  Mobilność, świetnie.
10215:  Jak tam z naszymi wampirami?
10217:  Możemy już iść tą linią, dobrze.
10221:  Dobrze, dobrze, dobrze.
10223:  Tutaj... Tutaj ta linia.
10229:  Pozostali magowie i jaka sytuacja.
10231:  Tutaj to samo robimy.
10235:  Część magów, krótko mówiąc, specjalizujemy w zaklęciach.
10238:  To ci, którzy rzucają lepsze z domeny cienia, a resztę w walce fizycznej.
10248:  Okej.
10252:  Zawsze można zagrać w zremasterowaną przez fanów Bitwę od Śródziemia?
10255:  Nawet nie wiedziałem, że była zremasterowana przez fanów.
10257:  Proszę, proszę.
10259:  Dobrze wiedzieć.
10262:  Tak, to wystarczy.
10271:  Są organy?
10273:  Są wampiry.
10277:  Tak właśnie jest.
10281:  Piękny temat.
10295:  Ptaki i owcy, uważaj!
10296:  Kto prosi o czerwony kieszenie?
10317:  Jest.
10318:  Co robimy dalej?
10319:  Władcy Gnijącej Choroby.
10320:  100% dla zombie utrzymanie.
10322:  Świetnie!
10322:  Znaczy, minus 100%.
10323:  Naprawimy ten Waldenhof, bo mnie drażni.
10333:  Dziś widziałem na Facebooku, pisze Falcon14, że ktoś policzył, ile Wokulski wydał pieniędzy na Izabelę przy dzisiejszym korsie złotówki.
10341:  Wyszło, że Stasiu wydał ponad 7 milionów złotych.
10345:  O Boże, jakaś tragedia absolutna.
10352:  Zasoby pamięci Krzysztofa są tak wielkie, jak chęci młodzieży do uczenia się chemii.
10359:  Nie zmyślasz.
10362:  Dobrze, Eshen, mury.
10364:  Bardzo potrzebujemy tutaj murów.
10367:  To jest prowincja, którą uwielbiają wszyscy najeżdżać, więc tak, absolutnie tak.
10373:  Yennefer ma kolejny, świetnie kolejny level, to mnie cieszy.
10378:  Cieszy mnie jeszcze bardziej to, że możemy cały czas bawić się w obleganie Fortu Oberstier i jeszcze do tego będziemy likwidowali rebelię tutaj co jakiś czas, więc będziemy mieli dwa razy więcej punktów doświadczenia, efektywnie
10393:  Nasza strategia będzie cały czas kontynuowana.
10397:  Ale już wiecie, co robić... Aaaa, kolejny wampir!
10400:  Wiecie już, co robić w momencie, w którym będziecie rozgrywać tę walkę wampiryczną.
10406:  Jakąkolwiek.
10407:  Jakąkolwiek kampanię w Sylwanii.
10409:  Którymkolwiek bohaterów, czyli albo Hermann Gorst, albo Manfred von Karsztein, albo von Karsztajnowie.
10416:  zasadzić się przy forcie Oberstier i nie zrobić tego błędu co ja, tzn.
10419:  za każdym razem wypowiadać konfederację i lenno, a potem dopiero atakować.
10432:  Dlaczego nie gram w młotka RPG?
10435:  Mógłbym grać w końcu Magiem Ognia, a też ludzie prowadzą sesje online.
10439:  Ja nie mam jakoś imersji w tradycyjnych RPGach.
10441:  Wiem, wiem to straszne, ale nie mam.
10444:  Nic na to nie poradzę.
10446:  Ja jestem człowiekiem pozbawionym wyobraźni, wiecie, zgłupiałem przez gry wideo i potrzebuję mieć wizualizację.
10461:  Jamnikowy piechór dawno nie oglądał czegoś równie dobrego i oczywiście teraz Krzysztof Biedny będzie musiał sprawdzić, o czym jamnikowy piechór mówi.
10471:  I Krzysztof nie wie, o czym jamnikowy piechór mówi.
10473:  Gromowładni czy cesarscy?
10475:  Oczywiście, że gromowładni.
10479:  Okej, teraz postaramy się zadziałać chytrze.
10483:  I skoro Waldenhoff cieszy się taką popularnością wśród krasnoludów,
10488:  To zasadzimy się tutaj.
10490:  Jak jest stu... nadwyżku... straciliśmy sporo.
10496:  Dziewięć turn na poziomu trzeciego.
10498:  Wielkie nieba.
10500:  Okej, potrzebujemy jakoś sobie z tym fantem poradzić.
10510:  Jak jest z nekromantami?
10511:  Już nie możemy ich rekrutować, ale akurat nekromantów się zwiększa tym budynkiem, więc będziemy ich mieć sporo.
10517:  I Yennefer rusza do ataku.
10529:  O finale Arkane było mówione.
10530:  Hephaestion na bez schematu mamy godzinną dyskusję na ten temat, więc polecam ci, było dodawane na...
10538:  I w karcie społeczności, i w nowościach na Discordzie.
10541:  Ja zacieśniam współpracę bez schematu coraz bardziej i na pewno się będziecie mogli spodziewać takich dłuższych materiałów o popkulturze właśnie tam.
10554:  Dobrze, dobrze, dobrze.
10559:  I teraz, jeżeli już mamy jedną postać, której jesteśmy kontenci, tak, bo już jest ten bonus, no to robimy najprostszą rzecz w świecie, prawda?
10568:  To znaczy wybieramy sobie następnego bohatera do levelowania, prawda?
10576:  Właśnie tak robimy.
10579:  I tyle.
10582:  Okej, tu potrzebujemy wzrostu i tutaj z kolei potrzebujemy więcej armii i oprócz tego szkielet.
10593:  Dobra.
10595:  Myślę, że czas jest też, żeby Manfred von Kahnstein się zabiawił troszeczkę z ludzkim mięsem.
10602:  Co sądzę o dramie z dziadami, istotę żyjąca zrobiłem na ten temat shorta, więc adresowałem problem.
10609:  I chyba powiedziałem wszystko, co chciałem.
10617:  Czy kojarzę może kanał Vivzi Pop i serial animowany Helluva Boss?
10622:  Nie, nie kojarzę od jednego słowa, niestety.
10626:  Wielka szkoda, że arcymagos nie da wyobraźni, to prawda, wielka szkoda.
10632:  Czy mogę poprosić o przedstawienie lore danej frakcji?
10635:  No myślałem, że nie poprosicie już.
10638:  Stara jest następująca.
10640:  Mianowicie Sylvania kiedyś była piękną, zieloną od silva, silve po łacinie, czyli drzewo, las, tak?
10650:  Provincio Imperium.
10651:  Było tu pięknie, ślicznie, wprawdzie lekko bagniście, ale wciąż.
10655:  Przyroda.
10657:  I w pewnym momencie zaczęły się dziać niedobre rzeczy.
10660:  Konkretnie te niedobre rzeczy zaczęły się dziać na dworze von Karsteinów, którzy zaczęli eksperymenty, jak to bywa, nekromantyczne, czarnomagiczne, i zaczęli znikać ludzie.
10670:  Imperatorowi Altdorfu, czyli w stolicy imperium, nie podobało się to, ponieważ przychodziły do niego zastępy inkwizytorów, którzy mówili, panie, źle się dzieje.
10681:  Ale imperator Altdorfu reagował mniej więcej tak samo, jak władze wielu polskich uczelni i szkół, a także ministerstwo na wybuch pandemii, to znaczy ignorował zagrożenie w Sylwanii, ignorował to, że tutaj wszystko się spaczało.
10693:  że Rud von Karnsteinów naprawdę robił dziwne rzeczy i że z zamku Drakenhof dochodziły wszystkich jęki, bestialskie ryki i wszyscy się generalnie tym niepokoili i zaczęli uciekać w stronę przede wszystkim Hochlandu, Solandu, Sterlandu i wszystkich okolicznych Talabalklandu i wszystkich okolicznych prowincji imperialnych.
10713:  Na końcu się okazało, że Ludwomir Karstein był tak potężny, że pomaszerował na Altdorf armiami i prawie zdołał stolicy zdobyć, więc tak, taka jest konsekwencja dzietpania o containment jakiejś zarazy, która się tam gdzieś tworzy.
10730:  I trzymajcie nie tylko opowieść z Lord Warhammera, ale i z morałem!
10737:  Hochland to taki ser, tak, tak!
10745:  Krzysztof, dlaczego rehoczesz?
10747:  Przecież atakuje cię potężny krasnolud.
10750:  Rehoczesz z tego względu, że ten potężny krasnolud da Izabeli von Karsztajn bardzo istotną cechę.
10757:  Atak w zwarciu, odporność na magię i odporność na ostrzał.
10763:  Skaweni się nam tutaj.
10766:  Skaweni się to jest taki ładny...
10770:  Co?
10770:  Kto nas atakuje?
10772:  Dlaczego wąpierze nas atakują?
10774:  My jesteśmy razem!
10780:  Informacje ze świata od Falcona 14.
10784:  Wyspy Barbados wypowiedziały ostatecznie posłuszeństwo Elżbiecie II.
10788:  Spiffing Brit będzie niepocieszony.
10795:  Okej.
10799:  Dobrze.
10801:  Okej.
10802:  Raz, dwa, trzy.
10803:  Pięknie.
10806:  I atakujemy radośnie.
10807:  O tak.
10809:  Everything dies.
10812:  Anything goes, everything dies.
10818:  Czy Skaveni są Holendrami Świata Młotka?
10820:  Troszeczkę tak.
10822:  W ogóle wiecie dlaczego Holendrzy mają taką obsesję na punkcie sera historycznie?
10828:  Wszystko brało się z tego, że mieli... takie, a nie inne warunki geograficzne, które sprawiały, że musieli sobie znaleźć taki towar handlowy, który będzie długo w stanie wytrzymywać w składach.
10841:  No i już ser.
10842:  Proste.
10846:  W ogóle najbardziej mnie zniszczyło to, że nazwę sera, którą wszyscy czytają Gouda, czyta się Aouda.
10854:  Już widzę, jak pójdę do spożywczaka i poproszę...
10858:  Proszę, hałdę.
10860:  Przepraszam, co?
10870:  Ok.
10872:  Tego się nie spodziewałem kompletnie.
10874:  Kompletnie się tego nie spodziewałem.
10880:  Ok.
10882:  To jest dziwne.
10886:  Ok.
10889:  Na wszelki wypadek.
10893:  Aaa, bo myśmy przecież wymienili bohatera.
10897:  Dlatego.
10899:  Okej, dobrze.
10900:  Eshen.
10902:  Tutaj jaka sytuacja?
10903:  My jesteśmy oblegani.
10905:  Oj.
10916:  Rzekłbym, że poszło łatwo.
10920:  A, bo w holenderskim jest jeszcze to jako H. No to widzicie, wyjaśniliście mi wszystko.
10924:  Okej, raz i... dwa.
10929:  Dobrze.
10930:  Tymczasem Eshen.
10932:  Dobrze, może wznieść.
10933:  Świetnie.
10936:  Świetnie, bardzo dobrze.
10938:  Ja... uuuu!
10939:  Kolejny wąpierz spryt.
10941:  Bierzemy.
10944:  Albo nie.
10945:  Tutaj pójdziemy w pełną linię magiczną.
10950:  Słyszałem w ogóle, jak Kolenderski jest podobny do Dymieńskiego.
10952:  No jest podobny.
10953:  Ja w ogóle śledzę Lowko cały czas, od lat, lat całych, więc nasłuchamy się Kolenderskiego trochę, bo sypał czasami różnymi przykładami.
10961:  Marcel poleca materiały Referee, narratora o Lowu, o Hammera Fantasy, o Zobiecikowi w Wampirach właśnie.
10967:  Możliwe, że to oglądałem.
10971:  Co z motywem choroby Izabeli, przybyciem rodu von Karsztajn?
10973:  Wymagacie zbyt wiele od mojej pamięci.
10979:  Zdecydowanie zbyt wiele.
10980:  Dobrze.
10981:  Czy możemy skrzesić?
10983:  Nie, nie możemy skrzesić.
10984:  To niedobrze.
10985:  To bardzo niedobrze.
10989:  Jak tam pon... Vlad?
10993:  Niech się dalej zasadza w zasadce.
10995:  Tak, tak właśnie.
10997:  Izabela także.
10999:  Nie ulepszamy zasady.
11001:  Krzysztof poszedł, boostera dostał, auwe.
11004:  Euro Business, och, to była wspaniała gra.
11011:  Jeden po drugim, jeden po drugim.
11019:  32 cokoła czarnej magii?
11022:  To jest...
11036:  Jak sobie radzę z sekcją komentarzy pod odcinkami dla każdego coś przykrywych skalą?
11050:  Staram się odpowiadać na wszystkie, ale już powoli się nie da.
11054:  Już powoli się nie da, więc odpowiadam na te, które się nie powtarzają najczęściej.
11058:  Ale jakieś 75% udaje mi się odpowiedzieć.
11066:  No pokażę swoje umiejętności strategiczne, spokojnie, tylko niech te wampiry będą wreszcie, niech się namnożą.
11072:  Jak mam pokazywać swoje umiejętności strategiczne, to się wpierw muszę odwodnić.
11076:  Posłuchajcie cudownego uderzania w bongosy w wykonaniu elfów.
11098:  Dzięki za uwagę!
11190:  Przyznajcie się, że zachwycają was bągosy elfie.
11196:  Bąk, bąk!
11197:  Go to horny jail!
11198:  Bąk, bąk!
11201:  Tak, tak właśnie.
11203:  Czemu się pojawiły żabcie na czatach?
11206:  Gdzie Krzysztof poszedł?
11207:  Krzysztof zaraz przybędzie.
11211:  Walczymy.
11215:  Walczymy.
11215:  Absolutnie tak.
11217:  Tomeks najedzony, Tomeks szczęśliwy?
11219:  Och, zazdroszczę.
11220:  Oczywiście, że zajamnicza cię czaty.
11222:  Naturalnie, że zajamnicza cię czaty.
11223:  Skąd pomysł, żeby nie zajamniczać czatów?
11225:  Mam projekt przy Lisze Basiach, w którym mam przeprowadzić zajęcia z dogoterapii, na jako temat wybrałem zachęcanie dzieci do nauki języków obcych.
11231:  Czy dobrym porównaniem będzie szukanie w internecie informacji po polsku, tak jak szukanie drzew w parku, a szukanie po angielsku, tak jak szukanie drzew w lesie?
11240:  No... W sumie... W sumie tak.
11245:  To jest dobre powiedzenie.
11246:  Jeszcze to jest takie powiedzenie... przynosić drewno do lasu.
11252:  Dobra, teraz tak.
11254:  Teraz tak.
11257:  Bo w tym momencie zaczniemy mieć obrażenia i tego bardzo nie chcemy.
11263:  A zatem jest jeden sposób na to.
11266:  To znaczy nasze... Co tu się dzieje?
11271:  Nasze jednostki, które tutaj przychodzą, musimy ukryć.
11275:  Absolutnie.
11275:  I one nie mogą zostać odkryte.
11278:  Bo te jednostki sprawią, że nie będziemy tracić dyscypliny.
11282:  I będziemy w stanie praktycznie w nieskończoność atakować drajkę.
11285:  To, co mnie najbardziej martwi tutaj, i tak naprawdę najbardziej, to są drzewce.
11292:  Obawiam się, że możemy nie mieć wystarczającej liczby wiatrów magii, żeby je zgładzić.
11308:  Niech mnie... Dobra.
11311:  Zasada jest taka.
11312:  Musimy... odizolować maksymalnie dużo jednostek.
11318:  W ogóle co się dzieje?
11319:  Dlaczego zostały nam umiejętności?
11324:  Głupie zombiaki!
11325:  Schować się!
11326:  Natychmiast!
11329:  Dobra.
11335:  Mamy tylko, tylko raz możemy użyć tej zdolności, to jest bardzo niedobra rzecz.
11341:  To będzie, to będzie bitwa a'la Legend of Total War.
11344:  Dobrze, chcecie umiejętności strategicznych, nie ma problemu.
11346:  Nie ma problemu, będzie, będzie ekstremalnie nudne, uprzedzam tylko.
11352:  Okej, teraz tak.
11355:  Drzewce.
11363:  Okej.
11367:  Mamy nie... niestety nie mamy magii tutaj dobrej.
11369:  To jest coś, co nie martwi.
11370:  Czy moc wiatru magii zwiększa się poprzez grochówkę?
11372:  Chciałbym.
11373:  Żarłbym wtedy nieustannie.
11381:  Okej, teraz tak.
11382:  Trzeba byłoby odizolować jakoś.
11388:  Co to jest?
11389:  Wielkie pająki.
11390:  Dobra.
11391:  Spróbujemy zniszczyć...
11393:  O, o, o!
11394:  Tego bohatera!
11395:  Świetnie!
11406:  Jak to się dzieje, że zadane nam są takie straty w powietrzu?
11410:  Cóż to się stało?
11410:  Tak!
11411:  Szybko!
11411:  Szybko!
11411:  Szybko!
11411:  Zrobię to!
11433:  To nie był dobry pomysł.
11446:  To nie był dobry pomysł.
11446:  Absolutnie to nie był dobry pomysł.
11448:  Okej, okej, okej, okej, okej, okej, okej.
11454:  Uciekamy.
11459:  23 sekundy do leczenia.
11476:  Dobranoc, Muchen Muchen, dobranoc!
11477:  Eee, niedobra sytuacja, niedobra sytuacja.
11484:  Dobra, część wampirów już uleciała.
11487:  Świetnie.
11491:  Jeszcze jeden potrzebujemy.
11493:  O, nie, nie, nie, nie.
11500:  Ale gniemy!
11502:  Dobra, trzeba się wycofać, obawiam się.
11506:  Chyba ten najświeższy wampir nas za bardzo oberwał, tak.
11509:  Niedobrze, niedobrze.
11516:  Tak, wycięta w piny jednostka.
11520:  Na pocieszenie i tak nie żyją, to prawda, ale wampiry są dla nas bardzo cenne.
11525:  Drajka jest przesilna.
11530:  My love needs me, jakie ładne.
11534:  Musimy mieć silniejsze... żeby być w stanie pokonać taką armię, musimy mieć full stack.
11544:  Jak grze działa wampirzy pocałunek?
11546:  Zbieramy wampirzy pocałunki po to, żeby odblokowywać poszczególne rody.
11552:  Ludzie, którzy zapowiadają o Colloquium o 17 na następny dzień powinny się palić.
11555:  Dziękuję, pisze Samuel.
11556:  To prawda, to jest mocno nieuczciwe.
11558:  Bardzo mnie to martwi.
11561:  Bardzo mnie to martwi, to, co tutaj widzę.
