Nie ma ognia bez maga ognia — BALTHASAR GELT Livestream #2
🔗 https://www.youtube.com/watch?v=M4K_9rqOrJc

2:  Witajcie w świecie Warhammera!
10484:  To jest słowo, którego... To jest zdanie, które chciałem wypowiedzieć, ale jak wiecie już dzisiaj, mam problemy z wypowiadaniem zdań.
10495:  mogłem efektywniej użyć tych zakręć.
10498:  Tutaj nacierają już poważniejsze jednostki, widzę, więc wiecie co, weźmy Baltazara Gelta tutaj.
10505:  Jak trafisz na listę na Spotify, wystarczy, że wpiszesz Krzysztof M. Maj na Spotify'u, ja mam publiczną listę na Spotify'u jedną.
10509:  Przy okazji na Spotify'u też już wgrywam powolutku archiwalne odcinki dla każdego coś przykrego, więc jak lubicie słuchać podcastów, to można.
10522:  Czy czytałem Future od twórcy metra?
10524:  Nie.
10525:  Czy mógłbym przybliżyć lore maskotki drużyny w naszej magii?
10530:  Drużyny w naszej armii, Jezus Maria.
10533:  Moim zdaniem to jest najgorszy lore magii, to znaczy Burstynowa Włócznie zadaje średnie obrażenia, najlepsze zaklęcie przywołuje Manticorę.
10543:  I tyle w zasadzie mam do powiedzenia na temat tego, co tu się dzieje.
10547:  Dobra, Geld, Geld, Geld, Geld, Geld, uciekaj, uciekaj, bo to są niebezpieczne jednostki, one cię ranią.
10557:  Więc musisz zranić je pierwszy, taka jest naczelna zasada.
10560:  Ranienia.
10563:  Nie wiedziałem, że są Wyścigi Jamników, wiedziałem, że są, jest Marsz Jamników w Krakowie, oczywiście, że ogrywam Assassin's Creed Odyssey, jest wspaniały.
10575:  Najgorzej.
10576:  Biedronka na mnie usiadła.
10577:  Jakim cudem ona tu jest, skoro mam Moskitierę?
10580:  Dobra, teraz musimy się skupić, bo ciężka walka przed nami.
10586:  Najgorsze jednostki, jakie mogą być.
10588:  Musimy mieć odpowiednio dużo magii na sieć Amentoka, bo to jest coś, co... To jest coś, co nas uratuje.
10595:  I musimy rozproszyć również naszych muszkieterów maksymalnie.
10601:  Myślę, że ten oddział potrzebujemy mieć bliżej.
10607:  Jak się zastanawiacie, dlaczego rozwijam ich w tyralierę muszkieterów, to jest dlatego, że jak walczą z przeciwnikiem typu potwór, to wtedy jest łatwiej.
10616:  Odrobinkę.
10619:  Dobra.
10621:  Czarni rycerze, oni muszą zginąć natychmiast.
10627:  Chyba to jest moment, w którym użyjemy darmowej sieci Amun-Toka, tak.
10632:  Albo nie, albo nie.
10633:  Nie, nie, nie, zrobimy tego.
10635:  Muszkieterzy sobie poradzą.
10637:  Ubrana frakcja Supreme Commander.
10641:  Cybranie.
10644:  Sam się zdziwiłem, że pamiętam.
10650:  Okej, mam nadzieję, że strzelasz... Dobrze, dobrze!
10654:  Ślicznie!
10659:  Okej, potrzebujemy...
10666:  Gdzie jest najwięcej latających jednostek?
10669:  Wszędzie!
10675:  Dobra, dobra, złapani.
10680:  Wielki chaos.
10685:  Wielki chaos jest.
10687:  Vargaisty prawie dorwały naszego maga.
10692:  Mamy jeszcze jedną sieć Amentoka.
10698:  Cybranie w Supreme Commanderze byli po prostu niesamowici.
10701:  Te pająki, które kroczyły dumnie po mapie.
10709:  Tarcze, które odbijały pociski.
10711:  Niesamowite rzeczy po prostu.
10713:  Wspaniała sprawa.
10714:  Hannes skleja właśnie modele do Warhammera 40 i akurat Steam jak wklei idealnie.
10717:  Hannes, pochwal się modelami, jak je zrobisz na naszym Discordzie.
10720:  Holistyczna Agencja Skapistyczna.
10722:  Zapraszam.
10723:  Tam wspaniałe rzeczy się dzieją, naprawdę.
10726:  Następna nazwa dla następnego maga rany i uległ.
10733:  Iluminaci byli super w Supreme Commanderze.
10735:  To prawda, byli fajni.
10737:  Też mieli bardzo dobre tarcze.
10740:  Okej.
10741:  No to, moi drodzy, trzy armie pokonaliśmy.
10743:  Czy będę grał w Far Cry'a 6?
10744:  Tam jest ja mniej jako towarzysz.
10747:  Jest to jedyna rzecz, która mogłaby mnie zachęcić do zagrania w Far Cry'a.
10754:  Rozwala mnie to wciąż Bigomeza, że istnieje coś takie jak pszczołojamnik, naprawdę mnie to rozwala.
10762:  O, Paweł pisze, że świadomego snu nauczył się sam, nie wiedząc, że coś takiego istnieje.
10765:  Nie działa on tak doskonale jak wyuczone i tak daje niesamowity wypoczynek w nocy.
10769:  To jest prawda, mi się czasem tak uda, zwłaszcza z powrotem do świata albo z kontynuowaniem historii, którą miałem poprzedniej nocy, to jest super.
10776:  Przepiękne wrażenie.
10786:  Statki z nóżkami najlepsze, no Cybraniem i fantastyczne statki z nóżkami dla tych z was, którzy nie grali w Supreme Commandera.
10792:  Statki literalnie wychodziły na plażę.
10797:  Najgorsze lądowanie w Normandii ever dla przeciwnika.
10802:  Okej.
10803:  Dalej rozwijamy Wielką Kuźnię.
10807:  Za parę tur już powinniśmy mieć następną Dumę Imperatora.
10811:  Nie wiem ile.
10812:  To jest głupia rzecz, że nie można tego sprawdzić w momencie, w którym wszystkie jednostki są.
10817:  Trzy tury, trzy tury!
10819:  Ach, wspaniale!
10820:  A tu przy okazji jest ta rzecz, o której mówiliście na czatach, Rycerze Morra.
10823:  W ogóle generalnie rzecz biorąc, ta kawaleria jest beznadziejna.
10826:  Legend to tłumaczył słusznie, moim zdaniem.
10828:  Każda kawaleria poniżej prędkości 70 nie ma sensu w tej grze.
10837:  Czy myślamy o jakimś wspólnym graniu z widzami, coś pokroju cywilizacji lub Total War?
10841:  Jeśli już kiedykolwiek coś takiego zrobimy, to raczej na Discordzie.
10846:  Jeśli kiedykolwiek, bo... Zastanawiam się teraz tak, czy... Wiecie, nie możemy stracić tego zamku, absolutnie, więc zdławmy tę rebelię wpierw.
10859:  No, była dość potężna.
10861:  I...
10863:  I wróćmy od razu do Eschen i w następnej turze opanujemy Waldenfolf, potem Essen i Nagenhof.
10873:  Dobra.
10875:  Czy tutaj coś możemy zrobić?
10876:  Tak, zwiększmy sobie wartość dla murów, to będzie dobry pomysł, myślę.
10884:  Napal mi już pożogów.
10885:  Pięknie.
10886:  Obiecuję, Nadia.
10887:  Będzie następny mag ognia.
10888:  Tak będzie.
10889:  Na razie mamy nazwanego jednego maga ognia, który dostaje teraz imperialnego pegaza i staje się przerażający.
10897:  Nie mamy imienia dla świetlistego czarodzieja.
10901:  Więc to jest jedna rzecz.
10902:  To jest dość dobry buff.
10903:  To zaklęcie.
10905:  Atak w zwarciu i prędkość.
10906:  Niezłe.
10907:  Jak na buffa.
10910:  Zaklęć buffujących rzadko używam.
10915:  Okej, to się przyda.
10917:  Lupiomag Słońca, ja wam dam Lupiomaga Słońca.
10920:  Oczywiście, że Command & Conquer, Tiberium Wars, Kusat, najlepsza, jedna z najlepszych strategii z tamtych lat i jej to wydało, w ogóle nie do wiary, absolutnie.
10929:  Wspaniała rzecz, wspaniała.
10933:  i uwielbiałem frakcję Nod.
10935:  Pro tip.
10936:  Frakcja Nod, w dodatku Canes RAF, ma możliwość rekrutowania czołgów, które mają z kolei możliwość okopania się.
10946:  Fun fact.
10947:  Czołgi się naprawiają przy fabrykach.
10949:  Już wiecie, do czego zmierzam.
10950:  Idealna linia Marginota złożona z fabryk, przy których mamy czołgi w czołgach, czyli bunkrach, okopanych.
10957:  Mamy jednostki.
10957:  Moja idealna, idealny układ to były wyrzutnie płynnego Tiberium i dwóch z wyrzutniami rakiet.
10964:  Nie do przejścia absolutnie.
10966:  Płomień von Junglingen.
10968:  To jest ładne.
10969:  To jest ładne.
10974:  To jest ładne.
10977:  A żeby pogodzić dwie propozycje na czatach, zrobimy Lupia von Jungingen.
10985:  Pasuje mi jakoś do światła.
10990:  Zrobimy Lumingen, o, to będzie jeszcze bardziej, od Lumine.
10995:  Luminus te... że mówię?
10997:  Chyba światło z tego... nie, Lumen Luminis, przepraszam.
11000:  Lumen Luminis.
11004:  Okej, przyda się i następna tura.
11011:  W StarCrafta 2?
11012:  Czy ktoś gra?
11013:  Ja gram w StarCrafta 2, cały jakiś czas.
11015:  Lubię grać w ten tryb... Jak on się nazywa?
11019:  Ten tryb Archonta.
11020:  On został jakoś nazwany, chytrze.
11023:  Tam, gdzie się ma dowódców.
11024:  Uuu, Canfred von Marstein nas atakuje.
11028:  Rozkminę kawaleryjską.
11031:  To nie jest kawaleria do wojny podjazdowej ani manewrowej, tylko do wbijania się w plecy wroga i masakrowania go, a la RedVanę.
11036:  Od szybkiej, mobilnej walki są rajtarzy i kirajsjerzy.
11038:  A to prawda akurat, to prawda.
11042:  Wracając do Herberta.
11043:  Poniedziałek magazyny puste i jednostką obiegową stał się szczur.
11046:  Jak to pasuje do skawianów.
11047:  A to pra, to coś w tym jest.
11049:  Mały Rumek pisze z kolei.
11051:  Zawsze lubiłem tworzyć własne światy sam dla siebie, a moja twórczość spowodowała powrót do tego hobby.
11056:  A, moja twórczość, do tego hobby, za co bardzo dziękuję.
11058:  To się strasznie cieszę, bo w ogóle światotwórstwo to jest, wiecie, rzecz bardzo mocno w cenie dzisiaj.
11064:  Nie jest rzeczą przypadku, że najlepiej prosperujące w ogóle narracje fantastyczne to są właśnie... Co jest, głupi tłustobrody krasnalu?!
11086:  Przecież co ja mam zrobić, zatańczyć na monocyklu? !
11097:  Nie znoszę krasnoludów.
11102:  Dobra, damy im wszystko, co mamy.
11105:  Bo nie możemy mieć... Dobra, nie możemy mieć takiej sytuacji, żeby kara za karak z nas zaatakowało, będziemy mieć przerąbane.
11114:  Starcraft 1 czy Starcraft 2?
11115:  Starcraft 2.
11115:  Z uwagi na fabułę.
11118:  Poleciłem encyklopedię Dune'a i rzeczywiście warto przeczytać.
11120:  Dzięki.
11121:  Fajnie, kadłub coś się przydaje.
11123:  Mnie to uratowało życie, bo ja oczywiście... Myślicie, że ja pamiętałem cokolwiek z Dune'y Franka Herberta, które przeczytałem 10 lat temu?
11129:  Więc oczywiście przeczytałem sobie skronik Dune'y, trochę o sardałkarach, trochę o czerwiach i ich biologii, trochę o samym rodzie atrydów i tak dalej, i tak dalej.
11137:  Bardzo to pomogło.
11138:  Czy będzie ograny Baldur's Gate?
11139:  Tak, będzie!
11140:  Baldur's Gate 3, w momencie jak wchodzi, nie tam żadne alfy, tylko w momencie jak to będzie grywalna, porządna gra, to będzie ogrywana na streamach.
11149:  Czy będę rekrutować kirasjerów z granatnikami?
11151:  To jest jedyna dobra jednostka kirasjerów.
11153:  Może, może do ochrony Fortu Sol, bo Fort Sol w momencie, w którym zaatakuje nas, a zaatakuje prędzej czy później, albo Skaveni, którzy już się tutaj czają, albo Grimgor, Fort Sol będzie obelegany co 5 sekund.
11172:  Wiecie co?
11176:  Czas zacząć upokarzać przeciwnika.
11182:  Okej.
11188:  Nie no, EA, o których piszecie na chatach, EA czy Ubisoft i tak dalej, oni dawno przesadzili, jeżeli chodzi o wyzyskiwanie mikrotransakcji i tak dalej.
11199:  Ten tryb Archonda w StarCraftzie został nazwany trybem Archonda.
11202:  Naprawdę?
11202:  Okej.
11204:  Cieszy się Inzer, że wypowiedzi moje są inspirujące na szkolnictwa.
11207:  Zastanawiam się jednak, jak brak kontroli wiedzy ma się do matematyki, która do progresu wymaga dobrego opanowania znanej wiedzy.
11213:  No to mogę przywołać tylko przykład mojej mamy i mojego dziadka, obydwa je uczyli.
11218:  Mama dalej uczy.
11219:  Boże, mamo.
11222:  na AGH między innymi właśnie matematyki, mechaniki i uczyli i uczą w taki sposób, że pozwalają wyprowadzać wszystkie wzory.
11230:  Jasne, pewnych podstaw z matematyki trzeba się nauczyć, ale szczerze, jeżeli ktoś umie liczyć i umie sobie radzić z trudnymi problemami i korzysta z tabelki, która pokazuje mu wzory skróconego mnożenia, albo korzysta z tabliczki mnożenia, a nie ma jej zmemoryzowanej, to co się dzieje?
11248:  Wszystko jest w porządku, moim zdaniem, tak myślę.
11253:  Jak lubię dwójkę, tak fabułę jedynki.
11255:  Ja z fabuły z jedynki tylko Brood War.
11257:  Reszta mnie...
11260:  Krzysztof, pisze Tarael, Thorgrim, daj sojusz.
11264:  Olso, Krzysztof, ty głupi, tłustobrody krasnalu, czemu nie dajesz sojuszu, a Thorgrim pióro w dzienniczku robi skrop, skrop, skrop, tak?
11270:  Dla tych z was, którzy nie czają odniesienia, Thorgrim, Strażnik Uraz, ma wielką księgę uraz, Damnas Kron, w której zapis... Damnas Kran, nigdy nie pamiętam tego drugiego słowa, w którym zapisuje wszystkie urazy.
11283:  Jest taka...
11284:  Epicka scena, w której Thorgrim, strażnik uraz, okłada księgą Quick Headtaker'a, czyli Quicka... nie wiem, jak to powiedzieć ładniej po polsku, bo to jest cudowna gra słów, wyliczając mu wszystkie urazy, których się dopuścił, a następnie go zabija.
11303:  Na którym kanale na Discordzie najlepiej postawać figurki?
11305:  Holistyczna twórczość, tam, gdzie jest wasza twórczość.
11308:  Witam ponownie, pochwalę się ponownie, pisze Bartek, bo czemu nie?
11311:  Byłem dzisiaj na Dune, jestem bardzo z siebie zadowolony i czekam najwięcej.
11314:  Idzie drugi raz.
11314:  Absolutnie.
11317:  Czuję się głupi patrząc na to wszystko i nie ogarniając absolutnie niczego.
11319:  Czemu Skyler?
11321:  Mogę więcej wam tłumaczyć tego, co się dzieje, ale generalnie rzecz biorąc myślę, że ten film, którego się tak strasznie migam, jest nieunikniony.
11331:  Dobra.
11342:  To jest ostatni raz jak robię auto-resolve, bo gra niestety liczy zawsze, że bohaterowie oberwą, a oni wcale nie obrywają i to jest niegodne i skandaliczne.
11357:  Tu już przestajemy rekrutować cokolwiek.
11359:  Dobrze.
11360:  Mag ognia.
11360:  Dlaczego potrzebuję mag ognia jeszcze?
11362:  Przyszywające pociski ognia to jest bardzo dobre zaklęcie na niszczenie opancerzonych jednostek, bo burza ognia działa raczej na piechotę.
11370:  Tu jest stream z Solsów.
11373:  Patience, my master.
11375:  If patience is truly your master, be patient.
11379:  Będzie, będzie.
11381:  Kiedyś.
11383:  Jak się nauczę wreszcie?
11387:  Najważniejsze w matematyce, pisze Fear the Quiet, to umieć wykorzystywać wzory, definicje i twierdzenia.
11392:  Uczenie się ich na pamięć jest bez sensu, bo tak czy siak prędzej się jej zapóźni.
11395:  Dla mnie nie zawsze rozwalała, jak właśnie mama mi pokazywała, mama mnie nauczyła matematyki, nie tam żadna szkoła, pokazała mi, że właśnie wzory skróconego mnożenia układają się w taką ładną piramidkę Newtona bodajże, jeśli pamięć nie myli.
11412:  Ale poprawcie mnie, jeśli bzdurzę.
11414:  I nagle się okazało, że to wszystko jest logiczne, że te cyferki tak ładnie podskakują, im niżej się idzie, im bardziej idziemy w dół piramidy, tym wyższe są wartości cyfr.
11425:  I nagle to się okazało oczywiste.
11427:  Jak patrzyłem na te wzory w izolacji, to kompletnie nic nie rozumiałem.
11431:  Pascala, dziękuję.
11432:  Oczywiście, że trójkąt Pascala.
11434:  Naturalnie, że mi się coś pomyliło.
11435:  Dobrze, że mnie pilnujecie.
11436:  Dzięki, Tomeks.
11441:  Kwik głowozbieracz.
11443:  No, Kwik Headtaker jako Kwik z głowozbieracz mi się podoba.
11448:  No, to mi się podoba.
11450:  Miałem iść spać, ale zapomniałem zadać jedno pytanie, pisze Szymon.
11453:  Wybieram się na prawo lub dziennikarstwo, jeszcze się nie zdecydowałem, czy jest jakaś uczelnia, którą polecam.
11457:  W tym przypadku ujadł.
11460:  Wiecie, nie taki diabeł straszny, jak go malują czasem, jak go Krzysztof maluje.
11471:  Nie no, w przypadku prawa UJ i UW to są, moim zdaniem, najsłuszniejsze wybory.
11477:  Mówię to na podstawie wypowiedzi wszystkich znajomych, którzy kończyli te uczelnie.
11480:  Jeżeli chodzi o dziennikarstwo, myślę, że tutaj UW, UJ też.
11490:  Znaczy, tylko Warszawę bym polecał bardziej, bo w dziennikarstwie ważniejsze są, pamiętajcie, od studiów znajomości, a w Warszawie sobie w środowisku dziennikarskim zrobicie szybciej znajomość niż w Krakowie, w którym nie ma środowiska dziennikarskiego.
11503:  Tak, quickłowca głów jest, Jakubie, chyba, tak mi się wydaje w polskim wydaniu.
11514:  Mam wrażenie, że zawsze korzystam z nagłego ataku, ale czasem rzeczywiście zapominam to wcisnąć.
11519:  Bloodborne wychodzi na PC?
11520:  Uuuu... Uuu, może w Bloodborne jest lepiej zrobione sterowanie niż w Dark Souls 3, bo tam byłem przerażony właśnie głównie sterowaniem.
11530:  Nie.
11531:  Nie chcemy absolutnie obniżenia ładu publicznego, to byłaby katastrofa dla nas.
11537:  O tak, łańcuch błyskawic.
11538:  To jest coś, co myślę, że nam się przyda w obronie Fortu Sol.
11542:  Jaka jest tutaj sytuacja?
11543:  Dobrze, możemy wznosić... Najlepiej Schwarzenhafen obwarować, bo tutaj bardzo często przychodzą armie z południa, a to jest jedyne miejsce, w którym nie mamy fortu.
11556:  Tak jak tutaj.
11557:  Czy my możemy natomiast...
11562:  O tak, tu będziemy mogli.
11563:  Moi drodzy, czas wyprawić się jednym bohaterem i niech będzie to ten czarodziej.
11571:  Czas się wyprawić nim do Magritty.
11574:  Zobaczycie dlaczego.
11575:  Bo trzeba w godny sposób zakończyć z tym.
11578:  Dobranoc Pawle.
11580:  Ładne krasnoludzkie budowle, jak się przybliża.
11583:  A tutaj zobaczcie, w górach przepięknie to zostało zrobione.
11588:  Zobaczcie też, to jest fantastyczne, jak obrazowanie, za pomocą którego zwizualizował Alan Lee, Morię i krasnoludów w Władcy Pierścieni, przeszło do innych uniwersów fantazy.
11607:  Strasznie mi się podobają te małe fortece, przełęcze.
