Wielka ucieczka — THOREK IRONBROW livestream #2 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=J7t_63q-mDg

2:  Witam wszystkich!
12829:  Drzwiami i oknami walimy.
12832:  Co tu się dzieje?
12835:  Znakomite wiadomości, organki, wreszcie artyleria za cztery turystów, skoro nie mamy w ogóle pieniędzy.
12840:  Co bym wybrał zamiast studiów polonistycznych?
12845:  Inną filologię.
12849:  Prawdopodobnie, jeśli wciąż bym chciał uczyć się literaturoznawstwa, bo filolodzy angielscy w ogóle nie mają takiego problemu z fantazy i science fiction.
12856:  Więcej bym się mógł dowiedzieć.
12857:  Zresztą chodziłem na zajęcia do filologów angielskich, w którymś momencie tak się zdenerwowałem, że nic nie ma w napoleonistyce ciekawego.
12864:  Must have tekstów kultury do matury z polskiego.
12866:  Jezus, jestem przerażony, że to pojęcie tekstu kultury się tak spopularyzowało.
12872:  Nie wiem z jakiej dziedziny, wiesz, to jest tak szerokie pytanie, że ciężko powiedzieć.
12879:  Ja na przykład z gier mógłbym bardzo chętnie różne rzeczy podrzucać, ale to zależy od tematu.
12888:  Koniec.
12889:  Dojeżdżamy ich, bo mam dość tych ropuch.
12893:  Wrażę ropuchy.
12897:  Niszczyć wrażę ropuchy natychmiast.
12902:  The runes are ready, but you are not.
12908:  Świetnie, dojedziemy od razu ich.
12910:  Ja wam dam szlachetną porażkę.
12914:  Okej, okrąż.
12919:  Będzie karnozaur, powiadacie.
12922:  Oui.
12923:  Wzmocniony pancerz.
12925:  Dziękuję za życzenia dobrej gry.
12926:  Wspaniałości.
12928:  Czy na konferencje chodziłem głównie z obowiązku, czy miałem z tego fun?
12931:  Nie, właśnie dla mnie konferencje to był taki sposób na oderwanie się z tej całej atmosfery chujotowej.
12939:  Czemu Pyrrusowe Zwycięstwo?
12940:  A, bo wszystkich tracimy absolutnie.
12942:  Tu jest dość silna armia, to trzeba przyznać.
12945:  Dobra.
12951:  Filologia rosyjska również nie ma nic albo mało wątów do fantastyki.
12955:  Dobra rzecz, Grzegorz, wiedzieć to.
12957:  Na Filologii Polskiej w Rzeszowie na jednym przedmiocie mówiliśmy Lovecrafta, Wiedźmina i powieść graficzna, także dobrze wrażenie to zrobiło.
12963:  Tak, tak, tak, żeby nie było.
12964:  Polonistyka na UJ ma ten problem, o którym ja mówiłem przede wszystkim, chociaż nie tylko, ale niewątpliwie to na UJ najbardziej są problematyczne te kwestie.
12975:  To jest ciekawa mapa.
12978:  Bo tu jest parę opcji.
12980:  Znaczy, to jest zła opcja dla jednostek, które się nie przemieszczają szybko.
12984:  Tu jest dobra opcja dla Stegadon-Doomstaków, czyli Leia-Szuroludzi.
12989:  Ale tu jest dobra opcja dla Krasnali.
12992:  Tak, Krasnali tu... Dobrze.
12998:  Kusznicy.
12999:  Raz.
13002:  Dwa.
13003:  Nie, tutaj kusznik jeszcze potrzebny jest.
13007:  Tu i tu.
13013:  Oprócz tego najsłabsi bohaterowie idą tutaj chronić artylerię.
13019:  Reszta tradycyjnie zostaje tutaj, na ramieżnik tu.
13024:  Okej.
13029:  Rozważam filologię tłumaczeniową na Uniwersytecie Puszkina, kurs online.
13033:  Czy mógłbym polecić w Polsce rzeczy pod tym kątem?
13036:  Ciężka sprawa, jeżeli chodzi o tłumaczenia, ale rozumiem z języka rosyjskiego, to ja nie jestem za bardzo w tym... W tym tempie to karnozor będzie około piątej tury.
13045:  Nie denerwujcie mnie nawet!
13049:  Ja tu robię wszystko!
13052:  Zobaczymy jak ta armata... A nie, nie wykorzystujemy może naszych najlepszych zaklęć na samym początku.
13059:  Ja tutaj, ja tutaj bombarduję jaszczurki.
13068:  Yes, yes!
13070:  Mówią prawie jak Skaveni, a teraz proszę się wycofać natychmiast, bo jesteście słabi jak kupa.
13081:  Macie takie wspomnienie, że polonista zjechał za złą interpretację dzieła?
13084:  Ja tak miałem z Tangiem.
13085:  Rozumiałem je szerzej jako intrygę w towarzystwie, a polonistka nie, to jest alegoria classa.
13088:  No to oczywiście to jest standard.
13089:  To jest dlatego, że... że to jest z podstawy programowej.
13092:  To przecież nie jest dlatego, że ona to wymyśliła.
13094:  Nie.
13095:  Absolutnie nie.
13099:  Ja na filologii angielskiej miałem opcję za American Science Fiction.
13102:  Jeżeli to była filologia angielska w Krakowie, to nawet wiem u kogo i też byłem na tej opcji.
13109:  Sprawdźmy, jak sprawia się armata 42-funtowa z Zufbaru.
13114:  Powiedziałbym, że wiele hałasu o nic.
13124:  Generalny priorytet tutaj to jest nie stracić zdrowia za dużo.
13131:  O tak, o tak, o tak, o tak.
13132:  Prosimy ostrzał we wszystkie strony.
13147:  No to jak ujął, to tak.
13148:  Doktor Palmowski to jest fantastyczna postać.
13153:  Ja dzięki niemu uwierzyłem, że w ogóle można na uniwersytecie rozmawiać o fantastyce.
13167:  Bardzo dobrze.
13169:  Bardzo dobrze.
13174:  No.
13175:  Dziewięć strat to jest coś, co jesteśmy w stanie zaakceptować.
13179:  Oczywiście natychmiast, jak zaznam życie, będzie nas usiłował atakować ten drugi.
13186:  Ale mamy dwie opcje.
13188:  A nie, myślę, że nie będziemy łupić.
13190:  Po prostu zajmiemy tutaj to.
13198:  Dobra.
13198:  Okupacja.
13201:  Coś zdobyliśmy.
13203:  Starożytnych artefaktów.
13211:  Jak ja lubię, jak lektorzy.
13213:  Tak starają się dziwnie mówić.
13217:  Obroża zwierzęcej kontroli ratona.
13218:  Karnozaur.
13219:  I co?
13221:  Gdzie te szyderstwa z czatu?
13223:  Gdzie?
13224:  Mamy karnozaura.
13230:  Proszę bardzo, nie można zwerbować tej jednostki.
13236:  Nie, na razie faktycznie nie będę go werbował.
13242:  Chociaż... Nie, nie będę.
13245:  Nasz... Zwiększ mobilność, to się przyda absolutnie.
13249:  40 poziom, czyli ostatni.
13250:  Teraz się należy skupić.
13252:  Co jest nam bardziej potrzebne?
13253:  Czy runa o niska domowego, czy utrzymać pozycję?
13256:  Utrzymać pozycję, bez wahania.
13260:  Dla lekkiego wejścia w temat polecam fanpage.
13262:  Oglądam wiadomości, bo nie stać mnie na dopalacze.
13265:  Popieram, ten fanpage jest fantastyczny.
13270:  Czy tutaj coś możemy zrobić?
13271:  Czy tutaj coś możemy zrobić?
13272:  Jak jest z ładem publicznym?
13273:  Fatalnie.
13276:  Vengeful Runelord zmierza tutaj zatem, z powrotem.
13279:  Widzę, że Finn ulegcza go zmienić na jakieś zabawniejsze nazwy.
13286:  Jak na razie przypomina mi się tylko i wyłącznie nazwa z Artemisa Fowla, to znaczy Mierzwa Grzebaczek.
13292:  Naprawdę istnieje taki krasnolud.
13294:  Mierzwa Grzebaczek charakteryzował się tym, że potrafił przegrzebać się przez na przykład ziemię do sejfu i skraść z niego absolutnie wszystko.
13303:  Z tego właśnie względu, że Mierzwa Grzepaczek jadł ziemię, wydalał ją drugą stroną swojego kształtnego ciała, dzięki czemu był doskonałym przypadkiem żywej maszyny kopiącej.
13319:  Niestety, kiedy istnieje indeks książ zakazanych, to ideę z nich jest o wiele łatwiej przyjąć, bo ogół nie ma obycia w tych kwestiach.
13326:  Trudno się zgodzić.
13328:  Trudno się nie zgodzić.
13329:  Co do lektorów, to polski dubbing do Skyrima jest straszny.
13331:  Och, to prawda, tak.
13333:  Co myślę o serii Dragon Ball, jak o nośniku wartości wyższych niż tylko pranie się po mordach.
13338:  Oczywiście, że tak, tylko po prostu to zależy od tego, na czym się skoncentrujemy, który odcinek weźmiemy pod uwagę i tak dalej, i tak dalej.
13345:  Absolutnie.
13346:  Ja jestem w stanie wyciągnąć dla was interpretacje związane, nie wiem, nawet z polską martyrologią, dokładnie z tego, co gramy w tym momencie.
13355:  Da się to zrobić ze wszystkim, bo tak działa interpretacja, dlatego dla mnie przyzwyczajenie ludzi, że interpretacja to jest coś, co polega na tym, że dzięki temu zdajemy maturę albo egzamin, jest straszną krzywdą dla tej sztuki rozumienia, bo tym ona jest.
13370:  Ooo!
13375:  Cudownie!
13378:  Czy ja tutaj widzę płaski teren?
13381:  Krasnoludy jako stali bywalcy gór, jak wiadomo, bardzo się... Co się dzieje?
13386:  Bardzo się cieszą za każdym razem, gdy widzą płaski teren.
13390:  Ale w tym konkretnym przypadku... Wspaniałość!
13397:  Jedyne, co nam naprawdę tylko przeszkadza, to jest to uzupełnianie.
13400:  To jest problem.
13406:  There's nothing I can't fix.
13409:  Piękny... Piękny akcent.
13412:  Dobrze, i tutaj sobie ustawimy przed nami, proszę bardzo... Polska Księga Uraz.
13419:  O tak, przepiękne!
13421:  Rozpocznij bitwę!
13428:  Zastanawiam się, czy podprowadzimy trochę do naszej jednostki.
13431:  Myślę, że odrobinkę.
13433:  Tak.
13435:  Tak zrobimy.
13439:  Armata 42-fundowa z Zoofbaru.
13443:  Zobaczymy, jak sobie poradzi z tą jednostką Saurusów.
13455:  No, uzupełnianie Dawid to jest absolutny żart.
13465:  Wiem, że teoretycznie ten nasz lord powinien mieć też władowane punkty w uzupełnianie, ale... Nie, ale serio, widzieliście to przed sekundą?
13472:  Był jeden strzał... A nie, to była łow... Nie, to były kameleony skinków, one zostały niesamowicie ulepszone.
13482:  Aż jestem zaskoczony.
13483:  Uuu... Dziki waranozaur.
13487:  Proszę się tutaj wycofać.
13488:  Dlaczego nasz inżynier tutaj jest...
13491:  R-ratować inżyniera!
13493:  Głupi inżynier!
13499:  Znaczy dziki waranozaur tylko wygląda strasznie, bo tak naprawdę jest to jedna z najgorszych jednostek, jakie można zrekrutować, z tego względu, że szybko ginie.
13510:  Zwłaszcza pod takim ostrzałem.
13511:  Dawij, ojej!
13513:  Głupi kusznicy.
13517:  Dobra, dobra, ta nasza artyleria sobie poczyna troszeczkę za swobodnie.
13521:  Mają uderzać w watahę polujących salamander.
13524:  To jest najgorsza rzecz, za jaką się możemy zetknąć.
13532:  Jak tam nasz inżynier?
13533:  Bezpieczny.
13534:  Dobrze.
13545:  Wszyscy strzelać w hułka.
13548:  Kimkolwiek on jest.
13565:  Co sądzę o twórczości ziemięńskiego?
13567:  Nie znam.
13567:  Ale wiem, że Ohio na przykład nie ma dobrych opinii.
13586:  Rakusznicy się nie przydają specjalnie, więc...
13595:  Na ramiężnik... Jakich jednostek brakuje?
13601:  Daj, dlaczego to jest Thunder Badge?
13603:  Tak, to prawda!
13604:  Znaczy, nam też bardzo brakuje... Bardzo, bardzo, bardzo brakuje nam... Lepszej troszeczkę artylerii już na tym etapie.
13612:  Ale ona niebawem będzie.
13617:  Dobrze.
13620:  Teraz tak, najważniejsza kwestia, należy ich wszystkich powystrzelać, ale to wszystkich, absolutnie, bez wyjątku.
13639:  Dobrze, każdy.
13643:  Okej, okej.
13645:  Nieznaczne zwycięstwo.
13647:  Nie, nie grałem w Planetscape Torment i Torment Ties of Numenera.
13650:  Absolutnie nie.
13650:  Jeszcze nie.
13652:  Pancerz z metalu kontra drewniane strzałki.
13654:  Ta druga opcja jest dużo lepsza.
13655:  Oczywiście!
13656:  Naturalnie!
13656:  Naturalnie, że tak.
13657:  Czy udanymka się Babis?
13658:  Tak.
13658:  W praktycznie wszystkie odcinki.
13661:  Zgadzam się z jej krytyką tych powieści fantastycznych, które analizowała i zgadzam się również z tym, co powiedział Kolora Paciorka, że ona się nie zna generalnie na fantastyce, bo to jest prawda.
13672:  To widać po tych analizach, ale zna się bardzo dobrze na wyszukiwaniu właśnie takich wątków, które ją też interesują.
13682:  To tak, a właśnie, o!
13684:  Dziady polskiej fantastyki to jest idealny przykład interpretacji.
13687:  I tego, jak właśnie interpretacja bardzo często jest niekonwencjonalna, jakby nie jest to pierwsza rzecz, o której pomyślimy w danym przypadku.
13701:  Co tutaj możemy zrobić?
13702:  Rune of... Wrath and Ruin mamy.
13706:  Runa negacji.
13708:  Naprawdę ta magia runiczna tutaj jest... Teraz, teraz jest, teraz jest radosna.
13717:  Nie chcę nikogo stracić.
13718:  Jaka jest moja opinia co do kierunków MISZ?
13720:  O, bardzo dobry wybór, to nawet nie docztuję pytania, czy Artes Liberales.
13724:  No Artes Liberales zresztą sam mam zajęcia, come on, więc nie mogę nie chwalić.
13729:  Wszystkie tego rodzaju kierunki, gdzie wybieracie sobie zajęcia i konstruujecie sami program, to jest najlepsza rzecz, jaką można zrobić w ogóle teraz, dziś, bo zamykanie się na określony kierunek studiów, to jest pomysł fatalny.
13741:  Zawsze będzie tak, że to będzie nieadekwatne.
13744:  Zawsze będzie tak, że coś was rozczaruje, jakiś przedmiot.
13747:  Nie ma opcji.
13748:  Z tego względu, że kierunki studiów są konstruowane nie z wykorzystaniem, nie wiem, pasjonatów, którzy chcą się czymś zajmować, tylko bardzo często komuś trzeba dać pensum.
13757:  No i potem jest dramat, bo się okazuje, że ktoś taki na przykład kompletnie nie powinien prowadzić jakiegoś przedmiotu, a prowadzi.
13765:  Propozycja nazwy dla żelaznych rąbaczy lub żelaznych smoków, Synowie Ognia.
13769:  O, bardzo ładna, dostojna nazwa.
13772:  Serialowy ekspans, znakomita rzecz.
13774:  Może to jest kolejny przypadek czegoś, co jest lepsze od oryginału książkowego.
13782:  Widzę, że te salamandry mają naprowadzane pociski naprowadzające, bo idealnie trafiają w nasz biedny młot niebios żyrobombowiec.
13795:  Gdzie walniemy armatą?
13797:  Tutaj walniemy armatą, przecież to oczywista sprawa.
13804:  Okej.
13807:  A nie, to wali w nas ten slan.
13810:  Okej.
13812:  Bardziej zrozumiałe.
13816:  To jest też super, że można sobie zaliczyć na właśnie takich kierunkach... Co tu... Straciliśmy żerobombowiec.
13823:  O Boże, akurat patrzyłem na czat.
13827:  Trudno.
13829:  To wskakuje za żyrobombowiec Karnozaur, bo przynajmniej nie będzie ginął szybko.
13837:  A tak, tak, Soundtrack i DAWi są generalnie bardzo dobre.
13840:  To jest też super, że można zaliczyć więcej przedmiotów na pierwszym, drugim roku i na trzecim mieć lajcik i pisać pracę.
13845:  No absolutnie tak, to jest zaleta właśnie też tych kierunków, gdzie sobie sami kombinujecie program, absolutnie.
13850:  Tylko trzeba wtedy nauczyć się szybko ogarniać te wszystkie rzeczy, jak ECTS-y i tak dalej.
13859:  Dobra.
13861:  Rekrutujemy karnozaura.
13863:  Ażeby chat się cieszył.
13864:  Proszę bardzo, oto jest Dinozaur w Armidawi.
13870:  Czy może być coś przepięk... Czy może być coś przepiękniejszego?
13874:  Tak, może być.
13875:  Zdobycie tego miasta.
13883:  Upgrade'ujemy armatę, bo nam sprzyja.
13887:  Dobrze.
13888:  I nasz Mierzwa Grzebaczek wędruje sobie w następnej turze.
13894:  Papierowe RPGi nie gram.
13895:  Co sądzę, po podejściu do utworu, fajne, niefajne, bez głębokiego wchodzenia w fabuły pod trety psychologiczne bohaterów, no mam wrażenie, że to bardzo często dużo recenzentów tak robi, że... O Boże, drogi, naprawdę, że ocenia 4 gwiazdki na 5 i... Do następnego, nie?
13913:  Trochę tak jest często.
13914:  No...
13917:  Jak by to wam powiedzieć?
13917:  Ja, jeżeli już się trudzę i coś oglądam, to ja lubię sobie o tym później pogawędzić, porozmawiać.
13923:  Ja na przykład tak miałem bardzo często z serialami.
13926:  Ja potrafię 4-5 minut zrobić recenzję, ale potem chętnie porozmawiać o niej.
13931:  Teraz właśnie z Bartkiem Filipem Malinowskim z Bez Schematu rozmawialiśmy tak o serialu Loki przez godzinę.
13937:  I to jest właśnie przykład interpretacji takiej pogłębionej.
13940:  Jasne,
13941:  Są ludzie, którzy tego nie potrzebują, ale moim zdaniem to sprawia, że takie utwory zostają z nami troszeczkę dłużej.
13949:  Ja to osobiście lubię.
13951:  Dobrze, wreszcie mamy czwarty poziom tutaj, wreszcie.
13958:  Co jest piękniejsze?
13958:  Parowy dinozaur w armii.
13960:  Ooo, parowy dinozaur byłby zajebisty.
13964:  Czy myślę o nagraniu jakiegoś podcastu?
13966:  W ogóle myślę, żeby te rzeczy, które będę na kanale publikował były też w formie podcastowej, to byłoby dostępne, to byłoby dość dobre, tak sobie myślę.
13982:  Nie... Powalczymy.
13989:  Kestii Miszów to UJ czy raczej UW?
13992:  UW i Artes Liberales, bez dwóch zdań.
13997:  Misz na UJ jest koszmarnie skonstruowany od strony administracyjnej.
14002:  Bardzo dużo ludzi narzeka na to, że nic innego nie ma, tylko problemy.
14007:  Dobrze, jak oblega się ten layout miasta, sprawa jest bardzo prosta.
14011:  Ustawiamy katapulty w tym miejscu.
14015:  Następnie ustawiamy tutaj wszystkich herosów.
14017:  Jeżeli chodzi o resztę jednostek, chowamy je za katapultami.
14020:  Jeżeli chodzi o karnozaura, to zobaczymy, co z nim zrobimy.
14028:  Tak jest.
14032:  I walimy w wieżę fortową.
14042:  Po wieży numer jeden, wieża numer dwa.
14045:  Gdzie walniemy armatą?
14047:  O, mamy dwa razy armatę 42-funtową.
14050:  Cóż za wspaniała wiadomość.
14051:  Co może być lepszego od jednej armaty 42-funtowej?
14054:  Dwie armaty 42-funtowe.
14057:  Trochę mnie odcięło.
14057:  Jak się sprawują krasnoludy?
14058:  Oblegają miasta zielonoskórych i mają się bardzo dobrze w związku z tym.
14071:  W filmikach zauważyłeś spory hejt na UJ, zatem pozdrawiam jako absolwent Wydziału Prawa i Administracji.
14077:  Zawsze podkreślam, Wydział Polonistyki UJ, a UJ to jest duża uczelnia.
14082:  I na Uniwersytecie Jagiellońskim, na Wydziale Polonistki akurat, to naprawdę, jeżeli ktoś jest bardzo zdesperowany i chce troszeczkę mobbingu i z taką zdrową dawką snobizmu, to polecam.
