Na wieki wieków Spaczeń 🧀 — IKIT CLAW livestream #7
🔗 https://www.youtube.com/watch?v=QrxKMNCBoWE

6:  Kevin!
12463:  Mianowicie, i tutaj zbudujmy już od razu mury.
12471:  Oczywiście, że się to nam nie pokazało.
12478:  Tempo uzupełniania strat plus 10%.
12483:  Hmm.
12483:  Potrzebuje Erynsów, żeby pokonać jego pracę.
12487:  Zdumę!
12507:  Jak nie grasz przeciwko ludziom, to oszukuj do woli.
12509:  Absolutnie tak, też jestem tego zdania.
12512:  AI dostaje takie... Tylko to mówię dlatego, że ludzie mają bardzo często opory przed tym.
12516:  I mówią, ale jak to, ale nie można.
12518:  Można, można, oczywiście, że można.
12522:  To jest absurdalne, tak?
12523:  Znaczy nasza armia, jeżeli się wycofuje, wycofuje się no mniej więcej na taką odległość, jak pokazuje wam myszo.
12529:  AI, jak się wycofuje, wycofuje się na taką odległość.
12532:  My scheme, is this work?
12535:  Też dlatego bardzo lubię grać i może właśnie jaszczur ludźmi zagramy tą postacią, bo rzadko kiedy pojawia się też na Steamach.
12541:  Tic-Tac-Toe.
12542:  Tic-Tac-Toe ma zdolność odnawiania punktów ruchu co jakiś czas.
12545:  Znakomita sprawa.
12550:  Potrzebujemy tutaj mistrza wybuchów na pewno, bo amunicja dla skawieńskich drużyn specjalnych.
12558:  Nieśmiertelny szczur, absolutnie nieśmiertelny szczur.
12561:  I wyjący spacz wicher to jest po to, żeby powstrzymywać bretończyków.
12568:  Oldschoolowe kody do gier?
12571:  Super.
12572:  Sam grałem na kodach.
12573:  Do dzisiaj pamiętam zresztą odcinek 2137 z cyklu Krzysztof Pamięta Dziwne Rzeczy.
12581:  Do dzisiaj pamiętam mianowicie kod na wampiry z Heroesów 4, NWC Blach Blach.
12589:  Dlaczego ja to pamiętam?
12591:  Nie mam zielonego pojęcia.
12596:  Nie mam absolutnie zielonego pojęcia.
12598:  Nioh to są samuraje plus magia?
12601:  Ok, count me interested.
12602:  Czy jest tam... Pytanie pomocnicze.
12605:  Czy jest tam magia ognia?
12606:  Bo zaczynamy się zbliżać do czegoś, co mnie bardzo interesuje.
12609:  Dlaczego nie mamy znowu głowicy?
12611:  A, dlatego, że bez przerwy je zużywam.
12617:  Uuuu... Soczysty chaosyta do zniszczenia.
12630:  W ten sposób mamy uzupełnione wszystkie jednostki.
12633:  Dobrze, bardzo dobrze nawet.
12635:  Wracamy do Tempelhof.
12636:  Tempelhof trzeba bardzo ufortyfikować, bo tych chaosytów będzie jeszcze sporo.
12641:  Podbijmy Eszem.
12643:  Jaka porażka?
12645:  Co?
12649:  Ach, bo są mury.
12655:  Okej, to poczekamy.
12657:  Nie, nie, nie, nie, nie.
12658:  Czekamy dalej.
12661:  Sekiro nie... Sekiro, z tego co wiem, są jakieś dziwne runy, moce powiedzmy.
12666:  Ja tego nie nazywam magią.
12670:  Gdzie jest ta... Dostępne machiny wojenne.
12673:  Strasznie kretyńska notyfikacja.
12676:  Dobrze.
12676:  Zamek Drakenhof idzie... Idzie, idzie w górę.
12680:  To bardzo dobra wiadomość.
12683:  Pobliż się nam zaczyna ta prowincja stabilizować.
12686:  Tutaj niestety jest poziom czwarty.
12687:  Nie wiem, jakim cudem to się stało.
12691:  Skąd moja magia do... skąd moja pasja do magii ognia?
12694:  Zawsze uważałem to za najbardziej destrukcyjny żywioł i najbardziej interesujący.
12698:  Avatar to podsycił.
12700:  Nomen omen.
12703:  Okej, okej.
12704:  Bibali załatwione.
12707:  Armia tutaj nam się powoli tworzy, chyba że już jest gotowa.
12710:  Horned prophet.
12712:  Czegoś tu jest za dużo.
12713:  Już widzę czego.
12717:  Tak, potrzebujemy jeszcze jednego bohatera.
12720:  Bezwzględnie.
12724:  Bo i nie ma nikogo.
12727:  Spellforce znany.
12728:  Trochę nie dla mnie, ale dobra gra.
12735:  Co zapraszasz?
12736:  Dziękuje, że zniszczyłeś się w moich Warp Forge'ach.
12761:  Czy myślę, że nieprzyjmowanie krytyki jest stanem umysłu, czy jednak da się temu zaradzić?
12764:  To jest stan umysłu i dlatego lubię film Don't Look Up, ponieważ ten film pokazuje precyzyjnie, co się dzieje w momencie, w którym ktoś nie przyjmuje krytyki w ogóle do siebie.
12786:  No nie pokonamy tego.
12789:  To są zbyt silne jednostki, nie te rycerze półgryfa, to jest straszna armia.
12798:  Niestety.
12801:  Myślałem, że Imperium już tak oberwało od Chaosytów, że nam da święty spokój.
12806:  Czy jeżeli mógłbym porozmawiać z jednym władcą ognia, którego bym wybrał?
12812:  Wuko?
12813:  Tak się nazywał?
12815:  Pytacie mnie o trudne rzeczy.
12817:  Ja nie mam pamięci do nazwisk, niestety.
12825:  W Nioh 2 jest magia ognia, wody, błyskawicy.
12828:  Uuu.
12829:  Muszę to obczaić.
12831:  Przypomnijcie mi na Discordzie, jeżeli macie taką możliwość o tym.
12835:  Zuko.
12835:  No, widzicie.
12838:  Może nawet nie będę próbował następnym razem.
12843:  Widziałem ten serial trzy razy.
12852:  Macie w ten sposób wyobrażenie dotyczące tego, co by było, gdybym ja próbował zdawać maturę.
12864:  Dobrze!
12865:  Wreszcie to robimy, moi drodzy!
12867:  Koniec tego dobrego!
12875:  Plus 160 wyktywialności, czyli... Czyli tak, minus 40 to jest raz, czego potrzebujemy.
12884:  Potrzebujemy następnie mordownię.
12890:  I tyle na razie.
12892:  Tutaj mordownie, to wywalamy, to wywalamy i mordownie.
12901:  Jeszcze Królewska Polana nam została, ale to może ogarniemy Intego Zagłady za 7 tur.
12909:  Nie pamiętam, jak jest cooldown.
12911:  Pamięta ktoś na chatach, jak jest cooldown dla podmiast?
12922:  Zasądzę o aplikacji Zotero.
12924:  Wolę ci tę w jego zdecydowanie.
12926:  Zotero jest beznadziejnie zaprojektowane moim zdaniem, to znaczy wyświetla taką wielką belkę na interfejsie, która jest strasznie no niesympatyczna, mówiąc wprost.
12936:  Bardzo jej nie lubię.
12938:  Dobrze, musimy pomóc naszemu drugiemu szczurowi.
12944:  Trzeci poziom.
12945:  Eshen od razu też fortyfikujemy.
12949:  I tu potrzebujemy ładu publicznego, absolutnie.
12954:  A Opsif, który jest tak kiepski, że nawet nie dostanie imienia, bierze trzecią prowincję i mamy w ten sposób całość.
12966:  Dobrze.
12967:  I to jest o tyle ważne, że możemy wtedy wytwarzać więcej żywności, a z żywnością jest bardzo źle.
12975:  Czy znam historię rozpropagowania chłopów?
12977:  Nie.
12979:  Gnioch jest mega fajny, jeżeli komuś podpasowały solsy i lubi samurajów i całą ojtaczkę japońską.
12982:  To jest bardzo dobry kontakt na wieczór.
12984:  Okej, okej, okej.
12987:  To jest bardzo dobra wiadomość.
12989:  Mnie nie wątpię, bardzo podpasowały solsy.
12992:  Okej, czy tutaj jest jakaś... Tak, jest wojsko w górze Szarej Wiedźmy, czego się spodziewałem.
13000:  Tak, tutaj najprawdopodobniej są.
13004:  Czyli się zasadzają na grzbiet pasterza, co mnie kompletnie nie dziwi.
13007:  Malekit tymczasem... A skąd się tutaj wziął?
13012:  Skąd się wziął ten wróg?
13014:  Spróbujemy zrobić coś, co się wydaje dość głupie.
13019:  Znaczy, nie zabicie Malekita, bo to mi się wydaje głupie.
13023:  ale spróbujemy zwabić tego bohatera.
13026:  Boże, dostaliśmy tę okropną cechę przychody splądrowania, wow.
13032:  Spróbujemy mianowicie zachęcić go do tego, żeby nas zaatakował.
13040:  A, w nią nie ma mapy?
13042:  Świetnie.
13044:  To bardzo dobrze wróży.
13048:  Dobrze, tutaj łupimy, mamy mało pieniążków.
13061:  Znajdź cudeńka dla klanu Morse, bo to będzie najładniejsze.
13067:  O, szczury!
13069:  Świetnie!
13070:  Bardzo lubię, jak się pojawia tutaj rebelia, mamy wtedy dwie armie.
13078:  W dniu 2 jest minimapa.
13080:  Ale to i tak dobrze.
13080:  Jak jest minimapa, to już jest spoko.
13082:  Mnie brak minimapy niszczy.
13084:  Wystarczy już sam kompas.
13086:  Byleby na kompasie nie pojawiały się, tak jak w Wiedźminie, kropeczki, które prowadzą w złe miejsce.
13093:  Okej.
13096:  I teraz tak.
13097:  Potrzebujemy... Czemu nie mamy cały czas dobrego czarownika?
13102:  To jest smutne.
13103:  Ooo!
13104:  Jest i... Jest i ta pora.
13114:  Nioki jest, piszecie, też bardziej dynamiczny niż Sols, szybszy w mechanice.
13117:  Co jest pod tą jasną, niebieską, jarzącą się mgłą na dolnym ekranie, na wielkiej mapie?
13123:  Tutaj jest dół mapy, to znaczy w tym przypadku jest mniej więcej taki sam cypel, czy czubek kontynentu, a łatwiej by należało rzec, jak w Ameryce Południowej, bo świat ten jest wzorowany, jak się przyjrzycie,
13138:  w pewnym stopniu na naszym.
13140:  Tutaj na przykład widać, nie wiem, Grecja, Unii Wysoka, Peniński, tego typu rzeczy, Iberyjski.
13147:  Oczywiście jest to zniekształcone, ale wiadomo, inspiracja jest.
13150:  To czaty mówią o Arabii, no to właśnie Afryka, więc można sobie wyobrazić, że te kontynenty mają bardzo podobny zarys.
13158:  Więc tutaj generalnie rzecz biorąc są tereny, z tego co pamiętam, lorowo klanu Mors, Morze,
13165:  Tak mi się wydaje.
13166:  Tutaj jest wyprawa imperialna.
13169:  Tu z kolei jest znacznie większa dżungla.
13172:  na południu, a Smocze Wyspy to jest coś, co się pojawi też w Warhammerze III, z tego, co już widziałem mapy.
13178:  Tutaj z kolei jest terytorium zajmowane przez krasnoludy chaosu, tutaj są Ogre Kingdoms, czyli Królestwa Ogrów, no a tutaj już o wiele, wiele dalej, gdzie nie sięga moja mysz, to jest Grand Cafe, czyli Wielki Kataj, coś w rodzaju Chin.
13194:  To z kolei jest wariacja na punkcie Atlantydy oczywiście.
13200:  No dobra.
13203:  Tak.
13205:  I może sobie plądrujmy.
13206:  Plądrowanie sprawi, że będziemy mieli więcej żywności, a żywności teraz potrzebujemy pilnie.
13212:  Możemy też stworzyć kolejną rakietę.
13214:  Tak!
13214:  Dwie rakiety zagłady są lepsze niż jedna!
13217:  Tak!
13218:  Tak!
13222:  Tak, dobrze.
13225:  Czy gatunek RPG w mainstreamie już prawie nie istnieje, moim zdaniem?
13229:  Uwaga, kontrowersja, zdaniem Bartka.
13232:  Wiedźmin 3 to dobra gra, ale nie RPG.
13234:  Okej, to masz jeszcze bardziej radykalne spojrzenie niż ja.
13238:  Ja bym chciał więcej tego rodzaju gier z elementami RPG jak Wiedźmin.
13245:  Ale tak, dla mnie ideą MRP-ga był pierwszy Neverwinter.
13250:  No, poza oczywiście Baldurami i Swindalem i tak dalej, ale Neverwinter to był dosłownie pierwszy, w którego zagrałem tak świadomie, zdecydowałem sobie, że chcę i tak poszło.
13262:  Nie mniej rozumiem, dlaczego te gry są coraz mniej popularne.
13265:  Nie rozumiem natomiast, czemu gry w stylu Wiedźmina nie są popularne, bo widać, że ludzie po prostu je lubią i to się sprzedaje.
13273:  Chyba mamy jeszcze do poruszenia się Lordem Skrolk.
13281:  Lord Skrolk nie jest tak silny jeszcze, żeby się porwać na Krzywoszkieta Łamagę.
13286:  Ale zasadzi się tutaj na Brytończyków, tak będzie.
13296:  Kataj zdaje się być wzorowany na Kitanach, jednym z ludów zamieszkujących północne Kinie w X-XII wieku, pisze bardzo złośliwy człowiek.
13303:  Wow!
13305:  To ma sens.
13306:  Jest podobne brzmieniowo, co więcej.
13310:  Ha!
13314:  Nie pomyślałem o tym.
13316:  Zwykle sprawdzam etymologię szacunku.
13320:  Mówiłem?
13322:  Zawsze!
13324:  Zawsze się skusił.
13333:  Czy przypadkiem na południowym biegunie świata nie ma chaosu podobnie jak na północnym?
13337:  O ile wiem, tak jest.
13340:  Wszystko się zaczęło od tego, że zawaliły się bramy prowadzące do innych wymiarów.
13346:  Bardzo złożona historia związana z tym, jak opuścili świat pradawni, których wciąż czczą jaszczurorudzie.
13356:  Więc bardzo możliwe, że tam też jest ten problem sam.
13359:  Z tego co pamiętam, to też miało związek z Morslibem, który został w którymś momencie jeszcze sprowadzony z orbity przez nikogo innego jak Iggy Tak Law i pogorszyło to jeszcze bardziej sprawę.
13370:  Ale tak, na początku zawalenie się słupów świata, z tego co pamiętam, to było bezpośrednie przyczyna tego, że się wdarł chaos do Warhammera Fantasy.
13386:  Dokąd nocą tupta jamnik?
13387:  Jeść.
13387:  Jamnik zawsze tupta jeść.
13392:  Łukasz pisze, że gry w stylu Wiedźmina nie są robione, bo wymagają poważnego podejścia do historii, a cytując Bagilskiego, widz woli emocje zamiast logiki.
13401:  Tak, tak, też lubię ten wydział.
13402:  Ha!
13404:  Nie no, w ogóle Skaveni w lore Warhammera fantasy robią niesamowite rzeczy.
13410:  Sprowadzenie Księżyca z orbity przez szczury.
13415:  To jest piękne.
13417:  Polecam wam mega zainteresowanie się tym.
13422:  Jak długo coś odgrywam, to chyba dalej roleplay, nie?
13425:  A, no tak, jeżeli spojrzymy na to bardzo szeroko, no to roleplay ma dwie funkcje, to znaczy w każdej grze robimy roleplay, jeżeli jesteśmy graczem, ale nie każda gra jest grą roleplaying games, w sensie nie każda gra wprowadza tego rodzaju mechaniki.
13439:  Dobra, teraz... pozbywamy się ich.
13443:  Dobrze.
13450:  Teraz tak, będzie trzeba doprowadzić do tego, żeby w tej prowincji była rebelia.
13454:  To nie powinno być myślę problematyczne.
13458:  W Estalii jest jak zwykle bunt, ale w Estalii mamy już piąty poziom.
13463:  A to sprawia, że się kompletnie tym buntem nie przejmuję.
13466:  Inwestujemy zatem w pieniążki i powinno być git.
13471:  Tak.
13476:  Oooo, jaka niespodzianka!
13479:  Myślę, że dawno nie było bitwy.
13485:  A to oznacza, że uskuteczniamy bitwę.
13489:  Wylewelujemy tylko naszych wspaniałych, szczurzych bohaterów, radosnych.
13495:  Niech będzie wycwaniony.
13499:  Dobrze, dobrze, dobrze.
13503:  I ostatni szczur.
13504:  Któryś z nich nie miał... A nie, mają wszystkie magiczny przewodnik.
13507:  Dobrze, dobrze, dobrze, bardzo dobrze.
13517:  Wywiad z Bagińskim to był mocny i dla mnie był bardzo traumatyczny.
13522:  Czym jest lore, pyta Julia, i czy warto przeczytać książkę, bo zwróciłem uwagę na ładną okładkę.
13525:  Lore to jest cała wiedza na temat świata.
13527:  To słowo się zachowało w rzeczowniku folklore, czyli dosłownie wiedza o ludu... ludności, ludowych wierzeniach i tak dalej.
13535:  WOLKLORE po niemiecku.
13537:  WOLKLORE!
13538:  Więc lore się powinno po polsku pisać przez bez e na końcu, tak na dobrą sprawę, ale z jakiegoś względu
13546:  Nie upowszechniło się to słowo.
13555:  A już wiem, dlatego że literaturoznawcy mają w dupie fantastykę, dlatego się ono nie upowszechniło, bo zacząłem się zastanawiać przez moment, z jakiego powodu nie jest ono upowszechnione.
13564:  W każdym razie lore to jest wiedza o fikcyjnym świecie i jest sztuką tworzenie lore w taki sposób, żeby było to imersywne i żeby ludzie chcieli czytać o tego rodzaju
13579:  fikcyjnych filozofiach, politykach, biologiach, fizykach, matematykach i tak dalej, i tak dalej.
13586:  Wszystkim, w kulturach, wszystkim, co się składa na fikcyjny, ale utopijny świat.
13590:  W taki sposób, żeby to konkurowało z powieściami.
13593:  Bo lore może być zapośredniczone przez dosłownie cokolwiek.
13596:  No, Dark Souls robi to za pośrednictwem opisów przedmiotów, ale można to zrobić przez Wikię, można to zrobić przez Lore Video, więc dosłownie filmik, który prezentuje nam lore i tak dalej, i tak dalej.
13608:  Więc w Warhammerze macie to zrobione w tak.
13611:  Moim zdaniem mogłoby być to zrobione znacznie lepiej.
13614:  To znaczy dostajemy tutaj tego rodzaju wypis.
13616:  Można byłoby się pokusić o stwierdzenie, że w sumie jest to podobnie jak w Soulsach.
13622:  I każda z jednostek ma tego rodzaju kartę postaci, która łączy właśnie ten wypisek z lore ze statystykami, które są istotne z perspektywy gameplayu.
13634:  Nie wiem, czy zaczynałbym od Warhammera Fantasy na początek.
13638:  To jest raczej już dla ludzi, którzy lubią nurt, tak mi się wydaje.
13642:  I znają klasykę bez sporo aluzji, ale nie wiem.
13645:  Ludzie chwalą sobie przygody Gotreka i Felixa na przykład bardzo.
13650:  Czy mamy tutaj zasięg na nich?
13652:  Najważniejsze jest to, żeby mieć zasięg na te obrzydliwe ptaki, czyli hipogryfy.
13657:  Oczywiście, gdybyśmy my grali biretończykami, to byłyby dzielne i wspaniałe hipogryfy.
13661:  Ale tak są obrzydliwe.
13663:  Mam nadzieję, że rozumiecie moją perspektywę.
13665:  Gaj das, hundwan!
13669:  Dobra, raz.
13671:  Wszystkie śmieszne szczury tutaj.
13675:  A jeżeli chodzi o artylerię, rozmieścimy ją podwójnie.
13678:  Tutaj.
13682:  I tutaj.
13685:  Okej.
13685:  Raz, dwa, trzy, cztery.
13688:  I pięć.
13697:  Myślę, że Warhammer 40 przejęłoby się równie dobrze jak fantasy, bo moim zdaniem ciężko by popełnić coś podobnego do serii Dawn of War.
13706:  Ja 40, szczerze powiedziawszy, lubię miejscami nawet bardziej.
13709:  Gdyby był Warhammer Total War osadzony w realiach 40, mój Boże, bym był zachwyconym człowiekiem.
13727:  Raz, dwa i koncentrujemy się na konnicy.
13736:  Dobra.
13748:  To jest zdolność, która nam się teraz przyda przeciwko Brytończykom, jako się rzekło.
13756:  Tu widzę piękną rzecz!
13757:  Taka piękność jest!
13760:  Tak!
13761:  Piękne, piękne zgrupowanie!
13765:  Łucznicy!
13769:  Tak, tak!
13770:  Łucznicy!
13771:  Nie ma łuczników!
13775:  Biedna pierdolona piechota.
13779:  Za klasycznym Sapkowskim, dobrze.
13784:  O, zapomniałem zupełnie o tej jednostce.
