Organki szatkują organy — THOREK IRONBROW livestream #3 (The Silence & The Fury DLC)
🔗 https://www.youtube.com/watch?v=3Z1ESWSjGbE

2:  Kazukan Kazakit!
14159:  I ten dodatek jest kilkusetzłotowy.
14162:  I dobrze.
14164:  Bo w przeciwnym wypadku szliby tam ludzie, którzy nie chcą coś konkretnie zrobić, tylko chcą się nachapać.
14170:  A tam mają iść ludzie, którzy mają pomysł na naprawę czegoś.
14174:  Dokładnie tak samo jest z polityką.
14175:  W życiu się nie zgodzę z tym, że polityk to jest zawód.
14178:  Znaczy, to jest zawód, ale w znaczeniu tym, że nas zawodzą.
14190:  A jest takie przekonanie, że tak, że jak będziemy płacić im po 10 tysięcy, to wtedy nie będą brać łapówki.
14195:  Będą, tylko nie tysiąc złotowe albo pięciuset tysięcy, tylko będą brać 10 tysięcy, tak, łapówki.
14205:  Albo będą brać 20 tysięcy łapówki, bo łapówka polega na tym, że się płaci komuś więcej niż on zarabia.
14209:  To jest logiczne.
14215:  Przed wojną średnia pensja na rok 1938, 300 złotych, a minister miał dodatek funkcyjny 2000.
14220:  Czyli to się nie zmieniło jeszcze, do tego widzę.
14226:  Ja po 8 godzinach pracy jako moderator treści na TikToku, o proszę, chciałbym odpocząć od ochydy i absurdu, a tu rzeczywistość jest równie prorąbana.
14234:  No to prawda, to prawda.
14237:  Dlatego należy niszczyć zielonoskórych.
14241:  Dlatego należy niszczyć Chaosytów i dławić rebelię.
14244:  I contentować się tym!
14254:  Jak tam nasz Mierzwa Grzebaczek?
14257:  Może już rekrutować?
14259:  Jeszcze nie może.
14259:  Pech chce, że akurat padło na... Eee... Ooo... Niedobrze.
14268:  cztery, który będzie mógł.
14269:  Tu jeszcze potrzebujemy murów pilnie.
14272:  I to jest wszystko, na co nas stać.
14275:  Forek.
14276:  Czas, żebyś się rozprawił z Sigvaldem.
14282:  Który, jak znam życie, zaatakuje teraz Czarną Grań.
14286:  Jaki tu jest garnizon?
14288:  Fatalny.
14292:  Ale myślę, że zrobimy coś innego.
14294:  To znaczy tutaj sobie wyrekrutujemy
14296:  O, zasięg ruchu na mapie kampanii większy.
14302:  I będziemy z wykorzystaniem tego lorda zasiedlać te wszystkie ruiny.
14306:  Ja myślałem, że to są Skaveni, dlatego się do nich nie pchałem.
14313:  Chciałbym jeszcze raz zobaczyć twoje poczynienia na frakcji Skavenów.
14315:  Zobaczysz.
14317:  Konkretnie w następnym razie będziemy wracać do Warhammera.
14323:  Czyli bardzo wkrótce.
14325:  Plan na nadchodzące tygodnie jest taki.
14328:  Jeden dzień Warhammer, drugi dzień inna gra.
14331:  Bo chcę jednak, biorąc pod uwagę, że Creative Assembly potraktowało mnie tak miło, tego Warhammera utrzymywać.
14337:  No czasem sobie zrobimy przerwę.
14339:  Natomiast jeśli chodzi o... Już wiecie, jak zakończymy dzisiejszy stream.
14345:  Właśnie tak.
14347:  Więc jeśli chodzi o te drugie gry, to będzie naprzemiennie Wiedźmin 3 Mass Effect, Wiedźmin 3 Mass Effect, Wiedźmin 3 Mass Effect.
14352:  Będziemy mieli bardzo nostalgicznie.
14356:  A w niedzielę zachowamy Warhammera.
14358:  Niedziela jest dobrym dniem na Warhammera.
14364:  Rozwiniemy się tym razem my w Tyralierę.
14368:  W piękną, krasnoludzią Tyralierę.
14372:  Wypalacze z przodu tradycyjnie.
14380:  Dobra.
14382:  Inżynier tutaj.
14384:  Jeszcze wam pokażę zdolność inżyniera, która została teraz.
14389:  Ponawiam pytanie, by mogło uciec.
14393:  Po wpisaniu Michał Osiński... Michał Kłosiński, jak kłos.
14397:  I jest paru ich, więc wpiszcie, nie wiem, Michał Kłosiński i cnotnie wieźcie obok, to powinno wam wyjść wtedy.
14405:  To jest maleńki kanał, ale ja uważam, że na tyle jest to wartościowy materiał, że naprawdę śmiało możecie subować, jeśli wam odpowiada ten styl.
14417:  Jest bardziej taki naukowy materiał, ale moim zdaniem bardzo trafnie pokazujący, gdzie leży problem.
14429:  Okej.
14434:  Boom.
14435:  Eee... Boom!
14440:  Gdzie jeszcze, gdzie jeszcze spuścimy bombę?
14443:  No zaraz, zaraz, bo nasi wypalacze nie będą mieli co robić.
14451:  Okej, ścigamy Sigvalda.
14454:  Cnoty niewieści albo galopujący fundamentalizm.
14457:  Bingo, to jest to.
14465:  Wykład z LoL Warhammera odchodził?
14468:  Szanuję.
14470:  Najlepszy wykład.
14479:  Czy ja...?
14480:  Tak, zapomniałem o Iron Breakers i o tym, żeby powinni być... Z przodu!
14493:  Dobra, spróbujemy ochronić tych biednych strzelców.
14520:  Jaki to jest piękne zniszczenie.
14527:  Więc musimy tylko strzelców wycofać, bo trochę ucierpieli.
14532:  Tu się niedobra sytuacja dzieje też.
14545:  No, żeby nam nie zginą.
14549:  Okej.
14555:  Tak, bardzo niedobra jest tutaj sytuacja.
14566:  Okej.
14568:  Wycofuje się, więc jest szansa, że mu się nic nie stanie.
14572:  Rycerze Chaosu nie są czymś, co należałoby ignorować.
14584:  Okej.
14587:  Przetrwał.
14588:  Dobrze.
14593:  Książę Sigwald teraz.
14595:  Jako priorytet absolutny.
14600:  Okej, wycofują się.
14603:  Najlepsze lekarstwo na chaos.
14605:  Prok i stal.
14606:  Nie mogę się nie zgodzić.
14619:  Dobra, teraz...
14626:  Siegwald musi zginąć.
14639:  Tak!
14641:  Zemsta.
14643:  Zemsta na Siegwaldzie.
14649:  Przy pewnych stratach, ale warto było.
14655:  Co za finał, co za finał.
14659:  Mamy nie lada, jak wrócimy do Krasnoludów, a nie będzie to prędko, ale kiedyś wrócimy pewnie, będziemy sobie wtedy rozpoczynać od tego momentu, to będziemy mieli bardzo dziwne rzeczy do zrobienia, jak na przykład oczyścić z chaosu pół świata.
14673:  Może to bardzo dużo zająć.
14675:  Na razie złoto przysięgi bierzemy i czekamy na koniec naszej tury.
14684:  To słuchajcie, ja jak zawsze.
14689:  A jednak.
14690:  Widzicie, dlatego się nie kończy streamu wtedy, kiedy wypada jakaś godzina, tylko kończy się stream wtedy, kiedy skończy się bitwy.
14699:  Taka jest zasada w Warhammerze.
14709:  O, interesujące.
14715:  Tutaj.
14715:  Organki tutaj.
14720:  To jest dokładnie taki sam układ jak Kislevu.
14723:  Kislev.
14726:  Kislev.
14729:  Kislev.
14736:  Okej.
14739:  Zrobimy krwawą rzeźnię.
14742:  W pięknym układzie.
14747:  Strzelcy tu jak zwykle.
14757:  Kto tutaj jest?
14758:  Piechota głównie?
14760:  Piechota i dwa działa niedobrze.
14763:  Longbeard tutaj.
14765:  Bardzo proszę.
14766:  Tutaj Tan.
14767:  Inżynier tutaj.
14771:  Slayers.
14776:  Slayers.
14777:  Może ich jakoś chytrze wykorzystamy.
14780:  Zostawmy ich tutaj, będą walczyć długo i dobrze.
14784:  Iron Breakers absolutnie idą tutaj.
14789:  I tutaj.
14793:  Może nawet tak.
14797:  Boję się, że Iron Drakes mogą też nie strzelać tak, byśmy chcieli, więc zostawimy ich tutaj.
14806:  Spokojnie, jeszcze się nie żegnamy.
14810:  Jeszcze mamy bitwę.
14814:  Ostatnia bitwa.
14816:  Znaczy, mam nadzieję, że to nie będzie ostatnia bitwa, w sensie dla naszego garnizonu.
14823:  Okej.
14824:  I...
14838:  O Boże, jakie to są kiepskie orkowe wieże.
14844:  No koszmar.
14845:  To tak a propos balansu, nie?
14851:  Ciężka sprawa.
14855:  Hmm... Dobrze.
14867:  Wygląda jak jakiś kwaśny deszcz.
14869:  Kapuśniaczkiem strzelają z tych wieżyczek.
14871:  Czy warto kupować podstawkę do Warhammera Total War?
14873:  Tak, bo nie będziesz mieć wielu frakcji.
14877:  Więc warto mieć jedynkę i do jedynki też jest parę dodatków.
14881:  No na przykład Beastmeni są dodatkiem do jedynki.
14883:  Dwójka jedynie wprowadza zmiany do tej frakcji.
14886:  Tak samo jest z leśnymi elfami.
14888:  Jeżeli nie będziesz mieć leśnych elfów z jedynki, no to też nie będzie bardzo wiele kontentu z dwójki.
14902:  Uzupełnienie amunicji, o tak.
14905:  Bardzo miła rzecz.
14914:  Jeszcze, jeszcze nie uporały się dwie wieże z jednym działem.
14918:  Nie żartuję.
14921:  Chciałbym.
14921:  Tak!
14939:  Już tak szybko zniszczone działo?
14941:  Nie no, nie wierzę!
14945:  Musiał mi się coś pomylić!
14949:  Dwie wieże kontra jedno działo.
14954:  Dobra, tutaj jest widzę więcej wrogów, więc... Chyba... W złe miejsce...
14963:  Skierowałem wypalaczy, tak, zdecydowanie tak.
14972:  Chociaż... No, trudno powiedzieć.
14978:  Tu są wystarczające siły.
14980:  Tu jest jakiś chaos, którego nie lubię.
14992:  Ale przefantastyczna jest ta zdolność uzupełnienia amunicji.
14995:  Ona była poprzednio u Królów Grobowców.
14998:  Czy Leśnymi Elfami się fajnie gra?
14999:  Tak.
15000:  Zagrałbym w pierwszej kolejności siostrami Zmierzchu.
15005:  Prowadzeni w dodatku.
15007:  Nie ma co grać już Orionem.
15009:  Fajnie się też gra Drajką albo Durfu.
15012:  Wtedy są dumstaki Entów.
15017:  Come on, Enty.
15019:  Wspaniałość.
15023:  O tak!
15024:  Dobra decyzja!
15026:  Dobra!
15032:  Our master deserts us.
15035:  Właśnie.
15037:  Wnioski na przyszłość?
15040:  Nie mieć mistrza, który nas opuszcza.
15042:  To jest aż tak proste.
15046:  Dziękuję elita form za trybut i podziękowania za mile spędzony wieczór z absolutną wzajemnością.
15059:  Mmm... Popatrzcie tylko na te piękne płomienie.
15066:  Uważam, że żelazne smoki powinny być w obsadzie pięciopoziomowej twierdzy.
15071:  Czeka się na nią tak długo, że jest to naprawdę wskazane.
15076:  Bo gdyby nie fakt, że teraz rosną tak wolno twierdze krasnoludzie, to co innego, ale przy tak obniżonym wzroście uważam, że powinno być to w ten sposób zbalansowane czy zrekompensowane.
15091:  On ma zginąć.
15099:  Uzupełnienie amunicji.
15105:  Pięknie wałczą Iron Breakers.
15108:  Wspaniale.
15114:  Jak tutaj?
15115:  Tu w ogóle na tej stronie frontu się nic nie dzieje, mam wrażenie.
15125:  Ale za to tu ile było wypalania.
15141:  W Rome Total War się budowało czwarty poziom murów i samych łuczników i wygrana, no właśnie.
15145:  No przesadza w drugą stronę!
15147:  To jest zakończenie!
15160:  Dla przodków!
15161:  No tak... To jest zakończenie!
15170:  Chociaż czekajcie, nie wiem czy to nie jest tak, że... Nie, tutaj żelazne smoki są w tym garnizonie.
15181:  Może moje wishful thinking było w ogóle nie na miejscu.
15187:  Zaraz, zaraz, zaraz, bo ci nam zginą od ognia naszego własnego.
15198:  Musimy sprawdzić to zaraz, będzie mi bardzo ciekawi.
15206:  Zależy od tego, która to z twierdz naszych.
15213:  Ekspedycja Żelaznej Brwi, ekspedycja jak ekspedycja.
15216:  Kiepska nazwa biorąc pod uwagę, widać, że była projektowana pod oko Wiru.
15224:  Bo na mapie Mortal Empires jesteśmy w naszej rodzimej twierdzy.
15240:  Karak Orud.
15242:  To jest rodzimy garnizon.
15252:  Tak.
15254:  Co daje tutaj?
15258:  Brama runiczna daje żelazne smoki.
15261:  Ale to nie wszędzie przecież.
15265:  Czyżby to było uwarunkowane...
15270:  Nie.
15272:  Wszędzie powinni być.
15275:  Bardzo ciekawe, bo czasem ich nie mamy w ogóle.
15277:  Dobrze, pozbądźmy się jeszcze resztek buntu.
15280:  Stąd.
15282:  Tu powinno być łatwo.
15285:  Tak jest.
15286:  Koniec buntu.
15287:  Dobrze.
15289:  To powiedziawszy, sytuacja jest w miarę opanowana.
15292:  Zrobimy sobie rozeznanie taktyczne następnym razem, jak wrócimy do krasnoludów.
15296:  Ja tymczasem raz jeszcze Wam serdecznie dziękuję dzisiaj za bytność, za trybuty, za dyskusje, ożywione dyskusje o kwestiach ważnych i ważniejszych.
15305:  Warhammerze, o polityce edukacji i wszystkim, co nas interesuje.
15309:  Trzymajcie się, życzę Wam dobrego tygodnia.
15311:  W przyszłym tygodniu wracamy z radosną kampanią z Kawenią i otwieramy Wiedźmina.
15317:  Za dwa tygodnie będzie Mass Effect i też coś Warhammerowego.
15320:  Zobaczymy.
15321:  Dziękuję Wam najserdeczniej.
15323:  Może w przyszłym tygodniu też wpadnie jakiś film na kanał.
15326:  Informacja przedpremierowa dla Was.
15328:  Wszystkiego dobrego.
15329:  Do zobaczenia.
15329:  Do następnego.
