🔴 RINGS OF POWER — odcinek 5 i 6 | Recenzja ze spojlerami #3
🔗 https://www.youtube.com/watch?v=YVcxr00_RQc

233:  A, jesteście!
7493:  Chciałoby się rzec chędogi i prawdopodobnie także jurny, bo spłodzi całe pokolenie wspaniałych rumaków,
7500:  którego oczywiście, i to będzie taki, wiecie, link między Rings of Power a Władcą Pierścieni, potomkiem będzie Cienisto Grzywy, którego dosiada Gandalf.
7509:  Tak będzie!
7510:  Dzięki koniowi Galadrieli powstał Cienisto Grzywy.
7513:  Bez Cienisto Grzywego nie byłoby Tolkiena, nie byłoby Jacksona i nie byłoby filmów.
7517:  Tak było.
7518:  Nie zmyślam.
7523:  Wracamy do oblężenia, które jest oblężeniem i jak wiecie dobrze w ostatecznej chwili zawsze oblężenia mają to do siebie, że i to także się dzieje w oryginalnej trylogii, że w ostatniej chwili przybywa armia i ratuje naszych bohaterów z opresji.
7538:  Okazuje się oczywiście, że Adar na wypadek gdyby ktoś miał jakiekolwiek wątpliwości poszukuje
7542:  głowni miecza, która, jak wiadomo, jest bardzo magiczna, ale również jest maggafinem, to znaczy posłuży nam do tego, żeby fabuła posunęła się do przodu.
7552:  Zwracam uwagę, że używając czasownika posunęła się, nie mam na myśli niczego związanego z balrogiem oraz jego ożywczymi fruktami i fluktami zarazem.
7564:  Adar grozi, że zabije Bronwyn, co paradoksalnie wcale nie elektryzuje Arondira i dopiero Fio ulega tej presji i pokazuje, gdzie jest schowany Mroczna Głownia Zagłady, której bardzo poszukuje Adar.
7582:  I w tym momencie na szczęście przybywają Numenorejczycy, którzy sobie świetnie radzą, jak to konnica w gęstych zabudowaniach i dzięki temu, że przywieźli ze sobą również na, to była przepiękna scena, myślałem, że umrę ze śmiechu, że przywleśli ze sobą również taki specjalny łańcuch,
7601:  Muszę oczywiście, wiecie, zatrzymywać to na wypadek, gdyby Amazon znowu się rozsierdził i Galadriela tutaj wykonuje niesamowite salta mortale i salta mortadele również.
7613:  Chlast robi mieczem i orka już nie ma, ale najzabawniejsi są Numenorejczycy, którzy właśnie przynieśli ten łańcuch, nie uda mi się tej sceny znaleźć.
7620:  przeciągnięty w ten sposób, że orkowie się wywracają, takie śmieszne bańki-wstańki.
7625:  Beka z typów wywracają się.
7627:  Wigamy Michała W. w gronie trybutariuszy.
7629:  Więc scena walki, która mogłaby być epicka i mogłaby być sympatyczna, robi się znowu trochę slapstickowa.
7635:  Ale zaznaczam, że jest wciąż sceną walki, więc ja wolę lepsze sceny walki niż brak scen walki w serialu, który ma same dłużyzny.
7644:  Trochę wychodzą z tego kitowcy w Power Rangers, no niestety mam takie wrażenie.
7647:  Z niemiadomych względów Muriel tchurzy i stwierdza, że ona sobie będzie siedziała na wzgórzu i siadywała na światłość, jak u Chmielewskiej, ponieważ jak wiadomo ma koronę ze słońca, dlatego światłość.
7659:  Obserwuje przebieg całej bitwy, cieszy się niezmiernie z faktu, że Numenorejczycy na koniach sobie bardzo dobrze radzą w gęstym zabudowaniu.
7666:  Oczywiście Isildur w którymś momencie kogoś ratuje i co się okazuje?
7669:  No nie zgadniecie, mianowicie okazuje się, że Adar ucieka z mrocznym mieczem.
7676:  To nawet było w trailerze.
7677:  Macie rację, rozpięty łańcuch był w trailerze.
7679:  Zresztą ta scena szarży Rohirrimów, przepraszam, to nie jest szarża Rohirrimów, tylko Numenorrimów, więc szarża Numenorrimów też była w trailerze.
7689:  Absolutnie tak.
7691:  Mamy Ewoków przywracające AT-AT za pomocą liny w domu.
7697:  Ta repita, czy to wydanie niedokończonych opowieści jest zyskowe z 2019 roku?
7701:  Tak, to jest zysk i spółka.
7703:  To jest zysk i spółka i tutaj jest troszeczkę więcej faktycznie materiałów.
7707:  Polecam swoją drogę, jest przepięknie ilustrowane to wydanie.
7711:  Skąd oni są do jakiejś... Skąd oni są i do jakiej wioski mają iść?
7717:  Znaczy ja nie rozumiem przede wszystkim tego dystansu, który Numenorejczycy przebyli, ale mam wrażenie, że to jest kwestia tych cięć montażowych.
7724:  Wiecie, to znaczy oni musieli przybyć zdecydowanie wcześniej i ruszali.
7727:  Nam pokazywano już te szarże w momencie, w którym faktycznie byli w pobliżu tej wioski.
7732:  Tylko tak sobie jestem w stanie wytłumaczyć te teleportacje, no bo jeżeli byśmy założyli, że te...
7737:  dwa wątki dzieją się równolegle, to te numery ojczycy nie mieli prawa znaleźć ich tak szybko.
7742:  Przecież zwróćmy uwagę na to, nawet gdybyście o tym zapomnieli, Mordor jest dość duży, znaczy przepraszam, Southlands jest dość duże, tak, w związku z powyższym, to jeżeli tam jakimś cudem się znaleźli, szybko wam przypomnę, jak duży jest Mordor, otóż tak duży jest Mordor, no więc zakładam, chociaż nie zakładam,
7763:  że przybyli stąd, to znaczy z Efir Anduin, z ujścia Anduiny, tak?
7769:  Chyba stąd mieliby najbliżej, chociaż z drugiej strony tutaj jest wejście do Mordor, chociaż z trzeciej strony pokazywano nam wcześniej to jezioro, więc może od strony Haradu.
7778:  Diabli wiedzą, od której strony oni się dostają do tego Mordoru, tak czy siak?
7781:  To jest jakiś...
7783:  dość długa droga, którą trzeba byłoby przebyć, więc ja nie wierzę, żeby to się rozgrywało równolegle, znaczy bardzo bym się zdziwił, gdyby to się rozgrywało równolegle, to byłoby jeszcze bardziej bezsensowne, jeżeli by to się rozgrywało równolegle.
7795:  Oni mogli ukraść te konie.
7796:  No mieli szczęście Greenpool, że akurat dla 300 ludzi było, ja sobie wyobrażałem to w ten sposób, że był taki parking jak z rowerkami miejskimi do wypożyczenia, prawda?
7808:  I był taki parking i było akurat trzy setki koni i trzeba było tylko tam wrzucić, wrzucić monety.
7813:  Powiedzmy, że to były oreny wiedźmińskie, bo w tym momencie wyjebane już z jakiego uniwersum bierzemy, więc, bo i tak się nie przejmujemy niczym, więc powiedzmy, że to były oreny, więc tam wrzucali jednego orena i uzda
7825:  była luzowana i można było konia wyprowadzić i ruszać w bój.
7828:  A, jeżeli się nie oddało konia przynajmniej po upływie jednego roku, no to wtedy koniec był pokrywany tym takim black goo ze Stranger Things i umierał.
7839:  Adrian Widłak, dzięki serdecznym atrybutom, opuść strażnicę, broni się z wieśniakami w nieufortyfikowanej wiosce Dobry Plan.
7844:  Ja tego będę bronił, wiesz, Adrianie, ja tego będę bronił z tego względu, że oni faktycznie nie mieli za bardzo pomysłu, co zrobić i ta pułapka, którą zastawili w strażnicy była sensowna, choć byłaby to sensowniejsze, gdyby wcześniej się bronili, a pułapka była wykorzystana jako...
7859:  środek ostatniego ratunku, prawda?
7862:  I w rozpaczy zdecydowali się na zawalenie jednej budowli, która im dawała osłonę i potem przenieśli się do samej wioski.
7869:  Miałoby to troszeczkę więcej sensu wtedy, więc powiedzmy, że tutaj znajdę pewien kompromis.
7874:  Dobrze, że znaleźli te konie wytresowane.
7876:  Tak, bo te konie były od razu... To dlatego, że one są z tej wypożyczalni, znaczy koni specjalnych na godziny i te konie są od razu już wytresowane do konkretnego celu.
7887:  Więc jeżeli na przykład potrzebujecie tego konia być kurierem rohańskim, no to wtedy wrzucacie dwa oreny i on już zmienia wtedy swoje zachowanie, ma wgrywany inny chip.
7895:  Proste.
7896:  Mówicie, ale jaki chip, Krzysztof?
7898:  To jest świat fantasy.
7899:  A ja mówię wam, any sufficiently advanced technology is indistinguishable from magic.
7905:  Każda zaawansowana technologia jest nieodróżniona od magii.
7909:  A co jest w światach fantazy, tam jest magia.
7915:  Może Sauron też był zaczipowany?
7917:  Kto wie?
7918:  Może dowiemy się tego w ósmym odcinku.
7920:  Kup aha, dzięki serdeczne za trybut.
7922:  Wracamy do naszego, jak wiemy, przepełnionego niesamowitymi bitwami odcinka.
7926:  I tutaj jest scena, w której mamy fanservice, klasyczny fanservice, to znaczy nie Arwena, przepraszam, nawiasem mówiąc, oryginalnie powinien to być Glorfindel, ale w trilogii Jacksona była to Arwena, która goniła z Frodem do...
7942:  ronda, żeby go tam uleczyć i ścigał ją na zgulę i ona, nie wiem, pamiętacie zapewne, mówiła bardzo szczególne takie zaklęcie wkuenyjskie do konia, żeby koń mknął szybciej i dokładnie to się tutaj pojawiło.
7953:  Oczywiście, że nie jestem w stanie znaleźć tego momentu, w którym ona to mówi, mimo że był jednym z takich bardziej epickich dla mnie, coś we mnie drgnęło, jak to usłyszałem i szkoda wielka.
7964:  W każdym razie ten
7965:  Te słowa wymawiane do konia sprawiały, że on dosłownie oznacza pędź na skrzydłach wiatru czy coś w tym stylu i koni wtedy przyspieszał do absolutnie nadnaturalnych prędkości i to było świadectwo tej więzi między elfami a naturą.
7980:  Sindarińskie to było.
7982:  nitro dopalać do konia.
7985:  Coś takiego jest w tym.
7987:  Tak, macie rację.
7989:  Tak, umknął mi Wolf Whisper, który dołączył do grona trybutariuszy i nawet się czaty zajemniczyły na tę okoliczność, za co ci bardzo serdecznie dziękuję i czatom takoż.
7998:  Kazer konowicjusz jamniczego ognia trybutuje.
8000:  Witam wszystkich.
8001:  Awe jamnik.
8002:  Awe.
8004:  Chciałbyś odpowiedzieć z Asterixa i Obelixa.
8006:  Awe ja.
8007:  Tak.
8008:  Tarell pisze, że do Mordoru rohirryjczycy mogli przez przełęcz, gdzie później Minas Ithil stanęła, by popłynąć w górę Poros i przejść obok źródła.
8017:  Jest sroga przełęcz na mapie z tego, co widzę.
8019:  Tak czy siak, to chyba też była daleka droga, ale na pewno mniej odległa niż przez... Jak się nazywa to miejsce?
8029:  Ta przełęcz, gdzie jest Czarna Brama w późniejszym okresie, ale ona ma swoją nazwę.
8033:  Przypomnę sobie Udun.
8035:  Udun to jest dosłownie piekło w czarnej mowie, jeśli mnie pamięć nie myli.
8040:  Julko, dziękuję Ci serdecznie za trybut.
8042:  Julka znalazła nawet na okoliczność trybutu rzygającą emoji.
8046:  Jest to absolutnie przerażające.
8048:  W każdym razie, okazuje się, że szybszy od Galadrieli jest Halbrand.
8052:  Nie wiem, dlaczego tak się dzieje.
8054:  I Halbrand robi demona Targaryena.
8057:  To znaczy Halbrand bezczelnie podcina nogi biednemu koniowi.
8061:  Jak można tak zrobić?
8063:  Więc to jest moment demona Targaryena w wykonaniu Halbranda.
8067:  Jeżeli nie wiecie, o czym mówię, wspominając demona Targaryena, oglądajcie lepszy serial niż Rings of Power, to znaczy House of the Dragon.
8074:  Oczywiście będą tam dłużyzny, bo to jest bardzo taki powolnie rozwijający się serial, ale jest mniej cringe'u.
8081:  Jeżeli chodzi o Rings of Power, to jest to cringe fest.
8084:  Stanisławie, dzięki serdecznie za trybut.
8086:  Dziękuję za wiedzę i za zaangażowanie.
8088:  To ja wam dziękuję za zaangażowanie.
8089:  Jesteście tłumnie zgromadzeni, a ja zacząłem wszystko od nudnych wstawek naukowych, które przetrwaliście.
8094:  Należą się wam absolutne gratulacje i podziękowania.
8097:  Cieszę się, że możemy tutaj to wspólnie przeżywać.
8099:  Nie ukrywam, że jest to dla mnie znacznie przyjemniejsza czynność niż oglądanie tego, tej superprodukcji.
8108:  Superprodukcji.
8110:  I co ciekawe,
8113:  Co ciekawe, Halbrand chce zabić natychmiast Adara i jeszcze go pyta, czy został rozpoznany, co jest niestety asumptem do tych teorii fanowskich, że a, tak, to Sauron, to Sauron.
8125:  Ale Galadriela interweniuje i mówi, no, no, nie będziemy zabijać Adara, będziemy go wykorzystywać.
8129:  I wykorzystują go zaiste do bardzo dziwnej sceny, o której za chwilę sobie powiemy.
8134:  Hmm, tak.
8136:  Halbrand jest też wyższy od Galadrieli, to powinna być wyższa ona, ponieważ jest elfem.
8139:  Galadriela nie jest elfem, to jest człowiek.
8143:  W tym serialu nie ma elfów.
8145:  Znaczy ja ich nie rozpoznałem w każdym razie jako elfy, więc wiecie.
8149:  Paję błąd ze strony twórców, którzy chcą robić różowego słonia znanego jako zapka.
8155:  Ale to jest ich wybór.
8156:  No i mamy zupełnie niepotrzebną moim zdaniem scenę biwakowania i biesiadowania i cieszenia się tym, że nasze piękne zbroje zrobione z pianki poliuretanowej są pokryte teraz, widzicie?
8168:  Light motif.
8169:  Ciemnym, czarnym,
8172:  szlamem, który zagraża Lindonowi i wszystkim innym ościennym królestwom.
8182:  Nie mogę patrzeć na te zbroje, naprawdę.
8184:  Szczerze, mosznozbroje Nilfgaardczyków przynajmniej były śmieszne, bo można było je nazwać mosznozbrojami, ale nie.
8196:  To jest najdziwniejsza scena tego odcinka i chciałbym się na niej trochę dłużej zatrzymać.
8200:  To znaczy, to jest scena, w której Galadriela przesłuchuje Adara.
8204:  Jest ona z jednej strony interesująca, to znaczy Adar wreszcie mówi, nie wiem, bo to są tak strasznie wolne te dialogi, że trudno nawet poklatkowo wam to pokazywać.
8215:  Adar mówi, że jest jednym z, czy przyznaje się do tego, że jest jednym z elfów spaczonych przez Morgotha.
8220:  Ma nawet na to określenie pewne, to znaczy Morjondor.
8225:  Moriondor, z tego, co pamiętam, oznacza kogoś, kto jest mroczny, albo kogoś, kto jest ciemny, czy ciemnego sługę.
8234:  Musiałbym dokładnie sprawdzić, nie wiem, czy jestem w stanie to zrobić w tej chwili, bo poleganie na mojej pamięci, zwłaszcza jeżeli chodzi o sztuczne języki, nigdy nie jest dobrym pomysłem.
8244:  Ale wydaje mi się,
8249:  Nie znajdę tego na szybko.
8251:  Son of the Dark.
8252:  Son of the Dark.
8253:  Czyli potomek mrocznego, czy potomek ciemnego, czy mroczny potomek, cokolwiek.
8261:  Byleby tylko nijak Uli Bardugo, Zmrocz, okej?
8265:  Bo Zmrocz to nie jest dobre tłumaczenie.
8267:  To było w oryginale Darkling i zrobili z niego Zmrocza.
8271:  W Cieniu i Kości, w tak samo Królu z Bliznami i tak dalej.
8276:  Zmrocz.
8278:  Moriondor.
8279:  Product placement.
8280:  Ja wam dam product placement.
8286:  Design, który wiesz, że mi się bardziej podoba?
8287:  Orfangu czy Barad-dur?
8291:  Wiesz co?
8292:  Chyba zawsze Orfang.
8294:  No, Orfang mi się bardziej podobał.
8297:  Także dlatego, że Barad-dur operuje tym bardzo dosłownym, literalnym przedstawieniem oka Saurona, prawda?
8304:  Oko Saurona było metaforą tolkienowską, która miała oznaczać, że Sauron wszystko widzi.
8309:  To nie jest tak, że Sauron miał postać ognistego oka.
8313:  Nie.
8318:  Darkling powinien się tłumaczyć jako nocnik.
8320:  No, w każdym razie Morjondor wyjaśnia nam genezę, po pierwsze, tych elfów, które zostały spaczone przez Morgotha.
8327:  Już wiemy, że to jest ta teoria, która się pojawiała wcześniej.
8330:  Nie ukrywam, że tu jestem trochę zadowolony, ponieważ sam byłem jej orędownikiem.
8334:  I głównie z tego powodu, że to jest jedyny sposób na to, żeby uczłowieczyć w jakiś sposób, bardzo oczywiście w dużym cudzysłowie uczłowieczyć orków, to znaczy przedstawić ich z perspektywy takiej empatyzującej.
8345:  I potem jest bardzo, bardzo dziwna wymiana zdań między Galadrielą a Adarem, w której Adar wypada na empatycznego, mądrego, owszem, pokrzywdzonego, zmagającego się z pewną traumą, ale spokojnego, zdystansowanego bardzo wobec całego świata, kochającego swój lud,
8375:  I pałającego szacunkiem do przeciwnika.
8377:  Czy coś wam to nie przypomina?
8379:  Czy nie przypomina wam to tego, jak powinny się zachowywać elfy?
8382:  I wiecie, co robi wtedy Galadriela?
8384:  Galadriela mówi, wiecie, z tą swoją miną, taką, wiecie, taką budzącą sympatię na płatkach śniadaniowych, że aż chcecie sobie kupić, żeby mieć to zatwardzenie.
8392:  I ona mówi...
8393:  Będę ścigać twój rodzaj aż do ostatniego.
8398:  Wszystkich zabiję, każdego orka zabiję, a ciebie zostawię na sam koniec.
8405:  I będziesz patrzeć, jak giną twoi ukochani.
8409:  I na samym końcu tobie wypruję flaki, jak i każdemu.
8413:  Twój rodzaj jest pomyłką stworzenia.
8416:  Nie jesteś dzieckiem Iluvatar'a.
8423:  Naprawdę, nie wymyślam, żeby było śmieszniej, żeby było śmieszniej, to Adar przywołuje imię Iluvatara, jedno z wielu, jako tego, który niesie płomień.
