#229 Jak Nie Pozwolić Swojemu Wku*wowi Pójść Na Marne? Wiedźmin, Gra o Tron - dr Krzysztof M. Maj
🔗 https://www.youtube.com/watch?v=q4AycNpVEQg
PG (Przemysław Górczyk)
KMM (Krzysztof M. Maj)

0:  PG - Jak wybuchła wojna w Ukrainie, to ja nie mogłem oglądać filmów wojennych.
6195:  KMM - Może chcesz zostać, nie wiem, inżynierem dźwięku, tak?
6198:  KMM - To wtedy może ci akustyka się przydać, ale jak chcesz montować filmy, to niekoniecznie, nie?
6202:  PG - Plus wszystkie zawody, których ja dzisiaj nie mam, a będę jutro.
6204:  PG - Których jest mnóstwo, tak samo jak podcastowanie kiedyś nie było.
6207:  PG - Oczywiście.
6207:  PG - Czyli jakbyś mnie zapytał kiedyś, czy ja będę podcasterem, to bym...
6211:  PG - Nawet nie wiedziałem, że można.
6212:  KMM - No absolutnie, no tak samo, wiesz, inżynier promptów, to się pojawiło niedawno, gdzie możesz pisać prompty dla sztucznej inteligencji, nagle się okazuje, że to jest bardzo rzadki skill, że trzeba po pierwsze umieć bardzo dobrze konstruować zdania i zapytania, więc masz jakieś kompetencje humanistyczne, ale jednocześnie musisz ogarniać oprogramowanie i dobrze się w tym świecie czuć i nagle masz nowy zawód, który wykwita i też, wiesz, no, cała idea przygotowywania takiego systemowego, edukacyjnego do takich...
6239:  KMM - klasycznych, akademickich profesji jest absurdalna wobec faktu, że tak myknie postęp technologiczny.
6244:  KMM - My nie jesteśmy w stanie systemowo do tego przygodzić, musimy być elastyczni.
6248:  KMM - I bawi mnie strasznie, że ludzie potrafią to rozpoznać, jak rozmawiają o nowym modelu iPhona, że no tak, jest postęp, mamy nową kamerę, tam jest 60 megapikseli, a nie 20.
6257:  KMM - I to jest, to w ciągu ostatnich dwóch lat się zdarzyło.
6261:  KMM - No to przyłóż to w takim razie do metod edukacyjnych, które są 200 lat takie same, że może coś jest jednak nie tak, że tutaj czas trzeba przeprowadzić innowacje i kto wie, czy nie szybciej.
6270:  PG - Właśnie jak obserwowałem sobie twojego YouTube'a, to widziałem, że wiele z tych filmów odnosi się do tego, w jaki sposób jesteśmy nauczani aktualnie i teraz rozumiem, dlaczego o tym mówisz.
6279:  PG - To ci musi bardzo przeszkadzać, skoro jakby...
6283:  PG - technologia rozwija się aż tak szybko, a to jak się uczymy, rozwija się bardzo wolno i tym bardziej, jak ta technologia może być wykorzystywana do nauki, a nie do końca jest.
6291:  KMM - No wiesz co, to nieprzypadkowo właśnie w okresie pandemicznym zacząłem YouTube'a, bo rozsierdziło mnie nieprawdopodobnie to, że moje podejście do tego, że jest pandemia i muszę nauczać, było jasne.
6300:  KMM - To znaczy, okej, kupuję mikrofon, kupuję kamerę i uczę się nowych technik za żonę.
6305:  PG - To samo swoją drogą zrobiło... Jak to nie modliłeś się do Boga samego świętego spokoju?
6308:  PG - Co jest?
6310:  PG - z tobą nie tak.
6311:  KMM - Ewidentnie, ewidentnie coś jest nie tak.
6312:  PG - Trzeba, ja ci powiem, jak to się robi.
6314:  PG - Wchodzi się na kola, mówi wszystkim, żeby wyłączyli kamerki.
6316:  PG - Ty słuchaj, on też wyłączasz, czytasz coś tam.
6318:  PG - Tych uczniów nie ma w ogóle przy komputerze.
6321:  PG - To godzinkę masz wpisane.
6323:  PG - Do widzenia.
6324:  KMM - Ja tak nie umiem.
6325:  KMM - Znaczy wiesz, mnie gubi perfekcjonizm.
6326:  KMM - To jest z drugą strony problem.
6328:  KMM - Ale dla mnie to była okazja, żeby się nauczyć czegoś nowego.
6331:  KMM - I wiesz, spotkałem też ludzi, żeby nie było, którzy myśleli podobnie.
6334:  KMM - Miałem na przykład szkolenie tutorskie w Collegium Vratisla Vienze.
6337:  KMM - I oni byli przyzwyczajeni do takiego bardzo tradycyjnego systemu robienia szkoleń.
6342:  KMM - Masz żółte karteczki, jakiś flipchart i praca warsztatowa.
6346:  KMM - No ale wiesz, był COVID.
6347:  KMM - No to co zrobili?
6348:  KMM - A użyli aplikacji, gdzie mogłeś takie same karteczki przyklejać na wirtualnej tablicy.
6352:  KMM - I ludzie mieli z tego frajdę.
6353:  KMM - I wiesz, i takich narzędzi mieli sporo różnych.
6355:  KMM - Wtedy się też nauczyłem pracy, znaczy nauczyłem się pracy w metodologii Agile w Trello już, czy w Jeezerze Asanie w korporacji, wiadomo.
6363:  KMM - Ale tutaj jeszcze zostało to pokazane od strony takiej właśnie edukacyjnej.
6367:  PG - Te boardy są fajne, co sobie z ludźmi jakieś zdjęcia wklejasz, tu jakieś spinki, tu jakieś gry można robić, to jest niesamowite i to jest naprawdę przyjemne.
6375:  KMM - Tak i ja odkrywałem to wszystko, a równocześnie czytałem artykuły, wiesz, takie z ten torowym tonem pisane, że no, że teraz to będzie tragedia, stracone pokolenie, teraz siedzi w komputerach, nie będzie miało szkoły prawdziwej i wiesz, ja się tak wściekłem, że aż do dzisiaj teraz mi ta wściekłość nie przeszła,
6393:  KMM - Ale dużo ludzi myśli, że ta wściekłość jest nieautentyczna.
6396:  KMM - To jest nieprawda.
6397:  KMM - To znaczy, ja po prostu wcześniej marnowałem swój wkurw, który po prostu nie był na antenie.
6402:  KMM - I on był ograniczony do grona bliskich, którzy musieli to znosić, ale że wszyscy praktycznie moi bliscy są w ten czy inny sposób związani z edukacją.
6409:  KMM - No to myśmy sobie to robili nawzajem cały czas.
6412:  KMM - I ja pamiętam, że tak od piątego roku życia w górę słyszałem od mojej mamy i od mojego dziadka wcześniej...
6417:  KMM - różne, pełne frustracji wypowiedzi na temat edukacji, więc to zostało, nie?
6421:  PG - To jest niesamowite, jak można takie rzeczy przekuć w zawód.
6424:  PG - Ja też kiedyś nie myślałem, jak normalnie spotykałem się ze znajomymi, zaczynałem gadać o jakiejś filozofii, o jakichś takich skomplikowanych konceptach, to ci znajomi tak na mnie patrzyli, wiesz, i w pewnym momencie się zastanawiasz, tak jak twój wkurw, można to przekuć, po prostu odpalasz sobie kanał na YouTubie, znajdujesz ludzi, których też to interesuje, a nie tych twoich znajomych, których to w ogóle nie interesuje.
6443:  KMM - i masz fajną robotę.
6445:  KMM - Co więcej, moi znajomi też odetchnęli, bo ja przestałem przynajmniej na to narzekać, jak się spotykaliśmy.
6449:  KMM - Mogło sobie mnie włączyć, ale co ważne, mogło też mnie wyłączyć.
6453:  PG - O, właśnie.
6454:  PG - Dokładnie o to chodzi.
6455:  KMM - Ale przy okazji okazało się, że i to mnie zaskoczyło, że jest strasznie dużo ludzi, którzy potrzebowali wsparcia, wiesz, i takiego realnego wsparcia.
6463:  KMM - Nie sądziłem, że takie doświadczenie, że jest ktoś, kto jest w społeczności akademickiej i się wścieka tak jak my, może być katartyczne i oczyszczające.
6471:  KMM - No i potem się okazało, że równolegle jak zacząłem robić jakieś rzeczy, które dla mnie były totalnie oczywiste, to na przykład nie wiem, że egzaminy na czas są absurdalne, bo mierzysz odporność na stres i mierzysz to, czy ludzie potrafią na czas coś zrobić, a nie sprawdzasz umiejętności i wiedzy.
6486:  PG - Ale to też jest ważne, jak oni reagują na stres, bo będą mieli dać dla inwagencji i co wtedy?
6491:  KMM - To prawda, ale nie muszę mieć tego deadline'u w agencji.
6493:  PG - Ale prawdopodobnie nie będą mieli.
6496:  KMM - To prawda, ale są alternatywne metody i możesz to trenować w innym momencie, ale nie akurat wtedy, kiedy starasz się rzeczywiście sprawdzić, czy ktoś coś umie.
6504:  KMM - Możesz to ćwiczyć niezależnie na jakichś warsztatach i ja na przykład wyobrażam sobie, że można byłoby świetnie zrobić i to zresztą robię ze studentami, macie 5 minut na przedstawienie swojej koncepcji.
6514:  KMM - Macie pięć minut na przedstawienie swojej koncepcji, bo pojedziecie na konferencję naukową i będziecie mieli pięć minut.
6518:  KMM - I co wtedy?
6519:  KMM - Albo będziecie mieli szefa, który powie, dobrze, masz zrobić pitch tego projektu, masz minutę.
6524:  KMM - I co wtedy?
6524:  KMM - Powiesz, nie, o nie, bo ja jestem przyzwyczajony do tego, że ja mówię pół godziny.
6528:  KMM - Wiesz, wtedy możesz to ćwiczyć, ale na egzaminie?
6530:  KMM - Absurdalne.
6531:  KMM - Bardzo często się zdarza tak, że masz egzamin, wiesz, w jednym dniu o określonej godzinie, ktoś ci przychodzi, nie wiem, jedna osoba miesiączkuje, druga osoba boli głowa, trzecia osoba...
6541:  KMM - Wiesz, spóźnisz się i nagle się okazuje, że coś, co powinno być takim, wiesz, normalna rzecz egzamin, nagle to urasta do jakiegoś problemu życiowego i ty jesteś przerażony, że nie przez ciebie ty nie możesz w tym uczestniczyć.
6553:  PG - Masz rację, niepotrzebne to jest do dołożenia akurat w tym momencie.
6556:  KMM - Wiesz co, ja zrobiłem test prosty, bo ja lubię testować naukowo, więc stwierdziłem, dobra, to zrobię taki jeden egzamin,
6564:  KMM - Zrobiłem to siedem lat temu i od tego czasu robię tak zawsze.
6568:  KMM - To będzie trwał niekończącą się ilość czasu.
6570:  KMM - To znaczy powiem ludziom, że mają tyle czasu, ile potrzebują.
6572:  KMM - To już swoją drogą był egzamin stacjonarny, co ciekawe.
6575:  KMM - I druga rzecz, którą powiedziałem, możecie mieć notatki.
6577:  KMM - Możecie mieć komputery i telefony, nie obchodzi mnie to.
6579:  KMM - I po czym nabiedziłem się i skonstruowałem pytania takie, które były kreatywne i które na przykład były zadane.
6585:  KMM - Które nie mogli wygooglować.
6586:  KMM - Tak, one były bardzo prosta technika.
6588:  KMM - Zadajesz pytanie używając paru terminów, które ludzie muszą znać.
6592:  KMM - No i już powstrzymujesz tych, którzy nie przygotowali się w ogóle do egzaminu, przed tym, że ha, ha, można sobie użyć Google'a.
6598:  KMM - No już nie.
6599:  PG - Ale czat GPT by coś podał, co?
6601:  PG - Nawet na takie otwarte rzeczy.
6602:  KMM - Wiesz, jaki jest sposób na czat GPT?
6603:  KMM - Na przykład bierzesz przykład, który jest sprzed tygodnia.
6607:  KMM - Świeże rzeczy.
6607:  KMM - I też tego nie będziesz miał w internecie.
6611:  KMM - To wymaga, żeby naukowiec czy nauczyciel był na bieżąco.
6614:  KMM - Dlatego, wiesz, procentuję to, jeżeli robisz na przykład kursy z tego, na czym się znasz.
6618:  KMM - Ja akurat mam to szczęście, że wszystkie moje kursy są autorskie na AGH-u.
6621:  KMM - No ale to było jeszcze na UJ, to było swoją drogą na egzaminie z teorii literatury i ludzie na to zareagowali w niesamowity sposób, to znaczy jedni oddali po 45 minutach, ale był człowiek, który pisał, nie żartuje, od 10 do godziny 20.
6634:  KMM - I ja byłem tam cały czas, odpaliłem grę i grałem.
6640:  KMM - I siedziałem sobie spokojnie.
6641:  KMM - I wiesz, jeden i drugi napisał rewelacyjnie.
6644:  KMM - I to było dla mnie niesamowite odkrycie.
6645:  KMM - A potem zacząłem eksperymentować jeszcze bardziej.
6648:  PG - Zapytałeś ich, z czego to wynikało?
6650:  PG - Tego od 45 minut?
6651:  KMM - Wtedy nie byłem jeszcze tak doświadczony.
6653:  KMM - Dzisiaj bym zadał to pytanie.
6654:  KMM - Wiesz, ale wtedy jeszcze byłem doktorantem.
6655:  KMM - Dzisiaj trochę bardziej eksperymentuję.
6657:  KMM - Na przykład daję ludziom tydzień na egzamin.
6659:  KMM - Mogą się zalogować, kiedy chcą do egzaminu.
6661:  KMM - Też dostają źródła.
6663:  KMM - I magiczna jest jedna rzecz.
6665:  KMM - Jak myślisz, jaki jest procent zdawalności takiego egzaminu?
6668:  KMM - Masz 100% notatek, komputery, telefon, internet, wszystko.
6670:  PG - Ja nie wiem, jaki jest normalny procent zdawalności, więc jest mi się ciężko odnieść.
6673:  KMM - Normalny procent zdawalności zwykle masz jakoś, nie wiem, 60-70% na egzamin.
6677:  KMM - No to masz pewnie 85%.
6677:  KMM - 60-70% tyle są.
6680:  KMM - Tyle samo.
6681:  KMM - Tak.
6681:  KMM - Mam dokładnie taki sam procent zdawalności, jaki miałem.
6683:  KMM - To marnujesz więcej czasu.
6685:  KMM - Tak, oczywiście.
6687:  KMM - Ja bym nie korzystał z tego rozwiązania.
6689:  KMM - Co więcej, jeszcze nie możesz, wiesz, feedbackować ludzi sensownie, no bo w systemach uniwersyteckich masz tylko miejsce na wystawienie ocenki numerycznej i nic więcej.
6697:  KMM - Ale to nie przekonałeś mnie teraz w ogóle.
6699:  KMM - No wiesz, to nie taki był cel.
6702:  KMM - Cel jest, żeby pokazać alternatywę.
6703:  KMM - To, czy ty się przekonasz, czy ktokolwiek do tego słucha, to jest kwestia właśnie własnych doświadczeń i zobaczenia, czy to działa też u ciebie.
6709:  PG - A to z jakiego powodu ty się decydujesz jednak to robić, pomimo, że nie ma to żadnego wpływu na zdawalność?
6715:  KMM - Bo nie chodzi o zdawalność.
6717:  KMM - Chodzi o to, żeby ludzie skonfrontowali się z tym, co jest najważniejsze w edukacji.
6722:  PG - Mają notatki i komputer i nie ma większej zdawalności?
6725:  KMM - No, ale wiesz, czego to dowodzi?
6728:  PG - Boję się odpowiedzieć.
6730:  KMM - To dowodzi tego, że nie mają podstawowych umiejętności poznawczych wytrenowanych w szkole.
6735:  KMM - Czyli ktoś, kto nie idzie na studia, a ukończył maturę, nie umie funkcjonować we współczesnej rzeczywistości.
6741:  KMM - Czyli to masz odpowiedź na pytanie, dlaczego ludzie na przykład nie umieją wnioskować, nie umieją czegoś wyszukać szybko, albo dyskusja w komentarzach.
6748:  KMM - To jest przerażające.
6749:  KMM - Ja wiem.
6749:  KMM - Dyskusja w komentarzach i ktoś ci przywołuje artykuł naukowy...
6753:  KMM - Okej, rozwiązany problem.
6755:  KMM - Człowieku, to nie jest Biblia.
6756:  KMM - Znaczy, ty musisz przywołać 40 artykułów naukowych, zrobić cross-referencing, sprawdzić, czy oni mają rację wszyscy, czy się zgadzają co do tego, a i co więcej, jeżeli będzie jeden artykuł, który mówi coś zupełnie innego, to w dalszym ciągu nie oznacza, że tamte 14 jest nieprawdziwe.
6769:  KMM - Ludzie nie mają tej kompetencji kompletnie.
6771:  KMM - Wiesz, i trenowanie się w wyszukiwaniu informacji, łączeniu ich i wyciąganiu wniosków, to jest najbardziej podstawowy skill, więc ja wychodzę z założenia, że skoro moje przedmioty są bezużyteczne, no bo wiesz, fikcyjne światy, tak, to ja chcę nauczyć ludzi jednej rzeczy, która jest użyteczna, to znaczy mają umieć
6788:  KMM - wykorzystać wszystkie narzędzia, które dostaną do tego, żeby rozwiązać problem kreatywny, bo nie oszukujmy się, w pracy robią to samo.
6796:  KMM - Nikt nie będzie oczekiwać od ciebie, że masz zmemoryzowaną wiedzę totalnie i będziesz z pamięci coś realizował, musisz coś sprawdzić.
6803:  PG - Właśnie to jest to, co często programiści przytaczają i to jest coś, czego ja się nauczyłem również w pracy IT, że trzeba być po prostu dobry w Google.
6810:  PG - I to nie jest tak, że to jest...
6812:  PG - a coś tam sobie czasami zgoogluję.
6814:  PG - To jest jedna z głównych umiejętności.
6816:  PG - Wyszukiwanie w Google, przejrzenie stron, wpisanie inaczej frazy, sprawdzanie tych wyników, wejście na inną rzecz.
6821:  PG - Ja pamiętam, jak uczyłem się na początku, na początku chciałem się uczyć programowania, później przyszedłem na UX-a i pytałem się mojego znajomego programista o rzeczy, a on mi nigdy nie odpowiadał, tylko mówił, żeby to wygooglował.
6831:  PG - Ja byłem zły, bo mówię, no dlaczego każesz mi to googlować, skoro ty to wiesz?
6835:  PG - A on mówi, dlatego żeby się nauczył używać Google'a.
6837:  PG - I miał rację.
6837:  PG - Później jak się tego nauczyłem, to teraz jakikolwiek nie mam problem, już wiem.
6842:  KMM - Mnie się zdarza na przykład, jak ktoś mi zada pytanie na wykładzie, powiedzieć nie wiem, odpalić Google'a i googlować przy nich.
6848:  PG - Albo jak powiem jakieś fakty, ja im mówię.
6850:  KMM - Tak, tak, tak.
6852:  KMM - Ale wiesz, to jest duży plus podcastu, tak swoją drogą.
6854:  KMM - Ja za to bardzo szanowałem zawsze Joe Rogana, że on robi fact-checking.
6858:  KMM - Bardzo dobra rzecz.
6859:  KMM - Tego nie masz w telewizji.
6861:  KMM - Nie doprowadza do szału.
6862:  KMM - Jak ja słyszę argument, amerykańscy naukowcy już...
6866:  KMM - jacy apelkańscy naukowcy?
6868:  KMM - Gdzie?
6869:  KMM - Jak?
6869:  KMM - W którym roku?
6870:  KMM - I wiesz, jeszcze mamy wytłumaczenie.
6872:  PG - Jaka metoda badawcza.
6873:  KMM - Tak.
6873:  KMM - Jeszcze mamy wytłumaczenie w starych mediach.
6875:  KMM - Bo masz szpaltę drukarską, która daje ci tyle, a tyle znaków.
6880:  KMM - Dzisiaj nie ma wytłumaczenia.
6881:  KMM - Dzisiaj robisz artykuł do mediów,
6883:  KMM - Jeżeli nie wstawiasz hiperłącza do tekstu naukowego, piszesz, amerykańscy naukowcy, jesteś zerem dziennikarskim, nie ma prawa coś takiego.
