Żegnamy SUKCESJĘ | Zakończenie na jakie czekaliśmy?
🔗 https://www.youtube.com/watch?v=L3wb8Qgr4Tc
MG (Marcin Giełzak, Dwie Lewe Ręce)
GW (Grzegorz Wątroba, Okiem Deva)
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

9:  BFP - To już jest koniec.
6772:  MG - Więc tak jak jest taki topos w postaci wybrakowanego artysty, tak?
6777:  MG - Artist mon quai.
6778:  MG - Czyli niby wszystko jest, niby wszystko umie, a coś nie styka.
6783:  MG - To on jest wybrakowanym biznesmenem.
6785:  MG - Niby wszystko jest, ale za każdym razem coś nie styka.
6787:  BFP - Ale oddajmy mu, że jest dobry w wystąpieniach publicznych i wciąż ma przed sobą dobrą, obiecującą karierę artysty hip-hopowego.
6794:  BFP - Także...
6795:  BFP - Tutaj oddajmy to Kendallowi.
6797:  BFP - Szyw.
6798:  BFP - Szyw, która wielu obstawiało, że ogra wszystkich swoich braci.
6803:  BFP - Może poza Connorem, bo Connora nikt nie ogra.
6805:  BFP - Conor po prostu ma swoją własną grę.
6809:  BFP - Tak jak Conor powiedział w tym ostatnim odcinku, to było tak wspaniałe.
6812:  BFP - Wytłumaczył absurdalne zasady licytacji przedmiotów, które chcieliby wziąć z mieszkania ojca.
6818:  BFP - I powiedzieli, a co ze wszystkimi medalami?
6821:  BFP - A Connor powiedział, no one idą do mnie.
6824:  S01 - A jaka runda?
6825:  BFP - On mówi, no była taka preinicjalna runda.
6828:  BFP - A kto w niej brał udział?
6829:  BFP - No tylko ja.
6830:  KMM - Ale okej.
6831:  KMM - Bo Connor nie tylko gra we własną grę, on w nią już wygrał.
6836:  S03 - A zwycięstwem... A zwycięstwem jest ambasada w Mogadiszu albo Korei Północnej.
6842:  BFP - Tak, zwycięstwem jest ambasada w Mogadiszu albo Korei Północnej.
6845:  BFP - A little car bombi.
6847:  BFP - Ale Szyw, Szyw, i chciałbym oddać głos Tobie, Grzegorz, jeżeli chodzi o Szyw, bo ja bym powiedział, ze wszystkich dzieci Roja, to była najbardziej pojętna osoba.
6858:  GW - Ale bardziej inteligentna, w sensie starała się ogarnąć w każdej możliwej sytuacji, tylko że jest problem taki, że ona wiecznie miała problem z tak zwanym zaangażowaniem.
6868:  GW - Już bałem się słowa commitment, ale zapaliło mi się zaangażowanie.
6872:  GW - Właśnie ona nigdy nie potrafiła się zaangażować ani w związek romantyczny, ani w swój romans, ani w żaden biznes.
6880:  GW - Ona zawsze...
6882:  GW - Podkreślała wielokrotnie, tak.
6884:  GW - Zawsze podkreślała, że chce mieć otwarte opcje.
6887:  GW - Tak samo nawet jak brała ślub, to w dniu ślubu powiedziała, że chce mieć otwarty związek swojemu mężowi, co zresztą o niej wypomniał później.
6897:  GW - Tak więc u niej jest absolutny brak, po pierwsze właśnie możliwości zaangażowania się w cokolwiek, to jest jedno.
6907:  GW - Zresztą widać to też było w momencie, kiedy budowali ten swój biznes, The 100, pojawiła się tylko opcja, żeby dopiec ojcu, bo można kupić pierca, z miejsca po prostu zmiana wiatru.
6921:  GW - I dodatkowo jeszcze kompletne wycofanie emocjonalne.
6925:  GW - W momencie, kiedy wchodziło do pozycji, gdzie mogła powiedzieć o swoich uczuciach nawet bezpiecznie, bo tylko swojemu mężowi, nikt inny by tego nie usłyszał.
6935:  GW - to nawet nie była w stanie tego zrobić, nie była w stanie się otworzyć emocjonalnie przed osobą, do której mogła to zrobić właśnie najbezpieczniej w świecie, bo powiedziała, że to jej się nie opłaci.
6948:  GW - To jest mniej więcej w tym znaczeniu, tak jak tutaj przypominała swojego ojca w momencie, kiedy dogadywał w którymś momencie interes i Jerry zapytała się go, a czy powinniśmy powiedzieć dzieciom, a co mi to da?
6967:  GW - Napisał...
6970:  BFP - Napisał Logol, przepraszam, myślę, że skończyłeś zdanie i przepraszam, że tak wciąłem się.
6976:  GW - Taktyczne pauzy nie działają, dobra.
6978:  BFP - Tylko Marcinowi wychodzą z naszej czwórki taktyczne pauzy, bo zawsze potem wchodzi z impetem.
6983:  BFP - Logol napisał, Szyw mnie autentycznie najbardziej wnerwiała.
6986:  BFP - Dla mnie ona była największą egoiską w całym tym rojowym trio, a odczucia do niej miałem podobne jak przy Cersei z tym, że jej dzieci to władza i pieniądz.
6998:  S03 - Ktoś to ewidentnie nie przepada za kobietami.
7001:  BFP - Tak jak wszyscy w sukcesji, którzy są u władzy.
7004:  BFP - Ja faktycznie, powiedziałbym tak, nie wiem, może to wynikę z jakichś moich nieprzepracowanych traum, ale patrzyłem na Szyf jako naprawdę sadystyczną postać.
7017:  BFP - Przede wszystkim...
7018:  BFP - W relacji wobec jej rodzeństwa i wobec jej bliskich i wobec Toma.
7024:  BFP - Ale ona naprawdę była jedną z, jakkolwiek, by nie podbijać tego kolejnym dnem, jakkolwiek miała moralność.
7035:  BFP - To znaczy, to była ta osoba, która wiedziała, co się stanie, jak wygramy Enken.
7040:  BFP - Dla kontrastu Roman mówił, fuck it.
7042:  BFP - No i co?
7043:  BFP - To nie ma znaczenia.
7044:  BFP - Ona mówiła, ale są jakieś wartości, ta republika ma kilkaset lat i warto by było zachować ją, nie?
7052:  BFP - Więc ja widziałem w niej pewne odruchy nie tylko właśnie pojętności, kompetencji i bardzo sprawnego lawirowania i też egzekwowania swoich planów.
7063:  BFP - Ona była naprawdę bliska ogrania swoich braci.
7067:  BFP - Tylko jeden i tylko jedna rzecz sprawiła, że nie wygrała.
7072:  BFP - Była za bystra.
7073:  BFP - Mattson uznał, że ona jest za bystra i że nie będzie w stanie nią manipulować.
7077:  BFP - Zauważcie.
7079:  BFP - Więc ja bym powiedział, że ona mogła wydawać się antypatyczna.
7082:  BFP - Ja ją wielokrotnie odbieram jako antypatyczną, ale jednocześnie być może jeżeli sukcesja faktycznie by się udała, to Logan powierzyłby firmę jej.
7090:  GW - To tylko nawiążę szybciutko do tego, o czym wspominaliśmy przed nagraniem, że sama jej ksywka, bo imię Shibon, ale Shiv, czyli ten nóż więzienny, w którym się ludziom zazwyczaj wbija w bok, tudzież w plecy, idealnie ją też definiuje ze względu na to, bo w momencie, kiedy przychodzi okazja, to jest w stanie właśnie wbić nóż w plecy, jak to robi w ostatnim odcinku.
7116:  MG - Ja bym powiedział jeszcze jedną rzecz, to znaczy zapytałeś wcześniej, nie odpowiedzieliśmy ci na to wprost, dlaczego Roman dostał drgawek na widok Jerry.
7124:  MG - Ja bym powiedział dlatego, że dla Romana cały świat jest przypomnieniem o tym, jak wielkim jest nieudacznikiem, jak wielkim jest rozczarowaniem dla swojego ojca.
7132:  MG - On widzi Jerry, przypomina sobie wszystko co miało miejsce, dickpiki, łazienkę, to jak ją zwolnił, to jak została odzwolniona i uderza go to, jak wielkim jest fuck upem, chce bić głową w ścianę.
7146:  MG - Dla Shiv cały świat przypomina jej o tym, że na każdym kroku została skrzywdzona.
7153:  MG - Ona ma absolutne przeświadczenie o tym, że wszystko jest spiskiem przeciwko niej.
7157:  MG - Jej uczucie niedowartościowania i tego, że ludzie nie dają jej tego, na co zasługuje, jest wszechogarniające.
7164:  MG - Jest świetna scena, kiedy ona rozmawia z Loganem na temat tego, że nie dogaduje się z Frankiem, czyli jednym z szarobrodych.
7174:  MG - z Siwobrodych i mówi o tym, że Frank powinien po prostu się dostosować, powinien wiedzieć, że jest jakaś granica, a Logan jej na to odpowiada, nie ma żadnych granic, nie ma żadnych linii, one się cały czas przesuwają, naucz się z tym żyć.
7193:  MG - To nie jest coś, z czym ona jest gotowa żyć.
7195:  MG - Ona żąda, żeby jej dać.
7197:  MG - I dlatego uważam, że ona się rzuciła na ofertę Spears nie dlatego, żeby ojcu zrobić na złość, tylko dlatego, że ona uważa, że jej to imperium się po prostu należy.
7209:  BFP - Myślę, że każdy z dzieci to myśli, a najbardziej nie może tego przebolać Roman, który naprawdę po prostu myśli, ale dlaczego to powinienem być ja, no bo ojciec mi tak mówi, no ojciec mi tak mówi.
7220:  BFP - On był najbardziej podatny na ojca, noszę takie wrażenie.
7224:  BFP - Natomiast Szyw rzeczywiście moim zdaniem jednak miała podstawy do tego, żeby uważać, że
7231:  BFP - Nie jest mile widziana w tym środowisku i generalnie ma bardziej pod górkę, ale ona egzaltowała to.
7237:  BFP - Ona to egzaltowała do poziomu, w którym stało się to częścią jej narracji.
7241:  BFP - Ale chciałem przejść do, no oczywiście najbardziej ambitnego i najwybitniejszego
7248:  BFP - dziecka Lugana Roya, czyli Connora.
7251:  KMM - Czekaj jeszcze Filip, bo zanim przejdziemy dalej, bo myślę, że Szyf jeszcze zasługuje na trochę przestrzeni, z uwagi na to, że zauważcie, że ona jako jedyna ma jakieś poglądy.
7262:  KMM - No i ja właśnie to powiedziałem.
7263:  KMM - Dokładnie.
7264:  KMM - W tym sensie, że nie tylko polityczne, ale że ona miała pewną wizję, tylko że musiała w nieprawdopodobnie toksycznie męskim środowisku się starać wybijać.
7275:  KMM - Prawda jest taka, że opcje, które ona wybrała na samym początku, zauważcie, były bardzo autonomiczne.
7280:  KMM - To znaczy ona postawiła na trzymanie się z dala tego całego bajzlu i robienie swoich rzeczy.
7286:  KMM - Dlatego się zaangażowała w politykę.
7288:  KMM - To ty.
7288:  KMM - To zawsze ty byłeś ty.
7315:  KMM - W tym momencie ona dopiero się złamała i one wtedy były straszne, straszne sceny swoją drogą dla mnie, bo no czytałem tak prawdopodobnie każdy widz sukces i cynizm Logana w tym momencie, aż Shiv to był jeden, jedyny moment, kiedy wyszła z niej córeczka tatusia i która patrzyła na niego z wielkimi oczami, że ona właśnie dostała watę cukrową, o Boże, czyli ona nie musi, nie musi iść do pracy.
7339:  KMM - A i człowiek sobie wtedy uświadamiał, ora, to jest ten moment, kiedy ona straciła absolutnie wszystko, co sobie budowała.
7346:  KMM - Bo prawda jest taka, że w którymś momencie ludzie by zaczęli o niej mówić, nie, że to jest córeczka tatusia Imperium Rojów, tylko zobaczcie, mimo, że ona pochodzi z tego środowiska, to poszła w inną stronę polityczną i zaczęła budować swoją własną renomę.
7362:  KMM - Natomiast nocno ona straciła tę okazję w momencie, w którym właśnie połakomiła się na ten zakazany owoc w postaci Imperium Rojów.
7369:  KMM - Zresztą zauważcie, że w ostatecznym rozrachunku trochę wychodzi na to samo, to znaczy ona zatacza pełne koło, bo siedzi znowu na tylnym fotelu.
7379:  GW - A ojciec wciągnął ją do swojej gry.
7380:  GW - Miała szansę na bycie z Chief of Staff teoretycznie, patrząc na to, co jej właśnie Bernie Sanders mówił.
7388:  BFP - A ojciec wykorzystał szantaż emocjonalny do tego, żeby wciągnąć ją do swojego świata.
7393:  BFP - Tak.
7395:  BFP - I chciałem powiedzieć, a ona z kolei, tak jak ojciec próbował ją sprowadzić do swojego poziomu, a ona myślała, że chce ją wynieść do swojego poziomu, tak ona sprowadziła Toma też do swojego poziomu.
7404:  MG - Ale zanim przejdziemy do Toma i Grega, to samo pomyślałem.
7409:  BFP - Michael Corleone, dokładnie.
7412:  BFP - A propos postaci wybitnych, a propos postaci legendarnych, a propos takich, które zapisały się w kulturze już na zawsze i będą stanowiły topos.
7420:  BFP - Stereotyp w szczególności, ale również archetyp.
7423:  MG - Ostatni król Szkocji.
7425:  BFP - Konor.
7427:  BFP - Kochani, jakby wymowne jest to, że ostatnia scena, jaką widzimy z Connorem, kiedy bohaterowie w ogóle wybiegają z pomieszczenia, nawet się z nim nie żegnają, bo okazuje się, że to Tom ma być mianowany CEO amerykańskiego Gojo, to jest kiedy on mówi o swoim planie ze swoją żoną, Willą, aby on ruszył do ambasady
7456:  BFP - pozycji, stanowiska, którego być może nigdy nie dostanie, bo Menken może nie wygrać, chociaż jak bardzo zabawnie napisała jedna z osób na czacie, nie chciałem nam burzyć porządku, to być może Willa dorzuciła się do wygranej Menkena, namawiając ostatecznie
7473:  BFP - Konora do tego, żeby oddał swoje głosy Menckenowi.
7476:  BFP - Więc nie wiadomo, czy wyjedzie gdziekolwiek, gdzie chciałby wyjechać, na przykład do Słowenii, a jego żona zostanie w Stanach Zjednoczonych i w Nowym Jorku, w tym pięknym apartamencie, który sobie zaserwowała.
7489:  BFP - Niechęć, z jaką patrzy na niego jego własna żona, jak bardzo chciałaby spędzać z nim mało czasu, pokazuje w jakiej piaskownicy, w jakim matryksie żyje Konor.
7499:  BFP - Najbardziej z nich wszystkich, ale wiecie co?
7501:  BFP - On jedyny wydaje się szczęśliwy.
7503:  GW - Tak, no bo żyje w swoim świecie, tak.
7505:  GW - No to jest najlepsze wyjście, żeby czuć się w świecie.
7507:  GW - On jest za głupi, żeby zrozumieć, co się dzieje.
7510:  GW - Jesteś zwycięzcą non stop, ale najgorsze tylko, że wszystko, co w jego życiu się odbywało, jest transakcyjne.
7517:  GW - Miłość jest transakcyjna.
7519:  GW - Wszelkie perki, jakie miałby otrzymać, też są transakcją tak naprawdę.
7526:  GW - Jego utrzymanie żałosnego jednego procenta jest transakcją za 100 milionów dolarów.
7532:  GW - ale wciąż będzie bogaty, więc on nic nigdy nie wypracował sam, zawsze dostawał kieszonkowe.
7540:  GW - Jedyna podstawa jaką miałby... No właśnie, to jest to, że on nawet wizerunkowo nie nadawał się na prezydenta, bo nie prowadził nigdy firmy, więc prosił grzecznie ojca, czy w ramach kieszonkowego może dostać stanowisko w firmie.
7556:  GW - To jest...
7558:  GW - Żałosna postać kompletnie, ale i tak widać, że jest szczęśliwy po prostu tym, co kupił sobie za pieniądze ojca.
7565:  MG - Ale jak Roman mu powiedział, nie sądzisz, że to jest dość nagły skok od nigdy nie zrobił nic, przenigdy z niczym do najbardziej odpowiedzialna praca na świecie?
7575:  MG - Nie sądzisz, że mógłbyś jakieś, wiesz, stepping stone zrobić po drodze, nie wiem, zostać ogrodnikiem albo otworzyć sklep?
7581:  MG - Ale jest bardzo ciekawy cytat z Conora, bo mnóstwo cytatów z Conora jest cholernie zabawnych, ale jeden jest poważny, kiedy on mówi, że jedną z zalet wychowywania się w domu bez miłości jest to, że możesz przeżyć resztę życia nie potrzebując jej.
7597:  MG - I on dokładnie tak realizuje swoje życie.
7600:  MG - Jego związek z Willą jest doskonałym przykładem, kiedy on raz, raz jeden w chwili słabości pyta ją, czy jesteś ze mną dla pieniędzy?
7608:  MG - I ona mówi, no wiesz, pieniądze na pewno są istotnym aspektem tego wszystkiego i bezpieczeństwo.
7618:  MG - I szuka wyjścia z gracją i mówi, ale jestem szczęśliwa.
7623:  MG - I na swój sposób pewnie jest.
7626:  MG - Kiedy Willa mówi do niego, wiesz, teatr i słowa i sztuka mogą zmienić świat, a Connor odpowiada, yeah, well, yes, but, you know, not really.
7643:  MG - I
7645:  MG - I najwspanialsze według mnie w Konorze jest to, że on doskonale obrazuje, kim jest libertarianin.
7650:  MG - Ktoś kiedyś użył, rozpisał taki konkurs na Twitterze, że libertariani posługują się symbolem węża.
7657:  MG - Czy moglibyśmy dobrać im symbol, który byłby bardziej a propos?
7661:  MG - No i były różne propozycje.
7662:  MG - I wygrał moim zdaniem kot domowy, bo ktoś to uzasadnił.
7667:  MG - Oto jest zwierzę, które czuje się wszechwładne, potężne, królewskie, nie rozumiejąc, nawet nie zauważając systemu, który sprawia, że ma co jeść i gdzie spać.
7680:  MG - Conor to jest honey badger.
7683:  MG - I od którego jest kompletnie zależny.
7685:  MG - No i analogicznie, analogicznie Conor jest kompletnie zależny w każdym zakresie.
7691:  MG - Byłby bezdomny bez swojego ojca, ale uważa siebie samego za genialnego biznesmena.
7697:  BFP - Konor jest tym gościem, który w ramach swojej kampanii prezydenckiej nagrał filmik i puścił go na YouTubie, w którym mówi, że nie będzie płacił podatków, a oni robili wszystko, żeby go zdjąć, bo wiedzieli, że nie będzie najlepsze dla firmy od strony PR-u, kiedy jeden z rojów pójdzie siedzieć.
7711:  BFP - Natomiast Konor przy całym jego komizmie i mojej ulubionej scenie z Konorem w całym serialu, czyli właśnie w tym ostatnim sezonie, kiedy targuje się o ambasadę, w której miałby zostać ulokowany.
7723:  GW - A te bonmoty, które tam puszcza, te wierszyki, no with the slow, po prostu.
