🔴 Uruchamiamy wsparcie Bez/Schematu! || Q&A Bez/Schematu #2
🔗 https://www.youtube.com/watch?v=tdBwISPwGLU
BFP (Bartosz Filip Malinowski, Bez/Schematu)
KMM (Krzysztof M. Maj)

0:  KMM - Bikłeś, jestem już w telewizji.
8403:  KMM - Pokazać właśnie ten element narracji w serialu, to dostalibyśmy coś, czego jeszcze nie było we Władcy Pierścieni.
8409:  KMM - Dostalibyśmy ludzi, którzy są w białym kolorze skóry, którzy są absolutnie niedoreprezentowani w tamtym rejonie świata i byłaby szansa też na pokazanie tego, dlaczego się tak stało, że nigdy nie doszło właśnie do tej multikulturowości, o której pisze Aleksandra.
8423:  KMM - Bo przecież Minas Tirith, tak na dobrą sprawę, gdyby była metropolią postindustrialną,
8428:  KMM - to byłyby tam wszystkie warstwy i wszystkie rasy.
8430:  KMM - Ale tak nie jest, ponieważ Minas Tirith nie jest i nigdy nie była metropolią multikulturalną, bo nie mogła być.
8438:  KMM - A kto wie, właśnie byłoby w innym rejonie świata Tolkien.
8440:  KMM - Ale przez to, że showrunnerzy wybierają takie proste rozwiązania, już kończę Filip, to kończy się tak, jak się kończy.
8447:  KMM - A zatem, idąc dalej, moi kochani, jak dużo rzeczy
8452:  KMM - Można zmienić, pyta Antoni, cały czas w tym temacie, przy adaptacji.
8456:  KMM - Filip, odpocząłeś, poszedłeś, nie zabawiałeś w społeczności, nie odpowiadałeś na pytania, teraz odrób pańszczyznę.
8466:  BFP - Muszę zobaczyć to pytanie na YouTubie, bo ja śledzę to, co się dzieje na YouTubie z opóźnieniem.
8470:  BFP - Jak dużo rzeczy można zmienić przy adaptacji?
8474:  BFP - Był taki filozof, który mówił o eidos, czyli istocie.
8478:  BFP - Istocie krzesła na przykład.
8480:  BFP - To znaczy, ile elementów możesz zdjąć z krzesła?
8484:  BFP - Dajmy na to, nie wiem, obicie, zagłówek, jedną nogę możesz wyjąć?
8491:  BFP - Czy to jeszcze będzie krzesło, czy już przestanie być krzesłem?
8494:  BFP - Więc wydaje mi się, że przy każdym dziele trzeba o tym mówić indywidualnie.
8498:  BFP - Podam przykład Bioshocka.
8501:  BFP - Czy ja chciałbym, żeby adaptacja Bioshocka filmowa, którą zapowiedziano, była
8507:  BFP - odwzorowaniem fabuły Bioshocka?
8509:  BFP - Absolutnie tak, bo jest znakomita.
8512:  BFP - Czy ja chciałbym, żeby to, co robi Amazon teraz z Lord of the Rings i Rings of Power było odwzorowaniem literatury Tolkiena?
8520:  BFP - Niekoniecznie.
8521:  BFP - Uważam, że trzeba wziąć ten świat i opowiedzieć w nim inne ciekawe historie, nawet jeżeli podejmuje się ciekawe ryzyko artystyczne.
8528:  BFP - Można oczywiście czerpać, dajmy na to Silmarillion, ale jestem otwarty na nowe historie.
8535:  BFP - I co to znaczy tak naprawdę adaptacja w tym sensie?
8538:  BFP - Po prostu w jednej sytuacji można stwierdzić, masz już przesyt materiału.
8543:  BFP - W sensie ile razy można pokazywać Batmana, który traci rodziców?
8547:  BFP - Dlatego Martin Reeves, który zrobił The Batman, który będziecie mogli obejrzeć
8552:  BFP - 4 marca stwierdził, nie, nie, już wystarczy pokazywania tego, wystarczy, że ten młody Batman, który ma swój rok pierwszy działania, będzie nosił w sobie tę traumę tak żywą, że będziecie widzieli w każdym jego ciosie, w każdym jego słowie, że on nie może przeboleć tej śmierci rodziców cały czas, chce pozabijać cały świat, jest szaleńcem.
8572:  BFP - Więc
8574:  BFP - To jest o tyle trudne pytanie, że nie da się go zadać w sposób generalny.
8578:  BFP - Trzeba spojrzeć na dzieło, trzeba spojrzeć na pierwowzór, trzeba spojrzeć na kontekst, czyli czy już było adaptowane wcześniej to dzieło i wtedy odpowiedzieć sobie na pytanie, ile jeszcze możemy zabrać z tego dzieła, adaptując je, żeby nie przestało być krzesłem.
8595:  KMM - Oskar w tak zwanym międzyczasie zasuperchattował, no i to jest to, co mnie załamuje w nadchodzącym serialu.
8602:  KMM - Silmarillion jest ogromny, można było sięgnąć po wiele wątków, a tu dupa.
8606:  KMM - I no niestety zgadzam się też, Zdzichu słusznie powiedział, że losy dwóch błękitnych historii lub czterech zagubionych plemion krasnoludzkich na Dalekim Wschodzie, to jest mnóstwo, mnóstwo materiału przefantastycznego.
8617:  KMM - I naprawdę tam tych notatek Tolkiena jest trochę, ale samej fabuły nie ma dużo, bo Guy Garfield Kaye z Christopherem Tolkienem robił co mógł, żeby Silmarillionu zrobić czytalną powieść, ale to nigdy nie będzie powieść, bo to jest mitografia, to jest legendarium.
8631:  KMM - Natomiast Cezary Brandt ma też pytanie prowokacyjne dla nas, ale...
8635:  KMM - zaraz do niego dotrzemy, ponieważ tylko ja chciałem szybko zaadresować te kwestie dotyczące adaptacji.
8641:  KMM - Absolutnie się zgadzam z tym, co Filip powiedział.
8643:  KMM - To znaczy, ja muszę mieć świadomość, że patrząc na jakąś adaptację, ja mogę... O!
8649:  KMM - O, super!
8650:  KMM - To jest Droga Królów Sandersona.
8652:  KMM - O!
8653:  KMM - To jest Harry Potter.
8654:  KMM - Był Harry Potter, casting do Pottera.
8656:  KMM - I ja zobaczyłem Daniela Ratkiewa i powiedziałem...
8658:  KMM - To jest Harry Potter.
8659:  KMM - Zobaczyłem Rona Wesleya, to jest Ron Wesley.
8661:  KMM - Ja miałem tak tam za każdym razem.
8664:  KMM - To samo było, jeżeli chodzi o Władcę Pierścieni Castings.
8666:  KMM - Zobaczyłem Jana McKelena w przebraniu Gandalfa, w stroju Gandalfa.
8670:  KMM - To jest Gandalf.
8672:  KMM - Tak się robi adaptacje, żebyśmy mieli właśnie ten...
8675:  KMM - ten moment, tę eurekę, że rozpoznajemy osobę zgodną z naszymi wyobrażeniami, to jest trudne.
8680:  KMM - Trzeba na przykład sięgnąć do kognitywistów, którzy robią mapy kognitywne i zbierają właśnie, jak jest dużo elementów, które się skupiają na postać Gandalfa.
8689:  KMM - I był taki tekst naukowy świetny Jana Noelatona, zresztą mojego znajomego z Niemiec, który
8693:  KMM - tak rozebrał postać Gandalfa, Dumbledora.
8695:  KMM - Co się składa na Dumbledora?
8697:  KMM - Okej, jest dyrektorem Hogwartu, okej, jest członkiem Wizengamotu, ma okulary połówki, ma śmieszną czapkę, jest stary, zwyciężył w pojedynku Gryllerta Grindelwalda.
8706:  KMM - Jak zauważyliście, nie wymieniłem koloru skóry, wciąż.
8709:  BFP - Tak?
8709:  BFP - Mało tego, Krzysztof, czasem jeden specyficzny, albo coś, co nawet trudno nazwać dokładnie, wywołuje takie skojarzenie, że mówimy Jezu, Arkane to jest najlepsza adaptacja Dishonored, jaką do tej pory dostaliśmy.
8721:  KMM - Dokładnie, dokładnie.
8723:  KMM - Natomiast Cezary pan spyta, czy przez ciągłą krytykę nowoczesnych dzieł nie uważacie się podobni do tych dwóch dziadków z loży Muppet Show?
8732:  KMM - Mogę odpowiedzieć pierwszy?
8734:  KMM - Proszę.
8734:  KMM - Bo ja powiem tak, to szkoła nas nauczyła, że krytyka jest zła.
8740:  KMM - Krytyka to jest interpretacja u Kanta, zawsze.
8742:  KMM - Nie ma interpretacji bez krytyki.
8744:  KMM - To, czego uczy szkoła, to nie jest interpretacja, tylko to jest recytowanie regułek, które są narzucone przez kogoś innego.
8751:  KMM - Czyli to jest ewentualnie magnetofon i odtwarzacz.
8756:  KMM - To nie ma nic wspólnego z interpretacją.
8759:  KMM - Interpretacja polega na krytyce.
8761:  KMM - I teraz, co to znaczy krytykować?
8762:  KMM - To nie znaczy tylko przyczepiać się do błędów i pokazywać, że to źle, to źle, to źle, ale właśnie mówić, to możemy zrobić lepiej, albo ja rozumiem to tak, a tak, Filip rozumie inaczej Boba Fetta.
8773:  KMM - I zgadzamy się ze sobą w tym momencie, jakkolwiek się to odmienia, bo cały czas rozmawiamy o tym samym serialu, wymieniamy poglądy, krytykujemy, ale każdy z innej strony.
8782:  KMM - Ale jedno i drugie w obydwu tych przypadkach jest interpretacją, czyli jest krytyką.
8788:  KMM - I dla mnie odebranie interpretacji aspektu krytycznego i powiązanie krytyki z opinią negatywną jest jedną z najgorszych rzeczy, jaka się przydarzyła we współczesnej kulturze.
8798:  BFP - Tak.
8799:  BFP - Całkowicie się zgadzam.
8800:  BFP - Jakby naprawdę...
8802:  BFP - Serio?
8803:  BFP - Czy czasem nie widzicie różnicy między kanałem amatorskich ranterów, że tak powiem.
8811:  KMM - Tak, że wrnąłeś z tego.
8813:  BFP - Dobrze.
8815:  BFP - Którzy to, co robią, to po prostu zdzwaniają się po premierze jakiegoś odcinka i jadą po czymś albo jadą po jakimś trailerze i to wszystko, co mają do zaoferowania między nami, którzy wie, że głęboko, że mamy pewne kompetencje do analizy
8831:  BFP - dzieła, do analizy popkulturalnej.
8835:  BFP - Co to znaczy?
8836:  BFP - To znaczy, że ideą bez schematu jest nie pozostawać na powierzchni, wejść trochę głębiej do tego, co stanowi o istocie dzieła.
8844:  BFP - Dlaczego coś jest takie, jakie jest?
8845:  BFP - Czemu wywołuje w nas takie emocje?
8847:  BFP - Z jakimi przemyśleniami nas pozostawia?
8850:  BFP - Co autor miał na myśli?
8851:  BFP - Co społeczność zrobiła z tym dziełem?
8855:  BFP - a czasem nawet zabawa kreatywna z tym, jak można byłoby to zrobić lepiej.
8859:  BFP - Więc nawet jeżeli czasem zabrzmimy jak te dziadki z mapetów, nawet jeżeli czasem zabrzmimy jak boomerzy, to proszę, nie pozostańcie przy samym tytule, nie pozostańcie przy samym nagłówku i nie wiem, pierwszych pięciu minutach, bo ja do dzisiaj mam problem z tym, jak duża część społeczności odebrała esej Krzysztofa o kulturze get good.
8880:  BFP - To nie jest esej o Dark Souls.
8883:  BFP - To nie jest esej o tym, że to gra jest trudna.
8885:  BFP - To jest esej o tym, z czym zetknął się gość, który lubi grać w gry, zaczął grać na oczach innych ludzi, którzy stanowią dość hermetyczną społeczność Dark Souls i zaczęli trochę po nim jeździć za to, że robi rzeczy inaczej niż oni by tego oczekiwali albo niż przyjęło się to uważać w pewnym kanonie Dark Souls.
8902:  BFP - To o tym był esej.
8903:  BFP - I jakby osoby, które mówią, o, bo nie umiesz grać dobrze w grę i musisz się nauczyć grać w grę, a nie obrażać się na graczy tylko dlatego, że sobie nie radzisz, to są osoby, które nie zrozumiały intencji albo nie słuchały uważnie.
8915:  BFP - Więc apeluję zawsze, starajcie się nas słuchać uważnie, nawet jeżeli robimy głupie miny.
8919:  KMM - Nawet postawię przecinek, bo wiecie, ja mam dość dużą odporność psychiczną, ponieważ zawsze powtarzam, że najgorsze dramy youtubowe, o których słyszałem, a po niektórych z nich nawet są zamykane kanały i usuwane komentarze,
8933:  KMM - To jest pół bidy w stosunku do tego, nawet nie jest na jednym procencie skali z tym, co trzeba wytrzymać na co dzień w pracy akademickiej.
8941:  KMM - I nie mówię o pracy na AGH, tylko mówię o środowisku akademickim, który wywiera różnego rodzaju presje.
8945:  KMM - Na przykład musicie żyć z tym, teraz wam dropnę taką bombę, łajnobombę mówiąc podterowskim slangiem, że ja muszę żyć z tym, że przez ostatnie 10 lat plagiatowano moje teksty naukowe.
8956:  KMM - I że nawet powstały studia w Krakowie, które plagiatują moje teksty.
8960:  KMM - I co mogłem z tym zrobić?
8961:  KMM - Nic z tym nie mogłem zrobić.
8962:  KMM - Wierzcie mi, to jest znacznie gorsza rzecz do przetrwania psychicznego niż ktoś, kto się pośmieje, że on umie grać lepiej.
8967:  KMM - Chodziło o co innego.
8969:  KMM - Ja nie gram w gry po to, żeby grać lepiej.
8970:  KMM - I to jest takie podstawowe niezrozumienie tematu.
8973:  KMM - gramy dla doświadczenia i cieszę się, że w którymś momencie, też dopowiem, że na Holistycznej Agencji Dyskapistycznej powstała taka bardzo pozytywna społeczność skupiona wokół Souls-like'ów i Dark Souls i całej, która się właśnie cieszyła tym, że może przezwyciężać właśnie swoje trudności i nie było właśnie tego toksycznego ducha rywalizacji, który jest w fandomie Soulsów od dawna historycznie i zawsze był i jest też w innych fandomach, w fandomie League of Legends i tak dalej i tak dalej i moje
9000:  KMM - Mój ból wiąże się z tym, że ja się zatykałem ze środowiskami, które jeżdżą po fantastyce, jeżdżą po grach wideo i tak dalej i mówią tym tonem właśnie takim mędrkowatym, że no tak, bo to są toksyczne środowiska i ja w tym momencie wychodzę i mówię, nie dostarczajmy argumentów.
9016:  KMM - Bo moja robota potem, jako człowieka, który rozmawia z naukowcami i pokazuje, że gry wideo są dobre, że fantastyka jest dobra, spala na panewce, bo sam niejako transmituje doświadczenia, które są mniej pozytywne.
9032:  BFP - Dlatego nawet jak używamy naszych zabawnych głosów na zasadzie, a dlaczego ty wciąż nie używasz głowy, tylko szukasz mapy, której nie ma i musisz wejść na wiki,
9045:  BFP - to nawet jak używamy tych głosów, to posłuchajcie, co mówimy potem albo przed, bo bardzo rzadko poprzestajemy tylko na boomerstwie.
9052:  BFP - Zazwyczaj mamy coś do powiedzenia więcej.
9054:  BFP - To taki generalny...
9057:  BFP - Bardzo ładnie to ujął Paweł Wrzesień, którego w ogóle pozdrawiam.
9060:  BFP - Dzięki za nakierowanie na wiersze Filipa Larkina.
9063:  BFP - Przeczytałem je, ale przeczytam to, co powiedział Paweł.
9066:  BFP - Bardzo mi się to podoba.
9066:  BFP - To jest piękne.
9067:  BFP - Znaczy w ogóle Paweł ma niezwykłą umiejętność zabawy słowem.
9071:  BFP - Tym się różni loża szyderców od bezschematu, że prowadzący nie są klaunami, tylko stańczykami.
9075:  BFP - Bawią się, ale mądrze.
9077:  BFP - Bawią, ale mądrze, przepraszam.
9078:  BFP - Także mam taką nadzieję, że też nas tak odbieracie i tyle.
9083:  KMM - Stańczyk to jest pozytywna postać z polskiej kultury, jedna z niewielu.
9086:  BFP - Ten, który zachował głowę na karku, w sensie wiedział, co się święci.
9092:  KMM - Teraz mamy pytanie zupełnie poza schematem, czy używanie substancji psychoaktywnych czy psychodelików przez pisarzy do pisania powinno się potępiać, czy też na nie reagować?
9103:  KMM - No ja pozwolę sobie od razu napomknąć o moim ulubionym pisarzu, a właśnie nie, to będzie inny, to będzie inny, Oldus Huxley i jego książka Drzwi Percepcji, w której to książkę mam zresztą na półce.
9118:  KMM - Ma niestety na okładce wielkiego kaktusa, ponieważ ktoś prawdopodobnie stwierdził z polskich wydawców, że to jest właśnie coś, co się kojarzy z psychodelikami.
9126:  KMM - I on tam opisuje swoje własne doświadczenia z różnymi substancjami psychoaktywnymi.
9130:  KMM - Dokładnie tak samo jak zresztą Witkiewicz robił, tylko że w swojej agencji malarskiej.
9134:  KMM - Bo Witkiewicz jak robił portret, to notatka na dole to były środki psychoaktywne, których użył do tego, żeby ten portret wykonać.
9142:  KMM - Więc to był też taki interesujący eksperyment.
9143:  KMM - I też Walter Benjamin, jeżeli mnie pamięć nie myli, Benjamin, zawsze mówię Benjamin, mimo że Niemiec, w traktacie o Hasischu ten temat podejmował.
9152:  KMM - I Charles Baudelaire w...
9155:  KMM - sztucznych rajach, więc to jest temat od dawna obecny i nie wydaje mi się, żeby to był temat taki etyczny, tylko bardziej naukowy i medyczny, to znaczy ja bym wolał, żeby przestał być tabuizowany w kulturze, żeby więcej na ten temat mówiło lekarzy, a mniej w takiej, wiecie, aurze tajemniczości, jakichś artystów, którzy sobie coś tam cichcem wąchają, czy coś tam sobie zaszywają i to jest takie, bo oni to tak sekretnie robią, to jest takie tabu.
9180:  KMM - Nie, to jest normalne, tak, i fajnie byłoby, żeby było na ten temat więcej informacji o sprawdzonych źródeł.
9185:  BFP - Czy substancje psychoaktywne i psychodeliczne powinny już teraz być szeroko i może nie szeroko, ale powszechnie i bez problemu stosowane przez osoby cierpiące na depresję i chroniczny ból?
9198:  BFP - To w ogóle nie podlega dyskusji.
9199:  BFP - To już zostało zweryfikowane przez naukowców i nie wiadomo do końca, czy może wiadomo, ze względu na pewne nie do końca uzasadnione, nieracjonalne obawy.
9208:  BFP - Ale powinno być to po prostu włączone w sposób...
9212:  BFP - leczenia czy leczenia, czasem po prostu ulżenia bólu albo pomocy w pozbieraniu się osoby, która cierpi na wszelkiego rodzaju schorzenia psychiczne.
9222:  BFP - Natomiast jeżeli chodzi o udział psychodelików, jak chociażby ayahuasca, czy grzybki, czy LSD w tworzeniu sztuki w ogóle,
9231:  BFP - Jeżeli byśmy powiedzieli, o, raczej nie, to powinniście wyrzucić większość albumów rockowych lat 70., 60., jakie macie.
9239:  BFP - Wszystkich progresywno-rockowych, psychodelicznych.
9242:  BFP - Dlaczego rock psychodeliczny?
9243:  BFP - The Beatles?
9244:  BFP - The Beatles nie zrobiliby większości swoich płyt, gdyby nie ćpali The Rolling Stones.
9249:  BFP - Keith Richards.
9250:  BFP - Keith Richards będzie ostatnim gościem, który będzie palił zioło razem z dwoma cockroachami, które będą chodziły po spalonej ziemi.
