Kulturalny roast RINGS OF POWER | Co nie wyszło i dlaczego?
🔗 https://www.youtube.com/watch?v=mik_Its55To
DS (Dominika Skoczeń, Czerw Fantastyczny)
KMM (Krzysztof M. Maj)
WB (Wojciech Bryk, RuBryka Popkulturalna)
MK (Marcin Kończewski, Koń Movie)
ML (Michał Lipiński, Ponarzekajmy o Filmach)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

0:  Dziękuję.
6332:  MK - Chuje metale chłopak, on jest dobry w tych sprawach.
6335:  BFP - Jest ten Theo nieszczęsny, ten Theo, który bierze ten miecz i myślimy, czemu ten miecz tak go lubi?
6339:  BFP - No nie, może to jest Sauron.
6342:  BFP - Non-stop są podawane postaci na zasadzie trochę takiego Agatha Christie, who done it?
6346:  BFP - Kto zabił?
6347:  BFP - Zobaczmy.
6348:  BFP - I tylko to nie są na noże, no to jest jednak...
6351:  BFP - oparcie tego na... To jest oparcie tego na współczesnym micie.
6356:  BFP - To nawet nie jest... Nie chcę powiedzieć marka, bo to jest aż... To urąga dorobkowi Tolkiena.
6361:  BFP - To jest budowane na współczesnym micie.
6363:  BFP - I potraktować ten mit w takiej formie, jakby to był... Jakby to był trochę taki styl Agaty Christie, czy właśnie wspomniany na noże.
6372:  BFP - To jest naprawdę tak jakby wziąć Breaking Bad i zrobić z tego Benny'ego Hilla.
6375:  BFP - To jest straszne.
6377:  BFP - I mam wrażenie, że twórcy za bardzo
6381:  BFP - Mieli takie poczucie, że my mamy ten haczyk, na którym zawiesimy ten serial.
6385:  BFP - Jakby wiemy, że Tolkien powinien wystarczyć, żeby przyciągnąć ludzi.
6389:  BFP - Wiemy, że mamy najwięcej pieniędzy w historii produkcji telewizyjnych.
6393:  BFP - Wiemy, że mamy 11 scenarzystów i na pewno dzięki temu będzie lepiej.
6397:  BFP - Ale wiecie co?
6398:  BFP - Ja mam ten świetny pomysł.
6400:  BFP - Wprowadzajmy ludzi w błąd, kto tak naprawdę jest Sauronem i niech na koniec ukaże, że to był ten gościu, który był najbliżej.
6405:  BFP - Czujecie to?
6406:  BFP - I ktoś tam siedział i powiedział, stary, to jest jak The Dark Knight Rises, to jest kurwa to.
6409:  BFP - Najciemniej pod lantarnią.
6412:  BFP - Dobra, i najgorsze jest to, że on faktycznie to powiedział.
6415:  BFP - Tak, Wojtek oddaje jakby, szykuj memy i poopowiadaj o tym, co...
6423:  WB - To po kolei, żebym się nie pogubił, to tak, co do Theo i tego przekazania miecza, rzeczywiście kretyńska.
6430:  WB - Tutaj on wprost mówi swojemu kompanowi, elfowi, że ma problem, że czuje pokusę i on stwierdza, no to masz, daj lumen rojczykom, oni w drodze powrotnej po prostu wyrzucą to do morza, to świetne.
6442:  WB - Jeżeli chodzi o Theo, ja się założę, że Theo to jest skrót od Theoden i to jest jego pełne imię i to pewnie wyskoczy, bo tak.
6450:  WB - Jestem przekonany, że tak.
6454:  WB - No tak, i to będzie kolejne to, co Michał wspomina, to będzie ten moment, w którym wszyscy mają stać i klaskać.
6460:  WB - Wracając, kolejny wątek, który był poruszony, atak na wioskę.
6463:  WB - Ta scena z wieżą też była kretyńska, ale co też zauważyłem wcześniej,
6469:  WB - Wspominałem o tym na początku, czyli bohaterowie zmieniają swoje przekonania, swoje zdanie po prostu między scenami, których nie widzimy albo w scenach, które widzimy i to nie ma najmniejszego sensu.
6480:  WB - Dlaczego tak się dzieje?
6481:  WB - I mamy obronę wioski.
6483:  WB - Na początku Braurin mówi, będziemy się bronili, jesteśmy odważni, zawalczymy o swoje ziemię, będziemy ramię w ramię walczyli.
6490:  WB - Super, zajebiście.
6491:  WB - Ktoś tam nie chciał, to sobie wyszedł, reszta została, będą walczyli.
6494:  WB - Mamy kilka kolejnych scen, wracamy znów do tej warowni, której będą bronili, no i elf podchodzi do niej, ale wiesz, że oni zaatakują.
6502:  WB - O chuj, to się nie bronimy, uciekamy.
6505:  WB - Czemu wcześniej chciała walczyć?
6507:  ML - Ależ to jest klasyczna scena i żeby być uczciwym, w grze o tron też miałem z tym trochę beki i zawsze jak są takie jakieś, coś w stylu, że jest wiec wyborczy i ktoś przemawia i na zasadzie wiecie, przekonuje, że moja racja jest mojsza i wszyscy się cieszą, po czym ta druga osoba mówi nie, bo tam coś i wszyscy się cieszą dla tej osoby.
6526:  ML - Ta scena właśnie tak wyglądała, że oni tam na zasadzie broniły się, wszyscy zadowoleni, gotowi na śmierć, ten jeden, ten zdrajca, ten karczmasz przystojny,
6534:  ML - znaczy to dla Beki mówię, że miło, powiedział coś w stylu, nie, a po co nam się bronić, możemy do nich się przyłączyć, wszyscy tak,
6545:  BFP - A to było bardzo Monty Pythonowskie.
6547:  ML - Tak totalnie Monty Pythonowskie.
6550:  BFP - Święty Graal, dokładnie.
6551:  BFP - To śmierdziało Świętym Graalem.
6552:  MK - Tak, tak, to jest jak ten.
6555:  MK - Jeszcze Wojtek.
6555:  MK - Największy pik tego jest tylko, słuchajcie, w wątku związanym z Numenorem właśnie.
6560:  MK - Tego typu rzeczy tam po prostu wywalają w kosmos totalnie.
6565:  BFP - Przyznam, że Numenor, chociaż wyglądał pięknie, miał najwięcej zbędnych postaci.
6570:  BFP - Cały Numenor jest zbędny.
6572:  MK - Ja nie uważam w ogóle, że Numenor jest piękny.
6575:  MK - przypominałam bardzo mocno jakąś lokację z gry komputerowej, no akurat, sorry, a szczególnie w sytuacjach i w kadrach, które były, w których były rzuty na przykład na przystań z dołu,
6587:  MK - w kierunku góry, to naprawdę te wszystkie posągi, te różnego rodzaju, nie wiem, czy to gobliny, gobeliny i innego rodzaju bliny, naprawdę to mi kompletnie nie wskakiwało, jeżeli chodzi o pewnego rodzaju jakiś realizm odtworzenia świata i jego konstrukcji.
6606:  MK - Ale ten Numenor, ja ci zaraz Wojtek oddam głos, ten Numenor był mistrzem w tworzeniu takich bzdur fabularnych na zasadzie właśnie
6615:  MK - gawiedziowych rozkmin i przekonywania jeden drugiego, a szczególnie gościu, którego kompletnie nie kojarzę teraz, nie potrafię sobie przypomnieć, czyli ten jakiś wielki radczy królowej legendki.
6627:  KMM - Ten z Brodą?
6628:  KMM - Al Farmazon.
6630:  MK - Kolo w ogóle nie wiadomo, kim on jest, co on tam robi.
6632:  MK - Nie wiadomo, co on zrobił, co gorsza.
6635:  MK - Jednym, dwoma słowami, które są kompletnie czerstwymi, pięknymi sucharami, zmienia absolutnie całą optykę w ogóle sytuacji i ma gigantyczny wpływ na lud.
6645:  MK - Ale co on tam robi, oprócz jakiegoś mglistego przekonywania, on ma być takim Otto Heitowerem, niby, tak mi się wydaje, ale nie wiem, czy on nim ma być, bo na dobrą sprawę
6655:  MK - Cholera, w jakim kierunku on podąża?
6657:  MK - Do czego on na dobrą sprawę dąży?
6659:  MK - Syna swojego nienawidzi?
6661:  MK - Co tu się dzieje?
6664:  ML - I tak najważniejszy wątek tutaj to jest to, czy siostra Esidura pójdzie na randkę.
6669:  KMM - I właśnie konkurs ode mnie.
6671:  KMM - No dobra, nie dam jamnika w nagrodę, ale konkurs.
6675:  KMM - Jak maja na imię...
6678:  ML - Siostra Isildora?
6681:  KMM - Siostra Isildora?
6683:  KMM - No nie ma żadnego znaczenia dla tej fabuły.
6685:  KMM - Nikt nie wie, jak ona się nazywa.
6686:  BFP - Zaróżmy, że Isilda, ale...
6691:  BFP - To było straszne.
6692:  BFP - Rzeczywiście ta rola tego farmazona, on w ogóle nic nie wnosił kompletnie.
6697:  BFP - Miał być taką postacią, o wiecie, bo Gra o Tron ma takie fajne postacie jak Littlefinger, jak Varys.
6702:  BFP - Zróbmy takiego, co on... On jest takim, wiecie, lud za nim pójdzie.
6707:  BFP - On jest demagogiem.
6708:  BFP - Pokażmy w pierwszym... Bo wiecie, jak demagog, to on musi stanąć przed tłumem, zacząć mówić, a ludzie będą wiwatowali, wiecie?
6713:  BFP - Żeby ludzie zrozumieli, że on jest takim populistą, ale on tak naprawdę, on będzie chciał walczyć...
6719:  BFP - I co się z nim stało?
6720:  BFP - Co się w ogóle z nim stało?
6722:  BFP - Dobra, Wojtek, oddaję tobie głos, bo potrzebuję trochę dobrego humoru.
6727:  WB - Już nie wiem, co tam zostało jeszcze do pociśnięcia.
6730:  WB - Relacja Elendila z jego synem.
6732:  WB - Zostało, byku!
6733:  WB - Tutaj Marcin wspominał o relacji Elendila z jego synem Isildurem.
6739:  WB - I w sumie też...
6740:  WB - Ja tego nie wyłapałem, bo się skupiłem widać na innych rzeczach, ale Isildur szkolił się na tego strażnika morskiego.
6750:  WB - Gdzieś tam były, chyba padały sugestie, że on był w tym w miarę dobry, ale obudził się w nim jakiś taki poeta natchniony, bo on lubił się zapatrzeć na wschód, zachód słońca, żeby promienie owiały jego twarz i on tak jakoś odpływał i on marzył o tym zachodzie.
6765:  WB - I może to było gdzieś powiedziane, a może ma zawsze okazję.
6770:  WB - Ale ja nie wiem, co było dla niego na tym zachodzie, że on tam chciał jechać.
6774:  WB - No ale potem nagle wszyscy mówią, no płyniemy do śródziemia, bo nas pani elf przekonała i on chce się jako pierwszy zaciągać.
6782:  WB - I tutaj była jedna taka zajebista scena, w której stwierdziłem, no Elendrik jest ogarnięty, jest spoko, bo ten syn mówi, no weź mnie.
6790:  WB - jak osioł ze szreka, weź mnie, weź mnie, ja chcę płynąć z wami.
6792:  WB - Przed chwilą chciał jechać na zachód, coś tam robić, odkrywać.
6796:  WB - Serio, nie pamiętam, co tam było na tym zachodzie dla niego.
6798:  WB - On nagle chce jechać na wschód.
6800:  WB - On chce płynąć z nimi, on chce walczyć, nie wie z kim.
6803:  WB - I ojciec mu mówi, no nie popłyniesz.
6804:  WB - Ja go rozumiem, bo ten chłopak...
6806:  S00 - było piękne, on powiedział, już cię wepchnąłem do tej straży morskiej, załatwiłem ci miejsce, a ty się sam nie wyrzuciłeś.
6812:  WB - Nepotyzm w ogóle ma.
6814:  WB - Jakie ty, ale synu, jakie ty masz kompetencje, żeby płynąć z nami?
6818:  WB - Walczyć nie potrafisz, na statku się nie spisałeś, bo ci wywalili, więc ty się nam nie przydasz.
6823:  WB - No i jakby wow, postać postępuje w miarę rządnie.
6826:  WB - To idziesz do rządu.
6828:  WB - Nie płyniesz z nami.
6830:  WB - I potem, żeby nie było tak fajnie, że tutaj mamy logiczne zachowania, mamy scenę, będzie płynęło, ile miało płynąć tych statków, 10 chyba, czy 7.
6837:  WB - Po prostu potęga morska Numenor mają 7 statków na misję.
6842:  WB - Mniejsza z tym.
6842:  WB - Dwa spłonęły.
6844:  WB - Dwa spłonęły w idiotyczny sposób, bo się dwóch debili przerzucało latarnią.
6850:  WB - Jak jednemu zapłonął płaszcz, to drugi go zerwał i rzucił w kierunku oleju, który gdzieś tam płynął.
6855:  WB - Ta jebiście, mamy zbliżenie, gdzie któryś mógłby to... Stary, jeszcze napiszesz drugi sezon.
6860:  WB - Nie jebło, ale no... Ja znowu nie wiem, czy on ściemnia, czy nie, kurwa.
6864:  WB - Nie wchłonie.
6866:  WB - Jebło.
6868:  WB - I w tym momencie mamy sytuację, że kapitan pojawił się tam gdzieś w dokach, wyciąga tego swojego syna z tym kolesiem, który po prostu wygląda jakby się urwał z jakiegoś filmu z Asterixem i Obelixem.
6880:  WB - wyciąga ich dwóch mokrych kundli z wody i potem idzie do regentki i mówi, no spłonęły nam dwa statki, co się stało?
6886:  WB - Nie mamy pojęcia, nie ma świadków, nie ma... Ale weźmy mojego syna, bo on, mimo że kręcił różne akcje, jest jedyną osobą, która znajduje się przy dwóch płonących statkach, więc go zabierzmy z nami, bo będzie...
6900:  BFP - Tak, spłonęły dwa statki.
6901:  BFP - Podejrzany ogień.
6903:  BFP - A to Tomeczek napisał, Tomeczek napisał na czatach, słusznie, przecież to przypomina rekrutację obecnie żołnierzy w Rosji.
6909:  BFP - Żołnierzy z Motłochu, na Ochotnika brali.
6911:  BFP - Oni, a ten staner mówi, kto z nami, kto z nami?
6914:  BFP - I ten syn tam podnosi rękę.
6915:  MK - A tam w ogóle fajne dziadki się zgłaszały.
6917:  MK - Widzieliście w tym tłumie, jacy ludzie podnosili rękę?
6919:  MK - Tutaj dziadzia numer jeden, dziadzia numer dwa i jest wojsko jak zupełnie pod Helmowym Jarem.
6928:  WB - Z tym wojskiem na jakąś misję, która nie ma znaczenia politycznego dla Numenoru, jedzie regentka, której głównym zadaniem jest to, żeby sprawowała władzę pod nieobecność swojego ojca.
6941:  WB - Regentka ma tam zostać.
6944:  WB - Więc ona wsiada na statek razem z nimi, płynie z tymi ochotnikami, bo jest super ważna misja.
6950:  BFP - Krzyszek napisał, to pospolite ruszenie wyglądało jak świadoma redukcja populacji Numenoru.
6958:  BFP - Jest taka teoria Malthausa, która zakładała, że wojna jest dobrym sposobem regulacji populacji.
6963:  BFP - Nie wiem, może z tych dziadków oni konie zrobili w trakcie, nie wiem, ale...
6967:  BFP - Założę się, że to, co powiedziałeś, dziadek jeden, dziadek dwa, założę się, że oni mieli tam na miejscu produkcji, mieli stołki, które miały takie podpisy dziadek jeden, dziadek dwa, założę się, bo na to ich było stać, ale już na pomyślenie, po co nam dziadkowie w armii, niekoniecznie.
6985:  BFP - Dominiko, jeżeli mogłabyś powbijać jeszcze parę szpileczek.
6988:  BFP - Z twojej perspektywy takich, no jednak niewybaczalnych rzeczy z perspektywy, nawet nie tylko, bo o tym sporo już mówiłaś, z perspektywy jakiejś tam zgodności z tym wyjściowym materiałem źródłowym, do którego rzekomo się odwołuje serial, ale po prostu jako serial, czego to się nie sprawdza.
7006:  DS - Mnie bardzo drażnił całkowity brak pokazywania nam na ekranie upływu czasu.
7014:  DS - Była podjęta jedna taka próba, ale była to scena tak krótka, że jej nie zauważyłam i musiałam sobie potem cofnąć, żeby zauważyć.
7021:  DS - Upływ czasu jest pokazany tylko w jeden sposób, czyli najpierw nie ma tej super kuźni Kele Brimbora, potem jest jedna taka trzysekundowa scena, jak ta kuźnia jest zbudowana w połowie,
7032:  DS - A potem na samym końcu, no już jest cała, no to już się tam w niej odbywają jakieś różne rzeczy.
7037:  DS - Natomiast jeśli człowiek przez przypadek przyśnie, co się zdarza przy tym serialu, to można się nie zorientować i wtedy to wygląda, jakby to wszystko działo się w tydzień mniej więcej.
7047:  DS - No co nie byłoby dziwne.
7048:  DS - A była jakaś kuźnia?
7050:  DS - Ja cały czas patrzę na twarz Michała.
7052:  BFP - Ale oni ją budowali?
7053:  BFP - Serio?
7054:  BFP - Ja się w ogóle nie podmatałem.
7056:  BFP - Michał 80% swojej energii poświęca na to, żeby w ogóle spróbować otworzyć to w głowie i powiedzieć, czy to jest prawda, czy nie.
7061:  BFP - Czy oni mi ściemniają dalej?
7063:  BFP - Dobrinko.
7065:  DS - zrobić kiedyś takiego live'a, gdzie jedyne, co będziemy robić, to wciskać mu kit i zobaczymy, czy się zorientuje.
7071:  ML - Jak dla mnie, to już to robicie.
7073:  MK - Spóźniłem się, więc... Oto przyszedł dzisiaj tutaj Wojtek.
7078:  DS - No ale właśnie to wszystko w połączeniu z tymi ludźmi, którzy się teleportują z miejsca na miejsce, z Numenorem, który pod pełnymi żaglami ich statek po prostu płynie i pruje falę, mimo że tak na oko nie ma żadnego wiatru.
7090:  DS - I z tymi końmi, które galopują niestrudzenie, przecież Galadriela... Po wodzie, nie?
7094:  MK - No tak, tak.
7095:  DS - Galadriela z Halbrandem galopowali bez przerwy przez sześć dni, żeby go zawieźć do elfów, żeby mógł się wyleczyć.
7104:  MK - To jest w ogóle totalny brak logiki.
7106:  DS - Jak jego to nie nabiło, to już ta elfia medycyna jest mu niepotrzebna, szczerze mówiąc, bo to znaczy, że jest tak twardy.
7112:  BFP - Pojawił się komentarz od Nadii Lewi, który ja podzielam, może wy mi pomożecie.
7116:  BFP - Ty Michał nie, ale może wy mi pomożecie.
7120:  BFP - Co to właściwie była za misja?
7123:  BFP - Bo to wyglądało jakby Numenorejczycy przepłynęli pół świata, żeby uratować tych 30 wieźniaków na jakimś zadupie.
7130:  BFP - Naprawdę.
7131:  BFP - Dla mnie bardzo dużo czasu poświęcili na to, żeby przekonać... Każdy się liczy w śródziemiu.
7137:  BFP - Galadriela, która była tam persona non grata.
7139:  BFP - W ogóle to też było, ja też wtedy wszedłem w tryb Michała.
7143:  BFP - Mianowicie oglądam i jest tak, widzę, że odpływa Galadriela i oni idą i nagle płatki zaczynają spadać.
7147:  BFP - Patrzą w górę i nagle Galadriela stoi razem z nimi, krzyczy do boju, do boju i oni jakby nie wiem co tam się stało, ale płyną i oni dokładnie wiedzą gdzie mają jechać, do jakiejś małej wsi.
7158:  KMM - Bo to były płatki... Nie, przepraszam, nie mogę tego mówić, ponieważ jestem przebrzydłym fanem i znam materiał źródła, więc to były płatki z takiego drzewa, które jak spadają, to znaczy, że to jest źle, bo walorowie się gnizdają.
7171:  KMM - A, chcecie wiedzieć, co to są walorowie, to przepraszam, tego też nie mogę powiedzieć.
7176:  MK - Nie ma tego.
7178:  MK - Cudowne jest, pamiętam, ten jeden zarzut, to znaczy spotkałem się z tym, że Numenor i cały ten jeden wątek, nad którym będę się pastwił, to jest teatr telewizji, taka opera mydlana, a ja uważam, że to jest bardzo, bardzo zły trop.
