DARK SOULS 2 to...? 🤔
🔗 https://www.youtube.com/watch?v=ygoqdolsYao
KMM (Krzysztof M. Maj)
RN (Rafał Nawrocki, Demonidias)
MD (Mateusz Drozd, Kiszak)
AS (Adam Szymański, Balmora House)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

17:  BFP - Czym jest do prawdy Dark Souls 2?
6245:  MD - Dlatego jak ty mówisz o takim skrajnym przypadku arachnofobii, to np.
6249:  MD - Dark Souls'y wywoływały w tobie coś takiego?
6252:  KMM - Nie aż tak, chociaż są gry, które wywołały to bardziej.
6255:  KMM - Hollow Knight to wywołało na pewno.
6256:  KMM - Tam byłem przerażony w Deep Nescie.
6259:  KMM - Limbo.
6262:  KMM - To było straszne.
6263:  KMM - I jeszcze była taka gra, ona była w latach 90-tych dodawana na płytkach do jakiegoś... To jest Colgate, o którym kiedyś opowiadałeś?
6272:  KMM - że walczyło się z takimi cieniami, ponieważ trzeba było uratować pieska.
6276:  KMM - To było Into the Darkness, Heart of Darkness, przypomniałem sobie.
6279:  KMM - I tam były takie cieniste pająki, z którymi się walczyło, jakim pistoletem, który robił Arclight i wypalał je wszystkie.
6286:  MD - To wszystko się tłumaczy, pieski, pająki, wszystko się składa w kupę.
6290:  KMM - Ale wiecie, te filtry arachnofobiczne mnie rozwalają, bo ja je niby włączałem w tym, w Jedi Fallen Order było coś takiego, był filtr antyarachnofobiczny i to kompletnie nie działało.
6300:  KMM - To znaczy to robiło z jakiegoś Skorpiona po prostu jedną wielką kupę, która wyglądała odrażająco i ludzie wbijali na czat i pytali dlaczego walczę z kupą i mieli rację.
6309:  BFP - Pająki nie, ale kupa tak, jak najbardziej.
6310:  MD - Jak to jest w Skyrimie, bo ja bym powiedział, że Skyrim ma jeden z takich bardziej brzydliwych projektów pająka.
6315:  MD - A ma, ma, racja, no.
6317:  BFP - Moim zdaniem Limbo.
6318:  BFP - Limbo właśnie odnóża pająka i to jak się porusza, jak wygląda walka i to, że musisz mu oderwać te odnóża.
6327:  RN - To jeszcze w Bloodborne'ie były pająki, nie?
6328:  RN - W koszmarze.
6330:  RN - Też właśnie tak schodziły po pajęczynie do was.
6333:  RN - Były nawet większe od waszej postaci.
6335:  BFP - Wy jesteście fanami pająków w grach From Software, ja jestem fanem krabów w grach From Software.
6341:  BFP - Także... Ale...
6344:  BFP - Mateuszu, skoro już jesteś przy głosie, to twoi ulubieni basowie Dark Souls 2.
6348:  MD - Wiesz co, no to ja ci powiem tak.
6350:  MD - Ja w ogóle sprawdziłem jedną rzecz w międzyczasie odnośnie staminy, bo musiałem ją zweryfikować.
6356:  MD - I ze staminą jest tak, że Dark Souls 2 w ogóle posiadają szybszą regenerację staminy niż Dark Souls 1.
6362:  MD - W Dark Souls 1 jest więcej elementów, które ci na to wpływają, czyli masz tego gra Scratch Shielda, który daje ci 10 regeneracji staminy, ale w DS 1 regeneracja staminy wynosi 45.
6374:  MD - W Dark Souls 2 regeneracja staminy wynosi 52 punkty, ale teraz to jest coś, co może wam pomoże przy waszych przyszłych playthroughsach.
6382:  MD - W Dark Souls 2 istnieje system, który jest korelacją pomiędzy waszym equip loadem,
6388:  MD - a regeneracją staminę.
6390:  MD - Jeżeli wygracie na EquiBloodzie, który pozwala wam tak samo szybko się rolować, co w Dark Soulsie 2 wynosi 70%, o ile się nie mylę, no to panowie wygracie z regeneracją staminę o 55% wolniejszą.
6404:  MD - Więc to, dlaczego wam się Dark Soulsy 2 wydają wolniejsze, jest związane z waszym sposobem grania w Dark Soulsie 2 na 100%.
6411:  MD - Czyli powinniśmy grać na Golasa.
6412:  MD - Tak.
6415:  MD - Okej.
6416:  MD - Dokładnie tak.
6417:  KMM - Ale przed monitorem w grze?
6418:  KMM - Przed monitorem i w grze.
6421:  KMM - Okej.
6421:  MD - Interpretuj to już jak wolisz.
6423:  MD - Ale przychodząc teraz do bossów.
6425:  MD - Jest jedna rzecz, której też w ogóle nie poruszyliście w kontekście bossów, bo ja bym was zapytał o wasze wspomnienia z walki z bossem z Dalseca, ze smokiem, który się nazywa Sin.
6436:  MD - Czy wy pamiętacie, co na tej walce wam się wydarzyło?
6440:  BFP - Znaczy on używał kwasu chyba też, niszczył nasz ekwipunek bodajże?
6444:  KMM - Tak, używał kwasu po drugiej stronie areny, to ja dostawałem hita po pierwszej stronie areny.
6447:  BFP - To trzeba było nie dać się zhitować, jakby się to udało.
6449:  MD - I to jest mechanika Dark Soulsów 2, która jest absurdalnie źle poprowadzona moim zdaniem, bo to jest jedyna gra, w której bardzo często w trakcie walki zepsuje ci się broń.
6460:  MD - I to są rzeczy, które w pozostałych solosach się nie zdarzają albo zdarzają się absurdalnie rzadko, a w Dark Soulsie 2 to jest wpisane w mechanikę niektórych bossów, że ty musisz albo w trakcie walki sobie przypisać wcześniej, to się nazywa Blacksmith Powder, tak mi się wydaje, żeby tą broń od razu naprawić, albo musisz mieć przygotowaną drugą broń.
6481:  MD - I ja bym powiedział, że to tak naprawdę nie wprowadza nic do gry, bo jeżeli ty musisz sobie przygotować coś na jednego z 30 bossów, to ty tego najprawdopodobniej nie będziesz miał przygotowanego i to się doprowadzi do tego, że ty będziesz miał rychły upadek i jeszcze raz podejdziesz do bossa mając już tą informację, więc ty po prostu musisz swoim czasem badać mechanikę bossa, a nie swoim skillem.
6503:  MD - I to jest bardzo nieciekawie poprowadzone.
6507:  MD - Ale jak ja bym powiedział o najlepszych bossach w Dark Soulsie, to w ogóle strasznie mnie Filip zdziwiłeś, że ty podałeś ruin Sentinelsów, bo ty bardzo często wychodzisz z tego argumentu i nawet w filmie o DS2 powiedziałeś, że w Dark Soulsie 2 najbardziej błyszczą, gdy walczymy z pojedynczym bossem i powiedziałeś, że jest absurdalnie inaczej i że się z tym w ogóle nie zgadzam.
6529:  MD - Po czym podajesz jako przykład najlepszego bossa, bossa, który jest złożony z trzech części.
6532:  MD - I jak ja miałbym podać swoich bossów, no to ja też chciałem powiedzieć o Ruins Sentinelsach.
6539:  MD - No, na pewno się z tym nie zgodzisz, ale dodam też Gang Trio, które po prostu uwielbiam.
6545:  BFP - Dzisiaj przebiłbym z nimi piątkę, myślę.
6547:  BFP - Bo wiesz co, przekonałeś mnie jednym argumentem, a właściwie społeczność twoja, która komentowała w trakcie.
6553:  BFP - Ja się nad tym zastanowiłem dłużej i mam wrażenie...
6558:  BFP - że gdybym podszedł do tej walki jeszcze raz, to przybiłbym wam piątkę, że ta arena jest dobrze zaprojektowana.
6563:  BFP - Znaczy, że ona daje bardzo duże możliwości, tylko ja nie potrafiłem wycisnąć z niej więcej.
6569:  RN - Nie no, Arena jest dobrze, tylko że boss jest najbardziej leniwym bossem z Dark Souls 2, który jest kopiuj w klej NPCów.
6574:  KMM - Tam brakuje tylko muzyki z Benny Heela do biegania.
6577:  KMM - To jest wszystko, czego im brakowało.
6579:  KMM - Poza tym walka była rewelacyjna.
6580:  RN - I ogniska przed walką.
6582:  KMM - I tego, żeby tam był inny boss.
6586:  MD - No i to jest właśnie, Filip, ten jeden taki element, którego ty nie wziąłeś pod uwagę.
6590:  MD - Ty interpretowałeś Soulsy na podstawie tego, jak wygląda boss, jaki schemat ataków i jak wygląda mój wachlarz umiejętności i nigdy nie dodałeś dodatkowego elementu, jakim jest, w jaki sposób ja mogę wykorzystać środowisko, no nie?
6605:  MD - I to jest granie takie bardzo suche i to, co mnie na przykład nauczyło wykorzystywania środowiska, to była gra Dark & Darker.
6612:  MD - Ona wyszła w tamtym roku i wygląda to w taki sposób, że
6617:  MD - To jest gra, która posiada, to jest dosłownie PUBG w średniowieczu.
6622:  MD - To jest extraction shooter, ale zrobiony tylko za pomocą magii miecza i łuków.
6629:  MD - I tam ludzie bardzo często narzekali na to, że
6633:  MD - że przejścia są wąskie i jeżeli dochodzi do klasza dwóch teamów, trzy na trzy, to nie da się walczyć, nie możesz się obrócić.
6641:  MD - I twórcy gry powiedzieli, że oni bardzo mocno właśnie nad tym pracowali, bo ta gra nie ma polegać na tym, że ty wchodzisz na ustawkę, kibole i się klepiecie wszyscy nawzajem pałami po mordzie,
6652:  MD - Tylko ty masz wykorzystywać na swoją korzyść całe środowisko.
6657:  MD - I ta gra jest tak zaprojektowana, żebyś ty grając w jednoosobowej drużynie był w stanie pokonać trzyosobową drużynę i są ludzie, którzy to potrafią świetnie wykorzystać.
6666:  MD - I to jest coś, co można idealnie przynieść do Dark Soulczyk.
6668:  BFP - To muszę się tutaj odnieść, bo...
6671:  BFP - Może jest jakiś sposób wykorzystania jeszcze tej areny, którego ja nie odkryłem, ale gdyby nie dwupoziomowość tej areny, to ja nigdy bym nie przeszedł tej walki.
6678:  BFP - To znaczy dla mnie podstawą było jakkolwiek odseparowanie tych trzech przeciwników od siebie, tak?
6683:  MD - Czy użyłeś tego?
6684:  BFP - Nie, oczywiście, no przecież zbiegałem na dół, starałem się sprowokować, żeby któryś z nich został na dole i utknął tam, a w szczególności łucznik, żeby mógł się zająć najlepiej tym gościem z wielką pałą, nigdy tego nie powtarzajcie.
6697:  BFP - I...
6699:  BFP - Nie mam takiego poczucia, że ta arena, znaczy inaczej, ta arena na pewno powstała po to, żeby dać jakieś możliwości graczowi, bo gdyby to była taka arena jak z Dark Lurkerem, to nie byłoby kompletnie sensu, zresztą
6712:  BFP - Wszystkie poziomy w otchłani, które stopniowo prowadzą do Dark Larkera, dla mnie są takim właśnie bullshitem.
6717:  BFP - Znaczy, są gorszą wersją tego gang squadu, gdzie biegamy po bardzo wąskich korytarzach w ciemności, oklepywani na przykład przez dwóch przeciwników jednocześnie.
6726:  BFP - Na tym tle ten gang squad i ta arena wypada albo inaczej, daje więcej możliwości graczowi na to, żeby jakkolwiek do tego podejść, jakkolwiek znaleźć jakieś rozwiązanie, ale wciąż
6738:  BFP - Ilość biegania, którą trzeba wykonać i często takiego durnego wbiegania na dół, na górę, na dół, na górę i z powrotem, aż znajdzie się jakieś okienko, bo któryś z nich zablokował się gdzieś albo został na dłużej, nie usprawiedliwia dla mnie tej walki w żaden sposób.
6753:  RN - Ta walka jest tak naprawdę przeniesieniem trzech NPCów z Demon's Souls, które były po penetratorze i stały za zwłokami smoka.
6764:  RN - I tam też mieliście łucznika, też mieliście ciężkozbrojnego coś takiego ala biura i też mieliście szermierza powiedzmy bardziej takiego, nie?
6773:  AS - Rzeczywiście, tak.
6774:  RN - To jest dokładnie to samo.
6775:  AS - Identyczne trio.
6776:  RN - To jest najbardziej leniwy boss ever, bo to jest dosłownie przeniesienie postaci, które są w Dark Souls 2 w otchłanie, nie?
6782:  RN - Więc nawet za samo to, okej, no walka może i jest ciekawa, ale tak naprawdę to mogło być równie dobrze starcie poza jakimkolwiek bossem, nie?
6789:  RN - I tak zawsze było w tych DLC-kach do Dark Soulsa 2, że ten ostatni boss
6794:  RN - to był albo reskin, albo typowe, chamskie kopii w klej, jak w tym przypadku.
6799:  RN - Gameplayowo może to być ciekawe, bo trzeba trochę pouciekać od tego bossa, ale walka sama w sobie nie jest niczym nowym, niczym ciekawym i równie dobrze możemy sobie coś takiego stworzyć w jakiejś lokacji pulując przeciwników na siebie.
6816:  MD - Ja wam powiem, że takie walki, mam wrażenie, że najwięcej skilla dają i najwięcej cię uczą i to, co bym wam wszystkim polecił, to zagrać sobie wasze ulubione Dark Souls'y, ale z modem Double Trouble, który podwaja liczbę wszystkich przeciwników w grze.
6829:  MD - Naprawdę.
6830:  RN - Wiesz co, ja mam taki problem, jeśli chodzi o dwa fighty.
6832:  KMM - Ja myślę, że Double Trouble byłby najlepszy przy penetratorze z Demon's Souls.
6837:  RN - No, zwłaszcza z jego nabiciem, nie?
6840:  KMM - Przepraszam, musiałem.
6841:  RN - Ja mam taki problem z duo fightami w Soulsach często, że jeżeli oni mają, ci bossowie, takie same ataki albo bardzo podobne do siebie, to dochodzi do sytuacji, w której... Triggery mają takie, jak na przykład Gatskin duo.
6854:  RN - No, w sensie, że właśnie dochodzi do sytuacji, że jeden atak unikniesz, ale drugim oberwiesz, że nie masz fizycznie możliwości niekiedy uniknięcia, nie?
6861:  MD - Więc to to bardzo dobrze pokazuje ten Rycerz na koniu z Elden Ringa.
6865:  MD - To jest dwóch tych samych bossów, którzy nie mają nawet zmienionego agro, ani sposobu zachowania.
6872:  RN - No, dokładnie.
6873:  MD - Dobrze zrobiony boss będzie miał zrobioną trochę inaczej mechanikę i będzie np.
6879:  MD - czekał, będzie mniej agresywny.
6881:  MD - I ostatnio ogrywałem coś, co idealnie pokazało faktycznie zrobienie bossa w taki sposób, że... Co to było?
6887:  MD - Nie potrafię sobie przypomnieć teraz.
6889:  MD - I zwróciłem na to bardzo dużą uwagę, że to jest dobrze zrobiony dual boss fight, ponieważ drugi był o wiele bardziej mniej agresywny.
6896:  MD - Wiem, co to było.
6897:  MD - To był, słuchaj, Archfraunsy to były i Nekromanta.
6901:  MD - Nekromanta, nie wiem, czy graliście w Archfraunsach, jest, to jest w ogóle świetny mod do Dark Souls 3, genialny jest poprowadzony, bardzo wam go polecam, ty też Demonidios grałeś.
6911:  MD - Tak, tak, Nekromanta mega dobrze, no miał to akurat.
6914:  MD - I Nekromanta w momencie, gdy przyzywa, i teraz wyobraźcie sobie, macie walkę z bardzo ciężkim, z bardzo szybkim przeciwnikiem, z dosłownie wyglądającym jak Sekiro, bo tam jest dużo bossów, którzy mają moveset z Sekiro wyciągnięty i to też w ogóle świetnie pokazuje, że moveset bossów z Sekiro idealnie rezonuje z rolami w Soulsie, bo tam walczymy w pewnym momencie z sową z Sekiro w systemie Soulslajkowym.
6936:  MD - To wygląda genialnie, naprawdę jedna z najlepszych walk, jakie ja odbyłem w Soulslajkach.
6941:  MD - I wyobraźcie sobie teraz, że macie bardzo szybkiego, bardzo silnego, bardzo życiowego bossa, który w pewnym momencie przywołuje z 15 szkieletów.
6949:  MD - No i za każdym razem gracz by sobie pomyślał, no co za bullshit, no nie dość, że muszę walczyć z nim, to jeszcze mnie będą układać szkielety.
6956:  MD - Ale w momencie, gdy ten boss przychodzi do fazy przyzywania szkieletów, jemu się całkowicie zmienia moveset.
6960:  MD - I on zaczyna działać zupełnie inaczej.
6963:  RN - Znaczy jest bardziej defensywny, nie?
6964:  RN - Mocno.
6965:  MD - Faktycznie się wycofuje, ale... Nie moveset, tylko sposób zachowania ma inny.
6969:  RN - Tak, tak, tak, no bo moveset jest chyba nawet ten sam, nie wiem, czy coś mu się tam nowego pojawia.
6973:  RN - Tak, jest, jest ten sam.
6974:  RN - Ale i mógłby mieć trochę mniej tych szkieletów, nie?
6976:  RN - W sensie za długo ten przerywnik, moim zdaniem, trwa po prostu, nie?
6979:  RN - Jest długi ten przerywnik.
6980:  BFP - Ale to tak a propos... To kończ proszę.
6985:  BFP - A propos takich bossów właśnie podwójnych, to też nie jest tak, że ja jestem uczulony na podwójnych bossów, bo dla mnie już nawet w samym Dark Souls 2 ten Throne Watcher i Throne Defender bardzo fajnie się komplementowali i wprowadzali jakiś właśnie taki... Ja podawałem przykład Dark Lurkera jako takiego antyciekawego bossa przez to, że on się duplikuje i ma dokładnie te same ataki i widać, że to...
7011:  BFP - że tu nie ma żadnej inwencji, ale jak bierzesz dwóch uzupełniających się przeciwników, czy nawet bracia Figgo Fagot z Dark Souls 3, książęta, no to jest naprawdę ciekawa walka.
7022:  BFP - Jakby tam, jasne, ten drugi brat nie ma aż tak dużo do powiedzenia, jak w tej walce w dwójce z Throne Watcherem i Throne Defenderem, gdzie moim zdaniem już tam się trochę rodził ten pomysł na tych braci, bo oni się chyba tam wzajemnie leczą, z tego co pamiętam.
7036:  BFP - No to to wprowadza jakąś ciekawą dynamikę do sposobu walki z nimi i
7041:  BFP - nie sprawia, że masz wrażenie, że ktoś wziął kopię i wklej i po prostu powielił tego jednego bossa, czy narzucił tam mobków, ale Rafał, bo ty nie powiedziałeś jeszcze o swoich ulubionych bossach i dlaczego z dwójki.
7052:  RN - Tak, to tutaj tak stricte gameplayowo to ja bym wymienił w zasadzie trzech bossów.
7059:  RN - Pierwszym z nich byłby o dziwo Przegniły, który moim zdaniem jest jednym z najbardziej uczciwych w ogóle bossów w Dark Souls 2, gdzie już abstrahując totalnie od jego wyglądu i tak dalej, mówiąc o samej walce, no to
7075:  RN - Ma też dość chyba rozbudowany nawet, ze względu na innych bossów z Dark Souls'a, dwójki moveset, nie ma wcale jakoś mało tych ataków, plus ma ten jeden atak taki mega, mega turbo rzadki z tym Tasakiem, nie mówię o jego AOE, tylko o Tasaku, który potrafi czasami tak mega szybko po prostu wyprowadzić, to jest jeden z jego najrzadszych ataków.
