🔴 Odpalamy live'a i Krzysztofa jednocześnie || Q&A Bez/Schematu #1
🔗 https://www.youtube.com/watch?v=4VFsqqQ8tk4
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

1:  KMM - Chyba trzeba dwa razy dać też na YouTubie.
7692:  BFP - Mam taką listę rzeczy, które chciałbym obejrzeć.
7694:  BFP - Nie wiem, czy Berserk nie był też anime, wiem, że był na pewno mangą.
7698:  BFP - Neon Genesis Evangelion jest rzeczą, która mnie bardzo intrygowała i frapowała.
7702:  BFP - Zatrzymałem się gdzieś tam na czwartym czy piątym odcinku.
7705:  BFP - Castlevania jest anime, które bardzo mi się podoba.
7710:  BFP - Death Note jest anime, które na pewno chciałbym obejrzeć.
7716:  BFP - Jak to?
7716:  BFP - Attack on Titan?
7717:  BFP - Attack on Titan, tak.
7720:  BFP - Attack on Titan jest czymś, co mnie intryguje, ale słyszałem dużo
7723:  BFP - złego, że tam to źle jest wprowadzone.
7725:  BFP - Ładna jest wizualnie, ale fabularnie to jest... Idiotyzmy tam są po prostu, że znikną, nagle pojawia się jakaś nowa postać, która całkowicie zmienia postać rzeczy i postać tego świata przedstawionego.
7735:  BFP - Nie lubię takich rzeczy.
7735:  BFP - I Neon Genesis... Anime ma niestety takie oldschoolowe, anime ma dla mnie takie rzeczy, które... Na przykład w Neon Genesis, strasznie mnie właśnie to irytuje, że mamy... Powalający.
7747:  BFP - Dwa pierwsze odcinki.
7749:  BFP - Ojciec zmusza...
7750:  BFP - młodego chłopca z depresją do tego, żeby wszedł do mecha i walczył.
7754:  BFP - I on zostaje pobity, ląduje w szpitalu, a ojciec nawet nie chce na niego spojrzeć, bo uważa, że go zawiół.
7760:  BFP - To było potężne.
7761:  BFP - Po czym 4 czy 5 odcinków później pojawia się jakaś kobieta i wszyscy mają takie minki.
7765:  S03 - O, kobieta, ojejku, dziewczynka idzie.
7768:  BFP - Kurwa, no po prostu sorry, nie wiem, może to jest kwestia wrażliwości, ale mnie jest to naprawdę ciężko przełknąć i mam nadzieję, że nie ma tego w każdym anime, ale jest to bardzo gorzka pigułka, którą ciężko jest mi przełknąć.
7782:  BFP - Tego na przykład na szczęście w Castlevanii nie było.
7784:  KMM - Jest to trop, który jest przełamywany czasem.
7787:  KMM - Ja bardzo lubię to, w jaki sposób przełamuje to Fate Stay.
7790:  KMM - Uśmiecham się do Zdzicha.
7791:  KMM - Twoją drogą też dziękujemy za trybut, który, z którym gadaliśmy kiedyś na czatach właśnie o Fate Stay Unlimited Blade Works i tam jest postać Artura, który jest kobietą i to jest właśnie ten moment, w którym następuje powiedzmy ten female empowerment.
7806:  KMM - Nie mam zielonego pojęcia, jak to przetłumaczy na język polski.
7809:  KMM - I są próby przełamywania tej konwencji, ale...
7814:  KMM - Nie jesteśmy w stanie uciec od tego i to jest długa dyskusja, w której fajnie byłoby swoją drogą zaangażować ludzi, którzy się zajmują też naukowo i krytycznie anime, w Polsce także, bo na szczęście pojawiają się tacy, na temat tego jaka jest pozycja kobiety w bardzo patriarchalnym społeczeństwie japońskim i na ile to jest wciąż kwestia kulturowo-społeczna, a na ile to jest kwestia pewnych konwencji, na które się przymyka oko, ale tak czy siak rozumiem, że to może razić.
7840:  KMM - Lecimy dalej z pytaniami, moi drodzy.
7843:  KMM - Teraz pytanie bardzo długie od Konradosa o serialu Fundacja na podstawie Azimowa, czyli Izaka Azimowa.
7849:  KMM - Jakoś mało się o nim mówi, jak dla mnie był niezły, nawet wciągający, niby dobrze zrobiony wizualnie momentami, lekko podchodzący pod diunę.
7855:  KMM - O, to duża pochwała, która mi się bardzo podobała, ale coś jednak nie zagrało do końca.
7860:  KMM - Nie czytałem książki, zakładam, że tam nie ma problemów fabularnych, a tu jednak coś jest nie tak.
7863:  KMM - Ciekaw jestem waszej dogłębniejszej dyskusji.
7867:  BFP - My, to znaczy ja i Krzysztof rozmawialiśmy kilkukrotnie już o tym serialu.
7872:  BFP - Zresztą zawsze mieliśmy coś do zrobienia, mieliśmy coś przegadać i nie wiem, pojawił się jakiś temat, gadamy o tym pół godziny.
7878:  BFP - I tak było właśnie z Foundation.
7882:  BFP - I jako, że ja muszę odejść, tym razem nie siku, tylko zrobić jedną rzecz, to reprezentuj nas godnie i powiedz w takim razie, co ustaliliśmy, jaki jest konsensus między nami, bo ja tylko może zajawię, że
7898:  BFP - Jest jeden wątek w całym tym serialu, który byłby sam osobnym świetnym serialem.
7903:  BFP - Ja byłem w ogóle w szoku, jak mi powiedział Krzysztof, że to jest jeden wątek, którego nie było w książce.
7909:  BFP - Ale są pewne rzeczy, które strasznie kuleją i jako, że to chyba mogę zdradzić, za tydzień będziecie mogli obejrzeć naszą dyskusję o serialu Expanse, który jest najlepszym science fiction i space operą tej generacji, jeżeli chodzi o seriale.
7923:  KMM - To jest moja opinia.
7924:  KMM - Do tego stopnia, że nawet słowo space opera jest już coraz mniej adekwatne względem niego.
7931:  BFP - Przepraszam, ale jest zabawno, że ludzie napisali, teraz nie idę, no tak, bo teraz jest numer dwa.
7937:  BFP - Po to ma się społeczność, to jest udane.
7940:  KMM - To ja ciebie w takim razie zmieniam, będę twoim zmiennikiem, spokojnie.
7944:  KMM - I w trakcie, w którym Filip będzie zajmował się ważnymi sprawami pozaekranowo,
7950:  KMM - pozakadrowo, jest takie ładne słowo w filmoznawstwie, narracja pozakadrowa.
7954:  KMM - To jest wtedy, kiedy ktoś jest pozakadrem, niespodzianka.
7957:  KMM - To opowiem wam o tym problemie, który tam jest, to znaczy w fundacji jest ten wątek dynastii genetycznej.
7963:  KMM - I to jest precyzyjnie to, co zostało właśnie prowadzone przez twórców serialu, którzy chcieli czegoś bardziej politycznego, związanego z, no nie wiem, drugą grą o tron, raczej nie każdy chce zrobić drugą grę o tron.
7976:  KMM - I to naprawdę wyszło.
7978:  KMM - Trochę brakowało mi pociągnięcia tego wątku do tego stopnia, że elementy, które zostały wzięte wprost z powieści Asimowa, no wypadły trochę blado.
7987:  KMM - I problem też jest taki, że trzy pierwsze odcinki tego serialu są monumentalne, świetne.
7991:  KMM - Ja miałem oczy przyklejone do ekranu, a potem jest taki gwałtowny spadek napięcia narracyjnego.
7997:  KMM - Strasznie mi to nie odpowiadało.
7999:  KMM - Zresztą Krzysztof Now też pisze, że Fundacja jest straszna, ma niewiele wspólnego z książką.
8004:  KMM - Trochę się z tym zgadzam, chociaż muszę bronić tych pierwszych trzech odcinków.
8008:  KMM - To znaczy ekspozycja w serialu naprawdę była zrobiona dobrze, czyli ten moment, kiedy przedstawiacie świat, kiedy chcecie zanurzyć ludzi w tej rzeczywistości.
8016:  KMM - Tak, teraz bez schematu jest bez Filipa.
8019:  KMM - Dokładnie tak jest, macie rację.
8021:  KMM - Jeszcze popatruję na komentarze, bo to jest okazja do nadrobienia tradycyjnie, czy dyskusja o Expanse będzie spoilerowa, nie skończyłem ostatniego sezonu, ale jakby co nadrobię, ale dajcie znać.
8031:  KMM - Wiesz co, powiem Ci tak, że w ostatnim sezonie Expanse jest na tyle mało rzeczy spoilerowych i na tyle mało rzeczy, których się naprawdę nie można domyślić, że myślę, że Ci nie zaspoilujemy niczego.
8043:  KMM - Ale to jest moja opinia, trzeba brać poprawkę to, że ja nie pamiętam fabuł, ale naprawdę wydaje mi się, że ta rezolucja fabularna, która tam jest, to rozwiązanie akcji, no naprawdę jest czymś, co jesteśmy w stanie bez żadnego problemu przemyśleć.
8058:  KMM - Czy Krzysztof pokaże kiedyś kolekcję plusowych jamników?
8060:  KMM - Pokazałem jednego plusowego jamnika!
8064:  KMM - Niespożyte apetyty na czatach.
8065:  KMM - Straszne.
8066:  KMM - Marcin mu pisze, że The Expanse leci z szóstym sezonem właśnie w tym momencie i świetna rzecz.
8072:  BFP - My planujemy w przyszły wtorek puścić odcinek, naszą dyskusję, która jest tak naprawdę holdem złożonym temu serialowi.
8082:  BFP - No i będzie rozmawiane.
8084:  BFP - To na pewno.
8085:  BFP - Będzie rozmawiane.
8085:  KMM - Jeszcze muszę zaadresować pytanie od Kamila dotyczące picia whisky.
8088:  KMM - Ja uznaję picie whisky tylko w ten sposób, to znaczy saute.
8093:  KMM - Nie w formie drinkowej.
8095:  KMM - Bez lodu.
8095:  KMM - Chociaż czasem są takie whisky, zwłaszcza te bardziej torfowe, że dobrze jest mieć taki kieliszeczek zimnej wody.
8103:  KMM - Niezależnie, żeby sobie można było przepić
8105:  KMM - Ale lodu... Nie, nie lubię ładowania do whisky.
8108:  KMM - Chyba, że to jest Johnny Walker, ale to jest zupełnie co innego, to jest wtedy blend.
8113:  KMM - Zanim pójdziemy w niebezpieczny wątek, który dla mnie jest czarną dziurą, to znaczy dlaczego uwielbiam whisky, to lecimy do pytania Katarzyny.
8119:  KMM - Czy damy radę wymienić po trzy naprowadzącego Wielkie Nieba filmy, seriale, które uważamy za lepsze od książek, na podstawie których powstały?
8126:  KMM - Oh boy!
8129:  BFP - Jeżeli mogę zacząć.
8130:  BFP - Do żadnego pytania się tak nie przygotowałem jak do tego.
8132:  BFP - To było dla mnie jednym z najtrudniejszych, naprawdę.
8136:  BFP - Ale mam odpowiedzi.
8136:  BFP - I mam nawet więcej niż trzy, więc jak ty będziesz się męczył, to ci pomogę.
8140:  BFP - Tak będzie.
8142:  BFP - Pierwsza myśl, którą miałem, to jest to, że w 2008 roku powstał film i wyszedł film Paula Thomasa Andersona, który nazywa się There Will Be Blood, aż poleje się krew, który jest na podstawie książki i jest wybitny, jest wybitniejszy niż książka, którą czytałem.
8166:  BFP - No Country for Old Men.
8168:  BFP - Czyli rok wcześniej bracia Coen dostali kilka Oscarów za najlepszy film wówczas roku.
8176:  BFP - To nie jest kraj dla starych ludzi, który jest na podstawie książki Cormaca McCarthy'ego.
8181:  BFP - I mimo, że Cormac McCarthy ma naprawdę niezłe niektóre książki, jak np.
8185:  BFP - Krwawy południk albo Droga, która również została zekranizowana,
8189:  BFP - Tak, No Country for Old Men był wspaniały.
8192:  BFP - I tak, zgadzam się, że Daniel Day-Lewis był wybitny w There Will Be Blood.
8195:  BFP - W moim skromnym odczuciu jest to jego najlepsza rola w dorobku pełnym wybitnych ról, przecież facet ma chyba trzy Oscary.
8203:  BFP - I już zakończył karierę po Phantom Threat, który też jest filmem Paula Thomasa Andersona.
8209:  BFP - Ale na pierwszym miejscu powiedziałbym najwybitniejszy film, który przebił książkę Godfather, Ojciec Chrzestny.
8215:  BFP - Przecież to jest na podstawie książki Mario Puzo.
8219:  BFP - I chyba nie muszę mówić o znaczeniu tego filmu, nikt nie ma też wątpliwości, że film jest lepszy niż książka.
8226:  BFP - Szybko bym dorzucił, że z seriali powiedziałbym, i tu złamię schemat, The Boys jest na podstawie komiksu.
8233:  S02 - Mhm.
8234:  BFP - Ale ja czytałem komiks Granta Morrisona i ja się męczyłem niemiłosiernie momentami.
8240:  BFP - Jest mocno zmanierowany, męczący, czasem przesadza ze swoim głupim humorem, takim skatologicznym już niemalże.
8248:  BFP - Serial tego nie ma.
8249:  BFP - Serial ma lepsze wyczucie, ma lepszą rytmikę i jest w stanie w krótszym czasie powiedzieć znacznie więcej.
8256:  BFP - I ptaszki ćwierkają,
8260:  BFP - A nie mogę tego do końca powiedzieć ze stuprocentową pewnością, ponieważ nie czytałem tej sagi napisanej przez Jamesa S. A. Carey'a, a tak naprawdę to są dwie osoby, które podszywają się pod tym pseudonimem artystycznym, ale mówi się, że serial Expanse jest nawet lepszy niż książki.
8280:  KMM - No to tak, to ja jeżeli chodzi o film...
8283:  KMM - Stowarzyszenie Umarłych Poetów.
8286:  KMM - Miałem okazję niestety przeczytać to gówno i nigdy tego nie róbcie.
8291:  KMM - I nie da się tego czytać.
8293:  KMM - Do tego stopnia, że w dalszym ciągu nie jestem pewien, że to przypadkiem nie była kiepska nowelizacja, ale nie, nie była.
8299:  KMM - Jeżeli chodzi o serial, będę sobie robił naprzemiennie z uwagi na moją biedną pamięć, to myślę sobie, że
8308:  KMM - W pewnym sensie, nie wiem czy to nie będzie przesadnie kontrowersyjne, ale nie zrozumcie mnie źle, pierwsze sezony Gry o Tron są naprawdę lepsze pod wieloma względami światotwórczo, imersywnie.
8324:  KMM - fabularnie od tego, co robi Martin.
8326:  KMM - Martin się zaczyna rozkręcać przy czwartym, piątym tomie i to tak bardzo, i to widać.
8330:  KMM - Wtedy przegania serial.
8332:  KMM - Ale początkowe sezony Gry o Tron oglądał mi się o wiele, wiele lepiej niż to, co nastąpiło później.
8341:  KMM - Więc tutaj od razu to z szybkim sprostowaniem.
8344:  KMM - Natomiast jeżeli chodzi o ekspansję, to ja się w pełni zgadzam, ja podczytywałem te powieści i moim zdaniem serial jest lepszy, więc tutaj będę mieć podobny przykład.
8355:  KMM - Jeżeli chodzi natomiast o pozostałe...
8359:  BFP - Tak się rozkręcił, że stracił wenę i przez moment myślałem, że to o tobie albo o mnie, ale to chodziło o Game of Thrones.
8365:  KMM - Potem coś, co mam problem, czy powiedzieć, że to jest serial, czy to jest miniserial, czy to jest film, ale to w sumie jest mikrofilm, animacja Katedra Bagińskiego, która jest 700 razy lepsza od Katedry Jacka Dukaja.
8380:  KMM - Katedra Jacka Dukaja zyskuje tylko wtedy, jeżeli czytacie ją, równocześnie mając zapętlonego Bagińskiego i zerkając co chwilę na obrazy, które zostały tam wytworzone, które tchnęły w to opowiadanie życie w niesamowity sposób.
8394:  KMM - Więc są takie przypadki, że może być film czy serial zdecydowanie lepszy od książki.
8399:  KMM - I myślę sobie, że to będzie zawsze wtedy, kiedy za pośrednictwem tego języka, czy filmu, czy języka audiowizualnego jesteśmy w stanie oddać więcej treści niż był w stanie autor.
8410:  KMM - I dlatego na koniec jeszcze przyszykowałem jedną rzecz, którą już raz wam zatizerowałem.
8415:  KMM - a mianowicie Poirot, serial z Davidem Satchetem według powieści Agaty Christie, który sprawił, że zacząłem czytać powieści Agaty Christie o Herculesie Poirot, ale wciąż jak je czytałem, widziałem sceny z tego serialu i uważam, że jest adaptacja absolutnie kongenialna, jest niesamowity.
8432:  KMM - I skoro już jesteśmy przy detektywach, to na sam koniec Guy Ritchie i Sherlock Holmes.
8438:  KMM - To, co ten człowiek stworzył w dwóch filmach o Holmesie przy wydatnym współudziale, zresztą plejady absolutnie niesamowitych aktorów, którzy się wcielili w te postaci.
8447:  KMM - Myślę zarówno o Holmesie, jak i o jego bracie, jak i oczywiście o doktorze Watsonie, granemu przez Judah Law.
8456:  KMM - Jest wielokrotnie lepszy od tego, co możecie przeczytać na kartach opowiadań Artura Conan Doyla.
8460:  KMM - I co więcej, oddaje mimo wszystko sprawiedliwość tym opowiadaniom, bo nie wiem, czy wiecie, ale jak tłumaczono Holmesa w PRL-u, to wycięto wszystkie informacje o tym, że był kokainistą albo morfinistą, jedno z dwóch, i bił się na ulicach, bo to nie pasowało do tego wizerunku.
8475:  KMM - Wiecie, tręczyk, palto, kapelutek, fajeczka i grzeczny Holmes.
8479:  S05 - Grzyżdowy.
8481:  S05 - Grzyżdowy.
8483:  S05 - A czy ty oglądałeś może serial Sherlock Holmes?
8489:  BFP - No tak.
8490:  BFP - Z Benedictem Cumberbatchem i mimo to mówi, że filmy Gaja i Ciego są lepsze od serialu.
8496:  KMM - Mimo to.
8497:  KMM - Mimo to.
8498:  KMM - Mam pewne wątpliwości co do tego serialu, ale to jest dłuższy temat.
8503:  KMM - Dłuższy temat.
8504:  KMM - Głównie mam problem z aż tak radykalnym przyniesieniem settingu.
8509:  KMM - Ja jednak kojarzę Holmesa z określonym settingiem.
8511:  KMM - Doceniam mega to, co zrobili, ale ja nie mam tam imersji.
8514:  BFP - To ja jestem ze społecznością, która pisze, że woli serial.
8518:  KMM - Panowie, wychodzimy.
8519:  KMM - No tak, ja wiedziałem, że tak będzie.
8521:  KMM - To jeszcze mogę dla osłodzenia społeczności powiedzieć o Bates Motel, który od niedawna oglądam.
8525:  KMM - Jest znakomity i lepszy od książek, które były ekranizowane przez Hitchcocka w postaci psychozy.
8531:  KMM - Mam nadzieję, że się tym nie zarazimy.
8533:  BFP - A Martin Freeman?
8534:  BFP - Martin Freeman jest wspaniałym aktorem.
8536:  BFP - To jest... Tak, ale nie Holmsem.
8539:  KMM - A nie tym, nie Watsonem.
8540:  BFP - Watson, dlatego Sherlocka.
8542:  BFP - Okej, to ja rozładuję atmosferę mając jeden mały announcement.
8546:  BFP - Słuchajcie.
8547:  BFP - A, jednak.
8548:  BFP - Mały słucharek.
8549:  BFP - Lecimy.
8550:  BFP - Mały słucharek współprowadzącego.
8553:  BFP - Nie zdziwcie się,
8555:  BFP - Jeżeli zadzwoni domofon i będę musiał otworzyć, bo dzisiaj przyjeżdża do mnie mama, tylko mówię, żeby przyjechała trochę później, żeby nie weszła w trakcie live'a.
8565:  KMM - Czyli po prostu będzie swatting klasyczny, tylko to jest nie swatting, tylko mumming na streamie.
8571:  KMM - Dziękujemy Krzysztof za trybut, korzystając z pytania i rozwijając poprzednie.
