Oto jak YouTube GNIJE i DOBIJA TWÓRCÓW
🔗 https://www.youtube.com/watch?v=9fyeOwIhQ8g
LC (Leszek Cibor, Przeciętny Człowiek)
KMM (Krzysztof M. Maj)
OR (Oskar Rogowski, Napisy Końcowe)
BFP (Bartosz Filip Malinowski, Bez/Schematu)

18:  BFP - Kiedy ktoś czyta tytuł Oto jak YouTube gnije i dobija twórców...
7899:  KMM - traktować szantażem emocjonalnym, bo to jest pierwszy krok do zbudowania takich toksycznych relacji, na których łamią się serca, tak jak w przypadku tego, co mieliśmy teraz na YouTubie o dwóch typów, podcast i całą resztę.
7913:  KMM - Gdyby nie parasocjalna relacja, która została zbudowana i która w którymś momencie powinna być ograniczona, to byłby w którymś momencie problem.
7921:  KMM - Ja mogę podać bardzo prosty przykład tego, w jaki sposób ja to traktuję.
7926:  KMM - Dla mnie na przykład
7929:  KMM - Nie małoby sensu streamowania, gdyby nie to, że po prostu lubię ze swoimi widzami rozmawiać.
7934:  KMM - Po prostu to autentycznie lubię.
7937:  KMM - I gdybym zamknął kanał, to prawdopodobnie dalej bym streamował.
7940:  KMM - Ale myślę, że tutaj rozmawiamy właśnie nie o streamingu, tylko raczej o twórczości.
7944:  KMM - Bo to jest mniej więcej tak, jak ja bardzo lubię spotkania z moimi studentami, ale nie aż tak, żeby dać się zajechać przez pracodawcę.
7950:  KMM - No na szczęście pracuję w dobrym miejscu, odkąd przeszedłem na Akademię Górniczo-Hłodniczą z toksycznego miejsca, jakim był Uniwersytet Jagielloński.
7957:  KMM - I właśnie ja dostałem propozycję od UJ.
7961:  KMM - Nawet mógłbym złośliwie powiedzieć, że na kolanach, żebym poprowadził przedmiot, którego nikt nie chciał poprowadzić, bo wiedzieli, że tylko ja jestem w stanie to zrobić dobrze.
7968:  KMM - I potem długo szukali zastępstwa.
7970:  KMM - I ja nie przyjąłem tej oferty.
7972:  KMM - Więc tak, ja teoretycznie jak mówię, że no nie dostałem pracy na UJ, BUJ, no teoretycznie nie mówię całej prawdy w tym sensie, że oferta była na stole, ale była oferta, która dla mnie była nieakceptowalna właśnie, ponieważ świadczyła o braku szacunku względem mojej osoby.
7987:  KMM - I dla mnie na przykład widz, który mówi, Krzysztof, ja ci płacę, w związku z powyższym ty musisz zrobić coś, przejawia dokładnie taki sam brak szacunku.
7995:  LC - Mowa jest dwustronna, nie?
7997:  KMM - Szanujemy siebie nawzajem i dlatego budujemy społeczność.
8001:  KMM - Tak samo i z tego samego powodu jestem absolutnym przeciwnikiem postrzegania siebie jako człowieka, który jest na czele społeczności.
8008:  KMM - Między innymi dlatego chociażby Discord, na którym jest 10 tysięcy ludzi, holistyczna agencja eskapistyczna, w którymś momencie zaczął funkcjonować sam w tym sensie, że ja powiedziałem, słuchajcie, ja nie mam w jaki sposób reinwestować w Discorda, nie znam się na tym, nie czuję tego tak dobrze jak wy, wy tutaj jesteście na co dzień,
8026:  KMM - To jest wasza przestrzeń.
8027:  KMM - Ja tylko bym prosił, jeżeli jest to możliwe, żebym miał taki swój kącik, gdzie będę informował o filmach.
8032:  KMM - I moim zdaniem to jest o tyle dobre, że w ten sposób nie tworzy się piramidka, że jest Krzysztof, który jest jedynowładcą i guru na czele, a tutaj jest społeczność, która bije pokłony.
8042:  KMM - Dla mnie coś takiego jest obrzydliwe i przypomina sektę.
8045:  KMM - I absolutnie nigdy, że za żadne przyjemności, pieniądze, miłe uśmiechy bym nie czuł się z tym dobrze.
8053:  KMM - Ci, którzy byli na Pyrkonie i widzieli moją reakcję na tłumy, dobrze wiedzą, że jest to z mojej strony autentyczne.
8058:  KMM - I myślę, że nikt ze społeczności się nie obraża.
8061:  KMM - Jak się obraża, to ja tylko cały czas będę powtarzał, że nie postępuję tak, jakbym sam ludziom nie radził.
8067:  KMM - To znaczy trzeba stawiać granice i trzeba być asertywnym.
8070:  KMM - Miałem kiedyś komentarz... To też jest kwestia schematu osobowości, to prawda.
8073:  KMM - autentyczny, że widz mi powiedział, że jeżeli ja nie zrobię czegoś, o co mu chodzi, nie powiem o co chodzi, bo wtedy będzie łatwo go namierzyć, to będzie musiał zwiększyć sobie dawkę antydepresantu.
8086:  KMM - To są poważne rzeczy, moi drodzy, gdyby nie było takiego przyzwolenia na relacje parasocjalne, nie mielibyśmy widzek czy widzów, którzy padają na kolana przed jakimś byle twórcą i za to, że mogą sobie selfie z nim zrobić.
8099:  KMM - No bez przesady, albo że się trzęsą ze strachu, tak samo jak się, wiecie, trzęsiemy ze strachu przed nauczycielem, to się możemy też blokować przed tym, żeby podejść do normalnego człowieka, uścisnąć mu prawicę i wymienić uśmiechy.
8111:  LC - To jest normalne.
8113:  LC - Krzysztof, odpaliłeś się troszeczkę w tym moim zarzucie.
8116:  LC - Odpaliłeś się, mnie zdenerwowałeś.
8119:  LC - Ale odpaliłeś się, ale w tym moim zarzucie bardziej chodziło mi o to, że brakowało mi w tym, co mówiłeś wcześniej o społeczności, właśnie tego, co teraz powiedziałeś, że ty lubisz rozmawiać z tymi ludźmi.
8129:  LC - To jest fajna rzecz, na której się można oprzeć.
8135:  LC - Że mimo kryzysów, mimo trudnych rzeczy, ja bym to robił, bo lubię przyjemne zlecenia w grafice, animacji.
8145:  LC - Lubię to robić po prostu.
8149:  LC - Lubię mówić do ludzi.
8151:  LC - Nieważne, czy to jest 15 osób na sali szkoleniowej, czy 200 osób na lejstwie.
8155:  BFP - Manko, jedną prośbę, żeby to ad vocem jeszcze było dość krótkie, bo ja chciałbym bardzo oddać głos Oskarowi, który jeszcze się nie wypowiedział na temat motywacji i demotywacji.
8163:  LC - Wpadłem i odpaliłem Krzysztofa.
8165:  LC - Przepraszam, kończę.
8167:  OR - Zobacz, co zapłacisz.
8186:  OR - Ale w momencie, w którym nagrali parę materiałów i YouTube im powiedział właśnie to, co już tu powiedziałeś, aaa, leci, leci, leci, a potem, a potem, to teraz powiem wam o mojej ulubionej grze, a spada, spada, spada, no to nagle się okazało, że jeden rodzaj materiału zaczyna dominować i to poczucie
8204:  OR - Myślę, że gdzieś tam walnęło.
8205:  OR - Ja mam podobnie do ciebie, zresztą Filip, ja też patrzę na ten kanał i mam tak, że mieliśmy skoki w pewnym momencie, teraz mamy zdecydowanie spadki.
8215:  OR - Ja robię właśnie materiał, tak jak mówiłem, wybieram jeden z sześciu tematów i mam nerwy przy tym, czy on zażre, czy nie zażre.
8223:  OR - To jest dosyć istotne.
8225:  OR - I mam też takie podobnie niepokój, czy to się uda, czy się nie uda.
8231:  OR - Teraz jest, tak jak mówiłem, gorzej.
8232:  OR - Wydaje mi się, że jest
8234:  OR - Może to wróci, ale było chwilowe przepalenie popkulturą, w związku z całą masą innych rzeczy, które się działy dookoła, więc może to też gdzieś tam u nas robnęło w jakiś sposób.
8247:  OR - I tak, i to jest coś, co mnie osobiście mocno rypie, jeśli chodzi o tą relację z publiką,
8257:  OR - Powiem tak, też jakby gadamy często o zdrowiu psychicznym i YouTube, to jest ciekawe jak są dwie sposoby, bo w 2014 YouTube pozwolił mi wyjść z 7-letniej stanów depresyjnych i stanów lękowych, których przez 7 lat tkwiłem.
8277:  OR - Ale jednocześnie, i to było super, bo trik polegał na tym, że wiecie, jak się zakłada YouTube'a, to jeżeli umiesz jakkolwiek gadać, to prawdopodobnie nie będziesz miał toksycznych komentarzy.
8289:  OR - Dlatego, że ludziom, którzy chcą ci dowalić, nie jesteś wystarczająco interesujący, żeby ci dowalić.
8295:  OR - Jak miałem pierwsze, nie wiem, 150 subskrypcji i ileś tam wyświetleń, no to nawet jeżeli ktoś chciałby wejść i powiedzieć, że jestem głupi, to mu się nie chciało wejść i powiedzieć, że jestem głupi, bo po co.
8306:  OR - Jakby nie jest wystarczająco.
8307:  OR - To się zaczyna dopiero później.
8308:  OR - Więc w momencie, w którym jakby miałem dosyć pozytywny feedback przez jakiś czas, to mi bardzo pomogło jakąś tam pewność siebie nabrać.
8315:  OR - Ale jednocześnie, tak jak mówiłeś Filip, to jest moment, w którym zaczynają się różne stresujące rzeczy wchodzić.
8323:  OR - Właśnie jakieś tam te słupki, niesłupki, wszystkie rzeczy, które się pojawiają.
8328:  OR - I też właśnie jest kwestia relacji z widzami.
8332:  OR - Pewnie o banowaniu to pewnie zaraz chcesz do tego przejść.
8335:  OR - Natomiast zanim do tego dojdę, to tutaj zgadzam się w pełni z Krzysztofem.
8341:  OR - I w napisach końcowych z Radkiem mamy obaj takie podejście, że bardzo lubimy mieć fajną relację z widzami.
8347:  OR - Bardzo lubimy sobie z nimi gadać i tak dalej, i tak dalej.
8350:  OR - Ale i mówimy o tym otwarcie, na Pizzach Końcowych jakby nie, nie mamy tutaj żadnych, nie to, że kogoś obraża mi to, coś takiego.
8355:  OR - Zawsze mówimy, że musi być gdzieś jakaś bariera.
8358:  OR - Jakby jest jakiś moment, my mamy na przykład moment, w którym gadamy sobie o tym, co robiliśmy ostatnio w tym tygodniu popkulturowo, co nas interesowało, czy graliśmy w jakieś gry, czy oglądaliśmy jakieś seriale, czy coś chcemy polecić, co ostatnio robiliśmy, to jest nasz stały segment.
8371:  OR - Ale ja na przykład nie będę mówił o tym, co jadłem.
8375:  OR - Albo tego typu rzeczy.
8379:  OR - Nie wiem, co robiłem poza tym.
8383:  OR - Musi być to miejsce, gdzie jesteś ty, a gdzie jest widownia.
8388:  OR - Musi być ten oddział twojego życia osobistego i twoich osobistych rzeczy, które robisz, od jakiegoś podejścia również do tego, co robisz.
8397:  OR - I mamy tipy.
8400:  OR - Ale my sobie zastrzegamy prawo, jeżeli ktoś wrzuci tip, którego ja nie chcę przeczytać, bo nie mam zamiaru go czytać, bo też to go nie przeczytam.
8408:  OR - To jest kompletnie dobrowolne.
8410:  OR - I wydaje mi się, że to jest cholernie ważne.
8412:  OR - Jeśli chodzi o Pyrkon na przykład, ludzie podchodzą, chcą zrobić zdjęcie i tak dalej.
8418:  OR - My nie mamy z tym problemu.
8418:  OR - To jest bardzo fajne i bardzo miłe od ludzi.
8421:  OR - I jak mamy czas, to generalnie chcemy zostać też jak najdłużej.
8424:  OR - Ale też mieliśmy masę takich sytuacji, gdzie właśnie ktoś na przykład podchodził, widać, że ktoś jest taki zwierz zachowany i tak dalej.
8431:  OR - Nie chodź, człowieku, tutaj podejdź koniecznie, bo chcemy z tobą właśnie porozmawiać, bo koniecznie chcemy, żeby ta osoba w jakikolwiek sposób podeszła do nas i właśnie na klęczkach, wiesz, że tutaj oj, nie chcę wam czasu zajmować jakby i tak dalej.
8444:  OR - Nie, teraz stoimy tutaj, jakby skończyłaś nasz prelekcja, mamy czas, to chcemy ten czas poświęcić w tym momencie.
8451:  OR - ale jednocześnie z drugiej strony, jeśli mieliśmy sytuację, że na przykład ktoś się obrażał, bo wychodziliśmy i musieliśmy lecieć, a ja mówię, słuchaj, miałem prelekcję teraz, za godzinę, dwie mam kolejną, a ja chciałbym jeszcze coś zjeść i nie upaść po drodze, nie?
8465:  OR - No to jakby w tym momencie nie, to jest mój czas, to jest moje miejsce.
8469:  OR - Więc przy tej relacji z widzami tak, uważam, że powinna być jakby...
8472:  OR - Super mieć fajne relacje, ja mam, ja uwielbiam naszą widownię, uwielbiam rozmawiać, dyskutować i tak dalej, ale wydaje mi się, że jak nie postawisz jakiejś zdrowej bariery w jakimś konkretnym miejscu, to to cię zeżre i cię kompletnie to rozwali w tym momencie, więc tak.
8488:  OR - Natomiast tak kończąc właśnie ten temat, to
8493:  OR - ostatecznie jeśli chodzi o jakąś motywację to oczywiście jakby dla mnie właśnie niektóre wyjazdy jak na Pyrkon miałem to było niezły ładowanie baterii kiedy mogłem tych ludzi osobiście zobaczyć i ta grupka która się mieści w tej sali daje znacznie większego kopalń niż no to jednak jest to osobiste podejście to widzisz tych ludzi którzy przyjechali chcieli z tobą pogadać chcieli chwilę posłuchać i tak dalej to jest dla mnie bardzo motywujące natomiast
8522:  OR - Mógłbym powiedzieć, że staram się, wiesz, nie przejmować komentarzami.
8525:  OR - Mógłbym powiedzieć, że staram się nie przejmować statystykami.
8528:  OR - No to byłoby kłamstwo absolutne.
8530:  OR - To, to, to, to działa i... I też to zaraz o tym pogadamy.
8534:  OR - I dlaczego też trzeba dbać o widownię?
8536:  OR - Bo możesz myśleć, że jak myślisz, że masz grubą skórę i tak dalej.
8541:  OR - Znajdzie się jeden moment, ja miałem coś takiego w zeszłym roku, gdzie miałem gorszy moment, stało się mi coś u mnie w życiu.
8549:  OR - Może zrobiłem głupio, bo się tym podzieliłem?
8552:  OR - To było spoza właśnie kwestii.
8555:  OR - Miałem małą stłuczkę samochodową i wszedł jeden gość, który w tym momencie, to była moja pierwsza, ja nie jestem kierowcą, więc to była moja pierwsza stłuczka i był gość, który na komentarzach wszedł i pomimo tego, że ja wytłumaczyłem sytuację o oblodzonej ulicy i tak dalej, to oczywiście wyszedł i zaczął walić tekstami o tym, że nie możesz tu za prawo jazdy ci zabrać i tak dalej.
8577:  OR - Wiesz, w innym miejscu spłynęłoby jak po kaczce, ale
8580:  OR - Każdy z nas ma swój moment i możemy mówić, że mamy grubą skórę, że nas komentarze nie obchodzą.
8585:  OR - Jest ten moment, kiedy przez tą zbroję ktoś znajdzie dokładnie tę wyrwę w twojej zbroi, gdzie przeleci i cię trafi.
8593:  OR - I kłamałbym, gdybym mówił, że się nie przejmuję i to mnie nie demotywuje.
8597:  KMM - To ja spróbuję was wspomóc trochę, jeżeli pozwolicie, że teraz się trochę zamienię w tutora, bo nie coacha.
8604:  KMM - Mianowicie pomyślcie o tym w ten sposób, że ktoś poświęca czas swój
8610:  KMM - I swoją egzystencję na to, żeby skreślić wam parę słów w internecie.
8613:  KMM - Ja wiem, że jeżeli to jest parę słów plugawych, no to możecie i macie na to wpływ i macie władzę, możecie to zawsze ukryć.
8620:  KMM - Natomiast jeżeli spotkacie się z takim człowiekiem twarzą w twarz, to tego nie możecie zrobić, nie możecie ukryć.
8625:  KMM - takiego człowieka.
8626:  OR - Ale on tego nie powiedział z twarzą w twarz prawdopodobnie.
8628:  KMM - Dokładnie tak.
8629:  KMM - Dlatego właśnie tym bardziej jest to pusta waluta moim zdaniem.
8633:  KMM - Bo za tę pustą walutę, co ja zawsze odpowiadam trollom, to znaczy dziękuję mu za bycie pożyteczną mrówunią pracującą na moje zasięgi.
8640:  KMM - Zawsze to odpowiadam.
8642:  KMM - Zdarza mi się tak z czasem trollerskie komentarze przypinać.
8645:  KMM - I wtedy ludzie sami odwalają za mnie robotę, którą ja mógłbym robić, bo te komentarze zazwyczaj są tak idiotyczne, że one się same demaskują.
8653:  KMM - Ale prawda jest też taka, że wtedy w dialogu społecznym się rozstrzyga jakiś problem i też ludzie widzą, jasno i wyraźnie widzą, z czym ma do czynienia twórca.
8663:  KMM - A ja mogę powiedzieć otwarcie, że od trzech lat istnienia tego kanału nikt nigdy
8669:  KMM - Nazwiska poproszę.
8691:  KMM - Z przyjemnością mógłbym rzucić parę nazwisk, ale na szczęście te materiały są bardzo mocno googlalne.
8697:  KMM - I to jest bardzo prosta sprawa i ja mógłbym teraz wysmażyć ten pozew bardzo łatwo, bo to była moja pułapka, którą ja stworzyłem, to znaczy fakt, że nie ja jestem autorem zdjęcia, do którego mam wykupioną licencję, to nie jest zdjęcie, które sobie sam zrobiłem na kanale.
8710:  KMM - W ten sposób bardzo łatwo sprawdzę, kto dysponuje moim wizerunkiem zgodnie z PMA, kto nie.
8716:  KMM - Dwie lewerence, jak robiły materiał ze mną, napisały do mnie z prośbą o wysłanie mi zdjęcia i napisanie tego, kto jest jego autorem.
8723:  KMM - Przemek Górczyk, podcast, to samo.
8725:  KMM - Mógłbym długo wymieniać przykłady pozytywne.
8728:  KMM - Są oczywiście tacy youtuberzy, którzy podpinają się pod karuzelkę hejtu i stworzą sobie merytoryczny materiał, który nie jest o temacie, na przykład podam konkretny przykład, nie?
8739:  KMM - 11 powodów, dla których religia powinna zostać w szkole.
8741:  KMM - Nie no, lepiej zrobić materiał Krzysztof Maj lewicowym przemysłem czarnkiem.
8746:  KMM - To jest materiał o mnie?
8748:  KMM - On jest merytoryczny?
8750:  KMM - W związku z powyższym mnie to obraża.
8751:  KMM - Mnie nie obraża to, że ktoś mnie nazwie debilem.
8753:  KMM - Nie obraża mnie to, że ktoś mnie, nie wiem, cokolwiek sobie napisze, tak?
