🔴 Thrones of Delay — WARHAMMER 3 (frakcja Dawich i Imperium)
🔗 https://www.youtube.com/watch?v=httWILQnfRQ

73:  Czemu?
9731:  Marta F. jest Janem Nikołajką, dziękuję serdecznie i niuch dla Ciebie!
9736:  Niuch!
9737:  Niuch!
9739:  Maciej Janowski, Tarael, Shana Koyomi, Tomasz Adamski, fanatyków otrzymują wsparcie, dziękuję najserdeczniej!
9747:  Tyle w temacie, moi drodzy.
9749:  Okej.
9753:  Teraz tak Robimy w ten sposób, w dalszym ciągu nie mogę żadnych jednostek rekrutować, ale spróbujemy go zbejtować
9770:  Do ataku.
9772:  W ten sposób nas już nie zaatakuje dalej.
9775:  Dobrze, to wyeliminujemy i dajemy rozwój.
9779:  Tak jest.
9783:  Świetnie, doradczyni.
9784:  No ametystowy arsenał, koszt zakupu dla ładunków ametystowej artylerii.
9790:  Brzmi dobrze, nauki Teklisa też brzmi dobrze, wszystko brzmi dobrze, ale teraz trzeba troszeczkę zainwestować w rozwój rzeczy.
9799:  Bafę dla AI można włączyć w opcję?
9801:  No można, można, ale już na streamach gramy zawsze z wszystkimi nieuczciwymi bafami dla AI.
9811:  Tak się złożyło.
9811:  Marta F. pisze, że przyszła pierwsza wypłata, to się dzielę, bo kiedyś sama dostałem.
9815:  Dziękuję ci najserdeczniej, gratulacje.
9819:  Okej, okej, okej.
9821:  Wiecie co?
9823:  Skoro mamy piechotę strzelecką, to dajmy sobie lepszą siłę pocisków.
9828:  I proszę, mamy poziom drugi, bardzo dobrze.
9830:  Eksperymentalna bomba.
9835:  Lubię tego rodzaju rzeczy.
9838:  Bardzo, a bardzo.
9839:  Polimen artyleryjski, dobrze.
9841:  Co nam będzie dawało to, to nie wiem jeszcze.
9843:  Zobaczymy.
9845:  Twoje wyniki dowodzą tego, że miesza się granulatu dla Krzysztofu z anotem do wykładów i granulatem do youtuberów.
9849:  Tak!
9858:  Dominika pisze, że chodziła na siłkę regularnie z trenerem personalnym.
9861:  Dobrze, ale po pół roku jakoś tak wyszło, że już nie chodzę.
9863:  Niedobrze!
9866:  Pakt od dnia agresji?
9867:  Okej.
9872:  Osobiście nie wiem jak używać tych nowych słów, to wydają się gorsi niż normalni.
9875:  Będziemy testować.
9879:  Czyli został wykończony ten nasz wróg.
9881:  Bardzo dobrze, czyli teraz możemy sobie podchodzić spokojnie pod Fort Sol.
9884:  I require absolute obedience.
9891:  A jego się możemy pozbyć na razie.
9893:  Steingard.
9895:  Wzrost.
9895:  Feildorf?
9896:  Wzrost.
9898:  Dottenbach?
9899:  Wzrost.
9900:  Wzrost.
9902:  Tak.
9903:  Tak.
9903:  I nie mamy w ogóle już pieniędzy.
9912:  Nigdy nie mamy pieniędzy.
9914:  To jest strasznie zasmucające.
9915:  Co z tym jest nienacka Fox Even?
9917:  A właśnie, bo jest nienacka niespodzianka w postaci godzin rektorskich na AGH.
9922:  Normalnie mamy seminary licencjackie o godzinie 19.30.
9926:  19, przepraszam.
9928:  A oprócz tego stwierdziłem, że czemu by nie, zwłaszcza, że jutro jest live specjalny o fantastyce.
9933:  Może trochę pokory.
9934:  Powiadają, że Chełpisz jest zwycięstwami.
9936:  No liczne zwycięstwa miałem dzisiaj.
9939:  Spędzasz więcej czasu na wznoszenie posągów ku chwale minionych bitew niż na zarządzanie królestwem.
9944:  Powiadają, że jesteś głupcem.
9948:  F. Nuln rośnie.
9954:  Bardzo dobrze.
9956:  Szczerze powiedziawszy, nigdy nie widziałem, żeby Nuln rosło tak szybko.
9960:  Czarną kobietę Nulna.
9961:  Obracam Imperium na obu stronach bramki.
9967:  Dobrze, mamy oto Fort Sol.
9970:  Doskonale.
9971:  Frakcja zniszczona.
9972:  To chciałem zobaczyć.
9974:  Świetnie.
9975:  Teraz tak.
9976:  Dostaliśmy również ważną rzecz.
9979:  Ciurę obozową.
9980:  Nie.
9981:  Nie tę.
9982:  Nie tę.
9983:  Wpływy z opłat handlowych.
9985:  Tak właśnie.
9987:  Ciura obozowa.
9990:  Ametystowe słońce.
9991:  Wreszcie mamy jakieś sensowne zaklęcia, czy sensowne, powiedzmy, zaklęcia obszarowe.
9996:  Dobra.
10000:  Okej, tu 600 już kosztuje drugie ulepszenie.
10002:  No popatrzcie, popatrzcie, jakie to smutne.
10006:  Czy nazwiemy bohatera inżyniera Bob Budowniczy?
10009:  Oczywiście.
10010:  Nie!
10027:  Bob budowniczy wszystko rozpierniczy miało być, no.
10032:  Umówmy się, że... Umówmy się, że tak jest.
10037:  To wygląda, jakby ktoś zrobił cenzurę.
10039:  Bob budowniczy wszystko rozpier... Resztę sobie dopowiemy, tak.
10052:  Mmm, Foxygwen, bardzo o proste rzeczy chodzi w tej grze.
10057:  Dominację, palenie osad, zabijanie wrogów i rozpościeranie wspaniałego dominium.
10065:  I udawanie, że Skaveni nie istnieją.
10069:  Płacisz, biorę, oczywista sprawa.
10073:  Trudno wytłumaczyć ludziom, którzy chodzą na siłownię, że obecność ludzi może przeszkadzać w ćwiczeniach.
10077:  No ja dlatego właśnie lubię trening personalny, że wtedy nie muszę się turbować ludźmi.
10084:  Siaiś.
10085:  Wiecie jaki mam plan?
10086:  Żeby zdobyć Dolinę Chrzęści, a następnie ofiarować ją Durfu.
10092:  Nie musi być zły pomysł.
10094:  Z drugiej strony to będzie nas troszeczkę kosztowało.
10096:  Z trzeciej strony nie za bardzo mamy co robić, w związku z powyższym myślę, że sensowne rozwiązanie jest takie, iż
10105:  albo idziemy bić się z zielonoskórymi, ale na to nie mamy dobrej
10111:  Dobrego niczego.
10112:  Ale pozostajemy przez chwilę tutaj.
10115:  Rozwijamy nasze osady.
10116:  Myślę, że właśnie sobie odpowiedziałem na pytanie.
10119:  Co zrobiwszy?
10120:  Idziemy na wampiry.
10121:  Trzeba rozstrzygnąć kryzys wampirzy.
10124:  Ciągła produkcja.
10125:  Wodzy z zaopatrzeniem.
10126:  Zasięg ruchu na mapie kampanii.
10128:  Bierzemy.
10129:  Kane, dzięki za bycie Jan Mikołajem najserdeczniej otrzymuje wsparcie.
10133:  Witam w gronie wspierających.
10136:  Niuch.
10142:  Dobra.
10144:  Mamy, mamy mało, mało bitew rozegranych.
10147:  Trzeba do Schwarzhofen iść.
10151:  Ogry, nie Orkowie.
10152:  Ogry, Ogry, Orkowie, jedna mać.
10156:  Tak, von Karnsteinowie mogło być problemem później, tylko że nie mamy dobrej armii na, na von Karnsteinów.
10161:  The Lies of Pi.
10163:  O!
10164:  Pi ma wspaniały nick, absolutnie.
10167:  Tylko ciężko to wymówić bez żadnej głoski.
10170:  To jest problem w polszczyźnie, że musimy mieć zawsze współgłoskę z samogłoską.
10177:  A pewnie.
10181:  Twoi wojownicy docierają w głąb wrogich terytoriów, ale sytuacja nie jest dobra.
10184:  Sytuacja nigdy nie jest dobra.
10186:  Wszędzie czają się złe omeny.
10187:  Nie rób niczego.
10190:  Zawsze działa.
10192:  Oho, ktoś tutaj jest wyrzynany jednak, moi drodzy.
10195:  Czyli to nie jest tak, że ta osada... Ha, ha, ha.
10203:  Dobra, nie rozumiem, co tu się dzieje.
10210:  Dobra, zrobimy tak.
10212:  Podarujemy Dolinę Chrzęści za kasę Durfu.
10225:  Okej... Wyszło na jedno.
10234:  Wyszło dosłownie na jedno, nawet nie wiem czy nie straciliśmy na tym interesie.
10239:  Ale za to dyplomacja będzie później z durfu dobra.
10242:  Dobrze jest mieć takiego tutaj potężnego sojusznika na granicy.
10246:  Samogłoski są przereklamowane.
10248:  Chciałem psa nazwać Dżkrpft, ale usległem ostracyzmowi środowiska.
10253:  Czy przypadkiem nie odblokowały się ametystowe warsztaty?
10257:  Tego jeszcze nie wiem.
10258:  Nie znam tej mechaniki.
10261:  Tylko, tylko tyle wiem.
10263:  Można przenieść się... Dokonaj rozbiórki Ogródów Morna, okej.
10268:  Erzpef nie jest w tym regionie.
10270:  Możemy pójść do tego regionu zatem.
10273:  To będzie Wiesenburg.
10280:  Nie można.
10282:  Zabrokowane do momentu ulepszenie Imperialnej Szkoły Artyleryjskiej do poziomu... No to widzicie.
10287:  Trzeciego.
10290:  Niestety, niestety, Wiesenburg, no Wiesenburg ma taki garnizon, nie skomentuję tego.
10300:  Feildorf.
10302:  Niech wszystko rośnie.
10307:  Jestem trochę zawiedziony tym, że Witch Hunter nie dostał żadnych zmian w Imperium.
10310:  No, to prawda.
10312:  Jak zbudujesz budynek wojskowy, to osada jest dużo więcej warta, ale nie wiem, jak to działa z leśnymi elfami.
10317:  Prawda?
10318:  O, chcemy, chcemy, chcemy.
10320:  Dużo, dużo umów handlowych, to mi się podoba.
10328:  Papcia Nögla, nie wiem, czy ogramy Yvettel, wiesz?
10332:  Nigdy nie grało mi się dobrze Nöglem.
10335:  Okej, Schwarzkhafen w dalszym ciągu jest jeszcze nieoblegane, więc zastanawiam się, czy zamiast no jednak tych strzelców, którzy nie są zbyt dobrzy, miejmy jeszcze dwa oddziały muszkieterów i wtedy możemy się wyprawić na Wąpierze.
10352:  Nie wierzę.
10354:  Celownik.
10355:  Okej, na razie czynimy z niego kogoś w rodzaju tanka.
10358:  Niefajne jest to, że nie mamy wciąż, co mnie smuci bardzo,
10367:  Magów.
10370:  Może doszku trochę jednostek do garnizonów.
10372:  Nie można szkolić garnizony.
10374:  Gdyby można było doszkalać jednostki w garnizonach, to byłoby super.
10381:  To jest smutne.
10381:  Okej.
10389:  Pytanie, czy możemy tutaj przejść bez kar przez terytorium Avenheim, bo potrzebowalibyśmy.
10398:  Muszę to zapłacić, naprawdę.
10399:  Myślę, że to jest jakieś kompletne szaleństwo.
10404:  Nie zapłacę za to tyle.
10407:  Okej, ale za to tutaj, zobaczcie, możemy mieć... Kirasjerów z wyrzutniami granatów i tych karabinierów z Hochlandu.
10420:  Zasięg 260.
10421:  Dobra, idę w to.
10429:  I możemy mieć też magusów.
10431:  Ooo, moi drodzy, magusi!
10434:  To jest podstawa w wygraniu tej grze.
10437:  Bardzo dobrze.
10439:  Co jeszcze możemy tutaj zrobić, żeby ruszyć się jednak i coś osiągnąć?
10447:  Możemy...
10449:  Możemy, możemy, możemy.
10451:  Nic nie możemy.
10454:  Dobra.
10455:  To zrobię tak.
10458:  Usadowię się w trybie zasadzki, przynajmniej będziemy wtedy zbierać punkciki konieczne do tego, żeby zasadzka była lepsza.
10467:  Balthasar Gell może mnożyć Magu na potęgę.
10469:  Oto tak, tak!
10470:  Balthasar Gell tylko teraz zaczyna w Kitaju.
10472:  No i poza tym graliśmy Gelltem już chyba kilka razy na kanale, więc stwierdziłem, że lepiej jest ogarnąć nową frakcję.
10478:  Czemu dowódczyni tej frakcji mają takie ciągoty do cmentarzy?
10481:  Tego nie wiem!
10483:  Kraina zgromadzeń, czyli Mudland, jest częścią Stirlandu.
10485:  To się ja się pytam, czemu w tej grze nie ma ani ziołków-procarzy, ani jeźdźców-borcuków?
10490:  Dobre pytanie.
10493:  Prawdopodobnie dlatego, że gracze by umarli z zażenowania.
10497:  Geld jest w Wietnamie.
10498:  No i co teraz on biedny zrobi ze stalią?
10505:  Dobra.
10507:  Mamy niezły dochód za to, to mi się podoba.
10509:  Dottenbach.
10510:  Niech rośnie.
10514:  My jesteśmy w tej chwili w jakiej prowincji?
10516:  W Fyldorfie.
10519:  Tutaj co jest?
10520:  Avernheim.
10524:  Myślę, że jest jakiś dramat z nimi.
10527:  No nic.
10529:  Przeniesiemy się w takim razie tutaj z powrotem.
10531:  Czy tylko mi się nie podoba wygląd nilegendarnych magów Imperium.
10538:  A w ogóle jest jakiś legendarny?
10539:  Tak nawiasem mówiąc.
10541:  Magowie śmierci korzystają ze swoich czarów, właśnie z atrybutów śmierci, więc wszelka bateria będzie good.
10546:  Sprawdzaj najpierw, co Turecz nie może skonfederować z Tyllandu albo Averlandu, bo jak zaatakują wampiry, to mogą być chętni.
10551:  Na razie nie są w wojnie z wampirami, ale to jest prawda.
10557:  Na razie możemy mieć dużo... O właśnie, dużo, dużo paktów.
10566:  Z nimi się troszeczkę boję.
10568:  Z nimi nie.
10574:  Tyle pieniędzy, ile jesteśmy w stanie wyciągnąć ze wszystkich, to dobrze.
10578:  Stilland.
10578:  O!
10579:  Otóż Stilland chce Konfederacji.
10591:  Bo okej?
10597:  Okej.
10600:  Dobrze, teraz zaczynamy wyburzanie.
10606:  Utrzymać musimy Wurtbag tylko, taka prawda.
10611:  Mamy jednego łowcę czarowni, co jest dobrą wiadomością, bo on sobie będzie działał u wampirów.
10621:  Nie ma za co, dziękuję Wojciechu!
10624:  Okej, coś tutaj.
10626:  Nic.
10627:  Za jedną turę możemy rekrutować, dobrze.
10637:  Okej.
10641:  Kraina Zgromadzeń to jest takie miejsce, w którym możemy w zasadzie jedynie zbudować budynek legendarny, który udostępnia garnizon w postaci dwójki kuszników.
10655:  Skąd się dowiadywać o konferencjach naukowych i jednokrotnych wyjątkowych wykładach na ten temat, pita Pawełek.
10660:  Nie ma żadnego centralnego systemu informującego o tym, poza serwisem Unikonferencje, który polecam.
10668:  Dodam, że za tak zwanych moich czasów nawet tego nie było, więc tutaj można sobie wyszukiwać konferencję.
10673:  To się nazywa unikonferencje.pl.
10676:  Zaraz wam wrzucę link.
10680:  Powiedział Krzysztof i wrzucił.
10682:  W ogóle Todd Bringer, Boris Todd Bringer ma podobno być, ale to są ploty rozsiewane przez fanów gry, niepotwierdzone przez Creative Assembly.
10698:  Dobra Okej, okej, karabinierzy z Hochlandu Dobra, karabinierzy z Hochlandu Normalni muszkieterzy to jest 145-21, karabinierzy z Hochlandu zaś 260 i 37 No to to jest jakby no brainer I jeden oddział tych strzelców pancernych sobie zrobimy też, okej
10727:  Okej.
10729:  I widzę też kliasierów z wyrzutniami granatów.
10731:  Na pewno sobie weźmiemy dwa oddziały na wampirów, bo to jest dobra rzecz.
10737:  To jest dobra rzecz.
10739:  Okej.
10741:  No to tak.
10741:  Yyyyyy... Ferspors.
10748:  Rycerze Czarnej Róży.
10754:  Trochę mnie to niepokoi.
10757:  Nowa jednostka.
10760:  Pancerz 120 wprawdzie, prędkość fatalna.
10763:  Patrzcie sobie, prędkość 78, czyli taka sama jak Rycerze Imperium.
10767:  Jaka była główna uwaga wszystkich graczy do Rycerzy Imperium?
10770:  Za wolna jazda.
10772:  No i... I proszę.
10775:  Dokładnie taka sama prędkość.
10777:  Czyli jazda jest bezużyteczna, już tyle wiemy.
10783:  Czy Krzysztof wyłączył reklamę?
10785:  Tak mi się wydaje.
10786:  Najpewniej w Urdban lub jego okolice znajduje się kult cincha.
10791:  Ważnie?
10794:  No faktycznie jest jakieś spaczenie tutaj.
10797:  A nie, to dlatego, że odmienię tutaj lata, moi drodzy.
10807:  26%, wiedziałem, że się uda.
10813:  Okej, okej.
10816:  Czy powiem coś po krzyżtofowemu?
10820:  Nie wiem, yyy... Nie wiem, co mogło być po krzyżtofowemu.
10824:  SKANDAL!
10825:  O, to jest po krzyżtofowemu.
10830:  Skaweńska jest ta frakcja, podoba mi się.
10831:  To nosi według mnie dosłownie ta... Ten warsztat artyleryjski to jest warsztat Ikita, 1 do 1.
10842:  Dobrze.
10845:  I teraz tak.
10847:  Karabinierzy z Hochlandu.
10849:  Absolutnie.
10850:  Hochland to jest pyszne.
10852:  Będziemy mieli pełną armię nowych jednostek.
10857:  To mi się podoba.
10858:  Nie podoba mi się jednak jedna rzecz.
10860:  To znaczy, dlaczego ja mam tak mało slotów do rekrutacji?
10864:  Czy to jest... Czekajcie, może to jest kwestia tego, że ja nie jestem w mieście?
10869:  Nie.
10870:  Ale dziwne.
10873:  Jesteśmy wdzięczni w imperium naszej innowacji.
10903:  Szaty spią stawami z Krzysztofa lepiej niż Krzysztof.
10906:  Nikogo nie powinno to zdziwić.
10909:  W sumie możemy tutaj wybudować te ogrody morra.
10911:  Czemu by nie?
10914:  Budujmy je wszędzie.
10916:  Będziemy mieli wtedy lepszą... Lepsze wszystko.
10919:  O!
10921:  Limit rezerwy wiatrów magii frakcyjnie.
10924:  I plus dwa dla czarodziejów bitewnych.
10926:  A wiecie kogo teraz rekrutujemy?
10929:  Czarodzieja bitewnego.
10931:  Jest jedna prosta zasada.
10934:  Oczywiście, mag ognia.
10935:  Może być szybki w sumie.
10937:  Teraz nie ma znaczenia, co to są magowie, bo... O, spryt.
10941:  Szansa na powodzenie na zasadzki.
10942:  Dyscyplina plus dwa, to jest dobre dla Imperium.
10945:  Zwłaszcza jeżeli mamy dumstak czołgów, ale dumstak czołgów będzie lepszy z tym czarodziejem z dyscypliną.
10951:  Dobra, to na razie szybkość myślę, że będzie dobra.
10955:  I prawdopodobnie to tyle.
10957:  Tak.
10959:  W ogrodach Morrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
10978:  Co dają te ogrody?
10979:  Różnego rodzaju boosty.
10980:  Jednostki, których jeszcze nie znamy.
10982:  Mogą też zboostować wiatry magii i pozwolić na rekrutację jednego maga.
10985:  I zdaje się, że dodają jakiś garnizon i możliwości rekrutacyjne nowe.
10989:  Gra jest odpalona w 2K tak jak stream?
10991:  Tak.
10993:  A to dobrze czy źle, Eternitas?
10996:  Jakoś wam spada?
10997:  Mam nadzieję, że nie.
11000:  Zaraz sprawdzę sobie, ile mam radosnego uploadu.
11006:  Dobrze, bardzo dobrze, bardzo, bardzo dobrze.
11013:  Precz z nimi.
11018:  Dobra, ktoś jeszcze?
11020:  Łowca czarownic.
11023:  Nie bardzo.
11024:  Wszystko ok jest, mówicie?
11026:  855 uploadu mam.
11030:  Czemu on tutaj cały czas sterczy?
11034:  Nie rozumiem tego, ale co tam?
11038:  Mmm, kraina zgromadzeń.
11039:  Kusi mnie, żeby przekazać komuś krainę zgromadzeń, na przykład Averheimowi?
11044:  Wiecie, mam pomysł, mam pomysł, mam pomysł.
11048:  Masz krainę zgromadzeń, a ja w zamian za to chcę dostęp wojskowy i pieniądze.
11053:  No dobrze.
11056:  Bo prawda jest taka, że on sprawi, że kraina zgromadzeń będzie rosła szybciej niż u mnie.
11063:  Edenik teraz pisze, że po prostu testuje nowy monitor.
11065:  Okej.
11068:  Rycerze czarne i róże mają landmark, który daje boosta, że jednostki nie giną powyżej 50% HPE.
11077:  Ja to wiedziałem!
11078:  Ja to wiedziałem!
11095:  Czyli potrzebujemy namiestnika Fortu Sol, moi drodzy, i to tak w trybie now.
11101:  Tu jest jakiś Helmut Witsonheimer, potrzebuję dla niego sensownego imienia.
11106:  To dla was zadanie.
11107:  Kupiłem dzisiaj swojego pierwszego Total War'a, pisze Rafał Pietruś, i mianowicie Total War 2.
11111:  Czy ktoś miał może problemy ze zmianą języka na polski?
11113:  Zmieniam język na Steamie i klikam i dalej nic.
11115:  Nie miałem czegoś takiego, ale Warhammer Total War 2?
11118:  A to jest kapłan bitewny.
11120:  Kapłana bitewnego byśmy mogli mieć w sumie.
11123:  Jak on ma cechę?
11124:  Wielmorza.
11125:  O Boże, żenujące.
11127:  Dobra, to ja go ekspediuję tutaj na południe.
11130:  Fort Sol akurat może rosnąć.
11133:  I tutaj damy kapłan arcykapłana, na pewno.
11141:  I teraz tak.
11149:  Helmut Oppenheimer.
11151:  Wielki jamniczy.
11155:  Wiecie, co my zrobimy?
11157:  Wiem, co my zrobimy.
11158:  My przekażemy mu... Przekażemy mu wszystkie żenujące jednostki, które my mamy.
11167:  O. To będzie dobry początek.
11172:  Potem wrócimy do Wiesenburgu i tam... Albo nawet nie.
11176:  Bo szkoda czasu.
11178:  Mistrz Inżynier będzie tutaj rekrutował dalej.
11183:  Aaaa!
11185:  Inteligentny Krzysztof!
11187:  Pat, pat!
11189:  Nie stracimy w ten sposób tury.
11192:  Ty chcesz od Czarnej Róży do kawalerii, a do walki w zwarciu szarżujesz raz i starasz się związać wroga jak najdłużej.
11199:  Dobra, spróbujemy, ale to dopiero wtedy, kiedy będzie ten budynek specjalny.
11206:  Na trzecim poziomie miasta można budować budynek, który zwiększa rekrutację w mieście i globalnie.
