🔴 Yuan-bo zwiedza terrarium z Mazdamundim — WARHAMMER 3 Yuan-bo #2
🔗 https://www.youtube.com/watch?v=Xd5wxHcz938

193:  Witam wszystkich najserdeczniej!
9080:  Znaczy Barbara Nowacka jest ministrem edukacji, a ten ktoś jest ministrem nauki.
9084:  Nie wiem kim jest, ponieważ nie jest ze środowiska akademickiego, gdyż albowiem najwyraźniej PO uznało, że środowisku akademickiemu należy się Policzek, co nie jest pierwszym takim przypadkiem, ponieważ przypominam, że to za PO dostaliśmy pierwszy raz punkciki i całą resztę od nijakiej Barbary Kudryckiej.
9100:  Bezinteresowny dowódca.
9102:  Skarbiec.
9105:  Oczywiście, że wybiorę skarbiec.
9111:  Dobra, wracaj do Do armii, którejś, nie wiem której Blokada armii, mniej więcej szansy na to, dobrze Dostajemy teraz, moi drodzy, taką armię, że będziemy w stanie prawdopodobnie Wyeliminować Za jednym zamachem kogoś, to będzie wtedy piękne i cudowne, i sprawiedliwe Godne i sprawiedliwe, dlaczego nie zwerbujesz nowej karawany?
9137:  Bo jej utrzymanie chyba kosztuje.
9140:  A może nie?
9141:  O, dobra karawana!
9146:  Dobra karawana.
9150:  Wyślemy ją w względnie bezpieczne miejsce.
9154:  Nie mogę tego zrobić wszelako.
9156:  Aha, nie można mieć dwóch karawan na raz.
9158:  Najprawdopodobniej na razie.
9163:  Chyba tak.
9167:  Tak, nie można na razie.
9170:  To dlatego tego nie zrobiłem.
9173:  Dopiero później można wysyłać karawany naraz.
9180:  Dobrze.
9181:  Uszkodzenie budynku, sukces.
9182:  Powinny nas kochać już Miao Ying, ale my nie mamy pieniędzy, żeby jej wysyłać już.
9187:  Znów grę.
9190:  Minus 20.
9191:  Tak, cały czas jest z tym problemem, ale za to możemy dołączyć do wojny.
9199:  Aha.
9200:  O mój Boże!
9209:  Ona walczyła z siostrami Zmierzchu.
9215:  O Boże, zapomniałem o tej durnej mekanice.
9220:  Dariusz Wieczorek jest tym kimś, tak.
9222:  Czy jest jedyny sposób na pełen kontrolację tej rozwiązanie?
9225:  Najwyraźniej.
9230:  Co oni mają z tymi siostrami z Mieszku?
9232:  Czemu oni z nimi walczą?
9233:  To jest ona dosłownie w drugiej stronie globu.
9240:  Fimio, w UEFA wspomniałeś o tym, że chodzisz na siłownię.
9242:  Ile razy w tygodniu chodzisz?
9244:  Chodzę raz w tygodniu na EMS, czyli elektrostymulację mięśni, ale nie mogłem chodzić od pół roku z uwagi na moje liczne choroby, które mi się wdały, a EMS wymaga dobrej kondycji od całego organizmu, więc jestem w stanie permanentnego niedoćwiczenia i bardzo się z tym źle czuję.
9261:  Mam nadzieję, że to się wkrótce zmieni.
9263:  Dobrze.
9264:  Wkraczamy na terytorium Grimgora dalej.
9269:  Dobra, musimy wesprzeć Wielki Bastion.
9271:  Czy jest coś, co da nam bonusy?
9274:  Nie, nic nam nie daje bonusów dyplomatycznych.
9277:  Przecież po co?
9281:  No dobrze, musimy dać to.
9282:  Nie ma wyjścia.
9284:  Wielki Bastion trzeba wzmacniać.
9286:  Bo inaczej tam są rzeczy, moi drodzy.
9289:  Miau Ying jest znacznie silniejsza.
9290:  Nieprawda, Per.
9291:  Miałem takie sytuacje, że byłem pierwszą siłą na świecie i nie byłem w stanie jej skolonizować.
9296:  To jest skonfederowanie.
9297:  To jest spieprzona mechanika.
9299:  Strasznie.
9300:  Mieli to naprawić, tego nie zrobili.
9302:  Mam bardzo dużo im do zarzucenia za to.
9305:  Creative Assembly.
9306:  Ale Creative Assembly najwyraźniej sobie też ma dużo do zarzucenia.
9311:  To są dwie armie.
9313:  Więc my zrobimy to, co poprzednim razem.
9318:  Ruszamy dwiema armiami na nich.
9320:  Dobra.
9326:  No przecież to jest niesamowite, no.
9332:  Jak ja teraz na to się zgodzę, to mi spadnie niezawodność.
9336:  Nie mam wyjścia, muszę.
9339:  Bardzo niska niezawodność, świetnie.
9342:  Daję za dużo pieniędzy.
9345:  Zaraz będę musiał jej te pieniądze odesłać.
9350:  Mieliśmy minus 2 już do Konfederacji Bell, więc to jest do zrobienia, absolutnie.
9356:  To jest kwestia tylko, że musi zginąć Ig Lord i w danym momencie musi mieć silną armię.
9361:  Tylko tyle.
9361:  Można nawet mieć jedną prowincję i to się udać.
9365:  Hatfu zyskuje cechę Błogosławieństwo Indu.
9368:  Wartość sprzedażowa towarów.
9369:  Tak!
9371:  Albo wszystkie ataki stają się magiczne, ale kuszące.
9375:  Ataki stają się atakami wywołującymi odmrożenie.
9376:  Nie no, to jest lepsze.
9382:  Hmm, silna karawana.
9384:  Bardzo dobrze.
9385:  Okej.
9385:  Iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
9401:  Jeszcze Magus do nich dołączy.
9403:  Oczywiście, że brakuje mu jednego pikselika.
9407:  Jak tam sytuacja tutaj?
9408:  Zobaczymy.
9410:  Obrzęd Yang.
9411:  Nie chcemy.
9412:  Prędkość dla jednostek.
9414:  To się przyda.
9415:  Trudno.
9422:  Jak miałeś elektrostymulację trochę jak rehabilitacja?
9424:  Znaczy nie, to są normalne ćwiczenia.
9426:  To są normalne ćwiczenia, tylko że...
9432:  To jest niewiarygodne.
9433:  Nie, nie.
9434:  Teraz walczymy.
9437:  Teraz walczymy.
9440:  To jest ta bitwa.
9442:  To jest ten moment, moi drodzy.
9443:  To jest ten moment, kiedy się uda.
9445:  To jest ta bitwa, która będzie bitwą, która rozstrzygnie wszystkie bitwy.
9452:  I to jest ta bitwa, którą przegramy, ponieważ tutaj są nasze posiłki.
9456:  Nie, przesuniemy sobie posiłki tutaj, w to miejsce.
9459:  To jest dobre miejsce taktycznie.
9461:  Fajnie byłoby, gdyby można było sobie zrobić wcześniej zwiad mapy.
9465:  Boże, to jest znowu ta sama mapa, co zawsze.
9468:  Czemu to jest zawsze ta sama mapa?
9471:  Skup magię. ...
9482:  Za jakie grzechy, ja się pytam, za jakie grzechy cały czas przeklina mnie gra tą cholerną mapą?
9490:  Co ja takiego zrobiłem?
9492:  Jestem przekonany, że jestem niewinny.
9494:  Widział każdy winny człowiek.
9496:  Pawle, dziękuję za wsparcie 27 miesięcy.
9498:  Dawno nie było, zostałem magiem ognia.
9500:  Nie inaczej.
9501:  Dziękuję ci najserdeczniej.
9503:  Niuch!
9506:  Celebracja momentu zostania magiem ognia to jest ważna rzecz.
9516:  Nie!
9518:  Ona może leczyć.
9519:  Czy ona może leczyć siebie, czy innych?
9521:  Ona może leczyć innych.
9523:  Czyli lepsza niż Yuan Bo, moi drodzy.
9528:  Skup magię do przycisku, którego nie kliknąłem prawdopodobnie ani razu na przestrzeni kilkuset godzin.
9531:  Chyba dobrze.
9536:  Możesz przed rozpoczęciem bitwy zobaczyć jaka jest mapa.
9538:  To jest prawda.
9539:  Przed rozpoczęciem bitwy można, ale już na samym ekranie nie.
9541:  Ładowania.
9543:  Ile sekund?
9544:  A, trzy... Ile sekund Krzysztofa?
9546:  Sekund.
9547:  Trzy minuty.
9549:  Dobra, są koatle, oczywiście, że są koatle, ale chyba tylko jeden.
9555:  Dobra, to nie jest już potężna armia, no to nie ma takiej możliwości, żebyśmy to przegrali.
9558:  Boże, to są słynne ostatnie słowa, czemu ja tak mówię?
9560:  Czemu ja sobie to robię?
9562:  Czemu ja sobie to robię?
9566:  Dobrze, mamy też wojowników przodków, świetnie, przyspieszymy.
9570:  Oni sobie tam będą się kotłować tak radośnie.
9573:  Bić reptilian, bić jaszczuro ludzi.
9576:  Czy ty się chcesz jednoręki, będę to narazić?
9580:  Jak ona się nazywa?
9581:  Boże, zapomniałem tej słynnej, wspaniałej piosenkarki.
9584:  Edyta Górniak, jak najbardziej.
9590:  Rozbawiło mnie też strasznie, bo dzisiaj jak robiłem zakupy świąteczne w Empiku, o proszę, koatle już idą do nas, świetnie, to zobaczyłem, że Britney Spears postanowiła ponownie zarobić na pseudonim, który jej nadałem, mając te lat 12-14, jak Britney Spears w ogóle była jeszcze cool, mianowicie Britney Striptease.
9609:  Pojawiła się znowu kolejna jej biografia, gdzie Britney Spears stwierdziła, że najlepszy sposób na to, żeby dużo ludzi kupiło jej kolejną biografię, którą oczywiście sama napisała, to szczucie cycem.
9620:  Znakomity pomysł, zawsze.
9625:  Dobra, musimy troszeczkę ich opóźnić.
9635:  Wal mi w koatle.
9646:  Tak, tak, koatle idą za nią.
9647:  Świetnie, świetnie, znakomicie.
9651:  To też jest względnie dobre zaklęcie.
9656:  Ale go nie użyjemy.
9658:  Ponieważ powody.
9666:  Dobrze, widzę, że te nasze działa po prostu... Nie one strzelają w kogokolwiek.
9672:  O, pięknie.
9673:  Radzą sobie dobrze jak na jednostki przyzwane.
9677:  Zabili dwunastu już.
9678:  Nieźle, nieźle.
9679:  Podoba mi się.
9684:  Dobra.
9689:  Świetnie, kusznicy.
9692:  Kusznicy tutaj, a może tu.
9699:  W co znowu?
9701:  Cały czas strzelają w jedną jednostkę, to jest niesamowite wręcz.
9705:  Lewki.
9707:  Które już zdążyłem znielubić.
9711:  Dobra.
9713:  Lecisz, panie, lecisz.
9717:  Strzelaj w kołatla.
9719:  To jest okazja.
9725:  Nawet nie widzę, co się dzieje.
9733:  Ten pól, on mówi ten pól.
9735:  Już ustaliliśmy, że to... Co, co oni... Co oni wyprawiają?
9740:  Czy wyście postradali zmysły?
9749:  Jezus Maria.
9750:  Nie wiem, my to znowu przegramy, to jest niesamowite po prostu.
9762:  To jest mistycznie nieprawdopodobne.
9768:  Dobra, walimy zaklęciami.
9772:  Nawet nie wiem gdzie walnąć, szczerze powiedziawszy.
9774:  Byle gdzie.
9781:  Dobra, opuścić działa.
9788:  Rany boskie, jak ja nie znoszę tej mapy.
9791:  Tak, artyleria trafia w drzewa, a miało to zostać spatchowane.
9794:  Ja już nic nie mówię.
9795:  Wszyscy uciekają.
9797:  Wszyscy.
9801:  Znaczy, nie, no nie da się, po prostu się nie da.
9807:  Autentycznie się nie da.
9809:  Ja nawet nie wiem, co tu się dzieje na tym etapie.
9814:  Cholerstwo tutaj... Ja nie wiem, co się dzieje.
9820:  Przecież to jest jakaś paranoja kompletna.
9828:  To są dwie armie na miły Bóg!
9830:  Dwie armie!
9832:  Ile mam armii wysłać na tych cholernych jaszczuroludzi?
9834:  Sześć!
9840:  Nie mogę dać sygnału do ucieczki.
9842:  Nie wiem, dlaczego to jest zablokowane nieustannie.
9850:  Zrobimy inaczej, moi drodzy.
9852:  Zrobimy inaczej.
9855:  Jest jeden sposób na takie sytuacje.
9857:  Ja nie zamierzam tej bitwy przegrać.
9860:  Nie zamierzam tej bitwy przegrać.
9861:  Nie ma takiej możliwości.
9863:  Jeden, jedyny sposób w takiej sytuacji to jest safe scam.
9866:  Tak.
9867:  Jeżeli gracie na poziomie legendarnym, musicie wyłączyć grę i zloadować ją ponownie.
9876:  nie, ja po prostu to rozstrzygnę automatycznie, ponieważ ta mapa jest nie do zrobienia absolutnie.
9882:  Nie, nie jestem w stanie na tej mapie walczyć, poddaję się.
9886:  Nie umiem walczyć na tej mapie.
9887:  To jest mapa, gdzie cokolwiek zrobię, gdziekolwiek się ustawię, w którymkolwiek miejscu, to dzieją się rzeczy.
9898:  To jest nieprawdopodobne wręcz.
9903:  Jeszcze się wam nie odpala, nie wiem dlaczego, Warhammer, ponieważ nawet u mnie to ładowanie jest długie.
9912:  Wiesz może, jak bardzo trudno się dostanie do twojego obieraka z bazy obierania na drugim stopniu?
9915:  Więcej niż pięć osób na jedno miejsce to zajebiście trudno.
9918:  Poważnie, Fisiek?
9919:  Nie wiedziałem, że jest więcej osób niż... Pięć osób na jedno miejsce?
9924:  Dużo.
9926:  Dlatego gram na bardzo trudnym, tak samo w kurwie jak legendarny, można wczytać, żeby się wkurzyć jeszcze raz.
9930:  Tak.
9931:  Zdecydowanie wygodniejsze to jest.
9936:  Ale nie, nie będziemy, moi drodzy, robić tak, że się poddamy całkowicie.
9941:  Po prostu trzeba się ustawić w innym miejscu.
9944:  Nie wiem, w którym.
9947:  Nie mam pojęcia.
9951:  Bo tam, jak jesteśmy na samym dole, bo zobaczcie, cały czas w tym samym miejscu nas sadowią.
9957:  Tu jest las.
9958:  Widzieliście, co się dzieje z artylerią w lesie.
9961:  Tutaj...
9965:  A może to jest opcja, słuchajcie, żeby zbejtować ich tą armią, a następnie zacząć im strzelać na tyłach tą.
9971:  Może to jest dobra opcja.
9976:  I wtedy byśmy zostawili tutaj.
9979:  Ustawimy się w tym miejscu.
9982:  Skoro i tak ta armia przegrywa, bo ona jest świeżo wyrekrutowana, nie?
9987:  To co ja mam się męczyć?
9990:  I weźmiemy ich wtedy w klin.
9995:  No mam wrażenie, że to może być lepsze rozwiązanie, powiem wam.
10006:  A to nie wiem, Fisiek, ile osób chce się dostawać.
10008:  Ja nigdy nie wiem takich rzeczy, wiesz?
10010:  Nie mam takich danych.
10013:  Dobra, i od razu napierdzielamy w te cholernych jeźdźców na Terradona, Koatle, czy wszystko jedno w co.
10019:  Koatla chyba najbardziej, tak.
10025:  I bardzo mocno rozbijemy wszystkie siły.
10033:  O tak.
10033:  Jak z bliska wyglądają te jednostki?
10035:  Mądra uwaga.
10036:  Ale bardzo ładnie.
10037:  Oni wyglądają przepięknie.
10040:  Tylko, że niestety Katai równie przepięknie ginie.
10044:  Gdybyż oni byli tylko tak potężni, jak wyglądają, to byłoby cudownie.
10050:  I teraz nie wiem, czy nie zrobimy inaczej.
10056:  W ten sposób może.
10059:  O!
10059:  Albo tu.
10061:  O!
10065:  3 minuty 43.
10066:  Dobra.
10067:  Musimy tyle przetrwać.
10069:  Damy radę.
10072:  Damy radę.
10076:  Jeszcze może walniemy im zaklęciem tutaj jednym.
10084:  No coś obrywają powiem wam.
10095:  No, coś tam, coś tam jest.
10097:  Coś tam się dzieje.
10098:  Dobrze, jak oni tutaj wyjdą, to akurat zaczną strzelać w nich, jak oni się znajdą na wzgórzu.
10103:  Moi drodzy, to się może udać.
10105:  To się może udać.
10112:  To się może udać.
10116:  Dobrze byłoby jeszcze ich zbejtować w tym kierunku I do tego się przyda Albo spowolnić ich jeszcze lepiej Do tego się przyda przyzwaniec Dobrze, strzelajcie bardzo dobrze, bardzo dobrze Słynne ostatnie słowa, ja wam dam SUGAR GUN Tak jest, działo cukrowe
10145:  Tego potrzebujemy.
10146:  Potrzebujemy więcej dział cukrowych.
10150:  Teraz tak, gdzie oni są?
10151:  Gdzie oni mają zasięg?
10152:  Mają tutaj na nich.
10153:  Dobrze, strzelajcie.
10155:  W koatle.
10161:  Oj, oj, oj.
10162:  Nie podoba mi się to, co tam widzę.
10164:  Dwie minuty, dobrze.
10171:  Byłem przygotowany na to.
10179:  Aaa, część, część zginęła.
10181:  Dobrze.
10183:  Im więcej tych cholernych lataczy zginie, tym lepiej.
10193:  Więc ta armia sobie może ginąć.
10196:  Nie mam z tym żadnego problemu.
10198:  Blyby nie zginęła nasza główna.
10203:  Działa już sobie nie podziałają.
10209:  Strzelać w lataczy.
10210:  Wszystkich lataczy.
10212:  Jezus Maria.
10213:  To jest nieprawdopodobne.
10214:  Oni będą mieli tutaj bardzo... Minuta dwanaście.
10217:  Musimy wytrzymać.
10221:  Dobrze.
10222:  Spróbujemy jak najdalej ich odciągnąć teraz.
10226:  Jezus.
10227:  Oni już się poddają.
10231:  Dobra.
10231:  Teraz ważna rzecz.
10235:  Ważna rzecz, żebyśmy się utrzymali tę minutę.
10240:  Jak oni mogą iść w rozsypkę tak szybko?
10244:  Co uważam o rozwiązaniu problemu strajku wyjawicie przez ministra edukacji.
10247:  No to idealnie mu się złożyło, nie uważacie?
10252:  Zareagował modelowo, tak należało to zrobić.
10254:  Oczywiście, że nas flankują rogate cudowne.
10257:  Gdybyśmy my mieli tę jednostkę, to byśmy nic nie byli w stanie z nią zrobić.
10260:  Ale oczywiście to jest AI, które ma następujące boosty do dyscypliny.
10265:  Wartość podstawa 85.
10266:  Modyfikaty odnotności plus 8 mają.
10269:  Pięknie, pięknie.
10271:  Dobra, 17 sekund.
10272:  Powinniśmy dać radę.
10277:  Walnij mi tym zaklęciem.
10288:  Dobra, dobra.
10289:  Świetnie.
10291:  Znaczy, świetnie.
10293:  Lepiej niż ostatnio.
10296:  I teraz tak.
10297:  Podstawowa kwestia.
10299:  Musimy utrzymać linię i mieć ich w linii wszystkich.
10309:  Niech artyleria się od razu zatrzyma.
10313:  I tę artylerię chcę mieć tutaj.
10317:  Albo tu nawet damy ją.
10318:  O. Świetnie, świetnie, świetnie, świetnie.
10322:  Dobrze.
10324:  Iwanbo.
10327:  Natychmiast bądź gotów.
10330:  Łucznicy do ciężkiej cholery.
10332:  Nawet nie zdążyłem ich zdyscyplinować jeszcze.
10342:  Tutaj atakujecie.
10345:  Wielkie działo.
10348:  Dobra.
10361:  Co to jest?
10362:  Antracytowy lew.
10365:  Co to zaczęło ginąć?
10367:  Artylerzyści żurawia.
10368:  No oczywiście tak, na szpice idź, na szpice, bo się nadajesz do tego, kretynie.
10375:  Tak, tak, kusznicy, następni mądrzy kusznicy stwierdzili, że się tutaj usadowią.
10379:  Genialne, genialne.
10384:  Połowa rzeczy, która się tutaj dzieje, dzieje się dlatego, że AI nie ma mózgu.
10399:  To się w dalszym ciągu może nie udać.
10407:  To jest niepoważne to, co tu się dzieje.
10410:  Znowu przeniknęli nam przez... linię.
10416:  Wy się dziwicie, że ja w tej grze nieustannie robię corner camping.
10420:  To jest dlatego, że się nie da inaczej tutaj grać.
10430:  Dobrze, Coat się wycofuje, przynajmniej tyle.
10442:  Dobra, oberwali.
10445:  Tenpu!
10448:  Jezu, ile tego!
10454:  Nie!
10457:  To jest nieprawdopodobne.
10459:  I zauważcie, oni wszyscy giną.
10460:  To jest najbardziej elitarna gwardia.
10462:  Nie ma bardziej elitarnej.
10464:  I oni wszyscy giną.
10466:  Ja nie wiem, co mam wysłać przeciwko temu wrogu, no autentycznie nie wiem.
10479:  Dobra, możemy... No, działa... Strzeliły może raz.
10489:  Może najwyżej.
10492:  Tak maksimum raz.
10498:  Znowu ten pieprzony koatl.
10502:  Boże, najgorsze, najbardziej frustrujące jest to, że ta jednostka, jak walczymy nią my, jest bezużyteczna.
10512:  Bezużyteczna to mało powiedziane.
10518:  To jest strasznie frustrujące.
10525:  Nieprzyjaciel nie miał ani przez moment przewagi, to jest najzabawniejsze.
10529:  Po prostu obawiam się, że Yuanembo nie da się grać w tym miejscu, sensownie.
10537:  On musiałby mieć zupełnie inną startową pozycję.
10549:  Nie miałem magii też sensownej tutaj za bardzo przeciwko jaszczuroludziom.
10553:  Ta magia, którą my mamy, nie działa za bardzo, jak pewnie zauważyliście już.
10558:  Więc niby ta piechota się utrzymuje, ale przez to, że nie mamy żadnego wsparcia w tym momencie z artylerii, to jest to przegrana.
10567:  Obawiam się.
10571:  Znaczy, w tym momencie tylko Yuan Bo walczy już.
10576:  A i tak nie będzie walczył do ostatniego.
10580:  Bo, no, ja nawet nie zdążyłem nic zrobić.
10589:  I za każdym razem ucieka nasza armia.
10593:  Tak, trzeba było brać prywatne zwycięstwo, to jest prawda, no ale wiecie, no trochę nie ma sensu, żebym robił na live'ie wyłącznie bitwy rozstrzygane automatycznie.
