🔴 Bear with me, niedźwiedź ze mną — WARHAMMER 3 Kostaltyn #2
🔗 https://www.youtube.com/watch?v=yjpBzYQVOcw

34:  Szybko ruchnij.
10226:  Nie miał czasu na gry do gier, bo obecnie to jest strata czasu.
10228:  To jest strasznie częsty argument, wiesz?
10231:  Możesz podrzucić jakiś tytuł, który absolutnie nie jest stratą czasu i udowodnić tym samym, że jest to praktyczne i przydatne, ale właśnie trzeba się zastanowić, jaki to mógłby być tytuł wtedy i to za każdym razem bym starał się zadecydować w taki sposób, żeby rzeczywiście wybrać coś, co tą konkretną osobę zaskoczy czy zadziwi.
10256:  Oni naprawdę, a nie naprawdę autentycznie walczą z własnymi jednostkami, to jest niesamowite.
10269:  Więc ja zwykle robiłem to w ten sposób, że brałem jakąś turbo nietypową grę, nie?
10275:  I w ten sposób.
10277:  A, mam na myśli partnerkę, która zatrzymała się na dzieciaka na Simsach.
10283:  Poważniejszy problem.
10286:  Ale poważniejszy problem.
10288:  Znajdź może jakąś grę, gdzie będziecie mogli zagrać wspólnie.
10291:  W ten sposób, wiesz, to automatycznie nie będzie już strata czasu, tylko to będzie się nazywało, że jest romantyczne i że myślisz.
10297:  Ho!
10300:  Lifehack, moi drodzy.
10308:  Hogwarts Legacy, w swoją drogą, jeżeli lubi Pottera, nie jest złym pomysłem.
10313:  Wiesz co, ja na pewno bym nie celował w gry, które są takie turbo gamerskie, że tak to ujmę, to znaczy wymagają jakichś absurdalnych umiejętności i tak dalej.
10322:  Daniel Ratajczak jest TurbojamNikołajem.
10329:  Marjan otrzymuje wsparcie.
10331:  Czekajcie, tymczasem będę pokazywał, co się dzieje na ekranie równocześnie, bo tego jest bardzo dużo.
10336:  I Anela, i Mintaj otrzymują wsparcie, i Harry Osborn, i Marcin Koralewski, i Haliodor, i Sandra, i Miraski, i Dawid, i Koalowski, i Jakub Ankus, i Rim, i Basia Kozak otrzymują wsparcie, i Michał D. Dziękuję najserdeczniej.
10352:  Niuch!
10354:  I Mrówa, i Arachne, i Sylwiaczek!
10359:  Wielokrotny niuch!
10364:  Najserdeczniej dziękuję Ci jeszcze raz, Danielu.
10368:  Tego jest bardzo dużo, ja Cię aż sprawdzę.
10376:  Jeżeli dobrze liczę, ale pamiętajcie, że zawsze podprawkę trzeba.
10379:  Od 90 do 100 wsparć zostało rozdanych.
10383:  Bardzo ci dziękuję.
10385:  W imieniu wszystkich obdarowanych.
10390:  Mamy jeszcze jedno leczenie tutaj.
10393:  I teraz już został nam tylko język demona do wyeliminowania.
10397:  To chyba on dawał tak duży... tak dużo szans... O, sytom, co tu się stało w międzyczasie?
10404:  Dlaczego oni tak oberwali?
10407:  Skąd pochodzi tekst o młuceniu młodopolskiej słomy?
10411:  Artur Sandauer.
10415:  Artur Sandauer, książka się nazywa dla każdego coś przykrego, autentycznie, ja nie wymyśliłem tego.
10423:  Czy 80 pozycji bibliograficznych?
10425:  Myślam, że mówisz o innych pozycjach.
10427:  W artykule naukowym liczącym 12 stron jest okej, artykuł typowo przeglądowy, trochę się pojawia reakcja recenzenta, ale co masz na myśli, że za dużo czy za mało?
10435:  Ja patrzę na pozycje biograficzne w taki sposób, że to jest po prostu lista rzeczy zacytowanych w tekście, nie?
10442:  Więc to nie ma znaczenia, czy to jest za dużo, czy to jest za mało.
10445:  Tutaj raczej chodzi o coś zupełnie innego, to znaczy o to, czy zostały przywołane w bibliografii wszystkie teksty zacytowane w tekście naukowym danym, nie?
10455:  Hubert Sokłotwarowski z Janem Nikołajem i Zuni zostaje obdarowany lub obdarowana lub obdarowaną, dziękuję serdecznie!
10461:  Niuch!
10462:  Niuch!
10467:  Dzisiaj mamy, moi drodzy, Dzień Jan Nikołajów.
10474:  Strjelcji też troszeczkę oberwali, ale nie jakoś przerażająco.
10477:  Oni się pięknie drą.
10480:  Land is power!
10481:  Strjelcji!
10484:  Aaa, bo widzicie, te działa mają status niezłomność i niestety ich załoga też ma status niezłomność, co jest bardzo głupie.
10492:  Nie ma najmniejszego sensu.
10494:  Nawet jedna jednostka zostanie i ona będzie na nas szarżować.
10497:  Dobra.
10500:  Pozbądźmy się ich.
10504:  To jest Warhammer.
10505:  To jest Warhammer at its finest.
10508:  Atakujemy jeźdźcem na niedźwiedziu jedną jednostkę i ona nie chce zginąć.
10515:  Niewiarygodne
10524:  No tymczasem na czacie strumień jam nikołajów.
10527:  Mało teraz powstaje takich gier, że można na innym kompie spoko spędzić czas razem koło siebie, bo to stawia się na online co-opa.
10533:  No niestety, jak masz coś konkretnego do polecenia, to dawaj.
10536:  Ja ci polecam obczajenie Brothers A Tale Of Two Sons.
10541:  Już wam pokazuję, żebyśmy mieli, jak zawsze, feedback wizualny.
10545:  Brothers A Tale Of Two Sons.
10549:  To jest to.
10550:  Ewentualnie jeszcze jest gra It Takes Two.
10555:  I ona jest również bardzo sympatyczna.
10558:  Co tu się dzieje?
10558:  Następny Jan Mikołaj?
10560:  Marcin Małachowski jest Jan Mikołajem.
10564:  Krzysztof Jaksał-Cendari, Marcin Mazurek, Ardem Radio oraz Misza Wegik i Łukasz Gliniecki, Karol Warmbier oraz Sylwester Zygmunt i Wojtek Kulik i Tomasz Prusicki otrzymują wsparcie.
10578:  Jam nikłaje dla jam nikłajów.
10585:  I tekst tu jest cudowny, piszecie.
10586:  No, no, no.
10587:  Więc są takie tytuły jeszcze.
10589:  Nie jest tak, że one zostały całkowicie, wiecie, wyeliminowane.
10596:  Ja nie... Ja przestałem mieć pewność, że my jesteśmy w stanie sobie poradzić z tą armią.
10606:  Zastanawiam się.
10609:  Co tu jest strasznego?
10610:  Jest żelazny demon.
10612:  Możemy zastosować tę samą strategię.
10614:  Oni nie mają tutaj wielu jednostek dystansowych.
10619:  Tylko tak, ona musi mieć jakąś zbroję, bo to, to było, to było bardzo złe, to co się działo.
10628:  Żałuję, że kupiłem Wimiboga dzień za późno, bo minęła mnie zakładka.
10631:  O, a ta zakładka jest śliczna.
10632:  Czekajcie, nie pokazywałem wam zakładki.
10634:  No właśnie, a to jest zakładka zrobiona przez Przemka Wideła.
10638:  Czekajcie, zróbmy tak.
10640:  Będzie lepiej widoczna.
10643:  Czy ja pokazałem ją do góry nogami?
10645:  Oczywiście, bo jestem sobą.
10648:  Zrobię wam jeszcze zoom mały.
10650:  Może nawet zrobię większy zoom.
10657:  Więc jest bardzo fajna.
10659:  Dramatyczny zoom na dokładkę.
10661:  I jeszcze jest ilustracja w takim stylu, który ja bardzo lubię.
10666:  Więc Przemek Wideł ma naprawdę duży talent.
10669:  Zresztą Przemek Wideł teraz robi dla Bez Schematu też ilustrację.
10674:  Daniel Atajczak do Dzięki Tobie pisze, przekazałem tylko pieniążki oszczędzone na... Tak on dogma.
10680:  Dziękuję.
10683:  Dobrze wiedzieć.
10685:  Śnieżny naszyjnik, co to nam daje?
10687:  Feralny efekt minus 50%.
10691:  Ale z drugiej strony, korona szeptów jest dla kogo?
10695:  Dla matki Ostanki?
10697:  Ja tego nie mam dla niej?
10699:  Zaraz to nadrobimy.
10701:  I jeszcze talizman przetrwania dla naszej Magini, która obrywa potwornie.
10706:  I ktoś ma zbroję szczęścia.
10708:  Tępy sługa Igor.
10710:  I Olga Arestokarczukow.
10713:  Czyli niestety nie możemy nic z tym zrobić.
10716:  Jan Karol Jamniewicz ma hełmo szósta.
10720:  Dobra, nie kombinujemy na razie.
10725:  Tu whatever.
10727:  Tu nie whatever, bo jesteśmy w stanie uczynić naszą rycerkę ciut potężniejszą.
10733:  To samo możemy zrobić z Kostaltynem.
10737:  Tu jeszcze mamy jedną potencjalną bitwę z Matką Ostanką, która zrobi po prostu coś takiego i tyle.
10745:  Dzięki temu mamy zabezpieczoną tę flankę mniej więcej, to znaczy stąd nie powinno do nas się nic zjawić i możemy zrobić tak i możemy zrobić tak i dać Matce Ostanki kocioł mocy.
10760:  Oprona wzorczy plus 5.
10761:  Atrybut mistrzostwa we władaniu wiatrami żywiołów dla wcielonych bohaterów Wiedźm.
10765:  Jak zamierzasz zbudować serwer NAS, zamierzam znaleźć człowieka, który mi to zrobi.
10771:  Nie ma innej opcji.
10772:  Ale generalnie 5 SSD-ków, niezależnie do serwera NAS podpięty dysk zewnętrzny HDD do robienia backupu ręcznie.
10783:  Bo nie chcę zaryzykować tego, że będzie mi serwer na przykład jakiś uszkodzony plik backupował sam na różne dyski.
10789:  No i co?
10790:  Jeszcze jakaś prywatna chmura.
10792:  Mój opiekun naukowy, pisze Marcin Mazurek, powiedział, że nie ma czegoś takiego jak za dużo pozycji biograficznych i to dobry tekst.
10796:  To prawda.
10797:  To prawda.
10798:  To bardzo ci mądrze powiedział.
10800:  Pozycji biograficznych jest w tekście tyle, ile ich przywołałeś, ile ich zacytowałeś na potrzeby danego artykułu.
10805:  Dobra, jeżeli będziemy mogli to rozciągnąć automatycznie, to ja to chyba zrobię.
10810:  Czuję się mało pewnie.
10817:  No.
10820:  Liczba ofiar niska.
10824:  No, nie ma szans.
10827:  Nie ma szans, żebym miał takie straty.
10832:  223?
10832:  Bez szans, żeby to się udało.
10835:  Ja mam generalnie dobre zdanie o swoich umiejętnościach, ale nie aż tak dobre.
10840:  Czy jeżeli zrobię tak, to zdążę tu?
10844:  No nie do końca, ale przynajmniej ochronimy osadę.
10848:  Twierdza Srebra jest twierdzą Srebra.
10850:  Ma tu przychody, ej!
10856:  Dobrze.
10859:  Jak jest bitwa, to może czas na zobaczenie trailera Age of Swings ze skavenami?
10863:  A wiecie co?
10863:  Tak.
10866:  Zrobimy to, obiecywałem.
10870:  Od razu powiem, to będzie mój pierwszy kontakt z Age of Sigma, ponieważ ja Age of Sigma nie znoszę.
10877:  Lore'owo, bo mi zepsuło cały mój stary świat.
10881:  Więc moi drodzy, robimy sobie... ...seans.
10889:  Skaven, yes, yes!
10901:  To prawda.
10904:  To jest ten strajder.
10910:  Tak, Age of Sigmar ma figurki piękne, to jest prawda.
10912:  Gdzie są Skaveni?
10913:  Gdzie są Skaveni?
10916:  To jest kislewiska księżniczka.
10927:  Żołnierze, zablokowani od śmierci.
10943:  To jest świat dla tych, którzy nie wiedzą, co się dzieje, który jest następcą Warhammera fantasy.
10948:  Także czasowo.
10949:  To są śmiertelne córki i córki błogosławieństwa.
10958:  Dobrze, na razie mamy miasto, ja chcę podmiasto.
10961:  Spaczeń, taaak!
10962:  J-j-jest... S-s-s-spaczeń... Tak... Tak... K-k-klen bracia... Szczęśliwi, zadowoleni, g-g-gromadzą spaczeń, tak...
10980:  Dobry!
10981:  Ha!
10982:  Bum!
10982:  Bum!
10984:  Higit ma największy mózg rzeczy wśród skabenów!
10990:  Higit powraca!
10991:  Cwot!
10992:  Cwot nie bije!
10994:  Radar 13 wzywa!
10995:  Tak!
10999:  Pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-pi-
11029:  Spaczeń!
11030:  Tak!
11035:  Są i szczuromioty!
11037:  Ratatatatata!
11038:  Aaaah!
11057:  Jest i Rattlingant!
11059:  To jest Gelt Lindor, niestety.
11065:  Oni wszyscy zostali ubóstwieni.
11073:  Sigmar kazał.
11075:  Nigdy nie mówił nam o prawdziwym kosztach tego szacunku.
11083:  To nie był Geld.
11087:  Mają identyczną koronę jak Baltazar Geld.
11089:  A to okazuje się, że babeczka.
11091:  Chyba, że to jest Baltazaria Geldzica.
11097:  No dobrze, Age of Sigmar.
11099:  Oficjalnie zaczął być nieznacznie interesujący.
11103:  Oficjalnie zaczął być nieznacznie interesujący, moi drodzy.
11108:  Skaveni to jest podstawa absolutna.
11112:  Look how they massacred my boy.
11114:  No właśnie, to jest problem z Age of Sigmar, moi drodzy, że Age of Sigmar ma dziwne rozwiązania.
11123:  Głównie związane z tym, że każdy praktycznie jest bogiem albo półbogiem z tych wszystkich bohaterów, których kojarzycie lub znacie i to jest dziwne.
11131:  Zielona herbata z białym czekoladą?
11132:  Cholera jasna minta i nie ma jej teraz dostępnej.
11135:  Ale ona się nazywa New York.
11137:  Powinna być dostępna od kwietnia, ale muszę dopytać jeszcze w herbaciarni.
11147:  Lindar pisze, że uruchamianie Age of Sigmar jest ciekawe o 0,0% i tu jest bardzo dużo zer w okresie 1%.
11155:  Sigma Line.
11158:  The Orthodoxy!
11159:  No właśnie, potrzebujemy ortodoksów, moi drodzy, którzy będą się sprzeciwiać tym zmianom.
11165:  Co tutaj się dzieje?
11167:  Ok, następny dylemat.
11168:  Dbiący na wrogów, bystro oki.
11169:  Czas budowy minus 35 dla wszystkich budynków.
11171:  Lecimy!
11174:  To nam się przyda tutaj bardzo.
11179:  Melemu.
11183:  Uświadom to sobie sobie, tak.
11186:  Widzicie, zaraz mnie zachęcicie do grania z kawenami.
11189:  Jest na stronie Akademia Herbaty, pisze Itk, to naprawdę... Co?
11194:  Stop, stop, stop, stop, stop, stop, stop, stop, stop, stop.
11195:  To są bardzo poważne rzeczy.
11213:  O!
11215:  Tak!
11216:  To ta!
11221:  Moi drodzy, spieszcie się zamawiać, bo ja obawiam się, że zamówię 4 kilo.
11226:  Wpływy z opłat handlowych, tak.
11229:  Orthodox?
11231:  More like Googledocs.
11232:  Dzięki bardzo, złośliwy człowieku, za wsparcie od 29 miesięcy.
11238:  Dodali z kawielą dojczo, w sumie to jakby dodać czekoladę do kupy.
11240:  No i jedno i drugie brązowe...
11247:  Teraz pytanie, kto będzie szybszy?
11248:  Czy Krzysztof po zakończeniu streama, czy wy wykorzystując perfidnie to, że Krzysztof w trakcie streama nie może zamawiać herbaty?
11263:  W sumie...
11268:  Z Nii przecież też jesteśmy w stanie wojny, więc nie wiem nad czym ja się zastanawiałem.
11276:  W czym Sigma Light?
11277:  Pewnie nie pamiętasz.
11278:  Nie, ja wyparłem cały w ogóle End Times, jak zobaczyłem, że moi ulubieni bohaterowie zostali z niego wygumkowani.
11285:  Okropność.
11288:  No cokolwiek dajmy tutaj.
11292:  Przez to i myślałem, że mi się znowu rozwalił głośnik i buczy na rzeka Zuni.
11299:  Mam powiedzieć bardzo długo rrr, nie ma problemu, rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr
11332:  Lusza, Kapusta, Wiktoria Kuklińska, Seras, Wiktoria, Staszek, Ptaszek tymczasem oraz Sorkas i Anita i Bartłomiej Sławecki, Fazli, Bazi, Hackers320 otrzymują wsparcie od kogoś, to Daniela Ratajczaka, który jest Janem Nikołajem, ponownie i na powrót.
11352:  Niuch!
11353:  Niuch!
11354:  Dziękuję najserdeczniej.
11356:  Lusza kapusta mnie rozwaliła, dlatego się śmiałem i chichotałem.
11361:  Błagam, nie rób... Rozumiem.
11366:  Dobrze.
11368:  Zakonotowano.
11372:  Czy to tyle?
11373:  Tak, chyba, nie wiem.
11374:  Bezmiar spopielenia.
11375:  Nie będę tutaj nic robił, ponieważ i tak nas zaatakują i zabiją.
11379:  Powiedział niezbyt optymistycznie Krzysztof.
11381:  Rekrutujemy następną ludową czarownicę, przyda się.
11384:  Od czego zacząć poznawanie uniwersum Warhammera Fantasy?
11387:  Od Warhammera Total War.
11388:  Naprawdę.
11390:  Ja poznaję to uniwersum wyłącznie przez tę grę.
11392:  Nie jestem w stanie się ani do cyklu Gotreku Feliksie książkowego przekonać, aczkolwiek możesz, względnie do... czego tam jeszcze?
11401:  Nie ma w sumie żadnych animacji ciekawych, to jest smutne.
11404:  Nawet nie mogę czegoś takiego jak przy Astartes polecieć, chociaż oczywiście są wspaniałe trailery.
11409:  No i, no i co zrobiliście?
11411:  I przez to, że mówiliś, mówicie o takich rzeczach, to... Musimy sobie obejrzeć Tribal ze Skavenami.
11417:  Które absolutnie uwielbiam.
11420:  The Prophet and the Warlock.
11423:  Trailer, moi drodzy, najlepsza rzecz.
11426:  Najlepsza rzecz.
11429:  Uwielbiam.
11440:  Jest i Ikit.
11443:  Czy ustaliłeś już, co ogrywamy za Dragon's Dogma?
11446:  Tak.
11447:  God of War.
11449:  Biedny szczur.
11450:  Ikit przerażony.
11451:  Tak.
11452:  Klan brat padł.
11453:  To nic.
11454:  Mamy następnych trzynastu.
11456:  Ha, ha, ha.
11456:  Na jego miejsce będą eksperymenty.
11465:  Ha, ha, ha.
11475:  To jest tak bardzo skawenie.
11484:  To jest wspaniałe.
11489:  Ładny trybut do Predatora 1, tak.
11493:  I widzicie, to jest trailer na silniku gry, który wygląda lepiej niż całe Dragon F**k ma.
11500:  They're in the trees, they're in the trees!
11503:  I to prawda.
11505:  Jest Teotihuacan!
11514:  Uwielbiam Doomwills!
11520:  Tak się robi trailery!
11523:  Jest Ikit, moi drodzy.
11527:  Kocham to zaklęcie.
11530:  Bastilodon.
11532:  Z tego zrobiłem gif raz.
11541:  Uwielbiam absolutnie to, jak Pikit wystrzeliwuje atomówkę, która sobie leci radośnie.
11552:  I ten typ patrzy, ups, będzie niedobrze.
11561:  Wspaniałe, rewelacyjne, zapach spaczenia o poranku.
11565:  Jak ktoś pyta, moi drodzy, jaki mieć dodatek, to The Prophet and the Warlock zawsze najlepszy, absolutnie i przewspaniały.
11576:  Ostatnio mi rozjebało to garnizon w lustri.
11578:  No właśnie, to się bardzo często zdarza.
11583:  Gotrek i Feliks, zabójca Skavenów jest mega, bo tam są wyjątki z perspektywy Skavenów właśnie.
11588:  O proszę, o proszę.
11592:  I should be in the gardens.
11594:  Ale czy my możemy tutaj rekrutować?
11597:  O Boże, jak ja nie lubię tego buga.
11603:  O nie, mamy ruch, a nie możemy się ruszać.
11607:  Jak bardzo to jest nieuczciwe.
11610:  Twierdza srebra jest twierdzą srebra.
11612:  Mmm... Tu możemy dać co?
11615:  Beczułki.
11619:  Betrayers!
11622:  All around!
11624:  Bo co, mam już 50 poziom?
11625:  Nawet nie zauważyłem.
11626:  A nie mamy zapalczywego oddania.
11627:  O nie!
11632:  To błąd!
11637:  O nie!
11639:  Nie mamy kwatermistrza!
11642:  Źle!
11642:  Za mało... Czasem jest tak, że jest za dużo punktów dla lorda, a czasem jest tak, że jest za mało.
11647:  Zapomniałem zmienić koloru.
11653:  Niedawno dodali audiobook do Audioteki Zabójcy Skawenów.
11655:  Uuu.
11657:  Jak mam poprzednią część, to warto zainwestować w trzecią czy nie trzeba?
11659:  No wiesz co, edgy boi, teraz część trzecia dostaje najwięcej miłości od Creative Assem, a część druga nie jest wspierana.
11669:  How many doomwills?
11671:  Yes, not enough, not enough doomwills.
11674:  Never enough doomwills.
11676:  Pisze siwy dym, który ewidentnie opanował mowę skawenów.
11680:  Nie możemy użyć poboczności.
11681:  Ile?
11683:  17 tur?
11683:  Dobrze, to za 5 tur będziemy mogli odblokować za pieniądze.
11687:  Pieniądz nie umie pływać, gubi pieniądz, bo to nie.
11691:  Dobrze.
11693:  Trajlery zwykle wyglądają lepiej niż końcowy produkt, prawda?
11696:  No niestety tak było, Karolina, w przypadku cholernego drag z doma.
