69 000 SUBSKRYPCJI DLA SLAANESHA — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=rB9atL7RQ-4

688:  Chcieliście żądzy?
13793:  O, bardzo dobrze, że chcą podpisać traktat pokojowy i wtedy można się poddać łatwo takiej narracji.
13799:  Pamiętajcie, że w Polsce ten kult autorytetu jest bardzo silny i ciężko się spod tego wyrwać.
13805:  Trakcja zniszczona Iwres.
13808:  Hehehe, wiedziałem, że to zrobi.
13810:  Wiedziałem!
13811:  I knew it!
13814:  Wiecie, co my teraz zrobimy?
13817:  Jak to nie można przy... Aha, bo przed chwilą mogłem przywołać armię wyznawców, a teraz nie mogę.
13829:  Dobrze, to zasadzimy się w zasadce w takim razie, nie ma problemu.
13832:  Jesteśmy w dobrym miejscu na zasadzkę.
13837:  Jeszcze można jedną rzecz zrobić.
13841:  Pan Twardeusz może tutaj być.
13845:  O, teraz zachęcimy Tyriona do wypadu.
13852:  Tymczasem Benedict Slumberass wybiera się do Morathi.
13860:  Jakie wsparcie, jakie wsparcie!
13864:  Czemu on ma wsparcie?
13869:  My z tym w życiu nie wygramy.
13884:  No chyba to będzie najkorzystniejsze.
13889:  22, zasięg 180, tutaj 180, 24, no to jest korzystniejsze Wooow
13904:  Czego twoim zdaniem brakuje w współczesnej polskiej fantastyce?
13907:  Wydawców.
13909:  Dużej liczby wydawców.
13910:  Mamy strasznie mało wydawców, gdzie można debiutować, więc większość wybiera self-publishing.
13915:  No i druga rzecz.
13916:  Brakuje też czegoś, co kiedyś było w polskim fandomie w wielkiej liczbie, to znaczy ezinów.
13921:  Ezinów różnego rodzaju, magazynów słowem, w których można publikować i debiutować.
13928:  Załatwił sobie w wsparciach kurski stołek w Banku Światowym.
13931:  Razziavelli, cóż za porównanie.
13937:  Napra... naprawdę?
13938:  Ani razu jeszcze!
13946:  Znam tę mapę.
13946:  To jest ciekawa mapa.
13950:  Walczyłem kiedyś na niej bardzo długo.
13953:  To się wydaje dobre miejsce.
13955:  To teoretycznie jest dobre miejsce, ale tutaj mogą nas okrążyć ze wszystkich stron.
13960:  No ale nie ma wyjścia.
13963:  To jest najlepsze miejsce, w którym możemy być, więc tutaj musimy na tyłach mieć bardzo silne... bardzo silne wsparcie.
13978:  O tak.
13981:  W ten sposób.
13985:  Okej, na Kari.
13988:  Teraz tak, wszystkie rydwany wszelako.
13993:  Czy możemy ją ukryć w lesie?
13994:  Oj, tak.
13997:  Good.
13999:  Ukrywamy Redwana w lesie.
14003:  Boję się trochę tego, żeby niego nie stracić.
14008:  Okej.
14008:  To będzie ciekawa bitwa, moi drodzy.
14012:  Sprawdźmy.
14015:  Dobrze, tu powinien mieć idealny ostrzał.
14019:  I have a memory of this place.
14021:  To się rzadko zdarza, ale tak.
14028:  W ten sposób umarło kilka osób.
14039:  Krzysztof biega po krzakach Niadoris, dlatego żeby ukryć nasze wspaniałe Redwany.
14043:  To jest bardzo ważne.
14046:  O co, że Tyrion, Erowenerion, jest dość potężny.
14056:  Wiecie, co jest jeszcze wspaniałe?
14057:  Możemy przyzwać zwrot Slaanesha, demonetki.
14062:  Haha.
14064:  Nakari moves!
14065:  Wyobrażacie sobie coś takiego.
14070:  Spokojnie, spokojnie sobie idziecie i... Krzysztof, iść!
14076:  Bez sensu.
14078:  Tyłem ustawiłem i co wy mówicie?
14081:  Nie, dobrze są.
14083:  Dobrze, dobrze jest.
14084:  Wszystko jest w porządku.
14091:  Oj, oj, oj, jeźdźcy chcą okrążyć, ale nie mogą okrążyć, bo jest skała.
14097:  Ej, ej, nie wie co zrobić.
14099:  Oj, oj, oj, oj, oj.
14102:  Znoszę tego.
14107:  Zaraz się zacznie.
14108:  Zaraz się zacznie.
14109:  Dobrze, bardzo dobrze.
14113:  Demonetki?
14123:  Nie atakuje się demonetek.
14124:  Bardzo brzydko, bardzo brzydko.
14128:  Good.
14135:  Wszyscy fani taktyki powinni teraz być zadowoleni.
14142:  Nie mieliśmy jeszcze nigdy napoleońskiego czworoboku.
14149:  Nakari!
14152:  Nakari, iść!
14155:  Nakari, atakować i zjadać!
14159:  Nakari!
14162:  Wspaniały Nakari, dobrze, wspaniałup!
14166:  Oho, Tyrion zmierza.
14170:  Nie, nie, nie, żadnych zaklęć.
14175:  Cholera jasna.
14178:  Gdzie tu jest mag?
14182:  Nie, nie, nie, nie, nie, nie walczymy z Tyrionem, absolutnie nie.
14187:  Okej, Rydvany.
14190:  Jakari, walnij magią, ja cię bardzo proszę.
14194:  Oko za oko, ząb za ząb.
14204:  O tak, więcej demonetek.
14207:  Świetnie.
14209:  Tak, czy możemy przyzywać darmowe jednostki?
14211:  Jak najbardziej, jak najbardziej.
14214:  Wesołe i radosne.
14219:  Jak tam to sytuacja?
14222:  Nikt nas nie okrąża?
14224:  Okej.
14231:  Doprowadza mnie do szału to, że jakiś wielki orzeł mnie atakuje.
14246:  Strzelajcie w komnet.
14249:  Ojojo, jak ci łucznicy będą mieć teraz przejebane.
14252:  Bardzo dobrze.
14261:  Dobrze.
14263:  Elitę wyślemy do walki z Tyrionem.
14265:  Hmm... Jaki ładne.
14274:  Już sam raz dla naszego biczyka.
14278:  Magda M1, dziękuję za wsparcie.
14281:  7 miesięcy.
14281:  Pamiętam, 7 tysięcy, a tutaj prawie 70.
14284:  No proszę!
14296:  Magda M1, absolutnie... ...przelojalna, długa bywaczka streamów.
14302:  Nawet ja pamiętam, nawet ja!
14309:  Dobrze, jak sytuacja?
14310:  Nakarii odzyskuje trochę zdrówko, czy nie bardzo?
14314:  O nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie!
14319:  Udało się.
14320:  Dobrze, udało się uniknąć.
14322:  Kto w nas cały czas nakieprza zaklęciami?
14326:  Strzać w Tyriona.
14333:  Du-du-dun-dum.
14337:  Tyły wroga, bardzo dobrze.
14345:  Gut.
14347:  Nie możemy strzelać, więc strzelajmy.
14350:  Istnieje opowiadanie, legitnie wydane, gdzie Sparcy, słysząc wołanie z waginy swojej dziewczyny, wyrusza w podróż do tej, żeby ustalić żółtych dźwięków.
14358:  Nad ją musimy znać tytuł.
14360:  Musimy.
14365:  To przebija opis bardzo podobny z amerykańskich bogów Nina Gaimana.
14376:  Przejdziemy w błaganie!
14377:  Z leczeniem, szukając zniszczeń!
14380:  Ale wspaniale ginął, ale wspaniale ginął!
14383:  Jaki dzień!
14383:  Jaki piękny dzień!
14385:  Teraz jesteśmy w porozumieniu!
14395:  Tak!
14398:  Urządźcie Tyrionowi teraz rzeź.
14401:  Ma zginąć.
14406:  Dryady zmiażdżone?
14407:  Zmiażdżyć bardziej!
14411:  Ciekawe, czy chat GPT potrafi wymyślać jurny opowiadania.
14414:  Znam Amerykanów.
14415:  Amerykanie są nieprawdopodobnie pruderyjni?
14417:  Pewnie nie.
14421:  Pruderia amerykańska zawsze mnie drażni.
14430:  Ale Tyrion, ale Tyrion dopiero to mnie drażni.
14435:  Ale Nowicka pisze, że Nadi chodziło o nawiedzoną waginę.
14439:  Też tytuł tego opowiadania.
14444:  Czy ja słyszałem Voldemorta?
14445:  Pyta Dawid.
14447:  Przesłyszałeś się.
14451:  Carlton Melick, nawiedzona wagina.
14455:  Boże, ja o tym wiem dopiero teraz.
14456:  Przecież byśmy to dzisiaj czytali.
14464:  Zabić... O nie, nie, nie.
14466:  Zabić Tyriona.
14467:  Przede wszystkim.
14471:  No, proszę bardzo.
14472:  Przydali się nasi łucznicy.
14473:  Zabili 196.
14473:  Piękna sprawa.
14474:  Czy zdążymy...
14482:  Tyrion jest strasznie szybki, możemy nie zdążyć.
14487:  Tak, nie zdążymy.
14496:  Tyrion może jest silny, ale dowódca z niego kiepski.
14498:  O tak.
14500:  Dlaczego nam tak zmniejszyło nasze siły?
14501:  Co się dzieje?
14503:  Zmniejszyli nasze siły.
14506:  Śniło mi się ostatnio, pisze Magiczne Święta, że mnie wyrzucili ze szkoły za wniesienie piwa 0% na mszę prowadzoną przez Olgę Areskarczuk.
14513:  Naprawdę się tak nazwała w tym uniwersum.
14515:  Niesamowite.
14517:  Ale wiesz, najgorsze w tym wszystkim jest to, że to brzmi bardzo legitnie.
14520:  To brzmi jak coś, co się mogłoby wydarzyć.
14525:  Bardzo jurny stream in my words.
14527:  Ja jestem sam zawstydzony aż.
14529:  A myśmy jeszcze nawet nie zaczęli czytać Katechizmu Libertyńskiego.
14542:  Pakto nie agresji.
14543:  Nie.
14546:  Nie.
14548:  O tym mówię, pisze Kotlew.
14550:  Zombie, gnijące ciała, demony, spoko, ale kawałek cycka i penisa to przesada dla Amerykanów.
14555:  Dokładnie tak i jeszcze dorzućmy do tego absolutną dezinteresmo Amerykanów wobec jakichkolwiek obrazów nieprawdopodobnie krwawej przemocy.
14570:  Good.
14570:  Co tu się dzieje?
14571:  Oblegają.
14572:  Dobrze.
14572:  Widzicie, jak się śmiesznie wszyscy biją?
14578:  To wróćmy do El-Sai, wyniżmy nasze rany.
14583:  Ehehe, dobrze.
14590:  Troszcze Alistaira trzeba zdeprawować, bo 5% już gorszącego wpływu wywarliśmy, więc mamy za słabą armię na to, żeby się potykać z Tyrionem na razie.
14601:  Na razie, mhm, to się zmieni.
14606:  Biorąc pod uwagę, że możemy rekrutować tylko jeden typ jednostek, to i tak sobie radzimy nieźle.
14614:  Na Kari.
14616:  Co można zrobić na Kari?
14617:  Niestrudzony marsz.
14619:  Budżet uwodzenia jednostek.
14621:  To bierzemy.
14622:  To się przyda.
14624:  I tyle.
14628:  Co zrobię z rok lajków?
14628:  Podoba mi się Hades.
14634:  I jest tak, że Amerykanie mają awersję do golizny po latach 60-tych, 80-tych zwanych Złotą Erą porno.
14639:  Tam w tym czasie była masa zwykłych filmów z golizną.
14642:  Wydaje mi się, że to plus jednak ich purytańskie korzenie, bo tam jest bardzo duży problem z tym.
14648:  Tak samo przekleństwa wszystkie w Stanach przecież są blipowane na wizji, to jest tak żenujące.
14657:  Zajcew pisze, że przyszedł właśnie Hogwarts Legacy, niby kolejny sandbox, ale kurde jakoś tak mega przyjemnie się grało.
14662:  Nie!
14663:  Ja z Hogwarts Legacy najbardziej wspominam questy poboczne, Hogwart i pokój życzeń.
14669:  Fabuła główna w ogóle mogłoby i nie być tak na dobrą sprawę.
14672:  Yadoris życzy nam mokrych snów.
14675:  Będziemy starannie się nawilżać.
14677:  Ja, moi drodzy, w ramach nawilżenia mam dzisiaj wyjątkowo dużo rzeczy ze sobą, więc tak.
14686:  W USA wyleciała z pracy nauczycielka za pokazanie uczniom rzeźbi Michała Anioła.
14689:  Tak było, nawet w którymś momencie Florencja zareagowała i zaprosiła ją do siebie.
14693:  Bardzo fajna z twojego tego reakcja.
14700:  No, poczekamy sobie troszeczkę tutaj na wzrost.
14705:  Grupa trzecia była wybitna w Hogwarts Legacy, ale to jest jako... Mógłby być jako osobny quest praktycznie.
14714:  Podobało mi się podejście holenderskie, pisze Bear, gdzie w radiu normalnie przeklinali, a w telewizji był program edukacji na obranie narkotyków.
14720:  Holendrzy mają spoko podejście do rzeczywistości.
14726:  Wnieście swoje sekrety w moje progi i wypowiedzcie je z ciszącym tonem.
14734:  Sigwald wspaniały, ach.
14740:  Co do blipowania, przekleństw polskiej telewizji było podobnie przez ostatnie 20 lat.
14745:  Wszystkie fucki były czytane przez lektora jako kurdy.
14747:  A tak, tak, zamieniano rzeczywiście na eufemizmy, kiedyś się z tego śmiał Maciej Szczur.
14752:  Sztur.
14753:  Szczur, tak.
14756:  Nie potrzebujemy.
14759:  Nie.
14761:  Wyjątkowa cierpliwość, moi drodzy.
14764:  Okej, 11 tur do następnego kultu.
14768:  Za moment będziemy mogli rozsiać swoje kulty wszędzie praktycznie.
14778:  Dobrze.
14780:  Wiecie, co możemy teraz zrobić?
14782:  Zasadzić się w zasadzce ponownie.
14785:  I... tym razem... Dlaczego w lesie nie można się...
14792:  70% tutaj jest, dobrze.
14794:  Patrzcie zawsze, jaka jest szansa powodzenia zasadzki, jak najedziecie myszo, to się od razu pokazuje.
14799:  Teraz jest szansa.
14802:  Teraz jest szansa, że się złapie w zasadzkę.
14805:  Oby.
14807:  Co tutaj możemy zrobić?
14810:  Rozwój.
14814:  Kacper pisze, że dobry kontakt z widzami, a ka widownią.
14816:  Przecież stream inaczej nie ma sensu, Kacprze.
14818:  Ja nie rozumiem ludzi, którzy nie czytają czatów.
14821:  Nigdy tego nie zrozumiem.
14823:  Jesionka pisze, że jasne, Amerykanie są prudoryjne, ale z drugiej strony na występy Drag Queen i występy Steve Carey przychodzą rodziny z małymi dziećmi.
14828:  To jest... Dlatego nie da się zrozumieć Amerykanu, moi drodzy.
14831:  Można próbować, ale się nie zrozumie.
14836:  Hmm... Raz... Dwa... Aaaa!
14841:  Dwa.
14846:  I walczymy.
14847:  Ponownie.
14848:  Tylko, że tu jest jeden problem.
14851:  Właśnie ten.
14854:  To znaczy, my nadchodzimy jako wsparcie i nie będzie można się rozłożyć.
14864:  No bo ma kampanię z Rome Total War 2 w twoim wykonaniu, Krzysztof, pisze Kacper.
14868:  To bardzo miłe, ale w Rome nie ma magii i to jest problem.
14880:  Stanisław pisze, że dołączył dopiero co.
14883:  Deprawujemy frakcję Oslanesza brzydliwych, wysokich elfów Stanisławie i toczymy bitwy.
14889:  W zasadzie tyle się dzieje, jeżeli chodzi o najważniejsze rzeczy.
14894:  Wiecie, co możemy zrobić?
14898:  Możemy się całkowicie schować?
14900:  Nie.
14904:  Dobra.
14905:  Corner camping.
14906:  Nie ma innej opcji.
14907:  Spijemy!
14916:  Musimy jak najdłużej wytrzymać tutaj.
14918:  Haha.
14920:  Czy macie szturma?
14921:  Coś złego ze skawenami?
14923:  Tak, tak!
14924:  Szczur!
14924:  Rzecz!
14925:  Klan brat!
14934:  No i problem polega na tym, że te durne przyzwyczajenia Amerykanów potem przeszczepiane są na gry.
14938:  Potrafimy się śmiać z Niemiec, że cenzurują swastyki, ale ja już wolę kraj, który cenzuruje swastyki i przynajmniej ma jakieś sensowne w związku z powyższym podejście do swojej przeszłości, co jakoś specjalnie gry nie zmienia, niż Amerykanów, którzy potrafią doprowadzić do tego, że na przykład, cholera jasna, we frakcji, która dosłownie
14958:  Polega na tym, że mamy żądze i zgorszenie.
14961:  Ma zasłonięte sutki, bo nie można pokazać na YouTubie.
14965:  Mimo że, najzabawniejsze, zaznaczacie, jak wrzucacie film albo stream, że jest od 18 lat.
14972:  Gdzie problem?
14974:  Ale czasuteńki zasłonić, że zgorszenie!
14980:  Boże, drogi.
14982:  Oczywiście żeńskie, nie żadne inne.
14984:  Wiadoma sprawa.
14986:  Co tu się dzieje?
14988:  E, e, e. Ktoś zostanie dojechany.
14991:  Jak śmiesz!
14996:  Oj, oj, oj.
14997:  Będą mieć bardzo przerąbane.
14999:  Oj, bardzo przerąbane będziecie mieć teraz.
15002:  Demonetki tutaj.
15003:  Bardzo proszę.
15005:  E, e, e. Tak!
15007:  Dobrze.
15008:  I teraz tak.
15009:  Reszta cała.
15012:  Co?
15013:  Co wy robicie?
15013:  Co ty robisz?
15014:  Co ty robisz?
15015:  Co ty robisz?
15017:  Nakari, natychmiast złaź tutaj.
15024:  Wszyscy w ordynku proszę tutaj się zgromadzić.
15027:  Dziękuję.
15029:  Then obey!
15040:  Grasanci.
15043:  Demonetki.
15044:  Część demonetek.
15045:  Przekierujmy.
15049:  Nakari, Nakari, Nakari, Nakari, spokojnie.
15053:  Dobrze.
15054:  Atakujemy na tyłach, jak zawsze.
15057:  Nakari jest strasznie prześladowany przez wrogów.
15062:  Ewidentnie wiedzą, kto ma najsilniejszy knucik flagelacyjny w okolicy.
15073:  Jak tu sytuacja.
15076:  Radzą sobie, dobrze.
15079:  Na, na Kari tak oberwał, że to jest aż niewiarygodne.
15087:  Seeking Punishment!
15088:  Uuu!
15090:  Hihihi!
15091:  Tak!
15092:  Dobrze!
15093:  Prawie wszyscy łucznicy wyeliminowani.
15095:  Chaos pełen.
15097:  Ale moi drodzy, no gramy, hehehe, haosytami.
15102:  Duuuum!
15107:  Super!
15115:  Dobra, gdzie możemy jeszcze... Kogo możemy jeszcze zabić?
15117:  Nakari?
15118:  Zbijasz.
15119:  Run!
15128:  Często w Korei czy Chinach często cenzuruje się tatuaże nie wolno pokazywać dekoltu, a w chińskiej telewizji tatuaże i kolory włosów.
15138:  No, ale w Chinach to jest, wiecie, państwo totalitarne, a nie stolica wolnego świata, więc bez przesady.
15145:  To mnie to nie dziwi.
15145:  To mnie to drażni.
15146:  Często w Korei czy Chinach często cenzuruje się tatuaże nie wolno pokazywać dekoltu,
15156:  Co tu się dzieje?
15158:  A tutaj demonetki szaleją, dobrze.
15163:  Hmm, Nakari.
15165:  O, Nakari się regeneruje.
15175:  No, Nakari!
15178:  Nakari, rozkazałem ci rzucić zaklęcie!
15182:  Biczyk!
15184:  Świetnie.
15186:  Knucik flagelacyjny musi smagać.
15189:  Jak tam nasze rrdwany?
15192:  Świetnie.
15193:  Rrdwany zagłady.
15196:  Mało tu jurnie?
15197:  Czy ty, Aśku, nie widzisz, co tu się dzieje?
15201:  Czy ty nie widzisz tego zgorszenia sianego przez kultystów?
15207:  Dobrze, będą zbliżenia.
15210:  Będą zbliżenia na jurny ołtarze.
15212:  Będą zbliżenia na grasujące demonetki.
15216:  Proszę bardzo.
15218:  Będą zbliżenia na kultystów, którzy nie walczą.
15227:  Jak śmiecie strzelać do demonetek.
15232:  Nie wolno strzelać do demonetek, nigdy.
15235:  Kogo zgładzimy?
15238:  Co to za poświata?
15239:  Poświata oznacza różne efekty, które są nakładane.
15242:  Przegląd tych efektów macie kliknąwszy na jakąś jednostkę i możecie sobie zobaczyć, które zostały nałożone w danym momencie.
15249:  Oj, oj, oj, oj, oj.
15251:  Obawiam się, że zgniatarki wjechały w tył łuczników.
15257:  Dobrze, dobrze.
15260:  Zdeprawujcie ich wszystkich.
15262:  Świetnie.
15264:  Dobrze, knucik flagellacyjny.
15268:  Chodź, Apuk!
15269:  Aaa, ile krwi!
15272:  Cierpienie!
15274:  Dobrze!
15277:  Beautiful decay!
15280:  Perverse indulgence, indeed!
15287:  Jeszcze raz knucik na pożegnanie!
15290:  Żebyście wiedzieli, co to znaczy.
15292:  Wpaść w łaskę Slaanesha.
15296:  Dobrze.
15298:  Czy tu jest friendly fire?
15299:  Tak, z zaklęciami.
15301:  Więc rzucając zaklęcia musicie uważać.
15307:  Knucik wjechał jak nóż wchodzi w masło.
15309:  Co najmniej.
15311:  Aha, nasze rydwany nie działają.
15313:  Fajnie, fajnie.
15321:  Walnij Knucik, Knucik!
15323:  Tak!
15331:  Zabić wszystkich Łucznicy też mogą strzelać do naszych jednostek Drobne zwycięstwo my ass W życiu
15346:  Nakari, Bichuet, Elfy.
15348:  Bardzo mocno, Dawidzie, zaiste.
15350:  Doceniam za nawiązanie.
15353:  Czy Knut to aby nie niemieckie imię?
15354:  To jest możliwe.
15356:  Swego czasu, pisze CzerwonyLis, była afera z Watch Dogs 2 za realistyczne genitalia.
15361:  O nie, genitalia mogą być tylko nierealistyczne.
15364:  Ubisoft usuwał je potem.
15365:  Co ciekawe, tylko żeńskie.
15366:  No oczywiście, że tak!
15368:  Zawsze.
15370:  Gender mainstreaming, tak zwany.
15372:  Bierzemy wiernych, moi drodzy.
15377:  Czy nie macie wrażenia, że ktoś został wybatorzony za mało?
15383:  Czy macie wrażenie, że ktoś potrzebuje mocniejszego wychłostania biczykiem?
