Największa z uraz do pomszczenia — WARHAMMER 3 IMMORTAL EMPIRES
🔗 https://www.youtube.com/watch?v=1-_JZpCZ0kk

251:  Wyjątkowy stream środowy.
10374:  Ale wiecie co, jeżeli chodzi o to, jak miałem na przykład dom urządzony, no to mam taki bardzo surowy, minimalistyczny wygląd wnętrza.
10382:  Więc ja bardzo na przykład nie lubię ciepłych barw w domu.
10385:  Uważam, że wszystko powinno być białe, szare i betonowe i szklane.
10388:  Ewentualnie czarne.
10390:  To są jedyne barwy, które ja uznaję.
10391:  Ewentualnie barwa kontrastowa dla dodatków typu, nie wiem, poduszka, tak?
10395:  Albo doniczka, flakon, cokolwiek.
10398:  Flakon, swoją drogą, jest śmiesznym słowem.
10399:  To brzmi tak, jakby ktoś mówił o flakach, nie?
10402:  Czyli flakon pasuje do urny kanopskiej, bo w urnach kanopskich przechowywały się flaki.
10411:  Like a Dragon Isshin jest też polecana jako gra lootowa.
10413:  O czym jest Rainmaker?
10418:  Co wybrać?
10418:  Czytanie książki czy oglądanie Krzysztofa?
10420:  Why not both?
10421:  Zuza, why not both?
10422:  A jaka książka?
10426:  Białe ściany są jak gówno.
10427:  Nie, białych ścian nie mam.
10429:  Mam szare ściany.
10430:  Białe ściany nie.
10433:  Zawsze chciałem mieć jasno szare ściany.
10436:  Teraz tego bardzo żałuję, ponieważ trudno jest dobrać kolor inny, a... O, nie wspominałem wam o tym.
10442:  Wskutek bardzo dziwnej awarii wlało mi w zlewie czarny szlam.
10446:  ponieważ przyszli hydraulicy do innego mieszkania i przepychali tam rurę, o czym nie powiedzieli mi, to to, że wtedy wybije mi czarny szlam w zlewie.
10457:  Więc musiałem się zainteresować tym, jaka była farba na ścianach.
10462:  Haha!
10463:  Ooo... Poddajecie się.
10469:  Chrzest ognia nie odpowiada?
10471:  Ooo... Tak mi przykro.
10475:  Nie strzelać do tych, którzy już zginęli.
10477:  Jak strzelacie do jednostek, które już zginęły, to zawsze jest ryzyko, że wydamy więcej z naszego balansu,
10486:  siły, niż się opłaca.
10494:  Uroki życia w mieszkaniu.
10495:  To prawda, ale wolę to, niż przejmować się wszystkimi urokami życia z kolei w domu, zwłaszcza w Polsce, gdzie mieszkanie w domu oznacza internet 1 megabit na sekundę.
10511:  Zuza pisze, że czyta Dwór Cierni i Róż, Young Adult, ale mnie wciągnęła tak, że przeczytałem 220 stron jednego dnia, a później zacznę Zakon Drzewa Pomarańczy.
10518:  Piękne rzeczy przed tobą, cieszę się strasznie.
10521:  Oczywiście pamiętajmy, że nikt nic nie czyta, moi drodzy.
10524:  To jest fałszywa informacja, pamiętajcie, to jest bardzo ważne.
10527:  To jest fałszywa informacja.
10529:  Nigdy się to nie stało.
10531:  Uciekajcie, uciekajcie stąd, bo z trollami nie macie szans.
10536:  Do trolli potrzebujemy strzelców.
10542:  Dobra, teraz może się uda.
10547:  Wypalać, wypalać, wypalać, wypalać.
10549:  Dobrze!
10550:  Pięknie!
10553:  Nie, nie, nie, nie, nie.
10554:  Tryb strażniczy.
10557:  Tryb strażniczy.
10561:  Okej.
10562:  Torgim sobie ładnie radzi.
10563:  No Torgim jest dobry na trolle.
10566:  Jeszcze nawet nie użyłem jego zdolności.
10570:  Dobra, niech te katapulty zniszczą wieżę, bo mnie bardzo denerwuje.
10574:  Czy katapulty się zaczęły przemieszczać?
10576:  Ooo, oczywiście, że tak.
10579:  Oczywiście, że tak.
10580:  Fun fact, jeżeli wprowadzicie więcej wojsk w obręb murów, to bardzo często można szybciej wywołać poddanie ze strony przeciwnika.
10589:  Czy kapitulację, mówiąc fachowo.
10591:  Mój ojciec na wsi musiał pakiet Start Stalinka wykupić, bo nawet komórkowy internet nie działa.
10596:  No właśnie.
10597:  Moi rodzice też mieszkają w takim miejscu, że to jest jakiś absolutny dramat.
10602:  Zawsze mnie bawi to jak mama czy ojciec dzwonią i rozmawiamy, po czym nagle urywa połączenie telefoniczne.
10608:  Do tego stopnia jest źle.
10610:  Ja już wiem, że... Aha, okej.
10612:  Dotarliście do domu.
10615:  War of Vengeance!
10616:  A proszę, no to podpal, podpal ich, podpal!
10620:  Pięknie!
10621:  O Jezu, teraz będzie ładny widok.
10630:  Pięknie.
10632:  A tymczasem Thorgrim, strażnik Uras, toporem swym z tronu atakuje cały zbryzgany po sokoł.
10644:  To jest, moi drodzy, to jest, to jest Total War.
10646:  This is Total War!
10648:  The Depressed Espresso skończy szóstkę wron.
10651:  Oj, to dobra rzecz jest.
10656:  Jak tam sytuacja?
10658:  Przez przypadek zaznaczyłem mnóstwo wojowników, nie chciałem tego zrobić.
10661:  Jak sytuacja z wieżami?
10663:  Dobrze.
10665:  Nie!
10666:  Nie uciekajcie!
10668:  Kogo będę teraz wypalał?
10678:  Wow!
10680:  Yutaro pisze, że mieszka w domu na 1 gigabit na sekundę.
10685:  Okej, okej, to jest dom blisko miasta, nie?
10687:  Ale jakieś domy pod miastem to byłoby naprawdę duże osiągnięcie.
10693:  Bo światłowód doprowadzony do domów na wsi to zwykle oznacza, nie ma problemu, nie ma problemu, jedyne 25 tysięcy za doprowadzenie kabelka i już możemy się umawiać i podpisywać umowę.
10705:  Super sprawa.
10710:  Jestem Belegar, prawdziwy król Wielkich Gór.
10739:  Jeszcze 1724 wyciągniemy z niego.
10742:  Dobrze, sojusz z krajem Angrun to jest świetna sprawa.
10745:  Mamy zabezpieczoną górną flankę i sąsiadującą z wampirami, więc wiecie, poważna sprawa.
10752:  I teraz jeszcze możemy sprytnie oddawać im miasta niektóre.
10759:  Dobra.
10763:  Okej, okej, okej, okej, okej, okej.
10767:  To tu idziemy w p... w p... w pieniążki, moi drodzy.
10772:  Wpływy z opłat handlowych, przychody ze wszystkich budynków, plus 5% lokalna prowincja.
10775:  No, idziemy w to.
10780:  300p, pisze Tsukitsubane.
10782:  I feel you.
10782:  Ja też mieszkałem przez długi czas na wsi, pamiętam, że, no, korzystanie z internetu to był po prostu dramat.
10789:  To był autentyczny dramat.
10791:  Tu musimy mieć natychmiast salę straży.
10795:  Nawet jeżeli to będzie dużo kosztowało.
10797:  Podziękujemy sobie za to.
10799:  Ale się gra, ale się gra krasnoludami zawsze.
10816:  Pod warunkiem, że po drodze nie będzie strumyczka, który należy do Wód Polskich.
10819:  To było u Rysława.
10819:  Och, pamiętam.
10821:  Pamiętam Odyseję i całą krucjatę rysławową dotyczącą internetu.
10827:  Wyrazy najszczerszego współczucia, jak zawsze.
10831:  Okej.
10832:  Uuu, 4 punkty mamy, zobaczcie.
10834:  Dobrze.
10838:  Okej.
10838:  I inżynier też.
10840:  Póki inżynier stacjonuje, to inwestujmy w zwiększanie przychodów.
10845:  A potem, tradycyjnie, siła pocisku w armię bohatera.
10851:  Ogień kuźni, runa gniewu i ruiny już mamy, mistrz szkoły odanowienia jest na razie niepotrzebny.
10859:  Czy uważam, że na sesjach plakatowych obecność alkoholu jest akceptowalna?
10862:  Chodzi Ci o konferencję?
10865:  Zwykle tak.
10865:  Znaczy, ja generalnie nie jestem jakimś zwolennikiem wymuszania alkoholu.
10869:  Zawsze uważałem to za trochę dyskomfortowe dla ludzi, którzy są niepijący.
10874:  Bo wszystko byłoby w porządku, gdyby inni ludzie nie mieli problemu z tym, że ktoś odmawia.
10877:  Ale zawsze jest, że ze mną nie napijesz, tego typu rzeczy.
10880:  Albo, o, nie potrafisz się bawić, jak ja tego nie znoszę.
10883:  A ja akurat zawsze byłem z tych pijących, chociaż niedużo.
10886:  I denerwowało mnie to bardzo.
10888:  W imieniu wszystkich, którzy są abstynentami chociażby.
10892:  No ale co zrobić?
10893:  No jest taki zwyczaj.
10894:  Dla mnie zazwyczaj na konferencjach, na których ja przynajmniej byłem, zagranicznych, całkowicie akceptowalne było to, że jest wyznaczony moment i to się zwykle nazywało jakieś...
10906:  Wine evening, czy coś takiego, czy wine reception pod koniec dnia, pierwszego zwykle, na zapoznanie się.
10913:  To było poza centrum konferencyjnym.
10915:  Na przykład byłem w takim pięknym mieście, Tarragona się nazywa, to jest miasto rzymskie zresztą, znaczy dzisiaj już jest na terenie Hiszpanii.
10923:  Tam byłem na konferencji YouTube and Studies Society i właśnie na murach miejskich Taragony był Wine Reception i każdy mógł przyjść.
10930:  Zauważcie, jaka to jest różnica, że nie jesteście w centrum konferencyjnym i narzucacie wszystkim i wtedy, jeżeli ktoś jest abstynentem albo np.
10939:  trzeźwieje i chce walczyć z nałogiem, to ma wtedy problem, którego nie powinien mieć w środowisku naukowym, w przestrzeni naukowej, akademickiej, a jak to jest poza murami, to wszystko jest w porządku i nikomu niczego nie narzucamy.
10954:  Dobry zwyczaj zajemniczej absolutnie, Deckard.
10956:  Cieszę się, że przypominasz to nasze bardzo ważne powiedzenie, które nie jest moje zaznaczeń.
10964:  O, tak.
10966:  Dobrze, dobrze.
10967:  Więcej prowincji.
10969:  Więcej prowincji.
10976:  Ojej, internet radiowy over.
10978:  Orange pisze Mavarro.
10980:  To mi przypomina, jak
10983:  Naprawdę... Naprawdę... Naprawdę... Jedna tura przed... Jedna tura przed, tak?
10997:  To jest niesamowite wręcz.
11001:  Więc przypomina mi to, jak w przypadku internetu miałem zawsze problem z siecią Orange i słyszałem tylko cały czas te reklamy.
11010:  Przyszłość jest jasna!
11012:  Przyszłość to poręcz!
11013:  Bo oczywiście z jakiegoś powodu nie są w stanie przeczytać nazwy własnej firmy.
11018:  I mówią o tym poręcz.
11027:  To nie jest rebelia Axleben, to jest frakcja niezależna z Kavenów.
11035:  A najsmutniejsze jest to, że światłowód symetryczny to jest coś, co jest dostępne głównie dla firm w Polsce.
11040:  Ja chciałem coś takiego zainstalować, a okazało się, że do tego trzeba prowadzić nowe kable.
11045:  I wtedy Krzysztof, który poprowadził wszystkie kable w ścianach i nie chce rozbiórki swojego mieszkania, miał bardzo smutną minę.
11055:  Więc nieprędko będę mieć światłowód symetryczny.
11066:  Ale wiecie co?
11068:  To jest dobre, że oni nie zaatakowali od razu.
11071:  Bo my chyba będziemy mogli tutaj przeskoczyć.
11075:  Jezu, jeden piksel.
11077:  Tak!
11079:  Udało się!
11081:  Uratowaliśmy naszą prowincję.
11084:  Wspaniale!
11086:  Teraz wieża kopalnie.
11087:  Wieża kopalnie, kamienia, nie.
11088:  Widzicie, co teraz zrobimy?
11090:  Będziemy oddawać tę prowincję królowi Angrun w zamian za względy.
11095:  O tak.
11097:  To jest pomysł.
11102:  Smutałkę!
11103:  Tak się składa, że pracuje w Orange.
11105:  No nie było dobrego internetu w Porange!
11107:  Co ja na to poradzę? !
11118:  Wrażenia po pierwszym odcinku The Last of Us.
11120:  Dzielę się nimi na bez schematu, moi drodzy.
11122:  Czy to jest ten moment, kiedy przypominam wam o bez schematu?
11126:  To jest ten moment, kiedy przypominam wam o bez schematu.
11131:  Zawsze jest takie ryzyko, że ktoś na czatach jeszcze nie subskrybuje.
11136:  Proszę bardzo, kanał Bez Schematu.
11139:  I ostatnio na żywo była rozmowa The Last of Us, analiza odcinek pierwszy.
11144:  Ja na Bez Schematu bardzo często właśnie podczas takich analiz bywam.
11147:  Często się też zdarza, że jest jakiś radosny odcinek recenzyjny, który zwykle trwa jakieś 8 minut u mnie, więc krótko, a więcej mówię na Bez Schematu.
11156:  Let us begin.
11161:  Okej.
11170:  Lubisz od czasu do czasu posłuchać i obejrzeć kanały historyczne?
11173:  Pisze Ryan Mayaker.
11174:  Uważam, że znajomość historii potrafi dać mnóstwo inspiracji do stworzenia fajnego wątku.
11178:  Tak, tak.
11179:  Zdecydowanie wolę oglądać materiały historyczne niż je czytać.
11185:  Zdecydowanie.
11188:  Wysoki punkt może już mieć mury, to dobra wiadomość.
11193:  Karazekarak, kiedy nasza stolica... Jakie?
11196:  18 tysięcy!
11196:  A, widzicie?
11197:  To jest ta potęga obniżania kosztów.
11204:  Minus 19, wydaje się niewiele, ale przy takich kwotach to jest dużo.
11213:  Aśku, jak nie chcesz, żeby Ci YouTube obrzydliwie usuwał całą Twoją wypowiedź, musisz dać spację po ostatniej emoji.
11218:  To jest okropne.
11228:  MrRedPanda pisze, że od kiedy jego rodzice postanowili skorzystać z jakiejś oferty specjalnej.
11232:  Och, jak ja lubię oferty specjalne w Poręcz.
11235:  Jego wiadomości to sterta gifów i innych promocji.
11240:  Jak to blokuje, to z innego numeru wysyłają.
11242:  Ja w ogóle uważam, że marketingowcy powinni się wreszcie nauczyć, że z jakiegoś powodu
11250:  Reklamy, które działają, to są reklamy storytellingowe.
11253:  To są nawet takie reklamy, które odpalicie jeszcze raz, żeby je zobaczyć.
11256:  Bo opowiadają historię, tworzą świat jakiś.
11259:  Dla mnie takim ulubioną różnicą jest porównanie... Widzicie, to zrobimy sobie to swoją drogą na live'ie może, bo zawsze chciałem się na ten temat wypowiedzieć, a trochę szkoda było mi na to całego odcinka.
11271:  Bo musicie mi o tym przypomnieć!
11273:  W niedzielę.
11274:  Chciałem porównać reklamę Multikina z reklamą Cinema City, oszkalować to drugie.
11280:  To pierwsze, reklama Cinema City właśnie wytwarza świat, tworzy fajną narrację, a reklama Multikina jest prymitywna i mówi kup pan fotel VIP.
11288:  I dokładnie to samo dotyczy ulotek, które nie działają, a poza tym lasy, wycinka, hello.
11293:  Po drugie, spamu, fizycznego spamu, który ja na przykład dostałem w skrzynce w bloku.
11299:  Mam taką stertę rzeczy, które wyrzucam i spamu cyfrowego.
11303:  Koszmar.
11305:  Zlikwidować.
11314:  Nie wierzę.
11320:  Nie wierzę absolutnie.
11335:  Dobrze, to ja wezmę utrzymanie minus 5% dla artylerii w takiej sytuacji, skoro nie mogę się poruszyć.
11340:  O Boże, Akendorf.
11341:  A nie, dobrze, Akendorf sobie możecie mieć.
11345:  Ta prowincja ma teraz trzy... Ta prowincja ma teraz trzy miasta.
11349:  Kiedyś było tak, że Karak Angazar był razem z Midalvongalbarak oraz Karakhirn.
11357:  Proszę, proszę.
11359:  Zmiany, zmiany, plany w planach, zmiany w zmianach.
11363:  Skaza drapacz tymczasem.
11364:  Powodzenia w zaatakowaniu góry Squiborn, która w tym momencie ma potężny garnizon i mury.
11369:  Powodzenia.
11372:  Ale filary Grunniego nie mają.
11377:  Gdzie teraz będzie mniej pieniążków?
11379:  Będzie o 16600.
11380:  Zawsze coś.
11384:  Ależ mamy uraz.
11385:  Wściekłość.
11386:  Włosy na podbródkach rozwścieczonych długobrodych zbielały jeszcze bardziej.
11390:  Z powodu powszechnego niezadowolenia zbiera się więcej zabójców, którzy chcą pomóc ukarać winowajców.
11397:  Marketingowcy robią to, co im góra każe i nie mogą nic więcej.
11399:  Jak nie chcecie mieć informacji marketingowych, wejdźcie na konto w aplikacji i odwołajcie zgody marketingowe.
11403:  Słuszna rada.
11405:  Słuszna rada, moi drodzy.
11407:  Co tutaj się dzieje?
11408:  Ja zawsze wszystko staram się odwoływać.
11410:  Trochę mnie... Ooo, dostaniemy Grombrindala, świetnie.
11414:  Za cztery tury.
11416:  Złości mnie tylko to, że są domyślnie zawierane zgody poza mną, tak?
11422:  Tego nie lubię bardzo.
11423:  Domyślnie powinno tej zgody nie być raczej.
11427:  Weźmy sobie tutaj przychody, niech ta prowincja będzie bogata.
11432:  Moje ulubione reklamy storytellingowe to te z gier mobilnych, gdzie każą wybierać między królowa a służącą, potem gracz musi tłuc potworki z liczbami, a na końcu robi głupi błąd.
11442:  Tak.
11442:  Ale one są skuteczne.
11444:  Później dzięki temu Head może robić materiały o różnicach między reklamami gier mobilnych, a samymi grami mobilnymi.
11451:  Opis Krzysztofa.
11452:  Gdzie opis Krzysztofa, Julko?
11454:  Chodzi ci o włosy na podbródkach rozświeczonych długobrody zbielały jeszcze bardziej?
11458:  Czy też długobrodzi są wściekli, żywią ogromną urazę i powtarzają, w ich czasach do tego by nie doszło?
11464:  Nie no, to jest, moi drodzy, profesor Nalaskowski albo Matczak.
11468:  Długobrodzi jeszcze wyraźniej wyrażają swoje poirytowanie, a ich pomruki niezadowolenia niosą się echem po twierdzach i podziemnej drodze.
11474:  To jest dobry opis naszych moderatorów.
11476:  Długobrodzi przyznają, że część uraz została pomszczona, ale przypominają, że wiele innych nadal domaga się pomsty.
11482:  To jest opis mojej promotor, która była w stanie o każdym dziele kultury wypowiedzieć się w następujący sposób.
11489:  Są tacy, którym się spodoba ten film, ale znajdą się też tacy, którym się nie będzie on podobał.
11493:  Ten utwór jest uznawany przez niektórych za wybitny, ale znajdą się tacy, którzy uważają go za mniej wybitny.
11498:  Myślę, że powinienem pisać recenzję, koniecznie, i te recenzje zawsze by wyglądały tak samo.
11503:  To jest film reżysera znanego ze swoich poprzednich filmów.
11507:  Niektórzy oceniają ten film za dobry, a niektórzy uważają, że jest on zły.
11510:  Byłby też świetnym copywriterem.
11512:  No tak, bez barwnego tekstu jesteśmy w stanie wrzucić dowolną liczbę słów kluczowych.
11516:  Niesamowita zdolność, muszę powiedzieć.
11518:  Nieprawdopodobna.
11520:  Moja promotorka była rabinem.
11523:  Jeden rabin powie tak, a drugi rabin powie tak, absolutnie.
11528:  Chyba wszystko, co mogliśmy zrobić, zrobiliśmy w tej turze.
11533:  Jedyne co, to nie wyposażyliśmy Thorgrima Strażnika Uras.
11536:  O, jeszcze tutaj mamy fajne rzeczy do zrobienia.
11539:  Obsydianowy amulet, świetnie.
11540:  Najgorsza rzecz, jaka istnieje.
11544:  O, a to jest niezły pancerz.
11548:  A, może być tylko dla Gromlindela, okej.
11551:  Wielka runa niechęci, wielka runa przejścia.
11555:  Okej, to jest okej.
11559:  Dobra.
11561:  Moim zdaniem to nie masz tak, że dobrze albo niedobrze, prawda?
11565:  Tak.
