🔴 Precz z Dragon's Dogma — HORIZON: FORBIDDEN WEST #2
🔗 https://www.youtube.com/watch?v=ey8tVacIRp8

202:  Wszystkie prawa zastrzeżone.
15159:  To przecież jest ostatnia komnata, w której cały czas w zasadzie trzeba lecieć, fruwać i odbijać się od pił tarczowych oraz kolców.
15166:  I jak widać jest to bezbrzeżnie proste.
15171:  Wystarczy tylko być speedrunnerem.
15173:  O, i przelecieć trzeba tak ładnie pod drugą piłą tarczową, jak się odbija od tamtej.
15179:  I jeszcze na koniec jest walka z bossem.
15181:  Ludzie są martwi o ciebie.
15211:  Lord Biały... Blady Król miał fetysz pił tarczowych.
15214:  Nie wiem, kim jest Blady Król, ale... Path of Pain jest przerażający.
15227:  A później dziesięć kolejnych podejść, umrzesz na początku.
15229:  Oczywiście, Atin.
15231:  Jeszcze mamy zebrać serce burzoptaka?!
15234:  Mało im tego?!
15239:  Stara beczka.
15245:  Eee, mam zielonego pojęcia, jak tam przejść.
15251:  A wydawało mi się, że Path of Pain jest trudne.
15253:  No nie no.
15257:  Tu nie ma autentycznej, znaczy teoretycznie można się tutaj chycić jakoś.
15262:  Uchwyt.
15263:  Aha, super.
15267:  Po prostu skacz?
15301:  No dobrze, a tak poważnie to co ja mam tutaj zrobić?
15308:  Uchwyt.
15311:  Jaki uchwyt?
15315:  Aaa!
15318:  Taki uchwyt.
15320:  Ten skacz ale szybko.
15327:  Puff of Pain jest opcjonalny?
15328:  I co z tego?
15329:  Oczywiście, że to i tak zrobimy, moi drodzy.
15331:  Czy to jak każdy boss w Dark Souls opcjonalny został przez nas pokonany, upokorzony?
15336:  Przecież Nameless King cholernie jest też opcjonalny.
15342:  Jest to potraktowane przez nas jako szmata, którą wytarliśmy podłogę.
15345:  Obrzydliwy Nameless King.
15347:  Z tą paskudną muzyką.
15357:  Horror i dramat.
15365:  Właśnie, nie ma czegoś takiego opcjonalnego, bo wszyscy są, wszyscy są do ogarnięcia.
15370:  Dobrze, trzeba iść na górę, a nie umiem.
15374:  Dobrze, podoba mi się, że jest troszeczkę większa swoboda, jeżeli chodzi o wspinaczkę, ale tylko troszeczkę.
15386:  Do czego porównywałabym opowiadanie z mechanickiego... Ogranicza.
15395:  Chryste Panie!
15400:  Wydaje mi się, że najbardziej do Agnieszki hałas, względnie do Feliksa Kressa.
15409:  No po prostu jakiś dramat, no.
15412:  I nie mogę wspiąć się tutaj w żaden sposób.
15416:  Może tutaj mogę?
15417:  Nie, nie mogę.
15419:  Nikt nie przewidział, że tutaj mogę spaść, tak?
15421:  Nikt nie przewidział.
15422:  Developer nie przewidział.
15424:  No dobrze.
15450:  Dziękuję.
15454:  Czego go do wóra mam zamiar grać?
15456:  Tego, który jest dostępny na PC.
15457:  To jest najprostsza odpowiedź zawsze.
15464:  Dobrze.
15465:  To jeszcze raz.
15468:  To jeszcze raz w takim razie.
15469:  Co robię źle?
15471:  Gdzie nie skaczę?
15474:  Dobrze.
15478:  White Key pisze, że jest ogłoszenie dla studentów w zakładce Edukacja Polistycznej Agencji Eskapistycznej, moi drodzy, link w opisie, wiecie co robić.
15488:  Kto nie skacze ten z policji, mamy wersję kto nie skacze ten z UJ-tu w Krakowie.
15500:  O!
15502:  I przy okazji jeszcze soczeweczka, świetnie.
15504:  Macie wrażenie, że... Aha, i mamy wrócić do niego.
15510:  Okej, okej.
15512:  Nie ma problemu.
15513:  Mam wrażenie, że można by było zrobić znacznie prościej.
15518:  Okej, okej.
15521:  I wracamy do Savonaroli.
15524:  How you doing?
15544:  Z drugiej strony, ostatnie chwile tego starca to było podziwianie rudowłosnej Aloj skaczącej jak gazela po skałach.
15556:  Ja myślę, że to jest najlepsze, na co może liczyć Emeryt.
15562:  Więc bardzo dobrze, moi drodzy.
15565:  Możemy wrócić do obozu Carge'a Zmierzchu i nie uwierzycie, użyjemy szybkiej podróży do tego.
15570:  Ale Krzysztof, to jest nieimersyjne!
15577:  Pierwsze co zobaczył, to to jak się zabija, tak.
15582:  Zainspirował się.
15587:  O, ja też spróbuję!
15589:  No i tak się to skończyło niestety.
15590:  Chodźcie, nie zróbcie tego trudnego.
15594:  Zobaczcie, jestem świetny, Jen.
15595:  To znaczy, jeśli macie szansę, to zróbcie to sami i oczyśćcie się.
15599:  Nie pozwolimy wam przejść, Aseram.
15601:  Gdybyście wybrali krew, to będzie na waszej głowie.
15606:  Nie jest to tak samo jak w szkole, że sprawia, że rzeczy są trudniejsze niż muszą być?
15612:  Okej, chłopaki.
15612:  Słyszeliście.
15614:  Aaaah, loyal!
15642:  A to te mięśnie, to skąd masz te mnie takie ładne mięśnie?
15648:  Jaki jesteś męski!
15653:  Jak się poradziłeś z tym ptakiem!
15655:  Popatrz, nie warto, ona już pochwaliła twoje mięśnie.
15667:  Wygrywałeś.
15668:  Hej, wszystko w porządku.
15669:  Nie potrzebuję tego zawodnika.
15672:  Ale te... ludzie... Potrzebują wszelkiej pomocy, jaką mogą otrzymać.
15676:  Chodź, chłopaki.
15677:  Muszę się zmienić.
15677:  Muszę się zmienić.
15679:  Aloj, znowu dziękujemy.
15680:  Przeciwko.
15697:  Magda M1 pisze, że dopiero wyzdrowiała i znów choruje.
15700:  Wszystkiego prozdrowotnego dla ciebie i jamniki ślę.
15705:  Znaczy może technicznie wrócić, ale potrzebujemy nekromantów.
15715:  Macie ich?
15727:  Dobrze, Aloj wreszcie mrugnęła.
15730:  Wpatrywała się w nią bardzo głęboko i nie mrugnęła ani razu oczętami swymi.
15759:  Czy zagrałbym w Little Nightmares 2?
15761:  Przeraża mnie Nightmares Lucy w tym tytule.
15765:  Moi drodzy, misja główna ambasada sama nam się pokazała.
15772:  A to znaczy jedno.
15781:  Idziemy robić misję główną.
15790:  Ja nie wiem.
15792:  Może oddaję zadanie z kolcogrzbietami?
15795:  CO WAM TO CO POWIEDZIAŁEM?!
15798:  Nie no, już przy okazji zrobimy.
15801:  Mamy punkty umiejętności większe, dobrze, bardzo dobrze.
15806:  Aaa, to niemożliwe!
15809:  Ambasada się nie nada... Co tu jest to?
15812:  65?
15812:  Co to jest to?
15812:  65 to jest to?
15815:  To nie jest to.
15820:  Tak, chyba tędy.
15823:  Wróć do dowódcy Nozara.
15826:  Nozarze!
15839:  Książki o światotwórstwie?
15840:  Building Imaginary Worlds, marka J.P.Wolffa, The Doom Boy.
15844:  I w razie czego, jeżeli chcesz jeszcze więcej, to polecam mój kurs o światotwórstwie, jest na platformie OpenAGH.
15853:  You shall not pass!
15854:  O nie, znowu ten kretyn.
15878:  Pan Val wraca, moi drodzy.
15881:  I ładuje się do naszej przygody.
15885:  Val, czekaliśmy na ciebie.
15886:  Tyle nie zrobiłeś.
15890:  Lebiega wróciła.
15894:  Rysław zaczyna Sekiro.
15896:  Ooo!
15897:  Ooo!
15899:  Wpadniemy w którymś momencie do Rysława.
15904:  Ale to musi być dobry moment.
15906:  Dajcie mi znać, jak będzie walczył z sową.
15908:  Ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha
15934:  Myślisz, że masz prawosławieść, żeby zamknąć tę drzwi w twarzy świętego Meridiana?
15939:  Co myślisz, że Slung King of Oz zrobi, kiedy usłyszy to, co zrobiłeś?
15942:  Promocjonizuje cię?
15943:  Zrób to, chłopie.
15944:  Użyj świata.
15959:  Między innymi World Anvil, czyli Kuźnia Światów.
15963:  Kuźnia... Kowadło Światów.
15965:  Ale Kuźnia Światów brzmi fajniej.
15970:  Przepuścili nas, moi drodzy.
15975:  Czy Krzysztof nadał kolegom Allura jakieś jamilcze pseudonimy?
15978:  Żaden nie zasłużył.
15980:  To jest pan Val.
15981:  Wali mnie to, co on myśli.
15987:  Kogo wolicie, Varl czy Paimon?
15988:  Varl.
15989:  Ok.
15989:  I jesteśmy na zakazanym zachodzie?
15993:  Popatrzcie, jak szybko.
15995:  I deliver.
16017:  Popatrzcie, jest nawet próg.
16020:  Chyba nas nie lubią.
16047:  Karja nie może być zaufana.
16050:  To nie jest... Zabierz Karję.
16052:  To nie ma nic do związania z nimi.
16053:  Muszę iść na wschód, by uratować życie.
16055:  Może nawet twoje.
16057:  Jedyne życie, które możesz uratować, są twoje.
16060:  Zwróć je... teraz.
16062:  Poczekaj!
16064:  Mówi o jednej rzeczy.
16070:  Nie jest Karją.
16075:  Ona jest Norrem z Zabawnego Wschodu.
16077:  I jeśli próbuje ułatwiać życie, powinniśmy nie słuchać.
16080:  Pozwól, żebym mu rozmawiał.
16081:  Jeden ostatni pomysł dla jednego marszałka, zanim go zabierze.
16087:  Niebezpieczna, czerwona Norra.
16105:  Musisz być tak zwanym zawodnikiem Meridianu.
16108:  Tylko Aloj.
16110:  Jestem bezwzględny dla Szaf.
16112:  Jedynie z Karja Eloj mogę zniszczyć armię Siedzącego Słońca.
16117:  Musisz mi spokoić, moi przyjaciele.
16119:  Tęskniki są wysokie.
16121:  Ta embacja jest delikatnym efektem.
16124:  Będą wracać do Ssundum.
16126:  To może pomóc uspokoić błyskawicze grzechy.
16131:  I teraz przyjeżdżasz... bezwzględny.
16134:  Nie jestem tu, żeby wywołać problemy.
16136:  Muszę po prostu iść na wschód.
16138:  Tak to mówisz.
16139:  Może mogę pomóc.
16141:  Ale muszę wiedzieć dlaczego.
16144:  Zgodnie z pewną pewnością, że nie przegapię tego.
16152:  Szeryf Fasza.
16153:  Nadrabiam czat.
16155:  W Emasmixu pisze, że się cieszy na streamu, że musiał sprzedać peceta, na który dzielnie zbierał, żeby pomóc tacie w rehabilitacji.
16160:  Mam niesamowity szacunek do ciebie za to, co zrobiłeś.
16163:  Naprawdę, to jest czyste dobro.
16167:  Krzysztof pisze... To jest coś, co powiedział bardzo mądry dr Hay na kanale Healthy Gamer, że prokrastynacja nie jest wtedy, kiedy przerywacie pracę, żeby odpocząć, tylko prokrastynacja jest wtedy, kiedy chcecie się za coś zabrać i to jest zmora perfekcjonistów.
16184:  Nie możesz myśleć, że zrobisz to idealnie, że zrobisz to świetnie, tylko po prostu chodzi o to, żeby zrobić jakiś mały fragment tego.
16190:  Im więcej takich fragmentów będzie za Tobą, tym lepiej i tym łatwiej się wtedy za to zabrać.
16193:  Nie możesz myśleć o pracy konkretnej, jak o jednym projekcie wielkim, który nad Tobą ciąży, tylko raczej wydziel z tego jakąś część, która jest dla Ciebie najłatwiejsza, nigdy nie najtrudniejsza.
16203:  Bo mówi się nam, żeby wpierw zrobić to, co jest najtrudniejsze i potem będzie łatwo.
16205:  Gówno prawda.
16206:  Rób najłatwiejsze rzeczy, bo to daje Ci strzały dopaminowe,
16210:  a my w tym momencie musimy wszystkie reguły pracy przepisać na to, co się teraz dzieje, ponieważ my potrzebujemy strzałów dopaminowych.
16216:  Im więcej ich będzie, tym lepiej, więc wykonanie szeregu łatwych rzeczy z danego trudnego projektu jest w tym momencie dla naszych mózgów lepsze i efektywniejsze właśnie z uwagi na to, że przyzwyczaiły się do tego, że dostajemy krótkotrwałe strzały dopaminowe z bardzo prostego powodu, tzn.
16232:  my potrzebujemy tego, tak, wygrałeś, idziesz dalej, nie?
16236:  Jak się znalazłeś w Tanakthu?
16237:  Jest to sporo historii, ale nie szybka.
16262:  Choć wierzę, że nikt z nas nigdzie nie idzie, zanim odbędzie się embacja.
16265:  Jesteś pewien, że chcesz to usłyszeć?
16268:  Mam nadzieję, że mamy czas.
16272:  Bardzo dobrze.
16273:  Walczyłem z radzymi królu Słońca, kiedy przyjechali do wschodu.
16276:  Mam nadzieję, że... ...moderuję ich najgorsze impulsy.
16280:  Tak?
16282:  Nie udało mi się, oczywiście.
16295:  A Reddell pisze, że tak sobie odczućmy rozdział licencjatu.
16303:  Pisze się o wiele lepiej.
16304:  Czuje się o wiele lepiej.
16305:  Lepiej zacząć od końca.
16307:  Tak, jeżeli to nam odpowiada, to tak.
16310:  Ja pamiętam, że jak właśnie pisałem większe prace książki i tak dalej, to miałem taki jeden rozdział, który chciałem napisać i niepotrzebnie odwlekałem jego napisanie i potem mi się go pisało gorzej.
16318:  Mi się pisało wtedy, gdybym się za niego od razu zabrał.
16323:  Myślałem, że byłem na pewno umarł, więc odwiedziłem się w przerywne rozwiązania.
16327:  Więc kiedy spotkałeś się z szefem Tanakth, zrobiłeś coś przerywnego?
16333:  Zostawiłem się otwartej oczy, jak ten Tanakth się rozprzestrzał.
16336:  Słyszałem krzyki na temat jakiegoś rodzaju testu pod kątem, który podziwiają.
16341:  Więc, kiedy mnie zablokowali pod kątem Hikaru, prosiłem o to prawo, które nazywa się Kulrutem.
16347:  Myślałem, że wygranie mogłoby zaprosić o wyzwanie, o życie, albo nawet o wolność.
16361:  Nie mam pojęcia, Viridian, dlaczego Scenius Christ za nas w playliście stał maturgą.
16364:  Muszę pamiętać, żeby to zmienić.
16366:  Hell over, witamy Obi-Wan bez nogi.
16372:  Dlatego nie Dragon's Dogma, że alternatywą nawet byłoby skrobanie odbytu żyletką.
16379:  I to wciąż byłoby przyjemniejsze.
16381:  Powiedziałeś, że Kulrut jest testem Tanaqa przez kombat.
16384:  Tak.
16384:  Ale to nie jest zwykły test.
16386:  Nie wyrzuca mężczyzn przeciwko innym, przynajmniej nie od razu.
16390:  Zamiast tego kombatanty walczą nad maszynami w wielkiej arenie, a tylko najwyższe odbywają się.
16398:  Wierzę mi, że to nie jest łatwa rzecz, żeby starać się w napięcie maszyny, podczas gdy tysiące wokół ciebie śpiewają z bólu.
16406:  Wiem więcej o tym niż mężczyźni.
16409:  No to masz mój respekt.
16412:  Tak jak ty, przeżyłem przez to, by uznać moją wyzwanie.
16416:  Miałem nadzieję na wolność, ale... To nie było na ofercie.
16421:  Tylko służyłem do szefów.
16425:  O nie, o nie.
16427:  Jeszcze jest poważne pytanie wcześniejsze od Grywego Dziada.
16430:  Nie wiem, jak opanować strach przed przegraną życiem roboty.
16432:  Dałem sobie rok czasu na naukę programowania, drugi dzień nic nie zrobiłem, bo nie rozumiem materiału i ściana.
16437:  Najlepiej byłoby się skontaktować z kimś, kto to ogarnia i poprosić o wytłumaczenie, a jeżeli nie możesz tego zrobić, to spróbuj do tego właśnie podejść od innej strony.
16444:  Jeżeli jakiegoś fragmentu nie rozumiesz, to zrób inne rzeczy wokół tego.
16449:  I postaraj się zabudować sobie wiedzę w innych obszarach i bardzo możliwe, że w którymś momencie przez przypadek, totalny przypadek, bo zwykle się tak dzieje, natrafisz na coś, co ci pomoże rozbić tamtą ścianę, przed którą trafiłeś.
16460:  Generalnie zawsze to jest najlepsza rada, jeżeli zapotyka się na ścianę, absolutnie nie ma co się przez nią brute force'ować i walić głową o tą ścianę.
16467:  Trzeba zacząć robić coś innego i żeby zająć mózg.
16473:  Zostałeś służącym, który nie jest szefem.
16476:  Zabudowcy Kulrutu muszą służyć szefowi jako marszałowie.
16479:  Powiem tak, że jak na zakazany zachód, to szeryf Fashaf, który brzmi niebezpiecznie jak faszysta, jest bardzo sympatyczny.
16484:  A popatrzcie, jak grzecznie czekają, aż skończymy rozmowę.
16489:  Nawet nie chcą nas zabić.
16508:  Wydaje mi się, że to jedna z sposobów, by z tym poradzić.
16511:  Jak możecie zauważyć, władza to język narodowy Tenardów.
16515:  Aby przetrwać, musiałoby się to ukształtować.
16519:  Prawda jest, że Karza też mówi o tym.
16522:  Więc ty wciąż jesteś Carja?
16523:  Część mnie?
16524:  Tak.
16524:  Zawsze.
16553:  Być okrzyczą popijając koktajl z te... Tego się nie da przewrócić, naprawdę.
16559:  Nie wiem jak wam tego zaprezentować, ale teraz... Waliłem w bok kubka, który się nie przewrócił.
16582:  Mówię z perspektywy programisty z długim doświadczeniem, pisze Wiewiórka, jak stajesz przed ścianą, rób rzeczy wkoła, jak Krzysztof powiedział, informatyka jest spójna, rzeczy w niej są podobne do siebie.
16588:  To też jest ciekawe, co mówisz, bo mnie się to sprawdzało totalnie w innej dziedzinie, to znaczy wtedy, kiedy nie mogłem zrozumieć czegoś z filozofii i zwykle wtedy stwierdzałem, a dobrze, pieprzyć to, poczytałem sobie rzeczy wokół i nagle miałem takie olśnienie i eurekę.
16604:  Zaraz, zaraz, zaraz, czy to czasem nie chodziło o to?
16606:  Cofałem się wtedy do tego, co mi sprawiało trudność i zupełnie jak w solcach, nagle się okazywało, że ten przeciwnik był prosty.
16613:  Tak mam takie wrażenie, ale myślę, że to jest głównie z uwagi na to, że japońskie gry są specyficzne i nas ta egzotyka może pociągać i z tego względu może mamy lepszą imersję, a w przypadku gry stworzonej zgodnie ze standardami zachodnimi inaczej na to patrzymy, bo to jest bardziej znajome.
16640:  Taka moja robocza hipoteza.
16641:  Karga mówi o Hikaru, jak gdyby był monsterzem.
16645:  Karga czuła się skomplikowana, by go zdemonować, tylko dlatego, że wyskoczył go z piłki.
16651:  Jest prawdą, że jest ostrożny.
16654:  Kiedy najpierw zostałem przed nim, myślałem, że będzie mnie żył.
16657:  Ale on nie jest błyskawiczny, tak jak był Mad Sun Kingem.
16659:  Myślę, że jeśli byłbyś wystarczająco szczęśliwy, żeby się z nim poznać, jak ja byłem, znajdziesz, że on tylko chce najlepszego dla swoich ludzi.
16669:  Niewywracalny kubek został pierwszy raz przewrócony.
16672:  Nie.
16673:  Dobrze, ja wam to muszę pokazać.
16674:  Znaczy, ja nie mam wam tego jak pokazać, w związku z powyższym pierwszy raz na tym kanale obejrzymy sobie fragment filmu z Unbox Therapy odnośnie do kubka.
16683:  Jeżeli ja go znajdę oczywiście.
