🔴 Ser w Koloseum | HOLLOW KNIGHT Livestream #13
🔗 https://www.youtube.com/watch?v=ZsDHsb9ogrg

38:  Bapa nada.
13535:  o dziękuję to jest ten mod więc przeczytam jeszcze raz złodziej uliczny pisze hitboxy są bardzo podobne do obrazka w grze nie
13559:  Wow.
13568:  Ja może jeszcze dla pełnej precyzji zniknę.
13576:  Okej.
13577:  To może tyle w temacie.
13580:  To może tyle w temacie.
13587:  Jest bardzo prosta sprawa, teraz mówiąc już na poważnie, tak?
13590:  Jeżeli chcemy gracza nauczyć, że hitbox jest inny, to po prostu konsekwentnie go projektujemy w taki sposób, żeby był inny.
13597:  Dobrym przykładem tego są wypady, które są w Dark Souls te do przodu, nie?
13602:  Mieczem człowiek się uczy, okej, muszę w to rolować, będzie w porządku.
13606:  Jak dotrzeć do Ula?
13607:  To jest pytanie.
13609:  Mam wrażenie, że znowu do King's Station.
13613:  Ej, a my możemy wziąć tramwaj do Ula?
13616:  Chyba możemy.
13620:  To ja, to ja wezmę Dreamgate jeszcze raz.
13628:  Mmm.
13629:  Ja się wyślełem na tłumaczenie Ulkiora z bardzo prostego powodu.
13632:  Nie lubię, nie lubię komentarzy, które są niekonkretne, tak?
13635:  To znaczy, jeżeli ktoś sobie rzuci jakiś take w rodzaju takiego, to czasem mam taki dzień, że na to zareaguję.
13644:  I reaguję na to dokładnie w taki sposób, to znaczy konkretami.
13652:  Dobrze.
13654:  Mam wrażenie, że cofnęło mnie daleko od Dream Gate, ale może się mylę?
13658:  Chyba, że to jest jakieś inne oznaczenie?
13660:  Co to jest za oznaczenie?
13666:  Swoją drogą...
13672:  Oj, nie lubię tego miejsca.
13673:  Dobra.
13679:  Nie, te hitboxy nie są dokładnie takie jak kontur przeciwnika.
13683:  Mogę ci wyry... Kontur przeciwnika to jest kontur przeciwnika.
13685:  No, a koło Hollow Knighta masz, to jest kontur przeciwnika.
13688:  To jest kontur naszej postaci, ściślej mówiąc.
13690:  To jest kontur.
13690:  To jest dosłownie definicja konturu.
13697:  Eee... Aaaa!
13699:  O mój Boże.
13701:  Czy ja tam kiedykolwiek zejdę?
13703:  No tak.
13705:  No dobrze.
13708:  Ja nie znam tego miejsca.
13710:  Czy ja tu kiedyś byłem, czy nie byłem?
13711:  Eee... No bo przynajmniej tu są przeciwnicy.
13720:  Kiedy zakończę, ja próbuję zrobić... Nie mam zielonego pojęcia.
13727:  Ale to prosta sprawa, złodziej uliczny, po prostu jeżeli widzisz, że coś jest nie tak, to powiedz konkretnie, nie?
13732:  A nie w enigmatyczny sposób, że wiesz, są słabe take'i, no to wiesz... Co ja mogę z takim komentarzem zrobić?
13740:  Nic nie mogę zrobić, wiesz, no... Dlatego się ustosunkowuję grzecznie, choć mógłbym niegrzecznie, prawda?
13746:  Prosta sprawa.
13749:  Wydaje mi się, że na tym też polega kultura dyskusji, że jeżeli się nadziewamy na komentarz jakiejś drugiej strony, to potem nie mamy pretensji do drugiej strony, że zareagowała, tylko jakby autorefleksja, tak?
13759:  Wtedy wchodzi jakaś.
13760:  Chyba tędy jest tramwaj.
13764:  Tędy.
13769:  Czy biłem się z Invincible, Fearless, Sensual, Mysterious, Enchanting, Vigorous, Diligent, Overwhelming, Gorgeous, Passionate, Terrifying, Beautiful, Powerful, Grape, Result?
13777:  Nie.
13780:  Nie, nie, znaczy próbowałem raz.
13784:  O tej ławeczce pisała Nadia.
13785:  Okej, ale ona była trochę dalej, wiesz?
13787:  Ja bym sobie nie poradził z nią.
13788:  Insekt.
13800:  A to, że jeżeli chodzi o dash, to była moja wina, to absolutnie, moi drodzy, tylko że pamiętajcie, że jak jest nowy przeciwnik, bo to jest może coś, czego nie wyjaśniałem, jak jest nowy przeciwnik wprowadzany, to jedyny input, jaki wy macie do dyspozycji, to jest ten nieszczęsny kontur.
13815:  To jest jedyne, co wiecie, a równocześnie to nie jest tak, że w tej grze zawsze jest dokładnie taki sam dash, ponieważ można go wydłużać.
13823:  Na najróżniejsze sposoby.
13824:  Są talizmany do wydłużania dasza, jest sposób na wydłużenie go, zresztą to było w Path of Pain, jeżeli się podskoczy i tak dalej.
13831:  Więc to nie jest tak, że on zawsze jest taki sam.
13834:  Dlatego też ciężko jest, jak się widzi nowego przeciwnika, wymierzyć to idealnie i brak precyzji ze strony gry z mojej perspektywy przejawia się właśnie tym, że sam kontur nie wystarcza.
13847:  Trzeba tej dodatkowej wiedzy i paru śmierci, żeby się zorientować, a, okej, okej, ten kontur tak naprawdę nie jest konturem.
13856:  Nie macie wrażenia, że powinniśmy podróżować?
13861:  Czy ja już się przeniosłem?
13868:  Nie zarejestrowałem tego.
13870:  W Deepness jest jeszcze płomień anima walki.
13872:  No dobra, dobra, ale trzeba przejść do ula jeszcze.
13880:  Widzicie?
13880:  Macie przykład różnicy dasha.
13884:  Nawet jak krótko się ciśnie, to jest krótszy.
13889:  Jak długo się przycinie, dłuższy i tak dalej.
13893:  No na przykład, gdyby gra po Shadow Dashu wypychała za przeciwnika, tak jak pisze Podwodnobrody, na pewno to byłoby wygodniejsze dla gracza.
13900:  I nie zgodzę się z tym, że byłoby łatwiejsze.
13903:  Właśnie nie, byłoby wygodniejsze, to znaczy nie trzeba byłoby się zastanawiać nad tym, co gra ma na myśli.
13910:  A ja niestety się muszę zastanawiać nad tym, co gra ma na myśli.
13913:  I to zauważcie, po tylu godzinach.
13915:  To jest strasznie długo.
13917:  Czy God of War Ragnarok ma być na PC to od razu z dodatkiem Valhalla?
13920:  Tak!
13921:  Tak, tak, Szymonie, ma być i to mnie bardzo cieszy.
13926:  Gdzie, gdzie ja spadłem?
13927:  Ja idę do góry teraz, tak?
13928:  Nie na dół.
13931:  Do góry, dobra, czyli tędy.
13933:  Czy ja tutaj byłem?
13935:  Czy ja tutaj byłem?
13937:  Nie!
13942:  Nie byłem tam.
13944:  Znaczy, Wojkrzyja, nie mam zielonego pojęcia, jakie zakończenie próbujemy zdobyć, ale fajnie byłoby takie ostateczne, nie?
13951:  Ale nie wiem, czy do ostatecznego nie jest potrzebne Path of Pain, więc z tym się mogę pożegnać, na razie przynajmniej.
13958:  Chyba, żebym sobie zrobił taki osobisty challenge i stwierdził, kurczę, może by poświęcić całe wakacje na to, żeby się nauczyć Path of Pain.
13970:  140 godzin w grze, a właśnie wciąż są miejsca, gdzie mnie nie było, być może dlatego, że moje 140 godzin gry to jest nieustanne spadanie w miejsca, z których wyskoczyłem.
13979:  Być może dlatego.
13983:  Czy dodatek do God of War jest niedostępny na PS4?
13986:  Tego ci nie powiem, nie teraz.
13989:  Pop-up main odblokowuje dwa zdania w bestiarze, już nie jest do niczego potrzebny.
13992:  Good.
13994:  Ale obawiam się, że któryś z panteonów jest potrzebny do ostatecznego zakończenia.
13998:  A to chyba jest poświęcenie, na które nie jestem gotów.
14002:  Zostało ci jedno, które jest po Radiance?
14004:  Hahaha!
14005:  I dwa, które są po piątym panteonie.
14007:  No właśnie!
14008:  No w... Aaa!
14010:  To dlatego robicie te panteony?
14012:  A, okej, to ja już wszystko rozumiem.
14014:  Czy ja wreszcie wyskoczyłem na samą górę?
14017:  Tak.
14019:  Jesus Christ.
14027:  Okej.
14033:  To jest niewątpliwie Ul.
14035:  Ul pamiętam.
14036:  Ul jest jedną z piękniejszych lokacji, jaka istnieje.
14040:  Niżej?
14041:  Faktycznie jest niżej wejście do Ula.
14047:  No to ja wiem, ta mapa była rysowana tak jak te hitboxy.
14050:  To był ten sam artysta, który stwierdził, że właśnie ja mam pomysł.
14055:  Ja mam pomysł, bo wiecie, ja mam takie ultraprecyzyjne narzędzie, którego używałem do rozrysowania hitboxów i w sumie to jest mapa, nie?
14065:  Idealnie, zróbmy taką.
14067:  I na to projektanci powiedzieli, jezu tak, James.
14072:  James, absolutnie.
14074:  Przecież myśleliśmy nad tym, w jaki sposób to zrobić, godzinami.
14078:  I nie mieliśmy pomysłu jak.
14082:  Ale teraz już wreszcie wiemy.
14084:  Tak jak ja nie mam pomysłu, jak tam wskoczyć.
14089:  Nie macie wrażenia, że to powinno być gdzieś tu?
14092:  Nie, to jest trochę wyżej.
14101:  No przecież tu nie ma wejścia!
14107:  Tu się nie da wskoczyć!
14113:  Nie otwarłem wejścia od wewnętrznej strony?
14115:  Żartujecie sobie.
14120:  Okej.
14122:  To wiele... To wiele wyjaśnia.
14128:  To wiele wyjaśnia.
14134:  Gdybym ja wiedział, że ten quest był potrzebny do zrobienia... Gdybym otworzył to przejście Nie pamiętałem, że ci przeciwnicy wybuchają
14157:  To jest typ gry, w której się świetnie ogarniam.
14159:  Ja bym psychy w to grać.
14160:  Ja też nie mam psychy w to grać.
14163:  Ale gram!
14165:  Ponieważ Hollow Knight mi się we wszystkim podoba.
14170:  I to jest to piękno.
14175:  Team Cherry to Ari, William i Jack.
14176:  Żadnego Jamesa tam nie było.
14178:  Okej.
14179:  Ale ja nie sądzę, że to Ari, William i Jack zrobili.
14182:  To zrobił kuzyn Williama, który się nazywa James, który opanował wyłącznie Paint'a i miał takie... TATO!
14189:  Tato, porozmawiaj ze swoim bratem!
14193:  Bo ja bym chciał coś w tym Hollow Knightzie zrobić, no.
14196:  I on tam poszedł do niego i powiedział, jak to było, William, William, słuchaj, bo syn mi truje dupę.
14202:  No on umie tylko w pęcie, ale proszę cię, no znajdź się tam dla niego, słuchaj.
14207:  Pojebało ci się, ja w ogóle nie mam, to jest, to ma być gra dekady, ja nie mam takiej możliwości, żeby tam twojego synalka jeszcze dawać.
14215:  Nepotyzm.
14216:  On mówi na to, ale William, no daj, nie daj się prosić, bratem twoim jestem.
14220:  Powiedział, no dobrze, niech będzie w takim razie.
14223:  Zrób te hitboxy i mapy, okej?
14226:  I było zajęcie, tak Więc tak to wyglądało, moi drodzy Ja już to wszystko... Ja to po prostu zobaczyłem Zobaczyłem to, jak...
14235:  Jak staruszka widzi portret świętego Antoniego w Robczycach, o ile istnieje taka miejscowość, w tym momencie ją wymyśliłem, może istnieją Dobczyce?
14245:  Dobczyce istnieją, Robczyce chyba nie, ale Robczyce wymyśliłem dlatego, żeby nie wzięło na robacza analogię.
14252:  Czy to jest, czy to jest wiel... Dlaczego mnie atakuje wielki penis?
14256:  Nie, to jest żądło, ale naprawdę wygląda jak wielki penis, no jak słowo daje, się wywierca.
14263:  Robczyce też istnieją, no popatrzcie.
14269:  Pantony masz mało?
14270:  Ale, ale tak, ale masz szansę.
14274:  No to to mi przypomina mem.
14278:  Eee...
14285:  To mi przypomina mem z Jamnikiem.
14287:  Jest bardzo, bardzo wiele takich memów z Jamnikiem.
14292:  The chances of being killed by a Dachshund are very low.
14301:  Ale nigdy nie mamy pewności.
14303:  Nigdy nie mamy pewności.
14306:  Twierdzicie, że to nie był penis, tylko to był bad plug.
14309:  Dlaczego nie odtworzyłem tego w całości?
14311:  Proszę bardzo, odtwarzam w całości.
14313:  Never zero!
14316:  To jest tak z tym Pantheonem u mnie.
14320:  Myślę, że tu jest za dużo tych dziwnych.
14341:  Bo ja mam takie wrażenie.
14343:  To jeszcze... Zapomniałem, że to... Ach, on wydala je.
14346:  Dobrze.
14347:  Teraz rozumiem, co mnie zabija cały czas.
14354:  Dobra.
14356:  Uczeń poprawnie rozpoznaje narządy płciowe organizmów, nie inaczej.
14362:  No to jest ciekawe, że robczyce istnieją.
14363:  Dobczyca jest chyba niedaleko Krakowa.
14365:  Amelia Bong pisze, że dzisiaj widziała jamnika takiego jak sąsiad.
14370:  Takiego jak ten.
14371:  To mój sąsiad wakacyjny.
14373:  Proszę bardzo.
14374:  To jest... Strzeż się.
14376:  Nigdy, nigdy nie wiadomo, nigdy nie wiadomo, czy nagle ten jamnik nie chce Cię zaatakować.
14383:  Jedyne trudne pantone do czwartej, piątej.
14384:  To zabawne, ponieważ właśnie je trzeba...
14391:  ponieważ to właśnie je trzeba ukończyć, żeby mieć dobre zakończenie.
14395:  Robczycy są pod Rzeszowem.
14399:  Kto je pomyślał?
14400:  Pozdrawiam wszystkich z Robczyc.
14403:  O nie, znowu penis, znowu penis.
14417:  Niepokoi mnie to miejsce.
14418:  To miejsce wygląda jak zaprojektowane przez Slanesha na tym etapie.
14429:  Skimmy Krzysztofa Sloneta to the horribly slow murderer with the incredibly inefficient weapon.
14436:  To jest prawda.
14445:  Nie, to jest jakiś absurd to, co tu się dzieje.
14448:  Hive to był dodatek?
14449:  O, dobrze wiedzieć.
14456:  To znowu on, dobrze.
14459:  O jakim absurdzie piszesz, Jaspike?
14465:  Dobrze.
14472:  Hype był chyba robiony, tak, przez nas w ostatniej kolejności, tak mi się przynajmniej wydaje.
14482:  Na egzaminie z historii kultury dostaliśmy zadanie o teść czy te płaszcze kompozytowe do sportu z którymi byli powiązani.
14486:  Oczekiwali wiedzy o tym, że Debis igrał w tenisa.
14489:  Co ja mogę powiedzieć na to?
14492:  Jest stały problem z durnymi testami.
14494:  Wszystkie testy są robione na zasadzie takiej, aha!
14497:  Zadam o coś pytanie, które nie będzie wiedział nikt, ponieważ to są jakieś głupie trivia.
14503:  To jest chore.
14505:  Dobrze, dobrze, dobrze, dobrze.
14509:  To ja tutaj zrobię w takim razie Dream Gate.
14515:  Można już oglądać Duel and Friends, jamniki nie wyglądają jak szczury.
14517:  I to są dobre wiadomości!
14521:  To są bardzo dobre wiadomości.
14523:  Teraz tak, musimy również znaleźć tutaj dużo przeciwników, żeby się nafarmić many.
14539:  Masz muzykę z ula na liście ambientowej, a to jest dobry pomysł swoją drogą.
14544:  Ostatnio ktoś powiedział, że nasz ambient jest niewystarczająco dobry.
14550:  To było na streamie z Q&A.
14552:  Że jest smutna jakaś ścieżka dźwiękowa.
14556:  Jak się nazywa ten ambient?
14557:  Wie ktoś może?
14558:  Bo ja go nie znalazłem.
14561:  Wiemy to.
14562:  Ul był od początku gry, ale nie miał bossa prosty i osoba talentu.
14565:  Dodano go dopiero w dodatku Lifeblood.
14571:  Zupełnie poważnie.
14574:  Potrzebuję tego.
14576:  Czy mam DVD lub Blu-ray?
14577:  Już dawno nie.
14583:  Tam jest dużo smutnych gałaków.
14584:  Ej!
14587:  Łez to i wiarołomstwo.
14589:  To są sympatyczne, solenne ambienta.
14595:  Na naszej liście Q&A-owej.
14597:  Kolona tkania ucieka sprawdzać kolosy.
14599:  Współczuję ogromnie.
14601:  O, o, o, o, o!
14604:  To było to miejsce!
14612:  Tak.
14615:  Tak!
14623:  Dobrze, dobrze.
14625:  Będzie mana, będzie mana.
14627:  Boże, ale to jest... Jak sobie pomyślę o tym, że będziemy musieli przechodzić przez ten koszmar przez cały czas, to mi się robi słabo.
14643:  Wiedziałem.
14644:  Tu dane w opisie playlisty z utworami, jakie są w tle, ale to są utwory właśnie Wojkrzy z tej gry, nie?
14650:  Ja bardzo bym chciał się dowiedzieć, jak się nazywa ten ambient, bo z radością bym go później odpalał.
14658:  Niezłamałe zasady oceniania projektu nastroja, pisze Kazia Kazanowska.
14661:  Grupa, która dostanie najlepszy wynik ma maksymalną liczbę punktów, a najgorsze zero.
14666:  Dla mnie ta pogoń za wynikami jest niezgodna z ideą nauki, no i masz rację.
14671:  To był wynik modelu uczenia maszynowego.
14680:  Zaczynam, zaczynam, mnie to już zaczyna smucić po prostu.
14683:  Matt Pattinson pisze, że rozmawiał ze studentami o głupocie testu i zrobił im test, tak przygotowany, żeby nie zdali, a drugi, który sprawdzał to samo, ale zdawany, byli zdziwieni.
14691:  Ale to bardzo mądre ćwiczenie, powiem Ci.
14694:  Polecam to wszystkim.
14695:  Możecie sobie nawet, wiecie, co możecie sobie zrobić, jeżeli wierzycie w testy?
14700:  Mianowicie, znajdźcie jakąś dziedzinę, w której jesteście naprawdę zajebiście.
14706:  I następnie spróbujcie zadać pytanie, ale trudne,
14709:  Tak trudne, żebyście wy ledwo wiedzieli, jak na nie odpowiedzieć.
14713:  Powiedzmy, że to jest jakaś rzecz, którą odkryliście i później zapominacie.
14718:  Schowajcie sobie ten test na pół roku.
14722:  Jak wrócicie do tego tematu, nie będziecie umieli odpowiedzieć na to pytanie.
14725:  I wtedy będziecie mieli dowód na to, że to pytanie jest zadane w taki sposób, żeby nie sprawdzać naszą wiedzę faktycznie, realnie, tylko jakieś trivia.
14732:  To jest... Można to zrobić samemu.
14733:  Ja to swoją drogą odkryłem wtedy, kiedy zrobiłem swój pierwszy test właśnie na potrzeby studiów.
14743:  Dramat absolutny.
14747:  Więc ten eksperyment Matt Petersona dobry, ale myślę, że właśnie każdy może go zrobić.
14755:  Dobra, skupienie, skupienie.
14763:  Nie wiem, że to będzie... nie jest specjalne odkrycie, ale ma takie ataki jak Grim, prawda?
14771:  Zauważyłem.
14776:  Rozwala mnie ten śmiech.
14784:  No i to było łatwiejsze, tak, zdecydowanie łatwiejsze.
14786:  Jak już człowiek widzi, gdzie jest jego słabość, gdzie leży jego słabość, to wtedy se można.
14794:  I po co mi był ten Dream Gate?
14798:  No i teraz jestem niezadowolony, że złożyłem Dream Gate.
14802:  No po prostu szlak może trafić człowieka.
14807:  Niemożliwe, że Krzysztof połączył fakty.
14808:  Czasem mi się to zdarza, ale generalnie wszyscy wiedzą o tym, że ja w mistrzowski sposób posługuję się logiką, zwłaszcza matematyczną.
14819:  Każdy z tych działań matematycznych, który się wyświetla w tej chwili na ekranie jest mi doskonale znany.
14824:  z tego względu, że moje neurony przez cały czas pracują nad tym, żeby przetwarzać informacje na temat rzeczywistości w liczby, w działania matematyczne i w równania.
14832:  Tylko w ten sposób myślę i ja wtedy dzięki temu jestem w stanie za każdym razem zgadnąć każdą rzecz.
14837:  Tylko myślę, że jak jest wyłącznie kwestią nie tego czy, tylko kiedy, kwestią czasu, zostanę poproszony przez chociażby, nie wiem, NASA, żeby rozwiązać jakieś problemy, z którymi oni się mierzą.
