🔴 Ścieżka bólu bez nadziei | HOLLOW KNIGHT Livestream #12
🔗 https://www.youtube.com/watch?v=Ti3O49kJYAY

28:  O nie...
11492:  Bardzo ładnie, myślę.
11498:  Krzysztof, ta gra jest turbo precyzyjna, po prostu musisz nauczyć się jej precyzji, bo to jest taka sowiecka precyzja, to nie jest taka precyzja, precyzja, tylko sowiecka precyzja, że ona jest precyzyjna tak po swojemu jest precyzyjna.
11520:  Nie było poza piłą, ponieważ istnieje w tej grze coś takiego i teraz to widzicie, nawiasem mówiąc, jak bouncing na boku piły.
11528:  I teraz macie dwa indykatory uderzenia.
11530:  Ciekawe dlaczego?
11531:  Dlatego, że jeden jest przy pile, a drugi jest pod nią.
11537:  Więc nie.
11539:  Nie szczytało.
11546:  No, no...
11552:  Teraz też miałaś Demini hitbox miecza, który nie dotykał ani jednej piły.
11560:  To jest tak, tak.
11561:  To jest tak dowcip Makłowicza o sowieckim przyrządzie do świecenia w dupie.
11565:  Co to jest?
11567:  Świeci w dupie i nie działa.
11569:  Sowiecki przyrząd do świecenia w dupie.
11580:  Ponownie spacer nie zadziała?
11586:  Ponownie.
11589:  Lak po krystal daszu.
11599:  Fajnie.
11605:  To by jeszcze było, że nie mieści się w dupiej niej świecie, ok?
11608:  Czy nawet gorzej.
11611:  Fajnie.
11611:  Eee...
11621:  Ale Krzysztof hitbox miecza nie trafia, mhm.
11627:  Meanwhile hitbox miecza dosłownie obok piły.
11635:  Izobeli alternatywą jest zapętlona muzyczka z Hollow Knighta.
11638:  Och.
11653:  Jezus Maria.
11654:  Za wcześnie.
11666:  Wiecie co jest zabawne?
11667:  Ja cały czas słucham muzyki z Path of Pain.
11669:  Ona mnie uspokaja.
11672:  Wbrew pozorom.
11673:  Wyobraźcie sobie jaki byłbym nieuspokojony.
11682:  Czemu jest tak... Czemu jest tak, że nie mogą te piły działać tak jak te cholerne robaczki, od których człowiek się odbijał?
11692:  Przynajmniej by nam tylko schodziła maska.
11696:  Trochę wygodniejsze to by było.
11698:  O!
11700:  Dawno nie było nie przyklejania się do ściany.
11715:  Na pierwszym etapie SOGUN siedziałem równo 6 godzin live'a, 4 godziny wcześniej mojego ćwiczenia i dzisiejszą godzinę.
11727:  Czyli 11 godzin zajął mi pierwszy etap.
11735:  I wciąż uważam, że jest najtrudniejszy.
11745:  To było okropne, po prostu okropne, okropne doświadczenie.
11750:  Najgorsze doświadczenie w tej grze dla mnie, całościowo.
11753:  Okropny etap.
11756:  Całkowicie do naprawienia jednym checkpointem, tak jak ten.
11765:  Jezus, nie po prostu.
11773:  Nie, ponieważ w tej grze nie jest tak, że wyrabiasz skin.
11780:  Zapomnisz controlsów i pamięć mechaniczna zniknie i natychmiast nie będziesz wiedział, jak to zrobić.
11788:  No też uważam, jestem magicu, że pierwsza etapa jest najtrudniejsza, więc wiecie, nie zrażajcie się, tak?
11793:  Potem już jest łatwiej.
11794:  Jeżeli lepiej sobie radzicie na przykład z ocenianiem czasu, ja fatalnie sobie radzę, widzę poprzednie momenty w grze, podejrzewam, że będziecie mieć tutaj mniej problemów niż ja.
11806:  No właśnie.
11810:  Ja już myślałem, że byłem przy ścianie.
11817:  Nie, latające fruwadła dalej są beznadziejne, ale przypominam, że latające fruwadła nie cofają nas do początku, tak?
11824:  Jak w nie trafimy.
11825:  Natomiast piły nas cofają do początku.
11829:  Czy grałem w Dead Cells?
11830:  Nie, nie grałem.
11837:  W grze slow-mo nie działa na nas.
11839:  To jest ciekawe.
11840:  Działa na... To jest trochę tak jak w God of War.
11842:  Slow-mo działa na przeciwników.
11846:  Tutaj slo-mo polega na tym, że ja nie mogę wykonywać żadnych ruchów.
11850:  To jest slo-mo.
11853:  Więc technicznie to są powolne ruchy, skoro nie można ich wykonywać.
11860:  Dobra.
11862:  Raz.
11865:  Jezus, no trzy razy wcisnąłem tę jebaną spację, no naprawdę!
11875:  Jakub, to ja pyta, czy myślałem, żeby napisać książkę fantasy?
11877:  Nie, tak samo jak nigdy nie myślałem, żeby zaprojektować gry.
11880:  Drogowskaz nie musi iść do miasta.
11887:  Wręcz przeciwnie, uważam, że babacze, którzy równocześnie, na przykład badacze literatury, którzy są pisarzami, mają konflikt interesów.
11898:  Uważam też, że jeżeli ktoś zaczyna projektować gry, to ma konflikty interesów.
11902:  Zacznie na przykład... Różne praktyki biznesowe, które są stosowane w branży, przesłonią mu to, co jest najważniejsze w grach, czyli graczu.
11911:  Niestety znam parę takich przykładów.
11913:  Oj, znam.
11922:  Spróbuj pogoda zamiast spacji, bo nawet skok ze skrzydełkami jest taki opóźniony.
11926:  Wiem, że jest opóźniony.
11931:  To nie jest to, że ja się nie nauczyłem, ani może jest chwila bezwładu, to, że po pierwsze jest to chwila, czyli to jest niezdeterminowana liczba sekund, która jest za każdym razem inna, to jest jedna kwestia.
11941:  Dwa, to nie jest problem, żeby wyjść z bezwładu w sytuacji, gdy masz półkę skalną pod sobą, ale w sytuacji, gdy masz pędzące tarcze, jest już to problematyczne.
11959:  Rachunek prawdopodobieństwa mówi, że gdyby to była moja wina, to co się dzieje z tym Crystal Dashem, to by się zdarzało to regularniej.
11970:  Natomiast to się zdarza totalnie nieregularnie.
11974:  Tutaj na początku tej sekcji.
11975:  Niesamowite.
11982:  Nie przykleił się do ściany.
11984:  Coś mi to przypomina.
11985:  Już wiem co.
11986:  Pierwszą sekcję.
12015:  Widzę, że teraz będziemy mieli powtórkę z nie przyklejania się do ścian.
12021:  Fajnie.
12035:  Ktoś z Fallouta New Vegas miał dobre podejście przy projektowaniu gry podczas balansu broni, odsunął tabelkę ze statystykami i zaczęli robić na czuja, by broni stawiały przyjemność.
12042:  O, nie balans, ale przyjemność.
12045:  To jest rzecz, którą trzeba byłoby rozpropagowywać wśród wielu projektantów gier dzisiaj, którzy są zobosesjonowani na punkcie balansu.
12053:  Wspomnijcie moje słowa, że w Warhammerze Total War 3 wszystkie jednostki, przy których piszczałem jak pensjonarka XIV-wieczna z zachwytu, zostaną znerfione i nie będą już przyjemne.
12069:  Zacznę od sterowców.
12072:  Sterowce są przepotężne, absolutnie.
12088:  Ja po prostu chciałbym widzieć, co ja robię źle na tym etapie, bo ja już się poddaję.
12096:  Czyli festiwal lagów w Inputzie jest tutaj taki, że ja autentycznie już nie wiem.
12129:  Tak!
12130:  Jezus, nareszcie!
12136:  Jezus... Widzicie różnicę między tym etapem, a wcześniejszymi?
12149:  Tak nie wygląda człowiek szczęśliwy, któremu się udało.
12153:  Ale na człowiek, który wie, że wygrał dzięki RNG.
12158:  Chwała Bogu.
12164:  Jezus Maria.
12166:  To był teraz najgorszy.
12170:  Teraz by zapomniał pociągnąć dźwignię.
12171:  I teraz tak.
12173:  Podobno jest tak, że teraz ja mogę tutaj wyskoczyć.
12179:  Aaa.
12181:  I również można z tego pierwszego etapu przejść tu.
12187:  W razie czego?
12189:  Dzięki, Szynszyl, za wsparcie.
12190:  Od 8 miesięcy gratulacje.
12192:  Trzeba było pożyczyć i nadzieję się udało.
12194:  Co mi się stało w czoło?
12196:  Szafka.
12199:  Jeśli wywalisz na łatkę, możesz zdjąć mi odek.
12201:  Już ci się nie przyda.
12203:  Tak?
12208:  Dlaczego uważacie, że mi się nie przyda?
12215:  Teraz będzie łatwo.
12218:  Okej.
12227:  Teraz jest chórek.
12233:  I tak nie używasz miątku?
12234:  Oczywiście, że używam.
12237:  Teraz już zawsze będziesz mieć leczenie ze statuły?
12241:  A w tym sensie... Aha!
12245:  Charles Whiteley dowiedział się, że w B4-7 znerfili Arlecchino, wolniej zdobywa energię.
12250:  Ostrzegałem?
12251:  Ostrzegałem?
12253:  Jak coś sprawia przyjemność, to to nerfią.
12282:  Ok.
12282:  Ok.
12285:  Ok.
12285:  Teraz będzie trzeba wyczuć miejsce, w którym trzeba się od tego odbić.
12303:  Aaa, da się, da się, da się, da się, da się, da się.
12308:  Nie masz na to wskoczyć.
12309:  Mogę na to wskoczyć.
12311:  Pod ścianą są kolce, będzie mi stamtąd ciężej.
12315:  Chyba.
12317:  Mówicie, żeby tędy iść?
12324:  O mój Boże... Nie, to jest pierwszy etap.
12333:  To jest pierwszy etap.
12336:  To jest pierwszy etap, po prostu.
12338:  All over again.
12355:  Nie mam pojęcia co tu trzeba zrobić.
12356:  Mhm.
12368:  Wiecie co?
12369:  To ja może zrobię to, co wcześniej.
12371:  To ja może zrobię to, co wcześniej.
12374:  I odpalę to, jak ktoś to robi.
12377:  Proszę bardzo, moi drodzy.
12378:  Tego jeszcze nie było.
12380:  Tego jeszcze nie było.
12381:  Jeszcze będzie jamnik.
12398:  Co jest z fokusem?
12399:  Fokus!
12400:  Hokus fokus.
12407:  Dwa skoki, skok w lewo, dasz i skok na ścianę.
12419:  Mhm.
12419:  Mhm.
12422:  Bliżej nieokreślony podcast popkulturowy.
12425:  Cóż za wspaniała nazwa.
12428:  Pokonałem przeklęty fragment, ale teraz jest gorzej.
12433:  Aaa, daj się, daj się, daj się, daj się.
12435:  Okej, okej, okej, okej, okej, okej, okej, okej, okej, okej.
12447:  Co to jest?
12450:  Eee...
12456:  Uczyłam się statystyki i widzę, że nie tylko ja walczyłem.
12458:  Tak było, just to say, tak było.
12463:  Ale to jest ekstremalnie trudne.
12464:  Czy chciałbyś rozwinąć myśl o konflikcie interesów w momencie, gdy np.
12470:  badasz literaturę i chcesz napisać dobrą książkę?
12472:  Zaniepokoiło mnie to.
12474:  Wiesz co, SpaceCat, już ci tłumaczę, tzn.
12476:  jak się popatrzysz na różnego rodzaju, no nie wiem, pisarzy, którzy są nazywani twórcami profesoren Roman, na przykład Stefan Chwin, albo... Nie wiem, jak ona się nazywa.
12490:  To też jest znaczące, bo to nie są znani ludzie.
12495:  Inga Iwasiów, albo Izabela Filipiak, albo...
12500:  Kazimierz Czuka.
12502:  To są wszystko pisarki, literaturoznawczynie.
12506:  I bardzo często się też zdarza tak, że ludzie wykorzystują różne wtyki, wiesz, w penklubach i innych miejscach, żeby być wydawanymi, żeby mieć tłumaczenia, to się nie sprzedaje, ale wiesz, jest klika, więc...
12518:  Ja ci szczerze doradzam, jeżeli chcesz się trzymać z dala od kliki, to jeźdź na konwenty i spotykaj się z czytelnikami, bo charakterystyczną cechą tych ludzi, którzy są autorami profesjonalnych romanów jest to, że oni nie tworzą dla czytelników, oni tworzą dla siebie.
12530:  To się nazywa grafomania.
12532:  I spotykaj się we swoim gronie.
12534:  Wystarczy sobie porównać fanpage, wiesz, pisarza, który pisze dla czytelników, typu, nie wiem, Remigiusz Mróz, Marcin Sergiusz, czy ktokolwiek, z tak zwanym pisarzem mainstreamowym.
12543:  Zobaczysz od razu różnicę, więc jeżeli nie chcesz być taki, to to raczej nie jest kwestia tego, że wiesz, że ojej, to muszę porzucać profesję, tylko to jest kwestia pilnowania się, żeby, wiesz, żeby na przykład nie potraktować awangardowych styli prowadzenia narracji, które znasz jako literaturoznawca, jako normę, której pożąda czytelnik.
12560:  Żeby jeszcze pokazać to bardziej obrazowo, jak masz gracza świetnego, e-sportowca, to on musi sobie zdawać sprawę z tego, że nie jest normalnym graczem.
12570:  I jeżeli będzie projektował grę, to musi ją zaprojektować pod normalnego gracza, a nie pod e-sport.
12576:  To jest trochę to.
12577:  Ale to jest trudne.
12580:  No snobawka wchodzi niektórym za mocno.
12581:  To może tak można to podsumować.
12586:  Więc tak samo jeżeli chodzi o projektowanie gier i badanie gier.
12589:  No tak jak mówię, znam ludzi, którzy na przykład potrafią bronić bez żadnej żenady mikrotransakcji, tak?
12596:  Dla mnie to jest zdrada stanu graczy.
12601:  Ja bym czegoś takiego w życiu nie zrobił.
12606:  Ale też wiecie, ja dlatego się bronię przed tworzeniem gier.
12611:  Okej, czyli tutaj jesteśmy bezpieczni.
12617:  Już widzę... A, nie, nie jestem bezpieczny.
12626:  Jak ta druga piła już poleci do góry, to leć do góry na lewo, aby twoje życie utrzymanie czystych gaci było tego zależne.
12632:  Czym są mikrotransakcje?
12634:  Sakana, szanuję, że nie wiesz.
12636:  Mikrotransakcje to jest sytuacja, w której na przykład w gierce kupujesz sobie, nie wiem, karabin na przykład, jakąś skórkę do tego karabinu.
12646:  Albo, gorszy przypadek, kiedy kupujesz sobie skórkę do karabinu, a tak naprawdę to jest nowy, lepszy karabin, który będzie ci dawał tak zwany pay to win, czyli możliwość wygrania za kasę.
12656:  To są wszystko mikro transakcje i one się pojawiają bardzo często w grach, które są freemium, co jest takim portmanteau, czyli połączeniem dwóch słów, słowa premium i free, czyli niby jest darmowe, ale tak naprawdę jest premium.
12673:  Równocześnie, tak jak pisze Demini, gry z mikrotransakcjami są najczęściej darmowe i to jest argument, nie?
12680:  To jest argument, ale równocześnie trzeba wtedy trenować sobie, jako gracz, słabą, silną wolę.
12690:  A co widać po biednym Just Whiteley, nie jest to proste.
12695:  Albo gorszy przypadek, kupujesz walutę w Dagos Dogma 2.
12698:  Przepraszam, Just Whiteley, nie będę cisnął z Arlecino, to jest naprawdę nie w porządku, co zrobili.
12706:  W tym miejscu podczas Puff Open najbardziej wkulwiał, absolutnie nie tęsknię.
12710:  Znaczy najgorsze jest to, że to nie jest jeszcze najgorszy fragment, ja to wiem.
12715:  Ale to już jest nie do zrobienia dla mnie, wiecie, to jest nie do zrobienia, obawiam się.
12725:  No przykład gry Freeman Fortnite, dokładnie tak.
12734:  Wiecie, bo to jest pierwsza część, tylko że ciężka.
12741:  Zawsze jest zrobiona dźwignia, dokładnie.
12748:  Krystal dasz spowalniający?
12749:  Nie, nie, nie.
12750:  Nie, nie, żaden krystal dasz.
12752:  Po prostu nie.
12754:  No boż.
12760:  Nie wiem, czy ja nie chcę jednak użyć tych tarcz i nauczyć się potem wskakiwać.
12780:  Tak, jak to zrobisz, to o czwarty.
12781:  Nie, nie, to mnie zmęczenie już weźmie, moi drodzy.
12784:  Poza tym ja muszę jeszcze mieć dzień pracy swój.
12789:  Co powiesz na temat mikrotransakcji w pełnej grze, a które nie wpływają na grę?
12792:  Czy to jakieś skórki i tak dalej, same wizualne?
12795:  No Warframe miał mieć coś takiego, a i tak premium Ember na przykład był lepszy od normalnego Embera.
12803:  To jest z kolei już wina samych wielorybów, czyli graczy, którzy płacą bardzo duże pieniądze, którzy inaczej by nie płacili, gdyby nie mieli możliwości właśnie, no chociażby stworzenia sobie potężnej postaci, która w wersji Hollow Knightowej skakałaby wysoko i miałaby działający Crystal Dash.
12822:  Wiecie co?
12823:  Zapłaciłbym.
12824:  Właśnie dlatego to jest takie groźne.
12827:  Bo uznałbym, że mój czas jest wart tego i uznałbym również, że ta mechanika jest tak głupia i tak bezsensowna, że zapłacenie za jej wyeliminowanie będzie dobrą inwestycją moich pieniędzy.
12842:  Od jakiego Souls-like'a warto zacząć?
12843:  pyta Kacper.
12844:  Dark Souls 1, alternatywnie Elden Ring, jeżeli wolisz gry open world.
12855:  No ja... Wiecie co, ja muszę to zobaczyć, jak to robi ten człowiek.
12865:  No pokaż, pokaż, pokaż.
12869:  Aaa, shadow, okej, ciekawe.
12875:  Jesus Christ, JESUS CHRIST!
12883:  Aha.
12888:  Jezus Maria.
12890:  Jezus Maria.
12898:  No tak.
12910:  Może sobie zrobimy Grima?
12913:  Może sobie zrobimy Grima, co?
12915:  Bo...
12919:  Albo coś innego.
12927:  Nie, no litość.
12940:  Nie, no bo przez to, że ja jutro mam...
12945:  Czy chcę jeszcze pierwszy etap?
12946:  Nie, nie podejdę już Foxy Gwen.
12948:  To będzie maksimum.
12949:  Ja i tak uważam, że osiągnąłem sukces.
12952:  Przezwyciężyłem siebie.
12955:  Teoretycznie, gdyby tego nie było przede mną, to teoretycznie może by się to udało zrobić, ale biorąc pod uwagę to, jak ja bardzo narzekam na mechanikę wspinaczkową tutaj, to... To nie.
12978:  Gławeczka gdzie jest?
12979:  Gławeczka jest poza.
12981:  Też uważam, Mr. Maciek, że dobrze, że tutaj trochę... Ja, jako człowiek, który ma problem z platformówkami i w ogóle stylem gry platformówkowym, bardzo się cieszę, że to się udało.
12996:  To jest prostszy niż pierwszy etap?
12997:  Nie, nie, nie.
12999:  To byłoby prostsze wtedy, gdyby nie działały te skoki, które robię, tak?
13003:  A ja je robię maksymalnie, maksymalnie skillowo, jak jestem w stanie.
13007:  Teoretycznie pierwszy etap powinien mnie tego nauczyć, ale ponieważ pierwszy etap został kupiowo zaprojektowany, to niestety nie.
13016:  No właśnie.
13018:  Chyba, że użyję tutaj tego dasha, którego użył ten człowiek.
13023:  To jest pomysł.
13027:  Tak, łatwiej.
13033:  No ale to jest tragedia.
13035:  Powinniśmy móc... Wcześniej tak było, mimo wszystko.
13042:  Powinniśmy móc pogować tutaj bez żadnego problemu.
13054:  Nie, nie, nie.
13055:  Ja, Demini, nie jestem człowiekiem, który robi rzeczy na szybko, od razu.
13059:  Ja mam zbyt myślenie strategiczne.
13063:  zakorzenione głęboko we mnie, żebym robił coś na pałę.
13067:  Nie znoszę tego.
13069:  Ja nie jestem człowiekiem, który w ogóle wierzy w instynkt swój własny, nie wierzy absolutnie.
13079:  Tak jak mówię, używałbym tego tricku z Crystal Dashem, tylko że on nie jest niemiarodajny.
13084:  Ja nie jestem, ja nie jestem nigdy pewien, czy to zadziała, czy nie.
