Za Aiur! | STARCRAFT 2 Livestream #6
🔗 https://www.youtube.com/watch?v=37NWlyITPD8

51:  Wielkie dziękuję.
11305:  Bardzo często jest tak, że jest ukryta ta opcja tego przeklętego newslettera, człowiek tego nie widzi i orientuje się po nie w czasie, nie?
11314:  Straszne to.
11322:  No, w samoporę.
11327:  Mamy uniwersalną szczotkę do włosów, zębów i do gibla.
11333:  Tak, tak, to brzmi strasznie.
11336:  Dobrze, więc wszystko wskazuje na to, że nasza baza jest prawie idealnie broniona.
11342:  Prawie idealnie, mówię, albowiem może być lepiej.
11348:  Może być lepiej, moi drodzy.
11351:  Damy radę, żeby było lepiej.
11353:  Tylko musi być też równo.
11356:  Bardzo ważna rzecz.
11357:  Okej, jeden próbnik jest już wolny.
11364:  Składane propozycje matrymonialne próbnikom.
11369:  Czy masz chwilę, żeby porozmawiać o szczotkach doby pickupline?
11375:  Dobrze, weźmy jednak stąd próbniki, bo nie mam cierpliwości do kierowania ich tam.
11383:  Dobrze, dobrze, dobrze, mamy to.
11390:  Trzeba cały czas patrzeć na zasięg tych nieszczęsnych
11396:  generatorów osłon.
11397:  Później one są troszeczkę lepsze, ale tylko troszeczkę.
11401:  Dobrze.
11402:  Bardzo dobrze.
11405:  Teraz powoli, powoli możemy się zabrać za robienie armii.
11409:  To jest styl, w którym ja grałem zawsze w RTS.
11413:  Dokładnie to.
11415:  Powolutku rozbudowa, niespiesznie, ale radośnie.
11430:  A teraz będziecie mieli nadkładać drogi, będą próbniki, bo życie nie jest proste.
11438:  Do zobaczenia, Łukasz, do zobaczenia.
11440:  A nie, a tak serio z tymi newsletterami, wiecie, no, jest parę takich sklepów, w których sam to kliknąłem, ale kultura marketingowa w Polsce jest żadna, to znaczy wymuszanie tego na ludziach jest straszne i doprowadza mnie autentycznie do szału.
11455:  Dokładnie to samo dotyczy reklam.
11457:  Czy myślicie, że jakikolwiek zachodni serwis pozwoliłby sobie na tak agresywne reklamy, jak u nas to jest?
11463:  Autentycznie wchodzę na gram.pl i...
11467:  Obrywam po głowie, taką ilością reklam mówię o wersji mobilnej, gdzie trudniej mi jest użyć adblocka, bo nie znoszę się przełączać na customowe przeglądarki, że ja mam wrażenie, że mój telefon został zawirusowany.
11479:  No nie żartuję.
11482:  I nie widać, widać jedną czwartą ekranu.
11484:  I ostatnio zacząłem pod...
11486:  Wszystkimi artykułami na gram.pl pisać ten sam komentarz, to znaczy, że najwyraźniej nie szanują sami siebie jako redaktorów, skoro uznają, że udostępnią tylko 25% treści każdego artykułu.
11499:  O właśnie, porównajcie filmy w IMDB.
11502:  Absolutnie tak.
11506:  Absolutnie tak.
11508:  Aaa, niedobrze.
11522:  Dobrze, więcej, więcej działek.
11525:  To zawsze jest dobra rada.
11528:  Czy to ma zasięg?
11530:  Ma.
11533:  Boże, jak ja kocham te misje, jest wspaniała.
11535:  Moja medytacja jest zakończona.
11547:  No tak, ten zelota do zabicia.
11552:  Dobra, mamy wszystkie bramy i będziemy... Nie mamy rdzenia.
11559:  Czy ja naprawdę nie mam rdzenia?
11561:  Przestań go leczyć!
11563:  Czy ja naprawdę nie mam rdzenia cybernetycznego?
11565:  Dlaczego nikt mi nie powiedział, Krzysztof powinieneś zbudować rdzeń cybernetyczny?
11569:  Co z was za czaty?
11570:  Przecież czaty zawsze poprawiają.
11573:  Jak to jest?
11576:  Pracowałem jakiś czas w agencji marketingowej, nie wytrzymałem poziomu debilizmu, pisze Barry, udawanego cool podejścia.
11582:  No, wkurwianie potencjalnego klienta to jest zły pomysł, absolutnie tak jest.
11585:  No i wiecie, dokładnie to samo dotyczy subów.
11589:  Proste, tak?
11590:  Jedyne, co ja robiłem na samym początku, to miałem dyskretną animację, bo mi ludzie sami powiedzieli, żeby o tym przypominać.
11598:  A potem już i tak zrezygnowałem i jakoś nie widzę problemów.
11608:  Należy wzionąć pył!
11617:  Lubię takie rady, jak należy wzionąć pył.
11621:  Dla tych z was, którzy się zastanawiają, czy mnie już kompletnie odjebało, to jest kwestia oczywiście skawenia z Warhammera, no bo jakżeby inaczej.
11631:  Kulka, dzięki.
11632:  Pracuję za trybut.
11633:  Pracuję w marketingu na zachodzie i USA jest gorzej.
11636:  Nie żartuj.
11637:  Daj mi przykład jakiś.
11638:  I dzięki za trybut jeszcze raz.
11640:  Krzysztof, powinieneś zbudować rodzenie energetyczne.
11645:  Mamy mało miejsca, gdzie możemy... Tak.
11651:  Wiecie, co byłoby dobre?
11652:  I wpadłem na to za późno.
11656:  To znaczy dobrze byłoby, żebyśmy chociaż jednego próbnika mieli na zewnątrz.
11664:  A na wszelki wypadek dwa.
11668:  Tak, to byłoby stanowczo lepsze.
11671:  Dobrze, to wykorzystajmy sytuację i w wygodnym miejscu przywołajmy sobie mnóstwo wojska.
11678:  I przenieśmy się tutaj.
11681:  A próbnik teraz zamknie na wieki wieków.
11686:  Przejść.
11689:  Tak będzie, nie zmyślam.
11690:  Dobrze.
11691:  Co za wspaniała misja.
11692:  To są najcenniejsze próbniki, jakie istnieją.
11696:  Będą pod dwójeczką.
11703:  Aaa!
11704:  I się przyda!
11706:  I się przyda próbniczek!
11711:  Wnoszę, aby na próbniki mówić sonda.
11715:  Czy będą go na Wednesday?
11716:  Pyta Nadia Lewi.
11717:  A czym jest?
11718:  Nie kojarzę.
11721:  Boże, czy my przegrywamy?
11728:  Prawie przegrywamy.
11731:  Więc nie kojarzę Wednesday.
11732:  Nie kojarzę.
11735:  Budynki można odwołać, nie trzeba ich niszczyć?
11741:  Jeśli tak, to nie wiem gdzie.
11745:  To chyba w momencie przesyłania dopiero, mi się wydaje.
11751:  Dobrze, miejmy trochę zalotów jeszcze.
11760:  I teraz oszczędzamy.
11763:  Już to tutaj nie oszczędzam.
11766:  Rodzina Damson.
11767:  Aaa!
11770:  Aaaa.
11771:  Nawet nie wiedziałem, że wychodzi.
11775:  Zakażę wam, że jak niszczysz jeden z celów misji, misja staje się trudniejsza.
11777:  Jak zniszczysz wszystkie cele na koniec misji, to będzie easy.
11782:  Okej.
11784:  Krzysztof nie wiedział.
11789:  Czyli trzeba wpierw wyczyścić haczerki wszystkie wrogów.
11796:  Tak mi się wydaje.
11797:  Znaczy, nie haczerki, tylko neksusy w tym przypadku.
11806:  Pearl pisze, że ogólnie po tym, jak pół roku odkrył, że dlaczego większość reklam wygląda tak, jak wygląda i tak, jakby była robiona przez ludzi, którzy myślą, że są mastermindami humoru, jednocześnie będąc przegrywami życiowymi.
11816:  Dokładnie przez takich ludzi, co robią... Ojej.
11818:  Ojej!
11822:  Znaczy mnie najbardziej przeraża poziom mobbingu, o którym słyszałem w takich agencjach, to jest, tak, to jest straszne, ale on jest w tym momencie w większości prac kreatywnych i to jest dlatego takie smutne, bo ludzie, którzy pracują kreatywnie potrzebują, no nie zgadniecie tego, żeby być dobrze traktowani.
11839:  Ludwik Jozyna, dzięki za trybut.
11842:  Praca definiowała obroniona, mam wakacje.
11843:  Za Ajur, o, jak gratuluję, jak gratuluję.
11850:  Obrona pracy dyplomowej, jak mawia Andrzej Sapkowski, to nie w kij pierdział.
11856:  Bardzo proszę o gratulacyjne jamniki dla Prodigiozyny.
11859:  A tymczasem nasz dzielny mały próbnik zasili wrota przesyłowe.
11867:  A nie, przepraszam, nie musi tego robić.
11871:  Bądźmy inteligentni.
11872:  Karaksie, aktywowałem kolejne wrota przesyłowe.
11876:  Przygotujcie się do ich użycia.
11881:  Christian Lieber, dzięki za wsparcie od roku już!
11884:  Mam nadzieję, że jamniki Gigito są właśnie dla Prodigiozyny.
11887:  Jestem tu, w mroku.
11900:  Szlag.
11902:  Zapomniałem, żeby tutaj zbudować rzecz.
11907:  Zbuduj rzecz.
11908:  Głupi próbnik!
11910:  Tędy!
11918:  Czy ja naprawdę nie mogę przejść?
11921:  Jezus Maria, nie mogę przejść.
11925:  Dobrze, ten próbnik może przejść.
11928:  Zbuduj wieżyczkę i następnie zbuduj to, co ma zasilać wieżyczkę, kretynie!
11935:  Za kretyński próbnik!
11937:  Jak można być takim żenującym próbnikiem?
11940:  Przestań być żenują... Natychmiast przestań być żenującym próbnikiem!
11943:  W tej chwili!
11945:  Dziękuję.
11947:  Z kim ja pracuję?
11951:  Z kim ja pracuję?
11960:  Utrzymujemy szkołę dla próbników, tylko takiej wiecie, która działa.
11964:  Może być problem.
11966:  W Polsce nie mamy zbytniego doświadczenia w robieniu ich.
11972:  Spaczone?
11973:  Co jest spaczone?
11974:  Co jest spaczone?
11976:  Gdzie jest coś... Gdzie jest spaczeń?
11979:  Boże, atakujemy zbyt dużo rzeczy naraz.
11990:  Zniszczyć mi tę wieżyczkę, znaczy ten pylon.
11993:  Dobra.
12006:  Przepraszam, co reaguje?
12016:  Okej.
12018:  Dziwne rzeczy tu się dzieją.
12022:  Ooo, nie, nie mamy tutaj takiej obrony, jak powinniśmy mieć.
12039:  Nasze próbniki zawsze są atakowane!
12047:  A!
12049:  On teraz będzie w nieskończoność to wysłał, dobra.
12056:  Przestań!
12057:  Wiem, że baza jest atakowana.
12059:  Czy jakiś kraj na świecie ma dobrze działające szkoły?
12061:  Tak, sporo.
12064:  Głównie te, które wydają pieniądze na edukację.
12066:  Wow, niesamowite, nie?
12069:  To jest włącznie kwestia priorytetyzowania wydatków budżetowych w sensowny sposób.
12076:  Tak, inaczej będziemy słyszeć cały czas, że baza jest atakowana, jeżeli ich nie wyeliminujemy.
12081:  Głupie pryzmaty nadprzestrzenne są głupie.
12085:  A co tutaj się dzieje?
12089:  zniszczyć te mutaliski natychmiast, bo mają przewagę nad nami.
12096:  Co tu się dzieje w ogóle?
12111:  Six of Spades, dzięki za wsparcie przez 8 miesięcy.
12114:  Nawet mnie nie denerwuj z takimi tekstami.
12118:  Jestem na nie nieodporny.
12122:  Dobra, lecimy.
12126:  Póki co.
12134:  A, to o tych celach mówiłeś, okej, czajem.
12140:  Musimy jeszcze znaleźć jakieś wrota przesyłowe do...
12144:  Ale ciężko będzie te cele jednocześnie zniszczyć, nie?
12150:  Wszystkie konflikty ustaną.
12160:  Nie zauważymy.
12161:  Jedność i siła!
12174:  Dobrze.
12175:  Czyli co?
12179:  Czyli wybijemy wpierw armię, która tutaj strzeże?
12185:  Może to jest pomysł?
12186:  I dopiero potem zniszczymy cele równocześnie, okej.
12190:  To jest pomysł.
12192:  Która to jest misja?
12194:  Trzecia?
12194:  Czwarta?
12195:  Jak wiemy.
12198:  Jeszcze, jeszcze mieliśmy misję prologu.
12200:  Coś nas cały czas atakuje.
12204:  Nasz Pylon zawsze jest atakowany.
12216:  Skąd, skąd jest ta ilość, i to absurdalna, swoją drogą?
12221:  Protosi pod kontrolą Amona to jest świadomy, nieświadomy, świadomy zbiorowa.
12225:  No i im powiedzieć.
12226:  To jest wykorzystanie na pewno tej więzi psjonicznej, którą mają protosi wszyscy ze sobą.
12234:  Na pewno jest to jakaś forma kontroli psjonicznej.
12250:  Niezauważenie.
12254:  Chyba mnie martwi... Tak, wiem, co tutaj jest zawsze problematyczne.
12257:  Minerały.
12267:  Nigdy nie zauważyłem, że w StarCraft'cie tak jest, że wraz z postępem misji jest ona coraz trudniejsza.
12272:  To jest ciekawe.
12273:  Zawsze się człowiek czegoś dowie, to jest niesamowite.
12276:  Dobra, stąd ewidentnie ktoś cały czas przybywa i nam czyni tutaj problem i trudność.
12288:  Tak, minery się kończą.
12290:  Tak, dobrze pamiętałem, że tu jest problem.
12292:  O Boże, jaki atak.
12298:  Dobra, jeszcze mamy jakieś wrota przesyłowe do ogarnięcia.
12303:  Wyżej jest baza zergów.
12305:  Nie sądzę, żebyśmy mieli dość sił, żeby ją zniszczyć.
12315:  Okej, tutaj są wrota.
12316:  Numer 3.
12322:  Okej, przetrwaliśmy to jakoś.
12331:  Cześć, Let Angel, witamy.
12336:  Więc tak, no zobaczymy, może się uda.
12338:  Hmm...
12345:  B!
12348:  To nie, nie kombinujmy.
12351:  To zrobimy w ten sposób.
12352:  Zaczniemy od tego ogniwa, a potem przejdziemy na dół.
12358:  No, psz.
12365:  Powinno być już okej.
12366:  Jestem tu w mroku.
12373:  Aaaa!
12387:  Czerwie!
12388:  Ojojojojojojoj!
12392:  Swoją drogą, to zdanie jeszcze wiele razy będzie przez nas usłyszane.
12400:  Nie znoszę czerwiny dusowych.
12411:  Niszczyć czerwie.
12414:  Wszystko niszczyć.
12418:  Tak!
12419:  Mamy to!
12423:  Ach, wiem dlaczego zapamiętałem tę misję jako trudną, bo chyba na brutalnym trzeba było zniszczyć tę bazę zergów.
12432:  Transfer mocy zakończony.
12434:  Włóżnia Aguna jest gotowa do odnosu.
12438:  Wazmotorze, prześlij wszystkich pierworodnych uwolnionych od Amona na pokład.
12443:  Jeśli chcemy przetrwać, musimy uciekać.
12445:  Zgodnie z rozkazem.
12464:  Pytaliście, gdzie jest nasz hub?
12466:  Otóż właśnie zleciał, moi drodzy.
12470:  Włócznia Aduna.
12472:  Piękna, lśniąca i dumnie stojąca.
12475:  Jest już nasza.
12490:  Adun Toridas.
12503:  Włócznia Aduna.
12505:  Cud kalaickiej inżynierii i ostatnia z trzech wielkich arek, które powstały, by zapewnić przetrwanie naszej kultury w mrocznych czasach.
12517:  Wewnątrz niej przebywa kontyngent Zelotów.
12521:  Dzielnych templariuszy, którzy poświęcili się i wprowadzili w zastój, aby służyć jako armia na okręcie.
12528:  Choć z wielkim cierpieniem zacząłem oddzielać ich sploty nerwowe.
12535:  Niższe pokłady okrętu mieszczą gwiezdną kuźnię, pozwalającą wytwarzać uzbrojenie.
12542:  Okręt kryje wiele tajemnic.
12545:  To dzieło pradawnych, lecz wysoce zaawansowanej technologii.
12551:  Jesteśmy na pokładzie niezwykłego reliktu wspaniałych czasów, kiedy nasza kultura jaśniała niczym gwiazdy na niebosku.
12567:  Hierarcho, matryca międzygwiezdna została zaktualizowana.
12571:  Za jej pośrednictwem możesz wybrać kolejny cel podróży.
12578:  Dzięki temu okrętowi pomścimy to, do czego doszło, Caraxie.
12583:  I uwolnimy Templariuszy.
12587:  Mam nadzieję, że nikt nie zrobi tutaj takiego numeru, jak kiedyś zrobiliśmy, innymi statkami grając z ergami.
12592:  Tak, Krystian.
12593:  Swoją drogą, ciekawostka od Kid Lira, mianowicie to jest największy statek w świecie StarCrafta, 74 kilometry długości, 17 kilometrów szerokości i 9 kilometrów wysokości, więc skala, którą mieliście w ostatniej misji, nie była zbyt adekwatna, tak delikatnie rzecz ujmując.
12612:  Bez chwili wahania, moi drodzy.
12614:  Bez chwili wahania.
12615:  Shakuras.
12616:  To jest miejsce, do którego bardzo chciałem was zabrać.
12620:  Tarael pisze, że a propos włóczni, w World of Warcraft Wrath of the Lich King były dwa daily questy na reputację z artefaktami Hrodmira.
12630:  Blowing his horn, impolishing his spear.
12636:  Czy mogę poprosić o bąk dla naszego moderatora?
12641:  Czy protosi mogą krzyczeć nie mając ust?
12643:  Tak, to jest krzyk psjoniczny, taki jak macie w Gwiezdnych Wojnach, tych właściwych, które nie zostały przyjęte przez Kathleen Kennedy, zbrukane i splugawione, kiedy słychać krzyk z milionów głosów w momencie, w którym zostaje zniszczone Alderaan.
12662:  Okrętał miarę Warhammera.
12664:  Znów straciliśmy Ajur.
12669:  Moja wielka wizja jego odzyskania legła w gruzach.
12674:  Zawiodłem mój lot.
12677:  Tak nie może być.
12678:  Nerazimowie z Shakuras rytualnie pozbawiają się więzi z Kalą.
12683:  Z tego powodu pozostali ostatnimi wolnymi protosami.
12687:  Muszę dotrzeć do nich przed armiami Amona.
12692:  Brak podejścia do Aurelian Sola z Lola.
12694:  300 lat świetlnych długości.
12695:  O Boże, drogi.
12696:  To już jest chyba fizycznie niemożliwe.
12699:  Będziemy mieli monolit kajdarinowy, tak?
12701:  Czyżbyśmy mieli nową wieżyczkę?
12703:  Dlaczego, Krzysztof, chcesz jechać na Shakura?
12705:  Zależy oczywiście, że dlatego.
12721:  Hierarcho, Shakuras zostało najechany.
12724:  Notujemy liczne straty.
12727:  Chwila.
12728:  Odbieramy transmisję.
12732:  Chwała Bogom!
12733:  Żyjesz, Artemisie!
12735:  Matriarchini Vorazun!
12737:  Co się stało?
12739:  Shakuras upadło.
12740:  Wrota przesyłowa łączące ten świat z Aionem znów zostały otwarte.
12744:  Niezliczone hybrydy i zerki wylały się z drugiej strony.
12747:  Zniszczyły nasze miasta i zdziesiątkowały naszą gwarntię cieni.
12751:  Staramy się ewakuować pozostałą ludność, lecz nie wiemy, czy utrzymamy się na tyle długo, by zapewnić im bezpieczeństwo.
12760:  Zapewnimy wam niezbędny czas, matriarchini.
12763:  Moi templariusze są w drodze.
12770:  Hierarcho, zanim nasze armie zaatakują wroga, mądrze byłoby zapoznać się z naszymi zdolnościami bojowymi w Radzie Wojennej.
12780:  Przepiękne.
12782:  Sukcesorka została uwolniona?
12783:  Nadal ma sploty nerwowe.
12784:  Jest połączona z Kalą.
12814:  Czekajcie.
12815:  Jestem Rohana, wielka sukcesorka Velarii i wasza doradczyni wojenna.
12821:  Ty z kolei musisz być głównodowodącym, egzekutorze.
12825:  Nie jesteś upętana przez Mrocznego.
12828:  Jak to możliwe?
12830:  Czuję mrok czający się na krawędzi mojego umysłu, ale nie jestem skalana.
12837:  Sukcesorów na mym stanowisku szkolono, by kontrolowali falę Kari.
12843:  Zapewniam, że nie ugnę się przed tym złem, a dzięki temu będę ci lepiej służyć.
12849:  Jak wszyscy sukcesorzy, posiadam wspomnienia i osobowości protosów z czasów przed umieszczeniem mnie w zastoju.
12856:  To pozwoli mi porównywać twoje decyzje taktyczne z decyzjami twoich poprzedników.
12862:  W tym miejscu będziesz mógł nadzorować wszystkie przydziały wojskowe.
12868:  Jestem Artanis, hierarcha Deamów.
12872:  Chodzę pozostałością naszej cywilizacji.
12876:  Twoje wspomnienia są istotnie przydatne, Rohannu.
12880:  Lecz pamiętaj, jeśli dasz się spaczyć, nie zawaham się przed zniszczeniem cię.
12886:  Zrozumiałam.
12889:  Jestem gotowa na najczarniejszą godzinę pierworodnych.
12894:  Chętnie zaprezentuję ci nowe możliwości.
12899:  Trafnie zauważyliście, Artanis ma jedno z ostrzy po Zeratulu, absolutnie.
12904:  Panel desygnacyjny czeka, hierarcho.
12907:  Możemy zaczynać, kiedy będziesz gotów.
12909:  O, tak, macie rację, Rohana powinna była powiedzieć do Artanisa, absolutnie, absolutnie macie rację.
