🔴 Kiedy posłuszeństwo jest złe? (ft. Mikołaj Marcela) | ROZMOWA #3
🔗 https://www.youtube.com/watch?v=jnF68qvleqw
MM (Mikołaj Marcela)
KMM (Krzysztof M. Maj)

5:  S01 - muzyka
7547:  MM - i mamy osobę, która korzysta z tej gościny i która koniec końców zamienia się w osobę podległą, która za tą gościnę zaczyna wykonywać rozmaite prace i w pewnym momencie zacieramy tą pierwotną perspektywę i stajemy się osobami z jednej strony, które zlecają wykonanie pewnych zajęć albo które mogą decydować o tym, co ta druga osoba
7571:  MM - może robić Samian za gościnę, a ta druga osoba w ramach tej relacji początkowo takiej właśnie opartej na właściwie tylko wyrazie wdzięczności, zaczyna czuć wewnętrzny dług i jakąś taką potrzebę spełnienia rozmaitych, często absurdalnych i przemocowych
7592:  MM - poleceń, tak?
7593:  MM - Więc tutaj to w ogóle w naszej kulturze pod koniec The Dawn of Everything pisze o tym w bardzo ciekawy sposób właśnie i u Graeber i Wengro.
7604:  MM - Polecam wam i tamtą książkę i też o tym patosposłuszeństwie
7609:  MM - Piszę, bo wydaje mi się, że za często uważamy, że ta przemoc i takie relacje posłuszeństwa mają źródło w jakiejś takiej złej woli.
7625:  MM - Paradoksalnie bardzo często one mają właśnie źródło w dobrej woli, tylko właśnie ta władza, o której mówiłem, której ja się tak boję i której się wyrzekam kiedy tylko mogę,
7638:  MM - może doprowadzić właśnie do takich patologicznych sytuacji, które realizują się właśnie w kulturze posłuszeństwa.
7645:  KMM - W tej książce, o której Dzilka pisze, rozmawiamy cały czas o patoposłuszeństwie Mikołaja Marcelli, ale Mikołaj teraz odwołuje się do Grebera i Wengrowa.
7653:  KMM - To jest fragment, który myślę, że warto przytoczyć.
7655:  KMM - Co w takim razie się wydarzyło, że przestaliśmy mówić nie i w dużej mierze straciliśmy wolność?
7660:  KMM - W toku historii uczyliśmy się dobrowolnie przyjmować coś, co i tak jest nam narzucane.
7664:  KMM - Kochać określony kraj, rodziców czy religię.
7666:  KMM - Czuć wobec nich dług i obowiązek opieki.
7669:  KMM - Wspomniani Greber i Wengrow
7670:  KMM - zauważają, że do jakiegoś stopnia wszystko to wiąże się z wykształceniem czegoś, co nazywamy państwem.
7675:  KMM - Nieco uogólniając, stwierdzają oni, że być może właśnie tym tak naprawdę jest państwo, połączeniem nadzwyczajnej przemocy i tworzenia skomplikowanych społecznych urządzeń, których celem pozornie jest sprawowanie opieki i oddanie.
7687:  KMM - Jak się zastanawiacie, dlaczego niektórzy politycy tak bardzo dużo mówią o rodzinie, sami na przykład mając kochanki,
7693:  KMM - To właśnie dlatego.
7694:  KMM - To znaczy państwo jest zinstytucjonalizowaną formą przemocy, która wykształca inne zinstytucjonalizowane formy przemocy, jest od nich zależna i w interesie państwa jest to, żeby była zamordystyczna szkoła, zamordystyczne studia, zamordystyczna rodzina, bo dzięki temu będzie państwo mogło być także zamordystyczne i to jest dlatego takie smutne.
7714:  MM - ale jednocześnie przedstawiamy to wszystko jako pewne formy opieki nad nami, które pozwalają nam zapewnić określone prawa czy odpowiadać na określone potrzeby.
7729:  MM - I to jest bardzo niebezpieczne.
7731:  MM - Właśnie dla mnie obowiązek edukacji zawsze jest takim przykładem, w jaki sposób coś, co wydaje się być
7741:  MM - wyrazem troski, oddania i czegoś takiego zaopiekowania dziećmi, tak naprawdę jest formą przemocy i wyuczania ich bezradności, bierności, posłuszeństwa, czegoś, co na dłuższą metę im szkodzi i co odbiera im poczucie własnej wartości, nierzadko na całe życie, pewność siebie
7764:  MM - i generalnie doprowadza do alienacji.
7767:  MM - Dzięki za przywołanie tego fragmentu.
7770:  KMM - On jest ważny, myślę bardzo.
7771:  KMM - Tutaj jeszcze ad vocem mamy dłuższą historię na 3, 1, 2, 3, która jest z nami zresztą.
7778:  KMM - Serdecznie Cię pozdrawiamy i dziękujemy, że się podzieliłaś z tym z nami.
7782:  KMM - W ogóle mega szacun dla Was za to, że
7784:  KMM - że tak otwarcie o tym mówicie, bo tu nie jest łatwe opowiadać takie historie, więc dlatego też staram się przytoczyć ich maksymalną liczbę.
7792:  KMM - Z podstawówki w sumie, pamiętam, naklejono na mnie już dzieciństwie łatkę, przepraszam, grzecznej dziewczynki i taka musiałam pozostać do końca liceum.
7799:  KMM - Teraz staram się z tego wyłamywać.
7801:  KMM - Pamiętam, jak w podstawówce na polskim, zresztą zawsze to jest język polski, pani mówiła, że jak zrobi jakiś błąd, to mam ją poprawić.
7808:  KMM - No to pewnego razu ją poprawiłam, jeszcze byłam z siebie zadowolona, bo biecała za to jakiegoś plusa, transakcja jak zawsze,
7814:  KMM - Pani się mnie spytała, czy skoro jestem taka mądra, to czy chcę za nią poprowadzić lekcję.
7819:  KMM - Ja, fun fact, mój serdeczny kolega Szymon z liceum, kiedyś spytany o to przez katechetkę, powiedział, dobrze.
7826:  KMM - I to było wspaniałe, bo to była jedna z najlepszych lekcji, ja niestety nie mogłem się zwolnić z religii, takie czasy były.
7834:  KMM - Więc nie wiedziałem, o co jej chodziło, na przerwie od koleżanek dowiedziałem się, że trzeba się było domyślić,
7840:  KMM - żeby wtedy jej nie poprawiać i w sumie wyszłam na złośliwą.
7842:  KMM - Inna sytuacja z kościoła, tam też patoposłuszeństwo występuje.
7845:  KMM - Z koleżanką miałyśmy około 14 lat, byliśmy w Dzieciach Maryi i widziałyśmy, że nowy ksiądz sobie nie radzi, więc zaoferowałyśmy pomoc.
7852:  KMM - Zjechał nas z góry na dół, abyśmy co najmniej msze rozwaliły, czy nawet gorzej, wyzywał nas przez pół godziny
7858:  KMM - 0,5 godziny to jest prawdopodobnie 50 minut, ja nie umiem matematyki, czego ode mnie wymagacie?
7863:  KMM - I pierdolił, jakie to złe, nie jesteśmy, bo w jego głowie chciałyśmy mieć władzę nad grupą dziewczynek.
7867:  KMM - Ja już miałem wyjebane, ale moja koleżanka się rozpłakała.
7870:  KMM - Potem moi rodzice mi mówili, że popełnił może błąd, ale to ksiądz, mogę szanować, tak samo było z nauczycielami.
7876:  KMM - uczcielem, bez względu na to, jak bardzo się na mnie nie darli.
7878:  KMM - Oni zawsze mieli rację, poza jednostkami, których moja mama nie lubiła.
7882:  KMM - I myślę, że to jest asumpt do tego, żeby poruszyć jeden wątek, którego jeszcze nie poruszyliśmy, a bardzo na czatach ludzie prosili o to, żeby poruszyć jednak go.
7891:  KMM - To znaczy, to jednak edukacja i Kościół mają ze sobą sporo wspólnego z uwagi na szkoły parafialne, czy ten obowiązek, który mnisi wzięli na siebie w pierwszych latach odbudowywania cywilizacji europejskiej w wiekach średnich.
7905:  KMM - I
7907:  KMM - Do dzisiaj jest tak, zwłaszcza w Polsce, że pleban czy kapłan ma większy posłuch niż burmistrz, niż rodzic, niż nauczyciel, ale równocześnie jest duża grupa ludzi, która jest wierząca albo jakoś się zmaga ze swoją wiadomością.
7921:  KMM - Co w takiej sytuacji?
7922:  KMM - Gdzie rozeznać granice tego posłuszeństwa i patoposłuszeństwa?
7927:  MM - Mówimy o kontekście wiary?
7932:  KMM - Mówimy o kontekście takim, że jest ksiądz, który ma posług i ma pewną władzę, jest szanowany właśnie jako jednostka, jako przewodnik duchowy dla kogoś.
7942:  KMM - To trzeba było, wydaje mi się, oddzielić od kwestii wiary.
7945:  KMM - Tak mi się wydaje przynajmniej.
7951:  KMM - Wątek trudny.
7953:  MM - Ja w ogóle mam problem z kategorią autorytetu.
7958:  MM - Ja generalnie nie mam jakichś autorytetów, ja mam osoby, z którymi rozmawiam i myślę, że to jest akurat dobre, żeby w ogóle starać się kształtować taką swoją pozycję, że oczywiście mamy osoby, od których możemy się uczyć, ale też nie ma osób, których zdanie jest niepodważalne.
7974:  MM - I dobrze jest to wykształcać w sobie od najmłodszych lat, chociaż zdaję sobie sprawę, że też trzeba trafić na takie osoby, które pozwolą nam się w tym utwierdzić, bo jak na przykład w tej historii przywołałeś taką sytuację, w której rodzice mówili, że no to ksiądz to można więcej wybaczyć, albo że nauczyciel to trzeba jakby go szanować,
7997:  MM - Ja generalnie nie miałem takich doświadczeń.
8001:  MM - Miałem raczej takie doświadczenie, że jeśli ktoś mówi coś, z czym się nie zgadzam, to mogę wyrazić tą niezgodę, a jakie będą to konsekwencje, to zobaczymy.
8012:  MM - Generalnie raczej rodzice nie utwierdzali mnie w takim przekonaniu, że są osoby, które mogą mówić coś głupiego, czy robić coś niewłaściwego i trzeba im przyklasnąć tylko ze względu na to, że mają jakiś autorytet czy posłuch.
8028:  MM - I generalnie ja nie mam do dzisiaj takich osób, które bym ślepo popierał czy słuchał, tylko dlatego, że uważam je za mądre.
8043:  MM - Uważam wiele osób za mądre, ale
8046:  MM - Jeśli powiedzą coś, z czym się nie zgadzam, to mówię, że to nie było zbyt mądre i że trzeba by było może pomyśleć na ten temat trochę inaczej.
8056:  MM - Ale to wynika z tego, że jeśli kogoś słucham i jeszcze dodatkowo z nim działam, no to ja zawsze biorę odpowiedzialność za to, co robię.
8062:  MM - I wracamy do punktu wyjścia.
8063:  MM - Jeśli biorę za coś odpowiedzialność, jeśli chcę być odpowiedzialnym człowiekiem, no to staram się nigdy
8071:  MM - nie papugować, czy nie powtarzać z jakimś, jeśli tego nie przemyślę, jeśli też to nie jest coś właściwego.
8081:  MM - Myślę, że takie figury plebana, kapłana, one też funkcjonują oczywiście poza Polską w rozmaitych takich, byśmy powiedzieli, w strukturach sekciarskich, chociaż oczywiście sekta znów ja
8101:  MM - Ja mam bardzo też nieoczywiste podejście do sekt, bo my bardzo często używając sformułowania sekta, znów używamy tego sformułowania ideologicznie.
8113:  KMM - W kontekście negatywnym zawsze.
8115:  MM - Tak, w kontekście negatywnym po to, żeby umniejszyć
8120:  MM - rolę czy jakąś wagę danej grupy, a z kolei w stosunku do innych grup, które też mają strukturę sekciarską nie stosujemy tych pojęć, chociaż powinniśmy, ale wydaje nam się, że to jest nieodpowiednie właśnie dlatego, że mamy do czynienia z jakąś ugruntowaną tradycją dotyczącą tego, że ta grupa ma jakiś autorytet, ma jakąś powagę, więc nie możemy jej nazwać sektą.
8145:  MM - I tutaj może tak odpowiem na to pytanie, bo
8150:  MM - A co do związków oczywiście edukacji i szkoły, to raczej szkoły i kościoła, to jest wielka historia, niezwykle ciekawa, interesująca też w kontekście tego, jak kształtował się model pruski ostatnio.
8167:  MM - Ostatnio, jakiś czas temu, robiąc research do tej książki, trafiłem na naprawdę świetny artykuł poświęcony temu, jak powstał ten model pruski, który obecnie jest w szkołach na całym świecie.
8179:  MM - W mniejszym, większym stopniu zmieniony, ale jednak to ten model.
8184:  MM - I to, co jest niesamowite, to jest to, że ten model powstał przez ponad 100 lat w Prysach.
8189:  MM - Wychodzono od zupełnie utopijnego pomysłu takiego, w którym szkoły miały być miejscem znoszenia jakichkolwiek barier społecznych i politycznych i miały zacierać stany i miały raczej mieć taką, tak powiem,
8208:  MM - cel demokratyzujący społeczeństwo pruskie.
8212:  MM - Taki był pomysł na początku XVIII wieku.
8217:  MM - Też jakby pierwszym pomysłem było zatrudnienie takich rewolucjonistów edukacyjnych ze Szwajcarii, z Włoch, którzy mieli taką pedagogikę naprawdę bardzo, bym powiedział, podejście pedagogiczne bardzo otwarte i ukierunkowane na właśnie, nie wiem,
8236:  MM - w rozbudzanie potencjału dzieci i tworzenie takiej bardzo swobodnej relacji.
8242:  MM - Natomiast w toku stuletnich prac ostatecznie na samym finiszu władzę w Ministerstwie Oświaty w Prusach przyjął świeżo nawrócony katolik i troszkę zmienił kurs tego modelu.
8264:  MM - Szkoła, która początkowo miała jednak być bardzo taką przestrzenią właśnie odciętą od kościoła, od religii, przestrzenią świecką, przestrzenią bardziej taką obywatelską, ostatecznie stała się taką przestrzenią bardzo mocno wpisującą się jednak w tradycję religijną,
8288:  MM - w rozmaite struktury i instytucje religijne, czerpiąca też taką inspirację z tego podejścia takiego hierarchicznego, właśnie z idei posłuszeństwa, no i też doprowadziła do takiego kształtu szkoły, jaki znamy dzisiaj.
8306:  KMM - Niestety.
8307:  KMM - I jeśli już przy tym jesteśmy, to mamy kolejną historię od Deed Firebone.
8315:  KMM - Mam nadzieję, że moja historia będzie odnosiła się do tematu, pisze Deed.
8318:  KMM - Pierwszy raz postanowiłem podzielić się z nią szerszą grupą ludzi, dlatego też tym bardziej chciałem ją przeczytać.
8324:  KMM - Jest to dla mnie nadal trudne wspomnienie, dlatego mam nadzieję, że opowiedzenie o nim posłuży też jako pewien rodzaj uwolnienia.
8330:  KMM - Historia będzie dotyczyła matury, a konkretnie rozszerzonej matury z biologii.
8333:  KMM - Przez całe liceum bardzo przykładałem się do nauk, nie tylko przedmiotu, na które miałem zdawać, czerwone paski, frekwencja 100%.
8338:  KMM - Zresztą mówiąc, ta frekwencja 100% to jest zawsze coś dla mnie absolutnie przerażającego.
8344:  KMM - To znaczy, że człowiek nigdy nie chorował.
8346:  KMM - znaczy chorował, tylko że zakładało się, że mimo tej choroby poczyni ofiarę ze swojego zdrowia i pojawi się w szkole.
8357:  KMM - Standardowo wbijano mi do głowy, że matura to najważniejszy dzień mojego życia.
8360:  KMM - Uwierzyłem.
8361:  KMM - Z perspektywy czasu wiem już, że byłam wtedy chorobliwą perfekcjonistką.
8364:  KMM - W końcu przyszedł dzień wspomnianej wcześniej matury, na który wybrałem się z dobrym nastawieniem jak na wszystkie poprzednie.
8369:  KMM - Niestety stres i przeciąg w sali związany z dość chłodnym, deszczowym dniem sprawiły, że mój pęcherz odmówił posłuszeństwa niedługo po rozpoczęciu egzaminu.
8377:  KMM - Oczywiście byliśmy informowani, że nie możemy wychodzić do toalet.
8380:  KMM - Postanowiłam jednak zapytać patrolującą akcierkę o pozwolenie, którego oczywiście nie dostałam.
8386:  KMM - Coraz bardziej zestresowana i rozkojarzona pisałam dalej.
8391:  KMM - W międzyczasie widziałem, że inni uczniowie wychodzą i wracają do sali i prawdopodobnie pytali o zgodę kogoś innego.
8396:  KMM - Spytałem jeszcze raz.
8397:  KMM - Ponownie spotykałem się z odmową.
8399:  KMM - W olbrzymim stresie i braku skupienia starałem się odpowiedzieć na jak najwięcej pytań.
8403:  KMM - Ostatecznie nie mogąc już wytrzymać, oddałam arkusz po godzinie pisania z przeznaczonych na całość bodajże trzech.
8410:  KMM - Mimo interwencji u dyrektora nic mi nie wiadomo o żadnych konsekwencjach.
8412:  KMM - Do tej pory nie mam pojęcia dlaczego inni uczniowie mogli wychodzić, a ja nie.
8416:  KMM - Bałem się, że jeśli nie zgłoszę to wyżej to mogą unieważnić całą maturę, a wtedy wszyscy znienawidzą oczywiście mnie, a nie tę nauczycielkę.
8424:  KMM - Już wtedy nasilony lęk społeczny nie pozwolił mi tego zrobić.
8426:  KMM - Oczywiście cała sytuacja została w gabinecie dyrektora, bo jak przyszłam odebrać wyniki, to mój wychowawca o niczym nie wiedział.
8432:  KMM - Kiedy w rozmowie z nawiązał z rozczarowaniem do mojego wyniku, nie pamiętam dokładnie jaki był, opisałem mu krótko co się stało i ze łzami w oczach po prostu wyszłam z klasy.
