🔴 Co zrobić, gdy szkolny statut łamie prawo (ft. Dopamina Lab) | ROZMOWA #5
🔗 https://www.youtube.com/watch?v=PClVgzFe-b0
KMM (Krzysztof M. Maj)
AD (Anna Dęboń, Do!Pamina Lab)
RS (Robert Strzała, Do!Pamina Lab)

11:  S07 - Muzyka Muzyka
9768:  RS - I chcieliśmy tutaj jeszcze powiedzieć o tym, żebyście korzystali z tego raportu, ale też na takiej zasadzie, no właśnie jako narzędzia, żeby z niego sobie wybierać rzeczy, bo prawda jest też taka, że dostaliśmy po prostu po publikacji mnóstwo takich pytań, żeby ktoś nam przesyłał swoje statuty, żebyśmy je czytali.
9786:  RS - Mówiąc wprost, bardzo często fizycznie nie jesteśmy
9790:  RS - w stanie tego zrobić.
9791:  RS - No i m.in.
9792:  RS - po to taki był też zamysł Ani, żeby ten raport był właśnie po to, żeby można z niego było brać, korzystać i go wykorzystywać każdy, żeby mógł to zrobić, a nie tylko ludzie.
9803:  RS - Proszę bardzo.
9804:  AD - Jeżeli Was dalej jeszcze więcej interesuje w tym temacie, to organizujemy 22 listopada warsztaty z Aliną Czyżewską.
9816:  AD - Kto pyta, ten rządzi i będzie też o statutach, o prawach uczniowskich, o prawach człowieka, o rozwiązaniach, o tym, jak interweniować, jak sobie radzić.
9825:  AD - Także polecam warsztaty online, można się zapisać.
9829:  AD - Informacja jest na naszym Facebooku, w wydarzeniach znajdziecie to wydarzenie i tam jest cały opis, jak się zapisać, kiedy dokładnie.
9837:  AD - Kto pyta, ten rządzi, taki tytuł, zajęcia wyrównawcze z demokracji.
9844:  AD - Jeżeli chcecie więcej i tam myślę też będzie więcej takich praktycznych rozwiązań i podpowiedzi jak sobie radzić w takich właśnie kryzysowych sytuacjach.
9856:  KMM - Mam nadzieję, że uda mi się i to Wam wszystkim pokazać.
9860:  AD - Musisz szukać na Facebooku, na naszej stronie.
9863:  KMM - Już widzę, udało się.
9867:  KMM - Kto pyta, ten rządzi.
9870:  KMM - Już się w to wklikuje.
9872:  KMM - Ja już też klikam, że mnie jest tym zainteresowany.
9875:  KMM - Więc moi kochani, absolutnie polecam śledzenie Dopaminy Lab.
9881:  KMM - Jeszcze raz przypominam,
9884:  KMM - organizacje, które reprezentują nasi goście.
9887:  AD - Tak, zwłaszcza, że do końca grudnia robimy bardzo dużo takich wydarzeń online'owych, warsztatów dedykowanych dzieciom i młodzieży, więc być może znajdziecie tam coś ciekawego dla siebie, w czym będziecie chcieli być.
9899:  AD - Jeszcze nie wszystkie informacje są tam po prostu umieszczone, ale będą rada dziennie.
9904:  KMM - Jeszcze pytanie jest parę w naszym czacie live'owym, to znaczy pytanie jest od Dopaść Chomika, w jakiej szkole uczycie?
9916:  AD - Ja nie uczę w szkole, wytrzymałam 6 miesięcy i szkoła ze mną też wytrzymała właśnie tak tylko dwutko.
9923:  AD - Jestem edukatorką, pedagożką, arcyterapeutką, ale pracuję pozaszkolnie.
9929:  RS - A ja pracuję w plastyku w Dąbrowie Górniczej.
9934:  RS - Zespół Liceum Sztuk Plastycznych.
9937:  KMM - Więc możemy śmiało pozdrowić Twoich uczniów najserdeczniej i przesłać im jamniki.
9943:  KMM - Pamiętaj, że to jest ważne zobowiązanie, to znaczy, żeby zrobić jakiś easter egg związany z jamnikiem na swoich zajęciach i powiedzieć, że to jest w ramach pozdrowienia od naszej szalonej społeczności.
9955:  KMM - Dobrze.
9955:  KMM - To jest pacta sunt servana.
9957:  KMM - Rozumiałem.
9961:  KMM - Jeszcze raz pamiętajcie, bardzo mi się też podoba wasze hasło dopaminowe, to znaczy, że dzieciństwo to nie jest wyścig jako wróg gier kompetentywnych.
9970:  KMM - To jest hasło marzeny, ale podpisujecie się, jak rozumiem, więc też propsuje absolutnie.
9977:  AD - Tak, mieliśmy taki pomysł na kampanię.
9980:  AD - No już nie.
9983:  AD - Dobra, już nie.
9986:  AD - Ale był taki pomysł kampanijny, zresztą ta kampania budzącej się szkoły trwa, mieliśmy ją też robić w mieście u nas jeszcze z innymi osobami, ale uczestniczymy i propagujemy ją my nadal i wciąż, bo tak, to jest niespodzianie wyścigów.
10003:  KMM - Jeszcze Agnieszka Brzozowska przekazuje pozdrowienia ze szkoły w Katowicach.
10007:  KMM - Bardzo się cieszę, że kończymy na takiej pozytywnej nocy.
10010:  KMM - Przede wszystkim bardzo Wam dziękuję za poświęcenie tyle czasu.
10013:  KMM - My jesteśmy przyzwyczajeni do przesiadywania długiego, więc bardzo się cieszę, że daliście radę z nami zostać.
10020:  KMM - Jeszcze raz też przypominam o tym, że możecie czytać statut nieumarły, pobierać go także.
10027:  KMM - Jeżeli chcecie się jakoś przysłużyć do zmiany, również z tego, co wiem, Stowarzyszenie Umarłych Statutów cały czas zbiera na wydanie tego drukiem, a dobrze wiecie, jak to jest w czasach postcyfrowych w Polsce, to znaczy, że jeżeli coś się nie ukaże drukiem, to zdaniem właśnie tych, których chcemy przekonać, to nie istnieje.
10044:  KMM - Więc jeżeli tylko macie taką możliwość, to można to wesprzeć, a ja jeszcze raz bym bardzo chciał podziękować naszym gościom za to, że się pojawili.
10053:  KMM - Ze swojej strony też obiecuję, że będziecie mieli jakieś działania tego rodzaju, to będę starał się pomagać jak mogę, bo sprawa jest dla nas wszystkich droga.
10061:  KMM - Więc dzięki raz jeszcze za przybycie.
10063:  S03 - To my bardzo dziękujemy.
10066:  KMM - Wszystkim.
10067:  KMM - Myślę, że dobrze było.
10069:  KMM - Pewnie i dziękuję wszystkim też, którzy napisali swoje historie, było ich bardzo dużo, staraliśmy się przeczytać wszystkie, pewne wątki się powtarzały, ale pamiętajcie, zawsze będę powtarzał, że tych naszych rozmów by nie było, gdyby nie historie, które je prowokują i gdyby nie wasze świadectwa, które dla mnie są ważniejsze niż każda statystyka z najlepszą nawet metodologią, więc to powiedziawszy, jeszcze raz dziękuję Dopaminie Lab za przyłączenie się, polecam wam śledzenie wszystkich ich mediów i
10097:  KMM - Dziękuję wszystkim zgromadzonym dzisiaj, wspierającym kanał, widzom, którzy tłumnie przybyli, żeby rozmawiać o rzeczach ważnych.
10104:  KMM - Miejcie wspaniałą środę, odpocznijcie, pamiętajcie o tym, że odpoczynek jest najważniejszy.
10109:  KMM - Znajdźcie sobie coś dobrego do przeczytania, do obejrzenia.
10112:  KMM - Spędźcie miło czas i widzimy się my w naszym uszczuplonym już gronie w sobotę i w niedzielę na live'ach gamingowych.
10120:  KMM - Jeszcze raz dzięki dla Roberta Strzały i dla Anny Emboni z Dopaminy Lab.
10125:  AD - Dziękujemy bardzo.
10127:  AD - Do zobaczenia.
10128:  AD - Do widzenia.
10128:  KMM - Do następnego.
