🔴 Największy koszmar Niedomaga Iamnixa — ELDEN RING: SHADOW OF THE ERDTREE Livestream #6
🔗 https://www.youtube.com/watch?v=X80bC_wf5vI

34:  Iście.
17309:  Nasz historyk kiedyś ósma klasa wymyślił budowanie lodowiska jak przymroziło i oczywiście wykorzystał tego niewolniczą pracę uczniom poza zajęciami.
17314:  Wytrzymałem jakieś dwa dni... Jezu!
17321:  No to to mi przypomina rzeczy, które odchodzą na uczelnia.
17323:  Na uczelniach często się wykorzystuje niewolniczą pracę studentów do różnych rzeczy.
17327:  I najgorsze jest to, że ludzie nie protestują.
17330:  To mnie przeraża totalnie.
17332:  To są dorośli ludzie.
17334:  I czemu nie protestują?
17339:  No ja wam mogę od razu powiedzieć bardzo szybko czemu.
17342:  Wyobraźcie sobie na przykład, że prowadzicie kancelarię adwokacką, okej?
17348:  I wykładacie na wydziale prawa.
17350:  No i mówicie studentowi, że jeżeli zrobi dla was za darmo różne rzeczy w ramach praktyk, no to wtedy szepniecie słówko tu i tam swoim znajomym prawnikom.
17362:  Kto by nie poszedł na taki układ, jeszcze w takim, wiecie, zamkniętym środowisku.
17368:  Nie uczył elektroniki, geniusz matematyczny, pisze Piotr, który uczył się na eksperta w elektronii atomowej w Żarnowcu.
17373:  Widać było, że czuje się niespełniony, kupowaliśmy mu hot dogi, on opowiadał o młodości.
17376:  O, pozytywna historia.
17382:  Strasznie mnie interesuje, irytuje mentalność, pisze retro, w stylu ja miałem do dupy w szkole, w pracy, więc wy nie będziecie mieli lżej.
17389:  To jest mentalność niestety mojego pokolenia, millennialsów, bardzo często się z tym spotykam, spotykam się też w pokoleniu boomerów, mam nadzieję, że pokolenie zetek takiego nie będzie miało.
17399:  Wszystkie znaki na niebie i ziemię wskazały raczej tak, ale to jest wyłącznie kwestia takiej pracy uświadamiającej, też trochę tego, co my robimy tutaj.
17409:  dla siebie nawzajem naprawdę dużo daje, jak normalizujecie zachowania, które powinny być normalne.
17416:  Fajnie mi się eksploruje to miejsce, to mogę wam powiedzieć.
17420:  Więc już tutaj pod tym względem ta lokacja ma u mnie plus.
17424:  Spory.
17426:  Za to jedno.
17431:  To chyba nie sięgnie.
17432:  Nie, nie sięgnie.
17436:  Nauczyciel filozofii kazał mi napisać pracę filozoficzną, którą ja potem użył bez mojej wiedzy w pracy, pisze Tomasz Gimenezisowski.
17442:  No to to jest plagiat, to jest skandal.
17445:  To zrozumiesz to, co czują studenci bardzo często kierunków technicznych, bo to na kierunkach technicznych to się dzieje notorycznie.
17453:  Ja z tym strasznie walczę, że ktoś jest autorem pracy, ale nieważne, bo podpisuje się pod tym profesor.
17462:  Może zrobimy na tym odcinek.
17464:  O czym poszła konkretnie?
17465:  O takich konkretnych historiach wychowawczych w szkołach?
17469:  Może jest dobry pomysł, żeby zmienić szkoły, aby znormalizować je.
17472:  Wiesz co, to jest podstawowa kwestia, to jest oczyszczenie środowiska, więc oczyszcza się środowisko na najróżniejsze sposoby.
17480:  Moim zdaniem najskuteczniejsze to nie jest ozwolnienia, to jest program szkoleń właśnie z takich zachowań proempatycznych, nazwijmy je z grubsza, od których ci ludzie sami odpadną.
17490:  Oni będą tak wściekli, że zwolnią się z pracy.
17493:  Sami.
17493:  Nie będzie trzeba ich zwalniać.
17495:  Problem polega na tym, że w tym momencie mamy dość kryzysową sytuację, to znaczy nie ma za bardzo kim zapełnić etatów.
17502:  I dlatego się nikt za bardzo na to nie decyduje.
17505:  Co we mnie strzela?
17508:  One tak strzelają?
17511:  Jezus Maria.
17517:  Jezus Maria, to tak strzela?
17524:  Ja zawsze walczyłem konno z tym.
17530:  Myślę, że kometa jednak będzie dobra.
17534:  Jezu.
17537:  Jaki spam.
17555:  Okej, czyli gramy w tower defense.
17577:  To nie jest nowy wróg.
17579:  On był w podstawce na 1000%.
17581:  Pielęgniarki szkolne, wywlegania patologii.
17585:  Mojemu bratu powiedziała, że nie ma zbliżać się do dzieci, bo zaleci ich swoją chorobą genetyczną.
17589:  Co?
17592:  Nie, no proszę, nie.
17595:  Dajcie mi wierzyć chociaż w lekarzy.
17598:  Chociaż w nich, proszę.
17601:  Dobra, ja w to teraz będę strzelał bez chwili wahania.
17609:  Okej, nie ma tu żadnego wroga już chyba.
17613:  Tak, siedziały dookoła więzień.
17616:  Tak jest, dobrze pamiętacie.
17620:  Jezu, ja nawet nie wiem, gdzie ja jestem w tej chwili.
17622:  Tam jest następne cholerstwo.
17625:  Ale mamy dużo... Mamy.
17630:  Czy mogę pokazać mapę?
17631:  Już.
17641:  No więc nie mogę.
17646:  Wykrywa jakiegoś wroga tutaj, wiecie.
17651:  Albo w ogóle nie ma mapy.
17665:  Ja się wkurzyłam i wzięłam łuk i 1000 strzał.
17668:  Nie no, litości.
17690:  Znaczy fakt, że nie można tutaj użyć konia, to jest przerażające.
17698:  Rany boskie.
17704:  Rany boskie.
17712:  Nie, to jest jakaś paranoja kompletna.
17717:  Nie mogło strzelać pod siebie?
17719:  Trzeba podbie... znaczy starałem się, wiesz.
17728:  Trochę jestem niezadowolony.
17737:  No kawał, kawał drogi.
17741:  Nie aż tak straszny kawał, ale kawał.
17751:  Tu się chyba trzeba skradać.
17756:  Nie pomogło.
17773:  regenerację stamina.
17776:  W tym momencie mam talizman na redukcję obrażeń, który mi się bardzo przydaje.
17780:  Ale ognistych to w sumie nie.
17782:  Wiecie co, to weźmiemy sobie tutaj regenerację many za to.
17790:  Który to był?
17791:  Boże, mnie denerwuje ten dźwięk.
17799:  Okej.
17804:  Dziękuję.
17807:  Niestety nie widzę, nie widzę gdzie jest ten talizman do regeneracji Manny.
17813:  A był gdzieś.
17818:  Cisza i spokój.
17820:  Przywraca punkty skupienia po pokonaniu wrogów.
17822:  Wiecie co?
17822:  To dam.
17863:  Nie, nie mogę po prostu tej gry czasem, naprawdę nie mogę.
17898:  Znaczy to jest komedia
17912:  To jest komedia po prostu.
17914:  To jest komedia.
17916:  Czy ktoś to skomentował jakoś?
17921:  Prawdopodobnie zemsta.
17926:  I teraz najlepsze jest to, że ja nie mogę się sfokusować na tamtym dalszym, nie?
17932:  Tomaszu, ty się w ogóle nie przejmuj zawiązywaniem przyjaźni.
17935:  Ja pierwsze przyjaźnie takie na poważnie zawiązałem grubo po studiach.
17940:  Nawet nie na studiach.
17945:  A miałem podobny problem co ty, więc nie przejmuj się w ogóle.
17948:  I druga głupia rzecz.
17950:  Nie można tego rozwalić, nie?
17952:  No nie można.
17960:  Gdzie są moje runy w ogóle?
17965:  Czy widzicie gdzieś moje runy?
17966:  A, one są tam.
17967:  Co ciekawe, nie pokazują się na kompasie.
17980:  Boję się, że jeżeli strzelę w to, wiecie co będzie, że tamten się zorientuje, że jestem tutaj.
17990:  Więc będziemy musieli wytracić mu agro.
18000:  Czy to się liczy jako instancja jedna, gdzie nie ma regeneracji?
18007:  Znaczy ja teoretycznie mam teraz zwrot części many.
18011:  Przywraca punkty skupienia po pokonaniu wrogów, więc hmm.
18024:  On mnie już widzi.
18031:  On mnie już widzi.
18037:  Czy zagrałem w grę Pixel Art, gdyby została zrobiona przez czat?
18039:  Nie, zagrałem w grę Pixel Art, gdyby została zrobiona przez moich własnych studentów.
18043:  Ja naprawdę nie znoszę Pixel Artów.
18049:  A, tu są dwaj.
18054:  Znaczy to jest chore.
18059:  Nie mam Samona tutaj.
18060:  Nie możesz mieć tutaj Samona.
18076:  Dobra, zrobimy sobie w ten sposób.
18101:  Szarża z kataną.
18129:  Zmień broń, zmień broń, zmień broń.
18131:  Zmień broń.
18141:  Nie wierzę, no nie wierzę!
18182:  Znaczy, sorry, no.
18185:  No sorry.
18188:  No sorry, chyba nie jestem odosobniony w mojej ocenie tego, co się tutaj dzieje.
18194:  Okej?
18196:  Znaczy, przepraszam, ale namierzanie przez ściany... Niech spierdala gra z czymś takim, okej?
18206:  Znaczy... Namierzanie przez ściany dla przeciwnika, a dla mnie...
18212:  A dla mnie to.
18214:  Majtanie ekranem.
18216:  To jest dla mnie.
18221:  Autentycznie nie wiem, co mam zrobić.
18226:  To jest Call of Duty, dokładnie.
18232:  Sztucznie powydłużane sekwencje i segmenty.
18235:  Sztucznie.
18247:  No i patrzcie, ja nie mogę sfokusować się na niego tam.
18250:  Nie mogę.
18252:  A zdjąłbym go jedną loretą.
18257:  Okej, mam.
18260:  On też ma.
18273:  Nie mam pojęcia.
18274:  Jak stoisz pod nimi, to nie mogą trafić.
18276:  Ale wiesz, na czym polega problem?
18297:  Problem polega na tym, żeby się znaleźć pod nimi.
18300:  Na tym polega problem.
18304:  A tutaj mamy podwójnego snajpera, tak?
18308:  Dobra, wpierw wyeliminujmy jego.
18324:  Ta dziwna animacja oznacza, że nam zwróciło manę.
18330:  Strzelił Loretto bez namierzania.
18332:  Nie da rady.
18346:  Nie wiem czy to bug w grze to ma się tak zachowywać, ma się to tak zachowywać.
18353:  Niestety, ale nie namierza nas, dobrze.
18365:  Ten zwrot many jest żaden.
18368:  Mało tej many zwróciło, zauważyłem.
18373:  Nie, to jest w ogóle komedia.
18375:  To jest talizman do dupy.
18377:  Potrzebuję ten regeneracyjny, tylko nie mogę go znaleźć.
18383:  Powoli przywraca punkty skupienia, jest.
18391:  Uza naśladowcy.
18392:  Nie mogę tutaj przy... Nie ma tutaj Samona.
18394:  Nie możesz przywołać Samona w tym miejscu.
18402:  Ej, to jest dziwne, że nikt nie zwraca uwagi, co można tutaj zrobić.
18410:  To ma już tutaj zasięg.
18413:  Znaczy, to jest nieprawdopodobne absolutnie.
18418:  O!
18419:  Przed tobą żałosna osoba.
18423:  Zgadzam się.
18424:  Czekajcie, a gdyby rzeczywiście zrobić tę loretę... Nie robiłem tego nigdy, ale może Anusz.
18436:  Nie, nie doleci.
18447:  Okej, trochę niżej.
18453:  Okej, trochę wyżej.
18456:  No gryze, że jak można nie mieć z tym, jak można nie mieć z tym problemu, no bez przesady, że to jest jakiś snajper, który zdejmuje asynchronicznie.
18468:  Znaczy celowanie tutaj jest po prostu jakiś absurd.
18474:  Jest.
18492:  Jest.
18496:  Jak będzie jeden, to spoko.
18498:  Jednego wydodżuję.
18513:  Jest.
18529:  Szczerze mówiąc żałosna osoba.
18543:  Jeszcze ten ptaszor tutaj wyjątkowo złośliwy.
18553:  Ale patrzcie, jak na ślepo wali.
18556:  Tu jest następny.
18576:  Jezus Maria.
18580:  Tego jest jeszcze więcej, chciałem uprzejmie zaznaczyć.
18586:  Dobra, ale chyba najgorszy za nami.
18591:  Strzelak Mag z Dragon's Dogma.
18593:  Tak!
18594:  Dokładnie tak.
18596:  Znowu tam jest... Dwóch jest.
18600:  Jezus.
18603:  Dobra, Loreta teraz.
18605:  Ja nie wiem, co bym bez tej Lorety zrobił.
18607:  Widzicie?
18608:  Zaklęcie jedynki, ono nas wiezie przez całą grę.
18617:  Przez cały dodatek.
18618:  Tak, najlepszy dodatek od From.
18620:  Znaczy, przepraszam, ale Ringed City zjada ten dodatek na śniadanie.
18624:  Ze smakiem jeszcze chrumka.
18626:  Okrupniku, dziękuję za tryb utuszanego.
18628:  Chciałem się jedynie pochwalić, że po ponad sześciu godzinach próby udało się wreszcie ubić Final Bossa DLC, zanim popadłem w szaleństwo.
18634:  Gratuluję!
18635:  Bardzo!
18639:  Miesz w środek banana.
18641:  Banananananana.
18644:  Eric Bana eats banana.
18654:  Szczerze mówiąc, żałosna osoba.
18667:  Takiego.
18669:  Jezus, nawet, nawet snajperskie zaklęcie nie zdjęło go natychmiast.
18676:  To jest żałosne, że nawala przez ścianę i jest żałosne.
18680:  Naprawdę.
18683:  Rany boskie, to się nigdy nie kończy.
18686:  To się nie kończy!
18688:  Wyobrażacie sobie iść tutaj jeszcze raz?
18691:  Znaczy to jest bardziej emocjonujące niż walka z bossem na tym etapie.
18695:  Czas na tarcza.
18698:  Bardzo uźwa zabawne.
18701:  Tarcza.
18702:  Tarcza szmato.
18720:  Czy to są kamienne statki wojenne?
18722:  To są sarkofagi wielkie.
18724:  Czy widziałeś dzisiejszą debatę o zmianach w edukacji?
18726:  Czy byłbyś gotów zostać ekspertem, który poprowadzi te zmiany?
18730:  Action Man, ja się czuję dobrze jako doradca.
18735:  Jezus, to jest łasunia.
18736:  Ja się dobrze czuję jako doradca, ponieważ doradcy nikt nie bije.
18741:  Zobaczcie, co się dzieje z biedną Barbarą Nowacką.
18746:  Zaczynała od czego?
18748:  Od dokładnie takich postulatów, jakie są na tym kanale.
18752:  Jak kończy?
18753:  Po naciskach ZNP, nauczycieli, dyrektorów, związków, wiceministrów, ministrów, urzędników, kuratorów.
18766:  Dokładnie.
18771:  No dobrze.
18772:  Czy my będziemy jakoś wynagrodzeni za to, co zrobiliśmy?
18777:  Chyba nie.
18779:  Dobra, moi drodzy.
18780:  Ja myślę, że to jest dobre miejsce, żeby kontynuować ekskapadę naszą w sobotę.
18787:  Jutro przerwa od streamów, przerwa od Elden Ringa.
18791:  Będziemy sobie grali w sobotę.
18795:  Tak, zaszczuli Nowacko, też się zgodzę z tym absolutnie.
18798:  Wspólny front z ministrem?
18799:  Ciężka sprawa, Action Man.
18802:  Ja jestem naprawdę zwolennikiem
18805:  działania oddolnego, bo przez lata widzę, jak dużo się zmienia.
18809:  Już przez te trzy lata się dużo zmieniło oddolnie.
18812:  Tylko, że nie widać tego na dużą skalę.
18815:  Ale jesteście częścią tej zmiany i to jest, uważam, najbardziej pozytywna rzecz, jaka wychodzi z tego wszystkiego.
18820:  Z jednego jestem dumny, to znaczy trafnie przewidziałem, że jeżeli coś ruszy, to tylko wtedy, kiedy zacznie się problem wyśmiewać, bo tego jeszcze nikt wcześniej nie zrobił.
18827:  Wszystkie inne rzeczy wypróbowano.
18829:  I tym oto akcentem, moi drodzy, kończymy.
18831:  Dziękuję Wam jeszcze raz za uczestnictwo w ankiecie.
18834:  66% osób zobaczyło czerwoną miniaturkę, a cała reszta zieloną.
18838:  To jest ważna wskazówka na przyszłość.
18840:  Dziękuję jak zawsze za wspieranie kanału, za wspieranie dzisiaj emocjonalne i nie chcę nic mówić, ale...
18846:  zwyciężyliśmy, bez samonów, jako Macbosa, da się, więc wasze wsparcie dużo znaczy, wszystkiego jamniczego dla was na weekend, pamiętajcie, że jutro wychodzi dobry film w kinach, ciche miejsce, znaczy zakładam, że będzie dobry, zobaczymy, może mi się uda zrobić recenzję, w sobotę i w niedzielę widzimy się albo o 16, albo o 18, w zależności od tego, jak mi praca pójdzie nad zaliczeniami, a ja wam tak czy siak już życzę teraz dobrego weekendu i szybkiego nastania piątku, wypocznijcie, drzemnik jest z wami,
18875:  Jamniczych snów.
18876:  Do następnego.
