🔴 Niedomag Iamnix w Królestwie Cienia(sów) — ELDEN RING: SHADOW OF THE ERDTREE Livestream #2
🔗 https://www.youtube.com/watch?v=cyUdPUnJe74

1:  Taki jest sens banana.
17688:  Czy ja mam zwiększenie staminy pasywnej regeneracji życia?
17691:  W życiu.
17692:  Nie mam czegoś takiego stworzonego.
17694:  Nie chcę tamtego eliksiru niszczyć, bo potem nie będę miał pamięta, jak go zrobić.
17698:  Gdzie to jest?
17701:  Wypieprz mi to.
17702:  Wypieprz mi to stąd.
17703:  Potem będę tego szukał przez półtorej godziny.
17708:  To jest właśnie to.
17709:  Masakra absolutna.
17713:  Ale mamy takie, just to say, filmy.
17715:  Cała seria live'ów jest o tym.
17719:  Będzie w czerwcu albo na początku lipca.
17722:  Nie widziałem tego.
17729:  Fajny początek.
17736:  Przestań spamić!
17760:  Nie umiem tego uniknąć.
17761:  Nie umiem uniknąć tego miecza, który idzie przez cały... Przez cały idzie... Jest w playliście Just To Say Q&A.
17771:  Mamy całą serię, gdzie będzie już był pierwszy odcinek, gdzie będziemy nic innego robili, tylko robili taką wspólną mapę myśli, gdzie opowiadamy sobie o literaturze, filmach, serialach, grach w danym gatunku.
17782:  Najbliższy live będzie o high fantasy.
17790:  Dlaczego ja widzę jakieś gwiazdki, a nie fireboi?
17792:  No bo oczywiście, że nie ma tutaj fireboi, no po co?
17806:  Nie, chyba tamten eliksir też wypieprzy, bo to nie ma sensu.
17809:  Ja już go straciłem w tym momencie.
17812:  Ja już go straciłem.
17814:  On po prostu jest bezużyteczny w tych walkach.
17818:  Nie, ja go wypieprzam stamtąd.
17820:  Tylko się przełączam między jednym, a drugim, i trzecim, i piątym i tracę czas za bardzo.
17827:  Nie, nie będę pił tego Elixiru przed wejściem do walki, ponieważ to nic nie daje.
17831:  Wystarczy, że zdjął mnie w tym momencie dwiema zaklęciami.
17834:  Nie ma najmniejszego to sensu kompletnie.
17836:  Wypieprzam tamten Elixir kompletnie.
17837:  Nie chcę go.
17839:  Denerwuje mnie to przełączanie się.
17840:  Muszę cały czas się przełączać między dwoma flaszkami w odróżnieniu od każdego innego buildu i doprowadza mnie do absolutnego szału i frustracji.
17849:  Dzięki, Claudio, serdecznie za trybut.
17851:  Melissa się zawsze przyda.
17852:  Nie wiem, czy ja ją mogę jeść w ogóle.
17874:  Może cztery razy się wyleczę, no, na zasięg.
17881:  Co to było w ogóle?
17883:  Ale potrzebuję Księżyc Renalii do tej walki.
17887:  Żeby zboostować te obrażenia.
17891:  Już prawie mi się udaje unikać tych ataków, tylko muszę się nauczyć unikać magicznego ataku mieczem.
17896:  To jest przez pół planszy.
17899:  Co ona teraz robi?
17902:  Czemu nie afeminatywuje?
17904:  Ona jest jako rycerz.
17914:  O nie, i to jest to!
17918:  No nie umiem tego uniknąć.
17920:  Chyba się nie da, albo jest bardzo mały aimflame.
17943:  I koniec.
17949:  Ojej, on mówi jako boss, nie?
17952:  Widzę, że jest postać, ale przez sekundę powiedziałem, że nie ma feminatywu.
17955:  To nie pomaga, nawiasem mówiąc.
17963:  Ja zawsze w tej flasze daję sobie wzmocnienie odporności i tarczę, no ale, no wiesz, no nie mogę sobie dać, ponieważ muszę się przełączać między tym strasznie szybko.
17971:  Gdybym mógł to gdzieś mieć w ekwipunku, to co innego, pewnie mogę, trudno powiedzieć.
17977:  Przytrzymanie przycisku do zmiany flaszek przełącza na pierwszy slot flaszek.
17984:  Tak, wiem, ale to jest przytrzymanie przycisku w walce, której się liczy każda sekunda.
18004:  Nie umiem uniknąć tego kombosa.
18019:  Czemu jej zaklęcia dają mi Staggera na odwrót?
18022:  Nie!
18026:  Dobra, bo widzę, że licznik śmierci wywołuje emocje, to ja podwyższę w takim razie do jakichś, nie wiem, 125 i nie będę musiał tego robić za każdym razem.
18039:  Dobrze, to zrobię w ten sposób.
18041:  Ja tutaj zmienię sobie zaklęcia, bo to też mnie doprowadza do szału.
18048:  To jest rzecz, która niezmiennie mnie doprowadza do szału.
18052:  To znaczy to, że muszę potem zapamiętywać, jak ja mam używać zaklęć.
18057:  Jezu, życie jest tak proste, jak się tylko macha cepem.
18062:  Księżyc, księżyc, księżyc, bo oczywiście to nie może być przecież... No nie może być to zrobione po ludzku.
18068:  Nie może być to zrobione po ludzku.
18072:  Dobrze, to zrobię tak.
18075:  Musi być to zrobione po konsolowemu, nie może być po ludzku.
18079:  Dobrze.
18080:  Tego używam?
18082:  Nie.
18083:  I tego używam.
18084:  Nie.
18084:  Nie.
18087:  Tego używam, tak?
18089:  Dobrze.
18091:  Kyrie eleison.
18108:  Nic nie widziałem.
18111:  Ale teraz mam debuffa.
18114:  który absolutnie jej nic nie dał za to... Ja mam wrażenie, że to mnie zdebuffowało, wiecie?
18119:  Tak, ja mam takie wrażenie właśnie, że to mnie zdebuffowało.
18130:  Mnie zdebuffowało, widzę.
18132:  O, dziękuję!
18133:  Powinna być możliwość tworzenia setów i zapisu kilku ustawień.
18135:  Nie do wiary!
18136:  No tak, tak!
18137:  Tak powinno być!
18140:  Ale... Ale nie.
18142:  Musisz zapamiętać se.
18155:  I teraz nagle jest pasywna.
18157:  Ja nie rozumiem tego kompletnie.
18169:  Będziesz mnie cholero jasna odfokusowywać!
18183:  Okej, to jest telegraf chyba do tego bardzo potężnego ataku.
18193:  Miej stagger!
18194:  Miej stagger!
18195:  Miej stagger!
18196:  Miej stagger!
18197:  Podpowiedź!
18197:  Niech wygląda tak, jak po twoich zaklęciach!
18204:  Taki stagger jak ja!
18205:  Tylko miej go ty po tym samym zaklęciu!
18207:  Wystarczy!
18211:  To!
18211:  O!
18212:  Taki stagger!
18213:  Taki stagger chcę!
18214:  Na przeciwniku!
18229:  No i koniec.
18237:  Nigdy nie grałem w Dragon Age'a we snówku.
18251:  Nikt tego nie zrobił, Tomaszu, przed tobą, wiesz?
18253:  Nie kojarzę tego.
18260:  Nie będę, moi drodzy, za każdym razem toczył dyskusji na temat salmonów.
18264:  Samona przywołuję wtedy, kiedy widzę, że czegoś tu jest nie do zrobienia coś.
18270:  Tutaj nie widzę, że jest nie do zrobienia.
18291:  To takie pomniejsze, wredne rzeczy typowe dla Fromu, ale nic przerażającego.
18296:  Na przykład te etapy pasywności mnie rozwalają kompletnie.
18312:  Jesus Christ, naprawdę.
18314:  Zawsze w półanimacji.
18335:  Nie powinno było być samonaprowadzające czasem?
18338:  Czemu moje samonaprowadzające zaklęcie nie samonaprowadza?
18341:  Czy mogę, mogę się kuźwa dowiedzieć, czemu moje samonaprowadzające zaklęcie idzie w ścianę do ciężkiej cholery?
18350:  Jeśli chcesz stagger build, to robisz build pod siebie.
18352:  Ja wiem, wiem standardowo.
18355:  Chcę, żeby wyszedł stagger wreszcie z zaklęć, ponieważ to nie jest prawda, że nie wchodzą staggery w zaklęć.
18361:  Wchodzą, wystarczy zobaczyć na to, jak wróg używa zaklęć.
18365:  Wtedy wchodzi stagger po jednym.
18367:  Ja muszę użyć piętnastu.
18375:  Przypominam, że to jest zaklęcie samonaprowadzające.
18380:  To nie działa.
18380:  Mhm.
18399:  Wredota cholerna.
18401:  Przeklęta wredota z tymi pieprzonymi animacjami many cholernej!
18406:  Szlag mnie trafi z tym!
18411:  Falanga błyskocz czy jest dobra do staggerowania?
18413:  Tak, w wykonaniu wroga!
18419:  Wspój czarów to jest do obrażenia inny niż w manga, czyli na przykład ognista, ale ja nie mam buildu po to obrażenia ogniste.
18423:  W ogóle to jest zupełnie inna klasa postaci wtedy.
18439:  Co tam jest?
18444:  Nie ponadzywał mnie o tym księżycami.
18446:  Cześć.
18467:  Wystarczy użyć... Wystarczy użyć Elixiru, raz!
18470:  Wystarczy użyć Elixiru!
18472:  Jak chcecie, żeby wróg zaatakował, wystarczy, że użycie Elixiru.
18487:  Proca jest dobra na przeciwnika, który się nie rusza.
18492:  Nie na przeciwnika, który się tyle rusza.
18494:  Przypominam jeszcze raz, że Gwiazdy Ruiny to jest jedyne samonaprowadzające zakręcie w całej grze.
18499:  I ono nie samonaprowadza.
18503:  Więc nie wiem, w jakim sposób miałaby proca zadziałać, skoro ona samo nie naprowadza.
18507:  Po prostu zakręcia samonienaprowadzające, po prostu, moi drodzy.
18515:  Może ja też zacznę spamić po prostu, może to jest pomysł.
18524:  A nie, widzicie?
18525:  Widzicie, jaki stagger miałem?
18527:  W powietrzu miałem stagger, używając zaklęcia, w trakcie animacji.
18530:  Wyobrażacie sobie coś takiego w drugą stronę?
18532:  Bo ja nie.
18537:  Wyobrażacie sobie coś takiego, na przykład?
18540:  Wiem, ja miałem taką moc, Jezus Maria.
18546:  Następny zakręć, samo nie naprowadzające.
18562:  Za wcześnie.
18570:  Nieważne.
18574:  Ten już jest za wolny, ale daje obrażenia.
18577:  Znerfili Gwiazdy Ruiny i tak nie naprowadzają?
18580:  No, właśnie widzę.
18582:  Wszystko muszą zawsze nerfić.
18583:  Ciekaw jestem, czy znerfili obrażenia mieczem.
18585:  Jezus Maria, jaki byłby ryk.
18591:  Kostur w dwóch dłoniach zadaje więcej damage'u?
18593:  Bardzo prosta sprawa, nie wiem, w jaki sposób to zrobić.
18595:  Nie wiem.
18597:  Nie wiem.
18601:  Bo w tej grze nie ma informacji, w jaki sposób można chwycić broń.
18605:  Nie ma.
18608:  Zmiana oręża w prawej ręce, w lewej ręce.
18611:  Silny atak, zasłona, oręż.
18613:  Nie ma.
18617:  Nie ma informacji.
18618:  Po prostu nie ma czegoś takiego tutaj, jak uchwycenie broni w dwóch miejscach.
18625:  To jest nieprawdopodobne absolutnie.
18629:  Ej, prawy przycisk myszy?
18631:  Nie, ej, prawy przycisk myszy to jest umiejętność specjalna.
18640:  O, to jest Tommy robi ej, prawy przycisk myszy.
18645:  Mam jakieś pięści.
18647:  A ej, lewy przycisk myszy.
18651:  Ej, lewy przycisk myszy.
18653:  Możecie mi powiedzieć, dlaczego nie było takiej informacji tutaj w ogóle nigdzie?
18659:  Dlaczego animacja kastowania zakręcia ciągnie się aż po wypuszczeniu go?
18662:  Że trzeba jeszcze stać w miejscu?
18663:  Nie wiem.
18666:  No zobaczymy czy rzeczywiście będzie... Będą większe te obrażenia.
18676:  Większe obrażenia wiecie dla kogo są?
18678:  Dla mnie.
18679:  Wtedy są większe obrażenia.
18685:  Że to będzie po prostu ta sama śpiewka wszystkich bossa, coś mi się tak wydaje.
18692:  Miecze też znerfili, to już to widzę.
18693:  Wiesz, jakby ci tak znerfili miecze, jak mnie znerfili zaklęcia, to byłaby inna rozmowa.
18700:  Widzę dobrze, jak ja wyciągam miecz, swój własny, skalujący się z inteligencją i wszystko pada na dwa hity, to jest po prostu nieprawdopodobne.
18738:  W pół mojego ataku jestem!
18740:  W pół mojego ataku!
18742:  Moja animacja ataku jest tak długa, że ja w pół ataku jestem zdejmowany przez przeciwnika.
18748:  Taka jest długa animacja ataku.
18750:  To jest po prostu nieprawdopodobne absolutnie.
18785:  Jezus, ja się po prostu mylę nieustannie cholernymi flaszkami. ...
18817:  Nie umiem tego unikać, tego, serii ataków, nie umiem.
18824:  Nie, po prostu nie jestem w stanie.
18826:  Nie, nie, nie mam co zrobić.
18843:  Nie mam pojęcia, nie mam pojęcia w jaki sposób tego unikać, autentycznie.
18848:  Jest siedem ciosów na raz.
18853:  Każdy w drugą stronę.
18864:  Na przykład nie wiem, co mi należało zrobić, żeby uniknąć tamtego.
18867:  Nie wiem.
18873:  Znaczy ja szybciej nie nacisnę uniku już.
18880:  Można być tylko dalej od niej.
18892:  Co mam robić?
18893:  Znaczy, ja autentycznie pytam.
18895:  Jeżeli ktoś wie, to ja chętnie przyjmę radę, bo ja w tym momencie już cały czas roluję i nic to nie daje.
18905:  To tak szybkie ataki...
18909:  Już nie wiem, kiedy jest panic roll, a kiedy jest normalny roll w moim wykonaniu.
18917:  To animacja picia, która trwa przez 40 sekund.
18930:  Jezus, jak to mnie wkurwia naprawdę!
18935:  Czemu ja nie mogłem przerwać tego zaklęcia teraz?
18938:  Dokładnie to samo.
18954:  Nie ma żadnych fragmentów ostro... Nie mogę z tymi fragmentami ostro drzewa... Macie tę samą walkę po 24 godzinach.
18961:  No, 12 powiedzmy.
18963:  Jestem po 4 fragmentach ostro drzewa.
18965:  Czy widzicie różnicę w damage'u?
18968:  Bo ja nie.
18969:  Żadnej.
18980:  Coś jest nie tak z tymi buffami tutaj.
18996:  Chwa mać.
19010:  Za wcześnie.
19031:  Dosłownie te ostrość drzewa, jakby nic nie dawały i te drugie.
19033:  Dziękuję, Szeronimakaroń.
19035:  Szeronimakaroń też gra.
19036:  No, też tak zauważyłem.
19038:  To powinien być jakiś gigantyczny buff, żebyście rzeczywiście czuli, że coś skaluje mnie, więc większy buff mi daje level w tym momencie.
19052:  Kiedy wreszcie twórcy gier zrozumieją, że poczucie rosnących umiejętności powinno dać przyjemność?
19068:  Nie jest fajne, że w świecie wszystko umiera na dwa hity, a tutaj nie.
19076:  Przynajmniej się nauczyłem to rollować już częściowo.
19088:  No już chyba nie nauczyłem się.
19094:  A zapędź się w ruch.
19096:  Na pewno ci to tak nie zaszkodzi jak mnie.
19098:  Tu jesteś bezpieczna absolutnie.
19104:  A fajnie nie wszedł rol.
19106:  Mimo, że był na impucie.
19107:  Fajnie, fajnie.
19116:  Zresztą ten zasięg mieczy też jest niesamowity, absolutnie.
19119:  Chcę, by ona miała magiczny miecz w sposób stały.
19129:  O, a propos...
19143:  Możecie mi wytłumaczyć, w jaki sposób uniknąć tego ataku przez całą arenę mieczem, bo nie wiem.
19157:  Nie wiem, może trzeba zrobić rolę po tym, jak się tu pojawi na ekranie, bo już robiłem w trakcie przed...
19172:  No to trzeba zrobić dosłownie w momencie, w którym was dotyka.
19175:  To jest trudne, jak jesteście zlokowani w animacji.
19178:  Castu.
19195:  O właśnie to!
19199:  Co miałem zrobić, jak jestem zlokowany w animacji?
19203:  Czemu nie ma Animation Cancel?
19214:  Wy mi mówicie, żebym jeszcze coś dłużej przytrzymywał.
19217:  Chryste, panie!
19219:  Normalny cast mam i on jest już za długi.
19243:  Następna kochana animacja przeze mnie, picia z flaszek cholernych.
19250:  No i koniec.
19255:  Czy jak jestem przy niej, to też nie mogę?
19259:  Nie, właśnie teraz spróbowałem, Piotrek.
19261:  Spróbowałem teraz przy niej być, jak ma ten atak i też się nie da.
19266:  Nie mam zielonego pojęcia.
19276:  Przez cięcie przez arenę trzeba podskoczyć.
19278:  Dobra, spróbuję.
19280:  Na to nie wpadłem faktycznie.
19283:  Może się uda.
19298:  Nie wiem, co mam zrobić w tym momencie.
19303:  Widzicie, że ta gra wspomaga panik rolę?
19306:  Autentycznie, ona premiuje panic role.
19308:  Jeżeli wykonacie trzy role na... to wtedy spoko.
19321:  Dwa role na uniknięcie tego, co ma na całą arenę.
19323:  Próbowałem też kremowaną oczy mordo, próbowałem.
19326:  Podskok absolutnie.
19332:  Możemy mu robić unik na miecz?
19333:  Nie wiem, co masz na myśli.
19336:  A, że w przód, tak.
19337:  Też.
19338:  Najlepsze jest to, że te moje ryzyka... Każdy cast to jest ryzyko, nie?
19356:  Zejścia na dwa hity.
19357:  One się średnio opłacają.
19359:  Bo ja go smyram tymi zaklęciami.
19371:  I teraz okresy przed jego... między jego atakami ja marnuję na butelki.
19378:  Musisz spam, musisz spamić.
19380:  Trzeci raz jeszcze?!
19394:  Widzicie?
19394:  Panik role pomagają.
19397:  Pierwszy raz miałem coś takiego.
19398:  Nigdy nie miałem czegoś takiego w Souls'lach.
19400:  Zawsze panic role były penalizowane.
19402:  Tu nie.
19403:  Tu jest tak dużo tych movesetów, że rolowanie non stop pomaga.
19410:  O, właśnie teraz powinienem był trzy razy rolować wcześniej i byłoby okej.
19420:  A gdzie Stagger? !
19440:  Już się nawet nie mam jej w połowie ogarniętej.
19445:  Autentycznie będę to robił teraz, będę panik rolował przy niej.
19457:  Za mało jeden rol.
19458:  O, teraz będzie to.
19463:  No albo podskoczyłem za późno, albo podskok też nie działa.
19482:  Jaki mag masz od Cecyra?
19484:  O czym ty w ogóle do mnie mówisz?
19490:  Ja tego nawet nie mogę użyć, ponieważ to wymaga wiary.
19498:  Wszystkiego tego nie mogę użyć, bo to wszystko wymaga wiary.
19503:  Tłumaczę wam, że ja mam inny build.
19515:  Wszystkie zaklęcia, które mogę używać, używam.
19561:  Level cap jest na dexterity 70, jeżeli chodzi o zręczność.
19571:  Mam 20 w ogóle.
19575:  Więc wiesz, może to jest kwestia, że ja powinienem zręczność podlevelować teraz.
19588:  Może, nie wiem.
19601:  Teraz będziemy pasywni, tak?
19603:  Nie ma już 11 ataków?
19605:  Nie ma 11 ataków na raz?
19607:  Co to się dzieje?
19608:  Jak to?
19608:  Już wiem, co muszę zrobić.
19611:  Ładne, nie?
19613:  Ej, jeszcze raz.
19614:  Teraz przełom... O. No, fajne, nie?
19624:  Ale absolutnie nie ma input readingu na picie Estusa w życiu.
19628:  Absolutnie nigdy się to nie zdarzyło.
19634:  Lubię, lubię, lubię takie dowody empiryczne.
19639:  Lubię.
19642:  Jezus Maria.
19643:  To mówię, wyłączcie leczenie.
19645:  W ogóle.
19652:  A jeżeli jest jaka opcja, to dajcie sekundę, żeby człowiek się wyleczył.
19657:  Robienie input readingu na leczenie to jest wredota absolutna w takiej sytuacji.
19670:  W pół znowu animac, nic nie mogłem zrobić.
19689:  Nie mam jeszcze nic do zarzucenia.
19698:  Nie mam sobie nic do zarzucenia, bo na razie jestem zdejmowany w trakcie animacji głównie albo Estusa, albo Zaklęcia.
19709:  To nie jest taktyka Polarny Polarniku.
19711:  Ja nie mam żadnej taktyki, ja mam build jeden.
19720:  Jedyna taktyka, którą tu można zmienić, to przywołać Samona.
19723:  To jest wszystko, co ja mogę zmienić w taktyce.
19726:  Wszystko.
19735:  Dobrze, ponieważ licznik znowu wzbudza emocje, teraz ustawię na 145.
19740:  Albo 170 od razu.
19747:  Czy kometa nie byłaby lepsza od gwiazd ruiny?
19755:  Nie, ponieważ kometa nie jest samonaprowadzająca.
19757:  Jest w jeszcze mniejszym stopniu samonaprowadzająca niż gwiazdy ruiny.
19770:  Szybki zagęszcz, ona unika.
19776:  Ale one faktycznie ją troszeczkę staggerują, odrobinkę.
19779:  Kupiny.
