Na ratunek Ciri wszyscy się rzucili — WITCHER 3 Livestream #25
🔗 https://www.youtube.com/watch?v=agVyy0IDZ2I

3:  Ostatni raz.
11474:  Biorę ich na siebie!
11501:  Dobrze, dziękuję.
11503:  Musimy otworzyć im bramę!
11519:  Haha, tak!
11537:  Musimy otworzyć im bramę.
11540:  Wiem, że musimy.
11546:  Eskel otworzył bramę.
11548:  Możemy się wycofać.
11549:  Odwrót.
11554:  Co ty tu robisz?
11555:  Teraz to już bez znaczenia.
11559:  Koza robi całą robotę?
11560:  Tak, coś w tym jest.
11562:  Przechodzą przez szczeliny.
11564:  Bomby dwimerytowe.
11567:  Więcej znajdziecie w skrzyniach pod murami.
11570:  Chciałbym jeszcze dostać dekokter Rafarda Białego, ale rozumiem.
11573:  Rozumiem.
11574:  Nie warto.
11575:  Stworzę krąg witalności!
11581:  Musimy pozamykać portale, inaczej zginiemy!
11582:  No.
11582:  I to jest pomoc.
11585:  I to jest pomoc, to rozumiem.
11591:  A tam, gdzie są te portale?
11593:  Dwoma z nimi to...
11600:  Mórnik zatrzymał!
11626:  Nie księżycowy pył, tylko bomba dwiemerytowa.
11629:  Dobra.
11630:  Taak!
11636:  Chytry Geralt.
11642:  Mniej chytry Geralt nie może walczyć.
11657:  Bożoga.
11668:  Fuck.
11668:  Jest jaskółka, tylko że nie możemy jej wyekwipować, na tym polega problem.
11672:  Chyba.
11674:  Wydaje mi się, że... A nie, działa ekwipunek.
11676:  Dobrze, bardzo dobrze.
11678:  Zatem jaskółka.
11686:  Lecimy do drugiego portalu.
11704:  Geralt, używaj bomby dwimerytowej!
11707:  Czemu nie mamy bomb dwimerytowych?
11709:  Gdzie są bomby dwimerytowe?
11713:  Dobra, alarm.
11715:  Z jakiegoś względu nie jestem w stanie przełączyć Objective'u.
11718:  Właśnie nie mogę zamykać portali, bo nie ma bomb wimerytowych.
11727:  Czemu nie ma bomb wimerytowych?
11732:  W skrzyniach przy murach?
11736:  No właśnie, dwie bomby tylko były.
11740:  Irdem zamyka?
11741:  Dobra.
11745:  Bardzo lubię jak gra coś komunikuje precyzyjnie.
11762:  Nie można wejść w medytację.
11765:  Jest zablokowana.
11774:  Jest, bomba dymerytowa, świetnie.
11778:  Totalnie nie była przy murze, ale co tam.
11780:  O!
11809:  Chodziło mi o to, że nie można było się przełączyć na ten drugi Objective, bo było V zablokowane niestety, nie wiem dlaczego.
11828:  Niech zgadnę.
11830:  Teraz miecz.
11830:  Chodź.
11844:  Geralt!
11845:  Gdzie on jest?
11846:  Musimy...
11907:  Nie zostawię cię.
11911:  Wy ludzie jesteście tacy niepraktyczni.
11926:  Ciri, nie!
11935:  Zabraniam ci się narożać!
11946:  Zawsze byłaś kronobrnym dzieckiem.
11950:  Uwielbiałem cię za to.
11959:  Aaaa!
12084:  Kwaed!
12085:  Kwaed!
12085:  Unsem!
12086:  Zanmord!
12168:  Zdjęcia i montaż
12200:  Ja... Ja nie zdążyłam mu pomóc.
12205:  To nie twoja wina.
12212:  Nie powinnam była uciekać do Kaer Morhen.
12226:  Avalach jest słaby, ale żyje.
12229:  Triss opatruje pozostałych.
12234:  Prawie zabiłam was wszystkich.
12253:  Gdyby nie ty, bylibyśmy już martwi.
12256:  Nie, Geralt.
12257:  Gdyby nie ja, Gon nigdy nie trafiłby do Kaer Morhen.
12266:  Musimy przygotować pogrzeb Vesemira.
12268:  Chodźcie.
12283:  No, pamiętam mnie ta scena poruszyła, jak po pierwsze raz widziałem, bo... ...przepięknie zrobiona narracja.
12310:  Kermoren bez Vesemira to... To nie jest to samo Kermoren.
12339:  KONIEC
12402:  Nie obwiniaj się.
12404:  Żaden Wiedźmin nie zmarł dotąd na własnym łóżku.
12411:  Nie wiesz, jak to jest.
12413:  Widzieć, jak umiera ktoś, kogo kochasz.
12417:  Przez ciebie.
12419:  Wszyscy wiedzieliśmy, na co się piszemy.
12422:  Tak.
12423:  I uratowaliście mnie.
12425:  Na jak długo?
12426:  Tydzień?
12427:  Miesiąc?
12427:  Ukryjemy cię.
12429:  Zatrzemy ślady.
12431:  Nie.
12432:  Nie będę już uciekać.
12459:  Vafeil.
12463:  Dla tych, którzy zostali, śmierć nigdy nie powinna być ważniejsza niż życie.
12469:  Pożegnajcie przyjaciela.
12470:  Gdy skończycie, musimy się naradzić.
12472:  Podać.
12496:  O czym myślisz?
12500:  Nie wyobrażam sobie Kaer Morhen bez Vesemira.
12506:  Wkrótce ruszam w doliny, a potem znajdę inne miejsce na zimowanie.
12513:  No właśnie, to jest to.
12516:  Rozumiem cię.
12520:  Spróbuję szczęścia w Dolnej Marchi.
12523:  Wojna zawsze nakręca robotę.
12525:  Potem zobaczymy.
12528:  Do zobaczenia.
12530:  Do zobaczenia.
12533:  Wyobraźcie sobie tę scenę pogrzebu bez muzyki.
12540:  Rozmawiamy pies z Wiedźminami.
12542:  Było ciężko, ale udało się.
12547:  Dziękuję za pomoc.
12549:  Proszę.
12555:  Co teraz zamierzasz?
12556:  Pewnie spróbuję przedostać się przez góry, na wschód.
12560:  Co potem?
12561:  Zobaczymy.
12563:  Bywaj.
12571:  Dziękuję za wszystko, co zrobiłaś dla mnie i dla ciebie.
12574:  Szczerze?
12575:  Gdybym wiedziała, co będzie się tu działo, nigdy nie zawróciłabym do Kaer Morhen.
12580:  Cieszę się, że mogłam pomóc, ale wyjeżdżam, jak tylko Lambert poczuje się lepiej.
12588:  Jedziecie razem?
12589:  Mam pewien pomysł, ale do jego realizacji potrzebuję pomocy Wiedźmina.
12592:  Lambert zgodził się na współpracę.
12595:  Powodzenia.
12596:  Jeszcze raz dziękuję.
12598:  Teraz jesteśmy kwita.
12601:  Myślałem, że z Lambertem rozmawiamy w prawdzie, ale miskli... Możemy pogadać?
12605:  O co chodzi?
12609:  A. Jak się trzymasz?
12613:  Uwielbiam takie pytania, jak się trzymam.
12615:  Chujowo się trzymam, Geralt, i dobrze o tym wiesz.
12620:  Wiedziałem, że staruszek nie będzie żył wiecznie.
12622:  Nawet już powiedziałem Eskelowi, że jak przyjdzie co do czego, ja biorę jego mięcz.
12627:  Wiesz dobrze, mi leży w ręku.
12630:  Ale Wesemir zasługiwał na lepszą śmierć, a zginął zgnieciony jak wesz.
12635:  Pomścimy go.
12637:  Czarno to widzę.
12642:  Przyszedłeś sprawdzić, jak się czuję.
12642:  Dziękuję, nie najgorzej.
12643:  To dobrze.
12669:  Przykro mi z powodu Vesemira.
12671:  Wiem, że był ci bliski.
12675:  Był.
12676:  Dzięki.
12679:  Słuchaj, nie chcę ci się wtrącać między wódkę a zakąskę.
12683:  Nie zrozum mnie źle.
12685:  Pomogę wam, cokolwiek uradzicie, ale moim zdaniem teraz trzeba kontratakować.
12692:  Musimy odnaleźć Gon, Redina i dojechać ich jak byk jałówkę.
12696:  Jest nas za mało.
12698:  Cudem odparliśmy atak Gonu i następnym razem nie będziemy mieli tyle szczęścia.
12726:  To jest, wybacz Geralt, pitolenie człowieka, który nie może otrząsnąć się po porażce.
12731:  Prześpij się albo golnij sobie.
12734:  Przede wszystkim weź się w garść i przemyśl sprawę.
12739:  Przemyślę.
12742:  Dobra, idziemy do reszty.
12744:  Warną.
12746:  Co u was?
12747:  Wszystko w porządku?
12749:  Teraz mogę powiedzieć, że przeżyłem już wszystko.
12752:  Ja dotąd nie wierzę w to, co widziałam.
12757:  Keira ratuje Lamberta, pisze Radosław, ale jeśli jej nie ma, to może ona uratować Lamberta, jeśli zabijemy wszystkich żołnierzy gonu, zanim ci go zabiją.
12764:  A okej, no czyli w pewnym sensie jest to uzależnione od czasu.
12767:  Okej.
12770:  Narażaliście dla mnie życie.
12772:  Jak mogę wam się odwdzięczyć?
12774:  Coś wymyślimy, prawda?
12776:  Wymyślimy.
12779:  Co zamierzacie?
12780:  Trzeba wracać pod Nowigrad na następną wojnę.
12784:  Gdybyś za nami zatęsknił, będziemy w obozie.
12794:  Dziękuję.
12795:  Daj spokój.
12796:  Dziewczyna jest moją wychowanicą.
12798:  Starzy ludzie żyją tylko po to, żeby pomagać młodym.
12802:  Wiem, że to jeszcze nie koniec.
12807:  Cokolwiek planujesz robić dalej, pamiętaj, że na Skellige zawsze znajdziesz wsparcie.
12813:  We mnie, w Krachu i jego dzieciach.
12821:  Chyba medalion wiedźmiński nie... to nie jest tak, że jest zależność między medalionem wiedźmińskim a rzucaniem znaków.
12827:  Wydaje mi się, że medalion wiedźmiński, przynajmniej zawsze tak było w sadze, służył tylko jako ten wykrywacz magii albo innych tego typu rzeczy, magicznych stworzeń i pokonjunkcyjnych potworów.
12843:  Dziękuję, będę o tym pamiętał.
12845:  Podoglądam jeszcze rannych, ale niedługo będę musiał wracać.
12849:  Zostawię wam trochę lekarstw.
12852:  Kjalmar, macie zresztą... Bywaj w zdrowiu, Myszoborze.
12855:  Do zobaczenia.
12857:  Tylko gdzie jest Kjalmar?
12859:  Bo ja go nie widzę.
12862:  Tu jest Kjalmar!
12864:  Jesteś.
12866:  Przykro mi z powodu Vesemira.
12870:  Dziękuję za pomoc.
12872:  Jedynie spłaciłem dług.
12876:  Wracasz prosto na Ard Skellig.
12878:  Nie ma co zwlekać.
12879:  Wojna z czarnymi nie zaczeka.
12883:  Wiesz, że zawsze możesz na mnie liczyć.
12887:  Wiem.
12888:  I dziękuję.
12891:  Okej.
12892:  Pozostał moment na oddanie.
12897:  Ołdów esem i rogi.
12902:  Zawsze będę pamiętał twoje nauki i twoje poświęcenie.
12920:  Dobrze, trzeba będzie teraz... Zrujnowana strażnica, to jest to co... A to myśmy tam byli.
12929:  Myśmy byli w zrujnowanej strażnicy.
12932:  Jest ogarnięta.
12933:  Ale trzeba do Triss iść jeszcze.
12937:  Z Leto rozmawialiśmy.
12941:  Zirael ma wielką moc.
12943:  Dlaczego nikt nie uczył jej sprawowania nad nią kontroli?
12946:  Wyobraź sobie, że ktoś jednak ją uczył.
12949:  Byliśmy w bastionie, Nadio, bo jeżeli to jest to, jeżeli to jest zrujnowana strażnica, jeżeli jest bastionem, to wtedy spoko.
12958:  Co sądzę o postaci Bonnarta?
12960:  Moim zdaniem jeden z lepszych z cyngii w uniwersum.
12962:  No, no, Janie, no, no, podobało mi się.
12968:  To muszę wiedzieć, gdzie jest ta zrujnowana... Chyba, że to jest zrujnowana strażnica.
12972:  Może tutaj rzeczywiście.
12974:  No.
12976:  Tak wygląda.
12978:  Chętnie pokucę się na ten temat przy innej okazji.
12980:  Nie możemy wezwać płotki.
12981:  Świetnie.
12982:  Bastion naprzeciwko Kanmoen na wschód.
12986:  Północ, południe, zachód.
12987:  Co?
12989:  Na wschód?
12991:  Na wschód?!
12996:  To to jest na zachód.
12998:  Jeżeli to jest tutaj, no to spoko.
13000:  Okej, dobra, dobra, dobra, dobra.
13002:  No, w każdym... Znaczy, na razie jeszcze mamy, wiecie, scenkę fabularną wymuszoną, więc nawet płotki nie mogę wezwać.
13013:  Nie mieliśmy okazji porozmawiać.
13015:  Dziękuję za pomoc i za to, że opiekowałeś Ciri.
13019:  Później będzie czas na podziękowania.
13021:  Teraz musimy zabrać stąd Zirael i ukryć ją.
13024:  A potem zgromadzić większe siły.
13025:  Do Kaer Morhen przybyli wszyscy, na których mogliśmy liczyć.
13030:  Dlatego trzeba poprosić o pomoc wrogów.
13032:  Najlepszą bronią przeciw Gonowi jest magia, więc potrzebujemy czarodzieja.
13036:  Polejcie jej!
13037:  Mistrzyń magii.
13038:  Masz na myśli lożę?
13045:  Większość członkiń loży albo nie żyje, albo się ukrywa.
13049:  Philippa Eilhart, Margarita Lozon-Till i Fringilla Vigo prawdopodobnie wciąż żyją.
13055:  A Francesca i Ida?
13057:  Myślisz, że się zgodzą?
13060:  Myślę, że musimy je przekonać.
13062:  Wolisz sama porozmawiać z Cairon?
13066:  Chyba tak będzie lepiej.
13068:  Absurdny gif wyzłumy na cookie.
13072:  Nie ufam Loża, ale chyba nie mamy innego wyjścia.
13076:  Rzeczywiście, nie mamy.
13079:  Zawarłam porozumienie z cesarzem.
13081:  W zamian za pomoc członki Nielorzy dostaną amnesję i schronienie na terytorium Nilfgaardu.
13086:  To będzie nasza karta przetargowa.
13089:  Triss, chcę wyruszyć na poszukiwanie czarodziejek jeszcze dzisiaj.
13093:  Pomożesz mi?
13094:  Oczywiście.
13095:  Mam nawet pomysł jak zacząć.
13097:  Też mi się wydaje właśnie, że dwa, absolutnie dwa.
13130:  Masz rację.
13131:  Udowodniłeś, że potrafisz o siebie zadbać.
13133:  Łatwiej poklepać kogoś po ramieniu z myślą, że jakoś to będzie, niż stawić czoła prawdzie.
13139:  Zirael ma wielką moc, której nie potrafi kontrolować.
13143:  Stanowi zagrożenie dla siebie i dla innych.
13145:  Dopóki nie nauczy się panowania nad sobą, powinna pozostać w izolacji.
13150:  Po pierwsze, gówno prawda, a po drugie, jeśli już mówisz o odwadze, to zwracaj się bezpośrednio do mnie, a nie do Geralta.
13159:  Na razie.
13160:  Awalach jest strasznie irytujący.
13162:  Zgadzam się, Olga.
13163:  Ja po prostu... Dominika zwyciężyła w komentarzach papajowych.
13175:  Idziemy za Ciri.
13177:  Lepiej za nią pójdę.
13178:  Zaczekaj, dziewczyna potrzebuje czasu.
13180:  Trzeba pozwolić jej przejść przez żałobę.
13183:  Potem jak najszybciej powinna rozpocząć trening panowania nad zdolnościami.
13187:  On jest wyrzuty kompletnie z emocji.
13189:  Czy te nauki naprawdę są konieczne?
13191:  Widziałeś co zrobiła.
13192:  Może być większym zagrożeniem niż Gon.
13195:  Dobrze.
13196:  Zostaniemy jeszcze trochę w twierdzy.
13198:  Potem dołączymy do ciebie i Triss w Nowigradzie.
13200:  Spotkamy się u Jaskra.
13202:  Avalach mógłby być narratorem serii niefortunnych zdarzeń.
13219:  Uma przed przemienieniem lepsza od umy po przemienieniu, tak?
13223:  O, no absolutnie tak.
13225:  To by się zgadzało.
13226:  Kilka dni później.
13227:  Nic nie mogę zrobić.
13237:  Odtworowanie umy nie było łatwe i nie było warto, tak?
13239:  Tak.
13244:  Ale to nie działa, rozumiesz?
13247:  Zniechęciłaś się po ośmiu próbach.
13250:  To ile razy mam próbować?
13253:  Tyle, ile będzie trzeba.
13256:  Ale nic mi nie wychodzi.
13269:  Potem do tego wrócimy.
13272:  Awalah ma zbytecznie dużą liczbę pasów na sobie.
13276:  Z wahadłem też ci na początku nie wychodziło.
13279:  O, Geralt, proszę cię.
13282:  Wahadło przy tym to był spacerek.
13285:  Zresztą nie o to chodzi.
13287:  Więc w czym rzecz?
13289:  A Valach mówi, że póki nie przestanę myśleć o bitwie, nic z tego nie wyjdzie.
13293:  Ale tak się składa, że jakoś nie w głowie mi małe kotki i budyń waniliowy.
13301:  Powiedz, jak ty to robisz?
13303:  Co?
13304:  Że choćby nie wiem, co się działo, zawsze potrafisz się zabrać do kupy.
13319:  Dwa?
13321:  Jest pewna stara metoda.
13323:  Nauczył mnie Wesemir, a jego nauczył Barlin.
13326:  Okropne opóźnienie na Steamie.
13328:  Po chwili dopiero podpowiedź.
13329:  Zawsze działa.
13330:  Hej!
13343:  Teraz w tej walce zginiemy.
13346:  Czekaj, pożałujesz!
13357:  Hej!
13358:  Oszukuję!
13358:  Mięczak!
13361:  Jeszcze zobaczymy!
13363:  No czekam!
13365:  Aha.
13374:  Galardy się skończyły.
13380:  Muszę powiedzieć, że to jest najtrudniejsza walka jaką miałem do tej pory.
13392:  Dlaczego nie mamy już śnieżek?
13396:  Okej, dlatego.
13419:  Gdzie jest zasobnik ze śniegiem?
13422:  Zasobnik ze śniegiem?
13425:  Boże, tylko mnie się może skończyć amunicja w postaci śniegu.
13451:  Teraz musimy zrobić parę uników.
13460:  Właśnie trzeba ją złapać w Yrden, oczywiście.
13462:  Czemu o tym nie pomyślałem?
13473:  Moja przeklęta mysz.
13474:  Myśl nie nadaje do celowania.
13478:  Ona się nadaje do rzucania kul ognia.
13489:  Zmienię sobie DPI, bo to naprawdę ciężka sprawa.
13492:  Okej.
13519:  Ale w ogóle jest tak, że mam ją pokonać, czy mam jej nie pokonywać, bo tego nie pamiętam?
13523:  Czy to nie ma znaczenia?
13527:  Aaaa!
13534:  Mam zielonego pojęcia, dlaczego Curson mi się duplikuje na mapie.
13537:  Nie mamy śnieżek.
13546:  Śnieżki się kończą za szybko.
13548:  Bałem się, że nie powinienem celować Śnieżko jak karabinem snajperskim.
13557:  A, przy DP zmieniałem, racja.
13558:  No, dlatego.
13563:  Hmm...
13589:  No nie, naprawdę, teraz będę... Dobra, okej.
13591:  Myślałem, że będę widział cały czas kursor.
13592:  Geralt!
13592:  Geralt!
13595:  Wstawaj.
13598:  Co?
13598:  Co się dzieje?
13600:  Wstawaj, musimy ruszać.
13602:  Konie już osiodłane.
13603:  Ciri, ledwo świta.
13606:  Dokąd chcesz jechać?
13608:  Do Velen.
13609:  Za parę dni na Łysej Górze będzie Sabbat Czarownic.
13614:  A wiesz, kto jest gościem honorowym?
13625:  To chyba nie jest ważny wybór z tego, co pamiętam, ale co tam.
13628:  Nie wiem.
13629:  Oświeć mnie.
13631:  Imlerit.
13632:  Nie będzie lepszej okazji, żeby go dopaść.
13635:  Skąd ci to w ogóle przyszło do głowy?
13639:  Chcę pomścić Vesemira.
13641:  Sabbat to idealna okazja.
13645:  Imlerit będzie wśród swoich.
13647:  Pijany i rozbawiony.
13650:  Nie będzie się spodziewał ciosu.
13654:  Właściwie Ciri zamiast, żeby poczekać do 17, kiedy normalny człowiek zaczyna funkcjonować, to od razu chce rano.
13662:  Nie no, to jest kwestia tego, że ja mam ustawione w myszy w sposób stały DPI do moich potrzeb i zawsze zapominam do grania ustawić na nowo.
13671:  Na 12 tysiącach DPI trochę ciężko się gra, strzelając, więc będę musiał sobie ustawić na jakieś, nie wiem, 3.
13681:  Coś czuję, że Avalach nie pochwala tego pomysłu.
13684:  A widzisz go tu gdzieś?
13686:  Zostawiłam mu list.
13687:  Spotkamy się w Nowigradzie.
13689:  Chodź, pogadamy po drodze.
13697:  Zaczekaj.
13698:  Nim wyruszymy, musisz o czymś wiedzieć.
13701:  Wiesz, że cesarzowi bardzo zależało, żeby cię odnaleźć.
13703:  Yennefer wspominała.
13707:  Chciał, żebyś do niego przyjechała.
13708:  Co, coś złego?
13709:  Czemu mi to mówisz?
13713:  O nie!
13713:  To ma być ostatni moment, jeśli chcesz zobaczyć się z ojcem.
13717:  Tak, to jest dla mnie totalnie nieintuicyjne.
13718:  Myślisz, że powinnam jechać?
13720:  To jest jeden jedyny moment, kiedy ja... Jeden jedyny moment, kiedy ja korzystałem z solucji, bo jest to idiotyczne.
13732:  Niech sama podejmuje decyzję.
13736:  Sama powinnaś zdecydować.
13737:  Ale ja pytam ciebie o zdanie.
13738:  Powinnam jechać czy nie?
13758:  Pamiętam, co ja wybrałem na początku.
13762:  Dobra.
13763:  Myślę, że nie do twarzy, dziewczary.
13766:  O czym ty mówisz?
13767:  Raczej nie chcę się spotkać, dlatego że się stęsknię.
13769:  Od razu mówię, nie uważam, żeby zakończenie w tym chili z Wiedźminką było dobre.
13773:  Uważam, że jest złe.
13773:  Nie muszę było tego spodziewać.
13777:  Mam dość tego, że wszyscy decydują o mnie za moimi plecami.
13781:  Jedziemy prosto do Velen.
13788:  Ruszamy?
13790:  W drogę.
13793:  Czyli nikt z niej chciała być.
13795:  Ile mamy?
13820:  Ile mamy tych scenek fabularnych nagle?
13828:  Najgorsze jest to, że tutaj w ogóle nie oddaje się nam władzy.
13833:  Ja miałem zakończenie z Ciri jako cesarzową.
13840:  Ciri była wiedźminką w sadze.
13843:  Miała później dość.
13846:  Moim zdaniem też cesarzowa jest lepsza.
13848:  Absolutnie.
13858:  A z drugiej strony to już miałem.
13866:  Słyszałam, jak we Wrońcach rozmawiali o tym miejscu.
13870:  Art Serbin.
13872:  Dom pań lasu.
13875:  Chłopi bali się tego miejsca, a baron uważał, że panie lasu są bajką dla niegrzecznych dzieci.
13881:  Swoją drogą, ciekawe co u niego.
13885:  Odnalazł żonę i wyjechali gdzieś daleko.
13887:  Z Anną nie było zbyt dobrze.
13891:  Szkoda.
13895:  Nie chcę... Cały czas zmuszają mnie do ruchu.
13898:  Ja tego nie znoszę, jak czasem jest tak, że wjeżdża główny wątek fabularny i nie ma nagle tej opcji czwartej, tak?
13905:  Poczekaj tu na mnie, nie?
13907:  Mam jeszcze coś do załatwienia.
13909:  Nie!
13911:  A mnie to denerwuje.
13912:  Znasz tę okolicę?
13914:  Przed wiekami było to święte miejsce druidów, ale potem pojawiły się wiedźmy.
13919:  Zniszczyły Peleński Krąg i spaczyły Święty Dąb na szczycie góry.
13924:  Raz do roku odbywa się tu wielkie święto.
13927:  Sabat, na który schodzą się okoliczni chłopi.
13930:  Ciri już się naczekała.
13932:  Sporo wiesz.
13936:  Avalach jest dobrym nauczycielem.
13940:  Żółwi ujął w krótkim zdaniu to, co składało się na moje przemyślenia właśnie za tym zakończeniem jako Tilly Cytarzowa.
13948:  Że jest bardziej dojrzałe to jest branie się za życie i swoje decyzje na poważnie i ciągle robienie tego, co się chce.
13953:  Trochę tak to uznałem.
13955:  Poza tym ja traktowałem Wiedźmina jako kontynuację sagi w bardzo dużym stopniu, no bo tak w sumie Redzi chcieli, więc też brałem pod uwagę to, co się tam działo z Ciri.
