Tańczący z wilkami — WITCHER 3 Livestream #8
🔗 https://www.youtube.com/watch?v=9gKMBfSbQ4s

4:  Witam Was wszystkich serdecznie.
13015:  Sfrizuje wam obraz na moment.
13019:  Dobra.
13043:  Czemu ankieta się wam nie pojawiła?
13046:  Coś spaprałem?
13047:  Tak, spaprałem, nie kliknąłem.
13050:  Teraz powinno być.
13055:  Oj, wyrównane jest, powiem wam.
13062:  Co?
13065:  Czemu się zrobiły dwie ankiety?
13066:  Nie rozumiem.
13068:  Moment.
13071:  Czekajcie, czekajcie.
13072:  Coś się dziwnego dzieje.
13073:  Jeszcze raz to robimy.
13074:  Moment, moment.
13075:  Coś YouTube spierniczył.
13080:  Co?
13084:  Paknie!
13087:  Dobra.
13087:  Junior.
13088:  Jeszcze raz.
13088:  Przepraszam was.
13089:  Junior.
13091:  Ginie.
13092:  Oszczędzamy.
13094:  Najkrócej.
13097:  YouTube mnie oszukał.
13099:  Teraz powinno być okej.
13105:  Tak, to była klasyczna reasumpcja.
13120:  Teraz jest niezręczna cisza zarówno w świecie Wiedźmińskim, jak i innych.
13125:  O, jeszcze 2137.
13126:  Wszystko idealnie, moi drodzy.
13131:  Nie ma to jak decydować o losach Skurwiela o 21.37.
13137:  Widzę, że czat decyduje zdecydowanie po stronie śmierci.
13146:  62%, moi drodzy.
13147:  Bardzo wyrównany sposób.
13149:  Ciekawy jestem swoją drogą, jaki jest outcome ten pacyfistyczny.
13156:  Aż sobie sprawdzę.
13159:  Dobrze, moi drodzy.
13162:  The chat has spoken.
13168:  Powiem ci, jak się sprawy mają.
13174:  Szukam tej dziewczyny, jest ona jak córka.
13176:  Po prostu nie mogę puścić tego płazem.
13182:  Nie!
13201:  Gdzie on się podział?
13207:  Rozumiem, że pozaekranowo został zniszczony.
13210:  No trudno.
13212:  Strasznie creepy to miejsce, w którym jesteśmy.
13216:  Ale tak, Aleksandro, nie wiem z jakiego powodu są te boty, biorąc pod uwagę, że mamy czat tylko dla subskrybentów, ale nie jestem w stanie nic z tym zrobić niestety.
13224:  Oho.
13229:  Ciekaw jestem, czy przeciwnicy w Wiedźminie potrafią otwierać drzwi.
13231:  Nie, nie potrafią, co ciekawe.
13236:  Okej.
13239:  Musimy się przebić przez nich.
13248:  Obczaić pokój?
13253:  Ten pokój, w którym jest Skurwiel?
13258:  Eee, haha, nie możemy już tam wejść, super.
13268:  No właśnie, Filakterium, macie rację.
13271:  Filakterium to był, z tego co pamiętam, w Dungeons & Dragons pojemnik na duszę.
13276:  Eee, albo... Albo generalnie mówiąc, jakąś istotę wyższą.
13282:  Żwiołaka i tak dalej.
13284:  Dobra, można wejść.
13285:  Macie rację, Filakterium ważne.
13288:  Co ze mnie za mag, skoro zapomniałem o filakterium?
13293:  Zresztą chciałem bardzo już wyjść z tego miejsca.
13300:  Notatki.
13304:  Nigdy nie przyjmujecie zlecenia na naprawę filakterium.
13306:  Notatka do kolegów w powahu.
13308:  Dzięki temu unikniecie nieprzespanej nocy.
13310:  Niech was nie zwiedzie to, że przedmiot ten na pierwszy rzut oka nie wydaje się skomplikowany.
13314:  Już drugi tydzień męczę się z tym cholernym filakterium.
13316:  Użyłem wszystkich narzędzi, wszystkich patentów, a sroce spod ogona nie wypadłem, bo siedzę w zawodzie dobra 30 lat.
13321:  Roztwór z kasztanów jest ostatnią rzeczą, którą zaplanował nasz popoprany mak użyć.
13328:  Nie ma tutaj tego filakterium.
13329:  Myślę, że ono zostało... Pierożek.
13335:  Filakterium była dusza Licha.
13337:  No właśnie, coś tak sądziłem, że było to związane z duszą.
13344:  Chyba wziął go automatycznie.
13346:  To jest możliwe, zresztą sprawdźmy w ekwipunku.
13349:  Aha, filakterium.
13353:  Redzi, krótko mówiąc, przewidzieli, że ktoś tak jak ja może od razu wybiec i zacząć rąbać wszystkich.
13359:  Jako to na rębajłę przystało.
13364:  Przepraszam.
13367:  Prawda?
13368:  Nie ma to jak świeży pierożek prosto z komody w sypialni.
13375:  Absolutnie.
13378:  Pozdrowienia, Elazerze.
13380:  Jak ogrywasz Deus Ex Act Human Revolution, twoja nieobecność jest usprawiedliwiona.
13386:  Daj znać, jak się podoba.
13389:  Boże, jak oni wszyscy pięknie płoną.
13391:  No powiem wam, że ulepszona zbroja gryfa daje mi radość.
13397:  Kto to licz i czemu go nie znam?
13398:  Zaraz wyjaśnię.
13399:  Licz innymi słowy.
13401:  Nieumarły czarnoksiężnik.
13402:  Co?
13402:  Za mną.
13426:  Ale mogli nam odebrać broń?
13427:  Jak to nie mogę tego zrobić w tym miejscu?
13429:  Jak to nie mogę tego zrobić w tym miejscu?
13431:  Ja chcę urzucać zaklęcia!
13455:  A ten znowu nad szachami.
13458:  Prawda?
13458:  Pięknie by płonął ten statek.
13461:  Faktycznie, Michale, Voldemort był liszem, czyli czym?
13465:  Czego ode mnie oczekujesz, król?
13472:  Nigdy nie lubiłeś owijania w bawełnę.
13475:  Chcę, żebyś znalazł dla mnie Filipę Eilhart.
13481:  Swego czasu kazałem wyłupić jej oczy, ale ślepota zdaje się jej nie przeszkadzać.
13488:  Moi łowcy wykryli, że pani Eilhart przebywa w ukryciu na wschód od Oxenfurtu.
13493:  Wejście do schronienia obłożyła czarami, więc dostanie się do środka jest problematyczne.
13503:  Wierzę, że tobie się uda.
13505:  Przyprowadź mi ją.
13506:  Żywą.
13512:  Philippa Eilhart.
13514:  Czego ona tu szuka?
13515:  Podejrzewam, że próbuje dotrzeć do dawnych przyjaciółek i odbudować loże.
13519:  Być może chce się na mnie zemścić.
13523:  Pani Eilhart jest bardzo wytrwała.
13526:  Czasami wspominam lekcje, których mi udzielała, gdy byłem dzieckiem.
13530:  Pamiętam jej nauki.
13532:  Pamiętam kary, które wymierzała.
13534:  Nie zapominajmy, że Radowid stoi za prześladowaniem magów, więc... chyba nie ma się wątpliwości, co z nim zrobimy.
13540:  Wyłupiłem jej oczy, ale nadal jest bardzo niebezpieczna, więc miej się na baczności.
13548:  Rozważę tę propozycję.
13554:  Myślę, Jędrzeju, że ta nienawiść Radowida do czarodziejów jest właśnie z tym związana.
13558:  Z tym związana, nie?
13559:  Znaczy z traumą z dzieciństwa.
13561:  Tak bym ja to obstawiał.
13567:  Musimy się stąd jak najszybciej wydostać.
13572:  Masz tu swoją broń.
13574:  Dziękuję.
13575:  W życiu nie widziałem lepszej stali.
13577:  Musi być niezawodna.
13579:  To zawsze kwestia ręki, nie stali.
13582:  Tak jest.
13583:  To ręka jest ważne, a nie narzędzie.
13586:  Czego nie rozumieją durni nauczyciele banujący smartfony.
13590:  Nie, nie znajdziemy stat... Ja jestem statkiem, które zmierza na Skellige, po prostu ja dostanę szału.
13598:  Idziemy.
13598:  Niech żyje sztu... Sztuka!
13601:  Nie sztuka!
13602:  Sztuka!
13602:  Przepraszam.
13604:  Wiedźmin Geralt?
13605:  Z Rivi?
13607:  Tak.
13611:  Nie, Gerwald z Livii.
13613:  Kupiec.
13616:  Uprzedzała, że możesz coś takiego powiedzieć.
13618:  Mam dla ciebie wiadomość.
13622:  Zaraz, odkąd... Przeczytaj, to się dowiesz.
13633:  To na pewno Triss.
13636:  Powinienem do niej pójść.
13641:  Teraz albo nigdy.
13645:  To jest bardzo ważny quest.
13647:  Porzucamy wszystkie inne i robimy go.
13653:  Umiejka czerwona niezabijalność.
13655:  Dobrze!
13659:  Chociaż obawiam się, że ją... Trening siłowy, pamięć mieścia.
13663:  Sprawdzę, czy ja jej przypadkiem nie mam, bo to byłoby bardzo dowcipne.
13667:  Nie mam.
13670:  Ok.
13701:  Teraz pytanie za co.
13702:  Młynek zostawiamy.
13704:  Miażdżące ciosy bym zostawił.
13706:  Precyzyjne cięcia.
13710:  Trening siłowy.
13712:  Trening siłowy myślę.
13716:  Tak.
13720:  Niezabijalność.
13720:  Proszę bardzo.
13725:  Nigdy nie ma punktów adrenaliny dostępnych, ale co tam.
13730:  Oczywiście, że robimy romans z Triss.
13736:  Taki jest plan.
13745:  Szczerze, romanse w Wiedźminie są akurat najlepiej zrobione w zestawieniu ze wszystkimi grami, które kojarzę i znam, więc zostaję was na moment na tej mapie.
13755:  Powrócę za moment.
13758:  Akurat macie dobrą muzykę.
13832:  muzyka muzyka muzyka
13861:  Widzę, że mieliście okazję przejeżdżać każdy zakątek tej mapy.
13867:  Dobrze.
13868:  Szybka podróż.
13869:  Jeszcze raz.
13871:  I na Ryneczek.
13875:  Ależ ta muzyka jest magiczna.
13884:  Podejdź pod bramę chwały pod stos, mówicie.
13888:  Pod bramę chwały.
13889:  Gdzie jest brama chwały?
13891:  To ja nie wiem.
13892:  Ach, tutaj jest brama chwały.
13893:  Dobrze.
13896:  Przecież jestem literalnie przy drogowskazie.
13901:  Pod stos.
13902:  Dobrze.
13903:  Przejdziemy sobie.
13912:  Idziemy gasić czarodzieja, tak jest.
13914:  Nie żeby był... Eee... Eee... Eee... Nie chcę zaatakować tej postaci, chcę ją uratować!
13944:  Zwykle nie robię szybkiej podróży, ale dzisiaj chcemy się uwinąć szybciutko z tą fabułą.
13960:  Wiecie, chciałem użyć Ardu, ale nie można za bardzo.
13965:  A, można.
13969:  Come on!
13971:  Spokojnie, spokojnie, panowie!
13974:  Ja tylko was atakuję!
13978:  Nie wiem, czy to jest dobre.
13992:  Pamiętajmy, Geralt nie jest zbyt dobry w walkce wręcz.
13999:  Geralt jest magiem.
14002:  Talk about retcon.
14006:  O, tylko spróbuj.
14017:  Ten sam.
14017:  Tylko...
14029:  Nie widziałem, że się go da uratować.
14031:  Od was się dowiedziałem teraz.
14035:  Jeden mak więcej!
14037:  Pięknie!
14046:  Znakomicie.
14047:  Znakomicie!
14049:  Och, poprawiliście mi humor!
14053:  Do tego stopnia, że pomedytuję do godziny, kiedy cokolwiek widać.
14059:  Wspaniałości.
14065:  Gdzie się pchasz, przybłędo?
14067:  Najpierw Glade pokaż.
14069:  Jaki Glade?
14069:  Jaki Glade?
14070:  Taki, co poświadcza, że jest nieczarodziej.
14073:  Bez niego nie można ani wejść do Nowigradu, ani go opuścić.
14077:  Tak, przed spotkaniem Triss ściągniemy maskę.
14081:  Nie mam takiego Glade'u.
14083:  To dalej nie przejdziesz.
14084:  Następny.
14085:  Chwila, chwila.
14087:  Jak zdobyć tę przepustkę?
14090:  Aaa, Ziggy!
14091:  Dobra Moi drodzy, przyszedł ten czas
14116:  Teraz zaczynają się poważne rzeczy.
14118:  Idziemy się spotkać z Triss.
14120:  Żarty się kończą.
14135:  Co tu się stało?
14138:  A, jest barwnik oznaczony, ja myślałem, że chodzi... Okej, czekaj.
14142:  Triss.
14143:  Gleit Wiecznego Ognia.
14145:  Niechaj będzie wszem i wobec wiadome, że ten, kto pisem niniejszym się legitymuje, może wolne miasto Nowigrad opuszczać i odwiedzać wedle woli, tak w ciągu dnia jako i wedle nocy, i molestować go pod żadnym przypadkiem, pretekstem nie należy.
14157:  Jego świętojebliwość, hierarcha Hammerfeld.
14164:  Hemelfart.
14164:  Hammerfeld było w The Elder Scrolls.
14168:  Przyzwyczajenie jest drugą naturą człowieka.
14177:  Ziggy dobry!
14178:  Właśnie, Bart!
14184:  Przypominam, że jeszcze Bart miał odzyskać Torfunę, ale ja już zapomniałem o tym.
14189:  Miecze i pierogi.
14192:  Boże, ile mamy do zrobienia.
14195:  Mam nadzieję, że to nie jest tak, że nagle przez to spotkanie z Triss sprawię, że nie będziemy mogli oddać jakichś questów, bo bym się zdenerwował.
14204:  Jaki tytuł bym polecił na rozpoczęcie przygody z anglojęzyczną literaturą?
14207:  Coś satyrycznego?
14210:  Chyba?
14210:  Żeby się można było pośmiać?
14212:  Na przykład Autostęp przez... Nie wiem, czy Autostęp przez Galaktykę to jest... Inaczej.
14216:  Ja zaczynamy od Pottera, o. Czyta się jak masło.
14230:  Oho.
14235:  No, Świat Dysku jest trudny po angielsku.
14237:  Poza tym, szczerze, Świat Dysku moim zdaniem jest lepszy po polsku.
14240:  Bardzo niedobrze.
14241:  Won mi od Triss!
14242:  Won!
14273:  Wracamy do Krzywego Domku.
14275:  Zamordowa!
14276:  Wszyscy widzieli!
14278:  Oni przyszli tu po mnie.
14279:  I po was.
14282:  Krzywy Domek Triss.
14284:  Jesteśmy oto.
14284:  Wariowałeś?
14285:  Chcesz, żeby nas zabili?
14287:  O co wam chodzi?
14287:  O co chodzi?
14290:  Zarnołowce... Bożenka!
14292:  ...pyta się o co chodzi.
14293:  Mutant chędożony!
14296:  Ciała można schować.
14299:  Cała ulica widziała, co się stało.
14303:  Jak przyjdzie straż, od razu nas wydadzą.
14304:  Spokojnie.
14304:  Ciągnęliśmy na was niebezpieczeństwo, to prawda, ale możemy... To się ją wypali.
14309:  Dawaj na szyjnik i wynoś się stąd.
14313:  Opanigni style, czyli synchroniczny taniec podpalonych.
14319:  Łapę precz, opołcina.
14321:  Geralt, nie musisz.
14323:  Ale chcę.
14324:  Bierz swoje rzeczy i idziemy.
14325:  Idźcie stąd, ale już!
14332:  Gdybym potrzebowała pomocy, poprosiłabym o nią.
14334:  Słucham, otrzymnie pretensje?
14337:  Pretensje?
14338:  Nie.
14340:  Ale należał im się ten naszyjnik.
14342:  Oni naprawdę ryzykowali, dając mi schronienie.
14350:  Martwiłem się o ciebie.
14351:  W mieście roi się od łowców.
14354:  Wiem.
14355:  Wszystko już było gotowe, mieliśmy odpływać, ale łowcy nas wyprzedzili.
14360:  W ciągu jednej nocy zamknęli wszystkie bramy, postawili warty na każdym skrzyżowaniu.
14364:  A potem zaczęli przeszukiwać miasto ulica po ulicy, dom po domu.
14369:  Zatrzymują każdego, kto wyda się podejrzany.
14372:  Większość to prości ludzie, którzy mieli amulet z króliczej łapki czy koniczyny.
14376:  Ale czasem znajdują też plugawych czarodziejów.
14384:  Jak mogę ci pomóc?
14387:  Sama już nie wiem, co robić.
14389:  Powinnam jak najszybciej przeprowadzić czarodziejów do portu i załadować na statek.
14394:  Ale Bertolt i Anis nie dotarli jeszcze do punktu zbiórki.
14402:  Będą problemy z przejściem do portu.
14404:  Straż wyszła na ulicę.
14406:  Dlatego nie pójdziemy ulicami.
14408:  W razie kłopotów mieliśmy się wszyscy spotkać w Zimorodku.
14411:  Tam w piwnicy jest przejście do kanałów.
14414:  Ponoć prowadzą do samej przystani.
14416:  Znam nowigradzkie kanały.
14418:  Na łowców tam nie wpadniecie, ale to nie znaczy, że będzie bezpiecznie.
14422:  Dlatego zwracam się do ciebie.
14424:  Chcę, żebyś znalazł przejście do doków.
14427:  Przetarł szlak dla reszty.
14429:  I to szybko, bo łowcy lada chwila zwęszą nasz plan.
14436:  Bertolt i Anise.
14437:  Kto to?
14438:  Młoda para.
14440:  On jest alchemikiem, miał praktykę w Złotym Mieście.
14442:  Ona studiowała na Aretuzie.
14444:  Boję się, że ludzie, u których się ukrywali, donieśli straży.
14448:  Widzisz, moi gospodarze wcale nie byli tacy źli.
14451:  Teraz już rozumiesz mój dylemat?
14454:  Pomóc wpierw dwójce ludzi i ryzykować ewakuację reszty.
14457:  Czy iść prosto do Zimorodka i porzucić ich na pewną śmierć?
14461:  Co mam zrobić, Geralt?
14469:  No pomożemy im.
14473:  Chyba.
14479:  Natychmiast, oczywiście.
14490:  Ja zawsze ratuję magów, moi mili.
14491:  To w tej kwestii... Teraz... Ciii, Geralt.
14493:  Nie możemy zwracać na siebie uwagi.
14497:  Nawet nie zasięgam kolektywnej mądrości czatu.
14503:  Magowie na pierwszym miejscu.
14505:  Zawsze.
14506:  Triss, ale ja już wszystkich zabiłem.
14509:  Nie przejmuj się.
14509:  Możemy... Ale możemy zabić więcej.
14514:  Zawsze jeden wróg magów mniej.
14516:  Patrol.
14516:  Nie mogą nas zauważyć.
14520:  Dlaczego nie mogą nas zauważyć?
14523:  Ale ja chcę ich zabić!
14529:  Nie mogę ich zabić?
14530:  Eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
14555:  O, proszę i... Triss wie co robić.
14564:  Tak!
14565:  Tak!
14567:  Brakowało mi tego!
14570:  Najlepszy kop!
14573:  Z Maginią!
14576:  O, tak.
14577:  Mag i Magini, tak należy to robić.
14580:  Bardzo dobrze.
14583:  Sama radość.
14585:  Założę się, że nikt nie będzie tutaj o to nie słyszał.
14594:  Geralt, to twój moment.
14595:  Tak jak mówiłem, chęt do żony czarodziej i jego dziska.
14599:  Coś tam się dzieje.
14599:  Dobra robota.
14602:  Zabrać ich.
14604:  Nie!
14604:  Błagam!
14604:  My nic nie zrobiliśmy!
14605:  Jasne.
14607:  Za późno na subtelność.
14609:  Merikord.
14610:  Ja będę trzymał stosy, a będą cztery.
14617:  Naprawdę?
14633:  Ooo... Ooo... Tak mi przykro.
14639:  Ona ma problemy z kręgosłupem szyjnym.
14643:  Ma kołnierz.
14643:  Ja wiem, Triss.
14644:  Ty jesteś Maginią Ognia i nie mogłaś rzucić tego zaklęcia.
14667:  Geralt zna mało znaków, ale wszystkie są przydatne.
14672:  Wyjąwszy Yrden.
14676:  No i... No i ten ostatni, o którym nie rozmawiamy.
14691:  A, to są ci nieśmiertelni bandyci.
14694:  Sprawdzałaś te kanały pod Zimorodkiem?
14700:  Nie rozumiem... Nie rozumiem idei tych nieśmiertelnych bandytów.
14714:  No właśnie.
14715:  Nie było żadnego Erdyna przez przypadek dzisiaj.
14717:  Ja nie wiem, jak to się stało.
14719:  O, jaka burza piękna.
14723:  Nie mówcie mi, że jest jakiś licznik śmierci znowu dzisiaj.
14725:  Dziś wcale nie było tak dużo śmierci.
14730:  Kłamstwo.
14735:  Mistrzyni magii, jakieś śmieszne błyskawice, zerowy damage, dobre na kaczki i kury, wiedźmin składający palce jak Naruto, natychmiastowa śmierć przeciwnika.
14744:  Coś w tym jest.
14748:  Myślisz, że ten krzak będzie płonął?
14758:  O, idą za nami.
14762:  Babka z kołnierzem ortopedycznym i jej towarzysz.
14767:  Co, co, co?
14770:  Gdzie są łowcy czarownic?
14772:  Hej, hej!
14773:  Zost... Hej!
14789:  Trisk przepięknie rzuca te kule ognia, to trzeba jej przyznać.
14793:  Z gracją.
14802:  Tak jest.
14809:  Pięknie.
14819:  Czytam opowiadania wiedźmińskie?
14820:  Tak, tak.
14822:  I co więcej, uważam je, i konsekwentnie to będę powtarzał, za lepsze od samej sagi.
14833:  Drzwi versus Geralt.
14834:  Tak było.
14836:  Dobrze, że wygraliśmy z nim wcześniej w Gwinta.
14839:  Jestem okropny.
14850:  Jest mokrym człowiekiem, ale on nie był magiem.
14862:  Babka z kołnierzem ortopedycznym patrzy.
14864:  Zero podziękowań, jakby nie.
14866:  Nie mogę... Ona powinna powiedzieć, panie, ja z takim kręgosłupem gdzieś ja bym z nimi walczyła, nie?
14871:  Mnie boli tu wszystko, mam kołnierz.
14873:  Nie, nic nie powiedziała, nie.
14876:  Geralt jak zwykle ratował cały... Uuu.
14880:  Priscila... Ale zajebisty plakat.
14882:  Priscila tutaj wygląda tak, jakby była rockmenką.
14886:  Wspaniałe!
14887:  Ależ mi się to podoba.
14888:  Tędy, Geralt.
14913:  Triss, co się działo na górze?
14915:  Wszystko w porządku?
