Noc Długich Pazurów — WITCHER 3 Livestream #22
🔗 https://www.youtube.com/watch?v=J4cSjj_WcAQ

1:  Witajcie w Królestwach Północy.
13889:  Ale wiecie, no musi być z kolei papierowa słomeczka, ponieważ viralowo krężyło zdjęcie żółwia z plastikową słomką w nosie.
13899:  Ale, ale nie było.
13901:  Ale nie było zdjęcia żółwia,
13904:  z plastikowym wieczkiem w nosie, no to nie ma problemu ekologicznego.
13911:  No czego tu nie rozumiecie?
13913:  Oczywiste.
13916:  Jak się pojawi zdjęcie żółwia z, nie wiem, na przykład z plastikowym wieczkiem w dupie, no to wtedy będzie problem, tak?
13925:  No to wtedy oczywiście organizacje ekologiczne powiedzą, słuchajcie, no nie może być tak, żeby viralowo krążyły takie zdjęcia.
13931:  Trzeba coś z tym zrobić.
13935:  Czy powiem się w sprawie zmiany wydziału kierunku po pierwszym semestrze, jak to wygląda na kwestii nadmiany przedmiotu oraz wymogów?
13940:  Trzeba zrobić coś takiego, co się nazywa różnica programowa, średnią się nikt nie przejmuje.
13945:  Zrobienie różnicy programowej efektywnie sprowadza się do tego, że każdy przedmiot, którego nie miałeś na pierwszym roku, trzeba będzie zrobić od nowa.
13951:  Więc masz po prostu więcej do roboty i więcej przedmiotów.
13954:  Zapomniałem, że tutaj oczywiście, ale to oczywiście nie będzie mapy.
13962:  Jestem zaniepokojony tym, co tutaj widzę.
13970:  Co?
13971:  Kim ty do cholery jesteś?
13995:  Wiedźminem lub jak zwykli tytułować mnie twoi współbracia odmieńcem albo mutantem.
14003:  Nie powinno cię tu być.
14006:  A rycerze Zakonu Płonącej Róży nie powinni mordować ludzi ani wytwarzać narkotyków.
14017:  Faktycznie nie powinniśmy.
14019:  Powinniśmy bronić uciśnionych.
14022:  Szerzyć wiarę w wieczny ogień.
14025:  Ale Radowid nas oszukał.
14027:  Złamał obietnicę.
14028:  Wysłał braci na front jak zwykłych żołdaków.
14031:  A gdy zakon wykrwawił się, rozwiązał go.
14037:  Zajął nasze ziemie i skonfiskował dobra, żeby sfinansować swoją wojnę.
14042:  Tych braci, którzy nie protestowali, zrobił łowcami czarownic.
14047:  A tych, którzy ośmielili się sprzeciwić, uwięził lub wypędził.
14054:  Została nas garstka.
14056:  I musieliśmy znaleźć sobie nowe miejsce w świecie.
14060:  Jak on zagwizdał w tej masce, coś w tym jest.
14065:  Ten quest o rekonstrukcji, pisze Bruxa Verina, jest koło znacznika Farma Gelenserów na południe.
14071:  Dzięki wielkie, dzięki.
14080:  Dori pisze, że grając wieśka parę razy umarła przez te opary.
14084:  Jest niestety udokumentowane na streamach, jak ja ginę przez te opary więcej niż kilka razy.
14092:  Szczerze mówiąc, mam te wasze żale w dupie.
14096:  I to tak głęboko, że trzeba by sztygali z Mahakamu, żeby się do nich dokopać.
14101:  Prześladowaliście innych.
14103:  A teraz jesteście prześladowani.
14105:  Spotkało was właśnie to, na co zasłużyliście.
14109:  Wiedźmin moralista.
14111:  Zabawne.
14113:  Mam wrażenie, że gdzieś cię już widziałem.
14118:  Ja cię poznaję.
14120:  Ty jesteś Geralt z Rivi!
14123:  Ty zabiłeś Jakuba de Aldersberg!
14126:  Zgadza się.
14127:  I gdybym miał się cofnąć w czasie, zrobiłbym to ponownie.
14131:  Od tego zaczął się nasz upadek!
14134:  Od ciebie, ty przeklęty mutancie!
14137:  No dalej!
14138:  Wyciągaj miecz!
14141:  Miecz, wystarczy grzecznie poprosić.
14145:  Miecz.
14145:  Ja ci dam miecz.
14147:  Absolutnie nie.
14147:  Dobra.
14149:  To musi być piękna walka.
14151:  Tak jest.
14154:  O tak, o tak.
14155:  Bardzo dobrze, bardzo dobrze.
14157:  Yrden.
14164:  Piękny morał.
14169:  Co to znaczy?
14171:  A!
14171:  Tarcza!
14172:  Niedobrze, niedobrze.
14173:  Bardzo niedobrze.
14175:  Bardzo niedobrze.
14176:  Tarcza niedobra.
14191:  Tak!
14192:  Pięknie!
14197:  Ulrich ma tarczę?
14199:  Niedobrze.
14200:  Trzeba się pozbyć tarczy.
14205:  Piękne, piękne.
14207:  Piękne rzeczy tutaj widzę.
14209:  Jak płonie Zakon Płonące Róże.
14211:  Witamy w fantastycznych książkach, jakie znaleźć na czatach i Majka Smitha!
14215:  W dobrym momencie!
14220:  Sam raz w oparach!
14222:  Chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź, chodź!
14224:  Pięknie!
14225:  Pięknie!
14232:  Uuuu... Uuuu... Piękne... Piękno!
14235:  Czyste piękno!
14236:  Ile ognia!
14238:  Jak dużo ognia!
14246:  Przysiąkbym, że ten sam wrzask płonących ludzi jest wykorzystany w twierdzy.
14256:  Nie, nie ma F!
14258:  Nie ma!
14259:  Jedyne F, jakie jest, jest dla Zakonu Płonącej Róży.
14263:  Zakon Płonącej Róży nie jest już duży, ponieważ wszyscy spłonęli!
14268:  Tak... Mmm...
14290:  Cudowne uczucie, cudowne uczucie.
14293:  Fantastyczne książki, jakie znaleźć.
14294:  Krzysztofie, jestem tu już od dwóch godzin, naprawdę?
14297:  Przepraszam, nie zauważyłem.
14298:  Tak to jest czasem.
14300:  Umyka mi wiele rzeczy.
14303:  Na czatach i nie tylko.
14304:  W życiu jeszcze więcej.
14307:  Ta róża płonęła wyjątkowo krótko.
14311:  Czemu tutaj nie ma jakiejś radosnej skrzyni, w której znalazłbym morze skarbów?
14317:  Chcę morze skarbów.
14320:  Hmm... Tu jest tylko jakaś niby destylarnia, kiepska destylarnia.
14324:  Nie chcemy kiepskiej destylarni... Może Ulrich von Jungingen coś ma?
14334:  Ulrich von Jung... Kanapka z kurczakiem?
14339:  Może to było z tej strony?
14342:  No, to brzmi lepiej.
14345:  Kanapka z kurczakiem.
14346:  Kanapka z kurczakiem jest bardzo, bardzo, widzę, popularna w Zakonie Płonącej Róży.
14351:  No nic.
14352:  Słyszałem o Skyrim VR, no pewnie słyszałem o Skyrim VR, ale rzucanie czarów za pomocą myśli to jest technicznie niemożliwe na razie, z tego co wiem, chyba że jakiś headset na to pozwala.
14364:  Ale oczywiście, Michael Bay to jest mistrz wybuchów, więc wiecie.
14369:  Bardzo lubię.
14370:  Więc z tego co wiem, Neuralink Ilona Muska dopiero jest taką technologią, która faktycznie jest w stanie sczytywać sygnały neuronalne i wykorzystywać je do wykonywania jakichś poleceń software'owych.
14383:  Zapis jest słuszną sugestią Big Gomez, absolutnie.
14390:  Tak, zakon płonącej lóży wypalił się zawodowo.
14395:  Wypalenie zawodowe to nie jest coś, z czego należy żartować, ale akurat w przypadku Zakonu Płonącej Róży jest to radosne.
14401:  Uuu... Nie no, do Oxenfurtu nie będziemy jechać, ale... Człowieku, co tutaj?
14407:  Tutaj coś było istotnego.
14409:  Dlaczego mamy to ominięte?
14411:  Czy pominięte technicznie?
14414:  Nie podoba mi się, że jest jakiś znacznik, który jest pominięty.
14417:  Chcę zobaczyć, co jest przy tym znaczniku.
14423:  Chcę zobaczyć, czy to jest nawodnienie.
14424:  Słuszna, słuszna, słuszna racja.
14441:  Pająki?
14443:  Czy to są te pająki, które bez przerwy nad nami zwyciężały?
14452:  Zobaczymy, kto teraz zginie.
14455:  Błagam, niech Geralt... Błagam, niech Geralt... Nie można tędy przejść.
14467:  Czemu ja mam tendencję włażenia tam, gdzie nie można przejść?
14473:  Czy spróbowałbym Fistechu w świecie Wiedźmina?
14475:  Pewnie.
14479:  Ja mam zasadę próbowania wszystkiego.
14483:  Chyba, że jest to uznane medycznie za mega szkodliwe, to wtedy nie.
14492:  Głupia płotka.
14495:  Głupia płotka, nie chce przyjść.
14498:  Ale za to mamy piękne okoliczności przyrody, które możemy podziwiać.
14501:  Czy było zadanko poboczne w służbie muzy?
14504:  jeśli nie znajdzie się je w pobliżu Nilfgaardskiej ambasady w Toussaint.
14508:  Zapewniam, że warto.
14510:  Kluczowa kwestia.
14511:  Nie mam zielonego pojęcia, gdzie jest ambasada Nilfgaardów w Toussaint.
14515:  Prawda, że nazwa Fistech jest genialna?
14517:  Strasznie mi się też podoba.
14522:  Ooo, to nie jest pają... To nie są pająki!
14525:  To jest torfuna!
14528:  To jest in... To jest inna torfuna.
14530:  To jest taka torfuna, której nie mogliśmy pokonać.
14541:  Dobra.
14543:  Potrzebujemy więcej pułapek Yrden.
14547:  Między innymi taką, która będzie siekać golema.
14560:  Okej, Igni może nie być najlepszym wyborem.
14566:  Okej, fani walki mieczem, szykujcie się.
14583:  Mhm.
14583:  Okej, nie.
14586:  Gdzieś było... Gdzieś był sensowny... A, 50% siły ataku.
14590:  Dobrze.
14592:  O tak!
14594:  O tak!
14595:  Quen i nóże wtany.
14603:  Ciach!
14604:  Ciach!
14607:  Ciach, ciach, ciach, rat!
14610:  Ciach, ciach, ciach, rat!
14620:  Proszę, nie ma jak walka o zachodzie słońca!
14648:  Golem zginie.
14650:  Mamy olej na mieczu, mamy.
14653:  Olej przeciwko istotom magicznym jest, który sprawia, że zadajemy czasem obrażenia krytyczne.
14660:  Słowo czasem jest kluczowe.
14661:  Ten golem jest pusty w środku.
14663:  Czemu ten golem jest pusty w środku?
14666:  Jego gastrolog nie byłby zachwycony.
14673:  Niepokoi mnie ten dźwięk miecza.
14675:  Brzmiało tak, jakby ten miecz się psuł.
14684:  Jakbyśmy mieli build pod aard, to byśmy używali przeciwko niemu aardu, ale cóż... Ale na golemy z tego co wiem jest polecany bez jajuszu płyn.
14701:  Za zbyt... A!
14703:  A!
14704:  Dlaczego on teraz zasharżował akurat?
14708:  Nie mamy już dekoktu Rafarda Białego, to jest zła wiadomość.
14714:  Leczniczy kłę.
14714:  Leczniczy kłę.
14716:  Golemię zaatakuj.
14720:  Dziękuję.
14727:  W ogóle z recyklingiem jest ten problem, że większość obecnych metod recyklingowych jest nieefektywna, bo używane są złe rodzaje plastiku.
14740:  Więc cóż...
14747:  Ten golem jest bardzo silny.
14757:  Jak polecany jest Quen, to czemu nie używasz go na golema, czy tylko na siebie?
14759:  Quen jest znakiem ochronnym, on jest... nie da się go wykorzystać ofensywnie.
14766:  Znaczy można, jeżeli jest odpowiednia umiejętność wykupiona, ale akurat ją zdjęliśmy.
14782:  Niestety nie mamy żadnych punktów, pamiętajcie, w walkę mieczem, więc... Tak.
14790:  Tak to wygląda.
14792:  W sumie moglibyśmy walnąć go bombą dwimerytową, to nie byłoby takie głupie.
14796:  Ale mamy wyśmienity księżycowy pył, to nie jest dobra opcja.
14799:  Bomba dwimerytowa, bomba dwimery... Albo północny wiatr.
14805:  Bomba dwimerytowa będzie na nas działać, to niedobrze.
14812:  Aaa, dobrze.
14825:  Okej.
14828:  Będziemy jeszcze walczyli w kręgu Yrden.
14831:  On nam da dodatkowe... Mało, bo mało, ale zawsze coś.
14836:  Lekka regeneracja wytrzymałości i obrażenia dla golema.
14843:  I wiadomo, obrażenia magiczne są najlepsze.
14850:  Dlaczego Geralt mówi niedobrze, jak właśnie jest dobrze?
14861:  To jest zabawne, moje szybkie ataki zadają większe obrażenia niż silne.
14867:  Praktycznie ich nie użyłem dlatego.
14878:  Nie, ten odwar mamy chwilowo na walkę z mieczem, żeby zwiększyć siłę ataku.
14883:  Inaczej byśmy zadawali po dwieście.
14888:  Swoją drogą... W sumie jest więcej.
14896:  Tak.
14896:  Jest więcej obrażeń jednak, jak zadajemy w ten sposób.
14911:  Dobra.
14912:  Yrden.
14914:  Yrden ładnie działał.
14920:  Leczniczy QM.
14923:  Głupi golem!
14926:  Gdzie idzie głupi golem?
14929:  O nie, nie, nie.
14929:  Żadne regenerowanie się.
14931:  Ja już widzę, na czym to polega.
14934:  Tak, on leciał się regenerować.
14946:  Okej.
14948:  Bardzo prosimy o... Dziękujemy.
14951:  Pięknie.
14954:  Geralt!
14954:  Dobra.
14964:  Aaa!
14967:  Golem zawsze szarżuje w odpowiedniej chwili.
14980:  Okej.
14985:  Długa walka.
15002:  Zgodnie z tradycją zawsze pod koniec trudnej walki
15011:  Odwrócę wzrok na czaty i dzieje się to, co się dzieje.
15017:  Modyfikacja taktyki.
15020:  Wyłącznie znaki.
15022:  Wyłącznie znaki.
15026:  Niech spojrzę, co nam najbardziej się przyda.
15034:  Kuba nie, Upiora nie.
15036:  Polecaliście jakiś odwar swoją drogą, taki pod znaki?
15039:  Moc znaków, odwar z mglaka, ale to jest niebo zachmurzone, bez sensu.
15044:  Nie jestem w stanie nigdy stwierdzić, gdzie są te odwary.
15049:  Z Leszego, ze starożytnego Leszego mówicie, tak?
15051:  To będzie pod S. Dlaczego nie ma... Czy ja nie mam odwaru ze starożytnego Leszego?
15064:  Okej, to jest dziwne.
15069:  To powinno być tak swoją drogą, alfabetycznie.
15071:  Czemu nie jest alfabetycznie?
15074:  Jest z Leszego tylko.
15077:  Chyba nie mam ze starożytnego Leszego.
15080:  No tak, bo często mówiliście, że nie ma odwarza starożytnego Leszego, ja go po prostu nie mam.
15090:  I zastanawiam się, dlaczego go nie mam.
15092:  Jest!
15094:  Jest!
15094:  Tu jest!
15096:  W nieintuicyjnym miejscu.
15098:  Każde użycie znaków zwiększa regenera... No, w sumie?
15103:  W sumie?
15103:  Podoba mi się, podoba mi się.
15105:  Dobra.
15107:  Może... Dlaczego... Ach, już wiem, dlaczego to jest w ten sposób, bo to jest ze starożytnego Leszego, a ja szukałem pod starożytny Leszy.
15116:  Okej.
15119:  Dziwny golem czeka na nas.
15126:  Okej, zaczynam rozumieć dlaczego mówiliście tyle o starożytnym leszym, dobra.
15134:  Faktycznie można więcej razy rzucać igni.
15136:  Tak, yyy...
15154:  Dobra.
15156:  Okej.
15158:  Igni cały czas go rani.
15160:  Nawet nie będę używał miecza, bo zadajemy więcej obrażeń.
15171:  Miecz włócznia?
15173:  A może topór?
15177:  Z tego wszystkiego chyba najbardziej...
15180:  Włócznia, tak mi się wydaje.
15183:  Nie owybierać.
15186:  Olej, na istotę magiczne, pewnie jest, jest, jest.
15189:  Tylko ja nie używam praktycznie miecza, więc... Będziemy zresztą zrobić eksperyment.
15194:  608 przy... przy Erdenie.
15198:  Jeżeli chodzi z olejem, miecz... Okej.
15201:  Jeszcze z gromem.
15207:  800-900 maksimum.
15208:  No dobra, 1000 przy krytycznych.
15210:  W tym momencie już jest ciut lepiej.
15214:  Tylko, że to ma tę wadę... ...że trzeba używać quena.
15239:  Tu by się nam bardzo przydała ta zdolność do odbijania 25% obrażeń z Gwena.
15245:  Bo to jest chyba ostatni golem, z którym walczymy.
15258:  To będzie długie.
15259:  Tak.
15261:  Ten golem ma szcetny poziom, come on!
15263:  Najwyższy!
15273:  Dobra.
15278:  Okej.
15279:  Kłen.
15286:  O kurde.
15288:  Niech mnie.
15291:  Dobraaaa... Kłen.
15293:  Mhm.
15298:  Łupanie skały, ciąg dalszy.
15304:  Tak, płotka mogłaby się zamknąć faktycznie.
15324:  Okej, niedobrze.
15326:  Spróbujmy się uleczyć.
15335:  Częste są te szarże, nadspodziewanie częste.
15342:  Okej, Grom.
15342:  Uff.
15347:  Nie chciałem w ogóle tego zrobić.
15353:  Grom jest?
15353:  Jest.
15362:  Wojciech Mann się kibicuje.
15366:  Coś w tym jest.
15371:  Mam wrażenie, że ten golem się czasem glitchuje tutaj.
15374:  Wykorzystajmy to!
15385:  Okej, Gwen i w tany.
15393:  Olej jeszcze.
15394:  Olej, olej, olej.
15395:  Bardzo ważny olej.
15407:  Krzysztof bawi się kamulcami, odcinek 2137.
15410:  Tak było, nie zmyślasz.
15417:  Po prostu ja w alternatywnym świecie chciałem być kamieniarzem.
15428:  Podoba mi się ta częstotliwość.
15437:  Bardzo mi się podoba ta... Zaczynam kochać odwar starożytnego Leszego.
15444:  Głupi golem się cofa.
15451:  Wspaniałe!
15453:  Wspaniałe!
15454:  Jestem w domu!
15455:  Wreszcie!
15456:  Wreszcie udało się go zglitchować!
15457:  Tak!
15458:  Tak!
15459:  Tak to ma wyglądać!
15462:  Tak to właśnie ma wyglądać!
15463:  Właśnie tak!
15477:  Więcej!
15478:  Więcej ognia!
15480:  Więcej!
15481:  Więcej!
15483:  Smażony ser!
15485:  Smażony ser!
15489:  Witamy we Wedanarius!
15490:  Jak smagowały wczorajsze lody z AGH?
15492:  Spoko!
15496:  Magia glitchy to jest najpotężniejsza rzecz.
15498:  I am...
15512:  Oczywiście, że się nie da spalić kamienia.
15513:  Oczywiście, że się nie da spalić kamienia.
15515:  Absolutnie, że się da spalić kamień.
15523:  Ojej, wypadłem z rytmu.
15524:  To najgorzej.
15528:  Szanuję teorię krytyczną, ale co to jest to?
15530:  Znaczy, teoria krytyczna to jest critical theory, czyli w ogóle teoria literatury, teoria mediów, teoria kultury, bardzo dużo różnych rzeczy i to ciężko powiedzieć o tym jako o ogólnej, ogólnej jakimś amalgamacie różnych teorii filozofii, no bo... No bo to jest to samo, co filozofia, krótko mówiąc, współczesna.
15552:  Absolutnie tak, safe, safe, safe.
15554:  Lisz gliczy.
15556:  Coś w tym jest.
15558:  Powiem wam, że być może nie była to najlepsza walka do oglądania, ale była najcudowniejsza dla mnie.
15565:  Odkrycie, odkrycie, że potrzebujemy tylko drzewa.
15569:  Jednego drzewa, żeby spamować Igni Nieskończoność jest wspaniałe, ale powiem wam, że absolutnie przyznaję czatom rację.
15577:  Niech to zostanie zanotowane we wszelkich kronikach.
15581:  Krzysztof przyznaje czatom rację.
15582:  Odwar ze starożytnego Leszego OP.
15586:  Absolutnie OP.
15587:  Dzikie psy?
15588:  Przerażające, uciekamy stąd.
15590:  Ale gdzie w ogóle mieliśmy ruszyć tutaj, w tym kierunku?
15596:  To znaczy w kierunku najbliższego znacznika.
15598:  Folwark Freiche, niech będzie i on.
15604:  Potęga odwaru jest niesamowita.
15606:  Ale wiecie, zgubiło mnie to, że Raptor w opisie swojego buildu mówił, że odwar ze starożytnego Leszego jest niewymagany.
15614:  Ja bym powiedział, że jest kluczowy.
15618:  Dlaczego ktoś kicha?
15619:  A, bo jesteśmy w Velen, zapomniałem.
15621:  Dla tych z was, którzy nie wiedzą, jak jesteśmy w Velen, wszyscy na nas kichają, rzygają i robią inne przerażające rzeczy.
15630:  Witajcie!
15632:  Tak.
15632:  Tak właśnie tak.
15632:  Pokaż mi swoje towary.
15645:  Okej, cokolwiek, chcę po prostu sprzedać mu to, co mam.
15649:  Dobrze, wszystko jedno.
15652:  Kupimy wszystkie skrzydełka kurczaka.
15654:  Kolonel Sanders jest zachwycony.
15658:  Pilnujcie mi, żebym nie sprzedał zbroi szamotna, bo się zapłaczę.
15666:  Okej.
15667:  I... tyle myślę.
15669:  Tak, nie ma nic, czego byśmy się chcieli pozbyć.
15671:  Nie, Miecz Stresza Mudna zostaje, Giemlka zostaje.
15675:  Też zostaje, to zostaje.
15677:  To zostaje, bo ładnie wygląda, to zostaje.
15679:  Okej.
15682:  Bywaj.
15684:  Od Warleszego, inaczej z Uzu pas Enta.
15687:  Tak jest, tak właśnie jest.
15689:  Gdzie jest znacznik?
15689:  Tu jest znacznik.
15691:  Do Oksenfurtu.
15694:  W ogóle w Oksenfurcie mam wrażenie, że jest jeszcze sporo rzeczy, które możemy zrobić.
15699:  Odwiedzić Szani.
