Pół wieku eksploracji później — WITCHER 3 Livestream #12
🔗 https://www.youtube.com/watch?v=2a46pkxu55E

2:  Witajcie serdecznie
14061:  Aż Morkvarg dał rozkaz, żeby płynąć na Hindarsfjall.
14070:  Byłem na wielu rajdach.
14072:  Zabijałem kobiety, dzieci i co tam się pod topór nawinęło.
14075:  Ale kapłanki?
14076:  Tego było już za dużo, nawet dla mnie.
14081:  Jak już było po wszystkim, a Morkwark i reszta sobie popili, wyciągnąłem to.
14087:  Naszyjnik z wilczym kłem, pokrytym runami.
14091:  Dostałem go od ojca.
14093:  Godin mojej osady.
14095:  Mówił, że jeśli kogoś zranię tym zębem, skażę go na los gorszy niż śmierć.
14100:  No i się sprawdził.
14106:  Trzeba oddać kieł przeklętemu, ale nie dostaniesz go.
14109:  Niech Sukinsyn cierpi.
14118:  Kapłankom naprawdę zależy na tym, żeby odzyskać swój odwrót.
14122:  A ty chyba jesteś im coś winny, prawda?
14128:  Aaa!
14131:  Cza ty?
14131:  Cza ty?
14131:  Ten jeden raz.
14132:  Ten jeden raz!
14147:  Dyplomacja, rozmowa, retoryka, a nie palenie, nie inferno, nie magia ognia, nie kule ognia, nawet nie było jednej iskierki, tak?
14157:  Był talent retoryczny, swada, wygadanie, empatia... i nuda, tak!
14176:  Nie martwcie się, zaraz wróci to co najlepsze.
14179:  Zawsze wraca.
14181:  O Boże, jeszcze kapłanki.
14184:  Słuchajcie, następna rzecz.
14185:  O, przysięgam.
14188:  Przerywam po tym robienie questów i robię, robię dosłownie jedno zlecenie wiedźmińskie za drugim.
14194:  Wypalam, zabijam, niszczę.
14202:  Zaczynam być na głodzie infernalnym.
14206:  Głód infernalny to nie jest stan, w którym chcecie mnie widzieć, zwłaszcza, że już na jednym głodzie dziś jestem.
14215:  Wolnie.
14217:  Do Mordvarga, później do kapłanek?
14220:  Czemu później do kapłanek?
14222:  Porozmawiając o... Aaaa.
14226:  A, bo możemy użyć tego kła, żeby odczarować Mordvarga.
14243:  Zostałem przekonany.
14251:  O!
14252:  Iroh z Avatara też wpierw wszedł w dialog, a potem w palenie.
14255:  Tak.
14256:  Zacnie.
14260:  Sądząc o serialu Amerykańscy Bogowie nie byłem w stanie przez niego przejść.
14263:  Przepraszam.
14263:  Wiem, że jest dobry i nie mówię, że jest zły, bynajmniej nie jest dla mnie.
14269:  Za bardzo kocham książkę.
14270:  To jest ten właśnie, ten jeden rzadki przypadek u mnie, kiedy książka jest na takich eszelonach maestrii narracyjnej, że serial wywoływa u mnie wzruszenie ramion.
14282:  Wyłącznie.
14285:  Powiedzcie mi, że będę mógł przejść tędy przynajmniej.
14291:  Czy tędy się da przejść?
14291:  Czy to jest po prostu tylko... Nie, tędy się nie da przejść.
14294:  Ja pierdolę, będę musiał przejść znowu przez jakieś pieprzone... Błagam, nie.
14301:  Błagam, nie.
14306:  Jeszcze burza psia krew.
14316:  Okej, okej, okej, może... Tak!
14320:  Tak!
14321:  A nie, to nie jest to miejsce, do którego mieliśmy iść.
14325:  Tu jest przecież ta jaskinia.
14327:  Krzysztof, ogarnij się!
14330:  Próbujemy odczarować Morvarga.
14333:  F5!
14343:  Czy Geralta może trafić piorun?
14344:  Nie wiem, ale wiem, że w gęśni jest osiągnięcie za to, jak was szlak trafi, dosłownie.
14348:  Tak samo jest osiągnięcie za board to death, pisane jak dzik, czyli board.
14356:  To jest wtedy, kiedy zdołacie doprowadzić do absurdalnej sytuacji, w której szarżujący dzik was zabija.
14362:  Udało mi się to zrobić natychmiast prawie.
14375:  Oj, znów się spotykamy.
14377:  Która to walka już z nim?
14378:  Czwarta?
14386:  Tak!
14387:  Tak!
14393:  Masz.
14393:  Załóż na naszej linii.
14398:  Dobra.
14398:  Właśnie.
14424:  On dalej mówi denerwująco, nie chcemy tego słuchać.
14439:  Życzę wiatru w żagle, ale wpierw nagroda.
14442:  Ach, racja.
14443:  Zapomniałem.
14444:  Zdarzać nadal często.
14445:  Oczywiście, że go zabijemy.
14447:  Spokojnie.
14449:  Ja swój honor mam.
14451:  Słuchaj no.
14452:  Pojedź do Nowigradu i znajdź lichwiarza, co w okrawkach siedzi.
14456:  Widzicie, że go zabijemy?
14457:  Przecież to jest wariat kompletny.
14459:  I zobaczysz, że mchojny.
14463:  No, to bywaj.
14465:  Może wzywa.
14483:  Płonie Morwar Gwiazgini.
14487:  Płonie ku czci bogini.
14493:  To przyjdź tak.
14494:  Tyle razy musiałem z nim walczyć na... Bez sensu.
14498:  Ah!
14500:  Fantastyczne uczucie!
14502:  Mój głód infernalny został częściowo zaspokojony.
14506:  Teraz uciec tylko z tego przeklętego miejsca.
14509:  I nigdy, nigdy więcej tu nie wracać!
14513:  To jest jak z Gollumem.
14515:  Leave now and never come back!
14522:  Wiem, że źle poszedłem, wiem.
14526:  Chcemy przeskoczyć tutaj.
14530:  Tak, tutaj.
14531:  Bardzo chcę tutaj przeskoczyć.
14533:  Tak!
14535:  Dziękuję.
14544:  Boże, czy ja nie mogę stąd dalej wyjść?
14547:  A nie, tutaj jest o drzwiczki, dobrze.
14551:  Gollum nie brzmi jak piszczałka.
14553:  Przepraszam, że nie jestem Andym Serkisem.
14557:  Wymagania czatu.
14559:  Wielkie nieba.
14568:  Jak stąd wyjść?
14574:  Nie do wiary, można wskoczyć.
14575:  Nie do wiary.
14576:  Nie wierzę w to, co widzę.
14579:  Geralt, proszę, nie zabij się przynajmniej teraz.
14582:  Lot, film czy książka?
14584:  I dlaczego?
14586:  Film.
14588:  ponieważ wolę oglądać larpa zaangażowanych ludzi, niż męczyć się z narracją Tolkiena, która jest lepiej prowadzona w Silmarillionie, dlatego że Silmarillion pisał jego syn głównie i Guy Gavriel Kaye.
14603:  Sorry, ale naprawdę, jak wróciłem do Władcy Pierścieni czas jakiś temu, to ta książka też nie widziała redaktora i niestety, jeżeli chodzi o fabułę, to ja wiem, to jest trochę tak oglądanie retro serialu.
14617:  Aslimarillion.
14619:  Wspaniałość.
14621:  Informacje o świecie.
14622:  Lore.
14623:  Widać tamten rozmach.
14624:  Nie ma tych irytujących hobbitów.
14628:  Witaj.
14631:  O co chodzi?
14632:  O Morgwarga.
14633:  Mam jeszcze parę pytań.
14645:  Ale Ziemiański jest dziwnym, jurnym, starszym panem, który wstrzykuje właśnie bezsensownie kompletnie sceny erotomańskiego seksu do swoich książek, które jeszcze w dodatku śmierdzą takim boomerskim patriarchatem.
14676:  Ładna złośliwość, Jakub, że jak już coś się robi, to trzeba popracować nad mową.
14681:  Szanuję to, szanuję.
14682:  Wprawdzie to jest skill aktorski, a nie mowa, ale szanuję.
14686:  No ba.
14686:  Jak można nie lubić hobbitów?
14691:  To proste, są małe, mają włochate stopy i nie mają zdolności magicznych.
14713:  Nie.
14716:  Czy to oznacza, że musimy ze wszystkimi kapłankami porozmawiać?
14719:  Po prostu?
14720:  Nie?
14720:  Co jest?
14721:  Witaj w świątyni Freji.
14726:  Jestem Kurisu.
14728:  W czym mogę ci pomóc?
14737:  Krasnoludy uwielbiam.
14738:  Właściwie krasnoludy są dobre, hobbity, niziołki.
14741:  Zawsze mi przypomina się wtedy ten ogródek w Heroesach 3, gdzie tańczył leprechaun.
14748:  Tadam, tadam, tadam, tadam, zapętlona muzyczka.
14753:  O Boże, ja to widzę za każdym razem, jak słyszę słowo hobbit albo niziołek.
14758:  Jesteś nowicjuszką?
14759:  Bo na kapłankę mi nie wyglądasz.
14761:  Naprawdę?
14763:  Masz dobre oko, choć trochę się pomyliłeś.
14766:  Nie jestem ani kapłanką, ani nowicjuszką.
14769:  Uciekłam ze statku piratów, byłam ranna.
14773:  Siostry Astrid i Dalla znalazły mnie nieprzytomną na plaży.
14777:  Wzięły mnie do świątyni i zajęły się mną.
14780:  Zawdzięczam im życie.
14782:  Niezła przygoda.
14784:  Masz dokąd wrócić?
14785:  Czy chcesz tu zostać?
14787:  Mam brata na Art Skellig.
14789:  Pewnie mnie szuka i odchodzi od zmysłów.
14791:  Kiedy całkiem wydobrzeję, znajdę jakiś drakar i wrócę do domu.
14797:  Ulubiona rasa, moi drodzy, to są właśnie krasnoludy moja.
14800:  Bywaj.
14801:  W... Sorry, w światach fantazy... O Jezu.
14805:  Dobrze.
14809:  Czy jest jeszcze jakaś kapłanka, z którą musimy porozmawiać?
14813:  Witaj.
14813:  O, Morgwarga.
14814:  Nie, to się zbugowało faktycznie.
14816:  Bywaj.
14817:  Nie, no nie mówcie mi, że nie możemy tego questu zdać!
14826:  Zamknięte.
14828:  Czy ja pominąłem gdzieś jakąś kapłankę?
14830:  No nie!
14837:  No tak, ale ta kapłanka nie chce z nami rozmawiać, ona tylko i wyłącznie ma...
14842:  Chyba, że... Chyba, że to jest ta pierwsza opcja wyszarzona.
14848:  Nie, czy nie, druga.
14849:  Nie.
14850:  Nie, to już było.
14852:  Pomnik?
14854:  Czekajcie, czekajcie.
14856:  Jaki pomnik?
14861:  Pomnik jest nieinteraktywny.
14863:  Możemy pomedytować rzeczywiście, bo to czasem odblokowuje sprawy.
14868:  Oria pisze, że miała tak samo.
14873:  No ja wiem, że jest strzałeczka na minimapie, moi drodzy, ale ta strzałeczka na minimapie prowadzi do Josty, która z nami nie rozmawia, chyba że przeklikamy się jeszcze przez to.
14884:  Nie.
14887:  Nie.
14900:  Ty, która obdarzasz miłością, nienawiścią.
14902:  Dobra, zrobimy tak.
14905:  Ostatnia rzecz, która mi przychodzi do głowy, to jest wczytanie.
14908:  Tak.
14909:  Długie poszukiwania Ciri doprowadziły Geralta do wniosku, że kluczem do znalezienia dziewczyny jest Uma.
14915:  Najbrzydszy człowiek na świecie, na którym ciążyła tajemnicza klątwa.
14921:  Ale Skaweński Alchemiku, dlaczego przymierzasz się do czytania biegunów Olgi Tokarczuk?
14926:  Gdzie ja popełniłem błąd?
14930:  Nie wiem, o czym jest ta książka, mimo że ją czytałem.
14933:  Może to będzie dla ciebie jakaś wskazówka?
14939:  Wymorduj kapłanki, może pomoże.
14945:  Nie!
14947:  Nie działa.
14949:  Ale numer.
14950:  Bak tysiąclecia.
14962:  Skrypt nie przewidział tego zakończenia, no ewidentnie.
14971:  Niestety nie mogę ich wypalić.
14975:  Fatalnie.
14978:  Ale wczytaliśmy przed sekundą, nic to nie dało, moi drodzy.
14984:  Restart nic nie da.
14985:  Jeżeli wczytanie nic nie dało, to restart też nic nie da.
14988:  No...
14993:  Jeszcze raz.
14994:  Dobrze, kończymy ten quest, idziemy do tego lichwiarza w Nowigradzie.
14999:  I tyle.
15000:  Ja tego questu nie chcę już widzieć.
15002:  Nigdy.
15006:  Tu jest lichwiarz.
15007:  Długie poszukiwania Ciri doprowadziły Geralta do wniosku, że kluczem do znalezienia dziewczyny jest Uma.
15013:  Najbrzydszy człowiek na świecie, na którym ciążyła tajemnicza klątwa.
15023:  Odpowiem, jak informatyk u mnie działa.
15026:  Ja jestem mistrzem, moi drodzy, doprowadzenia do sytuacji, których ktoś nie przewidział.
15036:  W alternatywnym świecie, w którym quest designerzy faktycznie coś zarabiają i jest jakiś QA, mógłbym się tym zajmować.
15047:  Lichwiarz.
15049:  Witaj!
15049:  Co chcesz dać w zastaw i ile ci trzeba?
15053:  A skąd wiesz, że w ogóle potrzebuję pożyczki?
15056:  Każdy potrzebuje.
15057:  A ty już na pewno nie wyglądasz mi na takiego, co groszem śmierdzi.
15062:  Na razie nie narzekam.
15065:  To może obejrzysz fanty na sprzedaż?
15072:  O, wiecie co, zanim porozmawiamy, bo boję się tej sytuacji, że to nam zablokuje te opcje, więc zagrajmy z nim karty.
15084:  Dziękuję, mehaczów, za życzenia małej liczby wilków, mam nadzieję, że tak będzie.
15089:  Jasny gwint.
15092:  Moi drodzy, nie będę wczytywał niczego sprzed zabicia Morvarga, bo jak uświadomię sobie, że miałbym jeszcze raz przejść przez piekło nawigowania po tamtej poronionej lokacji, to, szczerze powiedziawszy, wolałbym czytać biegunów.
15105:  Razem ze skawaieńskim alchemikiem.
15108:  Na dwa głosy.
15111:  Dobra, aż tak dużo manekinów nie jest nam potrzebnych.
15114:  Aaa!
15116:  I gaunter drugi też nie jest potrzebny.
15117:  Ooo!
15119:  Trzech szpiegów!
15122:  Do pierwszej kolejności dajemy Talara.
15124:  Talar jest świetnym szpiegiem, bo daje... To jest tylko jeden punkcik artylerii.
15131:  Jeszcze go odzyskamy.
15133:  Zmieńmy talię?
15135:  Co to za abominacja?
15137:  Jaka zmiana talii?
15139:  Wielkie nieba!
15145:  Jak chcecie zobaczyć, jak wygląda dobrze zrobiona powieść tego typu jak bieguni, to wahadło Foucault Umberta Eco można sobie obczaić, albo jeszcze lepszy przykład, czterotomowy Egipt Johna Crowleya.
15159:  To jest dobra literatura!
15162:  Wrzucamy wszystkich szpiegów naraz.
15165:  Kiedy zagram Potworamia, będziemy mieli sensowną talię, więc nie prędko.
15172:  Ja wam dam czytanie biegunów na YouTubie.
15175:  Jakiego to jest typu właśnie?
15177:  To się... Można o tym powiedzieć, albo powieść drogi?
15181:  Tak myślę.
15184:  Ale generalnie nie ma gatunku żadnego wyspecjalizowanego na to.
15188:  W każdym razie ja go nawet nie znam.
15192:  Powieść drogi jest najbliższa, tak mi się wydaje.
15196:  Gaunter.
15202:  Dobrze, Jakubie, widzę, widzę, naprawdę widzę, nie musisz pisać 11 milionów razy.
15213:  Okej, Zoltan.
15226:  Zastanawiam się, kto będzie lepsze.
15232:  Nie.
15233:  Wskrzesimy go sobie sanitariuszką.
15247:  Ooo, trzy pasy.
15249:  Wielkie nieba.
15252:  Nie, zabiliście mi ćwieka tym pytaniem o ten gatunek powieści.
15256:  Nie umiem... W przypadku Egiptu Johna Crowleya to jest proste.
15260:  No bo... No bo to jest po prostu realizm fantastyczny, ale jeżeli bym miał powiedzieć o wahadle u Foucault-Humberta Eco?
15265:  Powieść drogi chyba najbardziej.
15271:  Talar, talar.
15274:  Nie mam, Agnieszko, unikalnej karty krowy.
15281:  Nie no, spoko, jak tam czegoś nie zauważyłem, to możecie pisać drugi raz, chodzi tylko, że nie serio.
15289:  Ja mam czasem taki paskudny zwyczaj, że mi coś umyka.
15295:  A, zagramy Wesemira.
15302:  Przeraza?
15304:  Mmm, piękna karta.
15310:  Okej... W zasadzie nic się nie stanie, jak jakimś cudem nam to nie wyjdzie.
15326:  O, powieść bibliofilna, ładne określenie.
15329:  Jest jeszcze coś takiego jak profesoren roman, śmiesznie brzmi, ale chodzi o to, że to jest powieść profesorska, tak?
15335:  To znaczy, no właśnie, z wszystkimi wadami i zaletami tego, co jest profesorskie.
15344:  Aż żal używać.
15346:  Wiecie, co zrobimy?
15347:  To zrobimy.
15353:  Piwo jasne, pszeniczne uwielbiam.
15357:  O, proszę, proszę, co tu się podziało?
15362:  Tu się podział materiał na pożogę, której teraz z rozkoszą użyję.
15371:  Można zdobyć trzech rębaczy z Klinfrid Velen, jeżeli się uwolni jednego gościa z klatki.
15378:  Za skomplikowane.
15381:  I teraz... Cyk.
15392:  Dobrze.
15395:  Za co Lannisterzy są moim ulubionym rodem z Gry o Tron?
15398:  Uwielbiam politykę w fantastyce.
15402:  Uwielbiam.
15402:  I oni to robią naprawdę dobrze.
15405:  Natomiast w drugiej kolejności oczywiście Targaryenowie za Fire and Blood, ale mam pewien niesmak z uwagi na Daenerys.
15424:  Bo Żoga zabiłaby wtedy wszystkie ósemki.
15426:  No tak, jeżeli by nie miała nasza przeciwniczka.
15429:  Nie wiem dlaczego uznałem ją za przeciwniczkę, a dlatego, że widzę szeptuchę.
15434:  Dziesiątki także.
15437:  Okej, wrzucimy baita.
15439:  Może ta przynęta zadziała.
15441:  Może.
15449:  To oznacza, że się możemy zabrać za upokarzanie.
15460:  A macie rację, wskrześmy sobie jeszcze Talara.
15464:  A nie, Talar był już wstrzeszany, to możemy Zoltana wskrzesić.
15469:  O, o tak, o tak, gimme more, gimme more.
15473:  O tak.
15476:  Wszystko, wszystko chcę.
15479:  Ten przeciwnik musi zostać upokorzony, maksymalnie.
15483:  Jeszcze, jeszcze to bardzo proszę.
15486:  Dziękuję.
15487:  To mnie satysfakcjonuje.
15489:  Czy uważam audiobooki zarówno wartościowe, co książki?
15491:  Tak, bez wahania.
15493:  Moim postanowieniem noworocznym jest czytanie, słuchanie jakiejś książki na tydzień.
15497:  Łoko.
15497:  Najlepsze przedstawienie polityki w powieści fantasy?
15499:  Pieśń lotu i ognia.
15501:  Bez dwóch zdań również.
15503:  Witaj.
15504:  Pożyczasz czy kupuj?
15507:  Jeszcze sprawdźmy, co on ma.
15510:  Tak jest.
15513:  Kochani.
15516:  Czy ja dobrze widzę, że tu jest jakaś książka, którą możemy... Okej.
15525:  Okej.
15526:  Podoba mi się.
15527:  Podoba mi się to.
15528:  Bardzo mi się to podoba.
15531:  Pozdrowienia od Morkfarga.
15537:  Masz, ale jakby kto pytał, nie znam go i nigdy na oczy nie widziałem.
15543:  Tak, teraz już na pewno go na oczy nie zobaczysz.
15549:  Powieść fantasy z dużą liczbą polityki poza-sarantyńską.
15556:  Pieśń dla Arbon.
15563:  Stop.
15564:  Ta książeczka, którą dostaliśmy.
15569:  Okej.
15577:  Czy to nam coś... Myślałem, że to jest jakieś zadanie, ale nie.
15582:  Myślicie, że mamy szansę na walkę z krawcem?
15585:  A nie.
15587:  Chyba nie.
15593:  O, możemy odebrać przy okazji, jak już jesteśmy w Nilfgaardzie, w Nowigradzie możemy odebrać nagrodę od Nidasa w złocistym jesiotrze.
15604:  I jeszcze dodatkowo możemy to zrobić pieszo.
15611:  No, Pieśń dla Arbony jest przepiękna, jak nie czytaliście, to bardzo polecam.
15614:  Moim zdaniem najlepsze przedstawienie bardzo ciekawego typu i stylu narracji średniowiecznego, czyli amour courtoisée, dosłownie, albo, no, czyli miłości dwornej, to jest styl, w którym pisano sagi arturiańskie między innymi.
15636:  Opowieść o Tristanie i Isoldzie, którą się katuje zupełnie niepotrzebnie, jest kompilacją dwóch takich właśnie klasycznych sag arturiańskich.
15646:  I powieść Kaya bardzo intensywnie do tego stylu nawiązuje i robi to udatnie.
15653:  Krawiec jest przerażający absolutnie.
15656:  Słuchajcie, żeby zabić Radowida podczas... powtarzacie to i wracacie do tego, musimy wpierw zrobić to, z tego co pamiętam.
15664:  Bo ja tutaj nie mam żadnej, ale to ŻADNEJ, misji fabularnej związanej z Radowidem.
15671:  Więc musimy progresować w wątek główny, a tego dzisiaj nie robimy.
15675:  To zrobimy następnym razem.
15682:  Tristan i Izolta to celtyckie porno w wersji tekstowej, piękne.
15685:  Dlaczego krawiec jest przerażający?
15686:  Ponieważ sklepał nas tyle razy, że aż wstyd.
15699:  Czekam na najlepszy, najlepszy tekst.
15702:  Ej!
