Każdy. Pytajnik. Na. Skellige — WITCHER 3 Livestream #16
🔗 https://www.youtube.com/watch?v=4pCo34gbPZU

3:  Moi drodzy, witajcie.
13611:  Czeko.
13613:  Czoko, czoko, banana na grillu, czoko, czoko, banana na grillu.
13618:  Food Emperor, moi drodzy, Food Emperor.
13622:  Klasyczna rzecz.
13624:  Chcę obejrzeć twoje towary.
13627:  Nawodnienie, dziękuję.
13628:  Dziękuję, mis Josionko.
13635:  Słowo pistacjowe mnie konfunduje, nigdy nie wiem, co się za nim kryje.
13639:  Jezus Maria, ile my tego mamy.
13641:  Dobrze, zaczynamy sprzedawanie.
13644:  Będzie trzeba kupić jakąś idiotyczną liczbę różnych rzeczy, na przykład glify.
13652:  Szybko się kończy.
13654:  Ale wiecie co, to jest dobry interes faktycznie.
13656:  Muszę powiedzieć, że zaczynam widzieć jakiś praktyczny sens w tym, co robimy dzisiaj.
13662:  To znaczy faktycznie zarabiamy dużo pieniążków.
13668:  Co jest drogie?
13669:  Wyprawiona skóra drakonida.
13671:  Jest droga i drogi jest też dwimeryt, ale go nie widzę.
13676:  Gnomie narzędzia płatnerskie, nie znam tego.
13681:  Nie widzę rudy dwimerytu.
13682:  Ale widzę, bursztyn jest względnie drogi.
13684:  O, diament będzie drogi, świetnie.
13689:  Pistacje to takie zielone orzechy?
13694:  Rozkładaj skóry na schematy.
13697:  O, trudna rzecz dla mnie.
13702:  Czemu ja nie widzę dwimerytu?
13704:  Blacha z meteorytowego srebra.
13707:  Jaśniejąca ruda.
13709:  Jest!
13709:  Dwimeryt.
13711:  On wcale nie jest taki drogi, jak zapamiętałem.
13713:  Weźmy ametysty.
13715:  Boże, będziemy mieli tyle rubinów, że Geralt będzie mógł zrobić kolię dla Triss.
13719:  Mmm.
13720:  Kolia.
13722:  Kolia dobra.
13724:  Aczkolwiek uważam, że faceci, którzy rzeczywiście chcą zaimponować czymś swym wybrankom, winni raczej zaprojektować coś sami.
13732:  W ogóle jestem zdania, że należy wspierać rzemiosło wszelakiego autoramentu.
13740:  Coś jeszcze możemy kupić.
13742:  No niech będzie to.
13744:  Niech będzie to.
13746:  Co to jest?
13746:  Nasycony kryształ.
13748:  Nie mam pojęcia, co to jest, ale kupuję.
13750:  Czekolada biała czy mleczna?
13752:  Moi drodzy, no a pfff.
13755:  Musimy to kupować po to, żeby móc sprzedać, to jest... To jest kapitalizm!
13759:  Kupuję bezsensowne rzeczy po to, żeby móc sprzedawać rzeczy.
13762:  Ma to sens?
13763:  Ja nie wiem.
13765:  Niemniej pytajcie.
13766:  Proszę bardzo.
13768:  Jeszcze możemy sprzedać jakieś rzeczy, które nam są niepotrzebne.
13772:  O. Wszyscy teraz, którzy walczą mieczami, robią... Eee!
13778:  Krzysztof, ale przecież to jest kamień runiczny, dziewanna, co ty robisz?
13784:  czas na gwinta.
13785:  A, barwnik, właśnie.
13787:  Jak się robiło barwniki?
13792:  Ruda srebra.
13793:  Ulepszenie.
13794:  Spodnie.
13794:  Nie, nie, nie.
13796:  Rupieć.
13797:  Nie.
13797:  Narzędzia.
13798:  Nie.
13799:  W alchemii?
13802:  Okej.
13803:  Pewnie, że Triss.
13804:  Znaczy, Triss na tym streamie.
13806:  Yen była na poprzednim.
13813:  Czemu chcecie, żeby... Trzonek.
13820:  Każdy ma jakiś fetysz, no... Okej.
13824:  Chaty proszą o trzonek.
13825:  Krzysztof dowozi.
13828:  Czas na gwinta.
13833:  Powalają mnie te zakłady.
13834:  A może nie pogardzisz partyjką Gwida?
13838:  Kolia dla Triss, z dwi merytu, to byłby pewien problem.
13842:  Podejrzewam, że nie byłoby już więcej kul ognia.
13846:  W ogóle, przepraszam czaty, ale jest 21.50.
13848:  Gdzie było... Gdzie były informacje o 21.37?
13850:  Gdzie były informacje o Kremówka?
13851:  Gdzie były... Czy mnie to umknęło?
13862:  To jest oczywiście możliwe.
13863:  Wieża na kółkach, co to do kurwa nie wymyślą?
13866:  Przepiękne to jest.
13870:  Były o 21.37, ale niewielkie.
13872:  No właśnie, przepraszam, to musiałem mieć jakiś rant.
13879:  Czy lubię patrzeć, jak świat płonie?
13882:  Macie na myśli to zdanie z tego, z... Macie na myśli Piotrze, tak?
13888:  To zdanie z Jokera, z... Jak to się nazywało?
13892:  The Dark Knight, Mroczny Rycerz, tak?
13895:  Nie, to nie było zdanie Jokera, to było zdanie Alfreda.
13897:  Some people, Mr. Wayne, just wanna watch the world burn.
13901:  To jest piękna anegdota, którą on tam przywołuje.
13906:  Nie lubię, lubię jak świat płonie, ale w dobrej sprawie, wiecie, nie lubię jak płonie dla samego płonięcia.
13912:  To jak się zapalam na jakieś tematy, o i widzę, że Imperium Nilfgaardu będzie bardzo intensywnie naszturmować szpiegami, to ja się zapalam dla jakiejś sprawy konkretnej.
13931:  O, Agatation robi prezentację jednocześnie oglądając stream.
13934:  Proszę bardzo.
13936:  Proszę bardzo.
13939:  Tak, to było o Jokerze, ale powiedziane przez Alfreda.
13941:  Swoją drogą, genialny dialog.
13943:  Alfred został tak świetnie wycastowany, ale to jest też dlatego, że ja kocham Michaela Cane'a.
13949:  Jest taki film z Michaelem Canem, który... Nie wiem, czy on nie jest zatytułowany Gra?
13955:  Nie, przepraszam, Pojedynek.
13958:  Jeżeli nie widzieliście pojedynku z Michaelem Cainem i Judem Lowe, jakie to jest świetne.
13969:  To jest jedna z najlepszych rzeczy, jakie widziałem w telewizji, znaczy w kinie.
13977:  To jest remaster swojego filmu, który kiedyś wyszedł.
13980:  O, proszę, proszę, będą się ciekawe rzeczy działy teraz, bardzo ciekawe rzeczy, ponieważ ja jestem bardzo złośliwym człowiekiem.
13987:  Witamy Filipa Hajdera w gronie Trybutariuszy, bardzo złośliwego człowieka.
13992:  Cieszę się ogromnie i dziękuję.
13994:  I mam nadzieję na jamniki.
13999:  Najczęściej popełniane błędy podczas tworzenia świata... O, moje oko, to jest coś, co wymaga mojej pełnej uwagi po gwincie.
14009:  Tak, wiem, wiem, wiem, przerażające, używam wszystkich legend, ale to jest po to, żeby upokorzyć cesarza Nilfgaardu.
14019:  CO?!
14024:  Boże, jaką zrobiłem głupotę!
14026:  Przecież Nilfgaard wygrywa, jak jest remis!
14043:  To zasługuje na F.
14052:  Ale będę złośliwy.
14059:  Minus 100 do intelektu, tak.
14063:  Spokojnie, spokojnie.
14064:  Damy radę, jeżeli będziemy mieć szpiegów.
14069:  Damy radę.
14071:  I witamy Red Pencil w gronie Trybutariuszy.
14074:  Zdecydowanie tak.
14077:  I XD na pełnej piździe, jak mawia FootEmperor również.
14080:  Dzisiaj często cytuję FootEmperora.
14088:  Okej, wieżyczka oblężnicza się zawsze przyda.
14092:  Mój wykładowca pisze, Grabka, opiekun mojego roku niestety, ostatnio zakazał na wykładzie urządzeń elektronicznych.
14099:  Nie, ma rozrusznik serca?
14101:  Bo uważa, że badanie ukazujące negatywny wpływ urządzeń, oczywiście, że nie podał źródła.
14105:  No tak, no nie podaje się takich źródeł, wiecie dlaczego?
14108:  Bo jeszcze ktoś, nie dajcie bogowie, mógłby to sprawdzić.
14110:  Zwłaszcza, a wiecie, jak można to sprawdzić?
14113:  Używając urządzenia elektronicznego, więc jakby gość se, muszę powiedzieć, szacun, gość przemyślał sprawę, nie?
14125:  W takich chwilach mam ochotę zamknąć, naprawdę zamknąć takiego człowieka w bibliotece, nie, właśnie nie w bibliotece, zamknąć go w jakiejś małej chałupińce i kazać mu napisać artykuł naukowy.
14140:  Albo zamknąć w takiej niedoposażonej bibliotece akademickiej, bez urządzeń elektronicznych, no bo ja rozumiem, że na maszynie do pisania piszę.
14150:  No bo komputer to jest urządzenie elektroniczne, więc... Żadnych iF... Przepraszam, żadnych MacBook'ków z grancików, obawiam się, nie można zamawiać sobie, hmm?
14160:  Bo MacBook'czek, taki, na który właśnie można sobie pieniądze podatników przeznaczyć, no to tak troszeczkę słabo, słabo jako coś, co nie jest urządzeniem elektronicznym wypada, prawda?
14172:  Hmm... Full Emperor to wybitny człowiek?
14176:  Absolutnie się zgadzam.
14179:  Mamy jakiś szpiegów swoją drogą?
14181:  Do reanimacji?
14182:  Nie mam jeszcze.
14191:  O!
14192:  Rzutnik jest jeszcze!
14193:  No to przepraszam, to jak jest rzutnik, też jest urządzeniem elektronicznym.
14198:  Przepraszam.
14201:  Umówmy się.
14206:  Że za jakie grzechy.
14208:  Okej, nie, nie będzie, nie będzie, dobrze.
14212:  Skasujemy, wiecie co?
14213:  Teraz skasujemy łucznika, bo ja się na to czekałem.
14217:  I podejrzewam, że jeszcze może mieć trzeciego.
14220:  Ale nie będę już ryzykował.
14226:  Nie lubię herbat Dilmach.
14227:  Ja, moi drodzy, wyłącznie herbaty liściaste piję.
14234:  Nie potrafię już pić ekspresówek.
14237:  To jest mocno indywidualna sprawa, zdaję sobie nomen omen z tego sprawę, ale nie jestem w stanie już.
14245:  Rzutnik to ciężkie w obsłudze urządzenie.
14247:  Najlepszy jest klasyczny kamień i dłuto, pisze whatever.
14250:  Tak, tak, absolutnie tak.
14253:  Opis legendarnych kart?
14256:  Nie pamiętam, jaki jest legendarnego, tajemniczego elfa.
14258:  Niezwykłym żartować?
14259:  Jest.
14261:  Yen ma odziana w kompozycję czerni i bieli, przywodziła na myśl grudniowy poranek.
14268:  Ale najlepszy jest i tak Talar.
14269:  No to jak kurwa będzie, robimy interes?
14272:  Piękne nawiązanie do jedynki.
14277:  O, przyszedł beat.
14282:  O, ten... Fuck!
14289:  Ale by się teraz przydała reanimacja.
14307:  Okej.
14310:  Dobra, to jeszcze zostawiamy.
14313:  Na razie damy jaskra.
14318:  Co sądzę o donate'ach, bo widzę, że nie korzystasz.
14322:  Mamy możliwość donate'ów, znaczy one są w formie superchatów na YouTubie.
14333:  Nasz głupi mózg łowcy, pisze Grabka, nie potrafi skupić się na niczym, gdy widzi ekran.
14338:  Dziennikarstwo US, czyli szczeciński pewnie, w 2021 i lobby elektroniczne chce wmówić, że da się uczyć na ekrana, a się nie da.
14344:  Tak, jest oczywiście.
14346:  Przecież zapomniałem o tym, że naukowcy wierzą, że jest spisek.
14356:  Dobra, liczymy na to, że nie ma wiadomo czego.
14364:  I zobaczymy, jak to się zakończy.
14366:  Najwyżej będzie rewanżyk.
14369:  Ooo, Arfur Morgan rysowany przez Eloni.
14373:  Cudowne.
14375:  Nie obrazimy się za próbkę później na Discordzie w holistycznej twórczości.
14382:  Ej, co, kupczyku, co?
14385:  Proszę bardzo, wygraliśmy z zakładnikiem systemu kapitalistycznego.
14388:  Wspaniała sprawa.
14392:  Aż na tyle wspaniała, że pójdziemy do kolejnego kupczyka, bo nie byliśmy tutaj.
14400:  Miała być opowieść o tworzeniu światów.
14402:  Dobrze.
14403:  Przypominacie mi, ale to po tym wincie.
14406:  Czy doktoranci wybierają sobie zajęcia, jakie prowadzą, czy zostają przydzieleni, pisze Klaudia.
14411:  Niestety doktorant zostaje przydzielony, a czasem się zdarza tak, to jest autentyczna anegdota z Wydziału Polonistyki UJHS Nieme, gdzie mój kolega z roku, który zajmował się fantastyką, miał zajęcia swoje własne autorskie ze Stanisława Lema.
14427:  Bear with me.
14428:  Nie dzieć ze mną.
14429:  I to jest o tyle ważne, że... Albo zostawmy.
14436:  I to jest o tyle ważne, że w następnym roku miał kolejne.
14440:  I ważne jest też to, że nie muszę wam mówić, kim jest Lem, prawda?
14444:  I w następnym roku powiedział sobie, okej, to zmienimy teraz i zgłoszę fakultet, czyli przedmiot obieralny, z fantazy.
14451:  I między innymi tam miał Ursulę Leguin i tak dalej, i tak dalej.
14453:  Na co dziekan, w tym przypadku mogę rzucić nazwiskiem, bo przecież wybitny krytyk literacki,
14461:  Jezu, jak on się nazywał?
14463:  Przepraszam, nie pamiętam nazwiska wybitnego krytyka literackiego, ale tak autentycznie nie pamiętam.
14470:  Przypomnę sobie za moment.
14472:  I powiedział mu, a panie Szymonie, przecież już pana tej fantasy miał!
14479:  Nie, panie profesorze, to był Lem.
14484:  Lem to jest tak jakby klasyka science fiction.
14486:  No to przecież to samo jest!
14488:  To po co jeszcze raz taki sam przedmiot składać?
14491:  Zrobiłby pan coś o Miłoszu!
14495:  Dziękuję za trybut ze strony Krataka.
14498:  Dzięki Krzysztofie za umilanie czasu podczas porządkowania narzędzi.
14501:  Farb, śrubek, wężyków.
14503:  Ogółem osiem skrzynek.
14504:  Wielkie nieba.
14505:  BTW Heroes 3 jak wspominasz.
14507:  Wspominam by the way bardzo przyjemnie.
14510:  Grałem z jednym z moich najserdeczniejszych przyjaciół z dzieciństwa.
14513:  Namiętnie ongiś w Heroesy.
14515:  Ja zawsze grałem.
14516:  Magiem, którego czytałem zawsze jeddite.
14519:  Prawdopodobnie się czyta go inaczej.
14521:  A nawet na pewno.
14523:  I grałem zawsze lochami, mimo że to nie jest
14526:  Stały mój problem.
14527:  Wiedziałem, że to nie jest najlepszy zamek.
14529:  Najlepsza jest oczywiście, bez dwóch zdań, ta forteca, gdzie są trzy typy jednostek strzelających, to znaczy pierwszego poziomu, trzeciego poziomu i jeszcze później.
14539:  Tam, gdzie są magowie i tak dalej.
14541:  I się forteca nazywa chyba coś takiego, nie pamiętam, jak jest w polskim przekładzie.
14544:  Ta zimowa.
14546:  No, ale ja się upierałem przy lochach.
14550:  I bardzo, bardzo miło wspominam.
14556:  Co?
14557:  Co tu się dzieje?
14561:  Nie mam pojęcia, co tu się dzieje, ale skorzystam z tego szpiega z rozkoszą i walnę w odpowiedzi... A, myślę, że roż się nadaje.
14571:  Bastion też był dobry, no.
14573:  Ja wiem, a nekropolia jest najlepsza z uwagi na muzykę.
14577:  Zobacz, tam jest taki piękny temat, który wchodzi w którymś momencie.
14580:  Boże drogi, wspaniałości.
14585:  Lohy są kozak zamkiem.
14589:  Ja nic przeciwko.
14590:  Ja strasznie przeżynałem tylko lochami.
14593:  Dobrze, myślę, że rozegramy standardowy Gambit wieżami.
14604:  No właśnie, proszę bardzo, Velez mnie rozumie.
14607:  Napierdalałem je ditem, bo wygląda kozacko.
14609:  Tak jest, to była moja wyłączna motywacja, to był jedyny mak z kozioł bródką, ale wiadomo, każdy mak powinien mieć kozioł bródkę, jak mi nie wierzycie, to zobaczcie, jak wygląda Doctor Strange.
14621:  Szkoda, że nie możemy wskrzesić manekina, to byłoby zabawne.
14628:  Muzycznie czwarta część najlepsza?
14629:  Zgadzam się, Bartku.
14630:  Muzycznie tak.
14631:  Wspaniała rzecz.
14632:  Bastion był najbardziej klimatyczny.
14636:  I to, swoją drogą, przykład tego, jak można zrobić grę, która się kompletnie nie starzeje graficznie.
14641:  Tak sprytnie tam wykorzystano asety graficzne, że to wyglądało jak z natury, tak jak ten żółw z Asterixa na Olimpiadzie.
14654:  Doktor Strąż.
14657:  Doktor Dziwago i Doktor Strąż, tak.
14663:  A dziękuję przeciwniku, bo tak się nazywasz.
14668:  Dziękuję za szpiega, dziękuję.
14671:  Fadesa, nie grałem, a chcę strasznie, Paweł.
14674:  Pausia Łukę, chcę strasznie, strasznie.
14677:  Jaka frakcja w Warcraftzie III najlepsza?
14680:  Mmm, ja chyba grałem... Co ja tam grałem?
14682:  Boże, nie pamiętam, co ja tam grałem.
14684:  Czym ja tam grałem?
14685:  Chyba no z tymi elfami grałem.
14687:  No cóż, tak dawno!
14693:  Osterix i Obeliską, Kratyleopatra, cudo, no.
14701:  Doktor Strange to Lesz, tylko Wong protestuje.
14704:  Nie zgadzam się absolutnie.
14705:  Znaczy, to jest przepiękna i klimatyczna postać, nie można jej tego odmówić, ale...
14712:  Moje ulubione zajęcia na studiach.
14714:  I się zdziwicie, oj strasznie się, nie czy nie.
14717:  Dam trzy przedmioty, okej?
14718:  Dwa was nie zdziwią, może.
14720:  Pierwszy to był przedmiot popkultura, narracja i ideologia z najcudowniejszym człowiekiem na Wydziale Apolonistyki, doktorem Tomaszem Majkowskim.
14729:  Cudowny człowiek, który bada fantastykę, badał fantastykę, teraz bada gry wideo.
14734:  I do niego zawsze było mnóstwo ludzi na zajęcia.
14737:  Profesor Anna Burzyńska, ta jest z zupełnie innej bajki, to znaczy przecudowny wykładowca, ale z innej bajki przedmiot.
14743:  Postmodernizm i ponowoczesność.
14745:  Bardzo dużo mi dał.
14747:  A na końcu, wbrew pozorom, gramatyka opisowa.
14750:  Zdziwicie się strasznie, ale to jest jedyny fizycznie przedmiot, który faktycznie jestem w stanie powiedzieć, że coś mi dał.
14756:  Co dużo mówi o tych studiach.
14759:  Bardzo dużo.
14761:  Nic nie możemy dalej wskrzeszać.
14762:  Fatalna sprawa.
14764:  Wiecie co, zróbmy pas.
14768:  Jak se frakcja Firozami nie pasowała?
14771:  Proste, barbarzyńcy.
14773:  Dobry wieczór, Wiktorio.
14776:  Capsuloki się czasem przydają, bo się od razu wyłowiłem na czatach.
14779:  Hadex jest ciekawy pod względem fabularnie gameplayowym, absolutnie się zgadzam, widziałem milion materiałów na temat tej gry, bo ze względu zawodowych i nie wiem, czy wiecie, że tam jest genialny silnik do prowadzenia fabuły do tego stopnia, że jest kilka milionów i nie przesadzam w tym momencie permutacji narracyjnych dzięki wykorzystaniu bardzo sprytnego mechanizmu losującego kwestie i losującego je w taki sposób, że nigdy nie widzicie tej samej przy kolejnych playthrough.
