Kraina tysiąca waśni — WITCHER 3 Livestream #24
🔗 https://www.youtube.com/watch?v=DnHkIKiOKjE

1:  Wiedźmin i sobota.
17352:  No.
17367:  No.
17368:  No.
17370:  No.
17372:  No.
17374:  Udało się.
17376:  Udało się.
17378:  A tam kara śmierci się nie należy.
17380:  W sumie urok całej tej ceremonii polegał na tym, że była dosyć krótka.
17386:  O, może dla ciebie, bo szybko się zmyłeś.
17388:  Oni tam pewnie dopiero się rozkręcają.
17391:  Wiecznie pijane księstewko.
17396:  Czyżbyś jednak nie przepadał za tusą?
17400:  To miejsce jest jak mocne wino, Geralt.
17402:  Dobre, ale w małych ilościach.
17412:  Jak znajdujesz ten samogon?
17414:  Nie za mocny?
17418:  To zasługa tutejszej mandragory z gatunku Alrauna diavolis.
17425:  Bulwy rosnące na okolicznych glebach wulkanicznych mają unikatowe właściwości smakowe i charakteryzują się niespotykanym ciemnobrunatnym zabarwieniem.
17437:  Pasjonujące.
17439:  Ale nie powiem.
17440:  Udał ci się ten bimber.
17442:  Czekaj, czekaj.
17444:  Właściwie to chętnie zebrałbym korzeni na zapas.
17448:  Nie miałbyś ochoty mi potowarzyszyć?
17452:  Ten zwrot Regice, jak znajdujesz ten samogon czaty, trzeba zacząć promować w pubach, w barach.
17460:  Koniecznie, bezwzględnie.
17463:  Krzysztof pisze, że głaskał dziś jamnika.
17464:  Wspaniała wiadomość.
17467:  Ależ ci zazdroszczę.
17468:  Cudowne.
17469:  Ja musiałem sobie rekompensować brak jamników oglądania absolutnie wszystkich filmów z kanału Lu & Her Friends.
17476:  Ludu & Her Friends.
17481:  Teraz akurat naszła cię ochota na żniwa?
17484:  Jest ciemno.
17486:  Ach, Geralt.
17489:  Nawet gdybym wspaniałomyślnie założył, że po prostu wyleciało ci z głowy, że jestem wampirem i nie potrzebuję światła, by widzieć, to nigdy nie uwierzę w to, że zapomniałeś, iż tobie też ciemności w niczym nie przeszkadzają.
17504:  To co?
17505:  Idziemy?
17507:  Lulu and her friends to jest jeden z najbardziej pozytywnych, przyjemnych i sympatycznych kanałów na YouTube, jakie istnieją.
17512:  Nie tylko są jamniki, ale też są kaczki, są rybki i wszystko się kręci wokół tych zwierząt.
17517:  Wspaniała sprawa.
17519:  Bardzo złośliwy człowiek pyta, przy okazji Viris Vinifera, jak się zapatruje na łacinę obecną w światach fantasy, niepowiązanej z naszą rzeczywistością.
17525:  To jest ciekawy problem.
17527:  Ja proponuję spojrzeć na to szerzej.
17530:  Pamiętacie pogrzeb Padme Amidali z trzeciej części Gwiezdnych Wojen, czyli z Emstysitów?
17537:  No to tam śpiewają w sanskrycie.
17540:  To samo się dzieje w Neodamerung, w Matrixie.
17543:  Więc bardzo często jest, z kolei Jacek Dukaj w innych pieśniach wykorzystuje grekę.
17549:  Nie ma nic złego, moim zdaniem, w wykorzystywaniu języków martwych z naszej rzeczywistości tak długo, jak długo brzmią one stosownie egzotycznie.
17557:  Bo łacina już dla nas może jeszcze nie brzmieć aż tak egzotycznie, jak na przykład brzmi sanskryt, tak?
17563:  Więc myślę, że trzeba dobrać stosownie do settingu znowu.
17567:  Więc taki, powiedzmy, starożytna Greka nie będzie pasowała do settingu kojarzonego z ziemiami polskimi.
17573:  Taki przykład na szybko.
17575:  Albo do settingu, który jest budowany z wykorzystaniem elementów japońskich czy chińskich.
17583:  Skoro uważasz, że to taki dobry pomysł, to chodźmy.
17587:  Ale chyba zapominasz o jednej rzeczy.
17589:  Świeży korzeń mandragory z tego gatunku jest silnie toksyczny.
17593:  No, dla biednych kindustw jest to easter egg.
17595:  Nic podobnego.
17597:  Nie zdarza mi się zapominać o kwestiach związanych z bezpieczeństwem i higieną pracy.
17604:  Proszę, oto rękawice i maska.
17607:  Załóż je.
17608:  To nic ci nie będzie groziło.
17610:  Dzięki.
17613:  No dobra.
17615:  Idziemy.
17616:  Światło przyżywca nastraja mnie marzycielsko.
17618:  I o czym myślisz?
17619:  O cyckach Sukuba?
17628:  Nie.
17629:  Myślę na przykład, że wszystko może wyglądać interesująco, kiedy to odpowiednio oświetlić.
17636:  Nawet stare truchło trupojada?
17639:  Zagroż w tobie subtelności.
17644:  Ja się nie dziwię, że Jamnik ruszył na samochód, ponieważ Jamnik jest nieustraszony.
17648:  Myślał, że go zgładzi.
17653:  Maska jest, moi drodzy, rękawice są.
17656:  Chyba, że chodzi o te, które dał nam Regis.
17658:  To wtedy gorzej, bo ja nie wiem, czy ja je znajdę.
17666:  Nie ma szans, żebym je znalazł.
17671:  Tak.
17672:  Pojawiły się gdzieś i oczywiście nie ma ich w przedmiotach fabularnych, a moja cierpliwość... Okej.
17679:  Dobrze, są rękawice do zrywania mandragory, są.
17682:  Dobrze.
17684:  Dobrze.
17685:  Teraz jeszcze maska, tak?
17691:  Nie.
17691:  Nie.
17700:  Oto rękawice i maska.
17701:  Połowa połowaków mask zakłada pod nosem, a rękawicy prawie jedną.
17704:  Tak.
17705:  To ta z ryjkiem, mówicie, maska.
17708:  To jest maska ptak.
17709:  A, to!
17714:  Okej, Geralt wygląda jakby wybierał się właśnie na imprezę Sadomaso.
17738:  Istnieje szansa, że znaj... Dobrze, jest jeden.
17745:  Świetnie.
17749:  Okej.
17750:  Przy okazji możemy się pobawić w bycie rabusiem głowu.
17754:  Geralt, doktor plagi.
17756:  Tak.
17757:  Bardzo podobna.
17761:  Największy wróg Krzysztofa poza grawitacją i wilkami?
17765:  Konieczność szukania czegoś na jakimkolwiek terenie.
17769:  Jest!
17778:  A gdzie właściwie podział się wampir?
17780:  Nie będzie łatwo go wytropić.
17782:  W końcu to wampir.
17788:  Co?
17789:  Regis!
17794:  Jak na razie nie widzę, żeby to było przesadnie trudne.
17799:  Ok.
17804:  Przeszedł przez... Co?
17814:  Zostawcie Regisa!
17826:  Regis sobie radzi całkiem dobrze beze mnie.
17835:  Zaraz, zaraz, zaraz, zaraz, tutaj potrzebujemy.
17839:  Tak jest, tego potrzebujemy.
17845:  Dobrze.
17853:  Te Bruksy nazwały cię zdrajcą.
17857:  Cóż, w bankierzy kodeks honorowy jest bardzo prosty, wręcz trywialny.
17863:  Albo jesteś z nimi bezwzględnie w każdej sytuacji, niezależnie od okoliczności, albo... Nie odpuszczą ci.
17874:  Tak, nie odpuszczą.
17877:  Ale szczęśliwie dla mnie obowiązuje jeszcze inna zasada.
17881:  Niepisana i równie trywialna, co ta pierwsza.
17885:  Można ją zgrabnie zawrzeć w powiedzonku, co z oczu, to z serca.
17890:  Dlatego odjeżdżam z Toussaint.
17893:  Pewnie na długo.
17893:  Ale potem wróci.
17896:  Rozumiem.
17899:  Wróćmy do ogniska.
17901:  Mam ochotę napić się jeszcze trochę.
17908:  O, Regis jest Volksmenschem.
17911:  Tak, Volksdeutsch, to podoba mi się, Tomek, jest fajne.
17914:  Niebywały bukiet.
17916:  Łagodne rozwinięcie i zaskakujący finisz.
17921:  Nie sądzisz?
17924:  Niespecjalnie znam się na winach.
17926:  No to najwyższa pora, byś zaczął się znać.
17929:  W końcu winnica Corvo Bianco należy do ciebie.
17933:  A tak na Marlinesie.
17935:  Zostawiłem dla ciebie prezent w twoim nowym domu.
17939:  Na szafce obok łóżka.
17943:  Dziękuję.
17944:  A co to takiego?
17946:  Drobiazg.
17948:  Sądzę, że może ci się przydać do pozyskiwania mutagenów.
17952:  Zastanawiałeś się w ogóle, co zrobisz z faktem posiadania winnicy?
17958:  Odwiesisz miecze na kołek i poświęcisz je pielęgnacji winorośli?
17964:  Przychylam się do wniosku Żabciu Jamniki dla Rygica.
17974:  Nie wiemy jeszcze.
17977:  A, sam jeszcze nie wiem.
17979:  Może kiedyś skusi mnie żywot poczciwego plantatora.
17985:  A może, kto wie, będę wolał wiedźmiński szlak i patrzenie nocą w gwiazdy nad traktem w towarzystwie potworów?
17995:  O, powiało poezją.
18000:  Co oczywiście przywodzi na myśl jaskra.
18008:  A pamiętasz, jak siedzieliśmy kiedyś całkiem niedaleko stąd, schowani w jaskini, a wokoło szalała śnieżna zamieć?
18020:  Jak mógłbym zapomnieć?
18022:  Ruszaliśmy wtedy ratować Ciri z ław Vilgefortza.
18026:  Tak, choć akurat epizodów z Vilgefortzem nie wspominam najlepiej.
18032:  A z tego, co pamiętam, to i nasz poprzedni pobyt w Bokler był żałosny.
18037:  Spokojniejszy.
18041:  Wtedy wydawało nam się, że to takie księstewko z bajki, w którym jedynym problemem jest niedość duża piwniczka na wino.
18050:  Pozory, Geralt.
18052:  Pozory zwyczajem mamunów i dopplerów mylą.
18056:  A właśnie, nigdy nie powiedziałeś, co właściwie stało się z Vilgefortzem.
18064:  Zabiłem go, ale przyznaję, nie było łatwo.
18072:  Wiesz już, dokąd zamierzasz odjechać?
18077:  Dystans ma duże znaczenie.
18080:  Myślałem o południu.
18083:  Nilfgaard?
18086:  A czemu nie?
18088:  Nilfgaardczycy to nowoczesne społeczeństwo.
18092:  Nikt już tam nie wierzy w wampiry.
18094:  To może być bardzo przydatne dla zachowania incognito.
18100:  Ciekawy punkt widzenia.
18107:  Mówisz, Agnieszko, że będzie Regis w serialu.
18109:  Ja nawet tego nie śledziłem, szczerze powiedziawszy, bo drugi sezon mnie kompletnie nie emocjonuje po pierwszym.
18114:  Chociaż oczywiście, że będzie recenzja na kanale.
18116:  Musi być.
18117:  Wiedźmin.
18119:  Ale, no, Wilgefortz i to, jak został spotytowany, mnie trochę złamał.
18126:  Popatrzycie jeszcze chwileczkę na Geralta.
18128:  Za minutkę wracam.
18132:  To macie dobrą muzykę, nie narzekajcie.
18135:  Muzyka
18174:  Muzyka
18204:  Muzyka Muzyka
18252:  Wszystko widzę, Axie wcale nie jest najlepszy.
18257:  Wszystko widzę.
18260:  Wszystko widzę, wszystko widzę.
18263:  Wszystkie szkalunki.
18270:  Nie chce mi się teraz nigdzie ruszać.
18273:  Posiedźmy tu jeszcze trochę, druhu.
18277:  Posiedźmy, przyjacielu, posiedźmy.
18281:  Byliśmy świadkami, a niejednokrotnie sprawcami rzeczy ważnych, doniosłych.
18287:  Po tym wszystkim chyba należy nam się odrobina wytchnienia.
18295:  Tak.
18297:  Należy.
18304:  Piękne.
18307:  Piękne.
18313:  czwarta ściana roztrzaskana tym jednym spojrzeniem.
18333:  Tradycyjnie czaty, siedzimy na napisach.
18337:  Tak było po drugiej części, to znaczy po drugim dodatku, po sercach z kamienia.
18342:  No to było coś, powiem wam.
18348:  To było coś.
18353:  Z drugiej strony, przy Eldarie to smutne, że od tego czasu wyszło tak niewiele gier, które mogłyby konkurować z Wiedźmiem III i jego dodatkami, tak.
18361:  To jest to, co wam mówiłem, wciąż czekam na swoją idealną grę RPG.
18368:  Czy bym zachwycony, gdyby ktoś mi wysłał własną książkę fantasy do recenzji?
18371:  Nie recenzuję już książek, ale w PDF-ie zawsze chętnie zajrzę.
18378:  O!
18381:  Zgredek proponuje.
18383:  Wiesiek z perspektywy Regisa i jego historia po zakończeniach z sagi.
18387:  Wydarzenia z sagi, to byłoby super.
18390:  Niech to wybrzmi, nie ma i nie będzie lepszego RPG-a od Wiedźmina.
18393:  W dużej mierze się zgadzam, Paweł.
18396:  W dużej mierze się zgadzam.
18397:  Nie wiem, czy potrafiłbym podać.
18399:  Zresztą zwykle tak jest, że jak ludzie pytają mnie o top najlepszych gier, to podaję Wiedźmina trzeciego.
18405:  Trochę nie rozumiem tego łamania czwartej ściany po co to.
18408:  To jest po to, żeby nawiązać Filipie taką emocjonalną więź z graczem, bo zauważ, że cały czas obserwujesz wszystko z trzeciej osoby.
18416:  Tak jakbyś był...
18418:  świadkiem, z którego obecności nikt sobie nie zdaje sprawy.
18422:  I w momencie, w którym postać na ciebie patrzy, to włącza cię trochę na scenę tak, by aktor kazał ci wstać z krzesła w teatrze i wciągnąć cię na scenę.
18432:  To jest po to, by włączyć widza w spektakl.
18443:  Nie no, jeszcze mamy wątek główny do zrobienia, moi drodzy, bo myśmy to specjalnie zrobili tak, dlatego się też tak męczyłem w wielu miejscach, bo Krwia i Wino była skalowana pod poziom 85, a mamy jeszcze całe zakończenie Dzikiego Ogonu do ogrania, więc spokojnie.
18457:  Czy miałbym coś przeciwko, żeby dalej robili dodatki na tym samym poziomie?
18459:  Właśnie nie.
18460:  Ja liczyłem na to, że Redzi, korzystając z tego, że jest dość duża mapa, wypełnią ją poszczególnymi dodatkami i będą poszerzać trochę tak, jak robią w Genshin Impact, Mihojo.
18470:  Nowy dodatek, nowy region, to byłoby genialne, absolutnie.
18476:  Co myślę o zagraniu w Włochama, 40K Inquisitor Marty.
18480:  Absolutnie tak, podoba mi się bardzo.
18483:  Niewykluczone, że zajrzymy do niego.
18487:  Kto z nas w Korwa odwiedzi?
18489:  Pewnie, że Triss.
18494:  Geralt widzi, że graliście przez 200 godzin i błagacie, żebym odpoczął.
18498:  Czy myślę o Frostpunku?
18499:  Znakomity gra RTS.
18501:  Troszeczkę niestreamowalna, moim zdaniem, Red Fox, bo tam jest... Bardzo dużo rzeczy się dzieje.
18508:  To znaczy, musiałbym co chwilę wciskać pauzę, żeby z wami rozmawiać.
18513:  Taki ofiar do grania, prawda, Klaro?
18515:  Albo Zerikania.
18518:  Nilfgaard-san, do którego nigdy finalnie nie trafiliśmy na długo.
18523:  I nie zapominajmy jeszcze jednej rzeczy.
18524:  W Wiedźmi to jest multiversum, więc mamy możliwość jeszcze podróżowania do innych wymiarów, innych światów.
18531:  To jest absolutnie nieskończony potencjał marketingowy.
18533:  Jeżeli się to by dobrze ktoś zabrał, to jak Kevin Feige za MCU.
18542:  Nazair o następnym Marta pisze.
18544:  Absolutnie.
18546:  Moja obrazy nagrają się na minę, a nie, moje obrazy na gry nie mijają, dlatego też do Cyberpunka nie wracam.
18551:  Jak mnie gra zrazi, to jest koniec.
18553:  Też pisaliście w którymś momencie, że ciekawe, jak Krzysztof by zareagował na Paydaya i timery.
18557:  Nie zareagowałby, ja nie zagram w grę, w której są timery, bo ja wiem, jak bardzo się stresuję.
18562:  Wiecie, te emocje, które są w walce z bossem, są fajnymi emocjami, ponieważ ja mam świadomość, przynajmniej tak długo, jak długo nie wpadnę w panikę, że jestem w stanie się nauczyć tego, żeby...
18574:  przynajmniej unikać w odpowiednich momentach i walczyć i tak dalej i tak dalej.
18578:  Jestem w stanie to zrobić, ale jeżeli mam ten timer na ekranie, w każdej sytuacji życiowej, to ja idę w tryb paniki absolutnej.
18588:  Beholdera nie grałem, Piotrze.
18590:  Proszę, pisze Marek, zagraj w Outer Wilds.
18592:  Już nie mogę się doczekać po raz pierwszy tego, ale przez ciebie mógłbym mieć namiastkę tego pierwszego podejścia.
18597:  Muszę obczaić Outer Wilds.
18599:  Okażę Outer Worlds.
18601:  Ten świat, pisze Clara, o którym mówi Cicili, że wojny się odbywają w głowach na odległość.
18604:  Niesamowite, prawda?
18606:  Prawda?
18607:  Leto miał wyjechać do Zerikanii, pisze Repsa, czyli musiałby przejechać przez Nilfgaard.
18612:  Zawsze myślałem, że Zerikania jest na wschodzie.
18618:  Czemu Genshin zraził?
18620:  Z uwagi na mechaniki losowe.
18623:  120 wishy nie dostałem postaci, na które mi zależało, a miałem wymaksowane pozostałe, więc gra straciła sens.
18630:  Wrócę do gry, jak się pojawią nowe regiony prawdopodobnie.
18633:  Do jakiego bym świata chciał, żeby Wiedźmin powędrował?
18636:  Chyba najbardziej do tego, z którego wywodzi się Dziki Gon.
18639:  O tak, to byłoby ciekawe.
18641:  I to miałoby sens po tej części, nawiasem mówiąc.
18644:  W komiksie Geralt odbył podróż do Ophiru.
18646:  Uuu, nie wiedziałem.
18653:  Nie, ten ostatni etap w sercach Skamienia z Timerem był straszny rzeczywiście, to było bardzo... Mieliście dowód na streamie, jak ja na to reaguję, to jest straszne.
18664:  Nie, nie, naprawdę nie ma sensu, jeżeli jakaś gra was męczy i w którymś momencie patrzycie, że nic z tego nie mam w zasadzie, nie mam tego zwrotu inwestycji poznawczej albo właśnie takiej inwestycji w to, że uczymy się jednak jakiejś mechaniki, później gra nas wynagradza za to, bo wtedy to ma sens, ale jak przestaje to działać, to jest mnóstwo innych rzeczy do robienia zawsze.
18688:  Detroit Become Human i inne gry Davida Cage'a były przeze mnie oglądane i
18695:  Szczerze, złośliwie bym powiedział, że to jest pożądany sposób ich odbioru.
18703:  Boże, a tak bez końca, pisze pan Karamazyn.
18705:  Kovir i wizyta w siedliszczu szkoły Gryfa, poszukiwania szkoły Manticory w Zedikanie, bo nawet Geralt i jego wybranka jadą na wakacje do Ophiru i wpadną się w intrygę.
18713:  Świetne fanfiction, swoją drogą.
18715:  W nowym Baczu Gęsina będzie nowy region w Inazumie.
18717:  Znowu takie coś nowego.
18719:  Okej, okej, ale ja czekam na zupełnie nowy region.
18721:  Najlepiej Pyro, bo obawiam się, że Dendro ominę.
18727:  Nie lubię misje na czas, okej, ale co z grami, które mają ograniczenia czasowe na całą grę?
18731:  Koszmar absolutny, Razor.
18734:  Nie jestem w stanie.
18735:  Nie byłbym w stanie.
18739:  Ja do dzisiaj pamiętam granie w Prince of Persia, gdzie było 60 minut na przejście całej gry.
18745:  Wieszcie, co się stało w ostatnich minutach?
18748:  Zaczęły mi się trząść ręce.
18749:  Nie byłem w stanie.
18752:  Czy jest sens czytania wieśka, jak się zna zakończenie?
18754:  Tak.
18755:  Wiedźmina nie czyta się dla zakończenia i dla fabuły.
18758:  Do której z tym?
18758:  Zobaczymy.
18761:  Jaki świec sojanku używam?
18762:  Błogości i zapomnienia.
18764:  Na pierwszym miejscu Błogość.
18768:  Kotejs pisze, w 2012 przeszłam trylogię Mass Effecta po raz pierwszy.
18772:  Od tamtej pory żadna gra nie jest w stanie wyleczyć tego kaca, nawet Wiedźmin czy ani Nier Automata.
18776:  Okej.
18778:  Mass Effect pozostawia po sobie wrażenie, to prawda.
18781:  Ale muszę powiedzieć, że jeżeli chodzi o gameplay i wybory fabularne, to jednak Wiedźmin u mnie zwycięża.
18787:  A w Neera to swoją drogą bym zagrał.
18791:  Jako same fabuły, bez gry podobały mi się gry Cage'a tak.
18794:  Uważam, że to są wybitne fabuły interaktywne i powinny być jako takie sprzedawane i marketowane.
