Ostatnie życzenie — WITCHER 3 Livestream #14
🔗 https://www.youtube.com/watch?v=noK_qMwf7TI

2:  Sobota.
13354:  I potem piło sobie łyczka coli.
13357:  I już jak wypiją te kole, to już po kolce się nie naparzają, to już nie są zwyrodniali gracze, którzy tylko myślą o tym, żeby palić, żeby używać igni, bo nie, nie, bo Krzysztof, który nie czyta porządnej polskiej literatury jak Olga Tokarczuk, to tylko by w tej gierce siedział i tylko by, o, palił, o, bo to pali, ale napiłby się tej kolki, to by przestał palić.
13389:  Więc to są takie, wiecie, można powiedzieć, a, czepialstwo, że bez przesady.
13393:  Nie, bo to są takie drobne rzeczy, które utrwalają stereotypy.
13397:  To jest dokładnie ta sama dyskusja, którą mamy w odniesieniu do feminizmu.
13400:  To, że się kobietom tak ciupinkę dogryza, tak tutaj troszeczkę, tam troszeczkę, a tu się nie pozwoli, a tutaj nie ma, a tutaj źle, że ktoś zrobił konkurs, żeby były stypendia dla kobiet, żeby było więcej zatrudnionych w gamedev, a tutaj tak, tutaj ciupinkę...
13416:  ale przecież się nic nie dzieje, przecież są normalne prawa, przecież wszystko jest w porządku.
13422:  No właśnie problem polega na tym, że po takich drobnych rzeczach, albo i większych, bardzo często się poznaje szersze zjawiska społecznej problemy.
13432:  Nagonka na gry będzie bardzo długo trwała i pamiętajcie też, że w Polsce to nie jest problem, ale w Stanach są gigantyczne grupy lobbingowe, które na rzecz tę działają niestety i bardzo dużo zamawiają badań w tej sprawie, które są lewe.
13448:  Czy warto zagrać w Pillars of Eternity?
13450:  Też mi mignęło.
13451:  Myślę, że tak, ale jeżeli się lubi.
13455:  Z izometryki tradycyjnej.
13462:  Tak, Bigomeza.
13463:  I tutaj też słusznie, że była interwencja.
13465:  Absolutnie mi się to podoba.
13471:  Książki Anety Jadowckiej niestety jeszcze nie czytałem, Anel.
13475:  Niestety.
13477:  Zabiłem potwora, który grasował w okolicy.
13480:  Ktoś nas wreszcie docenił!
13484:  Po tylu godzinach gry!
13508:  Wreszcie.
13508:  Czy zacząłem czytać Ericksona, czy jeszcze nie?
13510:  No już było pytanie złośliwe skądinąd od Martyny, czy czytałem coś ostatnio.
13516:  Ja wiem, że pamięć o Malazańskiej jest bardzo żywa na czatach, ale na razie jest tyle rzeczy do zrobienia, że o, nim ja zdążę coś przeczytać.
13526:  Ja mam z czytaniem dokładnie tak samo, jak z serialami.
13528:  Ja to robię nałogowo, w związku z powyższym muszę mieć na to przynajmniej jakieś 12-14 godzin ciurkiem do wygospodarowania.
13537:  A nawet jak widzicie na streamy, bo wierzcie mi, ja mógłbym grać 12 lub 14 godzin ciurkiem, nie byłoby to już dla mnie żadnym problemem, ale czasowo nie wyrabiam.
13547:  Moi drodzy, czy ja dobrze widzę, że zostały nam tylko wyścigi i karty?
13551:  W takim razie ostatni gwint na Skellige i wracamy do głównego wątku fabularnego.
13557:  Teraz już się z tego nie wykpię.
13560:  A nie, przecież to są zlecenia.
13565:  Ale one są już do zdania, więc nie będę was nimi męczył na razie.
13568:  Zrobimy sobie je podczas czyszczenia pitajniczków.
13571:  Teraz gwint.
13573:  Tak jest, bo główny wątek już czeka na nas.
13576:  Jest któraś, nie wiem, pewnie czwarta dochodzi godzina streamu.
13581:  Wypadałoby wreszcie zrobić coś z głównego wątku.
13583:  Gry są złe, zniszczą cię, pan Maruda przypomina.
13586:  O tak, tak, było.
13589:  Ale takie zadanie wam daję, daję wam challenge czaty.
13593:  Przykład pozytywnego, pozytywnej reprezentacji przedstawienia gier wideo i kultury graczy w popkulturze, który będzie dobry, mainstreamowy i rezonujący.
13610:  Wyłączam takie rzeczy jak Sword Art Online i tak dalej.
13613:  Bo chodzi o przedstawienie sytuacji, że nie wiem, ktoś sobie wraca z pracy, pyka w gierkę i jest wszystko w porządku.
13620:  Czyli dokładnie tak samo, jak jest w rzeczywistości, bo średni wiek gracza tylko i wyłącznie rośnie.
13627:  Dobranoc, Karta Mamińska, dobranoc.
13632:  Muszę dać swój znacznik, bo ja tych nie widzę niestety.
13636:  O, Nadia też słusznie odpowiada w wątku reklamowym, dlaczego istnieją reklamy o płonących konarach, a antykoncepcji już nie.
13643:  Ho, ho, oczywiście.
13644:  Dlaczego tak trudno jest w aptekach dostać tabletki antykoncepcyjne, a antykoncepcje dla mężczyzn w ten sposób, nie?
13654:  A w odróżnieniu od mężczyzn nie przyjmują antykoncepcji z przyczyn hormonalnych, a czasem się tak zdarza.
13660:  Witaj.
13661:  Dziś od rana morze spokojne.
13663:  Tak jakby bogowie uszanowali śmierć wielkiego Konunga Brana.
13667:  Jesteś krawcem?
13669:  Jestem.
13669:  Prawdopodobnie jedynym na wyspach.
13674:  Sword Art Online to byłby kiepski przykład, tak czy inaczej, skargi się do tego stopnia i zaczynają się mordować, bo przecież to jest dobra uwaga.
13680:  Piszecie, że Thor z Avengersów sobie pykał, no tak, ale to jest w popkulturze, nie?
13684:  Więc nie przekonacie boomera, że jest okej wszystko, znaczy boomera myślowego, intelektualnego, niemetrykalnego, że jest wszystko okej z grami wideo, bo on nie obejrzał Avengersów in the first place, prawda?
13698:  Big Bang Theory miało wybitnych naukowców, którzy jakimś wtedy mieli czas na bycie smutnymi nerdami.
13703:  Tak, ale pytanie znowu.
13705:  Z czego pamiętamy Big Bang Theory?
13707:  Z tego, że to byli wybitni naukowcy, czy z tego, że to byli nerdzi, którzy nie mieli szans od statej blondynki?
13717:  Gwint.
13721:  Inna fryzurka, mówicie.
13722:  Ach, bo to jest... Ach!
13723:  Ach...
13726:  Skoro tak dobrze radzisz sobie z nożyczkami, może byś mnie ostrzegł.
13729:  Ja przed chwilą piłem, ale dobrze, dobrze, dobrze.
13736:  Macie rację, mój urolog mi podziękuje.
13739:  Znaczy nie, mój urolog mi nie podziękuje, bo mnie nie zarobi już.
13745:  Tylko broda!
13747:  Włosów nie ruszamy!
13751:  Czy to jest to, co pamiętam?
13760:  Tak!
13760:  Teraz Geralt wygląda jak mak.
13762:  Bardzo dobrze.
13767:  Bywa.
13767:  Bardzo dobrze.
13768:  Gdybyż ten proces był taki prosty.
13771:  Witaj, Houston.
13775:  Gwint.
13775:  Ogrywasz czasem w gwinta?
13777:  O tak, to moja wielka namiętność.
13780:  Chcesz zagrać?
13784:  PES miał kilka dobrych reklam.
13786:  O, i jest reklama o Holsach, że gość bierze dropsa i gra na zawodach esportowych.
13791:  To jest dobrze, bo reklamy docierają.
13795:  Na łysą pałę powiadacie.
13798:  Jesteście okrutni względem mistrza Gervanta.
13801:  Pamiętajcie, że Gervant jest z cechu żurawia.
13808:  No oczywiście, że Doctor Strange, no naturalnie, że Doctor Strange
13817:  Aaaa!
13820:  Witaj szpiegu!
13822:  Dobrze, jestem zadowolony z tej talii.
13830:  Więcej szpiegów, więcej!
13831:  Masz taką dobrą kartę, która da ci zero aż!
13835:  Ooo!
13836:  Następna talia pełna szpiegów!
13842:  Następnej turze będziemy mieli Szpiega?
13844:  Nie może być.
13846:  Doktor Dziwago, och, uwielbiam to tłumaczenie.
13849:  Zresztą teraz była zabawa, chyba Radek Pistula to zaczął u siebie na profilu, z tego co pamiętam, mianowicie jak był ogłoszony ten tytuł, Doktor Strange w...
13861:  Uniwersum Szaleństwa czy coś takiego?
13866:  Nie, w Wieloświecie Szaleństwa.
13867:  Przełożyli multiwersum z nie wiadomo jakiego względu.
13871:  No i ludzie zaczęli właśnie tłumaczyć alternatywnie.
13874:  Doktor Dziwago w Wieloświecie Wariactwa i tak dalej.
13882:  Do Toussaint i na Odgarnkowego Fryza.
13888:  Może kiedyś, jak wreszcie będziemy mieli poziom, który pozwoli nam na dojście do Toussaint.
13896:  Tę rozgrywkę Gwinta sponsorują szpiedzy.
13899:  Co sądzę o powieściach ze świata Wiedźmina?
13901:  Bardzo popsuje.
13905:  Tylko strasznie mnie bawi to, że ta książka się ukazała z takim napisem, że to są opowieści ze świata Wiedźmina.
13912:  Znaczy nie, inaczej, poczekajcie, to trzeba zaintonować, żebyście wiedzieli, który napis był większy, a który był mniejszy.
13918:  Znaczy, jak macie okładkę opowieści ze świata Wiedźmina, to jest tak.
13921:  Andrzej SAPKOWSKI!
13927:  Opowieści ze świata Wiedźmina.
13929:  Żeby... Wiecie, jak działa prawa autorskie.
13931:  Jeżeli ktoś napisał opowiadanie, to oczywiście, że trzeba odebrać mu jego imię i nazwisko, ponieważ to opowiadanie jest osadzone w świecie stworzonym przez Andrzeja Sapkowskiego, więc Andrzej Sapkowski magicznie
13943:  precedensowo, całkowicie pod względem prawnym, przejmuje autorstwo tych opowiadań napisanych przez innych pisarzy.
13949:  Boże, mnie to denerwuje.
13950:  I Marcin Zwierzchowski się w przedmiowie tu gimnastykował, że antologia jest pod połogosławieństwem Andrzeja Sapkowskiego.
13974:  Percman pisze, że wydaje mu się, że pomału zaczęło się zmieniać postrzeganie ogólnych graczy.
13977:  Pamiętam, jak była premiera Cyberpunka w zeszłym roku, to główne mainstreamy media trochę o tym trąbiły.
13981:  To prawda, ale ja czekam, aż to postrzeganie zmieni się także pod względem... Tak zrobimy.
13991:  Pod względem takiej ogólnej społecznej percepcji zjawiska.
13997:  A, aż mój tata przyszedł i spytał się, czy kupiłem tę grę, no właśnie.
14001:  Więc potrzebujemy więcej tego.
14004:  Kiedyś była taka gra w którymś momencie, znaczy gra, był film robiony przez Stevena Spielberga, Ready Player One, on też pozytywnie pokazywał graczy, tylko znowu, to popkultura, nie?
14016:  Bardzo to jest dziwne rozdanie, powiem wam.
14020:  Nie no, beat tej melodii gwintowej jest fantastyczny.
14024:  Widzę, że... że... nasz... nasz przeciwnik jakby... Men of Culture, I see.
14033:  Przepraszam.
14035:  Bardzo im przykro.
14040:  Co tu się dzieje?!
14042:  Są sami szpiedzy!
14047:  To jest rewelacyjna gra.
14052:  Dobra, jak tak grasz, to nie ma problemu.
14058:  Pożoga?
14060:  Pasik!
14065:  Tak mi psiklo!
14069:  Dobrze mu idzie, w końcu jest krawcem, no i ewidentnie masz z czego szyć.
14081:  No, Adam pisze, biorąc pod uwagę to, co powiedziałeś o opowiadaniach, to podoba mi się to, co zrobił Gluchowski z projektem Uniwersum Metru 2033 i Gluchowski zresztą bardzo się negatywnie wypowiadał Andrzeju Sapkowskim w tym sensie, że Sapkowski nie wykorzystał jego zdaniem tej okazji, którą miał do stworzenia uniwersum i zgadzam się w 100% z Gluchowskim.
14104:  No, TVP Nadio kiedyś zamawiało nawet reportaż taki specjalny, haha.
14109:  O, to było dopiero złoto dotyczące tego, dlaczego gry są złe.
14121:  Och, jak kusi smok.
14128:  Ale na razie zrobimy tak.
14134:  O, Krzysztof Knuje.
14139:  Ooo, fizyczny gwincior?
14140:  Nawet nie wiedziałem, że Kluchenmuchen był wydany.
14142:  No proszę, proszę.
14143:  Ciekawe, pisze hejter, jakie ruchy robi CD Projekt Red marketingowo z OSHI.
14146:  Tworzy jakiś nurt dla innych firm robiących gry.
14149:  To byłoby ciekawe.
14151:  Ja jestem bardzo za.
14153:  Fachowo się to nazywa marketing transmedialny i bardzo mi się to podoba.
14161:  Jakie fanpage'e, poza mistycynem, popkulturowym, kulturalnym człowiekiem polecałbym?
14166:  No ja bardzo lubię czytać wpisy Radka Pisuli, zawsze mnie bawi.
14172:  Szczerze, jeżeli chodzi o pozostałe, to mam coraz większą trudność, ponieważ ja mało co jestem na fejsie.
14179:  Ostatnio coraz mniej.
14184:  O tak, o tak.
14189:  Pa pa.
14192:  Czy spin-off TV-gry, czyli gospodar RPG jest znany?
14195:  Nie znałem, karo, tak ogarnę.
14198:  Rozentuzjazmowana Konstantynopolita Niczek-Owieleczka pisze telewizja.
14201:  Zawsze będę smarować o graczach, bo nowe pokolenia uczą się czas spędzać przy grach, a nie być myśląc patrząc w telewizor, prawda?
14206:  To jest najgorzej.
14208:  Najgorzej.
14210:  Zresztą TV-gry kiedyś bardzo słusznie zrobiło taki mem.
14217:  Przestałbyś wreszcie grać w te głupie gry, one cię tak ogłupiają, te głupie gry!
14223:  Po czym ręka na telewizor i włączamy trudne sprawy.
14228:  O tak, klasyczne.
14233:  Wolf pisze...
14236:  Henry Cavill, 100 kg swojego mięśnia, skręca sam kompa i geekuje.
14240:  To prawda i masz 100% racji, bo pamiętam jego rozmowę w Graham Norton Show, którego zresztą uwielbiam, i tam dopytywali się go właśnie o kulturę grania i Graham Norton tam bąknął, że on wprawdzie nie gra, ale fajnie, nie?
14255:  Więc tak, troszeczkę coś się rusza.
14264:  Wiecie co?
14264:  To jest pierwsza gra w Gwinta, która naprawdę mi się podoba, w tym sensie, że jest duże wyzwanie.
14271:  Lubię.
14276:  Dzieją się tu rzeczy.
14293:  Nie jestem jakoś przesadnie zmartwiony tym faktem.
14299:  Ponieważ dzięki temu teraz mogę zrobić to.
14303:  Ale nie wiem, czy akurat w tym miejscu.
14306:  Dobra, na razie przeczekajmy.
14310:  Największy przeciwnik, krawiec z Wołchowic Górnych, tak jest.
14315:  King's New Avatar.
14316:  Chińska animacja o graczach sceny e-sportowej.
14318:  Realistyczne podejście do tematu, pisze Illusive Man.
14321:  Dzięki, nie słyszałem.
14322:  Nie obrażę się za linka na Discordzie, jak zawsze.
14330:  Fascynujące to, co tu się dzieje.
14350:  Powiedzmy, że tak.
14366:  Dobry wieczór Marto, dobry wieczór.
14372:  Co tu się dzieje?
14374:  Co tu się dzieje się?
14375:  Zróbmy tak.
14379:  Jeżeli teraz nie ma następnej pożogi... Ma pożogę, tak?
14382:  Coś czułem.
14383:  Ehehe.
14384:  Dobrze, miej se tę pożogę.
14386:  Dzięki temu teraz zrobimy to.
14396:  No, biedna pierdolona piechota to ci... Panie!
14399:  Nie pomoże!
14400:  Oj, nie pomoże.
14402:  Bo... Bo tak.
14404:  Raz.
14406:  Dwa.
14410:  I trzy.
14410:  Ale jest satysfakcja!
14415:  Nie mamy Odima.
14418:  Mamy Odima, niestety.
14421:  Nie tym razem.
14424:  Zwycięstwo.
14428:  Wygraliśmy z Józefem Oleksym.
14429:  Zawsze miło.
14433:  Dobrze.
14434:  Dobrze!
14436:  Nie uwierzycie!
14437:  Nie uwierzycie, co teraz zrobimy!
14440:  Powiemy sierżantowi, że chce zabrać umę.
14450:  Realizujemy główny quest.
14455:  Nurzę do sierżanta.
14462:  Nawet nie wiem, gdzie to jest.
14463:  Oczywiście, że kwasztylu w rońce.
14465:  Ale tak przed piętnastym streamem, nie?
14467:  No, trzeba było w końcu.
14469:  Nawet ja czasem, nawet ja muszę przyspieszyć sprawy.
14488:  Trudne sprawy.
14491:  Och, jak dawno nas nie było w Velen.
14500:  Wiedźmin 3 zrobił więcej dla kultury polskiej niż Ministerstwo Kultury w ciągu całego swego istnienia i wszystkie możliwe fundacje promujące polski patriotyzm i tak dalej.
14512:  Właśnie przez to, że oswoił ludzi z tego rodzaju obrazami.
14514:  Ciekawy jestem, czy w ogóle byłoby do zbadania to, jak się zwiększyła turystyka w Polsce po tym, bo nie ma bata, żeby się nie zwiększyła.
14525:  Pamiętam, jak byłem dumny, jak Angry Joe robił recenzję Wiedźmina III.
14530:  Boże drogi.
14531:  Nigdy w życiu nie byłem tak dumny z własnego kraju.
14537:  Pytajniczki nie zostaną zdradzone, nie martwcie się.
14540:  W stosownym momencie wszystkie je odpytajnicznimy.
14545:  Brakowało mi od sierżantów.
14550:  Ale liczy się tylko jeden sierżant.
14553:  Mam sprawę.
14553:  No?
14559:  Przychodzę zabrać umy.
14561:  Musisz poprosić barona o zgodę, a tak się składa, że go nie ma.
14566:  Nie będę o nic prosić, oznajmiam.
14570:  Możesz spróbować mi przeszkodzić.
14573:  Ale to byłby błąd.
14574:  Śmiertelny błąd.
14577:  Myślisz, że się ciebie boję?
14580:  Powinieneś.
14584:  Dobra.
14585:  Nie będę przelewać krwi z powodu jakiegoś ułomka.
14589:  Idź do stajennego.
14591:  Wyda ci go.
14592:  I szerokiej drogi.
14594:  Pięknie dziękuję.
14597:  O!
14598:  Jakub pisze, że Gdańsk został wybudowany na podstawie Wiedźmina, a ja myślałem, że tylko Andrzej Sapkowski na podstawie tych gier napisał swoje książki.
14605:  Dobrze, moi drodzy.
14608:  Teraz czaty.
14610:  Jest ważna sprawa.
14611:  Musimy porozmawiać.
14613:  Mówicie, jakiegoś czasu, mniej więcej od 4 godzin, nużacie się w popkulturze, oglądając jakąś plugawą grę wideo, więc teraz, proszę bardzo, tu jest obraz.
14626:  Ja was zostawiam na minutę i zaraz wrócę, a tymczasem podziwiajcie prawdziwą sztukę, taką 2D, nieinteraktywną, jak przystało w muzeum.
14634:  Proszę bardzo, jest obraz, zostawiam was sam na sam, kontemplujcie.
14735:  Ja mam nadzieję, ja mam nadzieję, że już przynajmniej jesteście gotowi do tego, żeby wypowiedzieć na temat obrazu nędzy i rozpaczy, a Fazeria Era wygrał ten komentarz.
14751:  Absolutnie, absolutnie wygrał.
14753:  Stolica kultury, kurwa mać, dokładnie.
14756:  To jest prawdziwa sztuka!
14761:  Dobrze, wracamy.
14763:  Powiedz osobie pilnującej stajnię.
14765:  Czy ona nie nazywa się czasem stajennym?
14769:  A!
14770:  Chyba, że tu jest taki podział, że stajni pilnuje stajenny, a koni pilnuje zakonny.
14778:  Albo zakonnik.
