Mass Effect 2 LEGENDARY EDITION Livestream #6
🔗 https://www.youtube.com/watch?v=6JDIAX6eEPk

2:  Mass Effect 2.
10164:  Muszę się pytać, czy to AI?
10168:  Planuję pograć w Baldur's Gate albo Pillars of Eternity.
10170:  Jak wyjdzie Baldur's Great... Baldur's Great... Baldur's Gate!
10176:  Trójka, to I bet you, będę... Oczywiście, że będę grał.
10181:  Ten samochód jest uzupełniony inteligencją artystyczną.
10185:  A.I.
10185:  na południu.
10186:  Nieumiejętny kontakt z ludźmi.
10187:  Serwer jest bardziej zaskoczony, niż myślałem.
10190:  Zbierają tysiące, tysiące kolonistów.
10192:  Zrobimy to, co musimy zrobić, by ich znaleźć i powstrzymać.
10195:  Tak, oczywiście.
10196:  Nie możemy zaskoczyć się, jak kolonistowie muszą zidentyfikować technologię neutralizowaną.
10202:  Potrzebujemy sampli.
10203:  Który sposób do labu?
10204:  Podążaj za mną profesorze.
10208:  No czy wrócimy sobie na Omega, bo myśmy tam coś mieli zrobić interesującego.
10218:  Jacku, jak mogę pomóc?
10220:  Masz minutę do rozmowy?
10221:  Oczywiście.
10222:  Plaga na Omega zajmowała się dużo czasu, aby analizować inteligencję kolektorów.
10228:  Impresywny zestaw laboratorii.
10229:  Nie zapomniał pracować w operacjach z budżetem, w szczególności AI.
10232:  Bardzo pomagał.
10233:  Najlepiej bym się rozgościł szybko.
10235:  Jest twoim asystentem Danielem w porządku?
10238:  Dosyć dobrze.
10239:  Bezpieczny i bezpieczny.
10240:  Miasteczko głównie spokojne.
10241:  Zostawił mu meks bezpieczeństwa, żeby nie było za ostrożnym.
10245:  Też zaskoczony z mechów.
10246:  Głośne.
10247:  Nigdy nie używałem ich w STG.
10250:  Musiało być frustrujące pracować na Omega w takiej zbyt skomplikowanej instalacji.
10254:  Nie.
10254:  Uwielbiam to.
10255:  Zbyt skomplikowana instalacja przedstawia wyzwanie.
10257:  Używa największego liczba ludzi, używając skomplikowanych zasobów.
10260:  Środki bezpieczeństwa, gangi, grupy mercenariuszy, dodają dodatkowej trudności.
10265:  Jest to całkiem przyjemne.
10266:  Plaga, rozprężona umiejętność.
10267:  Używam też.
10268:  Używam ludzi, oczywiście.
10269:  Używam tych bezpośrednich, większego dobra.
10271:  Wszystko to też.
10273:  Dobrze.
10273:  Wytrzymanie po skończeniu pracy w STG.
10275:  Powiedz mi więcej o Grupie Special Tasks Solarium.
10277:  Respektowała organizacja.
10301:  Recony, analizy, okazjonalny błyskawiczny pracownik, model dla kancelarii... Okazjonalny błyskawiczny pracownik?
10308:  W jaki sposób to podobne?
10308:  Celeriany brakują liczb, silnej siły, prawa wojskowej, muszą wierzyć w staleństwo, inteligencję.
10313:  Agencje są zaufani, zaznaczone na szeroką wolność operacyjną.
10316:  Najlepiej, są fundowane, oczywiście.
10318:  Nie musieliśmy kupić naszych własnych broni.
10321:  Mówiłeś, że byłeś w grupie specyficznych.
10323:  Co ty robisz?
10324:  Nie tylko naukę.
10325:  Kilka misji rekonujących.
10327:  Kowert, wysoki ryzyk, służył młodym kapitanie imieniem Kirahee.
10331:  Studiował Krogan-genofage, wziął wodę, samoloty z kolonii Krogana.
10334:  Pracowałam z kapitanie STG imieniem Kirahee.
10337:  Jego ekipa mogła zniszczyć instalację z klonami Saren w Burmeierze.
10340:  Słyszałam, że Kirahee umarł w Burmeierze.
10342:  Nie ma wystarczających sprzętów do operacji.
10344:  Wciąż udało się zniszczyć instalację.
10346:  Dobry kapitanie.
10347:  Dedykowany.
10348:  Trochę jak Cloaca.
10349:  Uwielbiał swoich wypowiedzi.
10350:  Mówił kłamstwa.
10352:  Osobiście preferuję, żebym zrobił pracę i wrócił do domu.
10355:  Prawdopodobnie prywatność wojskową.
10360:  Czarkę.
10361:  Część.
10361:  Yyy... genofagę.
10361:  Co możesz mi powiedzieć o genofagie?
10363:  Biowebina, stworzona przez drużynę naukową Solarium, wywołana przez Turianów przeciwko Kroganom, aby zakończyć rewolucję Krogana, wpływa na każde ciało Krogana.
10371:  W rzeczywistości, zmniejsza możliwe liczby fertilitacji, aby zapłacić za wysokie liczby urodzin Krogana.
10375:  Stabilizuje do poziomów wzrostu populacji przedindustrialnych.
10379:  Dlaczego STG... Krogan Rebellions blady, niebezpieczny.
10382:  Wszystkie rodzaje wywołują się, adaptują się, mutują.
10385:  Jeśli Genofage się zmęczy, trzeba się przygotować.
10388:  Co stworzył STG?
10389:  Schematy milarne na możliwość wzroku populacji Krogana.
10392:  Genofage zmniejszył liczbę Krogana.
10393:  Rzeczywistości stworzone bez kontroli.
10396:  STG pomogło sprawdzić Krogan Rebellions.
10398:  Trzeba było przygotować się do tego samego, proste rekon.
10400:  Nic się o tym nie martwi.
10401:  Co stworzył STG?
10401:  STG pomogło sprawdzić Krogan Rebellions.
10404:  Dobrze, powinieneś być tu, jeśli potrzebujesz mnie.
10407:  Świetnie.
10408:  Teraz pytanie, jak musimy się stąd wyekspediować.
10411:  Research terminal.
10412:  Uuu.
10414:  Uuu, zapomniałem o tym.
10420:  Ale ciekawe rzeczy.
10424:  Inferno ammo.
10425:  Shotgun, to jest nam niepotrzebne.
10428:  Assault ammo.
10430:  Heavy weapon, oczywiście, że heavy weapon.
10431:  Czy jest coś interesującego dla nas?
10435:  Dobrze, zobaczmy to.
10439:  I weapon upgrades, view.
10445:  Prototypes jeszcze, a w prototypes byliśmy zdaje się.
10453:  Palladium.
10455:  Nie lubię gier bez voice actingu.
10457:  Zgadza się.
10458:  Gdzie Pillars of Eternity 1?
10459:  Nie ma faktycznie voice actingu, ale dwójkę już mam.
10461:  Może bym spróbował Pillars of Eternity 2.
10464:  Grałem w którymś momencie w dwójkę, ale przerwałem, bo nie miałem czasu niestety za bardzo.
10470:  Pozdro od największego polskiego reptilianina opłacanego przez niemiecki rząd.
10474:  Pozdrowienia zostały przyjęte.
10475:  Pozdrowienia od reptilian zawsze są mile widziane.
10478:  Czekam tylko, aż spłyną pierwsze szekle na konto.
10484:  Żartuję.
10486:  Nie, nie żartuję.
10487:  Żartuję.
10488:  Dobra.
10489:  AMO.
10491:  Co tutaj możemy zrobić?
10492:  MediGel capacity.
10493:  MediGel!
10495:  Tak, chcemy MediGel.
10498:  Jeszcze da się drugi poziom MediGelu?
10500:  Nie, nie da się drugiego poziomu.
10501:  Dobrze.
10504:  Ale co wy macie z tym skanowaniem planet?
10506:  Czemu nie lubicie skanowania planet?
10508:  Uwielbiam skanowanie planet.
10511:  Unread messages.
10517:  A, Doktor Chakwas, dobrze.
10519:  Czyli Doktor Chakwas chce się z nami rozmówić w którymś momencie.
10523:  Niech sobie przypomnę, gdzie tutaj się wychodziło.
10526:  Czy to jest znowu tak, że trzeba... Chciałbym wrócić na Omegę.
10530:  A może nie wrócimy z niej na Omegę, tylko gdzieś popodróżujemy.
10538:  Recruit Archangel.
10539:  No przecież możemy popodróżować sobie.
10542:  Zatankujemy oczywiście.
10544:  Buy probes.
10551:  Głupia Normandio chce... Okej.
10557:  Explore Normandy Crush Site.
10559:  Może to będzie interesujące.
10562:  Możesz pogadać z towarzyszami Investigate Upgrades, masz nowe plany technologiczne.
10565:  Uuu... Uuu... Interesujące.
10570:  Podróżujemy sobie do tego Crush Site.
10573:  Ooo... Jaka przyjemność.
10578:  Bardzo mi się podoba ta mechanika paliwa, którą tutaj wprowadzili.
10589:  Skanowanie w dwójce jest mech, ale w trójce... Zobaczmy.
10593:  Zobaczymy sobie, co tutaj jest.
10594:  Start scanner.
10597:  A, już wiem.
10600:  Wiem, dlaczego jest mech.
10601:  Przypomnij nam sobie to.
10602:  Tak, w trójce jest to zautomatyzowane.
10610:  To coś tutaj ewidentnie jest.
10624:  O, o, o, tutaj coś widzę, jest jakiś ping.
10629:  Jest ping jak przy Neostradzie.
10636:  Normandy Crush Site jest z DLC?
10638:  Świetnie.
10639:  Ale to nie oznacza, że jakoś jesteśmy nieprzygotowani do tego mega, prawda?
10643:  Mam nadzieję.
10648:  Przejście w próbę.
10649:  Przejście w próbę.
10649:  Przejście w próbę.
10656:  Przejście w próbę Przejście w próbę Przejście w próbę
10676:  Dobra, o, o, o, o. Bez obaw, pamiętam dlaczego to było takie nudne, więc prawdopodobnie będę to robić po prostu poza streamem, żeby zdobyć surowce.
10692:  Zdecydowanie muszę powiedzieć, że podróże Mako pod tym względem były lepsze.
10703:  No, głos Eddy zawsze na propsie, absolutnie.
10712:  Jeszcze coś widziałem.
10723:  W cholerę jest surowców widzę.
10725:  Dobrze.
10731:  Palladium się nam przyda też do tych upgradeów broni.
10734:  Dobra.
10735:  Ale jak rozumiem, to już nie ma tak... O Boże.
10738:  Rozumiem, że tu nie ma już tak, że będziemy znajdować jakieś rzeczy na tych planetach.
10744:  Poza tym... Jeżeli będzie oderwane od reszty gry... Ja myślę, że jeszcze dzisiaj na zakończenie Steamu będzie dobry ten quest z Explore Nomad i Crush Site.
10755:  Podoba mi się to.
10763:  Zawsze przez skanowanie w Mass Effect 3 był save w grze, żeby zbadać cały system na YOLO, a potem wczytanie gry i skanowanie ponownie tam, gdzie wiadomo było, że gdzieś coś jest, sprytny lifehack.
10772:  Czy wiadomo, kiedy następny odcinek z serii dla każdego coś przykrego?
10776:  Ja zwykle robię jeden na miesiąc, albo dwa czasem.
10780:  Kto wie, czy nie będzie pod koniec czerwca?
10782:  Myślę, że pod koniec czerwca będzie.
10787:  To też zawsze dużo zależy od tego, czy mnie coś striggeruje, bo ja wszystkie tego typu rzeczy robię w dość specyficznym mindsecie.
10798:  W tym tygodniu będzie recenzja z fantastycznego serialu pod tytułem Tressę.
10806:  Animacji.
10810:  Też sesja jest, więc... Poważne sprawy.
10816:  Wprawdzie po tej drugiej stronie sesja jest minimalnie mniej denerwująca, ale jest dość absorbująca.
10825:  Gdzie jest ta anomalia?!
10834:  A dziękuję za pozdrowienia.
10836:  Pozdrowienia od studentów zawsze miłe.
10839:  Eee...
10847:  Również pozdrowienia dla brata przekazuję w takim razie.
10850:  Serdeczne.
10853:  O!
10854:  Może tu będzie coś radosnego.
10858:  Jedni mają problem z barbarzyńskimi kroganami, inni z minigierkami typu skanowanie planet.
10863:  No nie da się ukryć.
10864:  Znaczy, muszę przyznać, że ja myślałem, że mowa o tym skanowaniu, które było w trójce, kompletnie nie pamiętałem tego.
10875:  Mamy 11 jeszcze próbników do tego wszystkiego.
10883:  O, o, o, o, o, o. Właśnie zauważyłem, wreszcie.
10890:  Land!
10906:  Strzałka?
10907:  Nie zauważyłem żadnej strzałki, ale nie ma.
10908:  Uwielbiamy takie sceny.
10927:  Zobaczcie.
10937:  Ale mi się tu muzyka podoba.
10939:  Piękny ambiencik jest.
10940:  Ja mam dużą słabość do ambientu.
10944:  Czy jest tu jakaś mapka?
10946:  Oczywiście, że nie ma.
10949:  Mako!
10949:  O rany!
10967:  A w ogóle gdzie są nasi cudowni
10980:  Ale numer.
10982:  Gdzie są nasi cudowni sprzymierzeńcy?
10984:  Dobry wieczór, dobry wieczór.
10987:  Czy została wybrana jedyna słuszna klasa postaci?
10989:  Tak, mag.
10991:  Żaden tam inżynier miotający.
10996:  Absolutnie nie.
10999:  Magus miotający firebole.
11007:  Adeptka jest jedyna słuszna.
11010:  Dobrze, find lost crew.
11013:  Okej.
11014:  Ale mam wrażenie, że tutaj jeszcze by trzeba było troszeczkę poeksplorować i tak uczynimy.
11018:  Czy to jest to dziadostwo, w którym wylądowaliśmy?
11021:  Chyba tak.
11021:  Zdecydowanie wolałem Mako.
11023:  Tak, shuttle return to Normandy.
11026:  Tu widzę coś.
11031:  Jest, dobrze.
11034:  Na tej misji nie ma sprzymierzeńców ani wrogów, tylko eksploracja.
11037:  A!
11038:  To nie, to nie jest dobra misja do zakończenia streamu w takim razie.
11042:  Będzie trzeba jakąś inną wybrać, myślę.
11045:  Niemniej jest bardzo taka atmosfera, którą ja cenię sobie.
11051:  Widział Krzysztof strzelając do wszystkiego, co widzi.
11056:  Tanaka Raymond.
11060:  Pamiętam Tanakę.
11063:  Czy mam jakieś konkretne sposoby na skupienie?
11067:  Ho!
11068:  Interesujące pytanie, jak zawsze zresztą na tym czacie.
11072:  Moja metoda na skupienie jest bardzo prosta, a z drugiej strony, nie wiem czy ona jest taka prosta, sami ocenicie.
11079:  Mianowicie włączam właśnie ambient w pętli.
11086:  Tutaj był gdzieś ten tag i go nie jestem w stanie zauważyć, o, o, o, o, gdzieś w tę stronę.
11092:  Włączam ambit w pętli.
11095:  Jeden.
11096:  Dwie, trzy minuty utwór mniej więcej i w którymś momencie wpadam w taki trans rzeczywiście, że jestem w stanie się skupić.
11102:  Ja czegoś takiego potrzebuję tylko i wyłącznie wtedy, jak piszę.
11105:  Tutaj jest.
11107:  Ja nie lubię generalnie pisać, a mój zawód zmusza mnie do tego, żebym czasem pisał.
11114:  No i jest to jedyny sposób na to, żebym się rzeczywiście skoncentrował i skupił.
11119:  Oczywiście wyciszam wtedy wszystkie bodźce zewnętrzne.
11124:  I staram się zrekonstruować podobne środowisko jak przy tym jak mam imersję w grze wideo, bo imersję mamy dlatego, że gra na nas oddziałuje multisensorycznie i przebodźcawia, więc podobnie staram się przebodźcowić siebie jak robię coś tak kompletnie nieintuicyjnego i nieprzyjemnego jak siedzenie przed kompem i pisanie.
11145:  20 nieśmiertelników mamy.
11146:  O tak, powitanie dla Diabła Tasmańskiego na czacie jest konieczne.
11153:  W ogóle też nadmienię, bo w sumie powinienem na samym początku, że mamy serwer na Discordzie, na którym się toczą radosne rozmowy, więc jak chcecie dalej rozmawiać, to też padajcie koniecznie.
11166:  Przypomniało mi się to dlatego, że Zwierz Tasmański jest dobrym duchem naszego Discorda, takim genius loci, dbającym o rozwój konwersacji bardzo często i charakteryzującym się bardzo często o konwersacji gigantycznymi wypowiedziami, które wzbudzają mój bezbrzeżny szacunek.
11182:  Wracamy do tego tematu, że ja nie mogę pisać i nie umiem.
11187:  Oczywiście, jeżeli mam zebrać 20 nieśmiertelników, wszyscy wiemy jak to się skończy, to znaczy zbiorę 19 i nie będę w stanie zebrać 20.
11199:  Widzę, że Jen Shepard też w dalszym ciągu ma duże problemy kondycyjne.
11205:  Była w stanie wiele przecierpieć, ale nie była w stanie złapać kondycji.
11211:  To jest ciekawe, nawet po augmentacjach, które były.
11217:  Cerberusowych.
11220:  Podejrzewam, że tutaj coś może też być.
11223:  Tak!
11225:  Ile mamy?
11227:  11 z 20.
11229:  Okej.
11229:  Jest jakaś... jest jakiś cień szansy, że znajdziemy wszystkie.
11233:  Kać we mol?
11237:  Generalnie z tą imersją jest ciekawa sprawa, bo to jest totalnie nieprzebadane zjawisko, a prawda jest taka, że faktycznie jest tak, że nasz mózg chłonie bardzo dużo w momencie, w którym jest tak zanurzony w jakiejś rzeczywistości innej, dlatego też jeżeli się czyta książkę w takim stanie, że ma się pełną imersję,
11257:  to bardzo często się pamięta do końca życia i nie pamięta się fabuły, tylko pamięta się jakieś obrazy.
11262:  Ja tak mam bardzo często z książkami, które lubię, że pamiętam obrazy z nich.
11266:  Tak mam z Marchią Cienia Tada Williamsa na przykład.
11271:  Proszę, hełm.
11273:  Shepard Lost Helmet.
11275:  Ja lubię puścić sobie efekty dźwiękowe, na przykład słucham deszczu albo wiatru i staram się w takiej chwili wytworzeniu tolerancji wejść w taki hiperfocus.
11281:  O, o, o, o. Właśnie trzeba wyczuć co kogo uspokaja, nie?
11288:  Ależ mi się podoba ten DLC.
11290:  Ja w ogóle w niego nie grałem, co ciekawe, bo ja nie miałem DLC-ków do dwójeczki.
11295:  Jeszcze te piękne stare czasy, kiedy... Znaczy nie, nie piękne właśnie, one były straszne, kiedy gry były wydawane na płytkach.
11309:  o fragmenty rozmów ale ciekawe
11318:  Swoją drogą, mówi to dużo o Przymierzu Alliance, że zostawia brak statku i mako jak nieśmiertelniki ze sobą i biedna Yen musi zbiegać i zbierać.
11325:  O, no dokładnie.
11326:  Marchia Cienia cudownie klimatyczna była.
11328:  Ile się naszukałem zanim udało mi się znaleźć ostatni tom.
11330:  No, absolutnie, to niesamowite powieści.
11334:  Wszyscy mówią, żeby czytać Tada Williamsa Pamięć Smutek Cierń.
11337:  Ja uważam, że to jest dla weteranów fantasy i to tak serio.
11341:  Absolutnie lepiej sobie zacząć od Marchi Cienia właśnie.
11348:  14 z 20, mówię wam, będzie... Mako!
11352:  Biedny Mako.
11356:  Dźwięk umarł?
11358:  A z czego dźwięk umarł?
11362:  Ha, to, to, to niedobrze byłoby, gdyby umarł u mnie, zdecydowanie.
11368:  Yyy...
11372:  Nie ma tutaj żadnego nieśmiertelnika?
11373:  Nie ma.
11374:  Natomiast znowu ciekawa rzecz muszę powiedzieć, że zadbali o to, żeby te nieśmiertelniki były, że tak powiem, utrzymane w tym settingu, w którym jesteśmy i to jest fajny pomysł.
11384:  Dobra, myślę, że zwiedziliśmy tam wszystko, co mogliśmy.
11388:  Pozostaje nam tutaj w nie iść.
11392:  No w trójce najlepsze DLC to było z tym, z... O Boże, jak się nazywa?
11398:  Proteaninem.
11401:  Jest, data tak.
11409:  Yen ma powidoki z wojny w Wietnamie.
11417:  No, byłem absolutnie pewien, że tak to się skończy, to znaczy, że będziemy mieli niewiele nieśmiertelników.
11425:  Szkoda, że one się w żaden sposób nie pojawiają na mapie.
11427:  Ogromna szkoda też, że ktoś wymyślił, że rzeczone nieśmiertelniki będą się pojawiały na mapie i będą dokładnie tak samo wyglądały, jak te hędożone płatki śniegu.
11440:  Dlaczego Objective nas kieruje w inną stronę zupełnie?
11444:  No, obawiam się, że nie znajdziemy wszystkich.
11447:  Lewiatan był najlepszy... Boże, o co chodziło w Lewiatanie?
11449:  Nie pamiętam.
11454:  Teraz nas czeka jakiś masakryczny spoiler, jak znam życie.
11456:  O dobra, tutaj chyba nie byliśmy.
11462:  Pędzimy.
11465:  Zrobię jeszcze jedną rundkę i dam sobie spokój, bo moja cierpliwość do tego rodzaju misji jest jednak bardzo niska.
11476:  Aha, tam coś czuję, może być.
11481:  Są też tych pudła do rozwalenia.
11482:  No właśnie, właśnie, właśnie.
11483:  Zacząłem rozwalać... Wydawało mi się, że już większość mam za sobą.
11488:  Ale oczywiście mogę się mylić.
11491:  O, o, o, o!
11492:  Tu się jeszcze świeci.
11497:  Gdybyś tylko, Yennefer, tak nie dyszała.
11501:  Nie spoilować lewiatana.
11503:  Okej.
11508:  Dobrze.
11514:  Czy tutaj możemy wnieść, czy nie bardzo?
11518:  Nie możemy wnieść, ale widzę następny dog tag.
11524:  Dobra.
11526:  18, mówiłem wam, będzie 19 na 20 i nie zobaczymy wszystkich.
11531:  Błyszczy się ochyda, podrabiany Skaven z League of Legends.
11535:  W League of Legends jest Skaven?!
