Mass Effect EDYCJA LEGENDARNA — Livestream
🔗 https://www.youtube.com/watch?v=fxSlrdEm6LY

3:  Witaj się na streamie.
11903:  Tak, zmierzam, zmierzam, tylko tutaj są rzeczy do... do... o, o, o. Takie fajne rzeczy są do zebrania.
11910:  Jesteśmy u doktor Chakwas, świetnie.
11913:  Mediżel!
11916:  Doktor Chakwas!
11918:  Proszę, komendant.
11918:  Czy masz coś, czego potrzebujesz?
11919:  Osobna pytanie.
11920:  Jak wystarczyłaś służyć na szpitalu zespołowym?
11922:  Odszedłam od szpitala medycznego.
11923:  Świat zawsze wyglądał na błędny.
11937:  Piękna jest ta nazwa, Traverse.
11941:  Rozumiem, że Traverse to jest nazwa wszechświata, nie?
11943:  Na PS4 300 złotych?
11946:  To na pececie niewiele mniej, muszę powiedzieć, bo to było jakieś... 270?
11951:  Coś takiego, to się rzadko zdarza.
11967:  Ja miałem zabawną sytuację, bo się okazało jak wszedłem na Steama, że miałem w portfelu na Steamie rzeczy, których się kompletnie nie spodziewałem, więc wyszło mi mniej.
11975:  Jak dobrze wiesz lieutenanta?
11977:  Nigdy nie pracowałam z nim przed tym misją.
11979:  Ale ma niesamowity rekord służby, ponad dziesiątkę specjalnych komendacji.
11983:  Często sobie to utrzymuje.
11984:  Może z powodu głębokości.
11986:  Nie jest łatwo być w L2.
11987:  Co to ma z nią do czynienia?
11991:  No, większość miliarderów teraz używa implantów L3.
11994:  Lieutenant Olenka jest połączony z stworzeniem L2.
11998:  Czasami są problemy.
12000:  Jakie problemy?
12001:  Szybkie dyscypliny psychiczne, szaleństwo, krzywdy fizyczne.
12003:  Jest długa lista nieruchomych efektów.
12005:  Kaden jest szczęśliwy.
12007:  Po prostu otrzymuje migreny.
12008:  Powinnam iść.
12009:  Do widzenia, Kaden.
12022:  Level up!
12023:  Dobra.
12026:  Żeby czat nie był zgorszony, odblokowałem oto pistolety.
12030:  Proszę bardzo.
12032:  Raz, trzy.
12033:  Marksman increases pistol damage.
12035:  Proszę bardzo.
12038:  Moja Magini nie będzie słaba jak Koopa.
12044:  Doktor Chakwas, dziękuję za tę rozmowę.
12046:  Była produktywna.
12048:  Coś tutaj jest interesującego?
12050:  Jeszcze nie.
12053:  Oni chyba tyle policzyli za to zdjęcie talii.
12056:  To jest możliwe.
12056:  Znaczy szczerze, jeżeli naprawdę je poprawili, to ja uważam, że to są dobrze wydane pieniądze przeze mnie.
12062:  Kaidon.
12065:  No, dokładnie.
12070:  Najbardziej dziwny początek konwersacji ever.
12080:  Nie no, to zdjęcie to była masakra przecież.
12093:  Bezczelny, wulgarny kutas, nie będę z tobą rozmawiać.
12098:  Nigdy więcej już z nim nie porozmawiam.
12103:  Guns, lots of guns.
12104:  No, znaczy, nie wiem.
12105:  O, tutaj jeszcze nie można pójść, ale będzie można!
12109:  Będzie można.
12110:  Tylko nie wiem, czy nie w dwójce.
12113:  Zaraz.
12114:  Ale w ogóle ta część pierwsza nie jest jakaś przesadnie długa i to jest fajne.
12117:  Ja myślę, że... myślę, że nie będzie złym pomysłem po prostu ogarnięcie tego w całości na streamie, ale to sobie zobaczymy.
12124:  Na streamach w sensie.
12126:  Prędko nie zamierzam się odessać od tej gry. ...
12138:  Tak, otwiera się w dwójce, okej.
12140:  Kaidan w ogóle jest nie tylko uncanny, on jest po prostu wulgarny, gnuśny i bezczelny.
12148:  Przypomina mi karmelitę plujko z serii Niefortunnych Zdarzeń.
12151:  Ona była nieokrzesana, niekulturalna i niechlujna, jeśli dobrze pamiętam.
12156:  Dobra, czy gdzieś jeszcze musimy pójść?
12158:  Gdzie jest jakaś mapa sensowna Normandii?
12161:  Nie ma możliwości przełączania się między poziomami?
12163:  Ups.
12164:  Nie ma.
12168:  Find Lyara Tassoni.
12169:  Okej.
12171:  My... Czyli my w pierwszej kolejności... Dobra, Lyarę znajdujemy.
12178:  Część pierwsza jest fajnie taka mała, to znaczy przedstawia świat bez niczego ważnego.
12182:  Okej, rozumiem.
12186:  Znaczy... Spoko, jak dla mnie.
12189:  Tu byliśmy?
12190:  Byliśmy, dobra.
12192:  Dobrze!
12193:  Koniec my... A nie, jeszcze moglibyśmy zjechać na sam dół.
12198:  Aaa, tutaj coś jest jeszcze radosnego.
12202:  Węsze EXPA, tak jest.
12207:  No wprowadzenie do świata jest super, ja to widzę dość wyraźnie w tym sensie, że ja naprawdę nie pamiętałem tej części, tak totalnie nie pamiętałem.
12215:  Pójdziemy sobie jeszcze do windy.
12219:  Nie tylko dlatego, że po prostu ta muzyka wywołuje u mnie ekstazę.
12231:  Aaaa, wiedziałem.
12234:  Pamiętajcie, musimy mieć bardzo dobre relacje z Garrusem.
12237:  Muszę iść.
12238:  Nie!
12239:  Nie!
12240:  Nie!
12242:  To był przypadek!
12244:  Więc to jest to, jak działa z spektrum.
12246:  Myślisz, że masz spektrum wyznane?
12250:  No nie, ale wiem, jak to wygląda.
12252:  Spektry robią swoje ruchy.
12253:  Możesz zajmować się rzeczami twoim sposobem.
12256:  Ale zesec, jesteś zabrany przez ruchy.
12258:  Kurwa biurokraty zawsze są za tobą.
12260:  No, Garus przepiękny.
12263:  Mam zawrażliwą spację.
12282:  Nie mogłem się od niej przyjąć.
12282:  Nienawidzę to.
12283:  Mam nadzieję, że zrobiłaś odpowiednią decyzję.
12285:  To właśnie dlatego się z tobą połączyłem.
12287:  Jest to szansa, żebym wyjechał z synodalu.
12288:  Zobaczyć, jak się dzieje na zewnątrz C-secu.
12289:  W każdym razie, planuję zrobić największe z tego.
12291:  Znaczy, C-secu, nie musisz mówić o tym.
12294:  John, nie musisz mówić o tym.
12294:  Nie próbowałem.
12295:  Rozumiem.
12307:  Nie wiem, czy wcisnąłem czegoś źle.
12310:  Dobra, nie chciałem tego.
12312:  Ashley, von.
12315:  Rex.
12316:  Eee.
12321:  Tali jest hetero, nie ma opcji.
12325:  Restartujemy grę!
12327:  Dobrze.
12330:  Nie ma historii.
12337:  Pójdź i zapytaj Chorionów, jeśli chcesz opowieści.
12339:  Chorionów mieszkają od wieków.
12340:  Cóż, kiedyś, Chorionowie prawie zniszczyli naszą całą rasę.
12342:  To było fajne.
12343:  Słyszałam o tym.
12343:  To nie jest to samo.
12363:  W trójce będziemy rozwiązywać ten problem.
12374:  Lajara jest dla obydwu?
12377:  A, okej.
12378:  Z braku laku.
12382:  Przepraszam Rex, nie byłbym w stanie to zrobić.
12384:  Twoja niemożliwość nie mnie zaskoczyła, szefie.
12389:  Jak i Krogan, genofagia nas zepchnęła, a nasz mężczyzna nas zabiła.
12397:  Czy wasi ludzie naprawdę umarli?
12399:  Z pewnością nie mamy żadnych problemów.
12400:  Wszyscy jesteśmy zainteresowani zostawieniem się w naszych domach.
12402:  Mnóstwo zwierząt zostawiło swoje domy i uciekło.
12428:  Absolutnie.
12429:  Story arc Rexa jest genialny.
12433:  niemożliwe, że każdy Krogan jest zainfectowany, każdy, dlaczego Krogan nie próbuje znaleźć lekarza, kiedy był ostatni raz, kiedy widziałeś Krogana naukowca, zapytałeś Krogana, czy chciałby znaleźć lekarza dla genofagii, czy walczyć za kredyty, to tylko to, kim jesteśmy, szefie, nie mogę to zmienić, nikt
12456:  Te rozmowy z postaciami są lepsze niż większość takich main stories, jakie słyszałem w życiu w grach wideo.
12466:  Dobra, jeszcze idziemy do talii.
12469:  Mam dużą potrzebę porozmawiania z talii.
12470:  Jeszcze zobaczymy Garusa.
12473:  Dobrze, Garus nie chce już z nami rozmawiać.
12474:  Jakoś to przeżyjemy.
12479:  Ale właśnie, to jest aż dziwne, bo pamiętałem, że w Mass Effect'cie były takie opcje romansów różnoseksualnych, że tak to imię.
12488:  TALLIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
12501:  Cyberpunk pod kątem seksualności sam się szkaluje.
12504:  Pamiętam, że jest taka opcja, że można romansować z Riverem, detektywem, właśnie homoseksualnie, i ja by... moja postać już była zaangażowana w romans z... jedyny słuszny, to znaczy, z panem, i ja by... zrozumiałbym, gdyby to zostało dowiezione w jakiś sensowny sposób, ale to mi było tak, jak River po prostu usiadł w którymś momencie i powiedział, nie, no słuchaj, zróbmy to, zróbmy to, nie, no...
12529:  Bardzo naturalne, nie?
12530:  Zupełnie inteligentnie, dojrzale opisany romans homoseksualny, taki jakiego byśmy oczekiwali w 2021.
12537:  Nie, hej, hej, hej, hej!
12539:  Super.
12540:  Świetne po prostu.
12547:  Masakra w sumie.
12550:  Już nie mówię o tym, że...
12554:  Płci i seksualności w cyberpunku?
12559:  Gdzie literalnie, zgodnie z law, można modelować swoje ciało tak jak się chce?
12564:  Sprowadzały się do wyboru z kuśką czy bez kuśki?
12567:  Na pewno... You're into ships?
12587:  No, miłość międzygatunkowa zdecydowanie bardziej edgy, tzn.
12590:  ja sobie nie wyobrażam naszej Magini Ognia, tzn.
12593:  naszej Magini Widmowej w sparingu z Krogarininem.
12600:  Jakoś nie, ale w zasadzie to już spoko.
12604:  Jeżeli chodzi o Cyberpunka, to szanuję sobie fakt, że można mieć ONS razem z tą korpo, a do tego jakoś nie dotarłem.
12625:  Boże, nie mogę się doczekać, aż odwiedzimy flotę Quarian.
12629:  Ale nie możemy zrobić niektórych rzeczy na własne.
12632:  Zabezpieczenie się do całego integratu, wymaga raw materiali, których nie mamy.
12637:  Dlatego nasze życie nie są łatwe.
12640:  Nasze zasoby są niskie, a my ciągle się ruszamy.
12645:  Jest 17 milionów Kwarionów w Flotillie.
12648:  Niestety, musieliśmy poddawać się wielu wolnościom i cywilnej wolności.
12651:  Jakie wolności?
12652:  No dobrze, nie jest legalne, aby rodzice mieli więcej niż jednego dziecka.
12656:  Jeśli nasza populacja wzrosłaby za dużo, to by było straszne.
12660:  Oczywiście, nie możemy pozwolić, żeby nasze liczby były za mało.
12666:  Jesteście demokratyczni, prawda?
12687:  Jak nie, to nie rozmawiamy!
12704:  Dobrze, jest wentyl bezpieczeństwa.
12708:  Możemy to zrobić tylko raz.
12711:  Po tym, cała drużyna musi zakończyć swoje postawy.
12714:  Jest to bezpieczeństwo, które nam dobrze służyło.
12716:  W prawie trzech wiekach drużyna admiralów
12721:  Znaczy, dwa wątki na czacie.
12724:  Po pierwsze, absolutnie, worldbuilding dla mnie to jest wzorzec tego, jak powinien być robiony worldbuilding.
12730:  Ekspozycje są zrobione dobrze za pomocą interesujących dialogów, ale także wpisów w kodeksie, ale także samych questów, ale także rzeczy, które możemy znaleźć sobie totalnie randomowo w świecie.
12742:  Chciałabym wiedzieć więcej o tym.
12744:  Wątpię, że mogę wam powiedzieć, że wszystko co wiem, to historia ich oryginalności.
12748:  Interesting.
12748:  Geth został zresztą stworzony, by służyć jako automatyczny, manualny pracownik.
12771:  Tak, to ma sens w przypadku Quarian, te ograniczenia na dzietność.
12774:  Dlaczego kancelarstwo nie weszło?
12775:  To nie było prawdziwe, AI.
12777:  Zmiany były... Ale jedną rzeczą, którą zaangażowaliśmy, była silność networku neuronalnego.
12786:  Milionów zmyślonych Geth... Więc Gethy mają silność mózgową?
12791:  Wiele z systemów logicznych Gethy zostało zaprojektowane do współpracy z innymi Gethami.
12796:  W zasadzie, im więcej tych, których masz w grupie, tym mądrze są.
12801:  Więc jest tam jakaś rodzaj grupowa świadomość?
12804:  Nie, nic takiego.
12805:  Nie mogą podzielić się... Każdy geth utrzymuje własną świadomość i identyfikację.
12810:  Neuronetwork tylko funkcjonuje na poziomie procesowym.
12814:  Ale kiedy są w bliskim okresie... Co ich sprawia, że rebelują?
12818:  Gdy zbudowaliśmy więcej i więcej gethów, ich efektywna inteligencja stała się bardziej skomplikowana, bardziej abstrakcyjna.
12825:  Wtedy znowu znowu znowu znowu znowu znowu znowu znowu znowu.
12827:  Czy jestem żywy?
12827:  Dlaczego jestem tutaj?
12828:  Jaki jest mój cel?
12829:  Jak można sobie wyobrazić, to powołało blisko panikę wśród moich ludzi.
12840:  Ale to jest piękne, bo w części trzeciej literalnie będziemy doświadczać tego, jak te pytania egzystencjalne gettów rzeczywiście stały się istotne i mogły doprowadzić do czegoś pięknego.
12861:  Jak rumba!
12867:  Gathy pokazują znaki zrównoważonego zauważenia siebie i niezależnego myślenia.
12872:  Było to niemożliwe, że nowocześny, sędziowy Gath wyrzucił się przeciwko... Generalna ordynacja poszła przez wszystkie systemy kontrolowane przez Quarion, żeby odczuwać cały Gath.
12883:  The Geth odpowiadały na tę ordynę zręcznie.
12886:  Mam nadzieję, że większość Gethów byłaby jeszcze mało więcej niż maszyny, niemożliwe zorganizowanej rezydencji.
12892:  Wojna była długą i biedną.
12894:  Miliardy na miliardy Kwarijanów umarło na swoich rękach.
12897:  W końcu musieliśmy uciec z własnych domów.
12899:  Obawialiśmy się, że Gethowie nas poszukiwają, ale nigdy nie uciekli z powrotem.
12903:  Teraz przebiegamy przez przestrzeń, w szpitalu, szukając sposobu, by odzyskać to, co było kiedyś nasze.
12912:  Chciałabym wiedzieć więcej o tym.
12915:  Kiedy moi ludzie dotrą do matury, zostawiamy naszą rodzinę i szukamy akceptacji z nową drużyną.
12919:  To potrzebne, by wytrzymać naszą postawę.
12920:  Ale żadne rodzinie chce akceptować kogoś, kto będzie ich błędem.
12923:  Więc, aby pokazać naszą wartość, wstajemy na pielgrzymkę.
12926:  Zostawiamy się sami, zostawiając flotilę i nasze rodziny za nas.
12932:  To przedstawione jest jako prezent dla kapitana swojego własnego rodzinę, z którą chcemy się połączyć.
12949:  Udało mi się powstrzymać kichnięcie, ale tylko na razie.
12952:  Swoją drogą, jak o tym mówimy, to uwielbiam, jak teraz dostajemy opinię Quarion, która wydaje się prawdziwą, a potem widzimy jednak trochę coś innego.
12957:  Uwielbiam, jak twórcy właśnie pamiętają takie rzeczy.
12961:  Me Too jest absolutnie przegenialne i przede wszystkim naturalne i buduje wiarygodność świata.
12969:  To jest trochę tak jak mamy u Martina, nie?
12971:  To znaczy, jest wielu różnych narratorów, którzy mają sprzeczne opinie, są zgodni z bohaterami, różną wiedzę o świecie, to też jest istotne, a nie ma jednego narratora wszechwiedzącego, który mówi wszystko.
12980:  Czy kapitan może wyrzucić brzuch?
12982:  To nie jest często tak.
12983:  Większość kapitanów jest chętna do zwiększenia wysokości drużyny.
12988:  To zwiększa swoje stanowisko w naszej społeczności.
12994:  Nawet jeśli przyjemność nie jest szczególnie wartościowa, kapitanie zwykle zaakceptuje ją ze względu na znaczenie tradycji.
13003:  Jednak jest stigma do przedstawiania przyjemności nie podstępnej.
13007:  Nie jest to najlepszy sposób, by wyrazić dobre wrażenie na nową społeczność.
13013:  Większość pielgrzymów nie wraca, aż znajdą coś wartościowego.
13016:  Czy kapitanie może wyróżnić się?
13019:  To nie dzieje się często.
13022:  Nawet jeśli to jest przyjemność, to nie jest najlepszy sposób, by wyrazić dobre wrażenie na nową społeczność.
13030:  Większość pielgrzymów nie... Nie wierzę w to.
13031:  Nie wierzę w to.
13031:  Nie wierzę w to.
13032:  Nie wierzę w to.
13033:  Nie wierzę w to.
13034:  Nie wierzę w to.
13034:  Nie wierzę w to.
13035:  Nie wierzę w to.
13036:  Nie wierzę w to.
13036:  Nie wierzę w to.
13038:  Nie wierzę w to.
13038:  Nie wierzę w to.
13038:  Nie wierzę w to.
13039:  Nie wierzę w to.
13040:  Nie wierzę w to.
13040:  Nie wierzę w to.
13041:  Nie wierzę w to.
13041:  Nie wierzę w to.
13042:  Nie wierzę w to.
13043:  Nie wierzę w to.
13043:  Nie wierzę w to.
13044:  Nie wierzę w to.
13045:  Nie wierzę w to.
13045:  Nie wierzę w to.
13046:  Nie wierzę w to.
13047:  Nie wierzę w to.
13047:  Nie
13067:  Boże, Faster Than Light, ja się zastanawiałem co to jest za akronim.
13078:  Adams mi był potrzebny tylko i wyłącznie do EXPA.
13093:  Tyle moi drodzy, możemy ruszać w podróż.
13096:  Czyli robić dokładnie to do czego ta gra jest stworzona.
13101:  Boże, jak ona dyszy.
13109:  Captain on deck!
13120:  O tak, to jest ten moment, to jest ten moment.
13123:  Jedna z najlepiej zaprezentowanych swoją drogą map w grach wideo.
13128:  Też na interfejsie diegetycznym.
13130:  Coś wspaniałego.
13144:  Uff.
13152:  Dobra Boże, jak się sterowało tą mapą?
13163:  Muzyka jest po prostu nieziemska Chciałbym tylko wiedzieć, jak się sterowało mapą okej w ten sposób Właściwie prawym nie działał, musiałem escape'em
13181:  Artemis Tau, tam mieliśmy.
13183:  Tu jest jeszcze, słuchajcie, Exodus Cluster, ale to jest chyba... W Exodus Cluster mieliśmy chyba misję poboczną, to sobie tam pójdziemy wpierw, myślę.
13197:  Tak!
13199:  To z Delce?
13201:  Nie?
13201:  Sprawdzimy.
13227:  Asgard.
13235:  Nie, to jest... Wydaje mi się, że to nie jest DLC, tylko że to jest po prostu... Ale mogę się mylić, bo na czocie parę osób grało.
13244:  Bo ja chciałem jakiś po prostu sidequest zrobić sobie.
13253:  Tali Garus.
13257:  Accept.
13261:  Ciekawe jestem czy właśnie będzie można pojeździć Mako już.
13266:  Wow.
13281:  Ok.
13305:  To jest Delce?
13306:  Na sam początek może być ciężkie do zrobienia.
13309:  Ups.
13313:  Czy w razie czego można się wycofać z tej misji?
13321:  Mako.
13322:  Dobra.
13332:  Dobrze.
13335:  Jak sobie nie poradzimy, to wrócimy na Normandię.
13341:  No to... to powiem wam, że ten... naprawdę poprawili sterowność.
13371:  Zostawcie mój Mako!
13383:  Ha!
13383:  Ha!
13384:  Ha!
13389:  Sterowność Mako została naprawdę poprawiona, i to tak mega poprawiona.
13411:  Dobra, musimy zregenerować naszą tarczę.
13430:  Tarcza zregenerowana.
13436:  Boże drogi, jestem w domu.
13443:  Mogę zrobić zoomanie, nie mogę.
13450:  Wieżyczka sprawia mi trudność.
13453:  Jest, dobra.
