Mag prochowy wyrusza na Zachód | RED DEAD REDEMPTION 2 Livestream
🔗 https://www.youtube.com/watch?v=ksSGS9kAvK4

4:  Witajcie świątecznie dalej.
11732:  Mass Effect został przerwany dlatego, że doprowadziło mnie do szału nawigowanie po tym świecie, to znaczy mapa i moje gubienie się były...
11749:  Czy idziemy w odpowiednią drogę na naszą zaskoczoną ucieczkę z prawa na wschód, do góry, do gór?
11753:  Idźmy, czemu jesteśmy tak daleko?
11776:  Tak, wierzę, że tak.
11778:  Wiesz tę terenę?
11779:  Trochę.
11780:  Przeżyłem ją kilka razy.
11781:  Jest tu miasto żywotne, nie za daleko od tego, nazywane Ballantyne.
11787:  Kowboje, wywodnicy, pracujące dziewczyny.
11790:  Nasz rodzaj miejsca.
11791:  Wydrysków?
11792:  Pewnie też.
11793:  Pinkertonów?
11793:  Mam nadzieję, że nie.
11794:  I do tego miejsca idziemy.
11796:  Czekaj, co to znowu nazywa się?
11800:  Horszówka Overlook.
11801:  Dobre miejsce, by się podnieść?
11803:  Będzie na razie.
11806:  I jak mało myślisz o tym, że Dutch naprawdę kłóci?
11809:  To po prostu... wiesz, może to ja się zmieniłem, a nie on, ale... Kiedyś mówiliśmy mu, że ta praca na górze się nie czuła dobrze.
11817:  Ty i ja mieliśmy prawdziwy ruch w Blackwater, który mogł się wydarzyć.
11822:  Może.
11822:  To po prostu nie jest tak, że Dutch może stracić jego głowę tak.
11827:  Czasami coś się wydarzy.
11830:  Cieszę się, że też ogrywamy Red Dead.
11855:  Co tam robisz?
11857:  Tylko jaro i gęsing.
11859:  Dobre dla zdrowia.
11862:  Lepiej niż to, co kupisz w sklepie.
11865:  Tak, możesz mieć to wszystko.
11867:  Jestem w stanie, żeby to zrobić z oczami zamkniętymi.
11870:  Okej, dziękuję.
11874:  RZENISZEŃ
11882:  Okej, czy jeszcze będziemy zbierać rośliny?
11885:  Dobry wieczór, panie Taczko.
11886:  I Sizimie.
11889:  Czemu smutne święta?
11890:  Czemu smutne święta, Sizimie?
11894:  Kompendium zaktualizowane.
11897:  Wiecie, co to oznacza.
11900:  Panax quinquefolius Krzewy żeniszenia amerykańskiego można rozpoznać po dużych, dłoniastych liściach, gładkich łodygach i małych, czerwonych owocach.
11912:  Kiści jagód są mniejsze niż te, które rosną na żeniszeniu alaskańskim.
11917:  Rośliny te rosną w rasach i na podmokłych obszarach Elizabeth Zachodniego, aż po granicę z Nowym Hanowerem.
11925:  Tę leczniczą roślinę można wykorzystać do tworzenia lekarstw albo zjeść dla przywrócenia rdzenia zdrowia.
11933:  Krzysztof Majówna, tak.
11935:  Krzysztyna Majówna.
11954:  Przypomina mi się Gritfall, jeżeli chodzi o klimat, a w ogóle jak poszukujecie klimatu westernowego, bo widziałem, że było pytanie chyba o OMU-44 w tej sprawie, z magią Gritfall od studia Spiders.
11962:  There you are, brother.
11962:  Head in there and follow the track for a bit.
11964:  Thanks.
11965:  Hey, slow up.
11972:  I'll jump on.
11989:  Okej, ruszajmy!
11990:  Jakieś problemy z wewnątrz, Javier?
11991:  Nie, wszystko w porządku.
11992:  To jest dobry miejscówka.
11992:  Świetnie!
11993:  Myślę, że to będzie dobrze dla nas, Arthur.
11997:  Teraz, w każdym razie.
12012:  Tutaj jesteśmy, panowie.
12013:  Dom, słodki dom.
12047:  Nic się nie stało, Hosea.
12050:  To miejsce jest perfekcyjne.
12052:  Mam nadzieję.
12052:  Drodzy Państwo, przetrwaliśmy.
12056:  Na razie.
12058:  Teraz pora się rozwijać.
12060:  Arthur i ja będziemy rozwijać się w Czarnym Wodzie.
12063:  Przyszliśmy do czegoś wielkiego.
12065:  Wtedy Micah zaskoczył was o tej fary i tutaj jesteśmy.
12067:  Wszyscy robiliśmy błądy przez lata, Hosea.
12072:  Każdy ostatni z nas.
12073:  Ale ja pozostawiłem nas razem.
12075:  Pozostawiłem nas żywymi.
12077:  Pozostawiłem nosy na nas.
12082:  Myślę, że po prostu się martwię.
12084:  Nie mam tak długo, ducie.
12085:  Chcę, żeby ludzie byli bezpieczni, zanim pójdę.
12088:  Ja też.
12088:  I teraz jesteśmy zatrzymani na południu Grisli i bez pieniędzy.
12092:  I dłużej od naszego marzenia o wersji wojskowej na wschód.
12096:  Wiem, mój bracie, ale jesteśmy bezpieczni.
12098:  Zrobimy tutaj trochę pieniędzy, a potem zaczniemy od razu.
12100:  Wychodzimy poza nimi.
12102:  Będziemy na wschód od o. Sam.
12103:  W kilku miesiącach kupimy trochę ziemi.
12105:  Mam nadzieję.
12109:  Spójrzcie tylko na siebie.
12111:  Ten świat ma swoje zaskoczenia.
12114:  Szanowni, pójdę do miejscowego miasta i, wiesz, zobaczę, czy mogę załatwić trochę biznesu.
12121:  Oczywiście, sr.
12122:  Strauss.
12123:  Najlepiej robić banki, niż używać ich.
12125:  Wygląda na to, że jesteś jakoś bardziej uzgodniony.
12130:  Teraz, wszyscy!
12131:  Zatrzymajcie się na chwilę.
12134:  Chodźcie, zbierajcie się.
12136:  Szybko teraz.
12139:  Wiem, że rzeczy były ciężkie.
12143:  Ale teraz jesteśmy bezpieczni.
12147:  I jesteśmy zbyt niskimi.
12148:  Więc jest czas, żeby wszyscy się połączyć.
12151:  Połączyć się, ale pozostać bez problemu.
12154:  Pamiętajmy, że jesteśmy pracowniczymi.
12157:  Wypuszczono nas, kiedy zamknęli naszą fabrykę na południu.
12160:  Teraz wyjdźcie stąd i zobaczcie, co znajdziecie.
12163:  Panie, rew.
12164:  Swanson, nie ma więcej pasażerów.
12167:  Jest czas, żeby wszyscy...
12171:  Aby uzyskać ich opiekę.
12173:  Jest miasto, małej drodze po trakcie, nazywane Valentine.
12177:  Miasto żywotne.
12177:  Wszystkie mordy i kurwa, jeśli pamiętam dobrze.
12180:  Wygląda na to świetne miejsce na początek.
12182:  I potrzebujemy jedzenia, prawdziwej jedzenia.
12185:  To znaczy każdego dnia.
12187:  Jeden z was.
12188:  I pamiętajcie, że cokolwiek znajdziecie... ...kamp otrzymuje jego kawałek.
12196:  Bądźcie sensywni.
12197:  Okej, to jest Ciekawe.
12199:  Dziewczyny masz swój sklep gotowy, panie Morgan, przyjdź ze mną.
12202:  Wy dwóch będziecie wkrótce gotowi.
12203:  Zostawimy cię tutaj.
12204:  Jestem pewien, że wszystko będzie w porządku, pani Grimshaw.
12208:  Powinno być.
12209:  Większość twojej rzeczy z Blackwater zostało uratowane.
12211:  Wszystko oprócz mojego pieniądza.
12213:  O, nie przypomnij mnie.
12214:  Cóż, zawsze możemy zrobić więcej pieniędzy.
12219:  Musimy.
12219:  Pani Jackson, widziałam kawałek bardziej rzadkiego sensu niż ty, zrób to dokładnie!
12229:  Uciekłem z góry, pojechałem na wschód,
12258:  Dosyć ładny kraj, nazywany Heartlands.
12260:  Był tak daleko na wschód od wielu lat.
12263:  Niemcy wyglądają trochę lepiej.
12264:  Jego oczy są jeszcze raz błyskawiczne i mogę zobaczyć, że myślał trochę oczywiste.
12272:  Myślę, że wszyscy czujemy się trochę szczęśliwi.
12274:  Ze względu na czarne wody i cały ten błąd.
12279:  Monique?
12280:  Jose?
12292:  Cały dzień.
12294:  Mam nadzieję, że tak.
12296:  Już jest parę chłopców w Valentine's.
12300:  Bill, Charles i Javier.
12302:  I Swanson znaleźł coś na południowej powietrzu.
12308:  I Strauss wrócił z tym strasznym smakiem na jego twarz.
12311:  Mam nadzieję, że jest tu cała lista niebezpieczeństw.
12314:  Dziękuję.
12315:  A ty?
12316:  Będę czytał książkę.
12322:  Likewise.
12331:  Aaa, jest.
12335:  Riding out.
12343:  To jest przepiękne po prostu.
12344:  Co się dzieje, jest przepiękne.
12347:  Witamy Adama Potocznego.
12353:  Drogi pamięcińczku, to już trzeci dzień, kiedy nie miałem nic w ustach.
12355:  Bez przeszady!
12356:  Coś tam jedliśmy.
12360:  Dobra.
12364:  Leviticus Cornwall.
12365:  Zdaje się, że Colm O'Driscoll wpadł na ten pomysł, co my.
12369:  Chował się i czekał na pociąg do obrabowania.
12371:  Wpadliśmy na jego ludzi, na jakimś gospodarstwie, na które ostrzyli sobie rzęby i zaznajdziliśmy biedną kobietę, której zamordowali męża.
12378:  Poloniści szkolni be like.
12381:  Przed i się nie daje przecinka.
12386:  A tymczasem daje się przecinek, ponieważ to jest zdanie podrzędne i przecinki służą do oddzielania okresów składniowych, których centrum stanowi orzeczenie.
12396:  Dajemy przecinek przed dowolnym spójnikiem wtedy, kiedy jest czasownik, a tu jest ostrzyli czasownik.
12403:  Czyli musi być przecinek.
12405:  Czyli reguła, której uczą w szkole jest głupia.
12407:  Czyli uczenie się na pamięć jest głupie.
12409:  Czyli nauka taka jest, jaka jest w szkole, ale jest głupia.
12412:  Niespodzianka.
12414:  To bym mógł przypuszczać.
12416:  I znaleźliśmy biedną kobietę, której zamordowali męża.
12418:  Wzięliśmy ją ze sobą, bo nie miała gdzie się znaleźć.
12421:  Podziać.
12421:  A Dutch, jak to Dutch, nienawidzi Colma jak nikt inny, więc poszliśmy złożyć wizytę w jego obozie.
12428:  Ale zdołał nam uciec.
12435:  Zgarnęliśmy za to jednego z chłopaków.
12437:  Biedny łajdak na razie nie puścił pary z ust, ale jeszcze zdąży.
12440:  Wystarczy, że go trochę przymrozimy i poszczujemy bilem.
12443:  To były trudne tygodnie, ale jakoś żyjemy.
12445:  Dutch, jak to Dutch ciągle planuje główkuje, jak przeżyć i jak to Dutch swój plan oparł na napadach i marzeniach.
12452:  Uwielbiam, absolutnie.
12454:  Uwielbiam.
12457:  Jaka piękna lokomotywa.
12461:  To mi przypomina, jak moja ciotka kiedyś miała zadanie w szkole, żeby narysować konia.
12465:  Kolejna ważna rzecz.
12467:  Oczywiście, jeżeli myślicie, że w szkole uczyli ją wpierw, jak narysować tego konia... Chyba nigdy zjebiliście w szkole.
12476:  Oczywiście, że jej nie nauczyli.
12477:  Więc ciotka wzięła się na sposób i na skraju kartki namalowała taką kitkę.
12484:  No i oczywiście dostała ocenę niedostateczną, a argument ciotki był bardzo słuszny.
12488:  To znaczy, mój koń już sobie poszedł.
12490:  Tylko tyle zdoła mu chwycić.
12491:  Inteligentna uwaga!
12496:  To było.
12496:  Ooo!
12500:  Memoire z naszego polowania.
12503:  Które się udało częściowo.
12509:  Jest zachwycające absolutnie.
12511:  Uwielbiam te rysunki, one są wspaniałe.
12515:  Karm konia, bo będzie słabszy.
12516:  Dobrze, brak personaliów.
12517:  Dobrze, dobrze, dobrze.
12521:  Dobrze.
12523:  Nie ma tak, że spójnik i nie działa w tym przypadku, dopiero gdyby w zdaniu było dwa razy i się pojawiło.
12527:  Nie, niesamowite, to jest co innego.
12529:  Jeżeli jest... Dlatego się oddziela kolejne konsekutywne, nie?
12533:  Czyli następujące po sobie spójniki przecinkami, że to jest wyliczenie i wtedy trzeba sobie wyobrazić, że to jest od bullet pointów, tak?
12540:  Dlatego jest... Co tu się dzieje?
12555:  Ja jestem w niebie!
12560:  Co tu się dzieje?
12561:  Świat żyje wokół mnie!
12562:  Wreszcie gra marzeń!
12566:  Jest, proszę bardzo, i jest metroseksualność też, znaczy drwaloseksualność, lamberseksualność.
12573:  Kiedyś usiłowano wylansować ten termin.
12575:  Sztuka!
12576:  Opera!
12581:  Ta cholerna pogoda wreszcie odpuściła.
12583:  Zeszliśmy z góry i ruszyliśmy na wschód.
12585:  Wcale pięknym ziemiom zwanym Heartlands.
12589:  Już od wielu lat nie byłem tak daleko na wschodzie.
12592:  Chodzę, a wydaje się znać okolice.
12594:  Jak na razie kiepska ta wiosna.
12596:  Oh, you sweet summer child.
12598:  Siedzimy zadekowani w miejscu zwanym Horseshoe Overlook.
12602:  Tuż nad jakimś zapyziałym miastem pastuchów Valentine.
12607:  Jakie ładne!
12609:  Czy macie na to szczęście?
12611:  Oczywiście.
12612:  Kilka biznesowych rzeczy.
12614:  Ktoś z dronów chciał się spotkać?
12615:  Nigdy nie mówię o tym.
12616:  Nie, nie mówimy o tym.
12618:  Również... Kilka moronów zagrożono lęcznikiem.
12620:  Więc?
12643:  Horseshoe Overlook.
12644:  Dutchowi już chyba trochę przeszło.
12646:  Znowu ma błysk w oku i widać, że składnie myśli.
12648:  Wszystkim chyba nieco poprawiło się samopoczucie Mimoblaku, oto i całego tego bałaganu.
12655:  Mess podkreślony.
12658:  Ta kaligrafia jest przepiękna.
12660:  Chciałbym tak pisać.
12661:  No, nie ukrywam.
12661:  Chciałbym tak pisać.
12666:  Kiedy lektura?
12667:  Teraz lektura!
12670:  To jest kwintenzycja żywego świata.
12671:  Człowiek przyjeżdża do obozu, a tam cały czas ludzie robią coś innego.
12673:  Tutaj imprezują, gadają, kłócą się, a nawet przypominają... Tak!
12680:  Nie, jestem zachwycony tą grą.
12681:  Po prostu to, co się wspaniałe rzeczy dzieją.
12683:  Jeszcze kompendium zostało zaktualizowane.
12691:  Czemu nie mogę przeczytać opisu?
12693:  Chcę przeczytać opis.
12697:  Nie mogę.
12698:  Jaka wielka szkoda.
12701:  A może?
12703:  Nie.
12712:  To jest bardzo możliwe, że ta muzyka się pojawia też w wskazaniu na Shawshank, bo to znany kawałek operowy jest.
12717:  Nie pamiętam czy to jest Verdi, nie pamiętam.
12720:  Czy kiedyś się tego, kiedyś potrafiłem rozpoznawać utwory.
12724:  Czytamy list bezczelnie.
12726:  Będziesz miała przeprost karku.
12733:  Ładne, podoba mi się.
12736:  Czytaj.
12748:  Dziewczynku, byłam aż zabrzmiał twój głos.
12750:  Kazał mi przekroczyć morza.
12751:  Nie mam już nic.
12753:  W twych rękach mój los.
12754:  Brzmi jak Villanella.
12756:  Moja leafy jest cienka jak włos.
12762:  Ej!
12763:  Twej ziemi uczuć zmierzyć nie można.
12765:  Dziewczyną byłam, aż rozbrzmiał twój głos.
12768:  Dumny, silny i smukły jak kłos.
12770:  Nie, to nie jest wina, ale to jest triolet chyba.
12774:  diabli wiedzą.
12775:  Skradłeś mi serce, choć byłam ostrożna, nie mam już nic, w Twych rękach mój los.
12780:  Piękne Twe usta, oczy i nos, rozkoszy ma chęć, wprost bezbożna, dziewczynką byłam, aż rozbrzmiał Twój głos.
12786:  Twe sługi pełzają tutaj co noc, drwiąc z miłości, której ujrzeć nie można, nie mam już nic, w Twych rękach mój los.
12793:  Jedyna okazja, żeby słyszeć mnie czytającego poezję, to w trakcie grania w grę wideo.
12797:  Siedzę samotnie i piszę słów moc, choć targam mną tęsknota przemożna.
12802:  Dziewczynko, byłam, lecz rozbrzmiał twój głos.
12804:  Nie mam już nic, w twych rękach mój los.
12810:  Sztuka!
12815:  Poezja!
12818:  Prawdziwa sztuka w tej głupiej grze, tak jest!
12823:  Chcę odłożyć.
12827:  O, bardzo ładna tkanina.
12829:  Naprawdę, ja jestem bez przerwy przez coś w tej grze rozpraszany.
12834:  To jest przerażające.
12835:  Ja mam jeszcze attention span konika polnego, więc ja bez przerwy będę się czymś interesował tutaj.
12847:  W ogóle chodzą sobie wszędzie, to jest wspaniałe.
12850:  Co to jest za przedmiot?
12854:  O, Arthur, mój chłopie.
12855:  Mój kochany chłopie.
12857:  Co się dzieje?
12858:  Nic.
12859:  Nic w ogóle.
12860:  Po raz pierwszy w tygodniach... Nic.
12866:  Jesteśmy wolni.
12868:  Jesteśmy... wolni... do planowania swojego przyszłości jeszcze raz.
12876:  Mam nadzieję, Dudż.
12878:  Utrzymałeś wiarę, Arthur.
12893:  Oczywiście, że... O tak!
12905:  Możemy być piłsudskim jak na razie.
12907:  Domyślam, że to jest coś, co się odblokowuje.
12919:  Dostosuj.
12926:  To nie jest dobry pomysł.
12930:  To nie jest dobry pomysł.
12935:  Abraham Lincoln.
12937:  Broda rośnie.
12943:  Niesamowite.
12944:  Niesamowite, co tutaj się dzieje.
12951:  O!
12953:  Znajomy wygląd.
12954:  Bardzo dobrze.
12954:  To mi się podoba.
12956:  Enter.
12961:  Tak jest.
12963:  Bardzo dobrze.
12966:  Co tu się w ogóle dzieje?
12969:  Teraz wreszcie jesteśmy magiem prochowym.
12972:  Eee...
12977:  Okej, muszę się teraz ogarnąć.
12979:  Rozumiem, że te znaczniki tutaj to są questy.
12984:  Pierwszy quest to jest u wujek.
12987:  Wielebny Słonson to jest quest, który... Jaka przepiękna mapa!
12999:  Czy wy widzicie, co tu się dzieje?
13006:  Przecież to jest przepiękna mapa.
13015:  Do gara idź i na kawkę.
13016:  Jakiego gara?
13017:  O co wy mówicie do mnie językami?
13022:  Gdzie jest gar?
13030:  Gdzie jest gar?
13030:  Czy to jest gar?
13031:  Jadło?
13036:  Ty jesteś Arthur, prawda?
13067:  Podpalony.
13068:  Zdziku, witaj.
13068:  Potrawka.
13073:  Mniamuśna.
13074:  Jest i memiczna godzina.
13097:  Tak jest.
13098:  Mamy na tę okoliczność specjalne jamnicze emoji.
13104:  Boże, naprawdę mogę jeść kr... Nie, nie wierzę w to, co tu się dzieje.
13110:  To wygląda jak leczo.
13114:  JP Morgan, co ty robisz?
13116:  Znaczy, ja dobrze widzę.
13124:  Nalej kawy?
13128:  To nie jest to samo co herbata, ale... Anywho... Poziom szczegółowości w tej grze jest po prostu niewiarygodny!
13146:  O, a to jest... W trakcie jak JP Morgan mak prochowy pije, możecie się czaty zastanowić.
13152:  Czy sztuka w grze sprawia, że gry są sztuką?
13161:  Ciężka sprawa.
13168:  To jest taka scholastyczna dysputa, jak z tymi diabłami na końcu szpilki.
13176:  Czemu wylewasz kawę?
13181:  Podjódź?
13182:  Jak się masz?
13189:  Smakuje jak dobry kawień.
13192:  Jednym z wielkich przyjemności życia.
13194:  Łatwy błąd dla Ciebie, prawda?
13196:  Nigdy nie musisz włożyć twarzy na błąd.
13198:  O nie, nie to.
13217:  Podjudzenie nie działa tak, jak sobie wyobrażałem.
13220:  Porozmawiamy z wszystkimi w obozie.
13235:  Piękny sweter.
13239:  Musisz poobrażać Abigail koniecznie i to kilka razy.
13242:  To jest ten moment, kiedy się niepokoję.
13246:  Myślę, że zasługuje na... muliste mięso.
13247:  Damy jedną dojrzałą sarninę.
13274:  Dobrze.
13275:  Dwie.
13279:  Wstecz.
13283:  Okej.
13284:  Wytwarza ulepszenia.
13285:  Bardzo skomplikowane rzeczy.
13287:  Zresztą musiał to wszystko obczaić w którymś momencie.
13292:  Czemu nie mogę podjudzić Pearsona?
13300:  Nie mogę nic zrobić.
13302:  Bardzo zasmucające.
13306:  Zero telefonów, zero gier, po prostu zwykli ludzie cieszący się życiem.
13309:  Do czasu, aż im ktoś je odbierze.
13316:  Dzień dobry.
13319:  Jak się trzymasz?
13321:  Nie bardzo dobrze.
13325:  Przepraszam.
13325:  Będzie lepiej w końcu.
13331:  Okej, no to porozmawiamy później.
13332:  Dobra, Arthur.
13335:  Do jakich czarnych kropek mamy podejść?
13337:  A tutaj jest jakaś czarna kropka.
13383:  Teraz nikt mi przynajmniej nie może powiedzieć, że nie pracuję, jak odpoczywam.
13388:  Przestań pracować.
13389:  Teraz się enty zemszczą na nas.
13392:  Zdzichu, dziękuję ci serdecznie za trybut.
13394:  Oglądałem recenzję drugiego sezonu Wiedźminia odwiniona z brud kosmosu.
13397:  Czytąc argumenta za serialem.
13400:  Nie przyjmuję argumentów dotyczących serialu Wiedźmin i jego zalet, z tego względu, że on się po prostu nie sprawdza dobrze nawet samodzielnie, jeżeli go będziemy rozpatrywać poza uniwersum wiedźmińskim.
13412:  To po prostu nie działa, tam nie ma konfliktu dramatycznego.
13415:  Dokładnie ten sam problem ma Matrix, nawiasem mówiąc.
13420:  Rozwiniesz postać, to warto to robić?
