🔴 Jedi, który gapił się na kozy | JEDI: FALLEN ORDER Livestream #2
🔗 https://www.youtube.com/watch?v=ga7G53uCoiE

14:  Zasmucające informacje są zasmucające.
13388:  Ten motoryzm powinien pomóc.
13389:  Jak się czujesz?
13389:  Musi się teraz odwiedzić.
13390:  Dave Filoni...
13406:  Fan serwisuje bardzo mocno.
13411:  I gra bezpiecznie.
13413:  A tutaj trzeba byłoby grać niebezpiecznie, tak?
13416:  Okej.
13418:  Nic nie... A, już wiem, co możemy zrobić.
13420:  Dobra, po to to było.
13423:  Okej, okej.
13425:  Teraz moglibyśmy wrócić na Kashyyyk, hehe.
13430:  Czy przybudzenie mocy jest dobrym... Nie.
13433:  Moim zdaniem nie.
13434:  Moim zdaniem cała, cała trylogia nowa disneyowska jest do wyrzucenia do kosza.
13439:  Nie ma tam żadnych postaci, które mnie interesowały w jakikolwiek sposób.
13445:  Rey miała potencjał, tak, mówiłem poprzednio, ale wciąż.
13461:  Dobra, koniec tego dobrego.
13465:  Nie, nie.
13476:  Uwielbiam, uwielbiam to, uwielbiam jak nie reaguje ten pieprzony robot, żeby nas uleczyć.
13482:  Andor, zobacz, jak będzie w całości.
13488:  Ja się obawiam, pisze Król Dżumiel, że Dave Filoni i Disney nie mogą sobie już pozwolić na ryzykowną grę, bo nowa trylogia podpiła sprawę.
13493:  Tak, to jest strasznie smutne.
13497:  Strasznie smutne.
13502:  Czy ja mam rozumieć, że teraz będziemy musieli... O Jezus Maria, tak.
13507:  Musieli znowu zrobić to samo.
13516:  O bogowie.
13521:  O bogowie.
13530:  Miała być jeszcze robiona trylogia przez, haha, Ryana Johnsona.
13534:  Na szczęście się z tego wycofano.
13544:  Obi-Wan?
13545:  Tak samo bardzo negatywnie go oceniłem, bardzo.
13547:  Bardzo mi się nie podobał.
13551:  Jeszcze tam jest parę bzdur zrobionych, to znaczy, gdyby księżniczka Leia znała Obi-Wana wcześniej, to by powiedziała do niego zupełnie co innego w Nowej Nadziei.
13561:  Znaczy, nie mówiłaby, że ojejej, to jest ten generał z okresu Wojen Klonów, tylko troszeczkę więcej dopowiedziała na jego temat.
13569:  Dobra, dziękuję.
13578:  O to chodziło.
13582:  O, to chodziło.
13588:  Tak!
13594:  Dobrze.
13597:  Dobrze.
13601:  Ewan McGregor był oczywiście jedyną dobrą rzeczą w całym Obi-Wanie, ale zadałbym wam pytanie, co zmienił ten serial?
13610:  Nic nie zmienił ten serial.
13611:  Absolutnie.
13612:  Ani ta historia nic nie wprowadziła nowego, ani nie rozwinęła świata w żaden sposób.
13617:  Miał fajne spotkanie z Vaderem, ale wiecie, coś takiego można zrobić w formie animacji fanowskiej, która by pokazywała dobry pojedynek.
13625:  Nie wycofano się z trylogii Johnsona, a została odroczona, m.in.
13629:  przez pracę nad sequelami Knives Out.
13632:  To nie jest dobra wiadomość.
13634:  Pracuje nad fanowskim filmem, pisze Judd Stop Motion, osadzonym w czasach Clone Wars, który będzie siedział na jednej planecie i ją rozszerzał oraz zbudowywał, dzieląc na kraje.
13642:  To okej pomysł?
13642:  Tak, pewnie, bardzo dobry.
13646:  Lord Kwizytor, dzięki za wsparcie od 9 miesięcy.
13647:  49 lat skończone, powód zdrowionka.
13650:  Moi kochani!
13652:  Moi kochani!
13652:  Czy dostaniemy jamnicze, urodzinowe torty na czatach dla Lorda Kwizytora?
13657:  Ja myślę.
13659:  Ja myślę, zwłaszcza, że to szlachetny wiek.
13665:  Okej, czy to jest...?
13676:  Artorius, dzięki za trybut.
13678:  Oglądając ten kanał, wpadłem na pomysł stworzenia gry, w której bohaterem byłby i straciłem.
13682:  Krzysztof, pożerający jamniki lub zabijający je kopniakami.
13685:  Artorius, mam wielką prośbę dla ciebie.
13688:  Do ciebie.
13688:  To znaczy... Nie zabijajmy jamni.
13693:  Jak już wiele razy wam tłumaczyłem, jamniki są dyskryminowane w kulturze, traktowane w sposób niegodny i bez zrozumienia.
13701:  Jamniki się kocha, a nie je.
13704:  Absolutnie.
13708:  Nie można zjadać jałmików, a tym bardziej kopać.
13712:  Uchodynia 125 mówi na ten temat wszystko.
13718:  Autentycznie przez przypadek go skontrowałem.
13723:  Aim higher!
13724:  Aim higher?
13724:  Naprawdę?
13725:  Bleed for me!
13746:  Odcięcie zasilania.
13752:  Johnson to zdolny reżyser, który gdyby nie był ukrępowany ramami i narzucony im przez Disney, mógłby zrobić coś ciekawego w tym uniwersum.
13757:  Zgadzam się, Mikołaju.
13759:  Ja zawsze będę powtarzał.
13761:  The Last Jedi jest świetnym filmem pod względem kinematograficznym i beznadziejnym filmem, jeżeli chodzi o rozwój świata.
13769:  A nad rozwojem świata właśnie powinien czuwać ktoś, kto byłby jakimś lormistrzem ze strony LucasArts czy podobnego.
13779:  Huh.
13782:  Czy jeżeli zrobię tak, to... Aaa... Da się!
13791:  Da się!
13799:  Najgorsze to, co robili na Wrabaty Legę, to retkonuje wszystko, co osiągnęli bohaterowie oryginalnej.
13802:  Tak.
13808:  Niszczycielskie środki.
13811:  Pasjonujące.
13813:  Może to mleko Luke'a Skywalkera, tak.
13816:  Generalnie fakt, że Mark Hamill najbardziej krytykował trylogię disneyowską, wiele mówi.
13826:  Natomiast to mi uświadamia, że powinienem zrobić jakiś film, w którym bym się wypowiedział dłużej na temat Gwiezdnych Wojen, bo to jest ważne dla mnie uniwersum i bardzo poleję nad tym, jak to wygląda.
13838:  Wiecie, że ta ręka zostałaby wyrwana ze stawu w normalnych okolicznościach?
13841:  Ale Krzysztof, jak możesz mówić o realizmie w świecie, w którym ludzie mają świetliste miecze?
13849:  To jest... ten świat nie istnieje.
13858:  Czy jamniczy magowie są podwójnie dyskryminowani?
13861:  Znacie, znacie moją odpowiedź.
13863:  Znacie moją odpowiedź.
13865:  Co możemy zrobić teraz?
13867:  Można mieć jakieś nudne umiejętności typu uderzenie ze sprintu, zadkowanie po szybkim uniku, błyskawiczny kopniak, opóźniona kombinacja.
13880:  Dobrze, zrobimy to.
13882:  Tu będzie nazwa.
13882:  Dzięki za sporty od trzej miesięcy.
13884:  Nie będzie podpomniał nawig i wieków spaczeń.
13886:  Czy lubię balet lub gimnastykę?
13887:  Najlepszy balet, jaki w życiu widziałem, to było w Metropolitan Opera w Nowym Jorku i to był Prokofiew, Romeo i Julia.
13896:  Muszę powiedzieć, że pierwszy raz w życiu miałem coś takiego, że taniec odbierałem jako opowieść.
13902:  Tak oni to zagrali niesamowicie.
13905:  Swoją drogą też wtedy poznałem, że mogą być instytucje typu opera czy filharmonia i tak dalej, które mają bilety za dosłownie dolara, czyli nie wiem, na nasze będzie 5 złotych czy 4 złote i za 400 dolarów albo 1000 dolarów dla snobów, tak?
13920:  Da się, da się.
13928:  Ciekawe, czy na wykładach też to rand.
13929:  O, wiele razy.
13930:  Przecież to było zabawne, jak Olga dostała Nobla, to prowadziłem wtedy zajęcia z teorii literatury na wydziale i każdy student, który przychodził do sali, mówił, mam bardzo złą wiadomość.
13946:  Bardzo złą wiadomość.
13949:  Olga Arczuk dostała Noble.
13952:  Każda osoba to usłyszała i to było tyle zabawne, że wtedy dużo ludzi by się spóźniło na zajęcia, więc miałem okazję powtórzyć to jakieś 40 razy.
13962:  Więc tak, tak.
13963:  A potem wyjaśniałem, dlaczego jest to taka bardzo zła wiadomość.
13971:  Uuu, blisko, blisko!
13976:  No i też zwykle jak wejdę na temat właśnie Gwiezdnych Wojen, czy czegoś w tym stylu, o tak, to długo mogę mówić.
13984:  Jak mnie irytują ludzie z tłumu, to jest film o kosmicznych czarodziejach, więc nie należy brać niczego na poważnie.
13988:  Oj tak, Michale.
13988:  Cal Kestis.
13991:  Jak przewidywalny.
13999:  O tak.
14000:  Znam twój imię.
14000:  Twój przeszłość.
14000:  I najważniejsze, o Cordova.
14002:  Powiedz mi.
14005:  Gdzie on ukrywał Holokrinię?
14007:  Niesamowite.
14011:  Przeżyłem znacznie gorsze.
14019:  Tu!
14034:  Nie możesz uciekać na zawsze.
14042:  Patetyczny.
14043:  Nie możesz mnie zniszczyć.
14053:  Tutaj, Petey!
14101:  Ej!
14120:  Co to?
14121:  Co to za... Co to jest?
14124:  Oszukaństwo!
14130:  BD-1 nas uratował!
14134:  Wygrasz.
14135:  Nie tak złożony jak ostatni nauczyciel Seera, ale nie złe.
14137:  Mówiłaś, że trzymasz liczbę.
14138:  Cieszę się, że nie powiedziałaś.
14142:  Seera nigdy nie trzymała sekretów.
14145:  I wiesz ją tak dobrze, co?
14151:  Nie powinna była tego robić.
14154:  Nie pozwolę, żebyś mnie zmanipulowała.
14157:  Jesteś pewien?
14181:  Gdy spotkała się z wyborem, aby zabezpieczyć siebie lub swojego padajnika, wybrała sobie zainteresowanie samotnością.
14188:  Zabierze cię też.
14192:  Cóż, mogę sobie z tym poradzić.
14195:  Czy możesz wziąć tę szansę?
14198:  Twoja nowa mistrza obchodzi wielkie ciemności.
14202:  Gdy widziała, co mi zrobiły, jak jestem teraz...
14207:  Odwróciła się, wyjaśniając jej prawdziwą naturę.
14210:  Użyła ciemnej strony.
14212:  Zatknęła się od siły.
14215:  O?
14215:  Jak długo, zanim zniszczy i zniszczy cię też?
14218:  Kto to jest, kto chce za tobą, kiedy znajdziesz Holokroma?
14226:  Co powiedziałby Jaro T'Pol?
14228:  Nie masz prawa wspominać jego imię.
14230:  Zastanawiam się, co myśli, gdyby mógł zobaczyć jego Padawan teraz, skulkiwany w tłuszczach z utraconiem, zapewniając jej dostęp do legionu impresjonalnych uczniów.
14243:  Nie.
14243:  Nie pozwolę nikomu dotknąć ich.
14245:  Pomyślałam o tym samo.
14262:  Rzeczy się dzieją.
14265:  Druga siostra wyjawiła, że niegdyś nosiła imię Trilla i była padałanką, jak kto woli powierzoną cerę.
14273:  Poddana torturom, mistrzyni zdradziła Imperium Kryjówkę swojej uczennicy, przez co Trilla trafiła do niewoli i przeistoczyła się w inkwizytorkę.
14282:  Jak denerwuje was, a widzę, że was denerwuje, to że YouTube ma ostatnio taką cudowną funkcjonalność, że jak się wstawi emoji, to usuwa całą wiadomość, nie żartuję, to wstawcie spację pod tej emoji, wtedy się zachowa wiadomość.
14297:  Bardzo słusznie i przytomnie ktoś na chatach powiedział, że kiedyś Qui-Gon Jinn też był oddzielony taką barierą i mu to nie pomogło.
14307:  Ale ja liczyłem, że będziemy mieli jakąś dłuższą konfrontację z siostrzyczką.
14315:  Tak, sądziłem właśnie, że mądrze będzie wyłączyć ten miecz.
14318:  Tak.
14322:  Ale wiecie, to jest niesamowite, bo YouTube ostatnio... Już nawet ktoś mi mówił, o, Krzysztof, co sądzisz o tym, co YouTube robi?
14329:  Niech YouTube się skupi na tym, żeby działało to, co działało wcześniej, a potem wprowadzi innowacyjne ulepszenia.
14338:  Dzięki którym filmy, które były do tej pory w kwadratowych ramkach teraz są... w zaokrąglonych... Jezus Maria!
14352:  Cóż za wspaniała decyzja!
14355:  Jak ja nie znoszę takich rzeczy!
14357:  Po co?
14363:  Teraz będą okrągłe przyciski!
14374:  Jak jesteś zainteresowany, Balrog, tym, dlaczego wyciszam nazwisko... ...trolgi Arystii Karczuk, zwanej także snoblistką, są dwa filmy na ten temat na kanale.
14383:  Polecam.
14384:  Wyjaśniam tam bez złośliwości, jakie są moje motywacje.
14390:  Generalnie rzecz biorąc, żeby mi się narazić, wystarczy albo być snobem, albo negować naukę.
14401:  Grabka pisze, że nawet nie zauważył tych zmian na YouTubie.
14404:  No ja zauważyłem, ponieważ zmienił się bardzo interfejs wgrywania filmów.
14412:  A tam przesadzacie!
14413:  Żadnych złośliwości nie ma w filmach o Arystu Karczuk.
14416:  Żadnych!
14420:  Wyważona krytyka.
14421:  Heh.
14421:  Hm.
14431:  Znowu ruiny, zagadki.
14432:  Czyli do inkwizytorów w Star Wars ma sens?
14434:  Już się przyzwyczaiłem do tego Xavier, bo jest tyle bzdur wprowadzonych przez Disneya, że to już... Już biorę tych inkwizytorów.
14444:  Na telefonie YouTube się co chwilę to zmienia, a to prawda.
14447:  Wyważona krytyka my ass, proszę.
14449:  Degresywnych mig.
14453:  Jakie to jest piękne!
14459:  Nieee, ale lokacje tu są naprawdę pięknie zaprojektowane, mówcie co chcecie.
14463:  To wygląda w ogóle jak kaplica, która mogłaby być w Diablo.
14467:  Nie ma dowodów na to, że filmy o trollze są złośliwe, absolutnie.
14471:  Jestem Motionless, pisze, a ja bym ci powiedział Krzysztof, że lubię sobie banga, toż się tobie zarażam.
14475:  Nie, po prostu wzbudzasz moją... moje zainteresowanie połączone z bezbrzeżnym zdumieniem.
14483:  Znalazłem to.
14484:  Znalazłeś to?
14484:  Bo ona jest kłopotem.
14485:  Znalazłeś to?
14485:  Bo ona jest kłopotem.
14486:  Znalazłeś to?
14487:  Bo ona jest kłopotem.
14488:  Znalazłeś to?
14489:  Bo ona jest kłopotem.
14490:  Znalazłeś to?
14491:  Bo ona jest kłopotem.
14494:  Znalazłeś to?
14494:  Bo ona jest kłopotem.
14497:  Znalazłeś to?
14498:  Bo ona jest kłopotem.
14498:  Znalazłeś to?
14499:  Bo ona jest kłopotem.
14499:  Znalazłeś to?
14500:  Bo ona jest kłopotem.
14500:  Znalazłeś to?
14501:  Bo ona jest kłopotem.
14501:  Znalazłeś to?
14502:  Bo ona jest kłopotem.
14503:  Znalazłeś to?
14503:  Bo ona jest kłopotem.
14504:  Znalazłeś to?
14505:  Bo ona jest kłopotem.
14511:  Slicing encrypted transmissions was always a pastime of hers.
14516:  She taught me once.
14518:  There's no technique Ser has that I haven't perfected.
14528:  Fajnie byłoby, gdyby zrobili historię o tym, jak Wader moduł i wszystkie linki wizytorów by już spełnili swoją rolę.
14531:  Oj, to byłoby dobre, Tomeks, absolutnie się zgadzam.
14534:  Ja czekam, aż Amazon poprawi interfejs, pisze Karol.
14538:  To zabawne, jak często duże korporacje naprawiają rzeczy, których naprawić nie trzeba, zostawiają rzeczy, które naprawy nie wymagają.
14542:  To jest ciekawe, bo czytałem analizę robioną przez któregoś z ekonomistów, który twierdził, że gdyby Amazon zmienił interfejs, jako sklep oczywiście, to wówczas by spadły przychody.
14552:  I argumentują to tym, że duża część konsumentów jest zadowolona z tego, że ten interfejs już jest, jaki jest, ale jest przeźroczysty, działa szybko i można kupować szybko.
14561:  Plus jednak klientela, która jest amazonowa, to nie wszyscy są młodzi ludzie, więc zakłada się też, że część jest przyzwyczajona, starsza i tak dalej, i podobno właśnie dlatego tego nie zmieniają.
14572:  Ale nie wiem, jakoś Allegro sobie radzi i z drugiej strony, zauważcie, Allegro sobie radzi, ale Amazon przez to nie ma praktycznie wstępu na nasz rynek.
14587:  Dobra.
14601:  Próbowałem.
14602:  Chciałem zrobić to epicko.
14603:  Chciałem.
14604:  Próbowałem, nie udało się.
14606:  Filip Skowronek.
14607:  Dzięki za trybut, ale zaraz go przeczytam.
14608:  Dobrze.
14609:  Zaklone ramki są po to, żeby się nie kaleczyć na kanta.
14612:  Przepiękne.
14614:  Dzięki ci za trybut.
14617:  Amazon ma średni UX i UI, Allegro robi o wiele rzeczy o wiele lepiej, pisze S88A.
14623:  Zgadzam.
14626:  Allegro jest dobrze zaprojektowane.
14628:  Estetyczne, działa, to jest najważniejsze.
14631:  Michał jeszcze pisze, że to tak z telefonami była wielka rewolucja, w której wprowadzili kwadratowe ekrany, a potem w nowej wielkiej rewolucji zrobili zaokrąglone ekrany.
14638:  Tak.
14641:  Ja do Amazona się przyzwyczaiłem tylko dlatego, że kupowałem książki na Kindle'a.
14650:  Dlaczego?
14650:  Dlaczego BB1 się... Co to jest?
14657:  O Boże drogi!
14660:  Ja go znam.
14664:  Ale podobno jakoś się kontrowało go, nie pamiętam jak.
14668:  A już wiem jak.
14677:  Ale to już przestało działać.
14688:  Zabijemy go w tradycyjny sposób.
14690:  Właśnie miałem wrażenie, że celuję tym Force Pushem i to nic nie działało.
14701:  Właśnie.
14725:  Zimne.
14727:  To Force Pushem jak ładuję działo, okej.
14729:  Jak będziesz miał Macallan-em, to zrobisz degustację.
14732:  Nie robię takich rzeczy, ale Tomasz Miller robi.
14735:  Dziękuję wszelaku, Kaczoki, za trybut.
14737:  Tomka Millera bardzo polecam, jeżeli chodzi o jego kanał na temat whisky.
14741:  Są rasy wrażliwe na moc, które są jak biotinkwicy, to chociażby.
14744:  No tak, no to wtedy to ma sens, a przeludnie hał.
14748:  Ja generalnie mam duży problem z serialami, które nie mają dobrego pilota.
14751:  Jeżeli pilot mnie znudził to nie jest dobrze.
14803:  Też słyszałem, że później się robi dobrze, więc dlatego mam taki plan z Andorem, że poczekam aż wyjdzie w całości.
14809:  Nie ma kuli, szpieguli, co teraz?
14814:  No dupa moi drodzy.
14873:  Dobrze, chciałbym odpocząć.
14884:  Są odróżnienia Sitha od Inkwizytora.
14889:  Generalnie ja bym to powiedział i wyjaśnił w ten sposób, łopatologicznie, że to jest trochę tak, jakbyśmy porównali ze sobą rycerza do maga, tak?
14901:  Rycerz to jest ten przydupas, który ma szlachtować, a mag wie rzeczy.
14906:  Więc tak samo jest z sifami.
14908:  Wiedzą rzeczy, są świadomi mocy i tak dalej, i tak dalej.
14910:  Inkwizytorzy mogą się nauczyć tylko do pewnego stopnia czekać, więc powiedzmy taki paladen dla inkwizytora to jest max.
14926:  Jezus Maria!
14929:  Nie chciałem tego zrobić!
14932:  Nie chciałem tego zrobić!
14934:  Wracaj!
14936:  Wracaj!
14940:  Coś poszło bardzo nie tak.
14945:  Jak mam zabrać tę kulkę ze sobą?
14947:  Jak?
14954:  Nie da się tego wziąć!
14980:  Ech...
14994:  Nie, ale naprawdę nie wiem, co tu się dzieje.
14999:  Okej.
15005:  Nie, ale serio mamy problem, bo są tylko dwie.
15011:  Trzeba odpocząć, to kulka wróci, no ewidentnie.
15018:  Dla mnie najprostszym rozdzieleniem, pisze Grabka, jest to, że Inkwizytorzy nie uczą się technik Sithów, tylko brać moc z ciemności, by używać technik nauczonych od Jedi.
15027:  To brzmi rozsądnie.
15034:  Dobra, na razie porzucam tamtą zagadkę.
15037:  Nie oszukujmy się.
15038:  Mój skaut zlokalizował artefakt interesu na brzegu tej świątyni.
15043:  Nawet teraz to studiuję.
15044:  Uczę się.
15051:  Chyba wygrywa się z tymi zespołami.
15056:  Być może wystarczająco, by ukryć Holocron w ich łóżkach.
15057:  Tak, zobaczymy, jak dużo się nauczysz.
15058:  Myślę, że próbuje uciekać.
15070:  Nie uciekaj!
15070:  Nie pozwól mu uciekać!
15071:  Nie mogę go dotknąć!
15072:  Petey, Stim tutaj!
15076:  Czemu ich nie mogę kontrować?
15077:  To jest pytanie.
15083:  Czemu ja ich nie mogę kontrować?
15091:  Dobra, dobra!
15093:  Czemu?
15094:  Czemu?
15097:  Dobra, jest jeden.
15111:  Hu!
15114:  Dobra.
15115:  Co tu się dzieje?
15122:  Co tu się dzieje?!
15128:  Nic, nic nie rozumiem.
15130:  Totalnie nic nie rozumiem.
15138:  Czemu jest tutaj tyle tych zniczy?
15153:  Ciekawe jest to, że Darth Bane mówił, że gdy u władzy będzie Sith, który nie uznaje zasadę dwóch, to zakon nie przetrwa.
15157:  Takim Sifem był Palpatine, to prawda?
