🔴 Somehow, Dachshund Returned | JEDI: SURVIVOR Livestream #1
🔗 https://www.youtube.com/watch?v=FPAyUrL6j2s

37:  Dzięki.
14356:  Z tego powodu okoliczni mieszkańcy nazywają je kolczakami.
14360:  Łatwo je pokonać, ale jeśli ktoś zostawi je w spokoju, nie są agresywne.
14365:  Kasztaniaki.
14366:  Wild life is thriving here.
14368:  Not anymore!
14369:  Tak, Roiven.
14370:  Absolutnie tak.
14371:  Pożerak jeszcze jest, moi drodzy.
14373:  Szybkie i zwinne pożeraki to gatunek rodzimy dla kobo, który nauczył się z nieubłaganą skutecznością tropić ofiarę i zapędzać ją w kozi róg.
14382:  Pożeraki zwane przez tubylców łowcami są niezwykle ostrożne i uderzają tylko wtedy, gdy są pewne trafienia, skacząc na ofiarę z otycznymi pazurami i głodnymi śmiercionośnymi kłami.
14394:  Czyli pożerak atakuje tylko wtedy, gdy jego ofiara ma ostre pazury i głodne, śmiercionośne kły.
14408:  Okej.
14408:  Czyli miałem to zabić.
14411:  Zemsty Sithów wycięli też walkę Qui-Gon Jina i Dalfa Mulla.
14414:  Naprawdę?!
14416:  Nie miałem świadomości.
14417:  Nie!
14419:  Czemu?!
14422:  Nietypowy silos.
14424:  Daruję wam czytanie o nietypowym silosie.
14427:  Już gdzie mam wyjść?
14430:  Tutaj i tak z nietypowego silosu nie jesteśmy w stanie skorzystać.
14434:  Kasztania kiedy była taka bajka?
14435:  Była, była absolutnie.
14437:  Tak było?
14437:  Nie zmyślacie.
14438:  Dobrze, mamy iść chyba w tę stronę, tak mi się wydaje.
14442:  Fee w dół.
14443:  Dół, dół, dół, dół, dół.
14445:  Co taka, co ta muzyka nagle jak w Desperados?
14448:  Musimy komuś jeszcze odciąć dostęp do TVP, a niestety nie możemy.
14460:  Otóż nie wiem.
14463:  Odkryto koryto.
14465:  Przepraszam.
14474:  Teraz... Au.
14478:  Czemu, czemu nie zadziałało pchnięciem?
14487:  Dobrze, teraz zadziałało.
14492:  Pięknie.
14495:  Takie rzeczy lubię.
14498:  Co sądzisz o zasadzie w zakonie dotyczącej zakazu przywiązywania się i związków, które rzekomo miałyby prowadzić do ciemnej strony mocy, bo przy takiej reakcji może się pojawić strach przed stradą?
14506:  Ja myślę, że absolutnie Sithowie mieli rację co do tego, że Jedi są zbyt dogmatyczni i to przywiodło ich do zguby.
14514:  Zdecydowanie raczej należałoby myśleć o naturalnym zestrojeniu z mocą.
14519:  I sądzę, to jest już moja tylko hipoteza, że to było kiedyś dostępne, zanim pojawił się rozłam Jedi Sithów.
14529:  Okay, okej.
14533:  Cut Bane?
14534:  Nie lubię.
14536:  Diby nas mniej lubiane przeze mnie postaci w Clone Wars.
14539:  I'll hunt you down and kill you myself.
14543:  Kto to pisze, że chcą czytać o nietypowym silosie?
14545:  Czy mamy tutaj nietypowy silos?
14548:  Otóż nie mamy, moi drodzy.
14552:  Nietypowy silos.
14553:  Ten ogromny, górujący nad placówką i doliną silos stanowi tajemnice dla mieszkańców Azylu Wędrowca, którzy wiedzą tylko, że został zbudowany jakiś czas temu przez dziwnego, pustelniczego poszukiwacza.
14567:  Nikt nigdy nie odważył się zajrzeć do środka nietypowego silosa.
14573:  Pierwszy Jedi przed rozwojem korzystali z mocy, a nie ze strony mocy.
14576:  Dokładnie tak, dlatego szarzy Jedi to baza.
14583:  Ewentualnie bardzo potężni Sithowie.
14587:  Też jestem za.
14589:  Czy ten mrówkojad może zostać przez nas zabity?
14591:  Otóż nie.
14595:  Oknisko.
14597:  Szybko, szybko, szybko, szybko, szybko, szybko, szybko, szybko, dobrze.
14603:  Zajrzyjmy do środka nietypowego silosa.
14605:  Myślę, że to jest nieuchronne, moi drodzy.
14607:  Na razie tylko musimy stwierdzić, gdzie mamy iść, bo to jest coś, czego ja nie wiem.
14611:  Okej, idę w dobrym kierunku, no nie do wiary.
14614:  Czy to jest warsztat?
14615:  Tak.
14619:  Czy oglądałem Holocron Dakana?
14621:  Nie wydaje mi się.
14622:  Czy to jest jakiś kanał?
14624:  To jest ten film o pierwszym Jedi, to zarabiają legendy, oby.
14628:  Ale wiesz, Gris, to zależy od tego, kto to będzie robił.
14631:  Bo jeżeli to będzie w jakimkolwiek stopniu nadzorowane przez Kathleen Kennedy, to możemy mieć pewność tylko jednego, to znaczy, że to będzie kupa.
14639:  Znaleźłeś się szczęśliwy, że nie możesz pachnąć.
14662:  Moi drodzy, jesteśmy w Wilgotnej Grocie.
14665:  Mmm... Co tutaj jest w Wilgotnej Grocie?
14674:  Nie wiem.
14676:  Mówiłeś, kolokwialną nawet polecałeś?
14678:  Polecałem wściekłe wąsy.
14688:  Otóż mądrze zrobiliśmy.
14699:  No i co?
14700:  Czy tutaj coś możemy uczynić, czy nie bardzo?
14703:  Tutaj możemy się w sposób kreatywny zabić na przykład, to na pewno.
14709:  Okej.
14710:  Czyli nie, szedłem w dobrym kierunku.
14713:  To się rzadko zdarza, bo nie, nie... Okej.
14715:  Aaa, przeciwnik.
14725:  Odłamki priorytetowego priorytu.
14729:  Nie wydaje się wam, że powinniśmy tutaj móc doskoczyć?
14732:  Co słynne ostatnie słowa.
14737:  Zakładam, że jednak nie.
14740:  Zdobyliśmy przynajmniej priorytetowy prioryt.
14744:  Priorytetowy prioryt jest priorytetowy.
14748:  Aaa...
14752:  Czy tutaj też można mieć czerwony miecz po przejściu gry?
14754:  Oby.
14755:  Oby, oby.
14757:  Mmm... Okej, to nie działa.
14771:  To działa!
14774:  Po ścianie trzeba często łazić.
14776:  Zauważyłem z dużym smutkiem, moi mili.
14778:  No.
14784:  Biotekę Ossus bardzo lubiłem jako kanał Star Warsowy.
14787:  Czy oni mają też wersję YouTube'ową?
14789:  Chyba mają.
14796:  Bo znałem Biotekę Ossus w wersji analogowej, chociaż cyfrowej.
14801:  Tekstowej, umówmy się.
14803:  W postaci encyklopedii.
14805:  Bardzo często z tego korzystałem.
14810:  Ja wiem, to był zawsze straszny bullshit, że Jedi nie mogli się zakochiwać, ponieważ, no, z drugiej strony celebrowali miłość, prawda?
14820:  Mogli się zakochiwać, ale nie mogli wchodzić w związki, więc na jedno wychodzi.
14824:  Osus jest już na YouTubie?
14826:  No proszę.
14832:  Muszę zobaczyć.
14833:  Mają kanał i nawet grają w tę grę.
14835:  No ja myślę.
14838:  Nie jest tak, że często wychodzą gry z uniwersum Gwiezdnych Wojen, co jest nawiasem mówiąc też słusznym zarzutem, który podnoszono w stronę EA, no bo jak można mieć taką markę i równocześnie nie wypuszczać gry za grą?
14851:  Bloodged mówi, że tam jest dziura.
14854:  Gdzie wy macie dziurę?
14858:  Nieee!
14860:  Nieee!
14865:  Stój!
14867:  Stój.
14870:  Co?!
14874:  Nie dojdę!
14876:  Czemu on nie doszedł?
14878:  Skandal.
14886:  Bardzo mnie denerwuje to, że cały czas dostajemy jakieś dziwne rzeczy, które się nazywają złomowisko.
14893:  Obi-Wan też miał swoją miłość, tak?
14895:  Jak ona się nazywała?
14896:  To była... O Jezus Maria.
14898:  Oglądałem to trzy dni temu.
14901:  Królowa z... Królowa?
14903:  Duchessa?
14904:  Z Mandaloru?
14905:  Coś takiego.
14907:  Przecież nie pamiętam, jak się nazywała.
14908:  Na T. Och!
14912:  Jej zarabia więcej na... Satin!
14913:  Mówiłem, że na T!
14914:  Mówiłem, że na T!
14917:  Jej zarabia więcej, pisze Dariusz, na grach mobilnych z Uniwersum Star Wars niż komputerowych.
14921:  Dlatego jak...
14923:  gry mobilne i propsy dla dobrych gier, które są mobilne, bo Genshin Impact pokazuje, jak można zrobić dobrą grę mobilną, która nie wkurza ludzi, którzy nie są graczami mobilnymi wyłącznie.
14935:  Dobrze, ale tam coś było, moi drodzy.
14939:  Satiny to jest idealny casting do Cate Blanch... O Jezu, tak!
14942:  Absolutnie Cate Blanchę, bo świetnie zagrała Satin.
14949:  Trochę dziwne jest to, że tutaj zakazywali związku, a nie obowiązywał celibat.
14952:  Bo wiecie co, tak zjebana rzecz jak celibat może być tylko w naszej rzeczywistości.
14960:  Chyba tędy.
14971:  Ani to zabawne było, ani to miłe było.
14977:  To jest naprawdę nie tak z tym naszym skokiem.
14985:  Ale jej zrobiło do The Sims 4 Jenny Dbatua.
14992:  To dobrze.
14995:  Ventress ukochana Obi-Wana.
14998:  Okej, czegoś nie wiem.
15004:  Aktywuj.
15005:  Czy to jest skrót?
15008:  To jest skrót!
15010:  I nawet wiem, że stamtąd przybyliśmy.
15018:  Gdybym zrobił historię o Biłanie jako miłość do Satyn, to by mogło zadziałać, a nie to, co mamy, prawda?
15024:  Odsłonięte żebra olbrzymiego stworzenia.
15027:  Ślad na strukturach kostnych wskazuje, tak, wskaźnik myszy, że truchło zostało oskubane z mięsa przez jakiegoś żarłocznego drapieżnika.
15038:  Zapewniam ten, który równocześnie, żeby udowodnić, że jest mięsożercą, jadł psy.
15044:  To w nawiązaniu do naszego poprzedniego wątku.
15046:  Odpocznijmy.
15048:  Techniczne rzecz biorąc, to właśnie celibat mieli, pisze rudy list.
15050:  Celibat to nie źluby czystość, tylko zakaz sformalizowanych związków.
15052:  A, to tego nie wiedziałem, proszę bardzo.
15055:  Myślałem, że to jest tożsame.
15056:  No człowiek się cały czas uczy.
15061:  O, patrzcie na tę śniegówkę.
15063:  Ile ta gra czerpie solców?
15064:  Nooo, pewne elementy, głównie ogniska.
15069:  Okej, szczątki poszukiwacza, no straszne, emocjonujące.
15078:  Czy tu będzie jakaś walka?
15099:  Rankor, o nie!
15100:  Au!
15128:  Co to?
15128:  Co to za jednym zamachem?
15132:  Jakim cudem!
15135:  I znowu nie wiem, gdzie iść.
15137:  I znowu nie wiem, gdzie iść.
15138:  Chyba tędy.
15141:  Qui-Gon też był w związku?
15145:  Troll Avada Kedavra, właśnie!
15147:  Czemu nie mamy?
15151:  Zawsze pójdę w złą stronę, to jest niesamowite.
15174:  A, to ten ananas.
15178:  Au!
15178:  Jezus Maria!
15182:  Czy to jest jakaś katastrofa?
15188:  Boże, drogi.
15190:  Znowu pójdę w złą stronę?
15191:  Tak.
15198:  Przecież uniknąłem!
15214:  Dobre, dobre.
15215:  A tak naprawdę to nie.
15220:  Może teraz nam gra da.
15228:  Co się dzieje z tymi unikami tutaj?
15233:  Kiedy mam tego użyć?
15246:  Już nie będę tu nikał, tylko będę go parował.
15260:  Jezus Maria!
15268:  Mam wrażenie, że mamy troszeczkę za mało zdrowia jak na tę walkę.
15273:  Czy mam jakiś punkt umiejętności wolny?
15276:  Nie mam.
15280:  Eee, nie mam.
15290:  Au.
15291:  Au.
15299:  No i teraz jesteśmy na jeden cios.
15304:  Mówiłem?
15315:  Trzeba byłoby mieć więcej tych... Nie możesz w niego rzucać mieczem?
15322:  Nie, to kosztuje staminę.
15324:  A poza tym zasięg rzutu mieczem jest zbyt krótki niż zasięg jego łapsk.
15332:  Dramat.
15344:  Nie zadają mu obrażeń kontry.
15346:  Okej.
15386:  Kolejny Stim.
15428:  Gryza słyszała o tym.
15430:  Poczeka na jego drzwi.
15433:  Kamil Greenberg, dziękuję za trybut.
15434:  Krystyna Majówna spowodowała flashbacki z czubówny i mana.
15439:  A to było, było w Wiedźminie, oczywiście.
15441:  Winkwing, mam teraz takie marzenie, żeby ustrzec Krzysztofa w takiej grze.
15444:  O, ja chętnie, chętnie bym zrobił jakiś voice acting, absolutnie.
15451:  Wszystko kwestia wyczucia uników, ale lubię takie rzeczy.
15455:  Fajna walka.
15457:  Udało się.
15465:  Co myśmy dostali?
15466:  Czy to jest zwiększenie szmocy?
15469:  Czy to jest zwiększenie szmocy?
15474:  Odkryto atut.
15477:  Okej.
15478:  To jest znowu nowa mechanika.
15480:  Rozpoczyna z trzymania dostępnymi miejscami na atuty.
15482:  W miarę rozwoju postaci możesz odblokowywać kolejne miejsca.
15485:  Szczególnie potężne atuty mogą wymagać wielu miejsc.
15491:  Od tym można zmienić w dowolnym momencie gry w sekcji atuty.
15494:  Menu zdolności.
15495:  O Boże, bardzo skomplikowane.
15498:  Menu zdolności.
15499:  Atuty.
15502:  Rozbicie.
15503:  Ataki skutecznie przełamują gardy wrogów.
15504:  Ale fajne.
15506:  Dobrze.
15506:  Zresztą jako uczony z Oxenfurtu nie pogardziłbym.
15512:  Już walka truna.
15513:  Kiedy wrócimy do gier, są software, dopiero będzie DLC do Elden Ringa.
15516:  Dokładnie wtedy, Kubo, dokładnie wtedy.
15523:  Good.
15525:  Good.
15525:  Pierogi spam.
15527:  Request o wyższy poziom trudności.
15528:  Nie, ponieważ on doprowadza do absurdu kontrę.
15531:  Kontra w tej grze jest najgorzej zaprojektowanym elementem.
15536:  Od samego początku tego nie poprawili, więc... Gdyby to dotyczyło na przykład siły przeciwników, czegoś spoko, ale w momencie, w którym dotyczy to...
15546:  koszmarnie zrobionej mechaniki, to... Blech.
15549:  Koldry to są dobrze zrobione w Sekiro, bo tam rzeczywiście się tego, tego nauczyć.
15552:  Czekajcie, ale czy ja czegoś nie wiem?
15554:  Tutaj coś się wyświetla.
15555:  Co to jest ten... O, o, o, o. A, punkt medytacji, okej.
15561:  Dobrze, tutaj możemy teoretycznie jeszcze przejść, jak wyjdziemy na zewnątrz.
15566:  Trzeba wyjść na zewnątrz.
15570:  O...
15572:  Zjadłabym pierogi, przygato, nefis, coś w tym jest.
15577:  Pierogi są pyszne generalnie rzecz ujmując.
15579:  Czy ja mogę tędy przejść nie bardzo?
15583:  Tak!
15587:  Potrzebuję mnie w czasie tego, żeby otworzyć herbatniki.
15588:  Jak oni je pakują, to jest skandal.
15590:  Jest to prawda.
15591:  Pakują je na złość, żeby człowiek wolniej był w stanie pozyskać herbatniki.
15596:  Dobrze, musimy iść tutaj.
15598:  To idźmy może tam, gdzie nas kieruje gra, bo i tak w większości z miejsc nie odwiedzimy w tej chwili, ponieważ są przed nami zablokowane.
15605:  Kamienirujczy pieróg.
15611:  Oj, brakuje Wiedźmina.
15612:  Nieprędko zagramy w Wiedźmina IV, moi drodzy.
15619:  Niestety.
15620:  Okej, jesteśmy w dobrym miejscu.
15622:  To jest jakaś wioseczka.
15624:  Pewnie tutaj być jakieś 15 bombilionów znajdziek.
15631:  Czy ta roślinka da nam nasienie?
15632:  Nie.
15637:  Zresztą te same...
15640:  Farmy wiatrowe, co na Tatooine.
15642:  W ogóle bardzo, bardzo dużo cytatów wizualnych.
15645:  Fajnie.
15648:  Tutaj się nie da wejść, naturalnie, naturalnie.
15661:  O, to było w trailerze.
15664:  To się pewnie czyci napis, pewnie tak, zaraz pokim.
15675:  Zostaw go.
15682:  To... nie możemy zrobić.
15688:  Ta... rzecz... przysłała nam bezpłatny relikt.
15693:  Klucz, o którym szukaliśmy!
15711:  Bardzo, bardzo polecam jakąś terapię gniewu rzeczy.
15719:  Ja się denerwuję, ale nie aż tak na przedmioty nieożywione.
15727:  Człowieku, ty... wkurujesz nad tą biedną żabą!
15732:  Zostawcie żabę!
15741:  Dobrze!
15746:  Adam Smasha, czy to ty, pisze Kingiem z 507 miesięcy, prawda?
15751:  Niezłe dziecko.
15753:  Przypomnijmy naszym przyjacielom, dlaczego jego ludzie powinni być śmierdzi.
15756:  Niezłe!
15792:  Łuhuu!
15792:  Ależ młynek jest przepiękny absolutnie.
15807:  Au.
15808:  Au.
15823:  Imponujące.
15823:  Kiedy będziesz chciał wybrać walkę, to przechodzisz przez nas.
15829:  O, jak miło widzieć jednego z twoich rodzajów w akcji po całych latach.
15846:  Co to za Thanos?
15847:  To jest bieda Thanos, bo ma zbroję.
15850:  On zbył takim badassem, że nie potrzebował zbroi.
15852:  You're a Jedi, Frodo.
15863:  Jaamnestis znowu mnie rozczarowuje.
15865:  Zamiast, żeby podążać drogą Sithów.
15870:  Ravis jest z rasy zwanej Gendai.
15872:  Przedstawiciele są niemal niezniszczalni, przynajmniej Hax.
15875:  To jest ten, który się stoi i mówił, że to jest Tartakowski!
15877:  W porządku, to już wystarczy, Turgle.
15878:  Turgle?
15879:  Chodź tu.
15879:  Tak.
15879:  Jesteś Doma?
15883:  No tak, jestem.
15889:  Masz imię?
15890:  Jedi?
15890:  Ja jestem Cal.
15895:  To jest BD-1.
15895:  Chciałbym... podziękować, że zostałeś spokojny.
15905:  Mówiłem to jak Frogg ma Zezza Rozbieżnego.
15911:  On w ogóle wyglądał jak Tost, który zaczął pleśnić po bokach.
15916:  To jest autentycznie Tost na długich nogach.
15923:  Dziękuję.
15930:  Kama Greenberg pisze, że to Thanos i Kermit z AliExpress.
15935:  Dzięki za trybut.
15936:  O bogowie.
15938:  Boss pokonany.
15939:  To był boss?
15940:  Okej, moi drodzy.
15941:  Będziemy ten poziom trudności windować w górę chyba.
15944:  Chociaż jeżeliby nie denerwować kontry, to nie.
15949:  Gdzie tu jest jakieś... jakieś ognisko?
15952:  Chcę ognisko.
15953:  Czekaj, coś tam pokazuję.
15955:  O, co to jest?
15955:  Co to jest?
15955:  Co to jest?
15955:  Towary domy.
15957:  Czy ja mogę...
15960:  Saloon?
15961:  Jaki saloon?
15964:  Możemy wejść do tego... Aha, tutaj są te... To jest duma, okej.
15971:  To jest saloon?
15972:  To chyba jest saloon.
15976:  Ej, fajnie tutaj jest.
15979:  Jest i kantyna, azyl wędrowca.
15982:  U podłoża gór Podnóża, gór Cabo, gdzie strome zbocza spotykają się z płaskimi równinami w dolinie, znajduje się placówka zwana azylem wędrowca.
15990:  Najstarsza osada na planecie z czasów postrepublikańskich została zbudowana wokół zakurzonej ulicy Głównej i kilku mniejszych odnóg, czyli wygląda tak.
15998:  Scenaria wszystkich najnowszych seriali z serii Gwiezdnych Wojen, z tego względu, że tak jest taniej.
16002:  Po przeciwnych stronach Alei Głównej można znaleźć zapuszczoną kantynę Grisa Dritusa oraz targ prowadzony przez faktyczną przywódczynię miasta, Domedendrę.
16017:  Dzień dobry.
16020:  Okej.
16020:  A, potencjalny klient.
16023:  Co to będzie?
16026:  Nic.
16026:  Dzięki.
16026:  O, to jest błąd.
16030:  Właśnie powiększenie napisów, czy ja jestem w stanie to zrobić teraz, bo prosiliście o to.
16039:  Ułatwienia dostępu, to powinno być tutaj, napisy.
16043:  Enter, tak, tak, modyfikuj.
16048:  Nooo, nie no to naprawdę te ustawienia dostępności są super.
16055:  Dobra, to damy 10.
16057:  To by było dwa razy większe.
16059:  Może nawet damy jeszcze większe.
16063:  13.
16063:  13 jest pechowy.
16064:  Uwielbiam 13.
16064:  To już większych nie będzie!
16066:  Wygląda na wyzwanie.
16066:  Możesz wyjść teraz, stary chłopie.
16068:  Połowa jest ostrożna.
16069:  Powiem ci, mężczyźni, Bedlami będą to zakończenie tej miasteczki.
16077:  Nie mamy niczego, żadnego, niczego.
16078:  Jak się masz, BD?
16089:  Poczekaj chwilę.
16090:  Kao.
16090:  Kao, chłopie, po prostu przyjdźcie tutaj, ty żartujący mężczyzna!
16093:  To ty znowu.
16093:  O, odbył się czas, zapomniałem o Ciebie, chłopie.
16095:  Cześć.
16096:  Pozwól, żebym patrzył na Ciebie.
16097:  Wyglądasz strasznie.
16101:  Tak, dobrze, że też Cię widzę, Grease.
16102:  Hej, czy ty zajmujesz się nim?
16104:  Czy ty zajmujesz się Manusem?
